local_government_area_code,local_government_area_name,state_id,state_name,seifa_2001_population,irsad_score,irsd_score,ier_score,ieo_score,q10_irsad,q25_irsad,q50_irsad,q75_irsad,q90_irsad,q10_irsd,q25_irsd,q50_irsd,q75_irsd,q90_irsd,q10_ier,q25_ier,q50_ier,q75_ier,q90_ier,q10_ieo,q25_ieo,q50_ieo,q75_ieo,q90_ieo,total_irsad,total_irsd,total_ier,total_ieo,min_irsad,min_irsd,min_ier,min_ieo,max_irsad,max_irsd,max_ier,max_ieo,med_irsad,med_irsd,med_ier,med_ieo
10050,Albury (C),1,New South Wales,42458,977.6719400000001,983.83154,978.4667,975.2142,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,41509996.0,41771520.0,41543740.0,41405644.0,748.5953,534.7148,804.1659,789.6906,1130.9712,1145.2745,1096.8866,1132.244,967.65674,990.8041400000001,986.71265,965.69885
10110,Armidale Dumaresq (A),1,New South Wales,24134,1018.8775,1007.1713,970.9324,1057.183,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,24589590.0,24307074.0,23432482.0,25514054.0,894.1441699999999,792.846,866.87994,927.39453,1122.6488,1127.8228,1114.1948,1139.2874,1033.3333,1018.8721,974.2961,1064.0098
10150,Ashfield (A),1,New South Wales,39494,1083.8135,1026.7242,1083.8708,1098.7125,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,42804128.0,40549448.0,42806392.0,43392552.0,979.9957,905.1532599999999,909.8023699999999,973.08704,1173.3912,1110.5042,1186.6942,1177.2621,1081.6188,1028.5159,1080.1938,1095.9663
10200,Auburn (A),1,New South Wales,54058,948.08923,898.37054,967.9308,956.5472,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,51251808.0,48564116.0,52324400.0,51709028.0,842.8518,739.8812,850.6697,856.64026,1197.5674,1113.0896,1224.6962,1191.2694,938.7806,903.56525,964.88885,949.6401400000001
10250,Ballina (A),1,New South Wales,37218,967.44104,986.91235,946.3672,991.38025,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,36006220.0,36730904.0,35221896.0,36897192.0,776.5243,693.34515,804.5415,820.01855,1088.3109,1097.6118,1052.5697,1111.2247,976.5714,1000.4074,951.5263,995.8956
10300,Balranald (A),1,New South Wales,2770,922.8973,964.4921,935.3069,916.0219,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,2556425.5,2671643.2,2590800.0,2537380.8,879.2188,924.6165,837.7099599999999,854.8485,993.8132,1034.4937,1026.3159,948.2401,922.5601,960.0126300000001,942.0334,922.22546
10350,Bankstown (C),1,New South Wales,164045,972.0089999999999,954.05255,997.4074,965.83466,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,159453220.0,156507550.0,163619700.0,158440350.0,787.0914,504.10934000000003,807.5528,809.1853,1125.5736,1127.2502,1159.1989,1084.0975,962.934,955.4871,987.00146,963.3851
10400,Barraba (A),1,New South Wales,2139,889.4961,948.85376,861.9588,919.91486,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,1902632.1,2029598.2,1843729.9,1967697.9,838.1054,867.7779,789.4977,857.8618,1000.6139999999999,1080.6648,965.31104,1021.6156,876.1628400000001,891.0193,847.78723,916.44604
10450,Bathurst (C),1,New South Wales,28701,993.1419,988.35376,988.8691,995.1453,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,28504166.0,28366740.0,28381530.0,28561666.0,809.34344,632.95013,877.6459,815.5185,1115.7152,1123.3838,1087.0509,1127.0710000000001,1002.1912,1002.1933,988.37054,1003.8793
10500,Baulkham Hills (A),1,New South Wales,139404,1142.4955,1109.7637,1183.4259,1105.4493,907.6816,924.5281,948.08923,996.5368699999999,1107.9283,934.1029699999999,956.50714,980.7376,1013.2549,1079.4426,891.08014,912.6966,946.8445,1018.5274,1128.8274,914.80695,929.0916,950.77954,995.1453,1098.7125,159268450.0,154705490.0,164974300.0,154104050.0,989.71985,989.35236,985.7342,965.1405599999999,1212.577,1155.7255,1309.6573,1170.7262,1145.0977,1114.3414,1186.3682,1109.5566
