LGA_MAIN11,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total,LGA_NAME11
70420,24,7,4,13,10,7,16,4,146,0,0,0,0,0,0,0,0,0,0,0,188,22,50,7,4,17,17,20,28,29,382,Barkly (S)
70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belyuen (S)
70620,4,4,7,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,45,4,8,4,7,0,0,4,6,3,81,Central Desert (S)
70700,3,0,0,8,4,0,0,4,44,0,3,0,0,0,0,0,0,0,0,3,106,11,9,0,3,8,7,0,0,8,152,Coomalie (S)
71000,1036,562,796,995,1021,845,543,1222,11423,18,7,10,0,6,7,16,14,3,20,101,8567,1140,1659,775,1009,1293,1382,1232,791,1608,19456,Darwin (C)
71300,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,3,3,0,18,East Arnhem (S)
72200,35,23,18,35,50,23,22,21,376,0,0,0,0,0,0,0,3,0,0,3,537,61,77,36,29,55,67,47,36,43,988,Katherine (T)
72300,43,9,11,17,24,29,20,30,618,0,0,0,0,0,0,0,0,0,3,3,1721,141,151,39,25,51,30,43,29,104,2334,Litchfield (M)
72330,3,0,6,4,6,3,0,19,44,0,0,0,0,0,0,0,0,0,3,3,23,4,7,0,10,4,9,3,8,25,93,MacDonnell (S)
72800,238,125,122,157,155,115,40,103,1798,0,3,0,3,6,0,0,3,0,6,21,2073,318,458,202,197,253,262,154,81,213,4211,Palmerston (C)
73600,0,0,0,0,0,13,5,4,30,0,0,0,0,0,0,0,0,0,0,0,57,6,8,0,6,0,3,19,8,12,119,Roper Gulf (S)
74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tiwi Islands (S)
74500,4,0,0,0,7,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,61,6,14,0,0,0,11,3,3,11,109,Victoria-Daly (S)
74560,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,51,3,6,0,0,0,0,0,0,0,60,Wagait (S)
74660,15,3,7,15,5,9,10,17,119,0,0,0,0,0,0,0,0,0,3,3,79,20,34,11,10,21,17,15,14,24,245,West Arnhem (S)
79399,72,34,34,49,37,45,34,133,624,0,0,0,0,0,0,0,0,0,0,0,587,85,167,51,68,86,75,89,74,175,1457,Unincorporated NT
89399,6614,1778,2292,2769,3392,2887,1900,1806,47564,127,32,46,17,21,25,44,27,11,44,394,47450,6589,9106,2423,2921,3542,4314,3893,2598,3329,86165,Unincorporated ACT
89499,6,3,6,11,3,10,18,9,81,0,0,0,0,0,0,0,0,0,3,3,59,9,12,3,6,11,3,13,31,12,159,
