LGA_MAIN11,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total,LGA_NAME11
25710,244,33,79,51,66,40,31,81,2695,10,0,3,0,0,0,0,0,0,7,20,6123,662,870,211,244,194,152,139,90,313,8998,Nillumbik (S)
25810,28,7,13,10,24,21,15,8,203,0,0,0,0,0,0,0,3,0,0,3,506,32,49,12,13,24,27,24,21,47,755,Northern Grampians (S)
25900,1567,609,777,908,960,832,490,498,13034,39,11,11,6,8,6,0,7,6,21,115,12054,2019,3232,1198,1449,1797,2042,2147,1383,1151,28472,Port Phillip (C)
25990,8,0,0,0,0,0,6,22,105,0,0,0,0,0,0,0,0,0,0,0,511,8,21,0,6,4,4,0,6,35,595,Pyrenees (S)
26080,3,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,232,6,11,3,0,4,3,0,7,19,285,Queenscliffe (B)
29399,3,0,0,0,6,11,3,15,55,0,0,0,0,0,0,0,0,0,0,0,66,14,8,0,0,7,9,15,17,24,160,Unincorporated Vic
22490,29,5,3,11,9,12,3,14,352,7,0,0,0,0,0,0,0,0,0,7,1490,88,103,22,34,31,39,32,11,94,1944,Golden Plains (S)
26170,47,9,21,28,23,20,13,22,650,6,0,0,0,0,0,0,0,0,0,6,2435,85,140,32,38,50,44,52,21,138,3035,South Gippsland (S)
26260,30,15,22,24,30,23,12,13,283,0,0,0,0,0,0,0,0,0,0,0,702,57,111,31,34,58,55,55,24,63,1190,Southern Grampians (S)
26350,1817,762,861,1025,1067,1094,603,498,14694,53,8,8,0,7,9,7,8,9,17,126,12929,1823,3065,1114,1324,1534,1640,1857,1080,1045,27411,Stonnington (C)
26430,18,3,3,8,8,12,6,8,184,0,0,0,0,0,0,0,0,0,0,0,644,34,40,8,16,12,16,32,20,39,861,Strathbogie (S)
26490,43,32,16,22,35,25,16,33,563,3,0,0,0,3,0,0,0,0,0,6,1914,151,234,94,114,81,106,86,50,127,2957,Surf Coast (S)
26610,176,80,98,129,190,121,123,121,1718,3,4,8,3,0,0,0,4,0,9,31,970,186,236,91,112,146,205,134,134,188,2402,Swan Hill (RC)
26670,3,3,0,0,12,7,0,6,76,0,3,0,0,0,0,0,0,0,0,3,352,14,23,3,3,8,15,7,3,28,456,Towong (S)
26700,45,15,21,46,19,14,17,25,778,4,0,0,0,0,0,0,0,0,0,4,1615,88,113,33,40,70,34,31,24,99,2147,Wangaratta (RC)
26730,113,41,55,51,32,49,32,83,676,6,0,0,0,0,0,0,0,3,0,9,1165,163,230,61,93,103,84,81,74,162,2216,Warrnambool (C)
26810,96,49,24,49,73,53,37,292,1259,8,0,4,0,0,0,0,0,0,0,12,2866,190,252,112,70,105,108,107,63,441,4314,Wellington (S)
26890,0,0,6,3,0,0,4,3,52,0,0,0,0,0,0,0,0,0,0,0,182,6,11,8,6,9,3,8,7,11,251,West Wimmera (S)
26980,4948,1507,1974,2477,2518,2091,1070,1292,35360,91,16,41,8,17,14,30,24,12,50,303,24720,4014,6298,1780,2333,2859,2930,2469,1340,1893,50636,Whitehorse (C)
29499,108,30,36,70,87,134,206,236,1241,0,0,0,3,0,0,3,3,0,0,9,664,127,153,45,58,103,124,224,446,292,2236,
30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aurukun (S)
30300,6,0,3,10,13,10,6,3,71,0,0,0,0,0,0,0,0,0,0,0,99,21,17,4,3,18,23,13,12,11,221,Balonne (S)
30370,85,95,84,76,42,34,32,25,551,3,0,0,0,3,0,0,0,0,0,6,462,57,125,110,108,87,58,56,41,62,1166,Banana (S)
30410,7,0,0,3,6,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,97,10,22,11,0,6,9,15,0,8,178,Barcaldine (R)
30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,5,0,3,17,Barcoo (S)
30760,3,3,0,3,3,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,63,8,3,6,3,3,6,3,3,7,105,Blackall Tambo (R)
33960,1902,739,737,861,754,477,282,560,11877,24,15,19,8,16,7,7,3,6,20,125,15080,2877,3975,1420,1545,1832,1466,973,606,1491,31265,Ipswich (C)
33980,90,57,92,128,58,37,57,33,693,0,0,0,0,0,0,3,0,3,3,9,858,174,257,130,167,210,96,87,132,122,2233,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Lockhart River (S)
11250,22,12,18,15,11,11,12,35,275,3,0,0,0,0,0,0,0,0,0,3,514,34,51,27,29,24,23,26,20,80,828,Broken Hill (C)
27070,4363,1427,1550,1801,1670,1018,568,1644,42018,137,19,32,10,13,19,24,10,14,58,336,31199,3950,5279,1695,1803,2079,1926,1221,699,2158,52009,Whittlesea (C)
12350,20,3,6,6,0,7,0,12,172,0,0,0,0,0,0,0,0,0,0,0,538,30,52,3,12,12,6,14,6,38,711,Cowra (A)
27170,111,52,75,77,85,55,40,59,1259,10,0,0,0,0,0,0,0,0,3,13,2193,208,231,95,120,124,123,88,62,154,3398,Wodonga (RC)
27260,7264,2323,2729,2869,2145,1524,870,1476,35941,84,22,44,24,29,27,26,22,12,50,340,20539,5015,9629,3040,3609,3797,2856,2228,1333,2358,54404,Wyndham (C)
27450,553,188,198,245,176,182,91,239,5963,26,5,10,0,0,0,0,8,3,10,62,17567,1292,1580,460,453,469,330,338,163,997,23649,Yarra Ranges (S)
27630,9,4,6,9,21,15,6,9,122,0,0,0,0,0,0,0,0,0,3,3,308,3,13,7,9,9,35,22,9,25,440,Yarriambiack (S)
79499,16,0,6,3,10,46,20,17,150,0,0,0,0,0,0,0,0,0,0,0,176,28,28,3,9,12,28,86,45,40,455,
34580,168,76,55,104,153,177,172,121,1427,3,6,0,0,0,7,8,7,5,3,39,2292,245,375,147,105,172,228,241,229,281,4315,Lockyer Valley (R)
34590,4044,1238,1555,1506,1532,1446,629,1235,27115,82,26,26,12,15,22,9,16,13,45,266,37004,7839,8952,2523,3134,3277,2775,2437,1259,3408,72608,Logan (C)
34710,10,4,12,3,0,3,3,0,52,0,0,0,0,0,0,0,0,0,0,0,146,13,31,4,18,7,9,11,9,15,263,Longreach (R)
34770,543,404,369,470,462,322,195,189,4109,13,5,3,3,3,0,6,3,0,6,42,5887,745,1476,800,707,973,822,667,544,626,13247,Mackay (R)
34800,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,3,36,10,11,4,0,7,0,8,3,6,85,McKinlay (S)
36580,50,45,25,26,24,39,38,47,575,6,0,3,0,0,0,3,8,3,3,26,1773,149,178,80,45,64,41,70,50,160,2610,Somerset (R)
36910,992,371,359,617,665,491,388,296,5668,9,0,6,3,3,7,9,15,9,3,64,7602,1058,1970,676,647,891,936,749,519,738,15786,Toowoomba (R)
36950,12,0,10,3,3,5,5,10,92,0,0,0,3,0,0,0,0,0,0,3,130,17,18,3,14,3,10,14,13,21,243,Torres (S)
37300,16,13,11,7,16,6,6,7,126,0,0,0,0,0,0,0,0,0,0,0,169,35,38,13,17,10,24,17,14,19,356,Weipa (T)
37310,57,38,59,90,58,56,28,40,597,6,0,0,0,0,0,0,3,3,0,12,1010,99,163,77,95,167,94,118,63,118,2004,Western Downs (R)
37340,118,41,61,82,67,143,96,159,1158,8,0,0,0,0,0,0,0,0,8,16,2223,284,437,136,149,206,190,275,188,351,4439,Whitsunday (R)
10150,1765,622,896,1000,825,617,299,603,14106,36,4,7,9,7,12,8,6,3,16,108,8812,1639,2154,724,985,1114,942,723,351,804,18248,Ashfield (A)
10200,5941,1529,2132,2357,2227,1527,892,1935,38011,91,47,34,14,18,40,26,18,5,47,340,16903,5046,6434,1641,2265,2544,2394,1645,944,2167,41983,Auburn (C)
10250,114,29,27,26,48,45,18,36,821,0,0,0,0,0,0,0,0,0,0,0,2868,269,365,90,81,85,117,99,52,191,4217,Ballina (A)
10300,9,4,3,6,0,7,0,11,99,0,0,0,0,0,0,0,0,0,0,0,84,20,24,4,6,6,0,10,0,16,170,Balranald (A)
10350,6031,1495,1426,1576,1331,1160,575,2836,58650,232,42,54,9,12,20,8,11,9,73,470,43006,7064,6797,1664,1587,1777,1484,1275,664,3401,68719,Bankstown (C)
10470,113,31,33,39,40,29,25,231,1023,6,3,0,0,0,0,0,0,0,3,12,1974,219,259,67,73,65,94,67,50,326,3194,Bathurst Regional (A)
10550,56,10,13,14,9,31,12,16,647,4,0,0,0,0,0,0,0,0,0,4,3039,145,171,40,30,43,34,50,29,168,3749,Bega Valley (A)
10600,33,13,0,15,9,6,4,6,256,3,0,0,0,0,0,0,0,0,0,3,1136,82,114,31,20,21,22,27,12,66,1531,Bellingen (A)
10650,13,6,9,12,6,9,0,0,128,0,0,0,0,0,0,0,0,0,0,0,419,37,20,16,9,12,12,15,9,29,578,Berrigan (A)
10750,14019,3502,3594,3880,3073,2208,1227,2921,84174,282,88,135,35,28,43,41,39,15,97,803,55255,15418,17202,4217,4307,4579,3690,2768,1523,4259,113218,Blacktown (C)
10800,7,6,0,0,3,3,0,3,41,3,0,0,0,0,0,0,0,0,0,3,174,7,19,9,0,4,9,6,3,10,241,Bland (A)
11300,1891,690,908,1089,917,622,356,654,14505,36,8,12,8,7,16,15,8,3,64,177,7691,1386,2101,744,974,1195,996,739,423,816,17065,Burwood (A)
11350,169,55,71,48,54,55,18,71,1176,5,0,3,0,0,0,0,0,0,0,8,3215,458,579,147,154,147,142,139,65,269,5315,Byron (A)
11400,14,6,6,9,3,6,0,14,138,0,0,0,0,0,0,0,0,0,0,0,580,43,33,13,21,15,12,17,3,57,794,Cabonne (A)
11450,281,60,75,103,88,47,20,132,3527,18,0,3,0,0,0,0,3,0,5,29,6559,652,590,136,173,212,165,131,52,339,9009,Camden (A)
11500,3372,905,918,964,796,550,374,906,26391,89,38,27,14,14,7,9,4,0,40,242,24677,4944,4348,1089,1121,1155,969,704,467,1659,41133,Campbelltown (C)
11520,2466,694,782,965,770,670,327,780,18751,67,10,10,6,4,6,9,0,0,14,126,14698,2282,3309,879,1009,1225,1011,937,517,1048,26915,Canada Bay (A)
11550,6741,2048,2556,2581,2368,1787,922,2336,57696,218,38,41,8,11,29,24,20,15,85,489,35415,7175,7481,2233,2732,2774,2549,1952,1023,2794,66128,Canterbury (C)
11700,6,0,3,6,0,0,4,3,34,0,0,0,0,0,0,0,0,0,0,0,58,6,12,3,6,6,3,6,4,14,118,Central Darling (A)
11720,60,24,8,20,24,33,39,139,713,3,0,0,0,0,3,0,3,3,3,15,2310,166,195,57,42,63,53,88,72,295,3341,Cessnock (C)
11730,76,16,25,33,26,18,16,54,641,4,0,0,0,0,0,0,3,0,0,7,2744,163,231,39,47,59,50,53,46,212,3644,Clarence Valley (A)
11750,11,7,16,29,9,14,7,3,127,0,0,0,0,0,0,0,0,0,0,0,121,17,30,13,25,42,16,24,11,20,319,Cobar (A)
11800,308,124,143,198,250,216,98,149,2783,6,3,0,3,0,3,3,6,3,12,39,5490,515,706,249,252,321,332,326,155,484,8830,Coffs Harbour (C)
11860,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,39,0,7,0,0,0,0,3,0,5,54,Conargo (A)
12000,7,3,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,123,15,13,9,0,3,3,0,3,6,175,Coolamon (A)
12050,31,9,14,10,22,4,6,40,454,0,0,3,0,0,0,0,0,0,0,3,1063,59,73,15,20,17,27,11,12,66,1363,Cooma-Monaro (A)
12150,3,0,3,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,70,0,3,0,3,4,4,0,0,7,91,Coonamble (A)
12200,16,0,3,11,6,3,0,8,75,0,0,0,0,0,0,0,0,0,0,0,299,8,24,3,3,14,13,3,3,22,392,Cootamundra (A)
12300,18,0,7,4,9,6,6,4,139,0,0,0,0,0,0,0,0,0,0,0,619,41,47,11,10,12,17,6,12,31,806,Corowa Shire (A)
17100,2469,743,895,985,783,606,403,634,15965,53,13,28,4,13,7,7,4,3,22,154,8330,1906,2696,807,978,1064,855,679,456,758,18529,Strathfield (A)
17150,1564,342,398,505,379,346,146,541,15285,45,3,11,6,0,0,0,9,4,5,83,24159,3183,3365,748,857,947,798,729,332,1443,36561,Sutherland Shire (A)
17200,6343,2158,2828,3599,3849,3815,2336,2188,42516,100,27,36,11,19,27,37,42,29,50,378,24010,6584,10055,3198,4158,5235,5492,6066,3905,3435,72138,Sydney (C)
17310,119,53,46,77,45,27,31,35,804,3,0,0,3,0,0,0,0,0,0,6,1931,170,238,89,73,110,84,59,53,161,2968,Tamworth Regional (A)
17350,3,0,3,4,4,12,3,3,66,0,0,0,0,0,0,0,0,0,0,0,188,6,7,0,6,4,10,12,3,11,247,Temora (A)
17400,10,0,6,0,5,5,3,5,96,0,0,0,0,0,0,0,0,0,0,0,397,25,29,0,12,0,8,5,6,28,510,Tenterfield (A)
17420,4681,894,1001,997,843,774,406,1007,34983,115,39,20,6,3,6,9,0,6,27,231,32632,6848,6617,1243,1485,1560,1289,1263,714,1701,55352,The Hills Shire (A)
22310,3300,1200,1793,1951,1817,1483,801,980,28073,119,11,26,10,26,28,11,12,7,41,291,23936,3565,5084,1586,2239,2480,2340,1979,1063,1657,45929,Glen Eira (C)
22410,24,32,20,11,30,15,14,22,335,0,0,3,0,0,0,0,0,3,0,6,1033,89,99,62,37,40,47,21,26,71,1525,Glenelg (S)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,15,Boulia (S)
31000,21810,6939,9522,13343,12803,10681,6659,6842,151921,324,118,169,54,82,133,148,125,60,201,1414,123177,27386,39292,11511,15074,20138,18653,16497,10496,12975,295199,Brisbane (C)
36300,3,0,3,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,23,0,6,0,3,4,0,0,9,3,48,Richmond (S)
36360,501,339,345,442,353,309,167,225,3503,7,0,0,3,0,0,3,3,4,8,28,4823,596,1091,508,565,676,511,482,306,540,10098,Rockhampton (R)
36510,87,17,38,30,35,50,30,76,852,4,3,0,0,0,0,0,0,0,7,14,3637,374,457,112,114,128,118,114,58,316,5428,Scenic Rim (R)
31750,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,6,0,17,Bulloo (S)
31820,223,89,67,151,182,171,147,160,2527,13,3,3,3,0,0,0,0,3,3,28,7079,673,796,218,208,309,306,297,256,609,10751,Bundaberg (R)
31900,34,12,19,26,23,51,43,50,675,6,0,0,0,0,0,0,0,0,0,6,949,45,74,16,26,33,42,97,78,101,1461,Burdekin (S)
31950,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,3,9,0,4,0,0,0,0,0,32,Burke (S)
32070,1565,551,710,658,748,740,426,672,11121,24,6,8,6,8,6,7,9,3,17,94,16146,2763,3716,1142,1403,1265,1382,1304,825,1649,31595,Cairns (R)
32250,0,3,9,13,3,7,3,0,57,3,0,0,0,3,0,0,0,0,0,6,78,19,3,6,15,16,3,7,3,0,150,Carpentaria (S)
32260,89,46,82,144,164,63,32,96,1559,4,0,3,0,0,3,10,0,0,6,26,2276,162,211,74,123,204,223,99,71,224,3667,Cassowary Coast (R)
32270,158,91,126,120,122,71,36,68,1002,0,0,0,0,3,0,0,0,0,0,3,1183,249,406,178,185,243,194,176,115,190,3119,Central Highlands (R)
32310,23,23,6,13,10,11,6,15,170,0,0,0,0,0,3,0,0,0,0,3,458,28,61,31,15,31,24,24,11,38,721,Charters Towers (R)
36630,44,29,25,54,19,16,11,30,532,6,0,3,0,0,0,3,0,0,3,15,2154,155,146,55,54,82,42,43,25,151,2907,South Burnett (R)
36660,59,34,27,35,50,52,26,88,1020,3,0,0,0,0,0,0,7,0,3,13,2408,177,200,62,43,46,87,90,41,195,3349,Southern Downs (R)
36710,1186,406,469,533,532,451,338,470,9678,36,10,9,0,5,0,12,10,5,11,98,33721,4828,7463,2116,2625,2574,1966,1671,1123,2693,60780,Sunshine Coast (R)
36810,109,38,48,70,77,92,45,129,2083,4,0,0,0,0,0,0,3,3,3,13,4594,322,343,114,95,144,134,169,76,355,6346,Tablelands (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,4,6,11,17,0,16,3,6,79,0,0,0,0,0,0,0,0,0,0,0,112,19,19,22,17,24,7,29,3,16,268,Cloncurry (S)
32500,14,6,10,17,5,21,33,447,594,0,6,0,0,0,0,0,0,0,0,6,298,36,32,11,16,17,15,29,39,472,965,Cook (S)
32600,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,15,Croydon (S)
36960,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,3,0,16,Torres Strait Island (R)
37010,1011,451,553,706,712,536,374,414,7514,17,3,12,3,3,10,7,4,6,12,77,11439,1664,2521,906,1150,1423,1238,997,713,1129,23180,Townsville (C)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hope Vale (S)
47700,876,353,355,403,372,269,150,318,7283,26,3,6,7,0,0,8,4,3,25,82,16073,1036,1653,658,663,701,566,426,219,895,22890,Tea Tree Gully (C)
47800,10,0,4,0,4,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,326,17,28,4,8,7,4,3,6,17,420,The Coorong (DC)
32750,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,3,0,0,3,3,25,Diamantina (S)
35780,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,12,Northern Peninsula Area (R)
50910,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,63,7,6,0,0,0,0,6,0,17,99,Brookton (S)
32770,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,11,0,0,23,Doomadgee (S)
33100,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,5,4,0,3,3,0,0,0,12,69,Etheridge (S)
33200,3,3,3,0,0,3,6,0,25,0,0,0,0,0,0,0,0,0,0,0,41,9,6,9,3,0,0,6,6,3,83,Flinders (S)
33220,261,101,95,160,117,92,54,178,2460,6,0,0,3,0,0,0,0,0,0,9,9252,800,1028,313,287,399,286,207,129,639,13340,Fraser Coast (R)
33360,234,174,155,198,142,140,160,114,1896,4,0,3,0,6,3,6,0,0,3,25,3574,433,681,348,330,413,291,329,374,409,7182,Gladstone (R)
33430,5682,1787,2059,2662,2644,2138,1264,1892,39943,149,33,27,6,18,26,23,23,25,49,379,63770,14730,18160,5492,6719,7410,6454,5442,3583,6278,138038,Gold Coast (C)
33610,14,13,20,32,53,20,9,3,209,0,0,0,0,0,0,0,0,0,0,0,257,33,42,18,34,40,69,34,30,23,580,Goondiwindi (R)
33620,98,47,31,58,27,33,23,46,860,3,0,0,3,0,6,0,0,0,3,15,3498,271,381,133,130,131,73,79,56,226,4978,Gympie (R)
33800,21,7,11,22,8,10,8,77,581,0,0,0,0,0,0,0,0,0,6,6,902,52,41,10,24,28,11,21,11,124,1224,Hinchinbrook (S)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mapoon (S)
34860,28,29,32,74,64,20,40,9,327,0,0,0,0,0,0,0,0,0,0,0,274,37,65,34,55,87,87,51,53,35,778,Maranoa (R)
35010,2179,721,940,1161,823,711,466,808,15760,59,12,22,6,7,17,3,3,14,18,161,37691,6284,8663,2820,3429,3771,2571,2082,1298,3101,71710,Moreton Bay (R)
35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Mornington (S)
35300,149,75,135,176,108,102,86,55,1277,0,0,0,3,0,3,0,0,0,3,9,1262,196,313,152,206,293,168,201,153,154,3098,Mount Isa (C)
35600,24,45,4,60,15,5,9,5,179,0,0,0,0,0,0,0,0,0,0,0,111,18,37,51,4,66,21,10,12,13,343,Murweh (S)
35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Napranum (S)
35760,14,12,18,27,24,45,35,21,278,0,0,0,0,0,0,0,0,0,0,0,476,46,45,12,29,35,31,54,42,57,827,North Burnett (R)
35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palm Island (S)
35800,0,0,0,0,4,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,51,4,8,0,0,3,4,9,0,0,79,Paroo (S)
36070,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Pormpuraaw (S)
36150,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,40,6,4,0,0,0,4,0,6,4,64,Quilpie (S)
36250,854,287,250,357,250,207,118,271,6000,33,4,11,0,3,4,7,0,6,9,77,16371,2950,4281,1198,1345,1558,1075,833,531,1263,31405,Redland (C)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woorabinda (S)
43080,8,0,0,3,0,4,0,3,24,0,0,0,0,0,0,0,0,0,0,0,38,6,8,0,3,3,9,4,0,3,74,Karoonda East Murray (DC)
37400,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,4,6,5,73,Winton (S)
41010,8,4,0,4,16,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,144,14,14,9,7,7,22,8,0,10,235,Ceduna (DC)
41060,1555,620,758,1048,1108,833,383,927,18906,79,5,15,7,3,12,9,6,9,75,220,17280,1556,2171,861,1007,1363,1402,1103,540,1410,28693,Charles Sturt (C)
41140,13,3,3,6,6,3,3,9,103,0,0,0,0,0,0,0,0,0,0,0,640,30,40,12,13,14,13,8,3,48,821,Clare and Gilbert Valleys (DC)
52870,22,12,6,0,17,24,0,21,202,0,0,0,0,0,0,0,0,0,0,0,728,48,66,29,24,11,24,30,11,60,1031,Donnybrook-Balingup (S)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yarrabah (S)
39399,4,0,3,0,0,0,7,6,26,0,0,0,0,0,0,0,0,0,3,3,51,7,8,4,3,0,0,5,10,23,111,
39499,60,20,22,55,84,118,205,183,934,3,0,0,0,3,0,0,0,0,3,9,1277,176,195,59,80,117,162,306,605,338,3315,
41330,13,10,11,18,12,9,7,5,281,3,0,0,0,0,0,0,0,0,0,3,326,14,16,10,15,21,12,12,10,17,453,Coober Pedy (DC)
41560,17,6,7,6,4,15,0,16,188,0,0,0,0,0,0,0,0,0,0,0,1062,18,49,12,12,15,12,19,7,72,1278,Copper Coast (DC)
41750,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0,0,13,60,Elliston (DC)
54690,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,3,3,4,0,6,4,0,3,47,Koorda (S)
40070,617,291,426,678,910,885,609,323,5464,6,0,0,0,3,7,6,6,3,3,34,1937,293,825,371,491,787,1045,1071,747,449,8016,Adelaide (C)
40120,116,33,59,49,35,25,24,314,1522,3,0,3,0,0,3,0,0,0,0,9,4901,421,546,128,136,128,94,63,50,506,6973,Adelaide Hills (DC)
40220,24,21,18,22,7,19,5,16,465,0,0,0,0,0,0,0,0,0,0,0,3245,134,166,74,47,62,57,49,12,147,3993,Alexandrina (DC)
40250,0,0,0,0,3,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,3,0,0,4,36,Anangu Pitjantjatjara (AC)
40310,34,3,10,15,7,3,3,27,309,3,0,0,0,0,0,0,0,0,0,3,2079,101,162,64,42,34,47,27,10,110,2676,Barossa (DC)
40430,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,170,3,6,6,3,0,0,3,3,7,201,Barunga West (DC)
40520,30,13,17,35,38,24,9,37,616,0,0,0,0,0,0,0,0,0,6,6,925,45,49,21,17,41,46,34,17,69,1264,Berri and Barmera (DC)
46970,24,33,54,39,19,24,42,11,291,0,0,0,0,0,0,0,0,0,0,0,177,35,63,56,79,65,37,36,52,24,624,Roxby Downs (M)
47140,2299,961,1095,1128,1064,1106,594,903,20173,58,11,20,14,13,15,7,21,17,23,199,22092,2124,2971,1205,1307,1373,1247,1278,710,1679,35986,Salisbury (C)
47290,8,0,7,0,0,16,10,11,62,0,0,0,0,0,0,0,0,0,0,0,71,4,17,6,13,3,5,25,10,21,175,Southern Mallee (DC)
47490,0,0,3,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,84,5,4,0,3,3,6,0,0,9,114,Streaky Bay (DC)
47630,32,43,27,29,54,53,21,17,323,0,0,0,0,0,0,0,3,0,0,3,247,16,63,60,40,43,71,64,27,29,660,Tatiara (DC)
40700,577,258,309,387,456,482,229,215,5946,12,3,0,3,3,3,3,6,0,12,45,6445,686,1047,368,434,529,591,628,334,426,11488,Burnside (C)
40910,932,461,449,691,734,583,281,424,10982,43,6,9,6,3,7,7,9,3,11,104,9332,787,1294,558,532,793,879,683,324,626,15808,Campbelltown (C)
41190,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,51,0,15,0,0,0,3,0,5,3,77,Cleve (DC)
47910,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,117,4,9,3,0,0,0,0,3,8,144,Tumby Bay (DC)
62010,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,63,3,3,0,0,3,0,0,4,0,76,Flinders (M)
41830,0,0,0,0,7,5,6,0,35,0,0,0,0,0,0,0,0,0,0,0,81,4,4,0,6,0,7,5,6,4,117,Flinders Ranges (DC)
41960,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,45,3,6,6,0,0,6,0,0,3,69,Franklin Harbour (DC)
