lga_code16,m_m2_bustot_15_24,m_m2_bustot_25_34,m_m2_bustot_35_44,m_m2_bustot_45_54,m_m2_bustot_55_64,m_m2_bustot_65_74,m_m2_bustot_75ov,m_m2_bustot_tot,m_m2_other_m2_15_24,m_m2_other_m2_25_34,m_m2_other_m2_35_44,m_m2_other_m2_45_54,m_m2_other_m2_55_64,m_m2_other_m2_65_74,m_m2_other_m2_75ov,m_m2_other_m2_tot,m_m2_tot_m2_15_24,m_m2_tot_m2_25_34,m_m2_tot_m2_35_44,m_m2_tot_m2_45_54,m_m2_tot_m2_55_64,m_m2_tot_m2_65_74,m_m2_tot_m2_75ov,m_m2_tot_m2_tot,m_m3_trn_and_2_oth_ms_15_24,m_m3_trn_and_2_oth_ms_25_34,m_m3_trn_and_2_oth_ms_35_44,m_m3_trn_and_2_oth_ms_45_54,m_m3_trn_and_2_oth_ms_55_64,m_m3_trn_and_2_oth_ms_65_74,m_m3_trn_and_2_oth_ms_75ov,m_m3_trn_and_2_oth_ms_tot,m_m3_bus2othms_ex_tn_15_24,m_m3_bus2othms_ex_tn_25_34,m_m3_bus2othms_ex_tn_35_44,m_m3_bus2othms_ex_tn_45_54,m_m3_bus2othms_ex_tn_55_64,m_m3_bus2othms_ex_tn_65_74,m_m3_bus2othms_ex_tn_75ov,m_m3_bus2othms_ex_tn_tot,m_m3_other_m3_15_24,m_m3_other_m3_25_34,m_m3_other_m3_35_44,m_m3_other_m3_45_54,m_m3_other_m3_55_64,m_m3_other_m3_65_74,m_m3_other_m3_75ov,m_m3_other_m3_tot,m_m3_tot_m3_15_24,m_m3_tot_m3_25_34,m_m3_tot_m3_35_44,m_m3_tot_m3_45_54,m_m3_tot_m3_55_64,m_m3_tot_m3_65_74,m_m3_tot_m3_75ov,m_m3_tot_m3_tot,m_wkd_at_home_15_24,m_wkd_at_home_25_34,m_wkd_at_home_35_44,m_wkd_at_home_45_54,m_wkd_at_home_55_64,m_wkd_at_home_65_74,m_wkd_at_home_75ov,m_wkd_at_home_tot,m_did_not_go_to_work_15_24,m_did_not_go_to_work_25_34,m_did_not_go_to_work_35_44,m_did_not_go_to_work_45_54,m_did_not_go_to_work_55_64,m_did_not_go_to_work_65_74,m_did_not_go_to_work_75ov,m_did_not_go_to_work_tot,m_mt_ns_15_24,m_mt_ns_25_34,m_mt_ns_35_44,m_mt_ns_45_54,m_mt_ns_55_64,m_mt_ns_65_74,m_mt_ns_75ov,m_mt_ns_tot,m_tot_15_24,m_tot_25_34,m_tot_35_44,m_tot_45_54,m_tot_55_64,m_tot_65_74,m_tot_75ov,m_tot_tot,f_m1_train_15_24,f_m1_train_25_34,f_m1_train_35_44,f_m1_train_45_54,f_m1_train_55_64,f_m1_train_65_74,f_m1_train_75ov,f_m1_train_tot,f_m1_bus_15_24,f_m1_bus_25_34,f_m1_bus_35_44,f_m1_bus_45_54,f_m1_bus_55_64,f_m1_bus_65_74,f_m1_bus_75ov,f_m1_bus_tot,f_m1_ferry_15_24,f_m1_ferry_25_34,f_m1_ferry_35_44,f_m1_ferry_45_54,f_m1_ferry_55_64,f_m1_ferry_65_74,f_m1_ferry_75ov,f_m1_ferry_tot,f_m1_tram_inc_lr_15_24,f_m1_tram_inc_lr_25_34,f_m1_tram_inc_lr_35_44,f_m1_tram_inc_lr_45_54,f_m1_tram_inc_lr_55_64,f_m1_tram_inc_lr_65_74,f_m1_tram_inc_lr_75ov,f_m1_tram_inc_lr_tot,f_m1_taxi_15_24,f_m1_taxi_25_34,f_m1_taxi_35_44,f_m1_taxi_45_54,f_m1_taxi_55_64,f_m1_taxi_65_74,f_m1_taxi_75ov,f_m1_taxi_tot,f_m1_carasdriv_15_24,f_m1_carasdriv_25_34,f_m1_carasdriv_35_44,f_m1_carasdriv_45_54,f_m1_carasdriv_55_64,f_m1_carasdriv_65_74,f_m1_carasdriv_75ov,f_m1_carasdriv_tot,f_m1_caraspas_15_24,f_m1_caraspas_25_34,f_m1_caraspas_35_44,f_m1_caraspas_45_54,f_m1_caraspas_55_64,f_m1_caraspas_65_74,f_m1_caraspas_75ov,f_m1_caraspas_tot,f_m1_truck_15_24,f_m1_truck_25_34,f_m1_truck_35_44,f_m1_truck_45_54,f_m1_truck_55_64,f_m1_truck_65_74,f_m1_truck_75ov,f_m1_truck_tot,f_m1_mbikescoot_15_24,f_m1_mbikescoot_25_34,f_m1_mbikescoot_35_44,f_m1_mbikescoot_45_54,f_m1_mbikescoot_55_64,f_m1_mbikescoot_65_74,f_m1_mbikescoot_75ov,f_m1_mbikescoot_tot,f_m1_bicycle_15_24,f_m1_bicycle_25_34,f_m1_bicycle_35_44,f_m1_bicycle_45_54,f_m1_bicycle_55_64,f_m1_bicycle_65_74,f_m1_bicycle_75ov,f_m1_bicycle_tot,f_m1_other_15_24,f_m1_other_25_34,f_m1_other_35_44,f_m1_other_45_54,f_m1_other_55_64,f_m1_other_65_74,f_m1_other_75ov,f_m1_other_tot,f_m1_wlkonly_15_24,f_m1_wlkonly_25_34,f_m1_wlkonly_35_44,f_m1_wlkonly_45_54,f_m1_wlkonly_55_64,f_m1_wlkonly_65_74,f_m1_wlkonly_75ov,f_m1_wlkonly_tot,f_m1_tot_m1_15_24,f_m1_tot_m1_25_34,f_m1_tot_m1_35_44,f_m1_tot_m1_45_54,f_m1_tot_m1_55_64,f_m1_tot_m1_65_74,f_m1_tot_m1_75ov,f_m1_tot_m1_tot,f_m2_trnbus_15_24,f_m2_trnbus_25_34,f_m2_trnbus_35_44,f_m2_trnbus_45_54,f_m2_trnbus_55_64,f_m2_trnbus_65_74,f_m2_trnbus_75ov,f_m2_trnbus_tot,lga_name16
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,7,11,16,18,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,14,0,3,7,10,11,0,0,38,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,10,12,11,9,3,4,0,44,0,0,0,0,0,0,0,7,80,146,107,119,71,16,0,537,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,99,85,102,40,3,3,387,18,8,4,10,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,13,0,0,3,0,0,0,0,3,5,16,21,14,6,0,0,65,69,130,118,133,52,9,3,513,0,0,0,0,0,0,0,0,Weipa (T)
37310,0,8,7,3,3,0,0,25,7,20,22,16,17,4,0,82,6,24,35,28,19,6,0,115,0,3,0,8,0,0,0,17,0,3,4,5,0,0,0,19,0,5,8,0,6,0,0,18,0,9,13,13,9,0,0,49,31,67,109,177,206,170,70,837,123,198,204,170,148,69,4,910,15,7,18,30,20,14,4,110,1225,2009,2029,2063,1527,581,151,9583,0,0,0,0,0,0,0,0,9,12,6,9,5,0,0,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,565,779,952,976,586,111,8,3973,172,70,51,60,47,4,0,401,0,0,0,0,3,0,0,4,0,0,4,0,3,0,0,9,10,3,3,10,8,0,0,28,6,10,11,12,15,6,0,59,87,79,70,79,84,18,4,420,844,955,1106,1154,744,147,14,4954,0,0,0,0,0,0,0,0,Western Downs (R)
37340,10,16,9,7,4,0,0,49,14,33,33,27,19,0,0,127,27,49,45,41,24,0,0,181,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,12,0,0,0,3,0,0,0,6,4,3,3,4,3,0,0,16,10,23,49,78,101,54,23,336,136,144,148,114,127,32,7,702,14,22,22,15,12,4,0,93,1149,1790,1545,1618,1344,365,67,7882,0,0,0,0,0,0,0,8,56,57,17,15,5,0,0,151,6,10,6,4,3,0,0,22,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,14,427,832,998,980,668,117,9,4027,192,140,74,79,62,12,3,564,0,0,4,0,0,0,0,4,4,3,0,6,4,0,0,20,3,14,8,12,0,0,0,36,27,33,38,24,8,12,0,146,261,237,79,101,77,19,3,787,981,1344,1226,1219,832,159,15,5778,0,0,0,0,0,0,0,0,Whitsunday (R)
41140,0,0,0,0,0,0,0,0,5,4,0,6,3,0,0,14,5,4,0,6,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,26,46,56,42,15,208,33,18,11,18,53,24,0,163,4,0,0,0,8,5,4,22,270,362,302,456,449,167,41,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,148,229,268,352,253,47,8,1304,31,7,11,11,5,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,11,12,15,16,20,28,12,3,108,191,255,295,387,292,60,14,1501,0,0,0,0,0,0,0,0,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,15,25,17,20,17,7,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,12,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,14,9,0,0,38,12,17,13,17,9,3,0,68,0,0,0,0,0,0,0,0,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,24,32,51,34,21,3,0,158,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,3,0,0,0,36,9,4,8,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,22,19,12,0,0,76,18,46,43,25,17,0,0,146,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,19,0,6,5,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,45,51,33,13,176,42,41,21,46,42,15,5,212,9,8,18,11,3,5,0,50,333,552,526,638,544,169,42,2800,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,132,308,384,442,293,58,4,1613,39,36,24,31,21,6,3,179,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,23,45,19,10,5,0,0,104,0,4,0,3,7,3,0,14,52,64,26,40,36,6,6,227,260,469,461,543,359,83,10,2178,0,0,0,0,0,0,0,0,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,17,16,3,0,49,0,0,3,3,0,3,0,11,0,0,0,0,0,0,0,5,23,36,44,48,38,21,5,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,7,10,3,0,34,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,9,3,12,3,9,12,0,0,42,11,22,15,20,18,10,3,103,0,0,0,0,0,0,0,0,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,14,20,15,11,88,3,5,3,4,3,0,0,19,0,0,0,0,4,3,0,5,58,74,68,99,86,37,18,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,33,45,22,5,0,164,3,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,8,9,4,12,8,0,50,41,43,42,59,36,13,3,242,0,0,0,0,0,0,0,0,Flinders (S) (Qld)
33220,0,0,0,4,4,0,0,15,24,21,32,28,22,3,3,132,35,24,31,36,19,3,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,16,37,84,133,197,116,47,624,246,166,199,196,262,63,6,1137,31,24,14,31,29,14,13,167,1980,2294,2768,3134,2722,644,126,13664,0,0,0,0,0,0,0,6,18,6,10,4,7,0,0,44,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,8,6,0,0,25,1213,1731,2453,2977,1921,242,9,10552,441,118,116,171,128,27,0,1006,0,3,0,6,3,0,0,5,3,8,7,9,6,0,0,37,15,19,18,29,31,0,0,110,0,6,16,7,17,3,3,53,75,70,84,128,99,16,0,481,1774,1959,2715,3346,2218,292,16,12325,0,0,0,0,0,0,0,0,Fraser Coast (R)
33360,9,55,55,41,24,6,0,193,24,116,132,122,62,11,4,468,40,173,187,163,87,12,3,667,0,0,3,0,0,0,0,6,17,168,207,118,50,0,0,567,0,0,3,9,0,0,0,18,17,176,209,125,49,5,0,582,13,31,44,79,82,56,14,315,218,282,308,339,303,61,4,1515,18,23,30,31,16,7,6,128,2038,3137,3445,3578,2366,418,57,15039,0,0,0,0,0,0,0,0,6,4,7,10,3,0,0,42,0,3,5,5,0,0,0,15,0,0,0,0,0,0,0,0,4,5,4,4,0,0,0,17,1088,1736,1999,2006,979,135,8,7949,332,86,87,95,52,17,0,668,0,0,0,0,0,0,0,4,0,5,5,8,7,0,0,17,4,6,8,3,0,0,0,21,4,12,17,10,15,7,0,60,81,80,63,81,54,20,0,381,1521,1944,2185,2232,1117,177,9,9181,0,0,0,0,0,0,0,0,Gladstone (R)
33430,143,95,47,38,34,11,0,367,207,286,195,173,121,28,5,1014,445,456,283,263,187,49,5,1690,58,32,27,13,7,4,0,131,35,18,6,9,3,0,0,72,8,19,7,12,4,5,0,59,98,71,47,31,17,7,0,265,173,621,1190,1468,1430,895,190,5965,2052,1330,1125,1139,1062,497,78,7284,213,222,186,180,137,63,31,1029,17965,25610,25497,23787,16699,5418,716,115693,71,87,38,37,21,0,0,250,517,407,190,179,118,28,0,1439,0,3,0,0,0,0,0,15,276,345,101,116,71,7,0,920,40,43,19,23,13,7,0,140,11571,17254,18770,19156,11865,2315,114,81053,2759,1122,783,990,766,223,17,6654,3,8,8,9,12,0,0,42,31,59,44,59,27,3,0,213,106,184,138,139,49,0,0,623,42,98,112,134,110,39,3,547,813,855,498,635,451,108,7,3373,16235,20456,20702,21472,13503,2741,147,95262,75,69,33,32,16,0,0,227,Gold Coast (C)
33610,0,0,3,0,0,0,0,3,3,0,4,7,3,0,0,15,3,0,3,7,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,15,21,35,59,79,47,29,283,36,24,16,24,37,7,3,150,7,8,7,13,7,3,0,40,330,461,441,550,502,174,52,2510,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,167,317,331,373,212,38,8,1444,48,20,12,14,12,3,0,111,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,12,0,4,6,0,9,0,0,15,27,26,21,24,29,5,0,134,247,377,364,413,275,49,7,1737,0,0,0,0,0,0,0,0,Goondiwindi (R)
33620,0,0,0,3,0,0,0,6,13,7,6,4,10,0,0,54,13,7,12,6,16,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,82,124,201,123,50,632,108,71,87,126,155,52,8,610,24,10,11,26,21,3,13,114,1080,1240,1406,1835,1563,465,110,7696,0,0,0,0,0,0,0,3,7,6,7,6,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,11,616,838,1183,1507,978,127,10,5257,196,56,45,81,67,11,0,458,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,3,4,3,0,0,0,0,12,4,7,8,8,8,3,0,37,43,42,41,67,51,26,0,270,879,946,1288,1679,1118,169,12,6085,0,0,0,0,0,0,0,0,Gympie (R)
33800,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,15,0,0,3,7,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,25,36,35,30,151,35,23,10,25,26,19,3,149,4,6,4,8,9,3,6,34,313,318,366,504,506,212,70,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,189,273,420,293,54,5,1371,50,8,13,19,6,0,3,105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,7,15,15,14,21,15,5,4,88,199,216,299,466,322,60,10,1577,0,0,0,0,0,0,0,0,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,11,0,0,0,0,0,0,0,0,18,47,51,54,24,3,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,11,22,9,0,0,74,3,8,4,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,0,18,11,30,21,31,21,3,0,114,0,0,0,0,0,0,0,0,Hope Vale (S)
33960,16,8,0,8,0,0,0,33,49,67,59,51,22,5,0,253,107,105,85,77,32,12,0,416,20,6,5,7,4,0,0,40,0,0,0,0,0,0,0,4,4,3,3,3,0,0,0,16,24,12,7,5,3,0,0,55,27,91,171,207,182,95,32,802,577,427,360,373,346,111,13,2210,52,52,54,50,39,11,11,280,5006,7224,6834,6609,4527,997,133,31334,75,47,27,23,13,0,0,194,92,27,26,30,16,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,12,3,0,0,31,3149,4925,5189,5149,2844,412,12,21676,977,286,302,316,195,49,5,2128,0,0,0,6,3,0,0,19,3,14,13,12,4,0,0,43,3,10,10,10,8,0,0,40,13,18,24,30,16,5,0,108,124,113,110,126,78,19,0,572,4441,5439,5717,5710,3192,491,18,25012,25,20,6,0,7,0,0,63,Ipswich (C)
33980,7,57,56,62,24,4,0,210,11,59,57,44,23,3,0,192,15,122,118,104,52,7,0,410,0,7,13,11,8,0,0,30,0,24,31,21,5,0,0,87,0,4,7,6,3,0,0,27,3,40,48,41,16,0,0,141,23,58,56,86,82,34,12,355,132,739,869,729,391,23,0,2891,19,29,28,50,28,3,3,149,1015,3761,4136,3710,1986,259,37,14910,0,3,0,0,0,0,0,3,17,90,72,69,16,0,0,273,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,344,767,691,556,248,29,0,2639,110,88,45,49,29,5,0,328,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,9,4,8,5,13,5,0,0,30,10,33,10,13,18,0,0,88,84,78,65,88,71,4,4,395,573,1072,898,797,393,41,3,3781,0,0,0,0,0,0,0,0,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,25,25,31,25,3,0,139,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,9,0,0,25,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,21,7,0,0,74,19,21,28,28,17,0,0,118,0,0,0,0,0,0,0,0,Kowanyama (S)
34530,0,3,6,3,3,0,0,13,3,6,3,9,4,0,0,22,10,7,7,13,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,27,44,64,110,57,14,329,79,44,50,63,65,27,4,329,20,12,8,6,9,3,3,60,751,764,740,863,765,215,47,4141,0,0,0,0,0,0,0,0,10,4,5,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,400,531,679,820,512,74,8,3019,144,40,30,48,29,8,0,298,0,0,0,4,0,0,0,4,0,0,5,6,0,0,0,12,3,5,0,3,0,0,0,10,3,0,8,13,8,0,0,30,40,34,30,42,29,10,0,174,603,604,748,939,575,94,11,3575,0,0,0,0,0,0,0,0,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,14,26,19,17,6,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,9,13,3,0,55,11,24,19,12,11,4,3,88,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,0,3,0,0,0,0,0,7,13,13,8,13,7,0,0,46,12,19,9,13,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,61,92,111,78,30,399,115,69,56,69,60,32,3,419,13,10,13,17,18,8,5,78,900,1131,991,1178,950,347,77,5575,0,0,0,0,0,0,0,3,10,3,0,4,0,0,0,16,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,503,650,800,898,587,90,6,3531,224,187,49,52,27,7,0,555,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,9,4,9,4,0,5,0,0,25,29,18,33,37,42,8,0,168,782,873,883,1006,663,113,7,4328,0,0,0,0,0,0,0,0,Lockyer Valley (R)
34590,32,17,6,11,0,0,0,78,67,82,99,73,60,9,0,385,146,140,123,94,73,8,4,588,9,9,8,3,4,0,0,37,5,9,0,0,0,0,0,15,3,0,3,3,4,0,0,20,21,21,10,11,6,0,0,67,69,182,353,395,428,193,37,1652,881,502,433,447,427,170,18,2874,88,103,74,68,52,19,6,413,7644,9841,9703,8872,6295,1690,165,44202,56,55,40,33,13,3,0,201,259,122,53,54,37,5,0,526,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,12,9,9,3,0,0,47,4402,6977,7368,7329,4397,653,27,31156,1449,452,317,412,286,73,3,2998,3,3,4,9,5,0,0,25,3,15,4,14,5,0,0,40,3,14,13,9,9,0,0,41,17,31,40,41,36,16,0,173,142,128,108,156,124,29,3,683,6352,7795,7966,8064,4919,780,35,35902,33,24,13,6,7,0,0,80,Logan (C)
41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,16,12,9,0,57,13,7,6,14,15,3,0,60,0,0,0,4,0,3,0,11,118,134,142,166,151,57,8,775,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,99,107,127,92,26,0,513,16,3,6,14,9,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,15,16,0,0,61,94,111,123,161,114,30,0,632,0,0,0,0,0,0,0,0,Ceduna (DC)
41060,16,7,13,11,8,0,0,46,21,41,29,24,18,0,0,133,58,67,57,50,30,5,4,268,3,0,0,3,0,0,0,13,4,0,4,0,0,0,0,7,0,0,3,3,0,0,0,12,11,4,4,9,5,0,0,26,13,64,124,163,134,94,25,616,423,268,207,209,210,98,19,1434,26,26,31,23,28,9,9,154,3099,4620,4323,4505,3373,903,134,20957,14,15,11,14,12,0,0,71,117,109,55,70,47,11,0,405,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,13,0,9,6,3,8,0,0,25,1718,2597,2627,3346,2332,371,22,13007,390,176,121,189,141,29,3,1057,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,9,4,13,18,14,10,3,0,66,4,14,13,13,12,0,0,49,104,54,51,93,66,21,4,390,2355,2995,2907,3753,2630,435,29,15104,7,5,8,0,8,0,0,27,Charles Sturt (C)
