lga_code16,eafw_18_techfei_ns,eafw_18_techfei_tot,eafw_18_uniotis_ft,eafw_18_uniotis_pt,eafw_18_uniotis_ns,eafw_18_uniotis_tot,eafw_18_other,eafw_18_ns,eafw_18_tot,eafw_19_techfei_ft,eafw_19_techfei_pt,eafw_19_techfei_ns,eafw_19_techfei_tot,eafw_19_uniotis_ft,eafw_19_uniotis_pt,eafw_19_uniotis_ns,eafw_19_uniotis_tot,eafw_19_other,eafw_19_ns,eafw_19_tot,eafw_20_24_techfei_ft,eafw_20_24_techfei_pt,eafw_20_24_techfei_ns,eafw_20_24_techfei_tot,eafw_20_24_uniotis_ft,eafw_20_24_uniotis_pt,eafw_20_24_uniotis_ns,eafw_20_24_uniotis_tot,eafw_20_24_other,eafw_20_24_ns,eafw_20_24_tot,eafw_25_29_techfei_ft,eafw_25_29_techfei_pt,eafw_25_29_techfei_ns,eafw_25_29_techfei_tot,eafw_25_29_uniotis_ft,eafw_25_29_uniotis_pt,eafw_25_29_uniotis_ns,eafw_25_29_uniotis_tot,eafw_25_29_other,eafw_25_29_ns,eafw_25_29_tot,eafw_30over_techfei_ft,eafw_30over_techfei_pt,eafw_30over_techfei_ns,eafw_30over_techfei_tot,eafw_30over_uniotis_ft,eafw_30over_uniotis_pt,eafw_30over_uniotis_ns,eafw_30over_uniotis_tot,eafw_30over_other,eafw_30over_ns,eafw_30over_tot,eafw_tot_techfei_ft,eafw_tot_techfei_pt,eafw_tot_techfei_ns,eafw_tot_techfei_tot,eafw_tot_uniotis_ft,eafw_tot_uniotis_pt,eafw_tot_uniotis_ns,eafw_tot_uniotis_tot,eafw_tot_other,eafw_tot_ns,eafw_tot_tot,tot_16_techfei_ft,tot_16_techfei_pt,tot_16_techfei_ns,tot_16_techfei_tot,tot_16_uniotis_ft,tot_16_uniotis_pt,tot_16_uniotis_ns,tot_16_uniotis_tot,tot_16_other,tot_16_ns,tot_16_tot,tot_17_techfei_ft,tot_17_techfei_pt,tot_17_techfei_ns,tot_17_techfei_tot,tot_17_uniotis_ft,tot_17_uniotis_pt,tot_17_uniotis_ns,tot_17_uniotis_tot,tot_17_other,tot_17_ns,tot_17_tot,tot_18_techfei_ft,tot_18_techfei_pt,tot_18_techfei_ns,tot_18_techfei_tot,tot_18_uniotis_ft,tot_18_uniotis_pt,tot_18_uniotis_ns,tot_18_uniotis_tot,tot_18_other,tot_18_ns,tot_18_tot,tot_19_techfei_ft,tot_19_techfei_pt,tot_19_techfei_ns,tot_19_techfei_tot,tot_19_uniotis_ft,tot_19_uniotis_pt,tot_19_uniotis_ns,tot_19_uniotis_tot,tot_19_other,tot_19_ns,tot_19_tot,tot_20_24_techfei_ft,tot_20_24_techfei_pt,tot_20_24_techfei_ns,tot_20_24_techfei_tot,tot_20_24_uniotis_ft,tot_20_24_uniotis_pt,tot_20_24_uniotis_ns,tot_20_24_uniotis_tot,tot_20_24_other,tot_20_24_ns,tot_20_24_tot,tot_25_29_techfei_ft,tot_25_29_techfei_pt,tot_25_29_techfei_ns,tot_25_29_techfei_tot,tot_25_29_uniotis_ft,tot_25_29_uniotis_pt,tot_25_29_uniotis_ns,tot_25_29_uniotis_tot,tot_25_29_other,tot_25_29_ns,tot_25_29_tot,tot_30over_techfei_ft,tot_30over_techfei_pt,tot_30over_techfei_ns,tot_30over_techfei_tot,tot_30over_uniotis_ft,tot_30over_uniotis_pt,tot_30over_uniotis_ns,tot_30over_uniotis_tot,tot_30over_other,tot_30over_ns,tot_30over_tot,tot_tot_techfei_ft,tot_tot_techfei_pt,tot_tot_techfei_ns,tot_tot_techfei_tot,tot_tot_uniotis_ft,tot_tot_uniotis_pt,tot_tot_uniotis_ns,tot_tot_uniotis_tot,tot_tot_other,tot_tot_ns,tot_tot_tot,lga_name16
18500,0,0,7,0,0,7,3,0,15,0,0,0,0,14,0,0,14,0,0,19,0,3,0,9,37,9,0,42,0,3,55,0,0,0,0,5,3,0,6,0,0,13,0,6,0,10,6,18,0,24,7,9,53,4,13,0,18,69,27,0,96,30,21,163,0,3,0,3,0,0,0,0,42,0,41,0,4,0,4,3,0,0,3,33,0,51,3,7,0,10,93,3,0,95,18,3,123,10,16,0,31,185,11,0,197,5,3,238,52,84,0,133,776,130,0,906,83,23,1147,62,100,0,160,232,130,0,362,105,13,644,65,159,3,227,152,328,5,478,210,100,1021,201,378,3,575,1434,605,5,2043,503,140,3264,Woollahra (A)
18710,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,4,4,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,11,0,3,0,3,10,4,0,9,17,7,36,0,0,0,0,0,0,0,0,58,0,59,0,0,0,0,0,0,0,0,50,0,50,0,5,0,5,9,3,0,13,13,0,29,3,6,0,12,20,0,0,20,0,0,31,8,16,0,21,52,17,0,66,3,3,96,9,9,0,16,11,24,0,28,3,3,46,8,41,0,48,16,37,0,49,27,38,163,22,78,0,104,99,82,0,179,156,41,481,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,3,0,5,0,0,0,0,0,0,7,0,5,0,5,0,10,0,10,0,3,17,0,10,0,12,3,10,0,12,5,4,29,Unincorporated NSW
20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,9,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,11,12,3,3,0,11,13,0,0,10,17,11,45,0,0,0,0,0,0,0,0,54,0,55,4,0,0,4,0,0,0,0,56,0,56,4,7,0,9,0,0,0,3,34,3,47,4,12,0,14,4,0,0,8,3,0,26,16,21,0,38,27,8,0,39,5,4,82,0,12,0,12,3,7,0,10,5,6,26,5,34,0,39,11,43,0,52,25,55,173,26,86,0,110,48,59,0,110,183,66,471,Alpine (S)
20260,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,9,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,17,0,3,0,3,12,3,0,17,12,13,44,0,0,0,0,0,0,0,0,48,4,49,0,0,0,0,0,0,0,0,52,0,52,0,0,0,0,3,3,0,3,26,0,34,0,12,0,13,14,3,0,16,3,0,24,6,13,0,21,32,10,0,41,3,4,72,0,6,0,11,10,15,0,18,0,6,35,0,19,0,25,9,41,0,53,21,64,159,12,58,3,73,59,73,0,132,145,77,430,Ararat (RC)
20570,0,0,8,0,0,10,23,0,38,4,4,0,7,29,0,0,31,0,3,37,3,13,0,15,110,9,0,124,5,5,148,3,4,0,8,15,6,0,18,3,0,32,6,8,0,15,18,33,0,48,13,32,107,17,34,0,48,182,53,3,233,100,48,430,3,0,0,3,0,0,0,0,432,18,452,7,26,0,31,0,0,0,3,516,11,557,14,43,0,58,128,7,0,140,227,8,430,33,55,0,89,274,24,3,310,23,10,429,73,193,0,271,1101,206,3,1317,46,61,1695,26,117,3,146,236,204,0,443,46,19,655,56,289,0,347,236,768,3,1011,223,300,1880,213,724,10,946,1984,1216,14,3218,1506,427,6094,Ballarat (C)
20660,0,4,4,0,0,4,17,0,22,0,3,0,3,11,0,0,11,3,0,20,3,10,0,15,63,7,0,73,4,0,92,3,6,0,12,15,14,0,28,7,0,51,6,13,0,18,8,33,0,46,12,29,106,17,34,3,50,108,59,0,164,68,33,310,3,0,0,3,0,0,0,0,312,3,317,3,14,0,15,3,0,0,3,359,3,385,26,21,0,46,157,5,0,162,211,3,426,33,40,0,75,329,9,0,342,19,0,445,102,173,3,276,1188,185,0,1373,52,21,1725,30,98,0,125,287,220,0,514,73,26,739,68,243,3,317,234,634,3,872,248,219,1657,276,582,3,863,2200,1058,7,3263,1278,282,5693,Banyule (C)
20740,0,0,3,0,0,3,9,0,12,0,0,0,0,3,0,0,3,3,0,7,4,4,0,8,8,0,0,8,0,4,18,0,8,0,8,0,3,0,4,0,3,17,0,3,0,6,4,10,0,11,4,18,33,7,16,0,21,16,12,0,24,39,30,116,0,3,0,4,0,0,0,0,111,7,125,0,0,0,9,0,0,0,0,113,3,126,10,11,0,20,10,0,0,7,77,7,113,9,13,0,23,29,0,0,29,5,0,58,20,56,0,70,84,14,0,97,10,10,193,6,24,0,32,13,22,0,38,11,13,91,19,82,0,105,28,115,0,144,49,125,420,62,196,0,260,165,158,0,324,383,166,1126,Bass Coast (S)
20830,0,0,0,0,0,0,8,0,6,0,3,0,3,5,0,0,5,0,0,7,0,3,0,9,18,6,0,19,0,3,27,0,0,0,0,3,4,0,6,0,3,10,0,8,0,6,3,11,0,16,0,22,48,3,15,0,20,26,21,0,44,34,33,125,3,9,0,12,0,0,0,0,160,3,171,9,20,0,24,0,0,0,0,188,3,213,12,23,0,33,28,6,0,34,110,5,187,7,32,5,43,70,9,0,83,6,0,133,29,82,0,112,214,45,0,256,12,10,391,5,39,0,47,31,41,0,72,14,12,148,20,102,0,122,63,183,4,250,81,152,599,84,307,4,395,411,278,3,698,571,189,1845,Baw Baw (S)
20910,0,0,12,0,0,12,5,0,18,3,3,0,3,16,0,0,19,0,0,25,4,5,0,7,60,8,0,68,3,0,80,0,0,0,3,13,3,0,15,7,3,29,6,9,0,16,3,12,0,18,9,11,58,14,21,0,33,105,23,0,130,54,16,232,0,0,0,0,0,0,0,0,211,0,214,0,5,0,4,3,0,0,3,246,0,254,7,14,0,22,131,10,0,146,113,5,281,29,28,0,52,319,20,0,343,14,9,416,87,123,0,207,1123,163,6,1289,78,19,1599,55,66,0,121,254,99,0,351,69,19,559,89,190,3,284,148,347,3,496,222,135,1133,271,420,3,692,1986,639,11,2637,935,186,4445,Bayside (C)
21010,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,0,0,6,0,0,9,0,5,0,5,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,5,11,3,5,0,8,5,3,0,13,14,4,34,0,0,0,0,0,0,0,0,57,3,57,0,0,0,0,0,0,0,0,58,0,59,0,4,0,8,0,0,0,0,20,0,28,0,9,0,9,12,3,0,12,6,0,29,11,29,0,38,14,6,0,23,6,3,72,5,12,0,13,5,5,0,10,6,7,30,3,40,0,42,3,34,3,41,14,59,155,22,93,5,117,34,54,3,85,157,73,436,Benalla (RC)
21110,0,3,15,0,0,20,6,0,29,0,0,0,0,37,3,0,40,3,0,46,14,11,0,21,172,10,3,184,4,9,213,12,11,0,21,31,11,0,39,10,12,77,4,15,0,27,34,47,3,89,10,38,164,33,38,0,72,298,69,6,368,76,61,583,3,0,0,8,3,0,0,3,362,10,384,0,5,0,7,8,0,0,8,404,4,423,13,20,0,29,384,18,0,400,175,3,613,35,37,0,69,701,33,0,732,20,9,832,182,199,0,385,2810,402,3,3219,119,55,3771,129,210,0,338,676,433,0,1112,159,45,1655,164,422,0,588,528,1216,14,1754,474,294,3109,530,891,0,1424,5108,2101,19,7223,1719,416,10786,Boroondara (C)
21180,0,4,7,0,0,7,18,3,27,0,0,0,3,18,3,0,22,0,3,26,14,7,0,19,87,20,0,110,3,9,141,5,6,0,13,25,12,0,34,3,8,60,9,19,0,27,15,36,0,48,32,61,166,28,36,0,71,161,64,0,226,117,82,500,6,3,0,12,3,0,0,3,430,11,460,3,14,0,21,0,0,0,5,472,7,508,41,54,0,95,224,12,0,237,203,14,545,45,61,0,109,379,34,3,410,19,20,558,177,286,0,468,1388,266,9,1656,156,65,2347,68,128,0,192,317,252,3,567,122,54,932,132,365,11,506,274,628,0,897,526,452,2387,468,912,20,1398,2577,1189,9,3781,1936,628,7740,Brimbank (C)
21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,7,0,0,7,5,4,17,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,16,0,16,3,3,0,3,0,0,0,0,0,0,3,3,6,0,11,15,3,0,17,3,0,26,0,0,0,4,0,6,0,11,0,0,14,0,10,0,10,0,30,0,36,10,32,83,7,21,0,25,20,42,0,59,81,31,202,Buloke (S)
21370,0,0,3,0,0,3,11,0,13,0,3,0,3,6,0,0,8,0,0,11,3,3,0,4,13,0,0,13,0,0,23,0,0,0,0,3,0,0,3,0,3,8,3,3,0,6,7,5,0,6,0,14,30,3,9,0,17,31,3,0,37,48,26,121,0,3,0,3,0,0,0,0,168,11,186,4,16,0,13,0,0,0,0,162,7,188,8,25,0,27,11,0,0,11,93,5,147,7,37,0,47,36,4,0,42,9,0,98,21,83,0,99,91,27,0,121,9,17,251,6,42,0,46,20,34,0,52,6,9,115,14,106,0,121,29,97,0,126,55,195,491,58,300,0,359,192,166,3,360,509,253,1481,Campaspe (S)
21450,0,3,3,0,0,3,14,0,19,0,0,0,0,4,0,0,5,0,0,11,4,4,0,8,20,6,0,25,0,3,37,3,0,0,5,6,3,0,9,0,0,14,0,7,0,7,5,11,0,20,7,17,53,5,18,0,25,42,29,0,68,68,25,178,6,10,0,13,0,0,0,0,318,3,343,19,17,4,41,4,0,0,4,327,11,386,24,42,3,67,73,3,0,80,165,7,317,36,65,0,97,150,23,3,174,9,7,285,60,157,0,221,447,78,3,527,38,21,805,19,68,0,86,69,55,0,125,21,11,252,43,159,3,206,76,223,0,297,166,138,798,211,518,10,738,819,382,8,1208,1051,193,3183,Cardinia (S)
21610,0,6,11,0,0,11,25,0,41,9,8,0,17,17,3,0,25,3,3,45,12,24,0,39,81,11,0,96,7,9,150,6,4,0,11,12,7,0,21,6,11,42,9,13,0,25,20,27,0,49,17,48,138,44,52,0,97,142,52,0,192,148,74,518,19,8,0,26,0,0,0,3,844,16,884,40,26,0,67,3,0,0,3,919,13,1006,70,89,0,163,306,18,0,322,383,13,880,86,110,0,205,564,62,0,629,46,16,891,216,373,3,595,1708,296,3,2010,109,50,2769,77,165,0,247,253,217,3,474,106,51,874,110,466,11,580,247,626,10,881,469,359,2286,628,1235,15,1879,3088,1221,17,4327,2885,508,9600,Casey (C)
21670,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,17,0,3,0,7,4,3,0,7,10,11,34,0,0,0,0,0,0,0,0,43,0,46,0,0,0,0,0,0,0,0,58,5,61,0,3,0,4,3,0,0,5,25,3,36,5,3,0,7,10,0,0,10,0,3,18,0,15,0,15,26,14,0,39,3,3,63,4,11,0,13,3,6,0,13,3,5,29,3,24,0,29,10,36,0,40,23,54,143,16,51,3,70,52,59,0,106,153,68,399,Central Goldfields (S)
21750,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,5,3,0,0,3,8,3,0,12,0,0,19,0,0,0,4,0,0,0,3,0,0,9,0,0,0,0,3,3,0,8,7,10,21,3,3,0,12,13,9,0,24,15,9,60,0,0,0,0,0,0,0,0,89,4,95,4,11,0,12,0,0,0,0,103,0,119,3,10,0,11,7,0,0,4,56,7,88,5,19,0,25,13,0,0,16,0,0,45,16,44,0,59,51,19,0,74,6,12,154,8,26,0,33,9,19,0,34,7,4,84,12,55,0,62,23,71,0,94,41,93,292,47,167,0,216,107,113,0,224,319,124,879,Colac-Otway (S)
21830,0,0,3,0,0,3,0,0,9,3,0,0,3,6,0,0,6,0,4,9,3,0,0,3,6,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,8,14,9,4,0,13,19,5,0,23,19,12,61,3,3,0,3,0,0,0,0,68,0,77,3,3,0,6,0,0,0,0,73,3,79,3,13,0,12,7,0,0,7,51,0,74,8,17,0,21,24,0,0,25,3,9,58,16,24,0,36,56,12,0,66,7,8,114,3,10,0,12,3,16,0,21,3,8,46,6,45,0,49,11,39,0,51,11,98,209,40,106,6,150,98,66,0,167,213,118,653,Corangamite (S)
21890,0,3,12,0,0,12,9,0,30,0,0,0,3,26,0,0,25,0,0,35,10,6,0,11,113,17,0,127,4,3,153,7,6,0,11,39,10,0,49,8,3,70,4,16,0,14,26,37,3,64,26,30,140,18,26,0,44,218,63,0,279,92,38,461,5,3,0,4,3,0,0,5,314,11,331,7,3,0,15,5,0,0,7,328,14,356,27,22,0,44,190,11,0,204,139,10,400,42,42,0,83,407,23,3,432,17,9,536,162,179,0,335,1694,216,4,1912,86,33,2376,107,135,0,244,566,195,4,769,111,33,1161,135,325,10,470,461,728,14,1201,305,270,2251,484,702,13,1202,3334,1174,23,4531,1296,378,7406,Darebin (C)
22110,0,0,0,0,0,0,6,0,6,0,0,0,3,3,3,0,4,0,0,10,0,3,0,8,10,0,0,9,0,3,19,0,0,0,0,0,7,0,8,0,0,8,0,10,0,10,0,6,0,11,3,21,45,4,18,0,23,13,17,0,31,48,37,134,4,0,0,5,0,0,0,0,125,3,139,7,7,0,14,0,0,0,0,175,13,199,6,19,0,27,5,3,0,8,97,8,133,9,18,0,26,5,3,0,10,3,4,51,21,63,0,90,55,25,0,76,18,24,206,9,29,0,36,18,45,0,64,13,9,125,22,133,0,156,35,174,0,212,71,203,640,74,278,4,358,114,253,0,370,506,263,1495,East Gippsland (S)
22170,0,3,5,0,0,5,21,0,29,3,3,0,7,9,3,0,15,8,0,26,5,10,0,11,48,5,0,58,0,5,72,0,6,0,9,4,3,0,12,4,0,20,8,9,0,18,12,34,0,45,23,40,118,20,31,0,55,85,46,0,130,105,51,333,13,6,0,14,0,0,0,0,493,8,516,21,35,0,52,0,0,0,3,515,13,583,20,52,0,80,133,7,0,144,228,8,455,41,60,0,102,234,20,0,253,22,6,386,106,232,3,338,826,154,4,987,60,38,1413,37,133,0,169,155,142,0,300,54,22,544,63,328,3,392,138,530,5,672,297,267,1627,300,840,5,1148,1481,859,7,2353,1671,351,5525,Frankston (C)
22250,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,7,9,0,14,0,0,0,0,0,0,0,0,40,0,41,0,3,0,4,0,0,0,0,31,0,35,3,7,0,11,0,0,0,0,15,3,24,0,3,0,3,10,0,0,10,4,0,17,0,16,0,21,15,6,0,21,4,4,42,3,9,0,8,0,3,0,3,0,0,15,4,16,0,17,7,29,0,31,16,45,111,13,52,0,69,25,38,0,62,105,57,293,Gannawarra (S)
22830,0,0,6,0,0,6,19,0,23,3,5,0,5,20,0,0,20,0,0,25,3,5,0,4,34,0,0,35,6,4,49,3,6,0,13,0,5,0,10,3,0,23,3,12,0,17,7,11,0,18,9,40,83,11,28,0,37,68,19,0,85,87,49,259,4,3,0,5,0,0,0,0,279,5,293,11,19,0,27,0,0,0,0,326,9,360,21,38,3,59,25,0,0,30,180,6,273,19,59,6,85,68,7,0,72,14,8,179,40,140,0,181,207,82,0,286,39,29,537,23,79,0,103,40,105,0,145,36,20,303,41,233,0,276,80,306,3,389,157,293,1118,165,571,4,744,421,497,4,920,1032,368,3059,Greater Shepparton (C)
22910,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,0,3,0,4,3,3,17,0,8,0,8,17,3,0,18,14,5,48,0,0,0,0,0,0,0,0,29,0,30,0,4,0,4,0,0,0,0,31,0,32,0,4,0,4,7,0,0,11,15,0,30,0,3,0,4,8,0,0,9,0,0,18,5,15,0,25,58,16,0,78,3,5,108,0,7,0,8,7,8,0,16,3,0,34,3,32,0,38,25,56,0,81,29,47,196,12,66,0,81,113,79,0,190,112,62,455,Hepburn (S)
22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,0,5,3,3,13,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,11,0,15,0,3,0,3,0,0,0,0,7,0,13,3,0,0,3,3,0,0,3,0,0,6,0,11,0,7,13,3,0,15,3,0,27,0,3,0,3,0,3,0,7,0,0,10,0,14,0,10,9,21,0,26,11,17,66,5,28,0,30,19,26,0,52,51,20,153,Hindmarsh (S)
23110,0,0,10,0,0,10,3,0,13,0,0,0,3,3,0,0,7,3,0,11,8,5,0,12,34,4,0,40,8,3,59,5,0,0,4,14,8,0,17,7,3,31,3,13,0,10,16,18,0,42,17,23,89,12,21,0,33,78,33,3,109,64,30,235,0,0,0,0,0,0,0,0,187,5,189,3,7,0,9,3,0,0,3,203,7,225,12,20,0,36,96,10,0,108,105,7,253,13,32,0,48,173,16,3,191,12,7,259,69,141,4,214,612,108,4,723,47,13,999,42,82,0,127,151,111,0,265,65,19,480,79,324,0,408,171,425,5,597,288,213,1506,221,612,6,842,1206,667,11,1885,909,272,3909,Hobsons Bay (C)
23190,0,0,4,0,0,4,0,0,5,0,0,0,0,7,0,0,7,0,0,7,0,0,0,0,4,0,0,4,0,0,11,0,0,0,0,3,9,0,10,0,0,14,0,0,0,0,0,6,0,6,0,9,19,3,0,0,6,14,13,0,32,21,10,64,0,0,0,0,0,0,0,0,109,3,113,0,4,0,3,0,0,0,0,98,9,113,3,12,0,14,8,5,0,12,59,6,93,0,13,0,16,17,0,0,15,3,0,32,12,25,0,42,32,30,0,59,14,8,121,4,20,0,22,17,30,0,48,10,6,86,4,37,0,43,15,94,0,114,40,77,270,32,108,0,134,86,164,0,249,332,104,821,Horsham (RC)
23270,0,3,12,3,0,17,23,0,45,7,3,0,6,24,0,0,21,5,0,35,15,22,0,40,99,21,0,126,13,16,192,5,10,0,15,28,9,0,36,8,16,75,5,24,0,27,19,38,0,54,35,77,197,41,58,0,101,177,79,0,259,155,115,622,6,9,0,15,0,0,0,0,530,13,553,13,14,0,33,6,0,0,4,552,22,608,43,59,0,99,256,15,0,272,249,13,634,67,78,0,149,429,50,0,478,39,12,684,207,390,4,603,1625,318,6,1945,180,82,2808,93,190,3,283,419,299,3,725,164,84,1248,159,512,5,679,328,750,7,1088,618,590,2967,590,1246,16,1858,3066,1430,14,4513,2324,808,9507,Hume (C)
23350,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,10,0,0,10,0,0,10,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,3,4,0,8,0,9,11,0,0,0,3,11,4,0,17,11,11,35,0,3,0,3,0,0,0,0,48,0,46,0,6,0,5,0,0,0,0,53,3,61,0,3,0,9,3,0,0,3,27,0,40,3,5,0,7,8,0,0,8,0,0,22,9,23,0,27,29,3,0,34,7,3,70,7,11,0,21,10,5,0,19,0,7,38,3,38,0,42,11,41,0,58,15,60,171,21,88,0,111,63,59,0,118,155,69,454,Indigo (S)
23430,0,7,15,0,0,17,6,5,40,0,3,0,3,21,0,0,24,0,0,32,16,12,0,27,106,17,0,124,6,10,169,0,6,0,7,19,15,0,31,7,7,53,6,12,0,20,15,26,0,42,20,51,133,27,40,0,74,182,60,4,243,119,67,501,3,4,0,9,0,0,0,0,531,7,538,14,18,0,35,15,0,0,15,597,10,651,44,53,0,101,311,17,0,324,285,11,723,77,78,0,159,581,34,3,625,32,13,823,236,340,0,578,1951,326,5,2276,129,51,3037,100,217,0,324,358,227,3,590,110,41,1063,169,493,8,668,264,640,6,911,470,390,2442,650,1203,11,1865,3477,1246,22,4740,2159,518,9282,Kingston (C) (Vic.)
23670,0,0,3,0,0,5,19,0,28,4,7,0,11,22,6,0,26,0,6,38,7,10,0,19,72,7,0,80,9,11,117,3,9,0,11,20,10,0,29,8,3,52,0,13,0,16,10,21,0,32,22,36,110,26,34,3,62,126,53,0,176,123,60,417,17,6,0,21,0,0,0,0,600,8,629,12,18,0,31,3,3,0,4,629,9,678,53,52,0,104,242,17,0,255,322,8,698,64,104,0,171,465,33,0,498,30,11,712,178,336,0,518,1572,233,8,1816,98,51,2481,75,151,3,229,299,206,0,508,86,31,860,100,424,3,528,204,568,5,787,388,287,1991,507,1092,10,1614,2789,1064,19,3867,2162,404,8053,Knox (C)
23810,0,0,9,0,0,9,17,0,22,0,0,0,3,12,0,0,12,0,0,16,3,11,0,11,29,3,0,30,0,3,48,0,5,0,5,10,4,0,12,0,9,27,0,24,0,23,6,17,0,28,4,34,91,7,40,0,44,65,29,0,92,63,48,246,4,7,0,6,0,0,0,0,278,9,297,20,14,0,30,3,0,0,3,310,3,346,16,29,0,50,55,3,0,61,138,5,251,21,63,3,82,103,11,0,120,21,6,229,50,183,0,235,354,111,0,465,33,27,757,17,75,3,91,80,104,0,188,24,32,338,29,220,0,254,111,377,0,486,143,239,1121,152,592,5,749,708,607,0,1320,943,319,3333,Latrobe (C) (Vic.)
23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,8,0,16,0,0,0,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,19,0,20,0,5,0,4,3,3,0,7,13,0,21,0,0,0,0,3,0,0,3,0,0,3,3,3,0,4,11,0,0,16,3,0,20,0,4,0,4,4,4,0,10,0,0,15,0,9,0,12,4,14,0,16,14,29,70,4,23,0,25,25,17,0,44,64,32,171,Loddon (S)
24130,0,0,3,0,0,3,8,0,14,0,3,0,3,10,0,0,7,0,0,12,3,10,0,8,18,0,0,18,3,0,33,0,3,0,3,4,3,0,8,3,0,17,0,4,0,4,0,9,0,12,5,17,37,3,20,0,22,32,17,0,53,38,18,130,0,3,0,3,0,0,0,0,156,0,162,5,7,0,14,3,0,0,3,160,7,178,7,16,0,25,43,4,0,51,92,0,164,11,36,0,46,93,6,0,101,5,0,150,24,69,3,102,250,42,0,296,12,19,421,9,29,0,43,33,44,0,79,18,8,142,22,82,0,102,43,145,0,189,91,120,499,77,247,0,327,467,243,0,708,527,157,1722,Macedon Ranges (S)
24210,0,3,9,3,0,12,6,0,24,3,0,0,3,17,4,0,19,0,0,23,3,3,0,9,69,6,0,79,0,3,89,3,4,0,9,14,7,0,14,3,3,29,7,12,0,14,13,13,0,26,6,9,55,18,14,0,32,120,29,0,150,38,16,243,3,0,0,3,6,0,0,6,265,8,277,8,9,0,13,4,0,0,3,328,7,353,25,18,0,43,242,15,0,256,176,0,473,33,42,0,82,492,25,4,518,13,7,621,95,122,8,229,1516,196,8,1724,71,24,2040,51,82,0,137,291,123,0,416,42,10,612,78,192,0,272,167,273,4,451,228,118,1065,297,463,10,773,2719,640,16,3371,1132,175,5448,Manningham (C)
