LGA_MAIN11,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot,LGA_NAME11
41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,13,8,5,0,0,3,0,10,3,0,0,46,0,0,0,0,0,3,4,0,0,3,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceduna (DC)
37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,22,15,9,0,3,0,0,7,3,5,92,0,0,0,0,3,10,6,4,10,0,0,8,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,0,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,3,0,3,6,4,7,3,4,45,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,4,5,0,0,3,0,0,3,0,0,0,18,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,10,0,0,33,9,4,3,0,0,0,0,0,0,0,0,0,49,0,0,5,29,82,81,63,28,23,14,36,7,26,9,28,431,0,0,0,0,3,26,16,9,8,25,51,26,26,11,16,217,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,Western Downs (R)
37340,0,5,0,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,6,0,0,4,6,10,9,8,66,3,3,22,12,0,3,4,3,0,0,0,3,7,3,8,71,0,0,0,0,0,0,5,6,4,0,0,0,6,4,9,34,0,0,0,0,0,0,0,7,4,0,0,12,56,28,63,170,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,3,4,3,0,0,0,3,5,0,6,35,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,12,0,3,30,11,8,10,5,4,0,3,0,3,3,3,8,91,3,5,9,62,173,190,174,112,26,48,65,37,65,42,72,1083,0,3,0,3,7,67,36,15,6,22,17,19,12,10,15,232,3,0,0,0,0,3,0,5,0,0,3,6,3,0,0,23,Whitsunday (R)
40310,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,3,0,3,0,3,0,0,0,3,32,0,3,12,6,3,0,0,0,0,0,3,0,0,0,4,31,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,0,0,0,3,3,3,0,3,0,0,0,0,3,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,56,22,3,0,3,0,0,0,0,0,0,0,4,91,4,0,5,17,31,28,37,20,3,3,3,8,8,3,6,176,0,0,0,0,0,7,4,7,0,4,0,0,0,0,0,22,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,8,Barossa (DC)
40430,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Barunga West (DC)
40520,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,0,0,13,0,5,31,15,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,11,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,10,0,3,0,0,0,0,0,0,0,0,4,39,0,0,0,8,15,13,19,0,0,0,0,0,0,0,3,58,0,0,0,0,5,11,5,3,7,6,6,5,9,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,Berri and Barmera (DC)
40070,4,0,0,18,17,23,0,88,0,0,0,0,0,3,8,4,0,3,3,9,3,0,0,33,0,0,0,10,8,6,7,3,5,3,5,8,7,5,7,74,0,3,46,21,6,3,0,3,3,3,8,0,6,12,12,126,0,0,0,0,3,5,11,21,3,5,16,8,18,13,5,108,0,0,0,0,0,8,17,66,34,23,27,32,34,23,34,298,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,15,0,0,0,7,24,29,36,126,44,55,113,143,164,163,25,929,0,3,5,3,3,3,3,0,0,0,0,0,0,0,0,20,0,3,23,11,3,3,3,0,0,3,0,0,3,0,3,55,3,3,10,20,22,46,27,16,3,0,4,14,19,10,14,211,0,0,0,0,3,13,16,13,0,13,18,32,16,11,6,141,0,4,5,3,0,24,8,3,6,4,0,0,4,0,4,65,Adelaide (C)
40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,Anangu Pitjantjatjara (AC)
40700,9,4,10,11,4,3,0,101,0,0,0,0,0,0,3,0,0,3,4,6,5,0,7,28,0,0,16,15,7,18,12,0,0,0,5,3,5,0,5,86,9,34,446,178,27,3,0,3,0,0,4,5,4,0,32,745,0,0,4,0,4,9,35,19,6,3,9,3,8,15,10,125,0,0,0,0,5,16,14,80,17,33,41,42,22,18,23,311,0,14,15,4,13,13,5,4,0,3,0,0,0,0,4,75,4,3,8,48,153,168,87,45,16,29,25,43,61,31,14,735,0,5,8,7,0,3,0,0,0,0,0,0,0,0,3,26,0,4,63,20,17,4,10,5,0,3,0,0,0,0,5,131,5,3,17,50,74,76,81,42,7,11,9,3,11,3,11,403,0,0,0,3,8,19,16,4,3,8,10,12,14,7,9,113,0,29,12,19,16,41,11,0,0,0,0,0,0,0,3,131,Burnside (C)
37400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woorabinda (S)
40120,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,3,13,16,11,15,12,3,0,0,3,3,0,0,0,79,4,11,116,59,6,3,0,4,0,0,0,0,0,0,15,218,0,0,0,3,0,3,9,5,0,0,0,0,0,5,7,32,0,0,0,0,0,3,5,7,0,3,0,0,0,0,0,18,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,8,15,14,16,9,0,0,0,0,0,0,0,0,65,0,3,5,5,4,0,0,0,0,0,0,0,0,0,0,17,0,7,164,21,23,14,7,14,3,0,0,0,0,0,0,253,0,3,4,35,79,88,56,29,0,5,3,3,6,3,15,329,0,0,0,0,3,14,6,6,3,6,3,0,7,0,0,48,0,8,3,16,8,22,11,6,0,0,0,5,0,0,0,79,Adelaide Hills (DC)
40220,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,16,5,4,3,0,0,0,0,0,0,4,55,0,5,28,3,3,0,3,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,21,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,113,36,9,7,3,0,0,7,0,0,0,0,4,188,0,0,8,19,43,42,23,8,3,3,12,0,7,3,19,190,0,0,0,0,0,18,11,4,5,0,0,0,10,0,4,52,0,4,0,4,0,11,4,0,0,0,0,0,0,0,0,23,Alexandrina (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,6,3,3,4,5,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40910,4,6,3,6,7,7,6,68,0,0,0,0,0,0,11,6,5,0,6,3,6,9,0,46,0,0,8,19,9,19,17,0,0,0,0,7,4,5,9,97,29,148,1880,1232,196,66,38,10,5,0,3,7,0,4,243,3861,0,0,0,0,0,0,12,18,12,0,3,5,6,8,4,68,0,0,0,0,0,16,47,110,55,51,36,67,62,22,30,496,3,11,11,17,32,36,21,11,10,0,0,3,0,0,7,162,0,0,3,23,37,153,89,80,22,26,41,90,65,30,18,677,0,6,21,7,5,3,3,4,0,0,0,0,0,0,3,52,0,12,122,22,12,3,8,6,0,3,0,0,5,0,7,200,3,3,9,22,47,63,48,25,15,4,6,8,8,3,4,268,0,0,0,3,7,49,32,25,19,16,16,33,31,11,3,245,0,40,15,22,13,70,30,8,8,4,3,0,0,0,5,218,Campbelltown (C)
41060,3,3,3,7,10,10,3,93,0,0,0,0,0,0,36,60,12,5,0,4,13,5,13,148,3,0,24,36,38,30,15,18,10,3,8,17,18,11,8,239,32,178,1733,1298,197,44,46,13,14,7,7,5,8,0,289,3871,0,0,7,0,0,3,11,12,10,0,7,4,4,4,11,73,0,0,0,0,3,14,8,20,11,7,4,6,9,10,5,97,0,0,6,19,30,21,11,6,0,3,5,4,0,0,0,105,0,0,3,26,32,68,31,46,3,24,29,30,36,13,3,344,3,16,88,43,21,8,3,0,3,0,0,0,0,0,5,190,0,20,172,39,27,18,9,6,7,3,5,4,6,7,10,333,5,0,12,40,126,154,111,52,15,23,32,17,36,36,37,696,0,0,3,0,26,124,100,53,43,51,51,56,45,26,15,593,0,146,75,92,56,193,40,26,4,4,3,7,4,0,64,714,Charles Sturt (C)
41140,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,18,3,3,0,0,0,0,0,7,0,0,0,3,34,0,0,0,3,9,12,4,5,0,3,0,0,3,0,3,42,0,0,0,0,3,5,3,3,0,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clare and Gilbert Valleys (DC)
41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cleve (DC)
43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,5,5,0,0,0,0,0,3,4,3,26,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kingston (DC)
41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,3,3,0,0,0,0,0,3,0,21,0,0,0,0,4,3,8,6,0,4,4,0,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,Coober Pedy (DC)
41560,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,14,3,0,10,11,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,49,10,7,4,0,0,0,0,0,0,0,0,0,70,0,3,0,5,14,18,8,8,0,5,0,0,6,0,0,67,0,0,0,0,0,4,8,0,5,0,0,0,0,0,0,17,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,9,Copper Coast (DC)
41750,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elliston (DC)
42600,3,0,8,5,5,3,3,63,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,9,0,0,13,19,17,24,13,21,6,0,8,17,29,11,8,186,3,19,64,38,15,3,7,3,0,0,6,6,3,0,12,179,0,0,3,0,0,10,6,8,0,9,3,3,3,7,3,55,0,0,0,0,0,5,6,14,8,11,6,0,3,0,3,56,3,0,0,3,7,0,3,0,0,0,3,0,0,0,0,19,0,0,0,12,16,27,9,4,3,4,3,13,4,11,0,106,0,7,14,0,0,0,0,0,0,0,0,0,0,0,3,24,0,15,92,17,7,4,8,9,0,0,0,0,5,5,0,162,0,3,4,29,70,80,54,33,3,10,10,24,14,14,27,375,0,0,0,0,3,23,10,10,3,6,10,20,15,6,0,106,0,12,3,12,0,39,10,10,0,0,0,3,0,0,3,92,Holdfast Bay (C)
42750,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,0,0,0,0,0,0,0,0,0,0,26,3,0,3,3,19,11,7,3,3,13,12,0,0,0,5,82,0,0,0,0,0,3,4,6,4,0,0,0,3,3,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,Kangaroo Island (DC)
43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karoonda East Murray (DC)
