LGA_MAIN11,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot,LGA_NAME11
15950,8,7,16,8,6,8,7,229,0,3,0,4,4,3,4,0,3,0,3,4,0,0,0,28,0,0,11,29,27,64,68,69,11,20,29,29,39,20,18,434,6,13,59,28,20,11,14,22,4,6,11,14,7,5,13,233,0,0,0,10,36,138,183,188,50,55,69,83,106,68,53,1039,0,0,0,3,29,86,88,94,41,36,18,37,26,20,20,498,0,0,0,26,8,11,9,0,3,0,7,0,4,0,0,68,0,0,0,31,87,180,72,57,18,19,19,9,23,21,19,555,0,4,14,9,0,0,0,0,0,0,0,0,0,0,0,27,0,15,31,12,7,16,20,17,9,16,11,7,23,6,0,190,9,12,33,143,269,338,397,271,76,59,75,108,133,71,64,2058,0,3,0,10,60,128,72,62,19,19,34,23,29,14,17,490,3,13,8,8,18,70,24,29,4,10,5,7,9,3,4,215,North Sydney (A)
16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,4,11,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,5,12,13,33,15,4,9,6,9,0,0,17,123,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,Oberon (A)
16150,3,3,0,4,4,0,0,29,0,0,0,0,0,0,7,4,0,0,0,0,4,0,0,15,0,0,6,10,4,7,0,0,5,0,4,0,3,0,4,43,0,11,29,52,4,3,0,3,0,0,0,0,0,0,5,107,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,5,8,4,3,0,0,4,3,30,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,7,14,0,0,0,0,0,0,0,0,0,27,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,52,12,3,3,3,0,0,0,0,0,0,0,3,91,4,0,9,30,55,81,66,40,6,23,12,10,22,16,27,401,0,0,0,3,4,28,23,22,8,11,14,12,3,8,3,139,0,28,0,6,0,0,5,0,0,0,0,0,0,0,4,43,Orange (C)
16180,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,3,0,0,5,0,0,0,0,0,28,0,0,17,18,4,6,0,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,7,3,0,0,0,0,0,0,0,0,23,0,4,5,3,3,0,0,0,0,0,0,0,0,0,3,18,0,4,28,5,6,3,0,3,0,0,5,0,0,0,0,54,0,0,5,31,52,40,25,11,4,0,4,6,3,0,3,184,0,0,0,0,0,3,3,3,0,0,6,3,0,4,0,22,0,0,3,6,0,5,3,0,0,0,0,0,0,0,0,17,Palerang (A)
16200,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,0,0,3,3,3,0,0,3,0,0,3,0,3,0,4,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,3,0,0,0,0,0,0,0,29,0,0,0,4,11,13,19,3,3,0,4,3,3,6,10,79,0,0,0,0,3,8,3,4,3,4,3,4,11,5,10,58,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Parkes (A)
16250,35,21,31,28,12,8,28,796,0,0,0,15,24,27,419,218,31,27,34,60,32,32,24,943,0,10,15,47,53,67,50,30,3,0,8,14,20,12,13,342,7,33,297,301,64,26,13,7,5,5,3,5,3,9,61,839,0,0,0,3,0,27,84,58,15,7,8,17,17,8,10,254,3,0,0,0,163,810,1050,630,188,167,165,117,74,58,169,3594,7,48,206,1063,1495,1187,993,536,97,74,95,63,54,31,374,6323,0,3,8,43,130,369,168,184,45,50,42,27,38,26,29,1162,0,56,137,107,30,5,0,0,0,0,0,0,0,0,28,363,0,17,110,27,13,8,11,3,6,3,3,3,3,3,0,210,14,10,29,101,276,452,630,453,99,112,107,81,118,85,180,2747,0,0,0,20,198,796,649,314,84,95,126,112,136,60,92,2682,3,61,13,22,31,226,36,27,3,11,0,5,3,3,14,458,Parramatta (C)
16350,10,14,8,11,0,3,9,259,0,0,0,26,25,27,141,34,7,3,4,30,3,17,10,327,0,8,26,149,143,156,45,15,10,5,10,3,4,9,19,602,12,36,304,363,85,35,17,6,0,4,3,0,3,0,73,941,0,0,3,0,3,4,11,3,7,3,3,3,3,3,0,46,0,0,0,0,14,37,28,20,17,12,0,10,3,4,8,153,0,5,19,106,144,117,115,61,12,3,7,3,4,0,42,638,0,0,15,28,81,83,18,25,4,10,4,12,0,0,29,309,3,108,402,423,216,94,23,14,0,0,8,0,0,0,45,1336,0,34,335,103,51,42,11,11,4,4,3,4,0,3,14,619,3,4,25,135,356,637,850,470,112,105,91,85,78,58,234,3243,0,3,3,22,210,1087,842,335,98,86,99,113,70,17,84,3069,0,44,24,41,50,112,51,26,3,8,3,0,3,0,3,368,Penrith (C)
16370,0,0,3,0,0,0,3,63,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,9,3,3,10,26,24,51,37,21,11,3,3,0,8,0,5,205,8,27,102,89,15,5,9,3,0,0,3,4,0,5,10,280,0,0,6,5,11,18,30,6,4,0,3,0,0,0,4,87,0,0,0,3,6,16,14,8,0,3,7,0,0,0,0,57,0,3,0,3,10,13,3,5,0,0,0,0,0,0,0,37,0,0,4,22,20,15,4,6,0,0,0,0,0,0,6,77,0,6,10,6,0,0,0,0,0,0,0,0,0,0,0,22,0,29,167,25,26,19,26,44,4,5,11,6,0,4,11,377,5,8,37,156,228,244,243,80,25,13,14,16,22,21,67,1179,0,3,0,5,15,52,34,5,4,0,3,0,3,4,6,134,0,8,7,0,4,35,5,5,0,0,0,5,3,0,3,75,Pittwater (A)
16380,0,3,3,0,0,0,3,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,20,32,27,24,16,13,0,3,4,3,0,0,8,158,0,9,52,28,6,4,0,0,0,0,0,0,0,0,10,109,0,0,0,0,0,0,10,9,0,0,0,6,0,0,0,25,0,0,0,0,4,0,7,0,0,0,4,0,0,0,0,15,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,11,0,0,10,14,7,9,0,5,3,0,0,0,0,0,4,52,0,15,26,10,7,6,0,0,0,0,0,0,0,0,3,67,0,39,156,44,25,12,13,3,0,4,3,3,4,3,4,313,15,13,36,133,217,210,148,73,17,17,23,4,19,11,76,1012,0,0,0,3,14,45,41,22,3,18,4,10,0,4,4,168,0,11,9,8,3,0,0,3,0,0,0,0,3,0,0,37,Port Macquarie-Hastings (A)
16400,3,0,0,0,0,0,0,21,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,14,0,0,4,26,17,20,14,8,0,3,4,0,7,0,6,109,3,10,53,37,6,5,3,3,0,0,0,3,3,3,9,138,0,0,4,0,0,10,14,4,0,0,0,0,0,0,0,32,0,0,0,0,4,4,3,4,7,4,0,0,0,3,0,29,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,11,0,0,7,26,43,31,7,0,0,0,0,4,0,0,8,126,3,7,27,17,6,0,3,3,0,0,0,0,0,0,3,69,3,21,143,31,12,9,6,10,0,0,0,4,0,0,11,250,3,5,17,82,181,174,104,95,23,12,19,12,14,11,55,807,0,0,3,0,15,55,43,34,5,0,7,10,8,3,10,193,0,15,8,6,4,8,5,3,0,0,0,0,0,0,0,49,Port Stephens (A)
16470,0,5,18,10,7,10,0,83,0,0,0,3,0,3,3,3,0,0,0,3,0,0,0,15,0,4,3,11,14,13,0,3,0,0,3,3,3,3,3,63,4,14,166,137,26,13,8,3,0,0,0,0,3,0,21,395,0,0,0,0,0,5,3,0,0,3,0,3,0,0,3,17,0,0,0,0,3,9,5,5,3,3,8,0,0,0,0,36,0,0,0,0,4,9,4,0,0,0,0,0,0,0,0,17,0,0,3,9,20,19,10,9,3,0,0,4,0,11,3,91,0,12,27,18,8,0,0,4,0,0,0,0,0,0,3,72,0,3,42,16,8,3,5,0,0,0,0,0,3,0,0,80,0,4,3,35,96,125,114,69,15,23,37,11,34,12,44,622,0,0,0,0,10,56,46,52,14,18,37,42,13,10,7,305,0,23,11,9,9,34,9,5,0,0,0,0,0,0,3,103,Queanbeyan (C)
16550,118,119,192,159,165,100,101,2618,0,0,0,31,25,23,97,16,8,0,7,3,0,0,11,221,3,7,22,78,68,180,226,271,90,119,203,206,196,146,82,1897,18,57,330,243,83,27,23,47,14,18,12,24,17,20,61,994,0,0,7,6,23,65,123,77,22,14,17,16,24,17,27,438,0,0,0,0,19,98,98,129,39,39,43,31,40,36,27,599,13,16,36,87,89,50,26,11,5,7,11,0,0,0,46,397,3,0,13,78,234,387,194,167,70,85,87,207,198,128,52,1903,3,58,124,74,22,9,3,0,0,0,0,0,0,0,24,317,0,19,52,22,17,15,26,23,14,11,3,5,12,5,4,228,10,5,37,177,419,498,537,347,100,97,82,83,132,82,182,2788,0,0,3,26,104,239,178,91,36,62,44,60,51,35,56,985,11,43,37,36,65,179,83,55,6,13,9,12,10,3,28,590,Randwick (C)
16610,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,5,3,0,0,0,0,0,0,0,21,0,7,15,7,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,9,27,5,10,3,0,3,0,0,0,0,0,0,7,64,0,0,4,25,49,37,30,7,3,0,7,9,0,0,8,179,0,0,0,3,3,17,19,15,3,5,3,5,0,0,6,79,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Richmond Valley (A)
16650,51,30,38,31,20,14,21,886,0,0,0,7,7,10,63,25,7,3,13,15,3,0,12,165,0,0,9,44,29,67,32,23,11,4,5,15,3,14,18,274,8,50,449,445,72,25,28,18,5,5,4,3,3,0,131,1246,0,0,3,0,16,42,102,64,8,10,15,9,8,9,10,296,0,0,0,3,16,46,56,45,6,22,15,20,10,12,10,261,4,6,37,258,836,760,440,185,63,36,40,33,31,21,126,2876,0,0,6,17,71,197,73,52,12,16,15,12,12,8,11,502,0,44,131,84,33,9,3,3,0,0,0,0,0,0,23,330,0,10,35,10,12,7,3,8,0,6,0,0,0,0,9,100,5,4,21,68,191,346,450,278,109,55,42,43,62,37,106,1817,0,0,4,35,102,397,327,173,42,71,97,65,77,39,55,1484,0,8,7,11,12,60,48,31,19,7,4,9,14,5,5,240,Rockdale (C)
16700,48,40,62,55,49,43,26,1009,0,0,0,12,12,12,44,16,6,0,9,4,4,4,8,131,3,5,19,32,29,81,56,29,15,19,20,11,10,8,8,345,15,108,627,620,86,40,32,15,4,4,8,3,8,5,126,1701,0,0,6,5,20,87,112,102,29,19,15,21,21,20,18,475,0,0,0,3,159,664,813,627,201,179,219,191,178,85,139,3458,3,17,65,181,264,138,75,27,6,7,3,4,4,0,36,830,0,0,12,54,181,401,192,156,29,35,52,43,99,94,35,1383,0,21,55,45,10,11,3,0,0,0,0,0,0,0,11,156,3,11,60,17,17,14,16,12,0,0,3,3,12,0,5,173,13,4,33,88,247,312,301,176,41,34,29,25,57,20,59,1439,0,0,0,28,109,349,313,186,83,100,123,90,84,64,28,1557,0,14,6,8,35,130,47,23,3,5,8,3,6,0,10,298,Ryde (C)
16900,0,0,0,3,0,0,5,30,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,12,0,0,13,38,23,15,6,0,0,0,0,0,0,0,10,105,0,16,163,142,49,18,0,0,0,0,3,0,0,0,16,407,0,3,0,0,0,8,3,4,0,0,0,0,0,0,0,18,0,0,0,0,3,3,3,5,3,0,0,0,0,3,3,23,0,0,3,15,7,3,4,0,0,0,0,0,0,0,3,35,0,0,0,0,3,8,17,4,0,0,0,0,0,0,0,32,0,20,101,101,27,8,0,0,3,0,0,0,0,0,9,269,0,14,200,34,10,8,3,0,0,0,0,3,0,0,9,281,5,4,9,41,95,106,114,65,12,17,25,3,24,12,29,561,0,0,0,0,22,98,39,24,6,7,19,5,6,3,13,242,0,12,16,8,18,40,8,0,0,0,0,0,0,0,5,107,Shellharbour (C)
16950,0,3,0,3,0,0,5,50,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,12,4,4,13,44,38,31,15,0,3,3,0,3,7,3,5,173,0,18,120,105,27,12,6,0,0,0,0,0,0,3,32,323,3,0,0,3,3,4,5,3,0,3,4,6,0,3,0,37,0,0,0,0,0,5,12,12,0,0,4,0,0,0,0,33,0,0,11,4,4,0,0,0,0,0,0,0,0,0,6,25,3,0,3,7,12,5,7,11,3,0,3,3,0,0,3,60,3,47,104,52,11,0,0,3,0,0,0,0,0,0,4,224,3,27,273,53,27,11,12,0,0,0,4,7,0,0,20,437,17,11,29,156,277,203,171,61,11,14,4,8,18,19,84,1083,0,0,0,0,20,94,64,26,3,11,20,14,6,0,8,266,0,17,10,21,12,19,4,0,0,0,0,0,0,3,0,86,Shoalhaven (C)
17000,0,3,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,5,7,3,0,0,3,3,0,3,3,0,39,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,14,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,33,3,4,5,3,3,0,0,0,3,0,0,0,54,0,0,8,21,63,106,109,42,6,14,33,11,23,18,33,487,0,0,0,0,4,21,20,7,7,0,11,3,8,4,9,94,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Singleton (A)
17050,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,10,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,4,0,0,0,0,0,0,0,19,0,0,3,11,19,21,14,8,3,3,0,0,3,3,4,92,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,11,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,Snowy River (A)
17150,9,5,8,15,8,0,7,419,0,0,0,3,10,3,18,3,0,3,4,12,0,0,0,56,4,6,35,92,75,198,114,69,16,11,42,25,33,13,24,757,17,56,494,381,88,27,18,4,0,0,0,3,0,3,66,1157,0,0,5,3,7,39,68,42,4,7,0,4,14,7,16,216,0,0,0,0,16,66,44,26,5,14,13,5,3,0,6,198,0,9,46,140,199,102,38,23,3,6,4,4,4,0,32,610,3,0,8,54,114,182,85,40,8,11,11,4,4,8,6,538,0,57,181,62,21,21,0,4,0,4,0,0,0,0,13,363,3,52,295,67,22,35,38,20,11,8,3,7,7,8,12,588,19,22,64,225,505,648,737,420,95,111,93,71,80,52,200,3342,0,0,3,37,94,306,183,90,29,26,45,33,36,15,26,923,0,25,16,20,49,149,44,26,4,5,5,3,0,3,12,361,Sutherland Shire (A)
17200,203,279,431,424,309,150,117,3705,0,0,0,3,9,5,27,11,3,4,10,0,3,4,3,82,4,4,25,59,58,129,182,226,92,113,195,192,235,164,62,1740,6,22,148,122,52,38,42,68,34,32,47,57,91,69,78,906,0,0,3,11,40,135,259,269,87,75,61,114,137,89,144,1424,0,0,0,3,49,190,351,545,221,195,217,271,314,267,339,2962,0,9,19,89,113,72,39,19,7,8,3,4,3,0,20,405,0,0,12,69,180,442,305,359,92,92,99,128,92,83,59,2012,0,18,66,41,11,11,3,3,0,0,0,3,7,0,7,170,3,16,53,28,26,46,33,51,19,8,27,25,49,25,17,426,6,13,44,261,579,951,1123,766,186,211,268,241,381,275,223,5528,0,0,3,15,119,424,280,126,31,64,69,72,91,72,42,1408,0,20,21,17,36,192,72,87,18,12,16,37,36,21,21,606,Sydney (C)
17310,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,4,11,5,6,4,0,0,0,0,0,4,4,6,51,0,0,28,8,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,3,3,0,0,0,5,12,10,8,47,0,0,6,3,0,4,3,0,0,0,0,0,0,0,0,16,0,3,3,3,6,10,4,0,5,0,0,3,3,0,0,40,0,0,7,4,3,0,0,0,0,0,0,0,0,0,4,18,0,5,52,17,4,0,10,3,0,0,0,0,0,0,0,91,4,3,12,32,89,71,51,28,14,4,12,11,7,10,34,382,0,0,0,0,7,36,28,15,15,0,31,17,3,5,4,161,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,12,Tamworth Regional (A)
17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,9,4,3,3,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,3,6,11,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Temora (A)
17400,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,4,0,0,0,17,3,3,6,5,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,4,3,0,0,0,0,0,0,0,0,0,28,0,0,0,10,25,21,9,4,0,4,3,0,5,0,7,88,0,0,0,0,3,5,3,6,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Tenterfield (A)
17420,18,10,19,23,6,10,34,827,0,0,0,16,19,20,57,24,4,3,3,0,0,0,4,150,0,5,31,84,80,137,91,28,7,13,0,10,12,9,16,523,26,82,557,433,86,26,22,7,8,3,3,3,3,0,73,1332,0,4,7,8,12,27,54,31,8,6,4,13,9,3,8,194,0,0,0,4,121,658,829,503,127,113,116,103,132,38,97,2841,3,12,82,241,231,192,126,52,6,4,7,4,5,3,47,1015,0,0,14,116,318,702,283,158,37,41,57,33,34,10,35,1838,3,74,188,143,66,33,6,0,0,0,0,0,0,0,9,522,0,27,204,55,34,32,28,20,3,10,15,6,11,3,15,463,10,10,49,181,426,491,562,373,58,81,73,68,68,34,106,2590,0,0,0,48,349,925,506,188,41,63,57,34,32,21,54,2318,0,39,17,37,55,251,75,31,3,4,3,5,3,3,15,541,The Hills Shire (A)
17450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,8,0,9,0,0,3,0,11,3,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,Tumbarumba (A)
17500,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,11,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,3,0,3,0,0,0,0,0,28,3,3,4,6,23,43,31,7,6,3,5,0,12,0,3,149,0,0,0,0,0,6,3,3,0,3,0,6,12,3,0,36,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,13,Tumut Shire (A)
17550,4,6,0,4,0,0,3,58,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,12,3,4,22,39,25,21,14,22,3,3,3,5,10,3,12,189,8,18,89,26,8,8,4,3,3,3,0,7,0,0,15,192,0,0,6,0,5,5,32,27,8,15,9,4,5,0,3,119,0,0,0,4,0,6,11,4,0,0,0,0,4,0,0,29,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,16,0,0,8,16,31,20,8,3,3,0,6,0,0,0,6,101,0,13,39,16,8,0,0,0,0,0,0,0,0,0,0,76,0,30,176,34,14,16,16,14,0,0,0,0,4,6,25,335,10,19,43,181,452,578,494,266,57,81,64,50,56,28,133,2512,0,0,0,4,19,79,63,37,19,8,14,31,9,9,8,300,0,6,8,9,0,20,7,0,0,0,4,0,0,0,4,58,Tweed (A)
