lga_code_2016,pre_school_m,pre_school_f,pre_school_p,infants_primary_government_m,infants_primary_government_f,infants_primary_government_p,infants_primary_catholic_m,infants_primary_catholic_f,infants_primary_catholic_p,infnts_primry_othr_non_govt_m,infnts_primry_othr_non_govt_f,infnts_primry_othr_non_govt_p,infants_primary_tot_m,infants_primary_tot_f,infants_primary_tot_p,secondary_government_m,secondary_government_f,secondary_government_p,secondary_catholic_m,secondary_catholic_f,secondary_catholic_p,secondary_other_non_govt_m,secondary_other_non_govt_f,secondary_other_non_govt_p,secondary_tot_m,secondary_tot_f,secondary_tot_p,tec_furt_educ_inst_ft_15_24_m,tec_furt_educ_inst_ft_15_24_f,tec_furt_educ_inst_ft_15_24_p,tec_furt_educ_inst_ft_25_ov_m,tec_furt_educ_inst_ft_25_ov_f,tec_furt_educ_inst_ft_25_ov_p,tec_furt_educ_inst_pt_15_24_m,tec_furt_educ_inst_pt_15_24_f,tec_furt_educ_inst_pt_15_24_p,tec_furt_educ_inst_pt_25_ov_m,tec_furt_educ_inst_pt_25_ov_f,tec_furt_educ_inst_pt_25_ov_p,tec_furt_educ_inst_f_pt_ns_m,tec_furt_educ_inst_f_pt_ns_f,tec_furt_educ_inst_f_pt_ns_p,tec_furt_educ_inst_tot_m,tec_furt_educ_inst_tot_f,tec_furt_educ_inst_tot_p,uni_othr_tert_inst_ft_15_24_m,uni_othr_tert_inst_ft_15_24_f,uni_othr_tert_inst_ft_15_24_p,uni_othr_tert_inst_ft_25_ov_m,uni_othr_tert_inst_ft_25_ov_f,uni_othr_tert_inst_ft_25_ov_p,uni_othr_tert_inst_pt_15_24_m,uni_othr_tert_inst_pt_15_24_f,uni_othr_tert_inst_pt_15_24_p,uni_othr_tert_inst_pt_25_ov_m,uni_othr_tert_inst_pt_25_ov_f,uni_othr_tert_inst_pt_25_ov_p,uni_othr_tert_inst_f_pt_ns_m,uni_othr_tert_inst_f_pt_ns_f,uni_othr_tert_inst_f_pt_ns_p,uni_other_tert_instit_tot_m,uni_other_tert_instit_tot_f,uni_other_tert_instit_tot_p,othr_typ_educ_inst_ft_stud_m,othr_typ_educ_inst_ft_stud_f,othr_typ_educ_inst_ft_stud_p,othr_typ_educ_inst_pt_stud_m,othr_typ_educ_inst_pt_stud_f,othr_typ_educ_inst_pt_stud_p,oth_typ_ed_instit_f_pt_ns_m,oth_typ_ed_instit_f_pt_ns_f,oth_typ_ed_instit_f_pt_ns_p,other_type_educ_instit_tot_m,other_type_educ_instit_tot_f,other_type_educ_instit_tot_p,type_educanl_institution_ns_m,type_educanl_institution_ns_f,type_educanl_institution_ns_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
36960,41,46,86,348,367,717,11,15,30,23,24,48,389,403,792,77,69,146,12,7,14,3,0,3,87,77,164,0,8,9,3,9,19,4,8,13,7,18,22,0,3,3,14,47,61,0,3,3,0,3,3,0,0,0,3,0,3,0,0,0,5,6,9,4,0,4,3,3,9,0,0,0,7,5,9,214,195,401,7,3,10,758,784,1542,Torres Strait Island (R)
37010,1166,1027,2192,5074,4878,9959,2312,2371,4686,901,926,1828,8285,8182,16471,3304,3119,6425,1853,1910,3764,1167,1010,2172,6328,6043,12368,281,252,533,162,440,604,338,324,657,427,896,1320,20,13,29,1225,1924,3142,2172,3377,5554,759,1186,1943,227,374,606,865,1635,2495,15,20,38,4035,6597,10633,215,248,465,295,610,902,14,17,31,520,876,1399,8605,7573,16178,796,1104,1899,30961,33321,64277,Townsville (C)
32260,118,100,223,881,753,1632,277,272,548,31,25,57,1189,1057,2242,607,574,1178,212,210,421,11,17,30,836,801,1634,10,11,26,15,43,54,37,41,81,34,96,133,3,3,8,107,197,298,25,57,77,21,51,74,16,20,33,56,107,162,0,0,0,116,235,346,22,28,54,22,64,91,0,0,4,47,98,146,1715,1582,3294,565,511,1075,4687,4574,9259,Cassowary Coast (R)
32270,214,198,408,1091,991,2091,302,326,625,85,86,171,1482,1403,2883,514,502,1013,292,217,509,52,34,79,852,750,1603,28,25,52,13,14,25,62,52,109,78,160,233,0,4,4,174,243,423,15,39,55,12,38,50,25,35,61,105,195,298,0,0,0,156,311,469,14,25,35,44,99,143,0,0,0,55,122,181,3384,1726,5113,380,109,484,6693,4869,11563,Central Highlands (R) (Qld)
32310,45,57,103,379,340,720,121,119,242,72,93,168,577,553,1128,185,163,348,148,152,303,230,204,442,562,525,1090,3,7,12,3,14,20,10,23,27,18,52,70,0,0,0,32,96,128,6,20,24,8,13,22,0,7,7,24,52,75,0,0,0,45,93,139,6,8,20,16,29,43,0,0,3,21,42,62,677,716,1396,27,37,68,1985,2116,4105,Charters Towers (R)
37300,22,28,53,173,160,339,42,37,77,5,8,14,221,204,423,112,129,247,3,0,3,5,9,14,121,144,265,0,0,0,0,6,6,8,3,13,9,19,23,0,0,0,21,27,47,0,8,3,3,19,24,0,6,6,20,34,56,0,0,0,28,66,94,4,3,4,8,8,13,0,0,0,11,10,18,309,205,511,3,8,13,726,690,1417,Weipa (T)
37310,210,196,400,1193,1117,2314,282,277,563,168,138,306,1649,1531,3181,892,810,1698,124,99,229,92,92,185,1103,998,2106,20,18,41,14,31,40,71,81,148,89,147,238,3,0,4,199,278,476,29,71,95,23,44,62,19,42,61,76,148,224,0,4,5,144,306,449,15,33,49,39,97,131,3,3,12,60,130,193,2841,1978,4819,78,65,151,6286,5495,11776,Western Downs (R)
37340,204,193,402,1023,937,1967,254,266,526,106,89,197,1390,1297,2686,712,650,1368,136,112,246,60,81,140,906,840,1754,19,32,47,19,31,52,57,48,106,75,194,268,4,0,4,171,316,485,30,58,89,24,69,93,13,41,48,62,171,229,0,4,4,127,339,468,16,22,38,47,131,173,0,0,4,63,154,213,3004,2755,5766,1370,1876,3244,7240,7769,15016,Whitsunday (R)
33610,52,64,121,330,319,654,157,143,296,18,16,33,504,480,987,230,228,459,25,21,41,15,16,31,266,263,523,6,12,19,0,6,6,14,17,29,17,47,65,0,0,0,39,80,119,7,19,28,6,19,24,6,17,20,18,55,69,0,0,0,33,105,142,3,4,4,12,27,43,0,0,0,21,29,48,633,596,1229,31,35,63,1582,1653,3237,Goondiwindi (R)
33620,270,220,486,1639,1481,3116,207,181,386,224,230,454,2070,1893,3960,1192,1108,2299,185,177,363,215,242,456,1590,1522,3112,33,45,76,37,74,106,64,84,143,69,222,294,3,0,3,199,426,627,74,154,227,53,140,191,25,41,61,60,231,286,0,4,4,203,566,774,56,60,117,73,149,223,9,0,10,141,209,349,2187,2281,4470,235,307,540,6894,7430,14324,Gympie (R)
33800,40,36,81,243,244,486,128,124,254,3,8,9,381,371,750,198,199,392,236,108,345,4,6,10,440,312,753,6,3,12,0,4,11,18,14,25,10,36,46,0,0,0,31,63,101,3,25,31,4,14,25,8,13,19,15,21,38,0,0,0,37,79,111,3,4,10,8,27,34,0,0,0,10,35,47,556,552,1111,10,23,32,1507,1472,2978,Hinchinbrook (S)
30900,0,4,5,18,9,28,0,0,0,0,0,0,18,9,28,4,4,10,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,0,0,5,6,47,40,82,3,3,6,69,75,142,Boulia (S)
31000,7233,6623,13852,29489,28027,57515,10339,9964,20298,4271,4211,8479,44093,42199,86293,16688,15442,32131,9710,9326,19030,7677,7663,15340,34071,32427,66499,2227,2246,4474,2097,3228,5326,1724,1342,3067,2822,4395,7223,60,68,129,8934,11278,20211,25317,29381,54697,9684,10258,19944,2296,2849,5148,7193,10261,17448,116,156,265,44601,52904,97502,2130,2566,4696,2364,3890,6252,60,66,127,4554,6521,11072,35223,34215,69442,10054,13107,23160,188764,199276,388037,Brisbane (C)
31750,0,3,3,9,13,18,0,0,0,4,6,7,13,19,28,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,39,23,62,0,3,3,61,55,110,Bulloo (S)
31820,469,412,878,2947,2704,5654,524,538,1062,427,384,818,3907,3628,7532,1991,1824,3819,597,607,1203,407,364,771,2999,2788,5787,67,104,169,56,171,230,115,155,270,140,379,517,7,12,22,391,821,1216,225,350,576,133,301,436,63,134,195,197,530,731,0,7,9,623,1323,1948,76,93,169,146,264,404,9,11,19,232,363,596,3598,3735,7327,514,681,1192,12727,13748,26477,Bundaberg (R)
31900,72,88,163,475,442,915,156,142,302,81,49,127,710,638,1349,351,309,659,188,225,407,23,17,41,557,556,1107,7,8,17,4,7,11,43,21,66,14,57,70,4,0,7,70,92,165,16,49,70,9,16,25,13,19,39,28,63,85,0,0,0,67,155,226,3,4,11,13,33,47,0,3,3,18,47,61,731,712,1440,183,213,395,2406,2492,4896,Burdekin (S)
31950,0,3,7,12,13,23,0,0,0,0,0,0,15,12,26,3,0,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,68,132,4,8,13,88,101,190,Burke (S)
32080,917,851,1771,4418,4040,8463,2061,2120,4181,699,577,1271,7174,6742,13913,3360,3147,6508,1535,1421,2955,491,562,1059,5386,5133,10514,155,180,336,202,444,645,238,267,509,401,778,1179,16,21,35,1011,1691,2704,669,1088,1756,451,835,1281,128,243,371,582,1292,1872,8,17,34,1844,3471,5316,165,225,396,283,587,868,9,8,17,457,821,1286,9101,9265,18367,4427,5810,10241,30318,33788,64107,Cairns (R)
32250,15,14,27,71,61,130,11,9,23,17,17,40,98,90,190,18,17,35,0,4,8,4,6,9,31,23,52,0,0,5,0,0,3,0,0,0,3,12,15,0,0,0,6,20,22,0,0,4,0,4,4,3,0,3,6,5,13,0,0,0,4,16,24,0,0,0,0,0,0,0,0,0,3,3,3,199,177,380,10,13,22,364,353,718,Carpentaria (S)
32330,11,7,16,98,91,183,11,11,18,0,4,5,108,106,213,64,36,102,4,0,5,3,0,3,71,43,115,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,3,8,0,0,3,10,5,19,35,31,67,0,0,0,227,212,436,Cherbourg (S)
32450,18,18,34,70,71,135,40,49,91,0,0,0,111,114,231,44,44,92,9,9,19,4,3,4,51,57,112,0,5,5,3,0,3,3,3,10,10,20,26,0,0,0,15,28,41,0,3,3,0,0,0,0,9,11,21,25,49,0,0,0,31,35,64,0,0,0,8,6,13,3,0,3,12,6,19,479,319,794,17,25,43,736,601,1338,Cloncurry (S)
32500,22,22,44,129,142,272,12,4,20,36,43,85,178,192,370,59,57,117,17,20,32,5,14,16,78,87,165,3,3,8,0,6,4,7,8,8,12,22,34,0,0,0,21,41,58,0,10,14,5,6,12,0,0,5,23,22,40,0,0,0,30,42,68,7,3,7,9,6,15,0,0,0,16,13,24,743,499,1242,227,169,398,1314,1055,2367,Cook (S)
32600,3,0,3,7,17,30,0,0,0,0,0,0,11,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,36,101,3,4,4,85,65,151,Croydon (S)
33220,523,463,979,2836,2669,5505,538,558,1098,579,481,1062,3956,3706,7663,2031,1952,3985,499,505,1003,527,473,997,3056,2935,5988,73,95,168,67,177,241,145,177,319,157,407,563,7,10,18,456,865,1316,117,303,423,116,328,439,48,99,148,192,554,753,0,7,3,473,1289,1770,91,143,240,143,268,409,3,5,7,241,414,654,5104,4749,9858,594,795,1388,14398,15221,29620,Fraser Coast (R)
33360,397,376,767,2331,2253,4588,532,506,1036,216,199,412,3082,2957,6037,1749,1692,3449,245,243,483,145,139,286,2143,2073,4217,37,35,68,16,64,79,133,150,289,108,352,458,0,4,7,299,603,907,87,156,244,64,136,200,59,111,170,196,458,655,0,5,3,403,868,1266,40,53,89,98,241,336,3,8,14,142,293,434,2699,2339,5031,259,301,562,9415,9810,19221,Gladstone (R)
32750,0,5,6,11,12,25,0,0,0,0,0,0,11,12,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,3,28,34,64,4,4,12,54,62,112,Diamantina (S)
41140,66,58,125,276,249,523,106,117,224,40,40,81,423,402,823,211,213,426,3,5,8,37,34,69,251,251,507,9,8,15,3,11,18,15,20,35,23,41,57,0,0,0,48,82,132,15,19,34,5,21,26,3,0,3,17,32,55,0,0,0,42,73,115,4,8,12,8,20,32,0,0,0,13,26,41,308,318,628,6,24,29,1159,1244,2403,Clare and Gilbert Valleys (DC)
33430,3999,3736,7732,15245,14289,29530,3026,3079,6108,4433,4436,8876,22700,21810,44506,10360,9729,20083,2255,2166,4420,4652,4674,9323,17259,16571,33833,835,1023,1858,740,1477,2220,1186,890,2074,1473,2532,4008,38,44,84,4276,5966,10244,5992,7558,13543,2339,3009,5354,636,993,1634,1712,3378,5088,57,64,123,10735,15011,25738,751,1005,1758,1035,2121,3157,30,29,57,1809,3156,4966,23134,25048,48181,7651,9240,16891,91572,100532,192097,Gold Coast (C)
32770,19,20,41,158,121,284,0,0,0,0,0,0,167,121,288,45,47,95,0,0,0,0,0,0,50,47,96,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,3,3,0,0,0,3,3,4,0,0,0,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,25,27,49,0,0,5,264,221,493,Doomadgee (S)
32810,84,77,158,427,300,723,74,101,174,15,9,20,512,410,922,237,240,478,27,24,50,12,18,26,270,275,551,4,9,16,8,17,28,8,13,20,22,54,79,3,0,3,51,86,135,14,25,42,20,41,57,3,11,15,34,68,95,0,0,3,69,143,213,10,12,20,13,46,61,3,0,0,26,62,86,1438,1599,3041,1126,1369,2501,3579,4029,7610,Douglas (S)
33100,6,3,13,23,35,61,0,0,3,4,3,7,31,38,69,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,111,70,185,18,21,37,175,146,324,Etheridge (S)
33200,9,3,11,33,36,68,20,16,36,0,0,0,52,57,111,27,21,50,0,0,0,3,3,5,29,27,57,0,0,0,0,3,3,0,3,5,0,0,5,0,0,0,3,7,11,0,0,0,0,3,3,0,0,0,0,8,11,0,0,0,0,13,14,0,0,0,3,3,6,0,0,0,3,3,6,69,76,147,6,4,10,179,186,367,Flinders (S) (Qld)
33830,11,8,24,51,36,88,0,0,0,11,3,12,63,38,105,16,15,31,0,3,4,4,3,5,20,20,40,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,5,4,3,5,0,0,0,5,5,8,37,33,70,0,0,0,150,110,258,Hope Vale (S)
33960,1467,1314,2788,7279,6789,14068,1461,1490,2956,1178,1233,2409,9918,9516,19432,4084,4013,8095,1536,1275,2811,1246,1251,2503,6869,6539,13410,318,437,752,209,556,768,348,410,758,490,1034,1526,7,16,25,1369,2455,3827,1163,1624,2782,485,838,1323,191,350,543,721,1253,1980,14,9,20,2570,4077,6651,239,350,591,349,762,1113,12,16,28,601,1131,1733,6772,6808,13575,405,568,967,29976,32413,62393,Ipswich (C)
33980,159,154,315,1077,1041,2118,47,37,85,16,12,30,1133,1095,2229,521,482,1004,9,15,23,6,8,20,536,505,1044,14,13,24,12,14,21,40,26,70,61,130,198,0,0,3,127,183,314,8,27,29,13,48,60,11,25,32,137,141,277,3,0,3,171,240,406,10,12,24,35,70,110,0,0,0,49,84,135,5503,1694,7199,100,76,176,7786,4029,11819,Isaac (R)
34420,10,4,21,55,68,122,0,0,0,0,0,0,55,68,122,8,9,22,0,0,0,3,0,3,14,9,21,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,23,40,0,0,0,109,111,213,Kowanyama (S)
34530,158,161,318,1034,939,1975,448,390,839,113,120,233,1596,1449,3043,573,518,1088,700,523,1220,141,127,270,1417,1165,2580,20,16,43,7,26,30,83,72,154,56,129,185,3,0,4,174,241,416,112,185,296,41,98,135,32,76,106,101,221,327,0,0,3,285,580,866,15,17,34,48,92,143,0,0,0,69,109,179,1947,1417,3366,113,134,242,5753,5254,11013,Livingstone (S)
34570,9,0,8,33,36,70,0,0,0,0,0,0,33,36,70,5,7,14,0,0,0,0,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,3,5,71,61,127,0,5,5,118,114,236,Lockhart River (S)
34580,203,173,376,1254,1049,2309,313,291,604,214,193,409,1779,1539,3320,935,849,1779,98,114,209,271,260,531,1302,1218,2524,28,43,76,22,62,80,56,72,124,64,168,238,3,3,3,169,347,520,289,668,961,104,184,286,30,65,95,72,214,288,0,3,5,502,1132,1631,47,56,106,45,120,165,0,3,5,97,186,281,1907,1714,3616,208,245,450,6169,6551,12721,Lockyer Valley (R)
34590,2121,2029,4151,11023,10382,21406,1952,1915,3870,1965,1991,3957,14931,14296,29230,7159,6885,14042,1750,1696,3443,1946,1892,3838,10848,10481,21331,558,746,1303,428,919,1344,649,550,1196,736,1336,2076,30,32,63,2398,3579,5982,1832,2463,4303,663,1039,1700,261,399,655,736,1412,2152,15,17,35,3503,5335,8838,369,580,942,474,1161,1634,14,25,35,853,1762,2615,10041,10580,20616,784,1147,1925,45481,49205,94685,Logan (C)
40070,63,53,116,170,175,351,35,50,91,62,66,126,271,290,568,112,141,252,28,34,64,99,70,172,238,249,480,96,85,180,66,101,173,18,23,46,61,98,161,3,0,3,249,307,558,2055,2307,4360,688,561,1254,61,77,132,187,243,429,13,10,17,3005,3189,6196,67,72,141,50,80,127,0,0,0,121,155,274,2586,1853,4441,1155,1232,2389,7677,7334,15016,Adelaide (C)
40120,244,254,495,1330,1261,2588,208,225,436,458,456,914,1995,1941,3933,640,603,1250,203,170,376,535,525,1060,1378,1304,2685,45,42,83,18,42,57,117,64,177,84,153,238,0,3,3,262,301,563,400,498,899,102,139,239,55,59,113,160,285,441,4,8,13,722,983,1707,29,20,52,43,102,150,0,3,3,73,125,199,823,876,1703,79,106,185,5578,5895,11468,Adelaide Hills (DC)
40220,130,120,245,688,702,1389,52,50,103,259,236,494,997,981,1981,437,437,874,30,31,64,184,225,410,649,696,1349,19,29,49,11,49,62,54,51,99,51,101,155,3,0,3,135,236,372,60,109,167,31,48,78,15,18,27,38,128,167,0,3,3,141,303,446,13,13,32,16,52,65,0,0,0,29,64,100,827,889,1712,34,42,77,2949,3331,6279,Alexandrina (DC)
42750,30,26,51,185,155,339,0,0,0,3,3,8,193,153,344,108,115,224,0,0,0,4,4,9,113,119,235,0,0,0,0,6,8,9,5,15,5,17,21,0,0,0,17,26,43,0,3,8,9,3,13,0,0,7,3,12,15,0,0,0,13,21,33,0,0,3,3,14,15,0,0,0,7,14,13,253,242,488,131,135,262,742,740,1480,Kangaroo Island (DC)
43080,9,4,11,55,49,104,5,0,3,0,0,0,64,49,110,27,28,53,0,0,0,0,3,6,28,31,62,0,0,0,0,0,0,0,5,5,4,4,7,0,0,0,4,8,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,3,3,44,37,79,0,0,0,144,141,286,Karoonda East Murray (DC)
37400,5,0,10,34,24,56,11,11,17,3,0,3,45,33,80,17,17,40,0,0,0,0,0,0,20,17,37,0,0,0,0,3,3,0,3,3,0,4,4,0,0,0,3,10,10,0,3,3,0,7,7,0,0,0,3,9,15,0,0,0,3,21,23,0,0,0,3,0,4,0,0,0,3,3,4,111,101,211,10,16,21,193,210,401,Winton (S)
40910,318,292,606,1366,1237,2601,673,631,1307,150,129,278,2190,1996,4187,858,698,1560,503,461,962,171,164,333,1528,1321,2857,94,81,176,70,144,212,90,65,151,156,227,383,4,5,4,418,519,932,838,938,1770,299,374,676,87,86,170,217,323,541,4,3,11,1439,1732,3167,37,65,102,88,131,219,0,0,0,128,191,321,886,931,1821,227,302,531,7139,7288,14424,Campbelltown (C) (SA)
41010,20,36,58,145,118,265,0,0,0,15,14,28,157,139,294,81,104,179,0,0,0,10,11,23,92,113,203,3,0,3,0,3,5,5,3,10,9,19,32,0,0,0,21,30,47,0,3,6,0,6,7,0,7,6,4,14,20,0,0,0,10,26,38,5,0,8,3,3,6,0,0,0,10,3,14,373,319,692,13,3,16,689,665,1355,Ceduna (DC)
37550,9,3,14,62,61,123,0,0,0,0,0,0,62,66,129,34,29,64,3,7,7,6,3,12,47,39,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,7,9,3,6,5,0,3,3,0,0,0,3,8,15,43,31,69,0,0,0,165,150,314,Woorabinda (S)
41060,623,585,1205,2501,2334,4834,1475,1446,2921,347,353,704,4327,4136,8462,1409,1371,2778,1025,1095,2114,356,350,714,2789,2814,5606,189,190,377,199,253,449,194,128,325,329,525,858,17,7,27,928,1106,2035,1550,1753,3305,520,599,1114,151,194,346,458,720,1170,7,20,30,2688,3285,5974,140,140,274,206,296,502,0,13,9,350,443,795,2825,3063,5889,300,452,745,14821,15885,30711,Charles Sturt (C)
43790,60,53,113,391,338,735,39,33,74,87,125,208,517,497,1011,329,354,685,0,0,0,4,4,6,333,357,695,6,5,16,8,14,17,29,16,42,16,51,70,0,0,0,64,88,146,12,21,35,3,20,19,3,3,8,19,26,42,0,0,0,31,71,103,6,11,20,16,22,34,0,0,0,19,32,59,373,388,758,44,43,83,1438,1530,2972,Loxton Waikerie (DC)
43920,58,48,106,319,260,578,42,45,80,104,79,185,464,383,842,128,136,263,59,63,119,83,77,159,266,271,536,8,9,20,7,18,21,15,31,48,12,50,63,0,0,0,44,107,154,43,47,83,0,25,22,3,0,10,8,24,34,0,0,0,54,90,152,4,10,11,5,17,26,0,0,3,10,31,41,331,309,637,11,9,17,1247,1246,2495,Mallala (DC)
50280,92,106,204,510,429,935,81,64,146,112,109,222,699,604,1298,393,377,771,26,19,38,32,42,74,445,437,882,10,13,26,13,14,30,25,17,41,41,93,134,0,0,0,88,137,223,14,15,30,18,50,61,5,6,9,30,83,113,0,0,0,62,156,221,3,10,11,14,32,52,0,0,0,20,46,65,692,667,1358,251,261,516,2353,2409,4768,Augusta-Margaret River (S)
50350,89,74,161,413,349,763,154,135,284,65,80,145,628,558,1194,211,189,403,111,123,238,105,94,197,427,403,834,30,26,60,17,31,49,34,25,60,47,64,117,0,0,0,137,151,282,128,142,272,55,64,125,21,29,53,66,125,194,0,3,0,280,369,652,14,13,29,26,30,62,0,0,0,45,49,95,400,430,826,50,59,106,2046,2092,4146,Bassendean (T)
37570,0,3,5,11,14,29,0,0,0,0,0,0,11,14,29,0,3,3,3,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,7,15,0,0,0,23,32,51,Wujal Wujal (S)
37600,22,24,45,227,179,399,7,8,13,5,15,14,231,195,428,89,119,206,3,0,4,8,6,17,100,125,223,0,0,0,0,7,6,0,3,3,3,3,8,0,0,0,3,10,15,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,10,10,0,0,0,8,3,8,0,0,0,8,3,8,67,75,141,0,0,3,430,451,878,Yarrabah (S)
41330,16,4,21,56,52,110,0,0,0,3,3,6,56,61,118,18,23,46,0,0,0,0,0,0,26,23,49,0,0,0,3,7,4,0,0,3,13,13,28,0,0,0,16,17,32,0,3,4,0,4,4,0,0,0,5,13,19,0,0,0,11,16,28,3,0,3,0,3,5,0,0,0,4,5,10,185,160,348,26,24,55,336,326,667,Coober Pedy (DC)
41560,78,62,141,454,359,809,62,67,130,43,63,108,560,490,1048,354,299,652,5,0,11,42,39,75,400,336,741,12,9,19,8,18,22,32,20,50,16,48,66,0,0,0,62,94,161,8,33,39,7,16,28,3,3,5,15,32,45,0,0,0,32,81,115,9,6,18,10,37,46,0,0,0,18,44,66,595,613,1213,11,15,28,1766,1741,3510,Copper Coast (DC)
41750,4,8,12,54,37,93,0,0,0,0,0,0,54,37,94,11,14,28,3,3,6,0,0,0,21,20,35,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,4,9,0,0,3,0,0,0,0,0,0,3,5,10,0,0,0,4,9,15,0,3,4,0,4,3,0,0,0,3,7,12,45,33,84,0,0,0,137,119,256,Elliston (DC)
40250,20,18,41,106,104,208,0,0,0,0,0,0,106,104,208,70,62,128,0,0,0,0,3,3,70,60,132,4,3,11,0,0,3,3,13,18,13,11,19,0,0,0,23,25,45,0,0,0,0,0,3,0,0,0,4,9,21,0,0,0,5,13,22,0,3,10,5,6,11,0,0,0,4,11,18,143,146,284,4,4,6,375,381,758,Anangu Pitjantjatjara (AC)
40310,173,129,303,721,663,1386,22,26,46,459,420,876,1203,1107,2307,412,405,820,56,39,88,227,268,501,697,712,1404,16,25,45,6,34,44,75,42,113,65,104,168,3,5,3,173,202,376,67,122,188,26,42,65,3,23,23,60,110,164,0,3,3,155,298,448,20,14,37,28,56,78,0,0,0,44,69,118,675,696,1369,47,69,120,3160,3281,6436,Barossa (DC)
40430,18,12,28,90,65,148,0,0,0,6,7,16,91,73,166,47,47,91,0,0,3,11,3,10,53,52,108,3,3,3,0,3,3,3,0,5,6,12,17,0,0,0,10,12,26,0,0,0,0,4,3,0,0,0,3,3,6,0,0,0,4,11,14,0,0,0,0,3,6,0,0,0,0,3,6,91,103,190,0,0,7,264,276,539,Barunga West (DC)
40520,48,54,104,395,336,732,82,61,146,45,36,79,518,435,950,311,283,588,0,0,0,7,5,9,312,289,601,10,14,31,8,21,26,20,19,38,31,34,64,0,0,0,70,83,158,12,31,42,11,17,26,0,4,4,17,38,51,0,0,0,39,85,124,3,10,11,11,24,38,0,0,3,16,36,53,435,431,864,54,53,109,1496,1464,2964,Berri and Barmera (DC)
42110,21,27,43,86,130,216,3,13,13,50,58,103,141,195,332,100,113,212,0,0,0,13,18,34,116,127,239,0,3,0,0,6,5,13,3,12,14,23,33,0,0,0,28,32,61,3,12,12,0,0,0,0,4,7,0,17,17,0,0,0,7,32,40,0,0,0,0,10,9,0,0,0,0,10,9,187,171,354,4,10,13,504,595,1099,Goyder (DC)
42250,49,32,80,325,280,608,75,67,148,40,27,73,445,379,827,156,177,329,64,60,132,28,29,49,245,267,509,0,7,9,0,6,7,25,19,45,22,37,52,0,0,0,50,67,123,5,22,27,6,9,14,3,5,10,9,39,44,0,0,0,21,77,96,4,3,9,12,22,25,0,0,0,11,25,37,733,249,980,12,12,20,1566,1101,2670,Grant (DC)
