lga_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,lga_name16
10050,906.0,909.0,948.0,1040.0,1096.0,59.0,58.0,58.0,58.0,58.0,19067652.0,22210237.0,21920509.0,27098181.0,29836814.0,14060.0,16864.0,15790.0,16719.0,16495.0,21046.0,24434.0,23123.0,26056.0,27223.0,1.5,1.6,1.7,1.9,1.9,Albury (C)
10130,424.0,417.0,413.0,418.0,412.0,58.0,59.0,58.0,58.0,58.0,9392511.0,10596006.0,10304580.0,10750801.0,11528927.0,14393.0,17272.0,15553.0,16526.0,16314.0,22152.0,25410.0,24951.0,25720.0,27983.0,1.4,1.3,1.3,1.3,1.3,Armidale Regional (A)
10250,1007.0,1043.0,1036.0,1057.0,1024.0,59.0,59.0,59.0,59.0,59.0,26187119.0,25286686.0,27094640.0,28038661.0,29312889.0,19320.0,18498.0,19588.0,20000.0,20771.0,26005.0,24244.0,26153.0,26527.0,28626.0,2.6,2.6,2.6,2.6,2.5,Ballina (A)
10300,20.0,,,25.0,21.0,58.0,,,57.0,58.0,321927.0,,,436101.0,459924.0,12406.0,,,9259.0,12508.0,16096.0,,,17444.0,21901.0,0.6,,,0.8,1.0,Balranald (A)
10470,586.0,605.0,617.0,612.0,600.0,57.0,58.0,58.0,58.0,58.0,13840854.0,15288448.0,15019951.0,16620528.0,16977647.0,12718.0,15294.0,13501.0,14270.0,15922.0,23619.0,25270.0,24344.0,27158.0,28296.0,1.1,1.2,1.2,1.3,1.3,Bathurst Regional (A)
10550,1100.0,1114.0,1123.0,1128.0,1200.0,60.0,60.0,60.0,61.0,60.0,30841028.0,31518081.0,32421479.0,35490773.0,36738714.0,22500.0,23508.0,23937.0,25873.0,26092.0,28037.0,28293.0,28870.0,31463.0,30616.0,4.0,4.1,4.2,4.3,4.4,Bega Valley (A)
10600,296.0,286.0,293.0,282.0,289.0,59.0,59.0,59.0,59.0,59.0,7441306.0,6901556.0,7814683.0,7377848.0,7409669.0,21626.0,19757.0,21488.0,21791.0,20156.0,25140.0,24131.0,26671.0,26163.0,25639.0,2.8,2.6,2.6,2.6,2.6,Bellingen (A)
10650,169.0,178.0,141.0,151.0,124.0,58.0,58.0,59.0,59.0,59.0,3157419.0,3834382.0,2260267.0,2606751.0,2239199.0,9898.0,10206.0,10423.0,11139.0,10829.0,18683.0,21541.0,16030.0,17263.0,18058.0,1.6,1.6,1.3,1.5,1.3,Berrigan (A)
10750,2588.0,2531.0,2722.0,2799.0,2943.0,57.0,57.0,57.0,57.0,57.0,48261915.0,52689745.0,56754131.0,58181883.0,65190432.0,10000.0,11507.0,10330.0,10312.0,11297.0,18648.0,20818.0,20850.0,20787.0,22151.0,0.8,0.7,0.8,0.7,0.8,Blacktown (C)
10800,59.0,52.0,61.0,66.0,68.0,58.0,58.0,58.0,58.0,57.0,985690.0,977968.0,1450597.0,1582594.0,1422443.0,10000.0,10258.0,10756.0,9933.0,9568.0,16707.0,18807.0,23780.0,23979.0,20918.0,0.6,0.5,0.8,0.9,1.0,Bland (A)
10850,113.0,98.0,98.0,106.0,106.0,57.0,58.0,58.0,57.0,57.0,2101409.0,2076082.0,2683260.0,2435696.0,2662813.0,9818.0,16231.0,16616.0,13865.0,14669.0,18597.0,21185.0,27380.0,22978.0,25121.0,1.3,1.4,1.4,1.6,1.5,Blayney (A)
10900,1916.0,1922.0,1863.0,1768.0,1787.0,59.0,59.0,59.0,59.0,59.0,45098420.0,49705562.0,48629294.0,49014166.0,53500841.0,17230.0,18365.0,18435.0,19988.0,20888.0,23538.0,25861.0,26103.0,27723.0,29939.0,2.3,2.2,2.2,2.1,2.2,Blue Mountains (C)
10950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bogan (A)
11100,372.0,373.0,409.0,415.0,414.0,57.0,58.0,57.0,57.0,57.0,7465400.0,8615520.0,9133614.0,11936118.0,9266326.0,12636.0,15849.0,12623.0,12351.0,13762.0,20068.0,23098.0,22332.0,28762.0,22382.0,0.8,0.8,0.8,0.8,0.8,Botany Bay (C)
11150,,,,20.0,,,,,59.0,,,,,369967.0,,,,,9142.0,,,,,18498.0,,,,,0.4,,Bourke (A)
11200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewarrina (A)
11250,189.0,209.0,207.0,200.0,223.0,57.0,57.0,57.0,57.0,57.0,3541568.0,4132092.0,4189017.0,3991181.0,5233395.0,10000.0,10000.0,10000.0,10314.0,10000.0,18738.0,19771.0,20237.0,19956.0,23468.0,1.0,0.9,1.0,0.9,1.1,Broken Hill (C)
13910,285.0,292.0,291.0,301.0,335.0,59.0,59.0,59.0,59.0,59.0,6125688.0,7548553.0,6971175.0,7937221.0,8600359.0,15111.0,17046.0,17163.0,17707.0,17703.0,21494.0,25851.0,23956.0,26370.0,25673.0,1.7,1.8,1.7,1.8,1.8,Hilltops (A)
14000,2584.0,2579.0,2527.0,2463.0,2401.0,59.0,59.0,60.0,59.0,59.0,55926647.0,61912373.0,60571379.0,61072348.0,63769473.0,14034.0,15861.0,14622.0,15882.0,18322.0,21643.0,24006.0,23970.0,24796.0,26560.0,1.3,1.3,1.3,1.2,1.2,Hornsby (A)
