lga_code_2016,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot,lga_name16
51260,15,7,15,27,31,79,217,307,166,850,0,7,22,17,12,10,13,7,3,99,111,115,315,351,357,416,386,345,237,2628,862,1470,3706,4809,4766,4560,3943,2012,842,26969,Busselton (C)
51310,0,3,3,9,9,15,47,133,92,318,0,0,3,3,0,0,5,16,6,42,49,68,208,186,169,136,162,190,111,1278,632,1508,2815,3566,3940,3051,1985,1469,833,19812,Cambridge (T)
51330,9,23,108,164,167,332,485,522,298,2111,3,28,129,77,84,107,70,71,51,620,210,485,869,594,476,452,455,445,367,4361,2908,8185,14622,11932,10900,9411,6577,3370,1508,69410,Canning (C)
51680,0,0,3,0,10,17,32,33,8,105,0,0,3,0,0,5,0,0,0,12,35,13,40,64,81,72,54,36,5,412,179,212,453,694,882,767,538,235,40,3990,Chittering (S)
54830,12,9,33,69,80,150,235,159,66,817,0,3,23,22,24,18,17,16,3,126,176,360,849,675,457,327,305,203,69,3410,1247,2824,7306,5767,4468,3209,2104,1082,312,28333,Kwinana (C)
54900,0,0,0,0,0,3,17,6,3,35,0,0,0,0,0,0,0,3,0,8,6,3,23,19,12,15,13,9,3,104,23,51,171,190,177,186,100,49,11,959,Lake Grace (S)
51750,0,0,7,0,0,6,4,20,16,59,0,0,0,0,3,3,0,3,0,10,44,46,102,82,94,99,98,88,62,728,268,650,1117,1013,1313,1148,1046,736,452,7747,Claremont (T)
51820,20,26,51,136,226,451,847,930,341,3019,3,16,43,68,51,71,79,131,70,535,319,391,1045,888,850,741,700,612,379,5923,3019,6575,16220,15875,13847,10616,6899,3680,1401,78132,Cockburn (C)
51890,6,0,4,15,6,63,100,110,37,338,0,0,0,3,0,3,4,0,0,11,44,44,108,85,94,122,117,100,47,765,277,514,978,966,1156,1266,897,411,146,6619,Collie (S)
55460,0,0,4,5,6,20,43,39,17,130,0,16,0,0,0,0,0,3,0,18,11,40,24,32,38,32,49,22,16,267,93,306,399,369,434,432,318,149,70,2570,Merredin (S)
52100,0,0,0,0,0,8,15,15,7,41,0,0,0,0,0,0,0,0,0,3,3,6,13,15,12,7,9,13,5,91,17,53,113,132,140,162,117,83,34,846,Corrigin (S)
52170,0,0,3,3,0,0,7,18,30,68,0,0,0,0,0,0,0,0,0,0,22,28,69,37,63,56,47,29,25,380,171,397,887,821,1086,1004,758,352,220,5692,Cottesloe (T)
52240,0,0,0,4,0,5,14,17,5,42,0,0,0,0,0,0,0,0,0,0,3,3,21,18,14,13,18,5,3,100,22,35,124,147,143,160,121,61,14,819,Cranbrook (S)
52310,0,0,3,0,3,3,10,7,3,27,0,0,0,0,0,0,0,0,0,3,7,3,14,18,16,9,19,12,3,91,19,13,75,93,130,127,122,40,15,638,Cuballing (S)
52380,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,6,3,20,7,10,12,14,3,0,82,5,18,48,35,57,89,65,20,3,340,Cue (S)
52450,0,0,0,0,5,11,18,10,5,51,0,0,0,0,0,0,0,0,0,0,12,7,19,19,16,28,14,16,9,133,54,72,169,182,164,197,127,74,27,1062,Cunderdin (S)
52520,0,3,0,0,12,12,19,12,10,67,0,0,0,0,0,0,0,0,0,0,8,4,22,29,15,15,12,10,4,122,29,80,204,200,167,207,123,70,24,1103,Dalwallinu (S)
52590,0,0,3,6,8,18,43,57,14,146,0,0,0,0,0,0,0,0,0,0,6,12,58,35,46,52,56,31,6,311,64,124,409,392,481,582,525,219,42,2847,Dandaragan (S)
52940,0,0,0,0,0,0,11,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,7,3,5,42,16,22,63,80,90,104,86,36,10,518,Dowerin (S)
53010,0,0,0,0,0,7,4,12,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,10,8,20,13,8,0,69,5,22,98,88,86,122,65,46,4,528,Dumbleyung (S)
53080,0,0,3,0,5,13,26,6,0,54,0,0,0,0,0,0,0,0,0,3,3,18,80,49,81,103,100,15,0,444,19,69,245,159,264,317,299,49,4,1429,Dundas (S)
53150,0,0,0,3,7,7,31,61,25,135,0,0,0,3,0,3,3,5,0,17,18,17,50,60,67,48,39,56,60,427,170,422,701,932,1204,1011,638,378,168,5624,East Fremantle (T)
53220,8,4,26,39,46,70,42,18,3,261,0,0,4,9,15,13,14,5,0,64,54,263,1352,1063,938,544,137,15,0,4369,208,1011,4917,3972,3370,1954,564,75,3,16066,East Pilbara (S)
53290,3,0,7,6,27,47,127,127,53,403,0,0,3,0,11,0,6,3,0,26,104,81,213,194,289,276,255,140,70,1626,440,714,1610,1704,2056,1787,1423,658,241,10636,Esperance (S)
53360,0,0,0,0,9,16,72,55,3,153,0,0,0,0,0,0,0,0,0,3,18,18,74,60,60,111,89,35,8,472,60,151,568,542,573,967,1054,277,32,4234,Exmouth (S)
53430,5,4,15,17,30,101,225,414,226,1040,3,0,13,3,8,20,23,54,30,156,76,143,448,378,394,394,309,275,191,2617,636,1524,4494,3994,4205,3900,2801,1673,753,23984,Fremantle (C)
53570,0,4,4,8,5,19,48,68,18,165,0,0,11,0,9,5,3,4,0,31,22,14,40,51,62,84,117,56,19,458,113,204,510,528,703,827,785,318,65,4054,Gingin (S)
53640,3,0,0,3,3,4,11,10,0,30,0,0,0,0,0,3,0,0,0,5,5,6,20,11,32,23,18,5,3,127,30,71,172,150,170,201,107,37,9,934,Gnowangerup (S)
54280,20,14,48,40,58,108,188,132,57,657,0,3,11,17,14,21,6,7,5,85,152,232,673,556,533,521,301,130,32,3132,956,2046,5391,4554,4241,3298,1607,581,162,22834,Kalgoorlie/Boulder (C)
54310,9,14,36,22,48,75,104,30,3,340,5,0,4,10,3,3,3,4,3,47,92,241,1013,840,789,417,149,45,7,3583,507,1401,5179,4645,3782,2321,998,203,26,19067,Karratha (C)
53710,0,0,0,0,0,11,11,15,10,50,0,0,0,0,0,0,0,0,0,0,13,4,6,21,15,16,16,6,11,109,24,34,102,119,145,145,119,70,28,788,Goomalling (S)
53780,42,90,304,397,431,556,718,636,293,3466,17,61,207,264,243,172,146,113,50,1269,384,606,1280,1131,805,751,666,601,380,6602,3705,8090,18697,17189,14462,11664,8063,4031,1391,87284,Gosnells (C)
53800,15,10,26,53,85,218,398,417,180,1405,0,3,5,5,18,24,31,30,17,130,215,236,531,479,540,471,402,337,160,3379,1287,2176,4633,4772,5454,4709,3345,1825,649,28852,Greater Geraldton (C)
53920,19,21,32,26,38,55,35,6,3,235,3,3,3,3,3,22,24,13,3,74,87,78,190,146,109,80,45,20,3,755,212,313,651,479,421,434,307,55,12,2871,Halls Creek (S)
53990,6,5,18,23,37,97,175,225,81,665,3,7,8,10,3,3,8,12,10,62,171,85,215,242,257,255,257,164,56,1708,853,1182,3034,3380,3585,3114,2256,1037,290,18723,Harvey (S)
54060,3,0,0,9,4,18,52,43,23,156,0,0,0,0,0,3,4,0,3,8,9,3,31,30,47,44,71,33,8,281,74,102,311,396,474,610,612,280,83,2942,Irwin (S)
54130,0,0,0,0,0,3,4,9,3,18,0,0,0,0,0,0,0,0,0,4,0,3,25,16,19,25,13,12,0,119,8,45,163,130,177,192,86,46,5,856,Jerramungup (S)
54170,21,11,59,74,109,257,540,663,409,2141,3,12,30,37,40,28,34,40,27,260,334,342,660,689,735,777,746,657,441,5377,4803,9714,16802,20168,22771,20115,13414,5640,2459,115890,Joondalup (C)
54200,6,13,47,65,94,145,336,379,155,1240,0,3,37,36,22,27,19,27,12,195,162,167,391,349,374,447,401,354,191,2846,1709,3264,6783,7422,7712,6686,5396,2835,886,42688,Kalamunda (S)
54340,0,3,19,25,28,29,49,52,30,233,0,0,19,26,30,27,31,13,3,150,27,28,75,78,102,93,70,58,33,565,144,246,508,516,568,525,352,241,87,3187,Katanning (S)
54410,0,0,4,3,7,10,22,30,13,85,0,0,0,0,0,0,0,3,0,11,7,8,17,10,20,16,24,18,15,131,29,45,125,120,192,156,142,105,46,954,Kellerberrin (S)
54480,0,0,0,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,18,8,6,12,3,0,60,3,12,65,96,89,65,54,17,5,395,Kent (S)
54550,0,0,3,4,0,11,16,17,11,59,0,0,0,0,0,0,0,0,0,0,7,7,23,16,34,27,23,21,14,178,35,83,228,204,309,277,196,116,55,1503,Kojonup (S)
54620,0,0,0,3,3,6,13,8,6,38,0,0,0,0,0,0,0,0,0,6,0,4,22,21,20,24,7,3,0,102,14,36,171,169,165,167,104,52,11,879,Kondinin (S)
54690,0,0,0,0,0,3,7,3,3,19,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,3,3,0,27,5,11,38,52,53,77,43,26,7,313,Koorda (S)
54760,0,0,0,0,4,0,14,13,3,30,0,0,0,0,0,0,0,0,0,3,0,3,3,4,13,0,9,3,4,50,9,33,85,101,122,88,78,36,20,576,Kulin (S)
54970,3,5,6,7,3,14,12,7,0,56,0,0,0,0,0,0,0,0,0,8,6,39,164,120,131,78,10,3,0,548,29,170,689,534,554,334,78,22,3,2406,Laverton (S)
55040,0,0,0,8,7,10,11,0,4,42,0,0,0,0,0,0,0,0,0,9,9,59,259,191,171,111,34,8,4,844,33,157,767,579,525,348,119,19,6,2553,Leonora (S)
55110,26,17,59,98,136,276,658,850,393,2511,3,8,13,18,30,33,18,25,14,157,239,267,521,531,647,697,882,922,500,5194,2422,4260,8365,8839,9893,9583,9329,5804,2090,60591,Mandurah (C)
55180,0,0,7,9,19,43,85,125,59,349,0,3,13,11,6,0,4,10,8,55,44,35,102,95,144,145,124,124,54,871,246,408,867,999,1407,1406,1054,558,192,7144,Manjimup (S)
55250,0,0,4,4,7,7,16,4,0,44,0,0,3,3,0,0,0,0,0,8,30,28,139,105,102,66,35,11,5,515,45,89,433,343,331,213,134,25,3,1621,Meekatharra (S)
55320,11,8,40,36,95,196,391,678,473,1929,5,6,26,30,31,50,43,57,33,281,199,277,590,517,541,605,652,847,806,5026,2924,6581,11124,12059,13117,12430,9207,5712,3242,76393,Melville (C)
55950,0,0,0,0,0,0,4,7,4,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,12,4,5,0,37,4,16,76,65,62,89,51,41,13,419,Mukinbudin (S)
55390,3,0,6,3,5,3,0,0,0,22,0,0,0,0,0,3,7,6,0,12,3,11,49,32,36,19,9,3,0,155,26,70,243,188,178,119,53,12,4,876,Menzies (S)
55530,0,0,0,0,0,3,7,13,6,26,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,22,11,6,0,73,13,22,72,67,70,116,78,40,10,483,Mingenew (S)
56090,0,4,16,36,46,98,215,249,103,765,3,3,6,5,10,11,11,10,5,69,132,337,843,728,555,371,329,210,129,3632,1131,2090,4099,4763,5864,5077,3888,1693,589,29198,Mundaring (S)
55670,0,0,0,0,0,6,5,15,3,27,0,0,0,0,0,0,0,0,0,0,0,5,7,5,15,17,4,17,5,67,30,40,78,83,96,110,61,55,18,567,Morawa (S)
55600,0,0,0,8,4,17,33,18,17,92,0,0,0,0,0,0,3,3,0,3,10,7,30,47,42,37,30,19,7,227,54,136,258,331,355,324,249,114,44,1867,Moora (S)
56620,27,38,65,46,53,38,22,7,0,288,0,0,0,0,0,0,0,0,0,6,52,51,87,79,59,37,28,9,0,409,123,160,316,232,195,166,80,20,3,1293,Ngaanyatjarraku (S)
56860,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,12,4,23,16,27,28,48,21,15,8,190,Nungarin (S)
56930,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,9,8,16,6,13,10,13,5,3,85,58,119,118,116,228,214,148,94,41,1130,Peppermint Grove (S)
55740,3,0,5,0,3,3,14,23,11,64,0,0,3,3,0,0,3,5,0,18,14,20,129,67,91,79,108,94,79,677,204,479,1157,1029,1259,1000,857,450,193,6625,Mosman Park (T)
55810,0,0,0,0,0,8,10,3,0,24,0,0,0,0,0,0,0,0,0,3,7,3,32,21,31,25,27,3,0,157,17,24,107,88,110,115,114,19,3,596,Mount Magnet (S)
55880,0,0,0,3,0,3,3,9,4,18,0,0,0,0,5,0,0,0,0,3,0,0,11,13,5,0,9,0,0,38,4,11,73,79,86,71,55,23,7,412,Mount Marshall (S)
57420,0,0,0,4,3,9,32,15,8,69,0,0,0,0,0,0,0,0,0,6,3,5,31,46,26,55,38,6,4,219,28,70,253,279,272,294,241,84,19,1543,Ravensthorpe (S)
56160,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,40,20,33,25,3,0,0,138,9,20,47,34,56,57,17,9,0,250,Murchison (S)
56230,0,5,11,14,34,66,178,170,70,545,0,0,3,3,4,0,14,3,3,35,74,63,117,141,171,196,223,169,50,1217,522,817,1559,1820,2169,2163,2011,1105,292,12466,Murray (S)
56300,0,0,0,0,3,9,11,13,0,36,0,0,0,0,0,0,0,0,0,3,0,3,11,11,21,41,34,17,3,142,20,40,92,122,205,279,245,84,21,1100,Nannup (S)
57490,35,32,82,128,187,362,653,611,302,2398,3,9,32,31,41,34,33,24,14,216,495,782,1517,1122,1137,898,877,891,482,8206,4080,8374,17592,16475,16373,11928,8474,4751,1700,89747,Rockingham (C)
65010,3,0,6,10,24,55,81,52,25,259,0,0,0,0,0,0,3,3,0,6,29,17,42,59,83,83,79,44,18,452,201,257,577,649,942,955,673,254,83,4599,Southern Midlands (M)
65210,0,0,3,4,6,16,31,24,13,107,0,0,0,0,0,0,0,0,0,6,8,10,25,22,47,51,72,34,28,297,29,62,172,216,336,480,413,167,60,1946,Tasman (M)
65410,3,3,12,32,40,92,152,187,131,645,0,0,4,5,19,6,3,3,3,41,37,35,87,105,161,160,184,156,66,992,382,607,1308,1445,2030,1999,1601,905,309,10590,Waratah/Wynyard (M)
65610,3,0,8,7,9,43,35,40,13,163,0,0,0,0,6,4,4,0,0,14,19,19,55,49,75,83,66,36,10,416,95,223,513,530,717,699,424,206,41,3451,West Coast (M)
65810,14,0,12,10,29,98,158,176,117,617,0,6,8,4,3,10,3,8,7,55,94,67,126,116,186,236,234,212,129,1396,615,1090,2061,2437,3167,3343,2599,1322,483,17115,West Tamar (M)
56370,0,0,3,0,3,8,8,7,8,32,0,0,0,4,3,0,0,0,0,9,0,3,6,7,4,14,17,12,3,62,12,36,117,68,105,132,82,54,29,629,Narembeen (S)
56460,4,4,5,3,14,23,47,53,45,200,0,0,3,0,0,0,0,0,5,12,63,33,72,44,84,118,78,58,24,578,199,278,564,521,650,715,487,272,132,3820,Narrogin (S)
56580,0,3,6,6,11,22,46,64,65,215,0,0,0,3,3,11,0,13,6,41,45,66,103,120,157,187,193,155,158,1180,617,1511,1770,2437,3120,2817,2332,1256,729,16590,Nedlands (C)
56730,4,4,9,20,27,60,116,97,50,383,0,6,0,3,5,3,6,4,3,36,52,128,325,259,209,199,180,116,61,1520,321,617,1352,1356,1447,1601,1194,561,197,8653,Northam (S)
56790,0,0,0,5,6,28,83,59,18,200,0,0,0,0,0,0,0,0,0,5,12,17,54,45,84,133,193,88,20,636,56,138,359,374,559,919,1024,388,70,3889,Northampton (S)
57630,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,0,0,24,0,7,0,12,22,52,42,7,0,144,Sandstone (S)
57700,12,5,21,27,40,73,136,105,56,470,0,0,11,17,3,3,11,3,0,54,85,116,297,308,303,189,113,86,26,1525,867,1778,4289,3598,3553,2539,1571,649,190,19030,Serpentine-Jarrahdale (S)
57770,0,0,3,0,3,9,42,26,13,93,0,0,0,0,0,0,0,0,0,0,0,6,40,29,38,37,70,38,10,261,12,56,203,209,235,450,564,170,40,1942,Shark Bay (S)
57840,10,6,17,25,50,82,112,170,140,608,3,4,27,15,21,20,14,18,15,135,143,213,494,373,340,340,331,280,359,2869,1388,3576,6954,5318,5189,5088,3570,1780,1121,33982,South Perth (C)
57910,49,90,323,402,442,764,1471,2044,1033,6614,18,59,211,234,247,259,216,368,152,1763,509,851,2769,1868,1555,1433,1483,1484,1127,13074,4869,13126,38144,29489,25536,21668,16357,10661,4777,164642,Stirling (C)
57980,0,6,3,12,14,20,43,47,52,194,0,0,3,3,4,3,3,5,4,34,44,88,292,201,139,145,174,120,79,1279,656,1796,3533,2581,2184,2037,1755,966,416,15915,Subiaco (C)
58050,29,50,183,283,396,607,806,708,331,3388,8,34,100,143,150,174,108,100,38,850,463,691,1413,1283,1237,1001,910,757,464,8226,4260,9191,20520,18776,17857,13401,8325,3979,1421,97730,Swan (C)
58190,0,0,0,3,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,5,11,8,11,11,5,0,0,48,9,28,52,53,64,51,32,19,3,305,Tammin (S)
58260,0,0,0,0,5,0,12,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,4,10,7,3,45,8,22,78,80,86,81,71,17,14,453,Three Springs (S)
57000,0,0,0,0,0,0,9,3,0,15,0,0,0,0,0,0,0,0,0,5,0,3,41,21,30,23,11,4,3,135,9,38,225,160,201,167,59,16,9,874,Perenjori (S)
57080,4,14,29,24,20,29,71,49,24,264,0,6,33,6,12,7,9,9,7,92,124,518,1625,1006,940,692,402,188,63,5556,835,2991,8269,4024,3284,2738,1727,717,213,24794,Perth (C)
57140,0,0,3,0,3,3,17,17,9,58,0,0,0,0,0,0,0,0,0,0,5,8,19,8,14,34,26,16,4,136,26,40,117,100,147,204,139,86,26,892,Pingelly (S)
57210,0,5,5,14,10,24,42,48,25,171,0,4,9,6,9,6,7,0,0,36,21,27,64,92,102,89,84,54,21,547,148,209,419,601,770,791,633,297,96,3968,Plantagenet (S)
57280,4,3,16,26,53,66,64,36,4,270,3,0,4,3,5,15,21,17,4,78,96,181,728,595,576,400,158,40,7,2801,369,989,3837,2935,2664,1775,679,164,31,13441,Port Hedland (T)
57350,0,0,0,0,3,4,21,16,5,47,0,0,0,0,0,0,0,0,0,0,3,3,10,12,18,20,22,16,4,118,30,29,100,73,153,183,130,80,32,820,Quairading (S)
58330,0,0,0,5,9,32,54,50,14,164,0,0,0,0,0,0,3,6,0,6,24,14,29,43,73,80,96,43,6,398,118,164,300,397,728,831,743,270,37,3593,Toodyay (S)
59030,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,3,3,7,14,5,15,7,5,0,58,3,21,52,77,51,65,24,19,0,317,Westonia (S)
58400,0,0,0,0,0,4,7,3,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,3,10,22,6,7,3,57,7,21,21,38,71,59,47,21,8,282,Trayning (S)
72800,16,14,40,65,97,137,163,85,24,625,0,12,14,11,22,31,22,10,4,137,175,233,613,490,358,313,180,69,30,2459,965,2519,6632,5421,4043,2567,1229,433,99,23914,Palmerston (C)
58470,0,0,0,0,0,0,8,4,0,11,0,0,0,0,0,0,0,0,0,0,10,9,23,7,8,14,8,0,0,86,17,29,67,40,46,70,54,9,0,322,Upper Gascoyne (S)
58510,6,14,37,38,52,83,139,237,177,790,0,23,35,21,29,34,36,27,18,223,106,264,802,525,480,406,345,347,460,3736,1013,3221,7952,5172,3990,3245,2167,1383,1101,29256,Victoria Park (T)
70200,23,32,76,117,162,195,212,110,41,964,3,3,21,30,31,33,34,28,16,208,146,237,703,547,634,580,411,141,42,3433,662,1432,4427,3783,4068,3633,2074,682,175,20919,Alice Springs (T)
73600,79,79,113,104,102,102,111,24,3,723,6,4,14,16,20,39,28,15,0,159,118,72,163,118,151,158,142,36,0,953,442,557,1275,955,969,1023,871,184,14,6277,Roper Gulf (R)
74050,18,7,15,17,16,25,15,11,0,120,0,0,0,0,4,0,0,3,0,13,12,16,24,52,19,33,17,0,0,159,114,206,417,385,340,255,79,28,4,1830,Tiwi Islands (R)
74550,16,19,43,29,45,42,36,14,0,240,3,3,11,14,20,17,22,25,5,123,48,103,156,74,94,89,51,16,3,638,196,361,532,331,397,427,299,80,4,2634,Victoria Daly (R)
58540,0,0,3,0,3,6,8,13,0,35,0,0,0,0,0,0,0,0,0,0,0,3,16,20,13,9,10,13,3,87,17,30,103,117,167,137,95,51,8,730,Victoria Plains (S)
74680,41,38,97,59,52,49,18,3,0,364,5,3,5,3,4,9,5,5,0,51,21,19,131,73,29,18,8,0,0,300,173,291,639,393,285,208,49,17,0,2055,West Daly (R)
79399,0,0,12,21,25,39,76,10,0,194,0,0,3,3,10,5,4,0,0,29,71,138,399,329,337,396,271,42,3,1976,189,519,1676,1489,1487,1477,916,128,12,7886,Unincorporated NT
58570,8,9,28,19,37,75,180,305,233,897,0,6,20,12,15,24,29,75,49,222,105,247,818,419,343,305,227,175,141,2774,615,2432,8327,5316,4152,3215,1846,1084,635,27630,Vincent (C)
58610,0,0,0,3,3,4,19,24,23,77,0,0,3,0,0,0,0,0,0,8,14,7,18,23,33,36,27,23,14,199,49,67,145,196,245,279,250,128,63,1410,Wagin (S)
58680,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,11,14,3,3,50,9,15,36,56,86,69,49,30,4,344,Wandering (S)
58760,40,62,270,381,488,621,854,799,351,3864,8,42,207,257,309,283,147,127,55,1433,629,771,1662,1472,1484,1107,936,848,529,9448,6333,12543,28484,27296,24735,16220,10807,5499,1837,133757,Wanneroo (C)
58820,0,0,3,8,10,20,58,58,26,172,0,0,0,0,0,0,7,11,3,18,24,14,41,53,37,67,63,77,39,411,137,185,365,436,581,586,444,277,101,3115,Waroona (S)
58890,0,0,0,0,3,6,5,14,4,31,0,0,0,0,0,0,0,0,0,3,0,3,5,7,9,18,10,3,3,56,13,19,70,78,135,147,86,48,23,623,West Arthur (S)
62010,0,0,0,0,3,3,9,6,4,30,0,0,0,0,0,0,0,0,0,3,3,4,12,9,13,8,14,13,3,71,7,33,80,89,125,188,151,56,17,752,Flinders (M) (Tas.)
62210,3,7,5,10,17,52,92,71,47,305,0,0,6,0,0,3,0,0,3,11,31,42,58,64,111,107,110,81,30,629,211,329,605,673,968,1036,859,385,122,5190,George Town (M)
62410,3,0,4,7,13,25,45,51,22,166,0,0,0,0,0,3,0,4,11,18,15,11,30,39,60,82,104,80,37,460,87,132,357,415,569,870,802,350,111,3701,Glamorgan/Spring Bay (M)
59100,0,0,0,0,0,0,11,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,14,10,7,5,58,10,21,78,81,118,99,84,40,18,546,Wickepin (S)
74560,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,3,0,0,18,6,16,29,57,85,90,69,17,3,368,Wagait (S)
74660,41,40,72,69,91,79,40,15,0,446,7,12,33,20,39,13,15,13,3,155,80,109,204,260,233,141,61,14,5,1098,350,595,1279,1061,973,765,385,71,10,5490,West Arnhem (R)
59170,0,0,0,0,0,4,9,5,4,27,0,0,0,0,0,0,0,0,0,0,3,3,9,6,14,19,14,9,3,83,15,45,128,103,114,176,93,42,13,734,Williams (S)
59250,3,0,6,10,6,12,9,5,0,57,0,0,0,3,0,3,0,0,0,7,8,21,106,78,68,49,21,0,0,346,24,99,430,298,267,196,74,8,0,1401,Wiluna (S)
89399,70,120,259,371,540,1094,1684,1613,892,6628,10,57,174,175,213,211,199,236,105,1389,1063,1919,4397,3461,3121,2617,2119,1751,1382,21826,11460,31290,65900,58500,51309,41155,28354,13922,6100,307981,Unincorporated ACT
99399,0,0,6,6,26,62,59,22,3,188,0,0,0,0,9,47,50,22,0,135,31,74,213,141,163,152,99,45,13,927,92,241,698,698,797,821,599,216,59,4225,Unincorp. Other Territories
62610,27,48,126,114,115,273,422,520,397,2043,12,17,42,76,101,62,43,27,15,387,188,161,360,378,492,476,497,474,249,3280,1429,2813,6146,5600,6041,5673,4127,2605,1117,35547,Glenorchy (C)
62810,16,14,38,43,59,115,179,281,299,1041,3,11,31,19,23,28,19,23,10,162,104,307,634,494,501,505,414,309,218,3489,1347,4637,8014,6589,6840,6504,4631,2496,1439,42486,Hobart (C)
63010,3,11,11,19,35,104,151,119,91,539,0,0,6,0,5,6,7,4,0,31,51,49,101,151,146,190,209,160,44,1091,471,665,1480,1846,2319,2592,1982,877,258,12491,Huon Valley (M)
63210,0,0,10,8,14,57,64,86,44,290,0,0,0,0,3,4,9,3,0,22,31,21,43,52,84,94,87,43,28,489,208,265,575,679,1011,1019,763,311,99,4930,Kentish (M)
63410,0,0,0,3,0,7,11,16,21,61,0,0,0,0,0,0,0,0,0,0,19,7,19,9,22,24,15,17,5,140,39,68,208,154,222,242,166,104,43,1244,King Island (M)
63610,11,6,19,26,45,100,133,197,139,673,3,0,0,6,8,6,9,3,0,41,69,62,180,155,206,252,267,205,87,1490,740,1675,3772,4395,4801,4799,3626,1846,693,26351,Kingborough (M)
63810,6,0,4,8,18,47,98,118,104,408,0,3,0,4,3,3,4,6,0,15,27,28,59,73,88,107,133,120,64,695,278,475,994,1166,1427,1566,1391,729,263,8288,Latrobe (M) (Tas.)
64010,39,68,123,136,201,329,485,578,588,2531,7,29,62,106,112,58,46,44,22,488,271,373,617,534,669,669,764,533,327,4760,2237,5089,8201,7775,8585,7905,6156,3398,1695,51036,Launceston (C)
64210,4,7,10,15,32,102,184,211,178,747,0,6,4,3,7,3,7,8,0,36,63,57,126,143,178,191,214,171,63,1200,553,952,1877,2153,2747,2755,2175,1135,453,14798,Meander Valley (M)
59310,0,0,0,0,0,4,11,9,14,47,0,0,0,0,0,0,0,0,0,4,0,0,10,11,10,11,7,13,0,67,24,54,176,170,186,208,142,40,28,1028,Wongan-Ballidu (S)
59320,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,0,0,16,10,14,44,55,70,73,31,12,0,299,Woodanilling (S)
59330,0,0,0,0,3,7,9,10,3,31,0,0,0,0,0,0,0,0,0,3,0,0,8,3,10,11,16,14,8,76,9,21,56,43,79,89,76,48,17,428,Wyalkatchem (S)
59340,7,15,19,25,47,67,109,34,8,332,10,7,23,5,17,21,10,13,3,101,51,110,266,209,257,238,204,47,3,1377,268,602,1574,1329,1496,1619,1154,239,27,8308,Wyndham-East Kimberley (S)
59350,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,5,42,28,36,26,3,3,0,146,15,46,196,144,195,116,37,11,3,753,Yalgoo (S)
59360,0,0,3,3,3,17,16,16,5,68,0,0,0,0,0,4,0,0,0,3,6,15,87,78,92,68,13,15,11,380,15,82,340,317,411,299,139,61,18,1682,Yilgarn (S)
59370,0,3,3,5,5,26,42,42,16,140,0,0,0,0,0,0,0,0,0,3,16,19,32,37,44,72,91,59,26,388,76,134,256,323,508,611,590,260,85,2841,York (S)
