lga_code16,hnfa_15_19_ewft,hnfa_15_19_ewpt,hnfa_15_19_eafw,hnfa_15_19_ehw_ns,hnfa_15_19_tot,hnfa_20_24_ewft,hnfa_20_24_ewpt,hnfa_20_24_eafw,hnfa_20_24_ehw_ns,hnfa_20_24_tot,hnfa_25_29_ewft,hnfa_25_29_ewpt,hnfa_25_29_eafw,hnfa_25_29_ehw_ns,hnfa_25_29_tot,hnfa_30_34_ewft,hnfa_30_34_ewpt,hnfa_30_34_eafw,hnfa_30_34_ehw_ns,hnfa_30_34_tot,hnfa_35_39_ewft,hnfa_35_39_ewpt,hnfa_35_39_eafw,hnfa_35_39_ehw_ns,hnfa_35_39_tot,hnfa_40_44_ewft,hnfa_40_44_ewpt,hnfa_40_44_eafw,hnfa_40_44_ehw_ns,hnfa_40_44_tot,hnfa_45_49_ewft,hnfa_45_49_ewpt,hnfa_45_49_eafw,hnfa_45_49_ehw_ns,hnfa_45_49_tot,hnfa_50_54_ewft,hnfa_50_54_ewpt,hnfa_50_54_eafw,hnfa_50_54_ehw_ns,hnfa_50_54_tot,hnfa_55_59_ewft,hnfa_55_59_ewpt,hnfa_55_59_eafw,hnfa_55_59_ehw_ns,hnfa_55_59_tot,hnfa_60_64_ewft,hnfa_60_64_ewpt,hnfa_60_64_eafw,hnfa_60_64_ehw_ns,hnfa_60_64_tot,hnfa_65_69_ewft,hnfa_65_69_ewpt,hnfa_65_69_eafw,hnfa_65_69_ehw_ns,hnfa_65_69_tot,hnfa_70_74_ewft,hnfa_70_74_ewpt,hnfa_70_74_eafw,hnfa_70_74_ehw_ns,hnfa_70_74_tot,hnfa_75ov_ewft,hnfa_75ov_ewpt,hnfa_75ov_eafw,hnfa_75ov_ehw_ns,hnfa_75ov_tot,hnfa_tot_ewft,hnfa_tot_ewpt,hnfa_tot_eafw,hnfa_tot_ehw_ns,hnfa_tot_tot,dnhnfa_15_19_ewft,dnhnfa_15_19_ewpt,dnhnfa_15_19_eafw,dnhnfa_15_19_ehw_ns,dnhnfa_15_19_tot,dnhnfa_20_24_ewft,dnhnfa_20_24_ewpt,dnhnfa_20_24_eafw,dnhnfa_20_24_ehw_ns,dnhnfa_20_24_tot,dnhnfa_25_29_ewft,dnhnfa_25_29_ewpt,dnhnfa_25_29_eafw,dnhnfa_25_29_ehw_ns,dnhnfa_25_29_tot,dnhnfa_30_34_ewft,dnhnfa_30_34_ewpt,dnhnfa_30_34_eafw,dnhnfa_30_34_ehw_ns,dnhnfa_30_34_tot,dnhnfa_35_39_ewft,dnhnfa_35_39_ewpt,dnhnfa_35_39_eafw,dnhnfa_35_39_ehw_ns,dnhnfa_35_39_tot,dnhnfa_40_44_ewft,dnhnfa_40_44_ewpt,dnhnfa_40_44_eafw,dnhnfa_40_44_ehw_ns,dnhnfa_40_44_tot,dnhnfa_45_49_ewft,dnhnfa_45_49_ewpt,dnhnfa_45_49_eafw,dnhnfa_45_49_ehw_ns,dnhnfa_45_49_tot,dnhnfa_50_54_ewft,dnhnfa_50_54_ewpt,dnhnfa_50_54_eafw,dnhnfa_50_54_ehw_ns,dnhnfa_50_54_tot,dnhnfa_55_59_ewft,dnhnfa_55_59_ewpt,dnhnfa_55_59_eafw,dnhnfa_55_59_ehw_ns,dnhnfa_55_59_tot,dnhnfa_60_64_ewft,dnhnfa_60_64_ewpt,dnhnfa_60_64_eafw,dnhnfa_60_64_ehw_ns,dnhnfa_60_64_tot,dnhnfa_65_69_ewft,dnhnfa_65_69_ewpt,dnhnfa_65_69_eafw,dnhnfa_65_69_ehw_ns,dnhnfa_65_69_tot,dnhnfa_70_74_ewft,dnhnfa_70_74_ewpt,dnhnfa_70_74_eafw,dnhnfa_70_74_ehw_ns,dnhnfa_70_74_tot,dnhnfa_75ov_ewft,dnhnfa_75ov_ewpt,dnhnfa_75ov_eafw,dnhnfa_75ov_ehw_ns,dnhnfa_75ov_tot,dnhnfa_tot_ewft,dnhnfa_tot_ewpt,dnhnfa_tot_eafw,dnhnfa_tot_ehw_ns,dnhnfa_tot_tot,nfans_15_19_ewft,nfans_15_19_ewpt,nfans_15_19_eafw,nfans_15_19_ehw_ns,nfans_15_19_tot,nfans_20_24_ewft,nfans_20_24_ewpt,nfans_20_24_eafw,nfans_20_24_ehw_ns,nfans_20_24_tot,nfans_25_29_ewft,nfans_25_29_ewpt,nfans_25_29_eafw,nfans_25_29_ehw_ns,nfans_25_29_tot,nfans_30_34_ewft,nfans_30_34_ewpt,nfans_30_34_eafw,nfans_30_34_ehw_ns,nfans_30_34_tot,nfans_35_39_ewft,nfans_35_39_ewpt,nfans_35_39_eafw,nfans_35_39_ehw_ns,nfans_35_39_tot,nfans_40_44_ewft,nfans_40_44_ewpt,nfans_40_44_eafw,nfans_40_44_ehw_ns,nfans_40_44_tot,nfans_45_49_ewft,nfans_45_49_ewpt,nfans_45_49_eafw,nfans_45_49_ehw_ns,nfans_45_49_tot,nfans_50_54_ewft,nfans_50_54_ewpt,nfans_50_54_eafw,nfans_50_54_ehw_ns,nfans_50_54_tot,nfans_55_59_ewft,nfans_55_59_ewpt,nfans_55_59_eafw,nfans_55_59_ehw_ns,nfans_55_59_tot,nfans_60_64_ewft,nfans_60_64_ewpt,nfans_60_64_eafw,nfans_60_64_ehw_ns,nfans_60_64_tot,nfans_65_69_ewft,nfans_65_69_ewpt,nfans_65_69_eafw,nfans_65_69_ehw_ns,nfans_65_69_tot,nfans_70_74_ewft,nfans_70_74_ewpt,nfans_70_74_eafw,nfans_70_74_ehw_ns,nfans_70_74_tot,lga_name16
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,5,6,0,0,8,7,0,0,0,12,8,3,0,0,9,13,4,0,0,16,17,6,0,0,21,8,3,0,0,8,19,0,0,0,22,20,3,0,3,29,16,5,0,0,19,10,3,0,0,7,0,3,0,0,3,4,3,0,0,8,117,46,4,4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koorda (S)
54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,3,0,3,15,98,8,13,4,122,284,17,20,9,331,284,17,28,4,340,252,21,25,7,301,253,15,32,5,311,235,14,32,12,290,223,25,31,7,283,163,11,21,5,204,101,5,11,8,120,26,0,3,0,32,3,0,0,0,3,0,0,0,0,4,1940,133,224,53,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laverton (S)
56730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,3,0,3,0,0,7,3,3,0,0,4,4,4,3,0,8,0,5,0,0,3,3,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,12,29,4,0,42,81,125,7,5,209,200,82,14,13,307,237,74,18,9,336,246,108,12,4,376,249,101,8,6,358,282,122,8,4,417,351,127,17,5,501,325,146,17,8,494,340,188,25,8,554,246,143,24,13,420,88,85,10,0,176,25,41,3,0,70,8,18,3,3,36,2671,1351,162,79,4264,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,3,5,0,0,0,10,0,3,0,0,4,9,3,0,0,9,9,4,0,0,11,6,0,0,0,6,3,0,0,0,6,5,0,0,0,4,0,0,0,0,0,Northam (S)
55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,6,0,0,23,89,16,3,3,114,261,21,23,5,311,314,27,34,3,374,258,17,21,6,296,225,17,20,9,269,241,21,17,5,289,196,18,15,3,238,152,14,18,6,191,76,12,12,3,104,27,0,3,0,38,5,0,0,0,11,0,0,0,0,0,1863,179,165,48,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leonora (S)
55110,0,17,0,0,15,3,24,0,0,27,3,17,3,0,24,3,16,0,0,16,3,6,0,3,12,0,14,3,0,23,6,13,3,0,18,9,22,3,0,34,3,18,0,0,24,0,18,6,0,20,0,11,0,0,11,0,7,0,3,10,0,7,0,4,7,39,173,24,12,248,324,1448,54,34,1863,995,1000,57,49,2103,1092,647,72,44,1852,999,804,79,41,1930,982,821,60,30,1888,1264,923,65,46,2299,1316,901,74,42,2333,1296,948,88,29,2368,975,817,75,22,1886,561,725,67,16,1368,181,372,33,3,595,45,128,12,5,191,10,82,9,4,103,10038,9617,754,374,20783,3,13,0,0,16,8,9,0,0,13,15,11,0,0,27,3,10,3,3,22,10,10,0,3,30,16,8,0,0,20,15,17,0,0,33,26,12,0,3,40,20,11,0,0,33,8,13,0,0,24,0,5,0,0,13,0,0,0,0,3,Mandurah (C)
55180,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,5,0,0,7,0,3,0,0,6,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,19,10,0,39,89,149,3,5,250,165,76,11,7,260,193,70,16,8,284,156,106,21,6,279,200,99,15,0,314,249,136,9,10,406,305,149,26,5,486,319,176,37,3,534,297,159,33,15,501,186,138,33,5,361,95,90,11,0,193,40,47,11,7,105,25,39,0,11,66,2314,1424,225,78,4045,0,0,0,0,0,5,0,0,0,5,0,3,0,0,10,3,0,0,0,3,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,3,3,0,0,8,4,3,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Manjimup (S)
55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,56,3,3,5,68,140,11,18,0,167,162,16,16,0,197,114,12,20,3,151,108,12,13,4,131,106,12,11,3,131,119,6,11,5,149,85,7,13,5,107,49,7,3,3,62,18,3,0,0,27,5,3,0,0,11,0,0,0,0,0,967,92,101,48,1210,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meekatharra (S)
55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,11,11,0,0,18,22,6,0,0,27,13,6,0,0,19,13,5,0,0,17,20,6,0,0,28,17,9,0,3,23,19,3,0,0,18,29,0,0,0,29,22,3,0,0,20,5,0,0,0,11,11,7,0,0,13,5,0,0,0,8,184,54,4,10,244,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mukinbudin (S)
55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,0,0,0,16,21,4,0,0,26,9,6,0,0,22,13,5,0,0,23,16,9,0,4,30,13,5,0,0,23,28,5,0,0,28,21,7,0,0,28,17,9,0,0,27,4,3,0,0,5,3,6,0,0,10,0,0,0,0,0,164,56,7,5,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mingenew (S)
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,45,0,3,0,49,82,6,3,0,101,101,9,8,3,118,66,6,7,0,79,74,4,0,3,88,46,6,10,0,61,61,0,10,0,70,56,0,0,0,57,31,4,3,0,37,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,574,44,45,17,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Menzies (S)
55460,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,17,34,54,3,0,89,100,24,9,4,134,98,14,9,3,123,84,51,9,0,144,77,32,6,0,112,94,47,5,3,141,105,37,8,3,154,121,28,15,0,165,113,42,3,3,169,67,26,9,0,101,29,21,0,0,57,20,10,0,0,33,12,4,0,0,19,953,397,75,24,1445,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Merredin (S)
56090,0,0,0,0,3,0,5,0,0,5,0,3,0,0,3,0,6,0,0,6,3,3,0,0,7,0,3,0,0,4,4,3,4,0,11,3,3,0,0,7,0,9,0,0,12,0,3,0,0,7,0,5,0,0,9,0,0,0,0,0,0,4,0,0,4,15,44,5,0,69,92,444,9,12,561,369,305,21,18,717,491,190,19,8,706,464,225,32,7,729,453,269,21,17,753,555,337,17,7,922,631,355,30,21,1033,628,334,46,10,1018,511,338,38,12,899,350,317,31,6,703,120,205,23,3,355,32,88,6,0,121,4,45,3,0,55,4699,3455,291,137,8579,0,4,0,0,4,3,3,0,0,7,0,0,0,0,0,5,5,0,0,13,0,0,0,3,5,4,8,0,0,11,5,7,0,0,7,12,5,0,0,19,0,9,0,0,7,3,0,0,0,9,4,0,0,0,5,0,0,0,0,0,Mundaring (S)
56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,27,0,0,40,36,21,3,0,59,39,20,3,0,62,48,15,0,0,72,54,30,3,0,87,59,50,4,7,118,85,50,12,0,143,90,56,5,4,154,83,60,7,0,153,80,45,8,3,137,20,30,4,4,64,14,15,0,0,40,6,3,0,0,12,626,422,61,28,1134,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,Northampton (S)
55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,9,14,23,0,3,44,48,17,4,4,70,49,25,0,4,77,71,22,7,0,98,73,29,3,4,108,94,38,0,3,129,73,30,7,4,111,110,25,4,5,144,98,25,6,0,129,51,39,10,4,101,31,21,4,0,60,7,25,5,0,31,14,15,0,0,22,734,319,49,26,1129,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,Moora (S)
57980,0,3,0,0,3,3,10,0,0,17,7,18,0,0,17,3,8,0,0,12,4,10,3,0,19,3,12,0,0,19,8,9,0,0,20,5,5,3,0,18,8,10,4,0,20,3,0,3,0,11,3,7,0,0,8,0,0,0,0,0,0,0,0,0,0,51,88,15,3,162,113,746,60,21,940,1130,1329,84,48,2601,2412,847,126,58,3442,2413,950,224,42,3626,1878,970,138,40,3023,1803,908,84,19,2816,1710,815,59,38,2619,1602,645,50,21,2322,1257,642,56,26,1985,776,544,66,3,1393,294,367,19,12,685,66,161,7,3,240,28,83,3,6,121,15482,9015,979,337,25809,0,3,0,0,4,8,9,0,0,17,11,10,0,3,26,19,8,0,0,25,14,6,0,0,21,14,12,0,0,27,12,14,0,3,23,12,0,0,0,17,9,8,0,0,19,3,3,4,0,13,7,6,0,0,13,0,0,0,0,3,Subiaco (C)
58050,0,19,0,0,25,8,43,3,0,53,17,39,0,0,58,11,33,3,0,53,11,22,0,3,40,11,43,0,0,53,11,30,3,0,50,21,29,4,0,53,17,24,5,0,46,6,15,4,0,28,0,13,0,0,15,0,14,3,0,12,3,5,0,0,9,123,328,28,8,493,682,2470,96,68,3316,2921,2232,133,113,5401,4248,1463,196,115,6024,4353,1462,228,107,6153,3835,1454,168,74,5537,4127,1593,139,104,5969,4377,1557,163,99,6195,4216,1401,160,83,5859,3171,1296,178,67,4709,1929,1060,138,44,3173,651,577,71,14,1311,170,287,16,15,483,48,115,14,5,179,34734,16974,1699,904,54312,6,22,0,3,36,22,24,0,3,54,40,14,7,0,59,43,19,3,0,70,35,13,3,4,53,43,14,0,9,60,60,23,3,7,89,45,16,3,4,67,32,15,4,0,55,22,7,0,3,30,13,9,0,0,15,5,3,0,0,11,Swan (C)
55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,7,0,0,11,20,7,0,0,23,17,6,0,0,18,20,9,0,0,31,12,4,0,0,22,26,10,0,0,35,27,12,0,0,40,29,10,0,0,36,27,13,0,0,40,30,3,7,0,36,3,3,0,0,10,5,3,3,0,11,0,3,0,0,3,224,89,9,6,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morawa (S)
55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,15,5,0,0,19,26,5,4,0,39,37,3,7,0,44,20,6,0,0,31,28,6,0,0,30,31,5,0,0,36,36,8,7,3,51,29,7,0,0,33,11,0,0,0,11,8,4,3,0,16,4,0,0,0,4,0,0,0,0,0,246,44,19,4,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Magnet (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,0,0,0,7,3,3,0,0,6,6,0,0,0,6,5,0,0,0,9,11,0,0,0,12,4,4,0,0,11,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,48,20,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,3,6,0,0,6,7,0,0,0,7,14,0,3,0,16,22,5,0,0,23,15,8,0,0,23,20,7,0,0,37,23,4,0,0,28,29,8,0,0,39,16,9,0,0,27,15,0,0,4,24,10,3,0,0,14,3,4,0,0,7,3,4,0,0,11,183,57,14,12,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Marshall (S)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,6,5,0,0,18,14,7,0,0,23,5,5,0,0,11,11,10,0,0,19,3,6,0,0,9,14,4,0,0,23,19,5,0,0,26,13,3,0,0,16,3,3,0,0,8,5,0,0,0,8,0,0,0,0,0,3,0,0,0,5,107,58,9,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tammin (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,8,9,0,0,0,14,13,4,3,0,20,28,8,4,0,38,24,6,0,0,28,21,11,0,3,33,25,3,3,0,30,28,7,0,0,40,17,3,0,0,17,19,4,0,0,22,12,8,0,0,22,0,0,0,0,6,0,5,0,0,5,195,58,17,6,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,Three Springs (S)
55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,9,0,0,25,16,130,6,3,155,69,132,3,12,215,163,101,5,3,279,166,98,12,0,282,98,75,4,3,186,119,90,5,3,224,156,115,7,7,283,127,113,9,3,251,106,105,5,0,219,64,79,4,3,147,27,54,3,0,85,6,29,0,0,38,0,18,0,0,21,1130,1153,61,41,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,Mosman Park (T)
56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,6,0,0,14,11,12,0,0,24,10,4,0,0,12,24,8,0,0,32,23,9,0,0,36,25,15,0,0,41,32,24,3,3,58,35,19,4,0,59,36,15,5,0,56,40,22,3,0,66,18,29,3,0,45,3,7,0,0,15,5,3,0,0,13,256,184,20,8,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nannup (S)
57080,0,6,0,0,15,3,31,0,0,36,22,24,3,0,57,25,33,8,0,66,24,19,10,0,55,38,25,12,0,77,41,23,11,0,76,47,20,8,0,74,43,14,7,0,63,22,22,7,0,44,12,15,3,0,26,7,4,0,3,15,3,11,0,6,18,287,250,62,20,621,520,1431,64,85,2101,5547,3759,263,232,9807,13191,2935,611,266,16998,15160,3360,1204,228,19954,12922,3347,864,173,17307,11792,2894,439,136,15256,11522,2386,382,160,14443,9495,1889,371,127,11885,7323,1700,386,89,9498,4275,1503,264,65,6108,1349,919,123,39,2436,261,332,44,19,651,79,152,12,22,262,93434,26601,5033,1630,126690,8,12,0,11,29,30,23,0,10,72,91,20,9,3,131,127,25,12,8,173,115,25,3,4,148,96,40,12,10,152,109,21,3,0,139,106,16,3,4,137,79,16,4,4,110,45,11,3,5,66,21,9,0,0,35,3,3,0,0,7,Perth (C)
57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,9,10,0,0,0,10,21,6,0,0,26,14,6,0,0,25,16,10,0,0,19,16,13,0,0,30,30,10,0,0,48,23,15,0,0,39,21,13,0,0,37,30,16,3,0,49,6,7,0,0,16,6,10,0,0,15,0,4,0,0,4,201,108,10,5,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pingelly (S)
