LGA_MAIN11,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
50350,27,28,60,61,59,38,9,0,0,282,6,20,18,27,39,32,6,3,0,151,373,716,1547,1709,1593,1130,172,12,4,7256,Bassendean (T)
50420,66,132,276,283,264,207,39,3,0,1270,38,73,192,159,123,92,28,6,0,711,1393,3311,8282,7166,6276,4426,858,66,7,31785,Bayswater (C)
50490,50,93,182,148,119,93,28,3,0,716,28,64,128,89,64,49,13,6,0,441,807,1979,4901,3880,3216,2098,402,34,0,17317,Belmont (C)
50560,3,0,3,3,3,6,0,0,0,18,0,0,0,3,0,4,3,0,0,10,15,23,68,119,155,168,52,11,0,611,Beverley (S)
50630,0,4,13,14,12,4,0,0,0,47,0,0,0,7,6,4,0,3,0,20,51,67,241,284,275,182,37,9,3,1149,Boddington (S)
50770,3,0,0,6,4,6,3,0,0,22,0,0,3,3,3,6,6,0,0,21,29,31,108,163,182,150,71,3,0,737,Boyup Brook (S)
50840,7,3,8,16,14,12,3,0,0,63,7,0,3,7,7,11,8,3,0,46,112,78,239,392,529,469,117,13,3,1952,Bridgetown-Greenbushes (S)
50910,4,0,0,0,0,3,0,0,0,7,0,0,0,0,3,3,3,0,0,9,10,15,51,98,86,91,38,12,0,401,Brookton (S)
50980,20,44,121,98,74,40,3,0,0,400,17,26,57,38,33,29,8,0,0,208,308,606,1781,1766,1548,897,131,13,0,7050,Broome (S)
42030,27,42,68,83,79,55,13,0,0,367,19,12,29,24,34,23,10,0,0,151,659,947,1735,1972,2347,1410,190,23,3,9286,Gawler (T)
42110,6,4,6,14,9,13,3,3,0,58,4,0,0,5,10,9,0,0,0,28,95,105,213,360,492,370,97,33,3,1768,Goyder (DC)
42250,12,16,15,44,42,21,3,0,0,153,18,6,10,23,28,11,11,3,0,110,263,224,500,966,1034,762,167,36,0,3952,Grant (DC)
51120,3,7,0,3,0,0,0,0,0,13,0,0,0,0,0,4,6,0,0,10,21,19,65,100,101,99,31,4,0,440,Bruce Rock (S)
51190,54,90,112,119,116,91,14,5,0,601,24,28,53,72,78,52,15,3,0,325,1043,1524,3006,2981,3360,2354,390,39,0,14697,Bunbury (C)
51260,56,56,92,121,121,74,8,0,0,528,33,12,55,65,55,37,21,5,4,287,1005,951,2395,3390,3349,2205,423,52,13,13783,Busselton (S)
51310,11,36,60,52,82,53,19,0,0,313,8,21,38,55,51,39,16,11,3,242,715,1186,2068,2853,3249,1936,473,105,14,12599,Cambridge (T)
51330,114,227,306,322,375,258,77,4,0,1683,78,129,222,193,165,104,41,3,9,944,2661,5644,9594,8461,9144,6278,1138,96,15,43031,Canning (C)
51400,24,37,46,103,69,32,5,5,4,325,13,10,25,32,31,17,0,0,0,128,510,498,1148,1898,1766,885,150,18,4,6877,Capel (S)
51470,0,0,3,0,4,0,0,0,0,7,0,3,0,0,3,0,0,0,0,6,15,19,43,48,74,57,8,0,0,264,Carnamah (S)
51540,9,6,15,15,15,7,3,0,0,70,5,6,7,16,14,11,7,3,0,69,114,165,474,607,610,446,103,12,3,2534,Carnarvon (S)
51610,3,3,0,3,3,0,6,0,0,18,0,0,0,3,3,0,3,0,0,9,22,30,74,129,131,135,49,3,0,573,Chapman Valley (S)
62010,4,3,3,0,6,0,0,0,0,16,0,0,0,0,0,7,3,0,0,10,9,6,54,56,108,125,33,4,3,398,Flinders (M)
48050,9,17,17,30,49,42,4,3,0,171,6,3,8,18,10,25,6,3,3,82,300,328,613,896,1156,1070,249,31,3,4646,Victor Harbor (C)
48130,6,11,17,17,13,11,3,0,0,78,3,0,9,19,15,5,7,0,6,64,159,193,483,595,675,557,130,24,6,2822,Wakefield (DC)
42600,17,66,112,124,140,116,27,3,0,605,22,26,61,63,65,61,20,6,3,327,970,1714,3228,3254,4201,3119,573,77,12,17148,Holdfast Bay (C)
42750,3,6,10,16,17,6,3,0,0,61,3,6,9,8,4,9,6,0,0,45,94,118,341,433,578,492,132,10,3,2201,Kangaroo Island (DC)
43220,0,6,3,3,4,0,0,0,0,16,0,0,3,0,3,0,0,0,0,6,32,38,107,109,141,111,39,4,0,581,Kimba (DC)
43360,3,6,3,10,7,0,6,0,0,35,7,3,8,0,3,0,0,3,0,24,75,75,177,188,232,230,77,20,0,1074,Kingston (DC)
43650,22,19,34,57,51,31,8,3,0,225,8,15,19,33,30,22,5,0,0,132,425,506,1077,1704,1913,1009,231,39,0,6904,Light (RegC)
43710,11,7,28,16,20,13,3,0,0,98,0,6,3,3,9,7,3,3,0,34,153,130,361,562,606,402,108,10,3,2335,Lower Eyre Peninsula (DC)
43790,24,27,34,51,44,15,5,0,0,200,6,8,13,21,22,21,3,6,0,100,338,350,771,1121,1275,998,238,34,3,5128,Loxton Waikerie (DC)
43920,14,14,28,41,38,20,6,0,0,161,6,3,16,19,23,8,3,0,0,78,244,295,610,1002,1111,617,100,16,3,3998,Mallala (DC)
63610,25,61,95,112,143,71,21,3,0,531,19,21,36,32,47,48,13,6,0,222,973,1307,2772,3719,4047,2725,461,40,0,16044,Kingborough (M)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,3,0,10,6,4,0,0,0,23,Maralinga Tjarutja (AC)
44060,78,207,322,367,343,237,47,8,0,1609,46,72,151,134,137,113,28,12,6,699,2332,4150,9009,8685,9033,6078,892,85,9,40273,Marion (C)
44210,12,8,17,29,26,20,7,0,0,119,0,3,8,12,16,18,8,3,0,68,165,193,391,687,891,756,157,19,0,3259,Mid Murray (DC)
44340,45,91,155,259,273,199,50,3,0,1075,35,51,89,85,102,78,22,17,0,479,1762,2883,5294,7069,7567,5389,1115,129,10,31218,Mitcham (C)
44550,34,70,111,140,153,95,26,3,0,632,21,16,34,69,54,37,7,0,0,238,970,1277,2561,3739,3683,2393,462,53,3,15141,Mount Barker (DC)
44620,35,83,99,96,92,77,18,3,0,503,11,25,42,50,41,29,19,6,0,223,819,1069,2355,2425,2676,1737,342,38,6,11467,Mount Gambier (C)
44830,6,8,5,3,9,0,0,0,0,31,0,0,3,6,6,3,3,0,0,21,69,57,145,212,393,289,83,16,3,1267,Mount Remarkable (DC)
45040,27,47,53,66,81,50,9,3,0,336,15,29,43,29,37,23,11,6,0,193,585,770,1389,1787,1959,1208,283,39,0,8020,Murray Bridge (RC)
69499,0,0,0,5,0,0,0,0,0,5,0,0,0,4,3,3,0,0,0,10,17,36,77,63,73,27,7,0,0,300,
45090,8,13,21,25,32,30,10,0,0,139,7,3,15,11,19,8,3,4,0,70,250,305,778,914,1021,723,216,33,0,4240,Naracoorte and Lucindale (DC)
45120,4,12,18,12,16,13,0,0,0,75,0,5,8,0,11,4,8,3,0,39,119,116,350,379,551,424,125,22,3,2089,Northern Areas (DC)
45290,12,44,134,123,124,80,30,3,3,553,16,28,67,62,51,39,15,6,0,284,706,1783,4401,3771,3583,2450,507,45,12,17258,Norwood Payneham St Peters (C)
45340,180,399,697,801,721,535,100,6,0,3439,94,133,275,274,261,178,54,22,0,1291,5056,7252,15148,16921,17665,12024,1697,136,8,75907,Onkaparinga (C)
45400,0,0,3,0,0,6,0,0,0,9,0,0,0,0,0,0,3,3,0,6,33,22,49,64,113,119,43,10,0,453,Orroroo/Carrieton (DC)
99399,3,0,0,6,7,10,0,0,0,26,0,3,7,0,6,3,0,0,0,19,54,87,213,250,308,219,26,0,0,1157,Unincorp. Other Territories
45540,0,0,3,3,0,3,4,0,0,13,0,0,0,0,6,3,4,0,0,13,22,27,64,88,161,126,20,5,3,516,Peterborough (DC)
45680,72,193,265,230,210,124,29,3,0,1126,60,101,151,152,138,95,22,9,0,728,2084,3735,7014,6862,6899,3487,463,46,3,30593,Playford (C)
45890,78,227,511,515,385,278,63,3,0,2060,73,135,298,231,201,140,34,17,3,1132,2259,4820,12796,11565,10425,6349,902,84,12,49212,Port Adelaide Enfield (C)
46090,14,31,30,41,44,36,4,0,0,200,6,14,15,20,21,27,14,4,0,121,376,539,1041,1265,1428,931,153,7,0,5740,Port Augusta (C)
46300,22,32,47,82,44,43,0,0,0,270,10,15,18,17,33,20,10,6,0,129,427,615,1272,1431,1492,960,197,21,0,6415,Port Lincoln (C)
46450,16,32,28,54,48,46,12,3,3,242,9,16,21,28,20,25,12,3,3,137,506,555,1113,1528,1648,1058,180,25,9,6622,Port Pirie City and Dists (M)
46510,21,54,69,96,80,59,8,0,0,387,11,27,52,40,27,22,3,0,0,182,514,1122,2478,2399,2381,1433,190,22,6,10545,Prospect (C)
46670,11,15,22,27,27,16,7,0,0,125,7,13,13,14,21,16,6,3,0,93,288,335,694,929,997,700,140,17,3,4103,Renmark Paringa (DC)
46860,0,0,0,3,3,6,0,0,0,12,0,0,3,0,0,0,0,3,0,6,43,55,104,159,142,145,57,9,0,714,Robe (DC)
51960,9,13,11,8,7,8,0,0,0,56,9,6,9,17,10,17,0,0,0,68,117,183,403,454,360,253,41,0,0,1811,Coolgardie (S)
52030,3,0,3,3,3,0,0,0,0,12,0,0,0,0,3,3,0,0,0,6,12,35,65,101,125,102,35,9,0,484,Coorow (S)
48640,9,3,3,3,6,6,0,0,0,30,0,3,0,0,0,6,0,3,0,12,31,49,143,147,143,138,30,3,0,684,Wudinna (DC)
48750,4,0,0,9,13,18,0,0,0,44,3,0,3,10,3,9,0,0,3,31,103,85,191,358,517,430,120,13,6,1823,Yankalilla (DC)
48830,15,20,23,20,31,29,7,0,0,145,9,9,0,19,10,13,14,0,3,77,216,264,549,782,1172,908,266,41,3,4201,Yorke Peninsula (DC)
49399,3,7,11,10,18,12,0,0,0,61,6,8,7,11,13,3,5,0,0,53,94,207,486,460,593,406,62,4,0,2312,Unincorporated SA
49499,5,6,8,9,3,3,0,0,0,34,0,7,8,11,12,4,0,3,0,45,35,116,291,209,149,99,9,3,3,914,
48260,4,7,11,27,29,24,7,0,0,109,0,6,11,7,13,10,0,0,0,47,144,311,515,667,754,639,191,27,0,3248,Walkerville (M)
48340,18,17,28,33,34,33,6,0,0,169,12,8,12,9,9,23,14,4,6,97,350,328,814,1202,1334,1001,252,48,6,5335,Wattle Range (DC)
48410,44,131,282,239,224,127,36,6,0,1089,23,57,109,108,73,64,19,14,3,470,1218,3114,7003,6011,5409,3144,626,83,9,26617,West Torrens (C)
48540,23,34,52,78,72,39,11,0,0,309,14,20,43,49,33,35,6,7,0,207,638,887,1768,2253,2258,1178,165,11,0,9158,Whyalla (C)
52730,3,7,12,16,12,8,0,0,0,58,0,4,7,7,10,11,6,0,3,48,114,101,268,477,638,486,138,15,6,2243,Denmark (S)
52800,17,47,76,59,41,25,3,0,0,268,11,19,22,15,14,9,6,0,0,96,134,316,679,577,518,321,61,7,0,2613,Derby-West Kimberley (S)
52870,8,9,10,11,11,17,0,0,0,66,3,3,13,16,18,10,9,0,0,72,134,135,291,556,671,521,132,22,0,2462,Donnybrook-Balingup (S)
50080,53,77,100,126,123,109,24,3,0,615,27,30,45,41,57,41,19,7,0,267,1157,1168,2361,3334,3746,2621,541,87,10,15025,Albany (C)
50210,126,167,283,245,258,193,41,0,0,1313,78,99,163,138,132,87,19,5,0,721,2128,3312,6769,6111,6290,4344,733,56,3,29746,Armadale (C)
51680,11,3,3,31,30,15,0,0,0,93,6,6,3,11,7,6,3,0,0,42,150,103,218,518,618,389,100,7,3,2106,Chittering (S)
51750,3,15,21,12,28,24,6,0,0,109,3,11,17,14,15,17,9,6,0,92,242,495,773,732,949,771,278,48,0,4288,Claremont (T)
51820,150,251,420,448,404,203,50,4,0,1930,92,108,250,263,208,121,22,8,3,1075,2876,4645,11002,11520,9626,5588,969,60,6,46292,Cockburn (C)
51890,17,21,25,24,18,17,3,0,0,125,14,6,14,26,19,22,8,0,0,109,341,345,739,948,1040,634,104,10,3,4164,Collie (S)
52100,3,4,0,3,0,7,0,0,0,17,0,0,0,0,3,6,3,0,0,12,15,29,100,102,140,129,37,5,4,561,Corrigin (S)
52170,5,11,8,11,19,12,0,0,0,66,4,6,21,13,16,9,8,0,0,77,170,365,775,657,838,692,208,26,0,3731,Cottesloe (T)
52240,0,0,0,8,3,0,0,3,0,14,0,0,0,4,3,3,0,0,0,10,14,28,80,118,117,94,32,12,0,495,Cranbrook (S)
52310,0,0,0,4,7,0,0,0,0,11,0,0,0,3,3,3,3,3,0,15,15,14,50,107,104,92,39,10,3,434,Cuballing (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,13,9,26,29,3,0,0,86,Cue (S)
52450,0,3,3,0,0,4,0,0,0,10,0,0,3,0,6,3,0,3,0,15,31,51,110,116,144,114,29,9,0,604,Cunderdin (S)
52520,3,0,6,3,4,0,0,0,0,16,0,4,3,3,0,3,6,3,0,22,25,77,135,114,176,121,55,16,0,719,Dalwallinu (S)
52590,6,0,13,3,6,7,0,0,0,35,0,5,7,6,5,6,0,0,0,29,55,80,268,326,357,276,72,10,3,1447,Dandaragan (S)
52940,0,0,3,0,4,3,0,0,0,10,0,0,0,0,0,3,0,0,0,3,3,21,61,67,57,78,26,10,0,323,Dowerin (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,74,67,84,63,16,6,0,337,Dumbleyung (S)
53080,0,0,7,0,0,3,0,0,0,10,0,0,4,0,3,0,0,0,0,7,19,46,118,112,122,74,31,0,0,522,Dundas (S)
53150,4,5,14,21,20,17,0,0,0,81,4,3,10,17,17,13,3,3,0,70,181,286,513,788,987,669,128,12,0,3564,East Fremantle (T)
53220,5,29,90,62,27,19,0,0,0,232,9,15,38,15,18,18,3,0,0,116,173,764,2141,1752,1330,606,73,6,0,6845,East Pilbara (S)
53290,37,47,53,64,60,16,3,0,0,280,11,9,19,39,24,26,11,3,0,142,487,467,1018,1512,1597,963,275,41,3,6363,Esperance (S)
53360,4,6,9,11,7,0,3,0,0,40,0,0,8,13,7,3,0,3,0,34,48,81,289,350,284,178,31,6,0,1267,Exmouth (S)
53430,25,44,85,69,79,57,18,3,0,380,6,30,58,66,64,50,16,0,0,290,523,1197,2979,2966,2935,2207,455,43,7,13312,Fremantle (C)
53520,109,108,161,171,142,84,16,6,0,797,46,34,68,78,91,57,16,8,0,398,1395,1523,2910,3976,4031,2524,489,66,0,16914,Geraldton-Greenough (C)
53570,7,0,10,13,10,14,0,0,0,54,7,6,6,12,17,9,0,3,3,63,88,114,250,466,459,427,136,12,9,1961,Gingin (S)
53640,0,0,4,3,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,23,44,109,132,138,128,37,6,0,617,Gnowangerup (S)
54280,107,137,246,215,153,72,7,3,0,940,36,51,89,96,83,54,7,0,0,416,1082,1734,3806,3701,3345,1744,274,21,0,15707,Kalgoorlie/Boulder (C)
53710,3,6,3,4,6,3,0,0,0,25,4,0,0,0,6,0,3,0,0,13,17,18,69,105,107,95,33,3,0,447,Goomalling (S)
54760,0,0,6,3,0,3,3,0,0,15,0,0,0,0,3,3,3,0,0,9,7,10,78,112,102,93,37,7,3,449,Kulin (S)
54830,39,74,125,126,74,47,13,0,0,498,33,32,68,68,61,37,6,0,0,305,825,1373,3507,3007,2455,1341,207,15,0,12730,Kwinana (T)
54900,3,10,8,5,0,3,4,0,0,33,0,0,0,0,3,7,0,0,0,10,20,44,135,182,211,152,55,8,0,807,Lake Grace (S)
53780,194,305,518,500,427,296,71,3,0,2314,85,153,299,308,217,158,57,14,0,1291,3350,5325,12039,11612,10364,7108,1198,76,0,51072,Gosnells (C)
53920,0,14,30,25,18,17,3,0,0,107,4,6,5,8,8,3,3,0,0,37,35,109,280,193,184,159,33,0,0,993,Halls Creek (S)
53990,49,50,78,93,82,41,6,0,0,399,14,18,44,40,52,31,14,3,0,216,822,834,1930,2631,2754,1628,296,44,3,10942,Harvey (S)
54060,9,4,7,13,6,10,0,0,0,49,3,6,6,6,7,7,5,3,0,43,90,89,200,351,407,293,69,9,4,1512,Irwin (S)
54340,11,9,8,8,31,7,4,0,0,78,4,10,6,9,9,15,6,0,0,59,106,161,323,388,440,287,80,3,0,1788,Katanning (S)
54410,0,0,7,3,3,3,0,0,0,16,0,0,0,4,3,0,3,0,0,10,10,26,70,87,131,95,35,6,0,460,Kellerberrin (S)
54480,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,6,0,12,7,16,70,68,62,55,14,6,0,298,Kent (S)
54550,6,3,3,3,8,6,0,0,0,29,3,6,3,9,3,3,3,3,0,33,34,62,162,206,252,171,56,14,3,960,Kojonup (S)
54620,0,0,6,4,4,6,0,0,0,20,0,0,0,3,3,4,0,0,0,10,11,38,130,128,139,94,37,6,0,583,Kondinin (S)
54970,0,13,8,15,8,0,0,0,0,44,3,3,3,0,0,3,3,0,0,15,9,102,177,192,149,99,20,3,0,751,Laverton (S)
55040,3,3,7,7,6,4,0,0,0,30,3,3,6,3,7,6,3,0,0,31,32,163,390,291,281,142,18,0,0,1317,Leonora (S)
55110,109,134,192,213,200,158,40,0,0,1046,58,65,99,142,113,98,35,4,0,614,2238,2630,4757,6046,6674,4433,896,50,7,27731,Mandurah (C)
55180,16,18,16,32,35,32,4,0,0,153,10,5,13,14,18,21,14,6,0,101,283,295,597,908,1146,816,201,40,0,4286,Manjimup (S)
55250,3,5,3,6,3,3,0,0,0,23,3,3,6,3,9,7,0,0,0,31,12,73,172,119,155,97,15,3,0,646,Meekatharra (S)
55320,109,217,281,298,343,258,63,9,0,1578,63,103,157,186,189,147,71,26,5,947,3169,5193,8346,9785,11578,8333,1756,197,18,48375,Melville (C)
56520,7,15,15,19,9,15,5,0,0,85,0,3,7,7,7,4,6,3,0,37,108,151,274,397,419,308,83,12,4,1756,Narrogin (T)
56580,21,23,26,32,46,30,9,0,0,187,8,22,12,40,44,40,14,0,0,180,597,1096,1216,1788,2504,1886,555,77,3,9722,Nedlands (C)
55390,0,0,9,5,3,0,0,0,0,17,0,0,0,0,4,0,0,0,0,4,0,11,27,21,29,30,4,0,0,122,Menzies (S)
55460,13,9,15,14,15,6,3,0,0,75,3,0,11,7,0,3,4,0,0,28,96,141,285,333,361,256,82,9,4,1567,Merredin (S)
55530,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,9,16,33,58,56,45,14,0,0,231,Mingenew (S)
55600,4,5,6,7,13,14,4,0,0,53,0,3,6,6,3,6,3,0,0,27,68,88,216,273,296,224,79,11,0,1255,Moora (S)
56620,5,4,11,9,16,6,0,0,0,51,0,4,3,9,0,0,0,0,0,16,30,46,111,83,84,66,8,3,0,431,Ngaanyatjarraku (S)
55670,0,0,3,3,6,0,0,0,0,12,3,0,3,3,3,3,3,0,0,18,24,23,55,100,112,59,20,3,3,399,Morawa (S)
56930,5,3,0,3,0,0,0,0,0,11,0,3,0,6,3,3,0,3,0,18,32,70,76,84,152,129,47,15,0,605,Peppermint Grove (S)
55740,7,14,19,23,18,15,4,0,0,100,10,5,13,8,26,14,6,0,0,82,216,414,881,804,881,680,223,21,0,4120,Mosman Park (T)
55810,0,0,0,4,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,9,6,23,59,72,63,22,3,3,0,251,Mount Magnet (S)
55880,0,3,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,20,49,66,66,47,20,0,0,271,Mount Marshall (S)
55950,0,3,6,0,0,0,0,0,0,9,3,0,0,0,3,3,0,0,0,9,6,23,33,50,74,56,28,5,0,275,Mukinbudin (S)
56020,0,0,4,0,6,3,0,0,0,13,0,3,3,3,0,0,3,0,0,12,0,22,78,74,84,49,28,5,0,340,Mullewa (S)
56090,92,105,120,206,212,126,34,3,0,898,45,32,52,70,79,68,24,6,3,379,1429,1465,2102,3837,4755,3341,683,49,7,17668,Mundaring (S)
57080,9,41,93,28,21,31,5,3,0,231,4,25,88,38,28,19,8,0,0,210,169,1230,4006,1557,1246,1009,257,35,5,9514,Perth (C)
57140,0,4,5,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,7,31,67,95,110,98,38,7,0,453,Pingelly (S)
57210,7,6,19,11,9,11,3,0,0,66,6,3,8,14,8,8,0,0,0,47,129,117,285,447,569,465,141,18,7,2178,Plantagenet (S)
57280,19,45,77,52,33,9,7,0,0,242,9,23,48,36,43,23,7,0,0,189,337,833,2170,1783,1535,799,86,6,0,7549,Port Hedland (T)
57350,0,3,3,3,3,0,0,0,0,12,0,0,0,3,0,3,3,0,3,12,0,18,53,90,137,102,26,0,6,432,Quairading (S)
57420,6,6,3,8,6,0,0,0,0,29,0,3,0,3,0,8,0,0,0,14,25,73,241,251,269,161,56,6,0,1082,Ravensthorpe (S)
57490,197,219,327,413,331,170,44,0,0,1701,90,122,233,284,205,117,45,6,0,1102,3872,5178,9699,11819,11010,5569,891,56,4,48098,Rockingham (C)
57560,32,47,105,86,57,19,4,0,0,350,17,28,68,64,57,38,10,0,0,282,565,1077,3278,3097,2579,1182,149,3,0,11930,Roebourne (S)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,14,10,8,3,0,0,47,Murchison (S)
56230,36,26,44,37,50,40,4,3,0,240,17,12,27,38,45,28,11,0,0,178,426,459,856,1275,1488,1065,238,29,3,5839,Murray (S)
56300,0,0,0,0,0,4,0,0,0,4,3,3,3,0,3,3,0,0,0,15,29,18,73,122,142,163,36,4,0,587,Nannup (S)
61010,3,3,0,0,4,3,0,0,0,13,3,0,3,5,6,6,0,0,0,23,31,56,134,167,208,174,52,10,3,835,Central Highlands (M)
61210,10,11,24,30,23,16,3,3,0,120,6,3,17,13,6,3,4,0,0,52,240,284,658,822,912,591,121,25,0,3653,Circular Head (M)
61410,44,111,164,215,212,135,32,0,0,913,34,28,71,75,80,52,35,11,5,391,1377,1900,4290,5385,6064,3981,711,69,5,23782,Clarence (C)
61510,10,9,25,27,39,26,0,0,0,136,18,10,21,37,30,17,11,3,0,147,230,300,644,908,1079,599,107,9,0,3876,Derwent Valley (M)
61610,28,53,70,91,96,56,11,3,0,408,14,16,25,27,26,40,12,6,0,166,698,914,1850,2254,2356,1584,257,20,0,9933,Devonport (C)
61810,8,8,18,17,14,22,3,0,0,90,4,9,11,14,30,17,8,0,0,93,160,196,410,538,738,508,109,22,0,2681,Dorset (M)
56370,3,0,3,3,0,3,0,0,0,12,0,0,0,4,4,0,0,0,0,8,10,34,58,86,113,73,37,11,0,422,Narembeen (S)
56450,3,0,0,7,0,0,0,0,0,10,3,3,0,3,0,0,6,0,0,15,27,28,45,102,122,82,38,6,3,453,Narrogin (S)
62210,10,6,7,17,8,12,0,6,0,66,3,10,14,11,18,14,3,0,0,73,144,155,409,513,683,443,68,17,0,2432,George Town (M)
62410,0,3,4,12,7,4,3,0,0,33,0,3,11,11,9,10,4,0,0,48,64,79,217,329,431,391,111,9,0,1631,Glamorgan/Spring Bay (M)
62610,49,95,200,166,182,108,35,0,0,835,40,44,80,102,98,83,22,3,3,475,1202,1954,4149,4188,4540,2640,396,43,6,19118,Glenorchy (C)
62810,26,77,141,159,163,140,41,0,0,747,20,29,62,56,82,65,25,6,0,345,1109,2993,5030,5118,5462,3902,742,98,10,24464,Hobart (C)
63010,14,30,43,53,54,36,7,0,0,237,9,10,20,28,23,14,9,6,3,122,320,408,992,1540,1606,1077,206,27,6,6182,Huon Valley (M)
63210,6,15,17,28,23,17,0,0,0,106,0,3,3,13,14,20,0,0,0,53,149,179,348,586,706,426,78,11,3,2486,Kentish (M)
63410,0,0,6,4,4,8,0,0,0,22,3,0,3,3,5,3,0,0,0,17,31,50,161,154,208,196,43,13,0,856,King Island (M)
56730,30,11,31,30,51,31,9,3,0,196,3,7,15,26,24,17,7,0,0,99,302,338,693,940,1117,867,180,25,3,4465,Northam (S)
56790,3,0,3,6,7,4,0,0,0,23,0,0,3,7,8,9,4,3,0,34,51,50,162,311,371,309,84,9,0,1347,Northampton (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,19,30,19,4,0,0,101,Nungarin (S)
57000,3,3,0,3,3,3,0,0,0,15,3,3,3,0,3,6,0,0,0,18,17,41,160,129,133,86,26,6,4,602,Perenjori (S)
57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,6,7,17,10,0,0,0,44,Sandstone (S)
57700,54,56,74,93,100,37,4,3,3,424,18,24,36,67,38,30,7,0,0,220,713,854,1501,2150,2082,1267,217,22,9,8815,Serpentine-Jarrahdale (S)
57770,0,0,0,3,4,0,0,0,0,7,0,0,3,0,3,0,0,3,0,9,9,26,83,99,101,104,19,3,0,444,Shark Bay (S)
57840,40,93,133,110,126,111,22,6,0,641,24,54,110,79,85,68,16,5,3,444,1037,2748,5330,3959,4163,3310,705,69,9,21330,South Perth (C)
57910,177,496,872,765,691,512,154,17,0,3684,94,264,582,442,362,242,82,22,9,2099,4564,10688,26171,21714,19135,13176,2937,304,43,98732,Stirling (C)
57980,3,26,54,34,25,26,8,0,0,176,10,18,47,28,31,15,8,0,0,157,367,1026,2419,1759,1681,1386,388,37,0,9063,Subiaco (C)
58050,204,360,519,589,473,270,65,7,0,2487,116,151,256,273,277,161,37,7,9,1287,3822,5342,11079,12945,11998,6833,1235,99,9,53362,Swan (C)
58190,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,9,29,29,61,22,9,4,0,169,Tammin (S)
58260,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,13,57,58,68,59,8,5,0,278,Three Springs (S)
63810,11,18,37,32,23,33,0,0,0,154,6,0,6,16,17,16,6,0,0,67,259,291,730,957,1101,824,136,19,6,4323,Latrobe (M)
64010,59,144,200,225,224,161,31,3,0,1047,47,58,115,129,129,104,29,10,0,621,1868,3089,5747,6147,6376,4250,753,64,3,28297,Launceston (C)
64210,33,46,54,79,61,52,16,0,0,341,7,14,27,42,35,52,11,7,0,195,600,643,1354,1996,2192,1515,276,31,3,8610,Meander Valley (M)
64610,6,26,33,55,48,36,8,3,0,215,8,6,15,24,36,29,13,3,0,134,338,351,798,1263,1434,960,209,38,3,5394,Northern Midlands (M)
64810,11,33,44,46,67,31,6,0,0,238,12,9,15,17,25,27,6,0,0,111,368,491,1078,1338,1587,924,144,9,3,5942,Sorell (M)
65010,12,10,16,17,22,7,3,0,0,87,8,3,14,18,20,9,3,0,0,75,119,170,397,584,697,448,119,9,3,2546,Southern Midlands (M)
65210,0,0,5,4,0,3,0,0,0,12,0,0,0,0,0,7,6,0,0,13,26,27,115,168,260,204,54,6,0,860,Tasman (M)
65410,24,29,30,43,40,36,9,0,0,211,7,0,8,7,27,16,7,6,6,84,413,424,864,1225,1573,947,188,19,6,5659,Waratah/Wynyard (M)
65610,7,15,8,7,16,6,3,0,0,62,6,5,10,0,0,6,3,3,0,33,104,199,377,458,491,308,67,6,0,2010,West Coast (M)
65810,23,46,56,98,106,80,11,0,0,420,10,9,26,52,54,50,16,6,3,226,647,749,1418,2260,2704,1777,326,35,3,9919,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,16,17,12,6,0,0,78,
