LGA_MAIN11,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
10050,0,484,185,40,52,67,29,17,6,880,0,207,290,215,391,572,564,582,281,3102,73,182,82,35,44,58,49,35,15,573,4369,3290,2883,3019,3186,2663,1766,1200,453,22829,0,167,2196,3375,3637,3270,2029,1102,200,15976,0,693,1061,673,517,292,102,19,3,3360,0,118,403,654,591,205,93,86,58,2208,8758,0,0,0,0,0,0,0,0,8758,0,2008,0,0,0,0,0,0,0,2008,0,1405,403,172,155,49,12,0,0,2196,0,217,110,49,68,71,67,44,35,661,0,152,84,36,30,21,6,3,0,332,0,898,461,107,115,131,61,25,10,1808,0,426,706,616,821,1035,842,793,344,5583,159,311,178,95,101,119,87,60,18,1128,8917,6395,5602,5777,6035,5193,3299,2132,668,44018,Albury (C)
10110,0,309,76,22,23,23,15,3,3,474,0,112,121,97,167,289,273,292,125,1476,33,114,45,14,31,47,39,26,8,357,2048,1787,1183,1330,1564,1254,897,571,202,10836,0,110,823,1399,1830,1518,1045,458,106,7289,0,383,468,305,286,164,41,6,0,1653,0,85,186,273,272,104,47,58,23,1048,4135,0,0,0,0,0,0,0,0,4135,0,1021,0,0,0,0,0,0,0,1021,0,584,172,84,64,36,0,0,0,940,0,139,61,30,30,27,24,26,18,355,0,109,39,16,15,8,3,0,0,190,0,575,192,64,54,47,29,7,3,971,0,181,274,230,371,475,399,384,154,2468,76,209,91,48,55,77,66,36,8,666,4211,3396,2306,2449,2977,2456,1654,975,312,20736,Armidale Dumaresq (A)
10300,0,4,4,3,3,3,0,0,0,17,0,6,6,10,16,15,18,22,15,108,6,3,6,3,4,0,5,4,0,31,199,108,104,138,172,140,82,54,15,1012,0,11,81,161,205,208,104,49,6,825,0,28,39,39,37,24,4,0,0,171,0,5,15,16,20,11,6,3,0,76,424,0,0,0,0,0,0,0,0,424,0,78,0,0,0,0,0,0,0,81,0,56,24,12,13,3,0,0,0,108,0,3,3,0,6,6,3,8,0,29,0,6,0,3,0,0,0,0,0,9,0,7,8,8,6,3,3,0,0,35,0,14,19,27,38,28,42,35,18,221,12,15,12,8,4,12,5,7,0,75,436,223,201,274,329,298,167,102,24,2054,Balranald (A)
10350,0,178,231,126,192,172,79,49,14,1041,0,138,333,350,651,1118,1234,1659,864,6347,181,215,243,137,85,110,102,85,42,1200,18286,11916,12092,12060,11699,9136,5741,4596,1774,87300,0,1270,11520,15349,15535,12084,7544,4211,888,68401,0,421,1378,1217,974,505,153,50,11,4709,0,246,1231,2192,2367,1340,649,658,387,9070,37437,0,0,0,0,0,0,0,0,37437,0,11683,0,0,0,0,0,0,0,11683,0,7784,5690,1805,990,488,66,0,0,16823,0,1211,938,508,584,758,576,639,317,5531,0,469,473,281,256,169,56,34,9,1747,0,374,640,367,479,386,196,98,28,2568,0,320,862,1036,1597,2137,2013,2299,1191,11455,357,411,505,333,216,211,160,129,57,2379,37794,24189,23237,23088,22998,18078,11413,8118,2888,171803,Bankstown (C)
10470,0,327,68,38,35,48,29,22,0,567,0,106,153,120,220,349,374,391,191,1904,51,129,47,30,45,57,34,27,5,425,3661,2460,2026,2358,2420,2038,1332,898,298,17491,0,119,1593,2670,2915,2701,1667,818,118,12601,0,615,849,561,458,253,76,9,0,2821,0,126,313,455,407,153,85,61,27,1627,7446,0,0,0,0,0,0,0,0,7446,0,1562,0,0,0,0,0,0,0,1562,0,1094,361,151,110,36,6,0,0,1758,0,184,62,38,52,70,70,60,47,583,0,138,62,30,31,17,6,0,4,288,0,653,223,109,80,87,62,35,3,1252,0,208,379,372,536,669,610,541,234,3549,114,257,125,79,78,94,69,40,8,864,7560,4956,3967,4465,4667,4080,2651,1564,441,34351,Bathurst Regional (A)
10550,0,70,26,21,71,59,26,17,3,293,0,33,65,72,234,413,417,413,194,1841,57,74,37,35,71,100,73,38,3,488,2604,1423,1151,1758,2504,2512,1725,998,320,14995,0,52,729,1798,2665,3136,2334,1048,193,11955,0,284,556,593,640,487,167,23,3,2753,0,50,212,386,403,141,49,61,34,1336,5222,0,0,0,0,0,0,0,0,5222,0,1281,0,0,0,0,0,0,0,1281,0,735,206,107,87,45,6,0,0,1186,0,88,26,24,43,57,52,58,42,390,0,72,40,19,25,17,3,3,3,182,0,155,88,58,133,122,68,34,6,664,0,84,190,233,555,824,695,608,274,3463,100,145,93,73,140,192,139,66,8,956,5322,2946,2140,3291,4691,5021,3513,1901,563,29388,Bega Valley (A)
10600,0,18,15,15,39,31,16,10,0,144,0,16,18,23,126,176,169,156,73,757,27,30,11,11,28,31,31,14,0,183,1122,592,419,782,1056,923,666,390,136,6086,0,27,256,689,954,1031,796,398,92,4243,0,76,199,279,300,235,58,21,3,1171,0,26,92,197,229,75,33,28,17,697,2265,0,0,0,0,0,0,0,0,2265,0,535,0,0,0,0,0,0,0,535,0,272,101,47,40,23,5,0,0,488,0,42,16,5,10,22,24,34,24,177,0,38,13,23,11,15,3,3,0,106,0,46,38,34,75,66,43,25,0,327,0,36,48,93,260,348,281,217,100,1383,52,64,33,28,55,59,45,22,5,363,2317,1162,796,1395,1934,1874,1288,748,241,11755,Bellingen (A)
10650,0,13,9,5,12,4,8,0,3,54,0,11,23,24,48,91,129,127,56,509,10,19,17,5,10,22,22,7,5,117,658,314,339,410,507,569,511,274,95,3677,0,27,264,460,588,778,644,318,72,3151,0,52,122,113,100,83,25,12,0,507,0,11,43,95,75,17,12,11,8,272,1298,0,0,0,0,0,0,0,0,1298,0,301,0,0,0,0,0,0,0,301,0,189,55,25,22,8,3,0,0,302,0,27,5,0,9,22,20,9,0,92,0,9,10,0,6,3,0,0,0,28,0,20,22,12,20,13,19,0,3,109,0,37,71,68,128,211,234,193,82,1024,26,48,29,13,22,41,31,13,5,228,1324,721,621,786,970,1176,988,556,170,7312,Berrigan (A)
10750,0,362,441,203,299,301,147,53,11,1817,0,208,583,682,983,1814,1709,1445,481,7905,309,497,379,179,168,201,121,78,37,1969,33403,20016,23210,22229,18927,14614,7789,4184,1232,145604,0,1574,22731,29188,25313,19413,9681,3503,510,111913,0,1684,4705,3311,2164,983,264,52,12,13175,0,899,2706,4265,3783,2049,997,679,282,15660,68594,0,0,0,0,0,0,0,0,68594,0,17581,0,0,0,0,0,0,0,17581,0,13335,7971,2260,1091,393,52,3,0,25105,0,2120,1683,727,914,1268,1040,911,362,9025,0,1047,953,439,364,214,63,34,8,3122,0,919,1249,629,713,652,353,122,23,4660,0,459,1685,2027,2525,3174,2587,2019,622,15098,717,954,848,502,390,334,206,107,45,4103,69311,40572,44531,43348,37257,28480,15243,7430,1864,288036,Blacktown (C)
10800,0,14,4,5,9,8,6,0,0,46,0,18,14,10,24,56,61,87,42,312,14,15,10,5,12,18,12,6,0,92,648,265,277,344,368,350,258,195,69,2774,0,10,277,406,535,481,346,212,36,2303,0,72,122,80,58,35,10,3,0,380,0,12,25,64,40,11,12,14,9,187,1237,0,0,0,0,0,0,0,0,1237,0,205,0,0,0,0,0,0,0,205,0,123,30,26,22,17,0,0,0,218,0,16,5,7,3,12,6,5,3,57,0,3,3,3,3,3,0,3,0,18,0,38,8,11,17,11,13,6,0,104,0,32,59,54,91,123,105,118,60,642,23,28,19,13,21,23,20,14,0,161,1260,539,548,664,790,716,512,375,108,5512,Bland (A)
10850,0,10,5,3,7,3,3,3,0,34,0,11,13,23,47,67,75,75,17,328,17,21,11,3,8,7,5,4,8,84,733,362,320,466,465,389,297,185,44,3261,0,23,296,572,572,536,393,192,21,2605,0,72,110,87,77,46,11,6,0,409,0,22,39,73,77,22,17,21,13,284,1451,0,0,0,0,0,0,0,0,1451,0,272,0,0,0,0,0,0,0,272,0,214,52,41,37,14,5,0,0,363,0,21,0,9,14,23,12,14,5,98,0,23,13,10,3,3,3,0,0,55,0,23,17,7,11,10,6,7,0,81,0,22,39,62,114,154,143,122,20,676,41,43,26,12,14,18,8,7,8,177,1492,735,592,873,919,826,598,369,67,6471,Blayney (A)
10150,0,366,387,151,77,72,32,20,6,1111,0,77,336,372,394,399,308,352,177,2415,25,62,65,27,26,29,19,19,7,279,2863,2381,3664,3085,2730,1950,1204,937,349,19163,0,227,2985,3326,2967,2108,1286,897,174,13970,0,260,1052,673,448,249,54,17,6,2759,0,19,113,340,478,272,127,117,63,1529,5792,0,0,0,0,0,0,0,0,5792,0,1855,0,0,0,0,0,0,0,1855,0,727,696,319,187,62,11,0,0,2002,0,376,392,99,70,120,116,123,77,1373,0,320,358,65,56,35,9,9,4,856,0,706,901,298,191,160,84,39,14,2393,0,161,616,704,704,713,516,525,239,4178,56,96,133,62,65,49,30,28,10,529,5848,4747,7246,5886,5166,3768,2233,1755,587,37236,Ashfield (A)
10200,0,234,279,97,88,80,30,12,0,820,0,81,243,193,263,323,287,278,187,1855,45,97,103,41,29,43,25,21,14,418,6692,5031,6514,4736,4266,3075,1578,971,405,33268,0,1001,6756,6574,5830,3973,2132,928,166,27360,0,241,831,382,289,206,41,12,0,2002,0,69,343,688,813,477,177,150,90,2807,13702,0,0,0,0,0,0,0,0,13702,0,4398,0,0,0,0,0,0,0,4398,0,2331,2100,536,257,109,7,4,0,5344,0,811,776,222,275,324,228,226,107,2969,0,514,661,147,135,66,15,6,3,1547,0,795,1200,341,279,229,73,33,3,2953,0,198,646,515,620,645,475,412,248,3759,104,211,235,116,84,73,50,32,17,922,13806,10569,13548,9521,8582,6102,3198,1803,634,67763,Auburn (C)
10250,0,131,97,55,92,75,54,18,3,525,0,38,79,129,282,509,531,670,354,2592,51,91,47,38,56,79,66,23,14,465,3296,1850,1589,2532,2913,2789,2030,1494,581,19074,0,72,1112,2578,3099,3437,2506,1419,350,14573,0,276,648,664,636,379,129,45,10,2787,0,62,227,554,564,239,113,108,68,1935,6689,0,0,0,0,0,0,0,0,6689,0,1616,0,0,0,0,0,0,0,1616,0,979,391,195,150,85,13,0,0,1813,0,147,56,48,72,88,70,85,56,622,0,113,65,47,42,24,16,0,0,307,0,270,245,151,184,158,103,39,12,1162,0,80,224,320,632,854,778,898,477,4263,117,148,107,80,103,137,104,38,14,848,6806,3763,3075,4637,5482,5401,3832,2632,987,36615,Ballina (A)
10900,0,116,132,71,119,163,86,37,15,739,0,53,174,273,526,1051,1046,822,387,4332,92,168,98,59,104,136,73,30,15,775,6931,3914,3379,5169,5788,5520,3306,1767,696,36470,0,194,2822,5937,6784,6693,3793,1564,279,28066,0,402,1235,1401,1141,771,214,50,9,5223,0,118,323,844,956,481,183,157,115,3177,13954,0,0,0,0,0,0,0,0,13954,0,3798,0,0,0,0,0,0,0,3798,0,2477,1032,359,210,130,15,0,0,4223,0,194,106,69,93,145,138,120,81,946,0,182,91,66,51,47,17,20,35,509,0,240,310,220,251,324,186,75,19,1625,0,109,414,690,1119,1749,1513,1092,499,7185,171,317,211,177,209,248,127,50,20,1530,14125,8031,6544,9763,10814,10588,6186,3128,1057,70236,Blue Mountains (C)
10950,0,11,0,4,3,0,0,0,3,21,0,14,18,11,13,19,43,32,7,157,3,9,0,3,3,8,5,3,0,34,300,136,137,190,152,125,151,74,16,1281,0,14,114,225,189,167,169,75,4,957,0,29,51,49,41,8,7,0,0,185,0,17,18,37,29,9,12,4,6,132,619,0,0,0,0,0,0,0,0,619,0,65,0,0,0,0,0,0,0,65,0,67,26,15,11,4,3,0,0,126,0,19,5,5,3,3,10,6,0,51,0,11,6,0,0,0,0,0,0,17,0,15,6,8,6,3,0,0,3,41,0,22,31,24,51,43,77,52,13,313,15,22,5,10,6,16,10,6,0,90,634,281,262,373,336,253,288,143,26,2596,Bogan (A)
11000,0,4,5,0,3,6,3,3,0,24,0,3,7,5,21,47,22,31,20,156,3,0,4,4,3,11,6,8,0,39,228,88,106,119,175,185,99,78,35,1113,0,7,82,145,215,219,148,63,24,903,0,28,49,45,34,16,3,0,0,175,0,3,15,17,27,9,10,3,9,93,426,0,0,0,0,0,0,0,0,426,0,73,0,0,0,0,0,0,0,73,0,50,17,8,8,6,0,0,0,89,0,10,0,0,3,0,4,5,3,25,0,6,0,6,0,0,0,0,0,12,0,4,9,3,6,14,3,8,0,47,0,14,20,25,54,97,47,47,28,332,9,4,11,7,8,16,11,8,0,74,435,199,203,256,355,377,226,134,64,2249,Bombala (A)
11050,0,3,0,3,5,0,3,0,0,14,0,7,4,11,15,29,34,39,17,156,0,7,0,0,8,11,4,6,0,36,221,106,93,136,165,168,127,86,24,1126,0,3,71,155,205,236,167,71,7,915,0,33,34,26,24,11,7,0,0,135,0,0,10,32,16,10,7,10,7,92,453,0,0,0,0,0,0,0,0,453,0,89,0,0,0,0,0,0,0,89,0,47,23,14,12,4,0,0,0,100,0,9,0,0,6,6,6,0,0,30,0,3,4,0,0,3,0,0,0,10,0,7,3,6,8,3,8,0,0,35,0,15,16,22,57,61,72,55,20,318,4,11,5,4,12,15,8,9,0,68,460,217,166,259,340,349,275,145,34,2245,Boorowa (A)
11100,0,172,185,69,64,69,32,15,9,615,0,54,184,142,191,331,390,386,189,1867,45,56,47,42,14,31,20,17,9,281,3225,2268,3034,2968,2341,2010,1514,971,346,18677,0,150,2508,3567,2922,2271,1648,849,130,14045,0,210,759,576,337,171,59,14,0,2126,0,44,191,448,466,333,155,130,62,1829,6650,0,0,0,0,0,0,0,0,6650,0,1822,0,0,0,0,0,0,0,1822,0,1137,1011,392,210,80,12,0,0,2842,0,306,297,123,109,154,183,144,58,1374,0,184,161,55,41,24,9,4,6,484,0,452,484,187,141,149,82,28,15,1538,0,124,404,381,488,606,667,550,244,3464,93,95,118,107,46,58,39,21,9,586,6743,4524,5933,5836,4760,3846,2854,1740,524,36760,Botany Bay (C)
11150,0,9,0,5,4,7,3,0,0,28,0,5,17,16,17,23,24,26,4,132,9,10,5,7,8,8,3,0,3,53,251,144,174,174,162,124,75,48,13,1165,0,14,112,158,169,125,73,42,3,696,0,35,93,63,50,23,0,0,0,264,0,16,21,36,23,12,6,7,3,124,544,0,0,0,0,0,0,0,0,544,0,44,0,0,0,0,0,0,0,44,0,69,20,10,13,0,0,0,0,112,0,41,7,11,10,12,10,4,3,98,0,10,7,3,0,8,3,0,0,31,0,9,3,10,4,12,3,7,0,48,0,14,33,40,44,59,54,37,4,285,20,18,13,11,16,12,6,3,3,102,564,270,309,342,329,263,155,100,16,2348,Bourke (A)
11200,0,6,0,3,5,4,0,0,0,18,0,7,6,7,9,16,10,9,3,67,8,6,6,7,7,4,0,3,0,41,205,133,96,109,113,78,34,32,9,809,0,3,35,47,83,63,34,15,7,287,0,35,56,64,56,17,7,0,0,235,0,20,26,30,21,12,3,5,3,120,397,0,0,0,0,0,0,0,0,397,0,49,0,0,0,0,0,0,0,49,0,54,18,7,11,3,0,0,0,93,0,29,8,14,13,14,14,8,0,100,0,13,0,10,6,3,0,0,0,32,0,9,0,8,10,9,0,3,0,39,0,11,19,14,39,40,18,18,6,165,13,20,11,10,15,7,4,6,0,86,410,243,173,204,254,168,80,55,16,1603,Brewarrina (A)
11350,0,152,201,122,152,132,35,21,3,818,0,28,87,166,311,479,262,227,131,1691,49,76,59,55,54,67,43,7,8,418,2470,1225,1352,2270,2528,2024,937,592,238,13636,0,38,616,1652,2077,1983,1036,541,115,8058,0,107,539,906,703,487,115,10,4,2871,0,26,186,492,601,206,73,62,36,1682,4995,0,0,0,0,0,0,0,0,4995,0,1082,0,0,0,0,0,0,0,1082,0,665,265,109,97,45,3,0,0,1184,0,80,55,31,43,84,45,61,37,436,0,100,110,88,84,48,16,6,3,455,0,325,452,306,328,292,73,38,6,1820,0,62,200,356,644,883,444,323,179,3091,94,126,119,119,117,129,68,15,12,799,5089,2611,2542,4059,4694,4157,1873,1056,392,26473,Byron (A)
11400,0,10,8,6,10,10,8,6,0,58,0,15,27,36,44,91,134,124,65,536,24,34,15,12,19,19,11,15,8,157,1321,624,567,793,918,818,549,338,110,6038,0,29,513,1000,1316,1218,788,366,49,5279,0,97,218,202,141,100,38,3,0,799,0,26,62,104,109,42,27,36,11,417,2676,0,0,0,0,0,0,0,0,2676,0,521,0,0,0,0,0,0,0,521,0,386,117,56,45,20,0,0,0,624,0,37,8,8,17,16,30,25,10,151,0,28,16,6,9,4,0,6,0,69,0,25,28,14,24,14,18,13,0,136,0,37,66,99,149,217,249,203,87,1107,46,71,33,26,33,37,28,21,11,306,2722,1257,1061,1515,1843,1668,1178,673,168,12085,Cabonne (A)
11450,0,57,82,25,33,55,29,10,3,294,0,36,99,92,154,286,316,303,155,1441,60,126,80,29,25,37,24,17,6,404,6552,3657,3797,4557,3668,2674,1497,787,303,27492,0,225,3869,6431,5216,3911,2032,784,148,22616,0,380,1150,801,545,259,60,8,3,3206,0,88,296,731,605,260,91,66,45,2182,13236,0,0,0,0,0,0,0,0,13236,0,3186,0,0,0,0,0,0,0,3186,0,2737,969,254,131,57,7,0,0,4155,0,212,126,66,112,149,115,127,60,967,0,147,106,53,35,28,13,3,0,385,0,139,204,77,71,106,55,22,6,680,0,86,290,316,368,476,455,408,192,2591,141,216,163,74,62,63,45,22,9,795,13377,7416,7173,8803,7145,5309,2873,1440,463,53999,Camden (A)
11500,0,198,165,93,140,173,86,24,3,882,0,127,382,393,666,1228,995,727,239,4757,222,339,221,95,102,128,62,41,20,1230,15000,10527,10222,9631,10221,8593,4010,1976,572,70752,0,711,8156,10882,12796,11170,5000,1617,256,50588,0,1127,2698,1773,1358,746,176,50,9,7937,0,525,1718,2281,2197,1200,422,266,110,8719,30171,0,0,0,0,0,0,0,0,30171,0,8316,0,0,0,0,0,0,0,8316,0,7748,4105,1026,424,167,23,0,0,13493,0,991,600,297,437,671,459,387,173,4015,0,497,349,221,173,99,43,20,4,1406,0,392,496,309,346,368,188,57,10,2166,0,301,1008,1171,1485,2097,1499,987,310,8858,463,657,513,280,213,233,107,52,25,2543,30634,21265,19643,18240,19429,16751,7917,3436,897,138212,Campbelltown (C)
11250,0,36,23,14,28,23,16,6,3,149,0,45,69,77,181,246,241,343,130,1332,44,61,34,33,35,38,28,21,4,298,1522,970,886,1024,1290,1164,859,682,186,8583,0,44,489,912,1320,1431,982,564,86,5828,0,280,393,301,261,123,42,22,0,1422,0,82,233,286,220,81,51,71,21,1045,3059,0,0,0,0,0,0,0,0,3059,0,547,0,0,0,0,0,0,0,547,0,596,174,107,92,29,4,0,0,1002,0,96,29,22,42,49,33,27,12,310,0,51,26,14,16,0,3,0,0,110,0,62,53,24,56,57,26,11,3,292,0,108,196,206,429,510,414,476,172,2511,87,105,92,63,66,74,50,32,8,577,3146,1971,1685,1935,2502,2354,1605,1203,302,16703,Broken Hill (C)
11300,0,382,375,65,61,46,30,35,17,1011,0,57,119,111,129,207,229,292,140,1284,18,60,60,21,20,11,13,10,8,221,2226,2492,2682,2070,2066,1606,1036,827,309,15314,0,198,2108,2520,2609,2016,1275,760,162,11648,0,153,429,210,180,117,29,8,0,1126,0,17,97,279,383,210,92,111,62,1251,4545,0,0,0,0,0,0,0,0,4545,0,1865,0,0,0,0,0,0,0,1865,0,830,864,291,175,64,10,0,0,2234,0,352,297,90,80,115,101,117,63,1215,0,362,461,51,43,29,9,13,3,971,0,880,1010,168,117,86,73,46,21,2401,0,116,304,239,279,353,340,392,186,2209,42,100,105,54,38,23,21,16,8,407,4587,4873,5675,3902,3904,3013,1950,1463,505,29872,Burwood (A)
11520,0,471,626,166,106,84,57,26,11,1547,0,101,448,449,438,620,675,716,387,3834,63,82,115,64,43,47,34,16,15,479,5929,4065,6237,5935,4954,4016,2614,1827,718,36295,0,228,5080,7524,6074,5045,3243,1825,349,29368,0,440,1970,1120,763,445,127,26,6,4897,0,25,165,559,828,458,191,198,120,2544,11889,0,0,0,0,0,0,0,0,11889,0,3540,0,0,0,0,0,0,0,3540,0,1831,1587,539,348,113,28,5,0,4451,0,420,435,124,126,169,159,211,116,1760,0,329,347,87,45,19,19,10,3,859,0,994,1368,373,241,181,114,54,20,3345,0,224,934,908,902,1063,1016,922,487,6456,131,154,241,130,104,78,59,28,20,945,12020,8185,12127,11364,9431,7571,4956,3279,1121,70054,Canada Bay (A)
11550,0,217,269,175,167,157,70,42,13,1110,0,135,396,484,673,963,973,1032,532,5188,121,147,155,107,78,77,62,57,20,824,12644,7942,10230,9761,8699,6651,4671,3197,1085,64880,0,1159,10178,12479,10823,8246,5918,3413,638,52854,0,371,1244,1115,885,466,132,36,0,4249,0,120,730,1500,1804,983,517,494,214,6362,25919,0,0,0,0,0,0,0,0,25919,0,7406,0,0,0,0,0,0,0,7406,0,4374,4108,1521,817,282,40,0,0,11142,0,1139,969,381,425,521,485,441,201,4562,0,508,670,216,207,124,49,24,3,1801,0,713,1244,528,488,378,179,83,21,3634,0,293,1030,1171,1552,1853,1650,1510,685,9744,226,287,368,241,189,139,91,76,30,1647,26145,16370,20541,19152,17190,12992,9061,6077,1792,129320,Canterbury (C)
11600,0,8,9,0,4,5,0,0,0,26,0,3,13,6,7,15,17,24,4,89,5,8,5,0,8,3,3,3,3,38,255,121,130,157,180,113,96,56,14,1122,0,12,95,212,247,174,137,61,6,944,0,41,53,44,38,14,3,0,0,193,0,3,11,18,20,8,12,6,8,86,514,0,0,0,0,0,0,0,0,514,0,65,0,0,0,0,0,0,0,65,0,52,23,13,15,3,0,0,0,106,0,12,3,3,0,6,6,3,0,33,0,6,6,0,3,0,0,0,0,15,0,17,20,3,8,12,3,0,0,63,0,14,44,33,39,66,44,38,4,282,15,16,10,3,17,6,6,6,3,82,529,238,265,329,387,289,211,114,21,2383,Carrathool (A)
11700,0,4,3,0,3,5,0,0,0,15,0,5,7,7,19,20,13,8,4,83,3,11,7,7,3,7,3,3,0,44,206,113,109,111,120,114,70,24,10,877,0,9,58,85,93,107,95,15,3,465,0,25,47,56,49,28,8,0,0,213,0,8,26,29,25,9,8,6,3,114,377,0,0,0,0,0,0,0,0,377,0,53,0,0,0,0,0,0,0,53,0,47,23,12,8,4,0,0,0,94,0,22,12,11,11,15,6,3,0,80,0,9,3,3,6,0,0,0,0,21,0,8,6,0,6,11,4,0,0,35,0,11,23,25,44,83,49,23,7,265,10,17,16,17,9,14,3,3,0,89,387,209,214,238,251,271,173,50,13,1806,Central Darling (A)
11720,0,103,74,35,70,71,50,9,0,412,0,54,112,115,281,520,443,497,207,2229,97,133,59,47,64,59,33,25,9,526,5091,3115,2910,3207,3251,3081,1842,1129,346,23972,0,202,2271,3464,3721,3981,2347,974,133,17093,0,742,1290,924,641,314,94,32,6,4043,0,226,560,766,637,276,131,140,65,2801,10237,0,0,0,0,0,0,0,0,10237,0,1891,0,0,0,0,0,0,0,1891,0,2038,654,301,203,98,15,0,0,3309,0,220,97,59,111,160,127,107,53,934,0,193,92,62,51,29,16,4,0,447,0,196,207,121,151,137,105,18,6,941,0,150,411,420,678,963,751,695,278,4346,209,275,167,126,128,115,64,35,9,1128,10446,6133,5749,6243,6321,6073,3650,2005,550,47170,Cessnock (C)
11730,0,111,61,40,89,85,53,29,6,474,0,63,97,116,342,582,611,633,314,2758,96,117,55,55,102,122,110,57,14,728,4304,2428,1943,2801,3492,3588,2688,1620,529,23393,0,123,1308,2775,3753,4528,3508,1670,263,17928,0,451,730,819,772,539,194,53,8,3566,0,187,432,672,611,221,125,136,72,2456,8627,0,0,0,0,0,0,0,0,8627,0,1844,0,0,0,0,0,0,0,1844,0,1352,415,250,226,107,13,0,0,2363,0,214,71,60,85,128,137,120,66,881,0,161,68,52,58,37,20,7,0,403,0,219,162,98,179,205,103,61,15,1042,0,152,267,402,851,1191,1086,959,417,5325,204,259,155,138,211,245,185,89,19,1505,8831,4962,3608,5266,6746,7201,5371,3095,860,45940,Clarence Valley (A)
