lga_code16,maopd_tot_a_20_24,maopd_tot_a_25_34,maopd_tot_a_35_44,maopd_tot_a_45_54,maopd_tot_a_55_64,maopd_tot_a_65_74,maopd_tot_a_75ov,maopd_tot_tot,lab_nni_a_15_19,lab_nni_a_20_24,lab_nni_a_25_34,lab_nni_a_35_44,lab_nni_a_45_54,lab_nni_a_55_64,lab_nni_a_65_74,lab_nni_a_75ov,lab_nni_tot,lab_1_149_a_15_19,lab_1_149_a_20_24,lab_1_149_a_25_34,lab_1_149_a_35_44,lab_1_149_a_45_54,lab_1_149_a_55_64,lab_1_149_a_65_74,lab_1_149_a_75ov,lab_1_149_tot,lab_150_299_a_15_19,lab_150_299_a_20_24,lab_150_299_a_25_34,lab_150_299_a_35_44,lab_150_299_a_45_54,lab_150_299_a_55_64,lab_150_299_a_65_74,lab_150_299_a_75ov,lab_150_299_tot,lab_300_399_a_15_19,lab_300_399_a_20_24,lab_300_399_a_25_34,lab_300_399_a_35_44,lab_300_399_a_45_54,lab_300_399_a_55_64,lab_300_399_a_65_74,lab_300_399_a_75ov,lab_300_399_tot,lab_400_499_a_15_19,lab_400_499_a_20_24,lab_400_499_a_25_34,lab_400_499_a_35_44,lab_400_499_a_45_54,lab_400_499_a_55_64,lab_400_499_a_65_74,lab_400_499_a_75ov,lab_400_499_tot,lab_500_649_a_15_19,lab_500_649_a_20_24,lab_500_649_a_25_34,lab_500_649_a_35_44,lab_500_649_a_45_54,lab_500_649_a_55_64,lab_500_649_a_65_74,lab_500_649_a_75ov,lab_500_649_tot,lab_650_799_a_15_19,lab_650_799_a_20_24,lab_650_799_a_25_34,lab_650_799_a_35_44,lab_650_799_a_45_54,lab_650_799_a_55_64,lab_650_799_a_65_74,lab_650_799_a_75ov,lab_650_799_tot,lab_800_999_a_15_19,lab_800_999_a_20_24,lab_800_999_a_25_34,lab_800_999_a_35_44,lab_800_999_a_45_54,lab_800_999_a_55_64,lab_800_999_a_65_74,lab_800_999_a_75ov,lab_800_999_tot,lab_1000_1249_a_15_19,lab_1000_1249_a_20_24,lab_1000_1249_a_25_34,lab_1000_1249_a_35_44,lab_1000_1249_a_45_54,lab_1000_1249_a_55_64,lab_1000_1249_a_65_74,lab_1000_1249_a_75ov,lab_1000_1249_tot,lab_1250_1499_a_15_19,lab_1250_1499_a_20_24,lab_1250_1499_a_25_34,lab_1250_1499_a_35_44,lab_1250_1499_a_45_54,lab_1250_1499_a_55_64,lab_1250_1499_a_65_74,lab_1250_1499_a_75ov,lab_1250_1499_tot,lab_1500_1749_a_15_19,lab_1500_1749_a_20_24,lab_1500_1749_a_25_34,lab_1500_1749_a_35_44,lab_1500_1749_a_45_54,lab_1500_1749_a_55_64,lab_1500_1749_a_65_74,lab_1500_1749_a_75ov,lab_1500_1749_tot,lab_1750_1999_a_15_19,lab_1750_1999_a_20_24,lab_1750_1999_a_25_34,lab_1750_1999_a_35_44,lab_1750_1999_a_45_54,lab_1750_1999_a_55_64,lab_1750_1999_a_65_74,lab_1750_1999_a_75ov,lab_1750_1999_tot,lab_2000_2999_a_15_19,lab_2000_2999_a_20_24,lab_2000_2999_a_25_34,lab_2000_2999_a_35_44,lab_2000_2999_a_45_54,lab_2000_2999_a_55_64,lab_2000_2999_a_65_74,lab_2000_2999_a_75ov,lab_2000_2999_tot,lab_3000mo_a_15_19,lab_3000mo_a_20_24,lab_3000mo_a_25_34,lab_3000mo_a_35_44,lab_3000mo_a_45_54,lab_3000mo_a_55_64,lab_3000mo_a_65_74,lab_3000mo_a_75ov,lab_3000mo_tot,lab_pins_a_15_19,lab_pins_a_20_24,lab_pins_a_25_34,lab_pins_a_35_44,lab_pins_a_45_54,lab_pins_a_55_64,lab_pins_a_65_74,lab_pins_a_75ov,lab_pins_tot,lab_tot_a_15_19,lab_tot_a_20_24,lab_tot_a_25_34,lab_tot_a_35_44,lab_tot_a_45_54,lab_tot_a_55_64,lab_tot_a_65_74,lab_tot_a_75ov,lab_tot_tot,oidns_nni_a_15_19,oidns_nni_a_20_24,oidns_nni_a_25_34,oidns_nni_a_35_44,oidns_nni_a_45_54,oidns_nni_a_55_64,oidns_nni_a_65_74,oidns_nni_a_75ov,oidns_nni_t,oidns_1_149_a_15_19,oidns_1_149_a_20_24,oidns_1_149_a_25_34,oidns_1_149_a_35_44,oidns_1_149_a_45_54,oidns_1_149_a_55_64,oidns_1_149_a_65_74,oidns_1_149_a_75ov,oidns_1_149_t,oidns_150_299_a_15_19,oidns_150_299_a_20_24,oidns_150_299_a_25_34,oidns_150_299_a_35_44,oidns_150_299_a_45_54,oidns_150_299_a_55_64,oidns_150_299_a_65_74,oidns_150_299_a_75ov,oidns_150_299_t,oidns_300_399_a_15_19,oidns_300_399_a_20_24,oidns_300_399_a_25_34,oidns_300_399_a_35_44,oidns_300_399_a_45_54,oidns_300_399_a_55_64,oidns_300_399_a_65_74,oidns_300_399_a_75ov,oidns_300_399_t,oidns_400_499_a_15_19,oidns_400_499_a_20_24,oidns_400_499_a_25_34,oidns_400_499_a_35_44,oidns_400_499_a_45_54,oidns_400_499_a_55_64,oidns_400_499_a_65_74,oidns_400_499_a_75ov,oidns_400_499_t,oidns_500_649_a_15_19,oidns_500_649_a_20_24,oidns_500_649_a_25_34,lga_name16
54970,34,222,248,195,137,10,3,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,7,0,0,7,0,3,0,0,0,13,0,3,14,6,7,3,0,0,36,0,3,12,7,6,3,0,0,33,0,8,13,7,4,0,0,0,28,0,0,6,4,3,0,0,0,22,0,4,10,3,3,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,27,65,38,35,13,3,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Laverton (S)
56730,19,37,63,78,77,19,0,298,0,0,0,0,0,3,0,0,3,20,0,4,0,3,3,0,0,29,7,3,5,4,13,6,4,0,44,0,8,10,6,9,8,9,3,43,3,6,0,6,7,14,4,3,36,4,5,8,13,15,11,0,0,57,0,20,12,10,15,20,0,0,71,3,6,14,15,9,21,3,0,70,0,8,12,4,8,13,0,0,42,0,3,5,3,7,4,0,0,25,0,3,4,3,4,5,0,0,23,0,0,0,0,3,0,0,0,6,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,13,38,61,80,64,98,106,23,4,472,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,Northam (S)
55040,30,225,209,188,101,21,0,768,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,5,3,3,0,0,0,10,0,0,3,0,3,0,0,0,10,0,0,5,0,0,8,0,0,11,0,3,8,3,11,8,3,0,33,0,0,9,4,11,7,0,0,32,0,3,3,3,4,3,0,0,19,0,3,10,4,9,0,0,0,19,0,0,9,3,10,0,0,0,25,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,22,58,25,49,29,3,0,194,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leonora (S)
55110,64,144,155,228,241,89,4,981,8,0,0,3,3,4,0,0,16,236,13,15,9,18,10,0,0,300,72,32,27,44,32,28,7,0,247,30,40,37,32,58,46,20,0,260,24,41,41,44,50,51,14,3,261,21,38,29,65,65,52,13,3,297,7,40,65,41,72,49,14,3,286,4,23,35,37,52,49,8,0,208,0,12,42,38,45,44,6,3,185,0,9,23,21,26,11,3,0,92,0,3,9,17,6,12,0,0,57,0,0,12,6,11,7,0,0,29,0,0,5,4,10,7,0,0,26,0,0,3,4,5,3,0,0,17,9,0,4,3,9,3,3,0,32,424,256,349,367,458,358,90,20,2312,0,0,0,0,3,0,3,0,11,8,0,3,0,0,0,0,0,17,0,3,3,3,8,0,0,0,19,0,0,3,3,0,3,3,0,18,3,3,0,0,3,3,0,0,14,3,3,3,Mandurah (C)
55180,14,40,51,95,68,23,8,297,0,0,0,0,0,0,0,0,7,17,0,4,4,8,4,4,0,49,11,3,3,14,8,9,3,0,46,6,4,5,11,13,19,15,0,71,11,10,11,9,19,12,3,3,77,9,8,9,9,18,8,9,0,72,5,16,24,17,23,19,8,3,115,3,12,16,11,33,17,0,0,99,0,3,16,9,17,13,3,0,57,0,0,10,3,6,3,0,0,23,0,0,0,3,8,0,0,0,9,0,0,0,9,3,4,0,0,14,0,0,0,4,3,3,0,0,5,0,0,0,0,0,0,0,0,4,3,0,3,3,0,3,3,0,15,66,59,102,102,160,126,40,6,664,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,Manjimup (S)
55250,14,118,101,80,43,3,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,8,0,4,0,0,4,3,0,0,16,0,0,3,0,0,0,0,0,9,0,3,3,3,0,8,0,0,19,0,3,4,3,3,0,0,0,11,0,3,7,0,3,3,0,0,17,0,0,3,0,0,0,0,0,11,0,3,0,3,0,0,0,0,9,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,26,15,17,20,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meekatharra (S)
55950,0,6,4,7,4,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mukinbudin (S)
55530,0,8,6,6,5,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,7,8,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mingenew (S)
55390,10,54,52,57,24,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,8,0,0,0,0,0,4,0,0,8,0,0,0,0,0,3,0,0,5,0,0,5,3,0,0,0,0,9,0,3,7,4,0,3,0,0,9,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,22,9,4,15,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Menzies (S)
55460,15,16,27,43,28,6,3,148,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,8,0,3,0,0,5,0,0,0,16,5,0,0,0,0,3,0,0,10,3,0,0,0,0,3,0,0,7,4,5,3,6,3,4,0,0,25,0,0,0,3,3,3,3,0,20,0,0,6,5,3,3,0,0,19,0,0,0,6,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,20,9,25,21,34,28,14,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Merredin (S)
56090,43,89,102,120,133,37,3,536,4,0,0,0,3,0,0,0,14,91,8,5,3,3,3,0,0,115,38,15,11,17,17,14,4,0,113,12,16,7,5,17,17,9,3,81,12,13,9,11,23,9,7,0,85,4,13,24,12,29,21,11,3,110,7,15,36,20,29,20,5,0,130,4,23,53,33,30,23,3,0,172,3,11,34,35,19,22,5,0,131,0,9,11,9,12,0,0,0,44,0,0,8,3,16,3,3,0,28,0,0,7,3,0,6,0,0,9,0,0,3,10,3,0,0,0,14,0,0,0,7,0,0,0,0,6,7,3,0,3,0,0,0,0,15,175,130,207,167,210,140,38,8,1074,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,0,6,0,0,0,0,0,0,4,0,6,0,3,0,Mundaring (S)
56790,3,11,9,23,25,7,0,81,0,0,0,0,3,0,0,0,5,6,0,0,0,0,0,0,0,7,0,3,3,3,5,4,0,0,18,3,3,5,8,0,3,3,0,21,3,0,3,10,3,3,4,0,25,0,0,6,3,4,4,3,0,21,0,4,7,5,5,5,3,0,34,0,0,4,0,0,4,0,0,14,0,0,6,5,4,3,0,0,19,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,12,12,36,45,35,35,15,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northampton (S)
55600,4,15,23,16,37,9,3,102,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5,0,10,0,0,0,0,3,0,0,0,3,3,3,0,0,7,3,0,0,19,0,0,3,0,4,8,0,0,12,0,0,3,3,3,5,0,0,18,0,0,0,3,4,0,0,0,14,0,0,0,3,3,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,25,23,21,14,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moora (S)
57980,38,118,84,74,51,12,3,391,4,4,3,0,3,0,0,0,14,106,28,7,11,0,3,0,0,155,17,35,26,8,8,7,4,4,110,9,27,35,20,4,13,3,0,116,4,20,34,24,14,9,10,0,118,0,10,35,32,21,17,3,3,130,3,9,33,17,19,18,14,3,121,3,10,30,29,20,23,5,0,124,0,5,24,13,11,9,3,0,73,0,0,15,10,9,7,0,0,44,0,0,16,3,5,3,0,0,31,0,0,3,0,0,0,0,0,12,0,0,4,3,0,0,0,0,9,0,0,0,5,0,0,0,0,13,3,3,3,0,3,0,0,0,10,150,145,280,185,122,124,45,15,1073,0,0,5,4,4,0,0,0,6,4,3,3,0,0,0,0,0,14,0,0,6,0,0,3,0,0,12,0,3,3,3,3,0,0,0,15,0,3,4,3,0,0,0,0,13,0,0,7,Subiaco (C)
58050,442,1271,1180,1391,947,206,8,5553,13,11,9,9,3,8,0,0,57,383,39,35,25,25,17,6,0,525,127,102,65,54,45,48,15,3,459,66,87,112,73,84,53,25,3,497,38,80,95,82,89,77,24,9,493,40,94,149,103,127,96,28,8,648,25,121,176,153,137,122,20,10,765,17,100,196,153,179,140,24,3,804,9,58,162,121,147,125,22,3,651,3,29,68,58,65,37,10,0,270,0,3,60,50,60,41,3,0,212,0,6,25,29,23,14,0,0,97,0,5,25,31,19,12,3,0,93,0,0,12,9,11,8,6,0,43,12,15,21,5,18,11,3,4,87,742,739,1200,959,1043,793,189,37,5698,7,0,5,8,4,4,0,0,30,12,6,6,0,3,3,0,0,29,7,3,9,3,6,4,0,0,32,6,6,9,5,7,3,3,0,42,0,8,0,4,3,4,0,0,24,3,16,9,Swan (C)
55670,0,0,6,3,7,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,9,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,6,10,5,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Morawa (S)
55810,6,20,3,32,9,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,6,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Mount Magnet (S)
56860,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,3,0,3,5,6,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Marshall (S)
58190,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,9,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,8,14,10,4,6,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tammin (S)
58260,3,3,3,8,9,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,3,4,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three Springs (S)
55740,3,10,3,0,4,3,0,28,0,0,0,0,0,0,0,0,0,15,4,3,0,0,0,0,0,21,3,3,11,3,0,3,0,0,22,0,9,5,3,3,3,0,0,23,3,5,4,0,3,3,0,0,16,0,0,6,3,3,0,3,0,17,0,0,3,3,4,8,4,0,25,0,0,10,0,3,4,5,0,21,0,0,0,8,7,3,0,0,15,0,0,0,0,0,6,0,0,6,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,37,21,29,36,9,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mosman Park (T)
56300,8,6,3,8,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,5,0,8,0,0,3,0,0,0,0,0,10,0,3,3,0,4,9,0,0,15,0,0,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,12,10,18,17,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nannup (S)
57080,134,567,586,538,358,50,5,2272,12,11,11,5,6,5,0,0,54,126,60,32,20,11,12,9,0,268,75,120,98,64,35,31,7,0,428,43,127,191,86,47,35,15,3,544,22,137,227,118,63,56,12,8,637,19,98,200,116,90,88,21,3,641,21,92,189,120,106,91,27,3,654,10,60,169,108,119,88,31,4,583,3,23,119,82,85,76,25,0,414,0,12,73,56,38,29,8,3,217,0,7,59,37,32,21,3,0,164,0,4,45,32,24,16,0,0,127,0,12,62,55,44,29,0,0,199,0,0,28,46,28,25,3,0,127,9,15,18,17,8,14,3,0,89,332,777,1517,964,734,621,181,29,5144,4,9,12,17,10,4,0,0,54,33,13,10,6,4,3,0,0,67,4,21,16,3,7,0,3,0,56,0,9,15,9,12,3,5,9,60,0,7,17,8,7,7,6,3,63,7,21,22,Perth (C)
57140,0,3,4,9,8,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,7,10,6,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pingelly (S)
56160,0,0,3,8,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murchison (S)
56230,20,120,169,273,180,30,0,791,0,0,0,4,0,3,3,0,10,27,0,0,4,3,0,0,0,34,13,4,8,7,13,5,0,0,49,8,9,5,8,15,19,0,0,68,3,7,4,9,13,11,6,0,58,3,13,7,12,18,17,6,0,81,3,8,8,18,15,15,5,0,72,0,6,13,7,12,6,0,0,39,0,0,11,9,12,9,3,0,54,0,0,11,9,10,5,0,0,36,0,0,11,9,9,17,0,0,43,0,4,8,15,8,7,0,0,38,0,0,9,17,9,6,0,0,40,0,0,0,3,8,0,0,0,9,0,0,3,3,7,0,0,0,20,67,52,84,117,158,131,34,3,641,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,Murray (S)
