lga_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,3,0,0,3,7,0,0,0,3,0,0,0,7,0,0,0,8,0,3,0,8,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,4,0,0,3,25,0,3,6,39,0,0,0,9,0,0,13,21,0,3,3,48,0,0,4,61,4,30,17,143,3,7,11,212,19,40,31,137,5,14,13,247,16,40,26,154,3,10,17,277,21,42,34,130,3,14,26,283,19,32,34,119,3,13,62,288,81,189,142,744,23,57,150,1387,0,0,0,0,0,0,15,19,0,0,0,0,0,0,16,13,0,0,0,0,0,0,22,24,0,0,0,3,0,0,23,23,0,0,0,3,0,0,44,46,0,0,0,3,0,0,36,38,0,0,0,0,0,0,50,53,0,0,4,15,0,0,198,215,0,0,0,10,0,0,31,42,Blayney (A)
10900,0,0,0,5,0,0,3,14,0,6,4,20,0,0,0,30,0,4,5,35,0,4,3,57,5,5,12,32,0,3,5,68,3,12,8,25,0,3,3,51,3,7,7,21,0,0,7,45,4,9,3,19,0,0,6,34,12,45,32,155,6,11,37,293,0,0,24,89,21,12,67,211,16,165,95,454,37,22,39,832,216,557,337,1072,44,49,72,2359,445,911,548,1226,44,77,113,3370,589,920,664,1363,33,86,127,3790,702,979,681,1265,30,153,197,3997,646,919,657,1523,54,250,496,4542,2614,4456,2999,6993,261,649,1121,19092,0,0,0,0,0,0,68,68,0,0,0,7,0,0,64,69,3,3,3,3,0,0,129,140,0,5,3,8,0,0,192,212,3,3,6,11,0,0,219,245,7,3,0,12,0,3,236,262,3,3,6,14,0,4,325,354,12,21,16,55,0,8,1237,1354,0,0,22,94,21,15,141,293,Blue Mountains (C)
10950,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,12,0,0,0,7,0,0,4,15,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,3,0,0,3,26,0,0,14,50,0,0,0,8,0,0,3,5,0,0,0,18,0,0,0,27,4,14,5,34,0,4,3,73,0,13,3,35,0,0,6,67,4,7,20,57,4,0,8,99,3,7,3,38,4,3,5,61,0,3,0,40,0,0,19,72,16,49,36,230,10,15,51,401,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,9,0,0,0,0,0,0,22,22,0,0,0,0,0,0,15,15,0,0,0,0,0,0,27,24,0,0,0,3,0,0,12,16,0,0,0,0,0,0,21,21,0,0,0,3,0,0,112,110,0,0,0,7,0,0,17,24,Bogan (A)
11100,0,0,0,3,0,0,0,6,0,4,0,4,0,0,4,18,3,0,5,22,0,0,3,32,0,3,3,9,0,0,5,15,0,0,0,17,0,3,3,25,0,0,0,4,0,0,0,9,0,0,0,0,0,0,3,6,9,10,13,65,3,5,20,116,4,3,7,31,3,3,45,99,34,335,120,205,15,18,64,779,600,1250,426,618,29,56,117,3098,494,750,403,594,25,52,115,2440,271,429,293,640,22,46,113,1805,156,267,183,449,21,60,115,1241,70,161,120,514,9,37,284,1192,1614,3186,1559,3045,115,280,851,10650,0,0,0,0,0,0,59,59,0,3,0,0,0,0,123,128,0,0,0,3,0,0,296,304,3,0,0,5,0,0,214,219,0,3,0,7,0,0,176,182,0,0,0,0,0,0,116,125,0,0,0,4,0,0,138,143,3,9,0,23,0,0,1122,1157,4,3,7,34,3,3,112,167,Botany Bay (C)
11150,0,0,0,0,0,0,10,10,0,0,0,5,0,0,0,8,0,3,3,10,0,0,0,13,0,0,3,5,0,0,7,16,0,0,3,4,0,0,4,17,0,0,0,3,0,0,3,7,0,0,0,0,0,0,5,12,0,5,12,30,5,3,32,82,0,0,0,3,0,0,0,4,0,0,0,13,0,0,0,17,0,25,15,29,0,3,4,67,3,4,6,26,3,0,0,48,4,4,10,29,0,4,3,54,0,3,6,24,0,3,4,42,0,3,4,12,0,5,18,40,10,42,43,133,3,9,30,274,0,0,0,0,0,0,4,4,0,0,0,0,0,0,13,13,0,0,0,0,0,0,30,30,0,0,0,0,0,0,22,22,0,0,0,0,0,0,36,43,0,0,0,0,0,0,41,44,0,0,0,0,0,0,29,29,0,0,0,0,0,0,188,189,0,0,0,3,0,0,14,17,Bourke (A)
11200,0,0,0,3,0,0,9,9,0,0,0,3,4,0,23,31,0,0,0,7,8,0,22,37,0,0,0,12,6,0,9,20,0,0,3,9,3,0,5,21,0,0,0,9,0,0,11,14,0,0,0,0,0,0,0,3,0,0,4,38,14,3,81,147,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,4,8,4,6,5,0,4,25,0,7,5,7,0,0,0,14,0,0,9,17,0,4,3,29,0,0,3,13,0,3,4,23,0,0,5,7,0,0,3,18,5,11,17,48,5,9,12,113,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,17,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,42,0,0,0,7,0,0,8,12,Brewarrina (A)
14300,0,0,0,0,0,0,5,5,0,0,0,7,0,0,40,46,0,0,0,6,0,0,90,94,0,0,0,4,0,0,70,74,0,0,0,4,0,0,18,27,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,22,0,0,228,254,0,0,0,10,0,0,10,20,0,5,3,31,9,0,76,120,0,30,13,99,5,3,192,347,3,36,17,99,3,7,209,367,4,16,23,102,7,3,121,276,5,24,23,98,0,12,85,242,3,12,18,98,3,9,57,203,20,118,95,547,31,32,744,1576,0,0,0,0,0,0,16,16,0,0,0,0,0,0,17,16,0,0,0,0,0,0,15,22,0,0,0,0,0,0,26,32,0,0,0,0,0,0,26,30,0,0,0,0,0,0,42,46,0,0,0,0,0,0,45,47,0,0,0,8,0,0,188,198,0,0,0,13,0,0,28,44,Junee (A)
14350,0,0,0,11,0,0,38,53,0,0,0,27,0,0,51,78,0,0,7,44,3,3,114,174,0,0,0,28,9,8,54,107,0,7,12,25,3,5,31,84,0,6,12,23,4,5,25,72,0,0,0,15,0,0,5,24,7,12,34,171,18,20,316,580,0,0,0,32,15,4,50,100,0,16,12,123,23,5,57,239,8,68,38,364,27,12,160,677,22,88,69,380,29,23,123,731,23,84,88,558,12,28,126,923,50,154,117,703,22,52,118,1209,49,130,150,891,12,59,326,1618,162,537,480,3043,139,187,956,5494,0,0,0,0,0,0,58,58,0,0,0,3,0,0,37,42,0,0,0,4,0,0,89,90,0,0,0,4,0,0,94,101,0,0,0,5,0,0,140,146,0,5,0,7,0,0,174,192,0,0,0,13,0,0,270,281,0,3,4,41,0,0,859,910,0,0,0,37,17,4,143,208,Kempsey (A)
11250,0,0,0,4,0,0,4,11,0,0,0,8,3,0,12,19,0,4,4,24,0,0,29,66,0,0,3,14,0,3,13,39,0,0,3,9,0,0,15,33,0,3,3,6,0,0,9,23,0,0,0,3,0,0,4,7,3,7,13,73,6,7,86,193,0,0,0,10,10,4,33,57,0,18,3,122,5,4,17,171,24,67,32,346,6,11,50,539,22,43,66,273,12,11,46,472,21,63,66,340,13,11,54,567,32,64,60,384,11,18,54,621,15,41,58,390,4,11,213,730,123,295,285,1869,64,67,463,3162,0,0,0,0,0,0,20,20,0,0,0,0,0,0,27,29,0,0,0,0,0,0,67,72,0,0,0,3,0,0,59,62,0,0,0,7,0,0,83,88,0,0,0,9,0,0,73,80,0,0,0,9,0,0,108,123,0,0,4,29,0,0,432,470,0,0,0,14,11,4,59,94,Broken Hill (C)
13910,0,0,0,3,0,0,6,8,0,0,0,12,3,0,0,10,0,0,3,13,0,0,0,20,0,0,5,7,3,0,4,18,0,0,3,9,4,0,3,24,0,0,3,8,0,0,3,12,0,0,3,10,0,0,3,18,3,0,14,58,8,3,21,107,0,0,0,22,6,3,47,84,0,10,12,134,6,3,9,175,12,79,34,265,8,10,30,441,19,87,67,341,5,15,38,571,25,61,73,324,3,15,51,556,23,73,66,324,8,29,74,598,37,80,74,413,12,34,196,847,115,388,334,1822,59,104,448,3276,0,0,0,0,0,0,19,19,0,0,0,0,0,0,29,25,0,0,0,0,0,0,45,45,0,0,0,0,0,0,48,59,0,0,3,4,0,0,68,79,0,0,0,8,0,0,83,91,0,0,0,4,0,0,123,129,7,0,5,15,0,0,425,453,0,0,0,25,6,4,75,116,Hilltops (A)
14000,0,0,0,3,0,0,3,3,0,0,0,9,0,0,0,8,3,8,0,8,0,0,0,25,9,6,10,12,0,3,0,31,4,0,3,9,0,0,3,22,4,0,3,12,0,0,0,20,0,3,0,0,0,3,0,11,22,22,17,53,5,8,9,126,0,4,15,110,27,5,88,252,37,744,193,564,46,37,79,1699,1034,2434,679,1095,42,79,183,5539,2286,3100,1064,1273,50,113,215,8102,1979,2815,1181,1672,51,188,239,8126,1444,2083,934,1399,41,216,241,6352,1178,1921,1062,1891,66,326,878,7324,7960,13102,5137,7999,329,961,1922,37401,0,0,0,0,0,0,101,101,0,0,4,0,0,0,106,114,0,3,0,0,0,0,252,264,5,8,0,3,0,0,311,330,4,10,3,16,0,0,273,301,7,8,3,8,0,0,230,259,9,9,8,17,0,3,344,386,22,43,19,42,5,3,1611,1749,0,4,15,109,27,5,189,359,Hornsby (A)
14100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,13,0,0,0,3,0,0,4,11,4,63,19,19,0,5,3,114,70,219,45,57,0,6,21,413,147,276,89,94,3,13,25,640,196,294,88,106,7,15,31,736,152,232,66,94,3,15,20,582,180,290,88,167,9,28,161,924,757,1377,387,537,20,84,269,3422,0,0,0,0,0,0,22,22,0,0,0,0,0,0,20,27,0,0,0,0,0,0,35,39,0,0,0,0,0,0,41,39,0,0,0,0,0,0,43,47,0,0,0,0,0,0,43,45,0,0,0,0,0,0,56,57,4,5,0,0,0,4,265,278,0,0,0,3,0,0,26,34,Hunters Hill (A)
14170,0,0,0,3,0,0,6,8,0,9,3,8,0,0,13,40,8,34,22,42,3,3,7,118,7,27,9,22,3,3,3,77,8,16,8,20,0,3,3,60,7,7,0,10,0,0,4,33,8,4,3,5,0,0,6,27,38,105,49,107,9,10,45,361,0,13,36,66,10,11,79,213,107,1442,425,473,37,45,137,2670,2540,6254,1649,1956,99,161,424,13068,2878,4765,1537,1653,91,197,393,11519,2068,3052,1199,1594,71,215,344,8537,1405,1820,721,1170,50,174,284,5618,869,1221,504,1289,34,182,760,4854,9871,18566,6057,8197,385,985,2416,46480,0,0,0,0,0,0,206,207,0,0,0,3,0,0,420,422,9,15,9,0,0,3,1445,1476,9,9,5,5,0,0,1117,1145,3,9,3,9,0,0,891,911,3,13,0,9,0,0,631,654,8,9,5,14,0,0,610,643,27,46,21,43,3,8,5324,5467,0,10,36,72,9,11,288,433,Inner West (A)
14200,0,0,0,3,0,3,12,19,0,0,0,12,0,4,8,25,0,0,0,17,0,0,5,29,0,3,5,5,0,0,3,17,0,3,4,18,0,5,3,32,0,3,0,11,0,0,3,22,0,0,0,7,0,0,5,17,0,8,10,76,6,10,45,154,0,0,0,20,15,0,41,73,0,18,7,110,9,5,24,169,6,38,31,288,15,14,37,439,14,60,66,249,9,18,35,447,24,46,76,261,10,21,41,476,17,56,49,288,3,19,44,494,14,72,60,353,6,31,170,708,79,291,287,1574,60,110,388,2793,0,0,0,0,0,0,38,38,0,0,0,0,0,0,21,26,0,0,0,0,0,0,62,64,0,0,0,4,0,0,60,58,0,4,0,0,0,0,69,74,0,0,0,3,0,0,87,92,0,0,0,3,0,0,127,131,0,4,0,13,0,0,465,486,0,0,0,21,15,3,88,127,Inverell (A)
14400,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,12,0,0,3,5,0,0,3,17,0,0,3,12,0,0,0,12,0,0,4,4,0,0,0,16,0,4,0,8,0,0,0,17,0,0,0,3,0,0,0,9,4,7,16,45,0,0,10,82,0,0,3,21,3,3,23,54,3,54,24,144,3,3,7,250,62,155,103,308,9,12,13,658,90,218,141,360,7,14,26,847,94,243,171,439,5,21,22,1002,172,304,191,462,9,35,42,1210,164,324,219,575,14,75,138,1512,582,1292,860,2301,56,170,274,5534,0,0,0,0,0,0,28,28,0,0,3,3,0,0,27,34,0,0,0,0,0,0,50,57,0,0,3,0,0,0,52,58,0,0,0,4,0,0,78,88,0,3,0,3,0,0,93,100,0,0,0,6,0,3,128,138,3,5,7,21,0,7,467,512,0,0,3,21,3,3,57,84,Kiama (A)
14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,14,7,4,0,0,0,0,0,14,0,6,3,0,0,0,0,7,0,3,0,3,0,0,0,9,0,0,5,3,0,0,0,6,10,20,11,6,0,0,0,46,4,4,19,37,10,12,71,150,36,722,121,183,19,20,47,1158,880,1822,371,378,29,52,90,3613,1959,2794,523,422,17,75,157,5945,2411,3262,792,612,29,126,204,7439,1589,2377,601,506,20,128,188,5406,1653,2738,1060,868,46,272,637,7278,8524,13722,3491,2996,162,683,1401,30978,0,0,0,0,0,0,175,172,0,0,0,0,0,0,80,84,0,3,0,3,0,0,171,179,0,12,0,0,0,3,192,208,7,3,3,7,0,0,261,284,3,9,0,0,0,0,189,202,8,19,3,7,0,0,362,394,19,43,11,20,3,6,1423,1523,4,5,19,35,10,12,245,325,Ku-ring-gai (A)
14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,5,0,0,8,12,0,0,0,3,0,0,3,10,0,0,3,0,0,0,3,7,0,0,0,6,0,0,0,10,4,0,3,20,0,4,18,43,0,0,0,7,0,3,10,21,0,4,3,44,7,0,3,58,4,10,14,90,3,6,12,143,13,41,24,115,9,5,14,213,10,42,40,179,3,14,35,319,25,75,65,221,13,27,29,447,27,59,44,190,5,16,66,412,81,230,183,846,37,74,169,1620,0,0,0,0,0,0,26,26,0,0,0,0,0,0,12,12,0,0,0,0,0,0,17,22,0,0,0,0,0,0,36,37,0,0,0,0,0,0,71,72,0,0,0,3,0,0,83,86,0,0,0,6,0,0,92,97,0,0,3,7,0,3,334,353,0,0,0,7,0,3,39,45,Kyogle (A)
14600,0,0,0,3,0,0,9,5,0,0,0,9,3,0,0,14,0,0,0,6,0,3,11,20,0,0,3,11,0,0,4,14,0,3,0,12,0,0,3,11,0,3,4,9,0,0,4,15,0,0,0,3,0,0,8,9,0,7,10,52,5,3,35,107,0,0,0,0,0,5,10,13,0,3,0,34,3,3,5,50,7,22,8,92,7,3,10,148,3,21,21,65,4,11,22,138,0,10,18,65,4,3,17,118,4,8,21,81,4,11,20,152,3,5,14,72,0,6,57,161,27,75,79,415,24,38,141,789,0,0,0,0,0,0,15,15,0,0,0,4,0,0,20,20,0,0,0,0,0,0,24,24,0,0,0,0,0,0,34,30,0,0,0,0,0,0,37,36,0,0,0,0,0,0,35,35,0,0,0,3,0,0,71,72,0,0,0,6,0,0,238,247,0,0,0,4,0,5,32,40,Lachlan (A)
14650,0,0,4,22,3,3,23,56,0,4,8,102,20,4,11,147,8,23,27,152,5,9,21,249,7,20,31,133,6,7,30,238,10,15,25,134,7,4,24,210,8,17,31,84,0,8,21,158,4,3,3,49,0,4,28,93,31,95,124,684,36,36,148,1153,0,5,18,192,66,26,183,486,10,276,184,1309,109,62,115,2061,352,1407,781,3785,102,111,226,6766,628,1624,1175,3782,96,187,299,7781,634,1254,1286,4488,67,220,391,8346,679,1324,1165,4205,75,282,460,8185,769,1304,1203,5688,102,558,1684,11301,3069,7186,5809,23438,609,1441,3361,44917,0,0,0,0,0,0,176,173,0,0,0,5,0,0,170,181,0,6,0,20,0,0,388,413,0,0,0,17,0,0,379,402,3,6,3,21,0,3,453,490,0,3,6,20,0,0,436,471,3,4,9,47,0,8,712,785,9,16,21,141,0,12,2719,2916,0,5,23,211,70,24,382,714,Lake Macquarie (C)
14700,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,5,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,4,0,0,5,20,0,0,4,7,3,3,17,35,26,240,43,72,3,7,15,407,572,1222,265,281,9,15,64,2425,720,1045,258,221,9,30,71,2359,553,760,230,189,11,33,49,1835,369,575,155,162,13,36,44,1356,387,555,196,237,10,52,138,1571,2621,4403,1157,1170,55,185,394,9979,0,0,0,0,0,0,35,35,0,0,0,0,0,0,37,44,0,3,0,0,0,0,186,191,0,0,0,3,0,0,142,154,3,0,0,0,0,0,96,104,0,3,0,0,0,0,75,80,3,4,0,0,0,0,91,99,10,11,4,8,0,0,666,698,0,0,4,7,3,3,49,66,Lane Cove (A)
14750,0,0,0,3,0,0,0,3,0,0,0,6,0,0,8,15,0,0,0,10,0,0,4,13,0,0,0,8,0,0,4,16,0,3,0,13,0,0,0,16,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,46,0,0,14,65,0,0,0,25,3,0,12,41,0,12,3,74,9,4,12,116,7,54,34,205,9,7,21,330,23,66,36,163,3,11,29,331,11,37,33,226,6,6,35,362,14,48,38,199,4,7,30,342,8,28,36,165,3,9,102,358,75,244,175,1064,42,50,244,1877,0,0,0,0,0,0,28,28,0,0,0,0,0,0,20,21,0,0,0,0,0,0,55,55,0,0,0,5,0,0,44,49,0,0,0,0,0,0,68,67,0,0,0,0,0,0,59,60,0,0,0,0,0,0,94,95,0,0,0,9,0,0,368,382,0,0,0,25,3,0,43,75,Leeton (A)
14850,0,0,0,5,0,0,11,24,0,3,0,19,6,0,4,34,0,3,6,40,8,6,5,69,0,5,9,22,3,0,12,51,0,15,9,34,5,4,9,70,8,5,5,15,0,3,8,50,0,0,0,3,0,0,3,17,10,37,33,144,23,18,57,313,0,0,0,47,10,7,64,128,3,54,19,257,41,14,34,420,49,259,109,657,47,30,46,1201,127,354,167,685,38,34,67,1463,141,370,239,800,38,49,71,1724,172,372,279,888,27,63,112,1922,178,299,204,844,16,85,283,1908,671,1709,1030,4176,212,290,685,8776,0,0,0,0,0,0,95,96,0,0,0,3,0,0,117,122,0,0,0,0,0,0,163,168,0,0,3,8,0,0,155,166,0,0,0,6,0,0,191,199,0,3,0,7,0,0,270,279,0,0,0,4,0,0,281,293,6,5,11,28,3,3,1265,1318,0,0,0,47,14,6,173,249,Lismore (C)
14870,0,0,0,0,0,0,10,8,0,0,0,5,3,0,19,32,0,0,0,26,3,0,38,73,0,0,5,23,0,0,26,59,0,0,5,15,3,3,3,33,0,0,0,8,0,3,3,22,0,0,0,11,0,0,9,22,3,9,15,91,10,4,114,243,0,0,0,29,10,0,41,72,0,8,16,173,12,11,57,273,12,59,59,373,20,10,149,684,21,64,62,362,15,12,132,673,40,61,106,496,9,25,106,832,46,96,82,450,8,34,98,810,39,100,116,542,3,48,228,1081,161,385,432,2428,83,139,806,4428,0,0,0,0,0,0,36,36,0,0,0,0,0,0,43,42,0,3,0,3,0,0,106,110,0,0,0,3,0,0,90,95,0,0,3,6,0,0,125,132,3,0,0,3,0,0,128,134,0,0,0,10,0,0,202,214,3,3,3,26,0,0,730,770,0,0,0,25,12,0,85,123,Lithgow (C)
14900,0,0,0,5,0,3,9,24,0,5,0,29,5,4,8,43,3,5,6,44,4,0,10,71,0,5,11,37,0,4,9,61,0,4,6,21,0,3,10,54,0,0,5,13,0,3,6,25,0,3,0,19,0,0,10,35,8,27,29,160,7,15,65,313,0,9,55,218,32,24,278,619,46,689,486,1122,91,93,246,2779,696,2285,1418,2958,157,241,476,8229,923,1989,1536,3092,126,249,524,8453,584,1437,1372,3214,94,260,533,7498,418,964,766,2084,58,215,450,4953,184,543,415,2018,39,170,690,4057,2848,7921,6050,14718,590,1247,3203,36580,0,0,0,3,0,0,391,396,0,3,0,4,3,0,476,485,0,7,3,16,0,4,1010,1040,0,3,10,10,0,3,905,934,0,0,4,11,0,0,783,804,3,3,0,4,0,4,604,618,0,0,0,25,0,3,629,651,7,14,16,73,3,11,4805,4931,0,9,55,234,34,29,678,1033,Liverpool (C)
14920,0,0,0,0,0,0,12,16,0,0,0,3,3,0,4,15,0,4,0,8,0,0,7,21,0,0,7,15,0,0,5,31,0,0,3,6,3,0,3,13,0,0,0,4,0,0,8,12,0,0,0,4,0,0,6,11,0,5,6,46,10,5,53,122,0,0,0,0,0,0,21,26,0,3,3,43,3,0,4,55,3,27,16,113,0,4,11,185,5,29,24,99,6,12,21,193,4,13,17,125,8,4,22,201,6,22,37,137,3,6,25,239,10,16,29,146,7,13,67,284,30,116,130,666,31,48,163,1185,0,0,0,0,0,0,9,9,0,0,0,3,0,0,9,12,0,0,0,0,0,0,27,33,0,0,0,3,0,0,25,27,0,0,0,3,0,0,35,39,0,0,3,0,0,0,51,57,0,0,0,0,0,0,65,68,0,0,3,9,0,0,231,246,0,0,0,3,0,0,39,48,Liverpool Plains (A)
