lga_code16,m_m1_train_15_24,m_m1_train_25_34,m_m1_train_35_44,m_m1_train_45_54,m_m1_train_55_64,m_m1_train_65_74,m_m1_train_75ov,m_m1_train_tot,m_m1_bus_15_24,m_m1_bus_25_34,m_m1_bus_35_44,m_m1_bus_45_54,m_m1_bus_55_64,m_m1_bus_65_74,m_m1_bus_75ov,m_m1_bus_tot,m_m1_ferry_15_24,m_m1_ferry_25_34,m_m1_ferry_35_44,m_m1_ferry_45_54,m_m1_ferry_55_64,m_m1_ferry_65_74,m_m1_ferry_75ov,m_m1_ferry_tot,m_m1_tram_inc_lr_15_24,m_m1_tram_inc_lr_25_34,m_m1_tram_inc_lr_35_44,m_m1_tram_inc_lr_45_54,m_m1_tram_inc_lr_55_64,m_m1_tram_inc_lr_65_74,m_m1_tram_inc_lr_75ov,m_m1_tram_inc_lr_tot,m_m1_taxi_15_24,m_m1_taxi_25_34,m_m1_taxi_35_44,m_m1_taxi_45_54,m_m1_taxi_55_64,m_m1_taxi_65_74,m_m1_taxi_75ov,m_m1_taxi_tot,m_m1_carasdriv_15_24,m_m1_carasdriv_25_34,m_m1_carasdriv_35_44,m_m1_carasdriv_45_54,m_m1_carasdriv_55_64,m_m1_carasdriv_65_74,m_m1_carasdriv_75ov,m_m1_carasdriv_tot,m_m1_caraspas_15_24,m_m1_caraspas_25_34,m_m1_caraspas_35_44,m_m1_caraspas_45_54,m_m1_caraspas_55_64,m_m1_caraspas_65_74,m_m1_caraspas_75ov,m_m1_caraspas_tot,m_m1_truck_15_24,m_m1_truck_25_34,m_m1_truck_35_44,m_m1_truck_45_54,m_m1_truck_55_64,m_m1_truck_65_74,m_m1_truck_75ov,m_m1_truck_tot,m_m1_mbikescoot_15_24,m_m1_mbikescoot_25_34,m_m1_mbikescoot_35_44,m_m1_mbikescoot_45_54,m_m1_mbikescoot_55_64,m_m1_mbikescoot_65_74,m_m1_mbikescoot_75ov,m_m1_mbikescoot_tot,m_m1_bicycle_15_24,m_m1_bicycle_25_34,m_m1_bicycle_35_44,m_m1_bicycle_45_54,m_m1_bicycle_55_64,m_m1_bicycle_65_74,m_m1_bicycle_75ov,m_m1_bicycle_tot,m_m1_other_15_24,m_m1_other_25_34,m_m1_other_35_44,m_m1_other_45_54,m_m1_other_55_64,m_m1_other_65_74,m_m1_other_75ov,m_m1_other_tot,m_m1_wlkonly_15_24,m_m1_wlkonly_25_34,m_m1_wlkonly_35_44,m_m1_wlkonly_45_54,m_m1_wlkonly_55_64,m_m1_wlkonly_65_74,m_m1_wlkonly_75ov,m_m1_wlkonly_tot,m_m1_tot_m1_15_24,m_m1_tot_m1_25_34,m_m1_tot_m1_35_44,m_m1_tot_m1_45_54,m_m1_tot_m1_55_64,m_m1_tot_m1_65_74,m_m1_tot_m1_75ov,m_m1_tot_m1_tot,m_m2_trnbus_15_24,m_m2_trnbus_25_34,m_m2_trnbus_35_44,m_m2_trnbus_45_54,m_m2_trnbus_55_64,m_m2_trnbus_65_74,m_m2_trnbus_75ov,m_m2_trnbus_tot,m_m2_trnfer_15_24,m_m2_trnfer_25_34,m_m2_trnfer_35_44,m_m2_trnfer_45_54,m_m2_trnfer_55_64,m_m2_trnfer_65_74,m_m2_trnfer_75ov,m_m2_trnfer_tot,m_m2_trntrm_inc_lr_15_24,m_m2_trntrm_inc_lr_25_34,m_m2_trntrm_inc_lr_35_44,m_m2_trntrm_inc_lr_45_54,m_m2_trntrm_inc_lr_55_64,m_m2_trntrm_inc_lr_65_74,m_m2_trntrm_inc_lr_75ov,m_m2_trntrm_inc_lr_tot,m_m2_trncarasdriv_15_24,m_m2_trncarasdriv_25_34,m_m2_trncarasdriv_35_44,m_m2_trncarasdriv_45_54,m_m2_trncarasdriv_55_64,m_m2_trncarasdriv_65_74,m_m2_trncarasdriv_75ov,m_m2_trncarasdriv_tot,m_m2_trncaraspas_15_24,m_m2_trncaraspas_25_34,m_m2_trncaraspas_35_44,m_m2_trncaraspas_45_54,m_m2_trncaraspas_55_64,m_m2_trncaraspas_65_74,m_m2_trncaraspas_75ov,m_m2_trncaraspas_tot,m_m2_trnoth_15_24,m_m2_trnoth_25_34,m_m2_trnoth_35_44,m_m2_trnoth_45_54,m_m2_trnoth_55_64,m_m2_trnoth_65_74,m_m2_trnoth_75ov,m_m2_trnoth_tot,m_m2_train_and_tot_15_24,m_m2_train_and_tot_25_34,m_m2_train_and_tot_35_44,m_m2_train_and_tot_45_54,m_m2_train_and_tot_55_64,m_m2_train_and_tot_65_74,m_m2_train_and_tot_75ov,m_m2_train_and_tot_tot,m_m2_busfer_15_24,m_m2_busfer_25_34,m_m2_busfer_35_44,m_m2_busfer_45_54,m_m2_busfer_55_64,m_m2_busfer_65_74,m_m2_busfer_75ov,m_m2_busfer_tot,m_m2_bustrm_inc_lr_15_24,m_m2_bustrm_inc_lr_25_34,m_m2_bustrm_inc_lr_35_44,m_m2_bustrm_inc_lr_45_54,m_m2_bustrm_inc_lr_55_64,m_m2_bustrm_inc_lr_65_74,m_m2_bustrm_inc_lr_75ov,m_m2_bustrm_inc_lr_tot,m_m2_buscarasdriv_15_24,m_m2_buscarasdriv_25_34,m_m2_buscarasdriv_35_44,m_m2_buscarasdriv_45_54,m_m2_buscarasdriv_55_64,m_m2_buscarasdriv_65_74,m_m2_buscarasdriv_75ov,m_m2_buscarasdriv_tot,m_m2_buscaraspas_15_24,m_m2_buscaraspas_25_34,m_m2_buscaraspas_35_44,m_m2_buscaraspas_45_54,m_m2_buscaraspas_55_64,m_m2_buscaraspas_65_74,m_m2_buscaraspas_75ov,m_m2_buscaraspas_tot,m_m2_busoth_15_24,m_m2_busoth_25_34,m_m2_busoth_35_44,m_m2_busoth_45_54,m_m2_busoth_55_64,m_m2_busoth_65_74,m_m2_busoth_75ov,m_m2_busoth_tot,lga_name16
18450,118,88,81,66,63,9,0,426,189,205,105,71,51,17,3,632,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,4,20,6,8,7,3,0,47,3584,5695,6423,6926,4825,815,97,28363,803,337,213,162,101,27,9,1654,29,93,123,153,111,27,3,540,35,79,63,89,83,8,0,359,43,75,108,143,65,3,0,445,19,27,35,44,49,12,0,185,265,334,209,189,133,38,9,1186,5090,6960,7367,7857,5494,965,117,33853,19,21,14,17,4,7,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,14,19,17,3,0,74,8,3,6,0,4,0,0,22,8,10,6,3,7,0,0,31,44,49,41,43,26,6,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,4,5,0,0,20,11,11,8,4,0,0,0,34,3,4,3,0,3,0,0,16,Wollongong (C)
18500,145,296,137,73,46,20,4,727,103,146,72,39,34,3,0,404,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,9,3,3,3,0,33,435,1174,1035,901,668,296,74,4584,54,58,28,26,23,12,7,211,4,10,17,21,11,5,0,68,28,80,43,38,15,3,0,202,15,38,27,19,10,0,0,107,9,22,9,21,15,10,3,82,138,171,112,95,82,43,11,661,936,2007,1496,1233,909,392,104,7084,108,128,62,39,13,11,0,359,0,3,0,0,3,0,0,6,0,3,0,0,0,0,0,3,4,11,10,11,9,7,0,55,6,9,0,0,0,0,0,14,7,7,0,0,4,3,0,20,117,155,73,50,28,17,0,455,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,9,0,4,0,0,0,0,0,8,0,3,3,0,0,0,0,7,Woollahra (A)
18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,197,225,226,178,73,15,1055,41,14,9,8,8,0,0,76,3,5,21,27,15,17,3,82,0,6,0,0,3,0,0,14,7,0,0,0,0,0,0,4,0,3,3,6,7,0,4,22,15,17,10,17,36,21,4,119,208,246,269,285,242,106,24,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,19,21,23,11,0,101,0,0,0,3,3,0,0,6,0,0,0,3,0,0,0,7,0,3,4,4,0,0,0,14,4,3,10,3,5,0,0,31,5,0,3,4,0,0,0,10,5,3,12,12,15,0,0,55,26,44,48,42,46,14,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,139,196,270,376,324,75,12,1394,34,10,4,12,7,4,0,81,0,4,6,10,10,0,0,33,0,0,4,8,7,0,0,25,8,9,10,11,11,0,0,40,4,3,3,5,7,0,0,22,43,22,29,30,46,10,3,188,243,252,329,452,401,106,15,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpine (S)
20260,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,165,318,346,443,351,86,14,1726,67,33,18,25,9,4,0,155,0,3,3,3,13,7,3,28,0,0,3,0,0,0,0,8,6,3,3,3,3,0,0,23,0,4,3,4,3,3,0,19,37,17,22,22,39,17,10,164,278,382,408,513,427,118,25,2142,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ararat (RC)
20570,6,8,18,8,8,0,0,48,60,30,18,17,12,3,0,151,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,15,17,11,7,7,3,0,55,2145,3580,3708,3696,2810,602,71,16616,552,153,88,90,58,14,0,958,3,22,23,62,39,9,3,161,21,16,12,28,20,0,3,97,27,39,55,70,53,10,0,256,7,13,21,24,16,10,0,91,128,126,119,116,127,28,5,648,2963,3998,4068,4132,3162,681,92,19093,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,7,3,13,15,4,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,15,0,0,0,0,0,0,0,3,Ballarat (C)
20660,79,116,61,65,44,17,0,375,87,55,33,38,29,5,0,245,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,16,0,9,13,9,3,0,0,39,1307,2887,2639,2674,2073,585,64,12234,278,115,54,45,33,16,3,545,3,14,23,46,32,10,3,131,10,21,12,19,16,0,0,88,37,43,78,54,25,3,0,240,15,15,17,24,11,11,3,93,218,147,85,86,50,23,0,604,2037,3432,3014,3053,2336,671,75,14615,30,22,18,15,13,7,0,97,0,0,0,0,0,0,0,0,3,7,3,4,3,0,0,29,7,13,11,9,9,4,0,37,7,3,3,0,0,0,0,13,4,9,6,3,0,0,0,27,48,51,37,31,21,10,0,195,0,0,0,0,0,0,0,0,7,5,0,3,6,0,0,18,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,Banyule (C)
20740,0,0,0,0,3,0,0,3,4,0,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,305,554,681,777,658,159,35,3175,102,32,22,20,14,3,0,189,3,11,12,13,18,8,3,68,0,3,6,3,11,0,0,26,16,10,13,12,11,0,0,61,4,3,8,10,6,4,0,33,48,35,25,52,45,21,4,230,489,655,771,885,760,202,45,3807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bass Coast (S)
20830,12,18,11,14,3,5,0,58,6,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,13,737,1001,992,1114,908,247,45,5051,216,60,23,27,16,3,0,344,6,21,20,20,34,13,0,118,3,9,7,7,10,0,0,37,3,5,3,14,3,0,0,35,3,7,9,5,9,8,4,52,48,53,49,57,81,41,7,329,1028,1181,1121,1264,1067,322,65,6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,8,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,8,0,0,3,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Baw Baw (S)
20910,119,151,76,57,34,14,0,451,27,31,13,6,7,0,0,86,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,18,0,8,4,7,0,0,0,16,1024,2158,1927,1969,1420,481,72,9045,181,64,30,39,25,7,0,345,3,16,18,16,26,7,0,84,8,16,16,15,13,0,0,64,58,51,35,34,22,7,0,209,12,7,8,26,21,13,4,94,138,56,43,55,36,30,7,361,1576,2567,2166,2227,1602,562,83,10781,21,25,24,17,10,3,0,110,0,0,0,0,0,0,0,0,7,14,3,9,0,0,0,35,8,11,3,11,12,0,0,46,4,0,3,0,0,0,0,16,5,16,12,0,0,0,0,30,49,72,39,35,31,3,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Bayside (C)
21010,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,6,192,287,339,449,423,105,16,1812,55,19,13,3,5,0,0,93,0,5,5,13,9,4,0,32,0,4,4,5,4,0,0,18,6,3,3,8,7,3,0,25,5,3,3,5,6,3,0,33,17,14,9,18,33,16,8,114,276,337,381,502,497,130,26,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benalla (RC)
21110,304,648,394,235,167,46,6,1796,54,50,31,26,18,7,0,184,0,3,0,0,0,0,0,8,179,188,83,59,49,18,8,583,3,16,15,15,15,3,0,64,1913,5306,5102,4643,2978,1007,133,21085,314,149,94,74,49,37,0,719,6,29,23,41,35,19,3,154,25,43,50,42,30,3,0,188,68,158,142,135,85,6,0,591,16,25,38,36,38,18,5,178,324,348,217,169,159,59,9,1287,3214,6949,6194,5480,3613,1216,161,26823,64,96,76,40,28,9,3,315,0,0,0,0,0,0,0,0,63,158,63,34,30,11,0,354,25,83,63,62,26,7,0,274,22,20,10,5,11,0,0,67,6,16,13,10,13,6,0,61,181,381,220,148,107,29,5,1075,0,0,0,0,0,0,0,0,15,20,6,8,5,0,0,55,3,3,3,0,0,0,0,16,3,0,3,0,0,0,0,6,0,0,3,0,0,0,0,3,Boroondara (C)
21180,110,119,82,52,34,9,0,410,112,58,48,25,16,3,0,261,3,0,0,3,0,0,0,6,5,5,0,4,0,0,0,13,8,44,28,22,16,6,0,125,3023,7749,7567,7028,4729,903,80,31075,743,343,163,159,86,26,3,1527,25,120,118,122,98,29,3,511,17,51,38,44,18,3,0,171,24,33,51,40,22,3,0,172,14,42,63,37,32,3,0,198,92,50,36,47,36,13,0,270,4174,8619,8181,7584,5089,1003,87,34737,51,50,26,22,21,4,0,174,0,0,0,0,0,0,0,0,3,11,3,0,3,0,0,23,6,16,21,10,4,7,0,63,12,3,0,3,0,0,0,16,4,6,9,8,0,0,0,31,75,93,55,48,32,8,3,310,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,3,8,0,0,0,14,19,3,3,0,0,0,0,25,3,0,6,0,0,0,0,9,Brimbank (C)
21270,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,136,135,192,182,52,11,781,17,3,0,0,4,0,0,37,0,6,6,4,9,3,0,33,0,0,0,0,3,0,0,5,5,3,0,5,0,3,0,15,0,0,3,12,10,6,0,40,21,15,16,27,41,4,3,135,112,160,165,249,256,72,18,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buloke (S)
21370,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,682,987,1025,1267,1071,265,36,5335,167,49,29,15,16,5,3,286,4,8,21,28,29,7,0,99,6,11,15,19,32,5,0,92,22,5,18,19,23,0,0,88,4,3,9,10,22,16,3,63,68,58,63,87,87,41,12,402,959,1126,1179,1458,1268,336,54,6383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Campaspe (S)
21450,29,24,8,8,5,3,0,79,15,8,6,6,3,3,0,51,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,1236,1971,1655,1712,1206,315,43,8139,392,97,45,31,30,9,0,602,19,47,39,55,61,19,4,238,7,13,6,15,4,0,0,51,16,4,12,8,14,0,0,48,3,11,20,7,13,8,4,65,59,28,40,58,61,23,8,267,1773,2200,1839,1903,1392,379,62,9544,8,6,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,19,5,0,3,0,0,0,0,5,0,0,0,0,3,0,0,4,15,15,12,9,8,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,Cardinia (S)
21610,66,80,43,27,19,8,0,254,116,37,21,19,16,4,0,207,0,3,0,4,0,0,0,8,0,0,3,0,3,0,0,6,8,23,16,15,11,0,0,72,3168,5603,5016,4704,3148,766,79,22493,980,249,111,109,75,17,5,1547,30,122,148,127,117,24,0,570,12,21,22,20,17,0,0,103,27,20,21,9,3,0,0,74,18,50,45,44,31,3,3,197,145,74,51,67,58,23,3,412,4568,6292,5504,5153,3498,844,92,25939,32,23,17,3,8,3,0,89,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,8,12,6,8,0,3,0,36,9,3,5,0,0,0,0,10,0,4,0,8,0,0,0,16,53,50,26,20,18,3,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,14,23,3,0,0,0,0,0,29,0,0,0,0,0,0,0,5,Casey (C)
21670,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,162,236,271,354,300,51,12,1374,48,8,4,12,3,0,3,76,0,4,5,3,7,3,0,30,0,0,0,0,0,0,0,3,0,3,0,6,5,0,0,24,0,0,0,3,7,0,0,13,26,15,18,21,28,11,5,121,237,268,303,400,353,68,18,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Goldfields (S)
21750,0,0,3,0,0,0,0,3,4,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,401,714,683,732,608,145,37,3320,120,37,21,9,8,3,0,205,3,5,8,15,11,10,0,49,6,8,4,10,0,4,0,34,19,11,13,16,14,0,0,73,5,7,5,8,6,4,0,35,63,40,44,49,56,21,10,286,616,823,789,845,716,185,46,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colac-Otway (S)
21830,0,0,0,0,0,0,0,0,5,0,8,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,287,414,400,522,420,117,15,2175,62,26,20,19,19,3,0,143,0,4,18,8,17,5,0,55,5,14,18,16,10,7,3,67,6,4,7,4,0,0,0,21,5,3,12,15,8,8,0,49,37,33,47,80,78,24,8,315,407,496,533,667,560,166,30,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corangamite (S)
21890,108,162,78,61,44,10,0,465,111,100,52,38,29,13,0,339,3,5,0,0,0,0,0,10,78,72,39,18,12,8,3,235,3,18,19,11,10,4,0,64,1636,3976,3848,3857,2710,646,88,16768,331,157,63,65,52,13,4,690,3,29,42,46,33,16,3,165,11,22,33,32,13,0,0,118,73,156,147,97,74,11,3,553,9,22,29,25,24,5,3,122,133,179,113,113,77,14,6,640,2509,4915,4466,4358,3073,741,114,20167,41,43,38,25,24,4,0,180,0,0,0,0,0,0,0,0,9,14,8,9,0,0,0,46,7,11,12,12,3,0,0,51,3,3,3,0,0,0,0,9,4,4,10,7,3,0,0,30,70,89,63,53,34,11,0,321,0,0,0,0,0,0,0,0,19,31,16,4,4,3,0,77,0,0,3,3,0,0,0,13,12,3,0,0,0,0,0,19,0,0,0,0,0,0,0,7,Darebin (C)
22110,0,0,3,0,0,0,0,7,9,0,4,3,0,3,0,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,545,930,1005,1219,1153,303,53,5206,168,53,41,26,23,8,4,316,0,9,22,35,32,15,4,118,3,8,4,8,8,7,3,41,22,13,15,17,20,3,0,85,4,11,13,12,18,11,0,70,45,58,42,68,96,34,8,348,791,1096,1152,1386,1349,380,75,6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Gippsland (S)
22170,38,43,29,20,17,3,0,153,101,46,27,16,19,7,0,218,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,9,3,4,0,0,0,28,1827,3320,3279,3345,2435,607,74,14889,590,152,82,59,58,10,4,955,14,47,47,90,65,19,4,283,9,21,15,20,16,0,0,78,33,14,36,27,14,3,0,135,14,11,13,20,19,5,0,101,102,59,38,52,51,12,3,316,2743,3733,3573,3650,2687,679,84,17148,19,18,4,3,5,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,5,4,6,3,0,0,27,0,7,0,0,0,0,0,11,3,0,7,3,4,0,0,13,28,34,14,15,13,7,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,3,0,0,0,0,0,29,0,0,0,0,0,0,0,0,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,206,263,310,288,88,19,1322,29,10,3,3,6,0,0,47,0,3,10,14,8,3,0,38,9,6,9,6,10,0,3,36,3,0,0,9,4,3,0,23,0,0,0,8,7,0,0,18,21,16,23,29,37,13,6,148,203,239,305,377,358,110,27,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gannawarra (S)
22830,0,0,3,0,0,0,0,4,20,7,3,5,3,3,0,36,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,3,7,3,0,0,18,1200,2172,2257,2455,1902,455,71,10517,359,97,57,59,32,7,3,614,9,16,16,39,49,11,3,138,14,19,23,21,27,3,0,104,27,31,26,40,34,3,0,160,12,11,9,16,15,9,3,72,93,96,83,79,109,47,8,522,1729,2452,2485,2717,2171,541,92,12193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,Greater Shepparton (C)
