lga_code16,pvte_2000_2999_mng,pvte_2000_2999_pro,pvte_2000_2999_tectw,pvte_2000_2999_copsw,pvte_2000_2999_claw,pvte_2000_2999_swks,pvte_2000_2999_maopdv,pvte_2000_2999_lab,pvte_2000_2999_idns,pvte_2000_2999_tot,pvte_3000mo_mng,pvte_3000mo_pro,pvte_3000mo_tectw,pvte_3000mo_copsw,pvte_3000mo_claw,pvte_3000mo_swks,pvte_3000mo_maopdv,pvte_3000mo_lab,pvte_3000mo_idns,pvte_3000mo_tot,pvte_pins_mng,pvte_pins_pro,pvte_pins_tectw,pvte_pins_copsw,pvte_pins_claw,pvte_pins_swks,pvte_pins_maopdv,pvte_pins_lab,pvte_pins_idns,pvte_pins_tot,pvte_tot_mng,pvte_tot_pro,pvte_tot_tectw,pvte_tot_copsw,pvte_tot_claw,pvte_tot_swks,pvte_tot_maopdv,pvte_tot_lab,pvte_tot_idns,pvte_tot_tot,ns_nni_mng,ns_nni_pro,ns_nni_tectw,ns_nni_copsw,ns_nni_claw,ns_nni_swks,ns_nni_maopdv,ns_nni_lab,ns_nni_idns,ns_nni_tot,ns_1_149_mng,ns_1_149_pro,ns_1_149_tectw,ns_1_149_copsw,ns_1_149_claw,ns_1_149_swks,ns_1_149_maopdv,ns_1_149_lab,ns_1_149_idns,ns_1_149_tot,ns_150_299_mng,ns_150_299_pro,ns_150_299_tectw,ns_150_299_copsw,ns_150_299_claw,ns_150_299_swks,ns_150_299_maopdv,ns_150_299_lab,ns_150_299_idns,ns_150_299_tot,ns_300_399_mng,ns_300_399_pro,ns_300_399_tectw,ns_300_399_copsw,ns_300_399_claw,ns_300_399_swks,ns_300_399_maopdv,ns_300_399_lab,ns_300_399_idns,ns_300_399_tot,ns_400_499_mng,ns_400_499_pro,ns_400_499_tectw,ns_400_499_copsw,ns_400_499_claw,ns_400_499_swks,ns_400_499_maopdv,ns_400_499_lab,ns_400_499_idns,ns_400_499_tot,ns_500_649_mng,ns_500_649_pro,ns_500_649_tectw,ns_500_649_copsw,ns_500_649_claw,ns_500_649_swks,ns_500_649_maopdv,ns_500_649_lab,ns_500_649_idns,ns_500_649_tot,ns_650_799_mng,ns_650_799_pro,ns_650_799_tectw,ns_650_799_copsw,ns_650_799_claw,ns_650_799_swks,ns_650_799_maopdv,ns_650_799_lab,ns_650_799_idns,ns_650_799_tot,ns_800_999_mng,ns_800_999_pro,ns_800_999_tectw,ns_800_999_copsw,ns_800_999_claw,ns_800_999_swks,ns_800_999_maopdv,ns_800_999_lab,ns_800_999_idns,ns_800_999_tot,ns_1000_1249_mng,ns_1000_1249_pro,ns_1000_1249_tectw,ns_1000_1249_copsw,ns_1000_1249_claw,ns_1000_1249_swks,ns_1000_1249_maopdv,ns_1000_1249_lab,ns_1000_1249_idns,ns_1000_1249_tot,ns_1250_1499_mng,ns_1250_1499_pro,ns_1250_1499_tectw,ns_1250_1499_copsw,ns_1250_1499_claw,ns_1250_1499_swks,ns_1250_1499_maopdv,ns_1250_1499_lab,ns_1250_1499_idns,ns_1250_1499_tot,ns_1500_1749_mng,ns_1500_1749_pro,ns_1500_1749_tectw,ns_1500_1749_copsw,ns_1500_1749_claw,ns_1500_1749_swks,ns_1500_1749_maopdv,ns_1500_1749_lab,ns_1500_1749_idns,ns_1500_1749_tot,ns_1750_1999_mng,ns_1750_1999_pro,ns_1750_1999_tectw,ns_1750_1999_copsw,ns_1750_1999_claw,ns_1750_1999_swks,ns_1750_1999_maopdv,ns_1750_1999_lab,ns_1750_1999_idns,ns_1750_1999_tot,ns_2000_2999_mng,ns_2000_2999_pro,ns_2000_2999_tectw,ns_2000_2999_copsw,ns_2000_2999_claw,ns_2000_2999_swks,ns_2000_2999_maopdv,ns_2000_2999_lab,ns_2000_2999_idns,ns_2000_2999_tot,ns_3000mo_mng,ns_3000mo_pro,ns_3000mo_tectw,ns_3000mo_copsw,ns_3000mo_claw,ns_3000mo_swks,ns_3000mo_maopdv,ns_3000mo_lab,ns_3000mo_idns,ns_3000mo_tot,ns_pins_mng,ns_pins_pro,ns_pins_tectw,ns_pins_copsw,ns_pins_claw,ns_pins_swks,ns_pins_maopdv,ns_pins_lab,ns_pins_idns,ns_pins_tot,ns_tot_mng,ns_tot_pro,ns_tot_tectw,ns_tot_copsw,ns_tot_claw,ns_tot_swks,ns_tot_maopdv,ns_tot_lab,ns_tot_idns,ns_tot_tot,lga_name16
10850,34,58,130,3,8,3,91,12,7,340,39,28,31,0,0,0,13,3,3,128,12,3,3,0,3,0,7,3,0,34,502,248,464,148,187,152,461,386,30,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,7,13,8,0,4,3,3,0,0,5,28,46,Blayney (A)
10900,164,284,58,8,38,25,14,14,3,598,74,138,13,6,25,17,0,6,4,283,26,39,48,28,22,38,3,22,9,238,1739,3083,2142,2694,1671,1750,509,1715,137,15440,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,3,0,3,4,13,0,0,3,0,3,3,0,3,7,18,0,0,0,0,0,0,0,0,3,6,0,3,0,0,3,0,3,3,11,21,0,0,3,0,3,0,0,0,8,12,0,3,3,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,8,11,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,5,3,0,0,3,0,20,31,4,17,20,7,17,9,8,14,82,175,Blue Mountains (C)
10950,11,26,38,0,4,3,22,0,0,108,24,11,11,0,0,0,3,0,0,52,19,0,3,0,0,3,3,3,0,39,270,84,174,87,78,63,169,128,17,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,7,8,17,Bogan (A)
11100,1515,1480,863,210,403,219,144,133,58,5026,1538,1567,429,28,174,87,30,11,24,3885,73,79,94,53,75,54,73,60,46,600,6451,7412,6024,4784,6467,4874,4545,4031,649,45241,0,0,0,3,0,0,0,0,17,20,0,0,0,4,4,0,0,0,7,16,0,0,0,7,0,4,0,10,22,37,0,0,0,3,0,0,3,3,19,32,0,0,3,6,4,0,4,0,24,36,0,0,4,3,0,5,3,11,32,59,0,3,10,3,3,0,8,3,26,58,0,7,4,3,9,5,4,6,38,77,3,8,8,9,7,0,3,0,26,63,0,9,0,3,3,0,0,0,21,42,0,3,0,0,3,3,0,0,9,21,0,0,0,0,0,0,0,0,5,10,0,3,4,0,0,0,0,0,3,16,0,3,0,0,0,0,0,0,4,11,4,9,12,5,3,0,6,0,80,113,22,53,54,50,35,21,43,37,322,636,Botany Bay (C)
11150,15,4,5,0,3,0,3,0,0,29,7,3,0,0,0,0,0,0,0,15,12,0,0,6,3,0,0,3,0,29,180,81,100,82,61,51,40,89,18,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,3,0,0,4,10,10,28,Bourke (A)
11200,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,9,0,0,3,0,0,0,3,0,19,123,41,23,47,15,13,13,48,6,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,11,Brewarrina (A)
14300,24,14,4,0,5,0,36,3,0,88,12,6,3,0,0,0,7,0,0,27,12,0,4,5,7,0,3,3,0,31,369,108,148,237,145,100,143,294,13,1556,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,4,0,18,Junee (A)
14350,68,72,22,10,11,4,16,9,5,213,46,49,13,3,6,5,4,3,0,135,16,13,19,9,7,12,5,20,9,119,1039,970,1051,1012,803,940,548,1147,88,7595,0,0,0,0,0,0,0,0,5,10,0,3,0,0,0,0,0,0,8,13,4,0,0,0,0,0,0,0,10,12,0,0,0,3,0,0,0,0,9,16,0,0,0,0,0,0,0,3,12,13,0,0,0,3,0,0,0,3,5,17,0,0,0,0,0,0,0,3,9,22,0,0,4,0,0,0,0,3,5,13,0,0,3,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,14,32,7,8,11,10,5,7,7,20,90,163,Kempsey (A)
11250,80,88,144,0,7,0,109,5,3,438,46,39,5,0,4,3,19,4,0,131,18,9,17,9,10,19,11,28,11,136,566,653,884,717,518,682,651,658,57,5377,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,0,3,0,4,10,0,0,0,3,0,0,5,0,3,11,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,3,0,4,8,4,3,13,3,63,99,Broken Hill (C)
13910,101,70,15,3,11,5,13,5,0,227,97,35,7,6,3,6,4,6,0,160,41,3,14,5,15,12,6,17,3,122,1467,615,828,546,629,663,357,982,43,6130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,7,0,0,3,0,0,0,0,0,5,10,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,12,19,3,3,14,3,8,3,3,19,37,89,Hilltops (A)
14000,705,1100,221,38,175,110,49,43,22,2463,536,539,93,8,80,70,12,10,17,1377,55,57,67,62,55,51,27,39,26,445,4694,7678,4826,4754,4569,4440,1679,3214,364,36209,0,3,0,0,0,0,0,0,11,21,0,3,0,0,4,4,0,0,13,20,0,3,0,0,0,0,0,0,4,18,0,0,0,3,0,3,0,0,14,28,0,0,6,4,0,0,0,0,16,29,0,3,7,3,3,0,3,5,23,52,3,3,0,0,4,3,3,13,17,48,3,7,4,3,0,0,5,3,21,50,3,0,4,0,4,0,3,4,14,38,0,3,4,0,4,3,0,0,14,25,0,9,3,6,0,0,0,0,10,21,0,3,0,0,0,0,0,0,3,12,3,5,0,0,0,0,0,0,9,18,3,0,3,0,0,0,0,0,0,11,3,8,3,3,4,0,0,0,63,94,21,51,38,20,32,17,21,36,233,467,Hornsby (A)
14100,58,146,14,9,21,9,4,3,4,282,80,95,9,3,11,15,0,0,13,232,9,8,7,14,0,3,0,6,0,44,461,1077,405,720,464,260,57,263,42,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,7,5,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,9,3,3,7,4,0,0,4,21,57,Hunters Hill (A)
