lga_code16,pvte_2000_2999_mng,pvte_2000_2999_pro,pvte_2000_2999_tectw,pvte_2000_2999_copsw,pvte_2000_2999_claw,pvte_2000_2999_swks,pvte_2000_2999_maopdv,pvte_2000_2999_lab,pvte_2000_2999_idns,pvte_2000_2999_tot,pvte_3000mo_mng,pvte_3000mo_pro,pvte_3000mo_tectw,pvte_3000mo_copsw,pvte_3000mo_claw,pvte_3000mo_swks,pvte_3000mo_maopdv,pvte_3000mo_lab,pvte_3000mo_idns,pvte_3000mo_tot,pvte_pins_mng,pvte_pins_pro,pvte_pins_tectw,pvte_pins_copsw,pvte_pins_claw,pvte_pins_swks,pvte_pins_maopdv,pvte_pins_lab,pvte_pins_idns,pvte_pins_tot,pvte_tot_mng,pvte_tot_pro,pvte_tot_tectw,pvte_tot_copsw,pvte_tot_claw,pvte_tot_swks,pvte_tot_maopdv,pvte_tot_lab,pvte_tot_idns,pvte_tot_tot,ns_nni_mng,ns_nni_pro,ns_nni_tectw,ns_nni_copsw,ns_nni_claw,ns_nni_swks,ns_nni_maopdv,ns_nni_lab,ns_nni_idns,ns_nni_tot,ns_1_149_mng,ns_1_149_pro,ns_1_149_tectw,ns_1_149_copsw,ns_1_149_claw,ns_1_149_swks,ns_1_149_maopdv,ns_1_149_lab,ns_1_149_idns,ns_1_149_tot,ns_150_299_mng,ns_150_299_pro,ns_150_299_tectw,ns_150_299_copsw,ns_150_299_claw,ns_150_299_swks,ns_150_299_maopdv,ns_150_299_lab,ns_150_299_idns,ns_150_299_tot,ns_300_399_mng,ns_300_399_pro,ns_300_399_tectw,ns_300_399_copsw,ns_300_399_claw,ns_300_399_swks,ns_300_399_maopdv,ns_300_399_lab,ns_300_399_idns,ns_300_399_tot,ns_400_499_mng,ns_400_499_pro,ns_400_499_tectw,ns_400_499_copsw,ns_400_499_claw,ns_400_499_swks,ns_400_499_maopdv,ns_400_499_lab,ns_400_499_idns,ns_400_499_tot,ns_500_649_mng,ns_500_649_pro,ns_500_649_tectw,ns_500_649_copsw,ns_500_649_claw,ns_500_649_swks,ns_500_649_maopdv,ns_500_649_lab,ns_500_649_idns,ns_500_649_tot,ns_650_799_mng,ns_650_799_pro,ns_650_799_tectw,ns_650_799_copsw,ns_650_799_claw,ns_650_799_swks,ns_650_799_maopdv,ns_650_799_lab,ns_650_799_idns,ns_650_799_tot,ns_800_999_mng,ns_800_999_pro,ns_800_999_tectw,ns_800_999_copsw,ns_800_999_claw,ns_800_999_swks,ns_800_999_maopdv,ns_800_999_lab,ns_800_999_idns,ns_800_999_tot,ns_1000_1249_mng,ns_1000_1249_pro,ns_1000_1249_tectw,ns_1000_1249_copsw,ns_1000_1249_claw,ns_1000_1249_swks,ns_1000_1249_maopdv,ns_1000_1249_lab,ns_1000_1249_idns,ns_1000_1249_tot,ns_1250_1499_mng,ns_1250_1499_pro,ns_1250_1499_tectw,ns_1250_1499_copsw,ns_1250_1499_claw,ns_1250_1499_swks,ns_1250_1499_maopdv,ns_1250_1499_lab,ns_1250_1499_idns,ns_1250_1499_tot,ns_1500_1749_mng,ns_1500_1749_pro,ns_1500_1749_tectw,ns_1500_1749_copsw,ns_1500_1749_claw,ns_1500_1749_swks,ns_1500_1749_maopdv,ns_1500_1749_lab,ns_1500_1749_idns,ns_1500_1749_tot,ns_1750_1999_mng,ns_1750_1999_pro,ns_1750_1999_tectw,ns_1750_1999_copsw,ns_1750_1999_claw,ns_1750_1999_swks,ns_1750_1999_maopdv,ns_1750_1999_lab,ns_1750_1999_idns,ns_1750_1999_tot,ns_2000_2999_mng,ns_2000_2999_pro,ns_2000_2999_tectw,ns_2000_2999_copsw,ns_2000_2999_claw,ns_2000_2999_swks,ns_2000_2999_maopdv,ns_2000_2999_lab,ns_2000_2999_idns,ns_2000_2999_tot,ns_3000mo_mng,ns_3000mo_pro,ns_3000mo_tectw,ns_3000mo_copsw,ns_3000mo_claw,ns_3000mo_swks,ns_3000mo_maopdv,ns_3000mo_lab,ns_3000mo_idns,ns_3000mo_tot,ns_pins_mng,ns_pins_pro,ns_pins_tectw,ns_pins_copsw,ns_pins_claw,ns_pins_swks,ns_pins_maopdv,ns_pins_lab,ns_pins_idns,ns_pins_tot,ns_tot_mng,ns_tot_pro,ns_tot_tectw,ns_tot_copsw,ns_tot_claw,ns_tot_swks,ns_tot_maopdv,ns_tot_lab,ns_tot_idns,ns_tot_tot,lga_name16
13800,296,239,182,5,65,43,48,23,13,920,151,176,32,5,34,25,18,8,0,451,57,24,74,41,46,40,28,50,20,369,2529,2426,3813,2027,2569,2145,1613,2636,232,19987,0,0,0,4,0,0,0,0,3,9,0,0,0,0,0,0,0,0,10,10,0,0,3,0,0,0,0,0,9,14,0,0,0,0,4,0,0,4,11,21,0,0,4,0,0,3,0,0,8,13,0,0,3,0,3,3,0,3,12,37,0,0,4,0,0,0,3,3,14,30,3,0,3,3,0,3,4,5,19,41,0,3,3,0,0,0,3,3,12,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,9,0,3,0,0,0,0,0,0,10,14,3,0,0,0,0,0,0,0,3,11,0,3,0,0,0,0,0,0,0,4,0,0,4,0,3,0,4,3,55,74,9,15,27,13,17,13,25,33,164,318,Hawkesbury (C)
13850,23,8,3,0,0,4,3,3,0,41,17,6,0,0,0,4,3,3,3,32,4,0,4,6,0,3,3,3,0,28,246,65,173,80,102,103,117,166,7,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,3,0,0,0,3,5,17,28,Hay (A)
16380,254,366,86,15,56,47,35,8,10,875,117,284,29,12,29,29,7,9,3,519,44,43,53,53,40,55,20,51,10,373,2762,3768,3406,3074,2878,3137,1349,2539,198,23107,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,3,10,10,0,0,0,0,3,4,0,3,5,19,0,0,4,3,0,4,0,6,17,29,0,0,0,4,0,0,0,0,14,26,0,0,3,3,0,0,0,0,19,33,3,3,7,0,3,0,0,0,9,31,0,0,3,0,3,0,0,0,9,21,0,0,0,0,0,0,5,4,7,15,0,0,0,0,0,0,0,0,3,10,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,4,3,3,4,3,3,4,5,0,4,52,73,9,7,27,17,14,17,11,24,166,294,Port Macquarie-Hastings (A)
16400,355,409,343,10,114,24,78,26,30,1383,229,199,54,9,42,17,7,7,3,578,31,40,71,29,24,44,17,35,23,314,2444,2417,4253,2209,2217,2583,2071,2422,249,20857,0,0,3,3,3,0,0,0,3,12,0,0,0,3,0,0,0,3,3,8,0,0,0,3,0,3,0,0,10,14,0,0,0,3,4,0,0,0,12,21,0,3,0,6,3,4,0,6,13,26,0,0,0,0,0,3,3,4,16,33,0,3,0,0,0,0,0,3,12,22,0,0,3,0,0,0,0,0,11,15,0,0,3,0,0,0,0,3,13,20,0,0,0,0,0,0,0,0,5,11,0,3,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,3,3,3,0,0,3,0,7,32,49,9,14,15,20,12,13,7,22,141,254,Port Stephens (A)
16490,238,165,112,13,50,30,34,15,7,656,141,121,28,0,21,21,3,10,9,361,22,10,26,15,17,15,12,26,12,152,1706,1354,2465,1195,1331,1298,1005,1261,130,11749,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,10,0,0,0,0,3,0,0,6,3,13,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,8,14,0,0,3,0,0,0,0,4,9,11,0,0,3,0,3,0,7,3,3,24,0,3,0,8,0,0,4,0,9,18,0,4,3,0,3,0,0,0,5,15,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,0,0,0,5,10,0,0,3,3,3,0,3,0,24,36,3,15,22,16,16,7,11,16,85,188,Queanbeyan-Palerang Regional (A)
16550,554,780,241,45,168,104,232,225,20,2370,427,706,69,23,72,71,15,28,22,1442,36,93,70,48,43,32,27,47,35,426,3463,6862,3661,4291,3818,2557,1864,2691,373,29573,0,0,0,0,0,0,0,0,18,26,0,0,4,3,0,0,0,0,15,23,0,3,3,3,3,3,3,6,14,41,0,0,4,5,3,0,0,5,21,42,0,0,0,3,0,0,3,5,23,32,0,3,4,4,0,0,8,7,19,50,0,5,7,4,0,3,5,3,20,55,5,7,3,3,3,0,3,3,42,73,3,6,5,0,3,9,0,5,20,53,0,5,0,0,4,3,0,3,10,24,3,4,0,0,0,0,0,3,11,30,0,5,0,0,0,0,0,0,4,18,0,8,0,0,0,0,0,0,14,26,0,6,0,0,0,0,0,0,8,16,3,9,4,0,6,7,3,10,94,134,17,75,35,38,35,22,29,55,328,631,Randwick (C)
16610,53,46,14,0,8,3,8,6,4,154,34,34,5,0,0,8,0,3,0,86,10,4,11,4,5,8,4,24,4,83,800,634,768,662,518,575,510,1426,64,5955,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,0,0,4,10,3,0,0,4,0,0,0,3,7,20,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,4,6,0,0,0,3,0,3,0,0,6,14,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,15,16,8,0,3,8,3,5,0,8,63,101,Richmond Valley (A)
16650,363,346,186,39,74,65,49,25,18,1168,260,280,85,11,33,34,4,8,9,718,28,50,38,40,27,47,26,29,23,304,2610,3420,3067,3157,2671,3492,2033,2314,312,23076,0,0,0,0,0,3,0,0,8,14,0,0,0,0,0,0,0,0,7,14,0,0,0,3,0,7,0,4,10,26,0,4,3,0,3,0,0,4,25,38,0,0,0,4,0,3,4,3,12,29,3,0,3,0,0,0,3,3,14,26,4,8,7,3,3,0,3,4,22,58,3,0,5,4,0,0,5,9,19,42,0,7,3,3,3,3,0,3,15,39,0,3,4,0,0,0,0,0,5,20,3,3,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,3,0,3,0,4,0,4,7,47,75,13,30,32,26,27,15,19,37,206,415,Rockdale (C)
16700,3510,5938,695,48,686,421,33,36,83,11446,4781,3059,147,14,387,355,5,20,48,8811,138,196,99,68,117,78,23,39,46,815,14118,23433,7394,5003,10420,6530,1399,3723,875,72900,4,0,0,3,0,0,0,4,40,55,0,0,0,3,0,4,0,3,23,41,0,4,5,4,0,5,5,8,35,66,0,0,6,4,3,8,4,13,39,81,0,6,10,8,0,0,0,10,26,60,3,0,11,5,4,9,11,11,58,119,8,11,16,4,12,5,7,7,47,110,3,11,15,4,3,0,3,15,50,106,5,10,12,3,5,0,3,9,49,107,3,15,9,0,5,0,0,0,30,69,3,7,4,0,4,0,0,0,18,38,7,13,0,0,0,0,0,4,13,29,12,19,5,0,4,0,0,0,15,46,7,5,3,0,0,0,0,0,10,24,13,15,8,6,4,4,9,7,129,198,65,115,100,56,57,41,39,93,583,1161,Ryde (C)
16900,139,179,61,12,34,26,42,20,3,521,72,98,7,8,12,17,3,4,0,222,14,18,35,34,12,29,14,21,5,189,1456,1877,2220,2070,1515,2755,907,1540,118,14450,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,6,15,0,0,0,0,0,0,0,0,3,13,0,0,0,3,0,0,3,5,9,15,0,0,6,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,6,15,3,3,0,0,3,0,0,3,10,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,3,23,44,7,7,22,18,10,7,8,17,95,189,Shellharbour (C)
16950,283,348,159,22,58,43,47,34,17,1010,173,251,49,15,30,21,13,16,12,578,56,45,77,57,31,68,27,60,20,433,3361,3704,4444,3560,3055,3771,1559,3253,278,26990,0,0,0,0,0,0,0,0,15,17,0,0,0,4,0,3,0,3,12,24,0,0,3,3,0,3,0,4,12,30,0,0,11,3,0,3,0,4,34,54,0,0,7,0,0,0,0,4,16,29,3,0,0,3,0,5,0,4,22,38,3,0,3,4,3,3,0,4,11,37,3,0,3,4,0,0,0,5,18,38,0,0,3,0,0,0,0,0,5,14,0,3,4,0,0,0,3,0,7,14,0,0,0,0,0,0,3,0,6,10,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,6,0,0,6,3,4,9,3,8,55,88,18,17,40,23,16,26,18,30,214,408,Shoalhaven (C)
17000,162,296,975,12,73,18,1506,47,35,3130,245,201,336,0,29,8,199,16,13,1045,24,10,44,12,15,14,57,28,9,212,1268,1187,3243,726,1094,894,4042,1256,172,13870,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,4,9,0,0,0,0,0,0,0,0,7,14,3,0,0,0,0,0,0,3,8,12,0,0,4,0,3,0,3,0,3,13,0,0,0,0,0,0,0,4,8,18,0,0,0,0,0,0,3,4,8,20,4,0,10,0,0,0,7,0,4,17,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,22,28,9,3,22,7,3,3,15,21,79,168,Singleton (A)
17040,115,62,29,10,11,10,6,4,7,254,81,36,7,9,9,9,4,3,3,158,29,12,27,15,13,21,8,16,8,152,1662,766,1125,1269,705,944,650,1103,96,8322,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,13,3,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,3,0,7,13,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,18,12,4,8,6,5,3,5,9,50,91,Snowy Monaro Regional (A)
17080,80,66,55,3,9,3,48,4,3,279,51,17,8,4,4,4,12,3,0,109,26,6,5,8,8,11,20,14,3,101,968,453,724,418,428,431,705,803,56,4979,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,5,10,6,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,8,9,8,3,3,0,0,0,11,11,45,80,Snowy Valleys (A)
17420,1896,2426,424,58,405,352,46,55,49,5698,1746,1212,137,21,198,207,33,19,43,3621,112,109,109,70,103,112,37,42,45,737,9086,13990,7043,6148,8868,8254,1910,4114,649,60061,0,0,3,0,3,0,0,0,22,33,0,0,0,0,0,0,0,7,8,17,0,0,3,4,3,3,0,5,17,35,0,0,3,3,0,3,3,5,21,38,0,3,3,3,3,0,0,7,22,39,0,3,15,4,3,3,7,5,33,81,0,4,12,3,6,3,8,5,24,61,4,5,14,9,7,0,5,4,36,80,5,14,8,4,6,0,5,3,50,82,0,10,4,0,6,0,0,0,15,34,6,9,3,0,0,0,0,3,15,39,0,4,3,0,0,3,0,0,4,21,4,4,0,0,0,0,0,0,10,19,3,0,0,0,0,0,0,0,12,21,3,6,16,0,9,4,6,5,106,163,30,74,79,28,41,27,37,49,399,762,The Hills Shire (A)
17550,239,282,98,16,62,52,18,18,4,778,160,201,26,11,33,29,7,12,4,486,58,55,50,52,36,51,24,55,14,386,3006,3408,3356,3395,2778,3369,1301,2805,230,23654,0,0,0,0,0,0,3,0,11,17,0,0,3,0,0,3,0,3,20,26,0,0,4,3,0,0,0,8,16,28,0,0,0,3,0,0,0,6,13,28,0,0,0,3,0,0,0,5,13,25,3,0,5,4,3,0,0,4,18,42,0,3,7,3,5,0,0,4,20,38,3,3,8,7,0,0,4,3,19,45,0,0,3,0,0,0,0,0,14,23,0,4,7,0,0,0,0,0,0,17,0,3,3,0,0,0,0,3,3,13,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,3,0,4,6,3,0,3,4,7,40,71,15,21,40,26,16,20,14,34,198,388,Tweed (A)
17620,59,48,14,0,12,10,6,4,0,158,48,36,9,0,3,9,0,8,0,129,26,3,15,3,9,9,4,25,0,104,919,498,629,362,420,382,198,939,45,4394,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,10,7,4,3,5,0,0,3,6,29,66,Upper Hunter Shire (A)
17640,51,15,20,0,0,0,3,7,0,99,47,13,3,0,0,0,4,0,0,71,17,4,4,3,3,4,0,3,4,42,824,150,286,193,150,160,77,263,19,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,5,0,0,0,0,10,15,28,Upper Lachlan Shire (A)
17650,14,7,3,4,0,0,0,0,0,37,11,3,0,0,0,0,0,0,0,17,8,0,0,0,0,3,0,0,0,26,359,87,138,104,91,81,45,200,12,1122,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,3,14,18,Uralla (A)
17750,270,427,106,22,69,55,41,8,7,1010,190,277,31,6,43,47,4,6,8,609,49,42,65,27,30,47,42,36,14,347,2986,3622,3801,2750,2771,3098,1465,2709,190,23385,0,0,0,0,0,3,0,0,11,20,0,0,0,0,0,3,0,0,5,13,0,0,3,0,0,0,0,3,3,13,0,0,3,0,0,3,0,0,14,30,0,0,3,3,0,0,0,3,14,26,0,3,3,3,0,4,0,4,11,34,0,0,7,7,5,0,4,0,11,30,0,4,7,3,3,0,4,0,8,29,5,0,3,0,3,0,3,0,3,23,0,0,0,6,0,0,0,0,3,14,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,5,10,3,0,3,0,10,46,76,12,14,40,20,18,20,12,29,151,318,Wagga Wagga (C)
17850,20,10,3,0,3,0,0,0,0,34,14,4,0,0,3,0,3,3,0,31,24,0,4,0,0,0,0,8,0,30,466,88,107,62,98,78,80,193,9,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,19,Walcha (A)
17900,28,12,4,4,3,0,0,0,0,53,27,13,0,0,0,0,5,0,0,48,18,3,0,0,0,0,3,4,0,38,465,172,146,173,129,102,143,237,15,1582,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,0,0,0,0,0,3,4,24,39,Walgett (A)
17950,22,6,3,0,0,3,0,0,0,31,20,7,0,0,0,0,0,3,0,32,9,0,4,0,5,3,0,3,0,19,340,79,104,67,79,68,65,128,11,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,0,3,12,Warren (A)
18020,38,16,8,0,0,8,4,0,0,77,32,7,0,0,3,3,4,0,0,60,36,3,10,5,3,9,0,15,3,79,798,210,232,231,165,203,109,360,23,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,3,7,0,0,0,0,15,29,54,Warrumbungle Shire (A)
18050,403,707,106,40,95,70,4,19,24,1467,447,632,31,24,55,79,0,5,38,1317,43,79,26,41,33,45,4,15,17,307,3227,5237,2464,3128,2300,3671,332,1366,274,21997,0,0,0,0,0,0,0,0,7,10,0,0,0,3,0,0,0,0,3,10,0,0,0,4,0,0,0,3,10,21,0,0,0,3,4,0,0,0,14,24,0,0,0,3,0,0,0,3,9,21,0,0,3,3,0,0,0,3,19,30,0,0,3,4,3,0,0,4,5,24,0,0,0,10,3,3,0,0,18,36,3,3,7,0,0,0,3,0,22,35,0,3,3,0,0,0,0,3,11,23,3,6,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,0,7,15,0,7,0,0,0,3,0,0,29,41,17,36,29,37,16,11,3,24,155,329,Waverley (A)
18100,22,9,0,0,0,0,0,0,0,35,32,3,4,0,0,0,0,0,0,38,11,0,3,0,0,3,0,7,0,26,439,82,118,59,78,81,63,131,4,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,6,19,Weddin (A)
18200,39,19,42,0,4,0,9,0,0,113,30,5,0,3,5,0,6,3,0,54,6,3,8,5,0,3,3,9,0,49,578,164,295,190,179,116,284,486,36,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,4,0,0,0,3,7,22,42,Wentworth (A)
18230,220,272,74,18,47,41,26,17,5,721,135,145,27,11,25,31,10,10,3,397,53,19,66,38,24,41,16,49,11,323,2467,2317,2642,1988,2092,2337,1074,2173,159,17258,0,0,0,0,0,0,0,0,6,9,0,0,0,3,0,0,0,0,13,20,0,3,0,3,0,3,0,0,4,19,0,0,0,3,0,0,0,3,6,16,0,0,0,0,0,0,0,3,13,16,3,3,5,0,0,0,0,6,14,31,0,0,5,0,5,0,3,3,14,34,3,0,7,3,0,3,0,4,22,38,4,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,3,0,9,12,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,3,6,43,60,13,16,26,17,10,12,17,21,156,288,Western Plains Regional (A)
