LGA_MAIN11,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
23190,5116,5350,10466,1474,1662,3136,59,80,139,1275,1302,2577,68,79,147,103,118,221,39,37,76,9,12,21,11,18,29,3,0,3,0,0,0,1567,1646,3213,118,144,262,41,31,72,3200,3483,6683,446,421,867,8762,9254,18016,Horsham (RC)
23270,46670,47677,94347,5324,5726,11050,401,470,871,14412,14913,29325,306,333,639,123,131,254,136,143,279,56,62,118,36,30,66,30,29,59,0,0,0,15500,16111,31611,4431,4438,8869,266,239,505,25521,26514,52035,4330,4261,8591,76521,78452,154973,Hume (C)
23350,4580,4619,9199,593,647,1240,342,389,731,871,1016,1887,86,80,166,26,26,52,21,25,46,5,16,21,18,27,45,13,24,37,0,0,0,1382,1603,2985,64,64,128,19,26,45,2058,2340,4398,460,294,754,7098,7253,14351,Indigo (S)
23430,39790,42366,82156,2687,2881,5568,407,443,850,13906,14746,28652,328,372,700,101,88,189,173,169,342,53,74,127,43,28,71,55,48,103,0,0,0,15066,15968,31034,3797,3890,7687,266,260,526,21816,22999,44815,3294,3061,6355,64900,68426,133326,Kingston (C)
23670,46580,48346,94926,2456,2670,5126,343,339,682,13530,14455,27985,315,331,646,105,121,226,106,105,211,45,51,96,27,22,49,38,35,73,0,0,0,14509,15459,29968,2606,2935,5541,192,191,383,19763,21255,41018,2312,2122,4434,68655,71723,140378,Knox (C)
23810,19523,20136,39659,4840,5451,10291,250,260,510,4834,5453,10287,302,311,613,67,79,146,127,145,272,82,69,151,36,39,75,16,20,36,0,0,0,5714,6376,12090,647,635,1282,151,160,311,11352,12622,23974,2051,1935,3986,32926,34693,67619,Latrobe (C)
23940,2499,2378,4877,288,293,581,36,42,78,420,420,840,41,43,84,14,6,20,9,5,14,3,3,6,0,3,3,3,3,6,0,0,0,526,525,1051,31,40,71,19,14,33,864,872,1736,238,196,434,3601,3446,7047,Loddon (S)
24130,12060,12178,24238,1680,1818,3498,165,172,337,3932,4186,8118,126,151,277,54,50,104,56,55,111,35,38,73,21,20,41,22,22,44,0,0,0,4411,4694,9105,292,348,640,61,59,120,6444,6919,13363,757,806,1563,19261,19903,39164,Macedon Ranges (S)
24210,34882,37217,72099,1669,1777,3446,314,323,637,9162,9659,18821,217,254,471,78,94,172,93,92,185,27,35,62,14,13,27,36,36,72,0,0,0,9941,10506,20447,2887,3158,6045,119,126,245,14616,15567,30183,1785,1838,3623,51283,54622,105905,Manningham (C)
24250,2146,2064,4210,505,570,1075,53,66,119,615,708,1323,37,42,79,12,10,22,30,24,54,11,9,20,7,9,16,3,7,10,0,0,0,768,875,1643,68,78,146,17,10,27,1358,1533,2891,164,148,312,3668,3745,7413,Mansfield (S)
24330,15838,16536,32374,1335,1265,2600,451,418,869,7688,7392,15080,263,262,525,141,127,268,190,205,395,71,68,139,28,37,65,102,84,186,0,0,0,8934,8593,17527,4053,3637,7690,218,196,414,14540,13691,28231,3359,2442,5801,33737,32669,66406,Maribyrnong (C)
24410,29675,31456,61131,1674,1841,3515,284,309,593,10885,11799,22684,250,277,527,87,99,186,89,97,186,39,60,99,28,31,59,42,35,77,5,0,5,11709,12707,24416,2065,2183,4248,201,231,432,15649,16962,32611,1598,1751,3349,46922,50169,97091,Maroondah (C)
24600,10977,10980,21957,1650,1792,3442,1202,1192,2394,10997,10930,21927,787,953,1740,379,424,803,581,663,1244,216,268,484,72,71,143,269,281,550,0,0,0,14503,14782,29285,11630,12648,24278,285,239,524,28068,29461,57529,6076,4889,10965,45121,45330,90451,Melbourne (C)
24650,25437,25513,50950,2743,2914,5657,387,413,800,13998,14787,28785,349,379,728,119,127,246,136,139,275,75,75,150,44,45,89,44,51,95,0,0,0,15152,16016,31168,2295,2469,4764,225,209,434,20415,21608,42023,3302,2860,6162,49154,49981,99135,Melton (S)
24780,13497,13927,27424,3047,3495,6542,799,864,1663,3005,3298,6303,182,193,375,449,444,893,65,84,149,25,27,52,77,63,140,9,8,17,0,0,0,4611,4981,9592,505,494,999,104,113,217,8267,9083,17350,1435,1383,2818,23199,24393,47592,Mildura (RC)
24850,9193,9023,18216,1524,1616,3140,260,204,464,3285,3477,6762,269,203,472,59,69,128,59,54,113,21,38,59,110,72,182,31,31,62,0,0,0,4094,4148,8242,317,304,621,74,64,138,6009,6132,12141,939,940,1879,16141,16095,32236,Mitchell (S)
24900,7909,7868,15777,1671,1832,3503,387,468,855,1757,1819,3576,151,161,312,33,52,85,54,50,104,18,15,33,14,17,31,9,14,23,0,0,0,2423,2596,5019,211,187,398,62,56,118,4367,4671,9038,827,745,1572,13103,13284,26387,Moira (S)
24970,46535,49399,95934,2701,2696,5397,516,538,1054,14030,13958,27988,362,375,737,170,172,342,174,196,370,113,113,226,39,33,72,73,64,137,0,0,0,15477,15449,30926,10545,10191,20736,344,407,751,29067,28743,57810,3632,3224,6856,79234,81366,160600,Monash (C)
25060,29874,32498,62372,2041,2233,4274,387,429,816,9886,10446,20332,368,377,745,148,168,316,192,204,396,82,95,177,44,36,80,70,85,155,0,0,0,11177,11840,23017,2752,2835,5587,153,131,284,16123,17039,33162,2800,2707,5507,48797,52244,101041,Moonee Valley (C)
25150,8060,7992,16052,1308,1404,2712,87,113,200,2562,2660,5222,103,118,221,44,46,90,33,49,82,11,15,26,21,11,32,3,3,6,0,0,0,2864,3015,5879,163,181,344,35,48,83,4370,4648,9018,645,548,1193,13075,13188,26263,Moorabool (S)
25250,37043,40253,77296,2678,2707,5385,768,901,1669,13619,14350,27969,529,650,1179,253,269,522,336,385,721,166,183,349,61,81,142,189,217,406,0,0,0,15921,17036,32957,6605,6047,12652,324,329,653,25528,26119,51647,4675,4082,8757,67246,70454,137700,Moreland (C)
25340,37321,39704,77025,6465,6992,13457,766,696,1462,14157,15698,29855,669,639,1308,148,142,290,310,275,585,124,136,260,93,80,173,64,60,124,0,0,0,16331,17726,34057,1701,1817,3518,289,245,534,24786,26780,51566,3620,3954,7574,65727,70438,136165,Mornington Peninsula (S)
25430,4925,5137,10062,741,827,1568,73,90,163,1466,1632,3098,55,64,119,20,15,35,29,32,61,15,15,30,15,20,35,17,17,34,0,0,0,1690,1885,3575,76,88,164,32,16,48,2539,2816,5355,827,545,1372,8291,8498,16789,Mount Alexander (S)
25490,4797,4727,9524,727,793,1520,55,48,103,1163,1287,2450,51,58,109,30,45,75,23,33,56,15,13,28,16,16,32,4,3,7,0,0,0,1357,1503,2860,115,121,236,28,15,43,2227,2432,4659,334,341,675,7358,7500,14858,Moyne (S)
25620,3914,3761,7675,649,679,1328,65,63,128,1061,1071,2132,50,39,89,6,12,18,28,25,53,5,13,18,10,3,13,0,0,0,0,0,0,1225,1226,2451,53,83,136,21,26,47,1948,2014,3962,368,329,697,6230,6104,12334,Murrindindi (S)
25710,19887,20154,40041,1170,1119,2289,161,178,339,5003,5376,10379,132,155,287,54,63,117,75,77,152,12,18,30,20,15,35,18,26,44,0,0,0,5475,5908,11383,629,648,1277,54,49,103,7328,7724,15052,820,857,1677,28035,28735,56770,Nillumbik (S)
25810,3587,3603,7190,755,782,1537,40,44,84,646,683,1329,84,98,182,48,46,94,30,28,58,10,14,24,4,9,13,4,3,7,0,0,0,866,925,1791,62,71,133,26,24,50,1709,1802,3511,306,256,562,5602,5661,11263,Northern Grampians (S)
25900,16083,16926,33009,2368,2366,4734,1123,1224,2347,11068,11487,22555,712,818,1530,258,297,555,410,489,899,191,173,364,45,60,105,141,153,294,0,0,0,13948,14701,28649,6097,6146,12243,217,196,413,22630,23409,46039,4270,3473,7743,42983,43808,86791,Port Phillip (C)
25990,2093,1957,4050,229,272,501,16,21,37,543,568,1111,29,22,51,15,14,29,22,19,41,3,4,7,8,3,11,0,0,0,0,0,0,636,651,1287,18,19,37,8,12,20,891,954,1845,277,151,428,3261,3062,6323,Pyrenees (S)
26080,783,898,1681,140,158,298,19,20,39,267,294,561,18,17,35,0,5,5,9,5,14,3,3,6,3,3,6,15,12,27,0,0,0,334,359,693,24,28,52,3,0,3,501,545,1046,77,73,150,1361,1516,2877,Queenscliffe (B)
26170,7715,7815,15530,1716,1825,3541,78,94,172,2094,2369,4463,92,89,181,11,18,29,42,35,77,25,23,48,6,12,18,0,3,3,0,0,0,2348,2643,4991,141,136,277,48,47,95,4253,4651,8904,617,568,1185,12585,13034,25619,South Gippsland (S)
26260,4896,5044,9940,941,955,1896,49,60,109,926,1085,2011,67,76,143,102,111,213,60,65,125,11,4,15,16,19,35,3,4,7,0,0,0,1234,1424,2658,136,128,264,35,44,79,2346,2551,4897,301,282,583,7543,7877,15420,Southern Grampians (S)
26350,19921,22159,42080,1877,1937,3814,893,1024,1917,10206,10953,21159,528,676,1204,241,310,551,369,441,810,135,149,284,32,38,70,135,156,291,0,0,0,12539,13747,26286,4709,5249,9958,158,153,311,19283,21086,40369,3367,2979,6346,42571,46224,88795,Stonnington (C)
26430,2842,2802,5644,470,512,982,58,67,125,687,736,1423,47,43,90,18,15,33,15,23,38,15,11,26,4,0,4,3,3,6,0,0,0,847,898,1745,48,57,105,10,10,20,1375,1477,2852,267,237,504,4484,4516,9000,Strathbogie (S)
26490,6492,6601,13093,1408,1385,2793,130,152,282,2625,2834,5459,97,96,193,37,44,81,72,80,152,14,20,34,18,12,30,8,3,11,0,0,0,3001,3241,6242,357,372,729,19,27,46,4785,5025,9810,589,523,1112,11866,12149,24015,Surf Coast (S)
22310,34150,37062,71212,2467,2761,5228,555,608,1163,12175,12709,24884,379,411,790,149,184,333,220,225,445,85,98,183,32,43,75,83,75,158,0,0,0,13678,14353,28031,5844,5938,11782,187,178,365,22176,23230,45406,3016,2874,5890,59342,63166,122508,Glen Eira (C)
22410,5972,5849,11821,1202,1292,2494,77,74,151,1065,1109,2174,72,86,158,167,166,333,35,35,70,18,37,55,11,20,31,5,6,11,0,0,0,1450,1533,2983,120,127,247,40,29,69,2812,2981,5793,456,444,900,9240,9274,18514,Glenelg (S)
26610,5685,5561,11246,1241,1305,2546,244,267,511,1094,1172,2266,96,108,204,61,71,132,43,32,75,5,11,16,14,7,21,7,3,10,0,0,0,1564,1671,3235,369,312,681,49,24,73,3223,3312,6535,656,581,1237,9564,9454,19018,Swan Hill (RC)
26670,1976,1873,3849,220,257,477,147,164,311,274,292,566,31,44,75,9,9,18,12,13,25,0,3,3,4,8,12,7,5,12,0,0,0,484,538,1022,33,28,61,9,10,19,746,833,1579,95,86,181,2817,2792,5609,Towong (S)
26700,7845,8123,15968,1488,1687,3175,190,240,430,1732,2018,3750,112,129,241,30,27,57,31,33,64,13,20,33,19,22,41,16,12,28,0,0,0,2143,2501,4644,135,145,280,38,32,70,3804,4365,8169,511,540,1051,12160,13028,25188,Wangaratta (RC)
26730,8164,8739,16903,1726,1845,3571,100,97,197,2857,3284,6141,120,119,239,92,111,203,56,61,117,23,15,38,12,19,31,9,9,18,0,0,0,3269,3715,6984,296,295,591,83,138,221,5374,5993,11367,873,796,1669,14411,15528,29939,Warrnambool (C)
26810,11130,11339,22469,2551,2830,5381,233,224,457,2845,3077,5922,235,234,469,80,56,136,97,97,194,32,47,79,61,60,121,42,37,79,0,0,0,3625,3832,7457,282,328,610,95,87,182,6553,7077,13630,1830,930,2760,19513,19346,38859,Wellington (S)
26890,1438,1376,2814,209,210,419,17,13,30,131,155,286,17,17,34,86,91,177,4,15,19,3,3,6,4,6,10,0,3,3,0,0,0,262,303,565,21,23,44,8,13,21,500,549,1049,80,68,148,2018,1993,4011,West Wimmera (S)
26980,42051,46458,88509,1946,2039,3985,514,538,1052,12934,13715,26649,345,388,733,166,180,346,144,159,303,74,86,160,16,22,38,64,70,134,0,0,0,14257,15158,29415,6580,7001,13581,238,237,475,23021,24435,47456,3288,3264,6552,68360,74157,142517,Whitehorse (C)
27070,40187,41149,81336,3236,3347,6583,409,413,822,18443,19304,37747,323,358,681,146,132,278,124,107,231,38,57,95,55,33,88,44,49,93,0,0,0,19582,20453,40035,4042,4158,8200,228,227,455,27088,28185,55273,3499,3242,6741,70774,72576,143350,Whittlesea (C)
27170,8300,8624,16924,1732,1901,3633,1233,1166,2399,2877,3158,6035,484,395,879,100,85,185,83,67,150,37,27,64,105,121,226,51,57,108,0,0,0,4970,5076,10046,300,340,640,82,54,136,7084,7371,14455,783,659,1442,16167,16654,32821,Wodonga (RC)
27260,34246,34941,69187,3624,3852,7476,931,941,1872,20290,20495,40785,739,741,1480,248,285,533,268,285,553,133,141,274,74,78,152,107,123,230,0,0,0,22790,23089,45879,7077,7742,14819,334,290,624,33825,34973,68798,4855,3815,8670,72926,73729,146655,Wyndham (C)
27350,14366,15432,29798,1613,1674,3287,836,963,1799,9015,9334,18349,511,603,1114,249,280,529,420,470,890,150,195,345,42,62,104,212,233,445,5,0,5,11440,12140,23580,3447,3925,7372,138,154,292,16638,17893,34531,3185,2701,5886,34189,36026,70215,Yarra (C)
27450,43614,44269,87883,3947,4095,8042,376,445,821,13643,14582,28225,325,352,677,109,117,226,213,212,425,56,81,137,59,65,124,46,45,91,0,0,0,14827,15899,30726,1221,1382,2603,217,189,406,20212,21565,41777,2846,2648,5494,66672,68482,135154,Yarra Ranges (S)
27630,2261,2326,4587,298,312,610,30,24,54,344,328,672,57,58,115,15,31,46,9,11,20,15,18,33,5,5,10,3,0,3,0,0,0,478,475,953,54,39,93,26,11,37,856,837,1693,213,201,414,3330,3364,6694,Yarriambiack (S)
29399,233,112,345,32,28,60,7,13,20,69,59,128,16,17,33,7,8,15,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,106,97,203,43,26,69,5,0,5,186,151,337,56,41,97,475,304,779,Unincorporated Vic
29499,497,308,805,211,105,316,164,135,299,1459,1333,2792,120,118,238,49,44,93,76,52,128,26,47,73,22,14,36,19,20,39,0,0,0,1935,1763,3698,539,571,1110,43,24,67,2728,2463,5191,1214,647,1861,4439,3418,7857,
30250,517,532,1049,0,3,3,3,0,3,3,3,6,35,26,61,0,3,3,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,46,38,84,3,6,9,0,0,0,49,47,96,8,8,16,574,587,1161,Aurukun (S)
30300,1193,1132,2325,350,343,693,70,69,139,8,14,22,301,333,634,3,3,6,9,5,14,0,0,0,6,3,9,0,0,0,0,0,0,397,427,824,39,35,74,17,13,30,803,818,1621,211,130,341,2207,2080,4287,Balonne (S)
30370,3789,3422,7211,929,931,1860,91,91,182,42,32,74,1303,1309,2612,11,11,22,22,26,48,8,12,20,24,21,45,0,0,0,0,0,0,1501,1502,3003,190,190,380,39,32,71,2659,2655,5314,417,310,727,6865,6387,13252,Banana (S)
30410,912,866,1778,168,174,342,17,26,43,6,3,9,259,265,524,4,3,7,3,3,6,0,3,3,6,8,14,0,0,0,0,0,0,295,311,606,18,19,37,6,0,6,487,504,991,107,84,191,1506,1454,2960,Barcaldine (R)
30450,85,81,166,10,7,17,7,3,10,3,3,6,50,49,99,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,60,58,118,0,7,7,3,0,3,73,72,145,19,3,22,177,156,333,Barcoo (S)
30760,573,585,1158,150,169,319,16,16,32,3,4,7,171,200,371,0,3,3,6,0,6,0,0,0,6,5,11,0,0,0,0,0,0,202,228,430,6,12,18,5,3,8,363,412,775,67,43,110,1003,1040,2043,Blackall Tambo (R)
33620,11321,11300,22621,1996,2119,4115,369,379,748,155,168,323,5244,5524,10768,53,63,116,105,80,185,33,36,69,77,77,154,18,20,38,0,0,0,6054,6347,12401,312,324,636,142,148,290,8504,8938,17442,1373,1381,2754,21198,21619,42817,Gympie (R)
33800,3682,3568,7250,491,505,996,66,51,117,23,19,42,904,878,1782,9,9,18,23,21,44,0,8,8,18,15,33,3,0,3,0,0,0,1046,1001,2047,67,62,129,26,21,47,1630,1589,3219,287,220,507,5599,5377,10976,Hinchinbrook (S)
33830,384,371,755,21,3,24,0,0,0,0,0,0,38,37,75,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,38,42,80,0,3,3,0,0,0,59,48,107,19,12,31,462,431,893,Hope Vale (S)
33960,35731,35947,71678,4228,4643,8871,2020,1996,4016,643,569,1212,22692,24060,46752,309,293,602,231,228,459,123,107,230,243,228,471,141,135,276,3,0,3,26405,27616,54021,3437,3664,7101,607,533,1140,34677,36456,71133,5326,4215,9541,75734,76618,152352,Ipswich (C)
33980,4062,3401,7463,1356,1205,2561,385,271,656,142,94,236,3072,2702,5774,49,46,95,131,119,250,24,19,43,66,62,128,8,5,13,0,0,0,3877,3318,7195,447,376,823,65,43,108,5745,4942,10687,1585,630,2215,11392,8973,20365,Isaac (R)
34420,387,427,814,0,4,4,0,0,0,0,0,0,34,36,70,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,37,43,80,3,5,8,8,0,8,48,52,100,3,0,3,438,479,917,Kowanyama (S)
34570,172,192,364,3,4,7,0,0,0,0,3,3,24,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,50,3,0,3,0,0,0,30,30,60,5,5,10,207,227,434,Lockhart River (S)
34580,8246,8202,16448,1559,1665,3224,353,405,758,82,87,169,3715,4178,7893,46,37,83,35,39,74,18,10,28,33,46,79,5,15,20,3,3,6,4290,4820,9110,536,587,1123,145,149,294,6530,7221,13751,1254,1074,2328,16030,16497,32527,Lockyer Valley (R)
34770,26096,25119,51215,3415,3368,6783,1361,1225,2586,619,590,1209,14239,14380,28619,227,206,433,348,333,681,142,122,264,180,153,333,41,35,76,0,0,0,17157,17044,34201,2161,2081,4242,365,349,714,23098,22842,45940,4884,2628,7512,54078,50589,104667,Mackay (R)
36630,7742,7648,15390,1796,1890,3686,207,201,408,59,76,135,3268,3595,6863,32,31,63,48,48,96,11,16,27,56,58,114,3,6,9,0,0,0,3684,4031,7715,158,181,339,128,90,218,5766,6192,11958,819,714,1533,14327,14554,28881,South Burnett (R)
33610,2662,2541,5203,661,717,1378,288,292,580,15,15,30,683,769,1452,7,14,21,19,13,32,5,5,10,4,8,12,0,0,0,0,0,0,1021,1116,2137,123,99,222,21,23,44,1826,1955,3781,393,373,766,4881,4869,9750,Goondiwindi (R)
36150,264,226,490,47,38,85,6,6,12,3,3,6,120,104,224,4,5,9,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,139,121,260,7,11,18,4,0,4,197,170,367,27,18,45,488,414,902,Quilpie (S)
36660,8619,8822,17441,2004,2135,4139,426,458,884,69,75,144,3146,3549,6695,22,28,50,25,39,64,13,14,27,22,36,58,11,11,22,0,0,0,3734,4210,7944,210,205,415,105,120,225,6053,6670,12723,783,750,1533,15455,16242,31697,Southern Downs (R)
36710,67230,71424,138654,10452,11363,21815,4230,4715,8945,2259,2577,4836,37305,41575,78880,607,672,1279,833,892,1725,331,380,711,393,447,840,350,399,749,3,3,6,46311,51660,97971,6505,7077,13582,973,952,1925,64241,71052,135293,7993,7227,15220,139464,149703,289167,Sunshine Coast (R)
36810,11366,11197,22563,2250,2525,4775,205,234,439,116,121,237,3756,4052,7808,55,73,128,110,127,237,24,26,50,118,128,246,15,12,27,0,0,0,4399,4773,9172,378,430,808,124,126,250,7151,7854,15005,2107,1320,3427,20624,20371,40995,Tablelands (R)
36910,34086,35998,70084,4507,4818,9325,1528,1665,3193,429,410,839,20147,22151,42298,142,150,292,185,205,390,88,100,188,206,260,466,115,101,216,3,0,3,22843,25042,47885,2166,2157,4323,421,350,771,29937,32367,62304,4076,3806,7882,68099,72171,140270,Toowoomba (R)
36950,670,687,1357,182,209,391,27,24,51,10,19,29,278,271,549,4,4,8,9,8,17,4,5,9,14,7,21,3,5,8,0,0,0,349,343,692,26,34,60,12,6,18,569,592,1161,209,188,397,1448,1467,2915,Torres (S)
36960,1536,1469,3005,69,58,127,3,3,6,0,0,0,151,182,333,3,3,6,5,0,5,0,3,3,3,0,3,3,0,3,0,0,0,168,191,359,16,15,31,4,6,10,257,270,527,82,54,136,1875,1793,3668,Torres Strait Island (R)
37010,36091,36032,72123,3859,4191,8050,2422,2224,4646,1352,1371,2723,23924,25496,49420,482,480,962,562,599,1161,232,250,482,690,695,1385,264,265,529,3,0,3,29931,31380,61311,3206,3504,6710,630,542,1172,37626,39617,77243,6968,5356,12324,80685,81005,161690,Townsville (C)
58260,172,153,325,27,27,54,0,0,0,0,3,3,4,3,7,0,0,0,48,43,91,0,0,0,0,0,0,0,0,0,0,0,0,52,49,101,19,11,30,0,0,0,98,87,185,18,27,45,288,267,555,Three Springs (S)
45890,28339,29782,58121,2838,3031,5869,456,418,874,440,400,840,359,323,682,10802,11259,22061,153,127,280,58,56,114,183,156,339,56,48,104,0,0,0,12507,12787,25294,4702,4301,9003,304,240,544,20351,20359,40710,3916,3142,7058,52606,53283,105889,Port Adelaide Enfield (C)
42750,1219,1135,2354,370,377,747,11,21,32,13,17,30,25,29,54,280,261,541,20,19,39,3,3,6,18,20,38,0,0,0,0,0,0,370,370,740,43,57,100,9,5,14,792,809,1601,115,101,216,2126,2045,4171,Kangaroo Island (DC)
50840,1236,1218,2454,222,247,469,11,16,27,6,4,10,7,10,17,4,4,8,377,459,836,0,0,0,0,0,0,0,0,0,0,0,0,405,493,898,41,52,93,4,5,9,672,797,1469,74,60,134,1982,2075,4057,Bridgetown-Greenbushes (S)
62410,1280,1206,2486,225,226,451,46,40,86,34,37,71,30,29,59,14,12,26,19,31,50,255,245,500,4,8,12,0,0,0,0,0,0,402,402,804,29,26,55,3,8,11,659,662,1321,91,103,194,2030,1971,4001,Glamorgan/Spring Bay (M)
37300,572,464,1036,158,142,300,39,32,71,25,20,45,491,472,963,4,5,9,26,24,50,13,9,22,17,16,33,0,5,5,0,0,0,615,583,1198,47,59,106,4,6,10,824,790,1614,202,156,358,1598,1410,3008,Weipa (T)
37310,7620,7107,14727,2308,2329,4637,305,279,584,75,69,144,2701,2806,5507,49,32,81,68,59,127,10,13,23,60,54,114,5,8,13,0,0,0,3273,3320,6593,345,286,631,106,62,168,6032,5997,12029,1321,992,2313,14973,14096,29069,Western Downs (R)
37340,6884,6230,13114,1975,1934,3909,542,538,1080,268,276,544,2611,2487,5098,102,103,205,135,125,260,51,48,99,64,63,127,14,22,36,0,0,0,3787,3662,7449,637,643,1280,100,74,174,6499,6313,12812,2076,1346,3422,15459,13889,29348,Whitsunday (R)
40310,6238,6334,12572,869,827,1696,96,105,201,91,105,196,81,79,160,2250,2418,4668,37,50,87,5,9,14,38,44,82,4,5,9,0,0,0,2602,2815,5417,125,149,274,38,20,58,3634,3811,7445,356,354,710,10228,10499,20727,Barossa (DC)
40430,770,721,1491,121,114,235,10,8,18,6,3,9,7,5,12,193,191,384,5,8,13,0,0,0,4,9,13,0,0,0,0,0,0,225,224,449,9,15,24,3,3,6,358,356,714,69,72,141,1197,1149,2346,Barunga West (DC)
40520,3010,3045,6055,500,589,1089,31,31,62,62,46,108,33,47,80,764,824,1588,28,28,56,10,5,15,18,17,35,0,0,0,0,0,0,946,998,1944,82,93,175,31,21,52,1559,1701,3260,336,285,621,4905,5031,9936,Berri and Barmera (DC)
30900,132,107,239,6,8,14,13,4,17,4,0,4,51,46,97,0,5,5,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,72,60,132,3,0,3,4,0,4,85,68,153,18,14,32,235,189,424,Boulia (S)
31000,228930,244211,473141,19393,20327,39720,11881,11642,23523,4979,4859,9838,125894,131211,257105,1779,1788,3567,1814,1756,3570,737,785,1522,953,902,1855,1338,1404,2742,3,5,8,149378,154352,303730,48094,49527,97621,2814,2557,5371,219679,226763,446442,31194,25222,56416,479803,496196,975999,Brisbane (C)
34590,65543,65921,131464,6058,6540,12598,2399,2592,4991,849,902,1751,34422,36354,70776,303,339,642,262,308,570,157,159,316,160,152,312,129,148,277,0,3,3,38681,40957,79638,6902,7233,14135,1006,905,1911,52647,55635,108282,8160,7453,15613,126350,129009,255359,Logan (C)
34710,916,913,1829,299,340,639,37,45,82,19,16,35,395,440,835,8,12,20,9,4,13,0,4,4,11,14,25,0,3,3,0,0,0,479,538,1017,35,40,75,20,21,41,833,939,1772,124,119,243,1873,1971,3844,Longreach (R)
31750,100,63,163,17,22,39,13,9,22,0,4,4,40,42,82,15,0,15,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,72,55,127,3,5,8,3,0,3,95,82,177,22,6,28,217,151,368,Bulloo (S)
31820,21394,21810,43204,2723,2900,5623,893,895,1788,328,334,662,11696,12803,24499,99,122,221,202,214,416,51,56,107,184,190,374,49,43,92,3,3,6,13505,14660,28165,852,949,1801,304,300,604,17384,18809,36193,2655,2393,5048,41433,43012,84445,Bundaberg (R)
31900,5099,4967,10066,921,1011,1932,76,71,147,52,39,91,1201,1310,2511,20,15,35,33,33,66,8,8,16,11,14,25,0,4,4,0,0,0,1401,1494,2895,146,147,293,39,38,77,2507,2690,5197,539,445,984,8145,8102,16247,Burdekin (S)
31950,134,86,220,13,11,24,10,5,15,3,3,6,73,46,119,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,89,54,143,3,0,3,0,4,4,105,69,174,66,29,95,305,184,489,Burke (S)
