lga_code16,sw_1000_1249_tot,sw_1250_1499_a_15_19,sw_1250_1499_a_20_24,sw_1250_1499_a_25_34,sw_1250_1499_a_35_44,sw_1250_1499_a_45_54,sw_1250_1499_a_55_64,sw_1250_1499_a_65_74,sw_1250_1499_a_75ov,sw_1250_1499_tot,sw_1500_1749_a_15_19,sw_1500_1749_a_20_24,sw_1500_1749_a_25_34,sw_1500_1749_a_35_44,sw_1500_1749_a_45_54,sw_1500_1749_a_55_64,sw_1500_1749_a_65_74,sw_1500_1749_a_75ov,sw_1500_1749_tot,sw_1750_1999_a_15_19,sw_1750_1999_a_20_24,sw_1750_1999_a_25_34,sw_1750_1999_a_35_44,sw_1750_1999_a_45_54,sw_1750_1999_a_55_64,sw_1750_1999_a_65_74,sw_1750_1999_a_75ov,sw_1750_1999_tot,sw_2000_2999_a_15_19,sw_2000_2999_a_20_24,sw_2000_2999_a_25_34,sw_2000_2999_a_35_44,sw_2000_2999_a_45_54,sw_2000_2999_a_55_64,sw_2000_2999_a_65_74,sw_2000_2999_a_75ov,sw_2000_2999_tot,sw_3000mo_a_15_19,sw_3000mo_a_20_24,sw_3000mo_a_25_34,sw_3000mo_a_35_44,sw_3000mo_a_45_54,sw_3000mo_a_55_64,sw_3000mo_a_65_74,sw_3000mo_a_75ov,sw_3000mo_tot,sw_pins_a_15_19,sw_pins_a_20_24,sw_pins_a_25_34,sw_pins_a_35_44,sw_pins_a_45_54,sw_pins_a_55_64,sw_pins_a_65_74,sw_pins_a_75ov,sw_pins_tot,sw_tot_a_15_19,sw_tot_a_20_24,sw_tot_a_25_34,sw_tot_a_35_44,sw_tot_a_45_54,sw_tot_a_55_64,sw_tot_a_65_74,sw_tot_a_75ov,sw_tot_tot,maopd_nni_a_15_19,maopd_nni_a_20_24,maopd_nni_a_25_34,maopd_nni_a_35_44,maopd_nni_a_45_54,maopd_nni_a_55_64,maopd_nni_a_65_74,maopd_nni_a_75ove,maopd_nni_tot,maopd_1_149_a_15_19,maopd_1_149_a_20_24,maopd_1_149_a_25_34,maopd_1_149_a_35_44,maopd_1_149_a_45_54,maopd_1_149_a_55_64,maopd_1_149_a_65_74,maopd_1_149_a_75ov,maopd_1_149_tot,maopd_150_299_a_15_19,maopd_150_299_a_20_24,maopd_150_299_a_25_34,maopd_150_299_a_35_44,maopd_150_299_a_45_54,maopd_150_299_a_55_64,maopd_150_299_a_65_74,maopd_150_299_a_75ov,maopd_150_299_tot,maopd_300_399_a_15_19,maopd_300_399_a_20_24,maopd_300_399_a_25_34,maopd_300_399_a_35_44,maopd_300_399_a_45_54,maopd_300_399_a_55_64,maopd_300_399_a_65_74,maopd_300_399_a_75ov,maopd_300_399_tot,maopd_400_499_a_15_19,maopd_400_499_a_20_24,maopd_400_499_a_25_34,maopd_400_499_a_35_44,maopd_400_499_a_45_54,maopd_400_499_a_55_64,maopd_400_499_a_65_74,maopd_400_499_a_75ov,maopd_400_499_tot,maopd_500_649_a_15_19,maopd_500_649_a_20_24,maopd_500_649_a_25_34,maopd_500_649_a_35_44,maopd_500_649_a_45_54,maopd_500_649_a_55_64,maopd_500_649_a_65_74,maopd_500_649_a_75ov,maopd_500_649_tot,maopd_650_799_a_15_19,maopd_650_799_a_20_24,maopd_650_799_a_25_34,maopd_650_799_a_35_44,maopd_650_799_a_45_54,maopd_650_799_a_55_64,maopd_650_799_a_65_74,maopd_650_799_a_75ov,maopd_650_799_tot,maopd_800_999_a_15_19,maopd_800_999_a_20_24,maopd_800_999_a_25_34,maopd_800_999_a_35_44,maopd_800_999_a_45_54,maopd_800_999_a_55_64,maopd_800_999_a_65_74,maopd_800_999_a_75ov,maopd_800_999_tot,maopd_1000_1249_a_15_19,maopd_1000_1249_a_20_24,maopd_1000_1249_a_25_34,maopd_1000_1249_a_35_44,maopd_1000_1249_a_45_54,maopd_1000_1249_a_55_64,maopd_1000_1249_a_65_74,maopd_1000_1249_a_75ov,maopd_1000_1249_tot,maopd_1250_1499_a_15_19,maopd_1250_1499_a_20_24,maopd_1250_1499_a_25_34,maopd_1250_1499_a_35_44,maopd_1250_1499_a_45_54,maopd_1250_1499_a_55_64,maopd_1250_1499_a_65_74,maopd_1250_1499_a_75ov,maopd_1250_1499_tot,maopd_1500_1749_a_15_19,maopd_1500_1749_a_20_24,maopd_1500_1749_a_25_34,maopd_1500_1749_a_35_44,maopd_1500_1749_a_45_54,maopd_1500_1749_a_55_64,maopd_1500_1749_a_65_74,maopd_1500_1749_a_75ov,maopd_1500_1749_tot,maopd_1750_1999_a_15_19,maopd_1750_1999_a_20_24,maopd_1750_1999_a_25_34,maopd_1750_1999_a_35_44,maopd_1750_1999_a_45_54,maopd_1750_1999_a_55_64,maopd_1750_1999_a_65_74,maopd_1750_1999_a_75ov,maopd_1750_1999_tot,maopd_2000_2999_a_15_19,maopd_2000_2999_a_20_24,maopd_2000_2999_a_25_34,maopd_2000_2999_a_35_44,maopd_2000_2999_a_45_54,maopd_2000_2999_a_55_64,maopd_2000_2999_a_65_74,maopd_2000_2999_a_75ov,maopd_2000_2999_tot,maopd_3000mo_a_15_19,maopd_3000mo_a_20_24,maopd_3000mo_a_25_34,maopd_3000mo_a_35_44,maopd_3000mo_a_45_54,maopd_3000mo_a_55_64,maopd_3000mo_a_65_74,maopd_3000mo_a_75ov,maopd_3000mo_tot,maopd_pins_a_15_19,maopd_pins_a_20_24,maopd_pins_a_25_34,maopd_pins_a_35_44,maopd_pins_a_45_54,maopd_pins_a_55_64,maopd_pins_a_65_74,maopd_pins_a_75ov,maopd_pins_tot,maopd_tot_a_15_19,lga_name16
10050,214,0,0,25,28,36,25,7,0,126,0,0,13,15,16,20,4,0,72,0,0,9,15,15,3,0,0,43,0,0,11,5,28,9,0,0,50,0,3,3,5,3,13,0,0,26,12,14,11,10,12,5,5,0,57,728,471,559,404,475,365,80,3,3095,0,0,0,0,3,0,0,0,8,13,5,0,0,0,3,3,0,21,7,3,3,0,8,5,0,0,22,0,9,8,3,3,10,10,0,45,7,12,9,10,6,10,6,0,61,3,12,14,6,29,29,14,0,106,0,27,44,38,59,47,11,0,228,0,7,58,70,95,66,14,0,307,0,9,49,64,57,65,9,0,253,0,4,28,32,44,33,14,0,157,0,0,8,26,24,25,0,0,83,0,0,8,15,18,23,3,0,65,0,0,3,7,11,13,0,0,36,0,0,0,0,4,3,0,0,8,0,0,4,4,4,4,0,0,18,25,Albury (C)
10130,56,0,0,6,4,12,0,3,0,29,0,0,4,3,12,3,0,0,28,0,0,3,3,8,3,0,0,13,0,0,0,0,4,3,3,0,19,0,0,0,7,3,0,0,0,15,8,0,5,0,0,0,3,0,20,346,260,213,149,195,131,33,3,1331,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,7,8,4,0,0,0,0,0,0,11,10,4,3,3,3,4,5,0,34,0,0,3,0,9,6,4,0,25,0,9,3,3,8,7,5,0,41,0,10,24,11,19,22,5,0,97,0,15,11,18,28,23,4,0,105,0,0,17,13,25,33,7,0,92,0,3,3,6,6,8,0,0,27,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,3,0,0,3,0,3,0,3,0,4,0,0,12,19,Armidale Regional (A)
10250,99,0,4,3,15,13,8,3,0,47,0,0,3,9,12,10,6,0,41,0,0,0,4,8,3,3,0,20,0,0,0,13,7,5,3,0,25,0,0,0,3,3,8,5,0,26,12,3,3,0,6,0,0,0,28,416,208,227,214,297,254,69,9,1693,0,0,0,4,0,3,0,0,6,5,0,0,0,0,5,0,0,12,0,0,3,3,3,3,3,0,19,3,0,3,3,3,5,3,0,25,0,7,5,8,3,14,10,0,44,0,7,8,9,18,23,13,0,79,0,7,27,23,29,26,8,0,125,0,14,23,22,38,45,9,0,149,0,11,20,22,36,30,7,0,124,0,0,14,15,14,18,0,0,60,0,0,4,3,10,11,0,0,31,0,0,4,3,4,4,4,0,16,0,0,0,3,0,7,4,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,15,Ballina (A)
10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,5,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,3,0,0,11,0,0,0,0,4,8,0,0,15,0,0,3,6,4,4,0,0,21,0,0,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Balranald (A)
10470,110,0,3,15,15,9,11,0,0,54,0,3,4,7,12,5,3,0,34,0,0,4,10,4,3,3,0,20,0,0,10,9,10,3,0,0,25,0,0,6,3,4,0,3,0,16,12,3,8,0,3,3,0,0,28,419,362,360,242,227,183,53,14,1866,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,4,7,3,0,0,3,6,0,0,14,0,9,3,5,4,4,3,0,29,0,3,4,3,6,6,11,0,41,0,0,10,9,22,16,10,0,69,0,15,19,20,30,34,12,0,129,0,7,37,48,53,57,3,3,205,0,10,25,31,43,37,3,0,162,0,3,13,28,26,18,3,0,98,0,3,9,22,23,17,0,0,69,0,0,3,15,8,3,0,0,32,0,0,5,5,7,0,0,0,30,0,0,0,0,3,4,0,0,7,0,0,0,3,5,7,0,0,22,17,Bathurst Regional (A)
10550,74,0,0,7,9,17,16,3,0,47,0,0,6,0,6,10,4,0,22,0,0,0,4,4,0,0,0,11,0,0,0,6,3,0,0,0,15,0,0,0,3,0,4,0,0,8,4,3,4,0,6,5,0,0,24,281,104,162,183,301,260,72,6,1371,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,3,4,0,0,0,5,0,3,0,7,0,5,3,0,22,0,3,0,8,5,13,3,0,31,3,0,6,3,19,22,7,0,60,0,8,9,24,15,33,11,0,102,0,10,20,20,38,39,3,0,135,0,6,14,24,50,38,4,0,129,0,0,13,28,24,21,0,0,89,0,3,5,11,11,10,0,0,39,0,0,4,3,5,5,0,0,19,0,0,0,4,3,3,3,0,16,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,6,9,Bega Valley (A)
10600,16,0,0,3,3,3,0,0,0,11,0,0,0,7,0,0,0,0,13,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,53,20,37,57,73,57,14,0,304,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,3,0,3,3,0,0,12,0,0,0,0,3,0,0,0,10,0,0,3,3,3,7,3,0,23,0,0,7,6,8,15,0,0,36,0,3,13,0,21,17,3,0,57,0,0,5,12,20,14,6,0,53,0,0,4,3,9,7,0,0,19,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,Bellingen (A)
10650,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,6,36,11,23,25,32,50,10,4,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,6,0,3,0,3,4,6,9,3,25,0,3,0,6,6,12,5,0,29,0,4,12,0,8,9,3,0,43,0,0,0,8,11,14,4,0,49,0,0,9,7,9,8,4,0,33,0,0,6,4,0,8,0,0,18,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,Berrigan (A)
10750,846,3,18,133,155,124,95,14,0,544,0,6,94,140,124,59,14,0,442,0,10,59,62,65,44,3,0,244,0,3,53,108,104,47,13,0,330,7,3,24,47,42,16,9,0,150,42,20,28,27,21,16,8,0,153,2420,1719,1861,1707,1606,1037,247,14,10620,0,14,10,10,14,6,0,0,55,21,27,11,10,12,8,8,0,98,27,42,37,31,31,29,10,0,212,28,63,71,49,51,61,19,3,331,19,64,108,99,81,72,20,3,461,46,154,216,210,200,144,29,0,994,51,296,581,528,522,356,56,0,2382,46,330,904,869,837,558,81,4,3626,17,146,818,834,833,559,97,0,3295,4,80,432,481,497,269,58,0,1822,0,28,254,339,358,225,19,0,1225,0,5,128,214,178,127,12,0,663,3,7,83,143,177,96,19,0,514,0,8,12,38,36,16,3,0,116,9,21,51,49,54,47,5,0,241,264,Blacktown (C)
10800,11,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,23,26,14,28,29,4,0,152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,13,0,0,0,0,3,4,0,0,11,0,0,0,3,3,7,0,0,20,0,0,0,3,3,4,0,0,16,0,0,4,6,4,8,3,0,34,0,7,13,5,8,8,0,0,47,0,3,5,11,16,9,3,0,47,0,3,16,16,8,18,0,0,58,0,0,14,8,6,3,0,0,31,0,0,14,12,12,3,0,0,38,0,0,0,3,0,4,0,0,10,0,0,3,0,0,0,0,0,6,3,Bland (A)
10850,9,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,21,17,19,43,16,9,0,159,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,3,3,5,3,0,0,12,0,3,0,3,10,11,0,0,30,0,3,7,9,12,8,8,0,46,0,3,12,19,6,10,3,0,56,0,0,15,23,19,9,0,0,62,0,0,22,22,15,7,3,0,68,0,3,18,25,18,8,0,0,76,0,0,30,33,22,5,0,0,91,0,0,3,5,3,3,0,0,13,0,0,0,0,0,0,0,0,7,4,Blayney (A)
10900,110,0,4,7,14,20,16,4,0,68,0,4,0,6,12,0,4,0,28,0,0,3,5,7,5,0,0,21,0,0,3,9,8,5,0,0,25,0,0,0,6,3,4,0,0,17,10,0,3,5,11,8,0,0,38,371,281,267,225,305,241,89,17,1794,4,0,0,3,0,0,0,0,6,11,6,0,0,0,3,0,0,27,4,3,3,0,0,11,0,0,28,0,5,0,7,11,7,8,0,34,0,5,0,7,3,13,4,0,38,0,11,3,8,11,21,12,0,63,0,7,10,9,18,17,13,3,74,0,7,14,19,26,24,3,0,100,0,0,9,16,16,32,15,0,93,0,0,3,3,4,16,4,0,33,0,0,4,6,11,7,0,0,26,0,0,3,5,10,3,3,0,22,0,0,4,5,8,7,0,0,26,0,0,0,0,0,3,0,0,5,0,0,0,7,0,3,0,0,8,34,Blue Mountains (C)
10950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,11,4,4,11,9,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,11,0,3,3,3,3,0,0,0,12,3,3,3,5,3,7,0,0,26,0,3,8,7,14,3,0,0,35,0,7,6,7,7,3,0,0,33,0,0,7,3,4,8,0,0,30,0,0,4,9,8,3,3,0,22,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,5,Bogan (A)
11100,521,0,9,86,92,85,46,7,0,333,0,0,58,53,83,33,5,0,235,0,0,39,55,40,24,4,0,161,0,3,56,73,59,26,4,3,223,0,3,10,33,29,11,0,0,90,3,11,12,11,11,11,0,0,58,509,868,1187,934,855,475,94,14,4932,0,3,4,0,3,0,0,0,9,18,11,3,3,3,0,4,0,42,6,21,10,8,15,13,9,0,72,8,26,14,16,17,28,10,0,120,4,33,24,37,30,27,17,0,169,13,54,95,68,73,62,25,0,394,16,79,158,145,158,95,31,3,681,6,62,238,220,235,162,42,0,962,3,40,190,206,238,189,36,4,903,0,19,108,133,148,110,22,0,542,0,4,44,80,108,65,13,0,317,0,3,24,51,54,29,8,0,166,0,0,15,59,48,34,4,0,155,0,3,9,0,11,6,0,0,30,0,5,14,17,21,13,4,0,76,79,Botany Bay (C)
11150,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,10,16,4,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,10,0,0,3,0,10,3,0,0,14,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,20,15,16,13,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,13,0,0,0,7,4,5,0,0,20,0,0,6,4,5,6,0,0,21,0,0,0,8,5,4,0,0,15,0,0,3,0,5,5,0,0,15,0,0,3,8,3,3,0,0,12,0,0,10,14,15,9,3,0,47,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,3,0,Junee (A)
14350,36,0,0,8,3,7,0,0,0,26,0,0,3,3,7,3,0,0,8,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,3,3,0,0,0,0,14,223,97,130,141,167,152,39,3,951,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,5,3,0,4,7,3,4,3,0,22,0,4,0,5,9,9,0,0,30,3,4,3,12,18,19,9,0,61,0,11,18,17,24,25,3,0,93,0,13,12,31,33,30,11,3,129,0,7,25,28,36,24,10,0,118,0,3,11,14,11,13,0,0,50,0,0,3,10,4,9,0,0,29,0,0,8,5,7,3,0,0,18,0,0,0,4,4,3,0,0,16,0,0,0,0,3,0,0,0,4,0,0,0,0,4,3,0,0,10,6,Kempsey (A)
11250,36,0,0,0,7,7,9,3,0,25,0,0,4,0,0,3,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,8,0,0,3,0,3,0,0,19,155,95,141,95,107,91,14,3,697,0,0,0,0,0,3,0,0,3,6,0,0,0,0,5,0,0,11,3,0,0,0,3,3,0,0,10,3,0,7,0,0,5,3,0,16,0,0,0,10,5,3,7,0,27,0,0,5,5,10,7,3,0,25,0,3,9,3,7,16,3,0,45,0,0,10,13,6,20,0,0,51,0,7,17,22,9,29,0,0,79,0,3,20,17,28,19,3,0,84,0,10,22,21,30,17,3,0,105,0,10,23,23,15,20,0,0,98,0,4,28,23,19,28,3,0,107,0,0,7,9,10,0,0,0,18,0,0,0,8,0,4,0,0,11,12,Broken Hill (C)
13910,52,0,0,3,10,4,3,0,0,29,0,0,0,4,3,10,0,0,18,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,5,0,0,0,7,0,0,0,12,133,69,104,111,115,115,20,3,674,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,3,3,0,0,15,0,0,3,3,4,3,0,0,15,0,3,0,0,3,9,3,0,18,0,4,0,4,9,13,9,0,34,3,7,10,9,17,14,3,0,60,0,0,12,16,32,19,7,0,89,0,3,7,11,22,19,4,0,69,0,0,7,12,13,8,0,0,42,0,0,4,6,8,3,0,0,21,0,0,7,3,4,4,0,0,16,0,0,0,5,3,5,0,0,13,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,6,3,Hilltops (A)
