lga_code16,sw_1000_1249_tot,sw_1250_1499_a_15_19,sw_1250_1499_a_20_24,sw_1250_1499_a_25_34,sw_1250_1499_a_35_44,sw_1250_1499_a_45_54,sw_1250_1499_a_55_64,sw_1250_1499_a_65_74,sw_1250_1499_a_75ov,sw_1250_1499_tot,sw_1500_1749_a_15_19,sw_1500_1749_a_20_24,sw_1500_1749_a_25_34,sw_1500_1749_a_35_44,sw_1500_1749_a_45_54,sw_1500_1749_a_55_64,sw_1500_1749_a_65_74,sw_1500_1749_a_75ov,sw_1500_1749_tot,sw_1750_1999_a_15_19,sw_1750_1999_a_20_24,sw_1750_1999_a_25_34,sw_1750_1999_a_35_44,sw_1750_1999_a_45_54,sw_1750_1999_a_55_64,sw_1750_1999_a_65_74,sw_1750_1999_a_75ov,sw_1750_1999_tot,sw_2000_2999_a_15_19,sw_2000_2999_a_20_24,sw_2000_2999_a_25_34,sw_2000_2999_a_35_44,sw_2000_2999_a_45_54,sw_2000_2999_a_55_64,sw_2000_2999_a_65_74,sw_2000_2999_a_75ov,sw_2000_2999_tot,sw_3000mo_a_15_19,sw_3000mo_a_20_24,sw_3000mo_a_25_34,sw_3000mo_a_35_44,sw_3000mo_a_45_54,sw_3000mo_a_55_64,sw_3000mo_a_65_74,sw_3000mo_a_75ov,sw_3000mo_tot,sw_pins_a_15_19,sw_pins_a_20_24,sw_pins_a_25_34,sw_pins_a_35_44,sw_pins_a_45_54,sw_pins_a_55_64,sw_pins_a_65_74,sw_pins_a_75ov,sw_pins_tot,sw_tot_a_15_19,sw_tot_a_20_24,sw_tot_a_25_34,sw_tot_a_35_44,sw_tot_a_45_54,sw_tot_a_55_64,sw_tot_a_65_74,sw_tot_a_75ov,sw_tot_tot,maopd_nni_a_15_19,maopd_nni_a_20_24,maopd_nni_a_25_34,maopd_nni_a_35_44,maopd_nni_a_45_54,maopd_nni_a_55_64,maopd_nni_a_65_74,maopd_nni_a_75ove,maopd_nni_tot,maopd_1_149_a_15_19,maopd_1_149_a_20_24,maopd_1_149_a_25_34,maopd_1_149_a_35_44,maopd_1_149_a_45_54,maopd_1_149_a_55_64,maopd_1_149_a_65_74,maopd_1_149_a_75ov,maopd_1_149_tot,maopd_150_299_a_15_19,maopd_150_299_a_20_24,maopd_150_299_a_25_34,maopd_150_299_a_35_44,maopd_150_299_a_45_54,maopd_150_299_a_55_64,maopd_150_299_a_65_74,maopd_150_299_a_75ov,maopd_150_299_tot,maopd_300_399_a_15_19,maopd_300_399_a_20_24,maopd_300_399_a_25_34,maopd_300_399_a_35_44,maopd_300_399_a_45_54,maopd_300_399_a_55_64,maopd_300_399_a_65_74,maopd_300_399_a_75ov,maopd_300_399_tot,maopd_400_499_a_15_19,maopd_400_499_a_20_24,maopd_400_499_a_25_34,maopd_400_499_a_35_44,maopd_400_499_a_45_54,maopd_400_499_a_55_64,maopd_400_499_a_65_74,maopd_400_499_a_75ov,maopd_400_499_tot,maopd_500_649_a_15_19,maopd_500_649_a_20_24,maopd_500_649_a_25_34,maopd_500_649_a_35_44,maopd_500_649_a_45_54,maopd_500_649_a_55_64,maopd_500_649_a_65_74,maopd_500_649_a_75ov,maopd_500_649_tot,maopd_650_799_a_15_19,maopd_650_799_a_20_24,maopd_650_799_a_25_34,maopd_650_799_a_35_44,maopd_650_799_a_45_54,maopd_650_799_a_55_64,maopd_650_799_a_65_74,maopd_650_799_a_75ov,maopd_650_799_tot,maopd_800_999_a_15_19,maopd_800_999_a_20_24,maopd_800_999_a_25_34,maopd_800_999_a_35_44,maopd_800_999_a_45_54,maopd_800_999_a_55_64,maopd_800_999_a_65_74,maopd_800_999_a_75ov,maopd_800_999_tot,maopd_1000_1249_a_15_19,maopd_1000_1249_a_20_24,maopd_1000_1249_a_25_34,maopd_1000_1249_a_35_44,maopd_1000_1249_a_45_54,maopd_1000_1249_a_55_64,maopd_1000_1249_a_65_74,maopd_1000_1249_a_75ov,maopd_1000_1249_tot,maopd_1250_1499_a_15_19,maopd_1250_1499_a_20_24,maopd_1250_1499_a_25_34,maopd_1250_1499_a_35_44,maopd_1250_1499_a_45_54,maopd_1250_1499_a_55_64,maopd_1250_1499_a_65_74,maopd_1250_1499_a_75ov,maopd_1250_1499_tot,maopd_1500_1749_a_15_19,maopd_1500_1749_a_20_24,maopd_1500_1749_a_25_34,maopd_1500_1749_a_35_44,maopd_1500_1749_a_45_54,maopd_1500_1749_a_55_64,maopd_1500_1749_a_65_74,maopd_1500_1749_a_75ov,maopd_1500_1749_tot,maopd_1750_1999_a_15_19,maopd_1750_1999_a_20_24,maopd_1750_1999_a_25_34,maopd_1750_1999_a_35_44,maopd_1750_1999_a_45_54,maopd_1750_1999_a_55_64,maopd_1750_1999_a_65_74,maopd_1750_1999_a_75ov,maopd_1750_1999_tot,maopd_2000_2999_a_15_19,maopd_2000_2999_a_20_24,maopd_2000_2999_a_25_34,maopd_2000_2999_a_35_44,maopd_2000_2999_a_45_54,maopd_2000_2999_a_55_64,maopd_2000_2999_a_65_74,maopd_2000_2999_a_75ov,maopd_2000_2999_tot,maopd_3000mo_a_15_19,maopd_3000mo_a_20_24,maopd_3000mo_a_25_34,maopd_3000mo_a_35_44,maopd_3000mo_a_45_54,maopd_3000mo_a_55_64,maopd_3000mo_a_65_74,maopd_3000mo_a_75ov,maopd_3000mo_tot,maopd_pins_a_15_19,maopd_pins_a_20_24,maopd_pins_a_25_34,maopd_pins_a_35_44,maopd_pins_a_45_54,maopd_pins_a_55_64,maopd_pins_a_65_74,maopd_pins_a_75ov,maopd_pins_tot,maopd_tot_a_15_19,lga_name16
17950,8,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,11,11,12,14,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,6,0,0,3,0,3,0,3,0,7,0,0,8,5,6,0,0,0,21,0,0,3,3,8,3,5,0,26,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,17,23,25,41,42,47,8,4,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,8,0,0,12,0,0,3,0,8,6,3,0,19,0,0,3,5,15,0,5,0,27,0,0,7,8,10,14,6,0,41,0,0,9,7,3,5,0,0,24,0,0,0,0,5,4,0,0,14,0,0,0,3,8,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,Warrumbungle Shire (A)
18050,257,0,10,44,26,18,13,5,0,112,0,3,35,24,27,3,5,0,96,0,3,16,13,11,6,0,0,48,0,3,16,20,17,3,3,0,70,0,0,10,21,24,11,10,0,79,5,10,11,6,3,9,5,0,50,515,1025,985,443,365,236,125,20,3717,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,13,3,10,3,0,3,3,0,0,23,0,0,7,0,5,3,6,0,23,0,3,9,5,12,10,8,0,46,0,6,8,6,12,8,3,0,49,0,0,21,11,21,20,10,0,80,0,3,21,19,29,21,9,0,107,0,0,8,16,45,33,5,0,106,0,0,7,21,31,25,6,0,97,0,0,4,16,18,13,0,0,45,0,0,0,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,Waverley (A)
18100,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,13,16,16,7,5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,4,0,0,14,0,0,3,7,4,7,0,0,16,0,0,3,4,3,0,3,0,16,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weddin (A)
18200,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,34,9,16,19,15,15,9,3,121,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,3,0,6,3,0,0,0,0,3,0,0,6,0,0,0,3,8,4,0,0,21,0,0,6,3,5,16,0,0,32,0,4,3,10,21,16,3,0,64,0,0,10,10,22,18,3,0,63,0,3,8,12,9,12,0,0,40,0,0,3,4,9,4,0,0,27,0,0,3,7,9,5,0,0,27,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,3,5,Wentworth (A)
18230,155,0,5,21,28,36,23,3,0,107,0,0,13,13,19,15,0,0,64,0,3,3,9,11,4,3,0,32,0,0,4,15,13,6,3,0,49,0,0,3,5,5,6,3,0,33,9,6,6,6,3,0,3,0,41,531,304,426,348,358,313,95,14,2384,0,0,0,0,0,0,0,0,8,0,4,0,3,0,3,0,0,13,3,6,0,0,3,5,0,0,22,0,0,3,3,3,8,3,4,27,5,7,3,12,3,12,10,3,51,0,4,10,16,19,19,19,0,84,3,16,45,27,46,39,12,0,194,4,13,55,53,87,73,18,0,298,3,12,37,39,66,50,7,3,216,0,0,23,16,38,24,8,0,107,0,3,14,15,22,20,3,0,79,0,3,7,13,18,10,4,0,48,0,0,3,5,8,10,0,0,26,0,0,0,0,3,0,0,0,10,0,3,4,5,8,4,0,0,21,22,Western Plains Regional (A)
18250,535,0,16,97,88,80,58,16,0,351,7,7,81,55,58,34,15,0,255,0,3,57,55,42,31,9,0,188,0,3,78,90,60,44,8,0,294,0,0,20,69,73,21,5,4,194,15,15,19,13,11,6,3,0,70,812,1405,1443,876,790,553,202,21,6089,0,0,0,0,3,0,0,0,8,8,5,0,0,3,0,0,0,20,5,11,4,6,3,4,4,0,45,4,11,13,3,4,11,3,3,52,3,22,24,7,8,16,8,3,94,0,12,19,17,24,28,8,3,108,3,20,49,38,52,38,13,5,213,3,12,52,59,56,55,17,0,249,0,6,46,61,58,45,6,0,230,0,6,9,53,59,44,11,0,182,0,4,22,9,33,34,7,0,111,0,0,9,11,9,8,4,0,38,0,0,5,18,8,12,6,0,46,0,0,0,4,3,5,0,0,11,0,0,0,0,9,3,3,0,21,28,Willoughby (C)
18350,137,0,0,11,10,21,19,4,0,67,0,0,10,12,21,13,3,0,57,0,0,0,6,0,7,4,0,16,0,0,4,7,9,10,5,0,39,0,0,0,9,3,3,4,0,23,7,0,3,10,4,0,3,0,28,484,225,252,260,348,274,127,18,1974,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,3,0,9,0,0,0,19,3,3,0,0,3,5,10,0,31,0,4,6,0,7,9,11,0,29,5,8,9,6,16,14,12,3,78,3,11,18,27,29,21,14,0,135,4,19,31,28,42,39,15,4,184,0,8,42,28,46,52,15,0,197,0,3,17,14,27,22,0,0,96,0,3,14,17,22,15,3,0,78,0,0,12,13,14,9,0,0,52,0,0,13,15,35,22,0,0,84,0,0,0,0,6,4,0,0,10,0,0,4,3,0,5,3,0,19,19,Wingecarribee (A)
18400,39,0,0,10,10,4,3,0,0,31,0,0,0,6,6,0,0,0,19,0,0,4,3,8,3,0,0,15,0,0,3,7,3,4,0,0,12,0,0,3,0,0,0,0,0,8,3,3,0,6,11,0,0,0,23,185,89,106,142,142,90,29,4,775,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,15,4,4,3,0,4,9,6,0,28,0,0,3,0,4,7,3,0,20,0,0,3,7,4,9,3,0,34,0,5,3,11,12,6,4,3,49,3,8,10,18,21,31,4,0,95,0,13,32,25,33,37,12,0,153,4,11,36,50,52,50,9,0,208,0,3,60,52,40,28,4,0,193,0,3,41,45,31,31,0,0,156,0,4,52,70,42,31,0,0,207,0,4,89,125,86,54,3,0,362,0,4,21,33,18,9,0,0,93,0,0,0,11,8,10,3,0,36,21,Wollondilly (A)
18450,483,3,4,53,65,60,38,4,0,235,0,13,32,40,44,30,3,0,157,0,0,15,32,26,14,3,0,89,0,3,12,30,34,18,0,0,96,0,0,7,16,14,10,3,0,54,31,21,12,22,24,6,0,0,117,1623,1316,1206,1043,1202,759,137,14,7285,3,0,3,4,4,3,0,0,24,59,10,5,0,3,6,6,0,93,31,25,16,8,18,25,3,0,128,10,32,17,19,21,31,10,3,139,5,13,15,21,38,35,25,3,158,12,44,35,39,66,67,36,3,298,3,38,70,98,112,77,19,6,430,3,38,110,141,176,196,27,5,694,0,22,130,160,226,193,26,0,762,0,7,86,133,179,168,16,0,596,0,6,78,125,190,126,12,0,543,0,5,63,160,185,115,8,0,536,0,4,124,226,273,130,8,0,765,0,0,14,25,24,12,0,0,83,0,6,9,15,22,19,7,4,83,133,Wollongong (C)
18500,202,0,5,52,27,27,13,10,0,142,0,4,27,28,24,20,5,8,113,0,3,19,14,7,13,11,0,72,0,0,24,24,31,16,3,4,108,0,0,20,44,56,31,24,3,176,4,5,8,3,3,3,0,0,27,115,359,524,361,335,228,134,30,2083,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,6,0,0,0,0,0,0,13,0,0,5,3,0,3,3,0,17,0,3,0,0,3,0,3,0,16,0,4,3,0,3,4,4,0,25,0,3,4,6,8,5,6,0,29,0,0,9,3,10,4,8,0,30,0,0,3,8,10,5,3,0,28,0,0,0,3,3,4,3,0,18,0,0,0,0,0,5,0,0,4,0,0,0,5,4,0,0,0,4,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,Woollahra (A)
18710,18,0,0,6,0,3,0,0,0,9,0,0,0,4,3,0,0,0,6,0,0,0,0,0,4,0,0,6,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,8,80,32,49,59,63,38,16,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,5,0,0,0,0,3,3,3,0,11,0,0,0,0,3,9,0,0,16,0,0,0,6,3,3,3,0,19,0,3,4,6,9,10,0,0,37,0,3,5,11,15,13,0,3,46,0,0,7,3,5,3,3,0,27,0,0,4,3,3,4,0,0,16,0,0,0,0,3,0,0,0,8,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Yass Valley (A)
19399,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,35,0,0,0,0,8,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,103,38,39,65,104,96,32,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,11,0,0,3,0,3,3,0,0,12,0,0,3,0,5,19,3,0,29,0,3,8,6,16,9,4,0,47,0,3,4,9,21,25,6,0,69,0,4,10,14,25,18,0,0,69,0,0,0,9,9,13,0,0,32,0,0,3,3,3,5,0,0,17,0,0,0,5,5,3,0,0,14,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,Alpine (S)
20260,24,0,0,0,3,3,5,0,0,9,0,0,0,0,3,5,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,10,116,48,61,42,78,54,9,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,5,0,15,0,4,9,3,10,8,3,0,29,3,0,4,12,6,11,4,0,48,0,0,8,9,15,14,3,0,45,0,0,3,15,20,11,0,0,53,0,0,4,3,8,4,0,0,19,0,0,6,3,5,3,0,0,18,0,0,3,0,4,0,0,0,7,0,0,3,6,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,5,Ararat (RC)
20570,325,0,5,34,34,34,33,4,0,149,0,0,10,37,37,16,4,0,104,0,0,15,10,19,12,4,0,64,0,3,12,14,24,16,3,0,72,0,3,5,15,11,5,3,0,45,29,17,11,11,17,5,3,0,100,1225,918,864,655,763,582,136,10,5149,0,0,4,0,0,0,0,0,8,6,0,3,6,0,3,0,0,23,5,10,7,3,3,9,8,0,46,4,10,14,8,13,12,9,0,82,5,10,7,13,21,26,15,4,107,4,17,31,26,40,53,23,3,196,0,23,53,79,93,92,30,7,376,0,22,75,92,142,116,26,0,473,0,15,73,119,123,115,22,0,470,0,7,34,48,80,62,10,0,245,0,3,19,39,54,27,9,0,153,0,0,8,20,31,17,0,0,80,0,0,19,20,24,13,6,0,82,0,0,0,7,3,9,0,0,18,0,3,3,10,16,8,0,0,37,33,Ballarat (C)
20660,193,0,3,31,21,35,22,5,0,115,0,4,23,19,25,17,3,5,88,0,3,3,15,15,11,0,0,54,0,0,15,21,18,12,3,0,66,0,0,10,27,16,9,0,0,62,22,16,10,6,6,11,3,0,70,910,713,509,379,502,420,113,16,3567,0,0,0,3,4,3,0,0,7,8,6,3,0,0,3,0,0,23,6,13,4,3,3,5,4,0,32,3,9,7,9,6,9,3,0,49,3,3,11,13,12,22,3,3,72,3,5,21,22,32,33,12,3,140,3,15,48,42,77,64,20,0,272,0,12,47,30,71,72,18,0,251,0,12,26,55,57,50,13,3,213,0,0,11,22,26,21,9,0,85,0,0,8,10,15,6,3,0,41,0,0,0,3,9,7,0,0,12,0,0,3,4,0,3,0,0,11,0,0,3,3,0,0,0,0,6,0,0,4,3,13,4,3,0,28,28,Banyule (C)
20740,68,0,3,8,8,8,5,0,0,31,0,0,4,6,7,8,0,0,22,0,0,0,0,7,4,0,0,17,0,0,4,7,7,0,0,0,17,0,0,0,3,3,0,0,0,17,14,5,3,3,3,16,3,0,42,279,135,179,212,267,259,56,6,1394,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,8,0,3,0,11,0,0,0,0,3,6,0,0,15,0,0,0,0,5,6,3,0,20,0,3,9,0,12,14,8,0,40,0,0,12,14,11,24,3,3,75,0,0,12,7,22,19,8,0,69,0,0,10,13,19,21,3,3,70,0,0,6,4,18,12,0,0,33,0,0,0,4,0,6,0,0,14,0,0,0,5,5,0,0,0,7,0,0,0,13,3,0,0,0,16,0,0,0,0,3,0,0,0,9,0,0,0,0,3,4,0,0,5,10,Bass Coast (S)
20830,87,0,3,12,7,22,6,3,3,50,0,0,0,3,11,4,0,0,18,0,0,0,8,3,3,0,0,12,0,0,0,0,4,0,0,0,10,0,0,3,4,7,0,3,0,17,11,6,0,6,3,3,0,0,26,301,223,235,190,267,198,41,7,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,6,4,10,0,0,24,0,0,4,0,3,10,6,0,23,3,3,3,3,4,13,4,0,34,3,4,11,9,16,22,10,0,79,3,9,20,19,23,33,11,0,109,0,7,28,39,42,37,14,3,164,3,14,22,24,34,41,3,0,144,0,4,14,19,24,19,3,0,89,0,3,8,10,20,13,0,0,59,0,0,12,5,14,7,0,0,35,0,0,7,7,4,3,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,3,5,11,3,0,26,22,Baw Baw (S)
20910,236,0,4,43,36,49,18,7,3,166,0,9,30,22,26,20,7,0,116,0,7,20,21,32,11,3,0,96,0,0,36,37,38,18,8,3,142,0,3,15,28,42,20,12,4,128,8,11,6,9,11,0,3,0,47,479,515,582,399,497,340,159,22,3009,5,3,3,0,0,0,0,0,10,7,11,0,0,0,4,0,0,20,4,8,5,4,7,8,0,0,33,0,3,4,4,5,3,4,0,31,0,0,11,5,11,5,3,0,37,0,10,11,7,14,18,8,0,62,0,6,28,21,26,22,3,3,112,0,10,23,33,34,32,0,0,134,0,5,25,23,30,40,17,0,135,0,0,11,23,28,25,3,0,88,0,0,4,11,16,8,0,0,53,0,0,3,6,9,7,0,0,31,0,0,4,5,4,3,0,0,19,0,0,0,0,3,0,0,0,5,0,0,3,0,5,0,0,0,14,17,Bayside (C)
21010,25,0,0,3,7,4,0,0,0,18,0,0,0,0,5,5,0,3,10,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,104,42,70,63,82,70,14,4,454,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,3,0,0,0,3,7,3,0,0,20,0,3,3,3,9,10,3,0,26,0,4,9,10,19,15,0,0,60,0,3,12,5,21,22,7,0,79,0,3,4,18,28,16,0,0,67,0,3,4,9,15,12,0,0,41,0,0,3,6,10,7,0,0,27,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,Benalla (RC)
21110,561,0,18,133,95,75,55,14,0,397,0,12,96,97,63,40,8,0,331,0,3,41,65,58,32,14,0,215,0,0,87,101,119,42,13,0,371,0,5,46,103,85,52,9,0,298,21,26,20,11,20,12,9,0,123,947,1305,1411,1049,1020,720,255,40,6752,0,0,0,3,4,0,0,0,4,12,20,0,0,0,4,0,0,38,11,27,12,3,10,4,5,0,69,5,17,13,11,5,4,3,0,53,0,13,16,7,8,9,9,0,62,0,14,14,11,13,20,3,0,84,0,11,29,23,28,32,13,0,143,0,6,21,31,35,15,8,0,117,0,4,23,21,31,31,6,0,122,0,0,13,20,24,21,6,3,84,0,0,9,18,25,33,11,0,98,0,0,8,5,10,7,6,0,46,0,0,4,8,11,10,0,0,32,0,0,0,0,0,0,0,0,6,0,0,3,3,5,3,3,0,23,33,Boroondara (C)
21180,542,0,11,71,103,105,46,10,3,344,0,5,48,77,74,31,13,0,250,0,0,35,41,37,15,8,0,137,0,0,39,59,65,28,5,0,197,0,3,6,24,28,12,4,0,80,33,22,19,21,16,11,5,3,136,1304,1162,1314,1127,1117,645,133,15,6813,3,3,9,4,10,3,0,0,27,15,10,9,9,4,11,4,0,54,15,47,41,31,28,10,11,0,180,8,52,65,45,38,40,9,0,257,12,51,90,38,57,42,13,0,301,15,79,162,134,142,113,31,4,678,19,151,420,350,357,233,31,4,1564,9,120,500,484,543,374,37,0,2075,0,63,365,401,448,291,37,4,1619,0,12,163,212,252,159,27,0,833,0,4,90,140,120,95,18,0,471,0,9,49,66,61,30,7,0,220,0,0,15,43,47,24,5,0,141,0,0,3,9,9,12,7,0,45,0,10,29,32,42,31,4,0,155,98,Brimbank (C)
21270,9,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,19,28,40,29,4,3,170,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,6,0,6,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,4,6,3,0,0,12,0,3,3,6,9,19,0,0,42,0,0,3,7,13,16,0,0,38,0,0,5,0,4,3,0,0,15,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Buloke (S)
21370,103,0,3,8,8,8,8,5,0,45,0,0,3,10,7,7,0,0,24,0,0,3,0,3,7,0,0,16,0,0,3,4,12,3,3,0,26,0,0,0,4,6,4,3,0,18,5,0,5,5,8,4,0,0,30,412,157,226,243,309,255,57,4,1666,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,4,3,3,0,19,0,0,4,5,4,14,3,3,32,4,0,3,3,7,9,4,0,41,0,0,4,10,14,17,12,0,62,0,13,12,15,32,32,14,0,118,0,15,21,26,48,51,15,0,181,0,10,28,35,73,69,12,0,225,0,0,20,22,33,30,10,0,110,0,0,8,20,31,20,3,0,84,0,0,0,9,28,14,0,0,57,0,0,5,0,11,4,0,0,24,0,3,0,3,3,0,0,0,8,0,0,3,10,11,6,3,0,34,12,Campaspe (S)
21450,199,0,6,16,25,23,15,0,0,84,0,0,9,14,9,15,0,0,53,0,0,13,5,0,6,3,0,31,0,3,11,9,15,12,3,0,51,0,3,3,10,9,4,0,0,32,16,13,7,3,10,6,3,0,51,785,484,467,457,412,307,82,5,3003,0,0,0,3,3,0,0,0,12,21,3,4,3,0,0,0,0,36,5,12,7,0,6,7,7,0,35,0,6,10,3,6,10,5,0,47,3,3,7,9,7,21,8,0,61,0,9,19,19,30,27,16,0,122,0,18,41,39,45,48,19,3,217,0,15,59,50,88,81,10,0,315,3,13,53,64,87,65,20,0,304,0,8,35,38,55,40,4,0,182,0,3,16,13,22,29,3,0,84,0,0,4,8,14,7,0,0,33,0,0,8,8,7,3,3,0,29,0,0,0,3,3,0,0,0,8,0,3,0,4,4,10,3,0,27,38,Cardinia (S)
21610,598,0,7,73,78,95,38,12,3,303,0,12,48,48,71,30,11,0,226,0,4,23,41,35,8,7,0,116,0,3,32,48,57,28,11,0,176,3,3,10,30,23,13,4,0,79,53,22,26,19,30,13,6,0,170,2420,1954,1566,1240,1331,776,182,9,9488,0,7,6,0,6,4,3,0,26,28,9,5,4,10,6,3,0,65,21,29,19,18,19,8,4,0,124,14,21,27,25,27,21,3,4,133,13,20,40,42,36,27,9,3,176,9,40,100,67,61,49,15,0,343,4,60,160,138,157,117,24,3,667,3,61,174,195,207,156,29,3,823,0,22,149,148,185,139,23,3,664,0,12,76,80,106,80,11,0,369,0,3,43,41,59,27,7,0,183,0,0,19,16,26,17,0,0,80,0,0,14,10,26,17,0,0,66,0,0,8,4,4,3,0,0,17,4,4,4,12,23,14,3,0,70,94,Casey (C)
