lga_code_2016,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot,lga_name16
21750,145,3,0,0,5,149,83,0,0,0,0,84,100,3,0,0,0,106,179,3,0,0,0,183,254,3,0,3,0,258,636,5,5,3,0,646,485,3,0,0,0,493,315,5,0,0,0,322,80,0,0,0,0,83,66,0,0,0,0,67,48,0,0,0,4,52,156,0,0,0,0,158,2548,27,3,10,15,2599,Colac-Otway (S)
21830,184,0,4,0,0,189,64,0,0,0,0,67,81,0,0,0,0,77,180,0,0,0,0,180,203,0,0,0,0,206,370,0,0,0,7,374,203,0,0,0,0,202,163,0,0,0,3,166,45,0,0,0,0,48,46,0,0,0,0,47,76,0,0,0,3,78,140,0,0,0,5,142,1747,3,12,3,17,1786,Corangamite (S)
21890,612,178,33,7,0,832,237,71,22,0,0,327,200,49,20,0,0,270,285,116,35,3,0,446,413,146,66,0,0,628,1184,491,251,6,7,1943,1213,656,303,3,4,2182,2018,836,313,16,6,3195,1141,435,102,10,3,1692,1310,380,78,7,6,1781,907,224,38,3,3,1176,503,133,51,0,3,690,10017,3723,1322,56,35,15159,Darebin (C)
22110,310,7,3,0,3,327,207,5,3,0,0,219,193,5,0,0,0,195,352,0,3,7,0,364,492,4,0,0,3,507,1167,5,4,4,8,1192,867,3,0,0,4,878,598,0,3,4,7,612,177,0,0,0,0,178,146,0,0,0,0,144,81,0,0,4,0,83,250,3,0,4,3,261,4837,48,21,20,31,4957,East Gippsland (S)
22170,817,92,16,3,4,928,357,56,4,0,0,417,364,40,5,3,0,411,668,101,20,0,0,782,1003,132,9,0,0,1145,2968,471,63,6,3,3518,3880,533,33,7,6,4460,4211,319,23,8,0,4557,1495,104,3,0,3,1604,971,72,0,0,0,1047,457,28,0,0,0,483,844,72,3,0,0,918,18035,2021,176,25,14,20272,Frankston (C)
22250,87,0,0,0,0,94,73,0,0,0,0,73,72,0,0,0,0,74,161,0,0,0,0,162,136,0,0,0,0,140,251,0,0,0,0,249,122,0,0,0,0,120,77,0,0,0,0,77,23,0,0,0,0,22,14,0,0,0,0,14,26,0,0,0,0,26,51,0,0,0,0,54,1096,0,3,10,3,1104,Gannawarra (S)
22830,328,11,0,0,4,342,186,9,0,0,0,195,189,6,0,3,0,197,470,21,0,3,0,495,726,28,0,3,0,755,1923,41,0,3,0,1969,1530,21,0,0,3,1557,1050,17,0,0,0,1069,288,0,0,0,0,292,193,4,0,0,3,199,130,0,0,0,0,129,348,10,0,4,0,357,7358,175,4,19,13,7569,Greater Shepparton (C)
22910,110,0,0,9,0,119,77,0,0,6,0,87,84,0,0,3,0,89,150,0,0,7,0,162,183,0,0,5,6,195,415,3,0,20,9,455,342,0,0,11,3,363,271,0,0,18,5,296,87,0,0,3,0,90,61,0,0,4,0,72,50,0,0,0,0,48,135,0,0,4,0,142,1966,8,0,102,30,2109,Hepburn (S)
22980,66,3,0,0,0,71,64,4,0,0,0,65,61,4,0,0,0,60,97,0,0,0,0,100,84,3,0,0,3,91,92,0,0,0,0,92,29,0,0,0,0,32,25,0,0,0,0,28,10,0,0,0,0,10,8,0,0,0,0,8,5,0,0,0,0,5,33,0,0,0,0,34,566,13,3,4,9,597,Hindmarsh (S)
23110,416,140,12,0,3,572,190,44,6,0,0,249,147,41,8,0,0,194,263,64,14,0,0,343,354,95,20,0,3,472,996,355,51,0,3,1406,1056,435,70,0,4,1572,1542,664,63,0,5,2286,803,391,26,0,10,1225,766,371,12,0,3,1149,627,192,3,0,0,826,355,127,14,0,3,507,7523,2923,303,12,38,10796,Hobsons Bay (C)
23190,136,3,0,0,0,137,86,0,0,0,0,92,87,4,0,0,0,93,225,0,3,0,0,231,284,6,7,4,0,302,689,10,7,3,0,710,463,3,0,0,0,468,263,0,0,0,0,266,93,0,0,0,0,93,49,0,0,0,0,49,30,0,0,0,3,32,91,0,3,0,0,90,2498,31,25,7,3,2562,Horsham (RC)
23270,1066,68,14,3,0,1145,531,37,9,4,0,577,450,20,4,0,4,483,791,53,21,0,0,869,1175,108,20,4,5,1319,4109,354,96,6,3,4577,5645,498,127,12,5,6284,6266,338,42,4,7,6662,2030,66,6,0,3,2100,1272,61,8,0,3,1340,708,27,8,0,3,744,1173,83,10,0,0,1267,25220,1715,371,34,27,27365,Hume (C)
23350,103,0,0,0,0,103,71,0,0,0,0,71,70,0,0,0,0,76,113,0,0,0,0,120,180,0,4,0,0,185,493,3,3,0,3,500,443,4,0,0,5,453,345,0,0,3,3,349,123,0,0,0,0,126,82,0,0,0,7,82,48,0,0,0,0,48,98,0,0,0,0,104,2150,6,16,7,19,2201,Indigo (S)
23430,735,249,81,3,3,1066,295,98,22,0,0,417,245,67,34,0,0,346,400,150,65,0,0,612,526,218,90,3,0,844,1567,613,291,3,5,2483,1754,791,410,9,6,2967,2949,1110,498,7,12,4570,1866,654,170,3,5,2702,1944,506,109,7,5,2573,920,227,54,0,6,1206,663,183,59,3,0,909,13857,4870,1886,38,48,20696,Kingston (C) (Vic.)
23670,1107,92,11,0,0,1216,464,38,6,0,0,511,435,35,9,0,0,476,710,65,3,3,0,786,1023,103,7,3,0,1138,2976,280,47,6,3,3314,3281,415,71,3,4,3772,4883,466,50,16,8,5420,2354,178,11,4,3,2553,1719,88,6,3,0,1823,792,47,5,3,0,853,942,71,13,4,0,1030,20694,1887,234,55,22,22885,Knox (C)
23810,393,13,12,0,0,419,358,13,10,0,0,384,391,7,10,0,0,413,875,17,17,4,3,909,1137,21,14,0,0,1168,2273,37,17,0,3,2332,1557,10,16,0,3,1579,1276,7,0,0,0,1291,358,0,0,0,0,363,221,4,0,0,0,227,141,0,0,0,0,142,401,6,4,0,0,414,9378,135,103,11,15,9637,Latrobe (C) (Vic.)
23940,103,0,0,0,0,103,82,0,0,3,4,86,52,0,0,0,0,53,107,0,0,3,0,111,94,0,0,0,0,98,132,0,0,0,0,129,56,0,0,0,3,54,41,0,0,0,3,37,13,0,0,3,0,17,15,0,0,3,0,18,8,0,0,0,0,8,53,0,0,0,0,51,750,0,0,14,16,777,Loddon (S)
24130,314,6,0,0,0,321,169,0,0,0,0,167,143,3,0,0,0,141,241,10,4,0,0,247,319,4,0,0,0,331,1024,27,9,0,3,1062,1207,27,3,0,3,1247,1556,17,5,3,5,1585,759,10,0,0,0,773,620,3,0,3,0,621,364,0,0,0,0,361,363,3,0,3,0,364,7074,110,27,17,19,7238,Macedon Ranges (S)
24210,770,139,34,0,3,947,204,38,12,0,0,252,192,31,13,0,0,225,258,49,20,0,0,323,339,68,25,0,0,437,1005,199,76,0,0,1280,976,229,137,0,0,1344,1841,389,161,0,6,2395,1198,256,48,0,4,1508,1586,273,55,0,3,1923,1420,174,27,0,0,1624,533,82,22,0,0,647,10324,1933,625,3,22,12914,Manningham (C)
24250,51,0,0,0,0,55,34,0,0,0,0,34,37,0,0,0,0,37,49,0,0,0,0,51,93,0,0,0,0,102,208,0,0,0,0,212,192,3,0,0,0,199,151,0,0,0,0,150,55,0,0,0,0,55,42,0,0,0,0,42,16,0,0,0,0,23,64,0,0,3,0,66,994,3,0,8,4,1011,Mansfield (S)
24330,328,120,53,4,0,504,129,35,15,0,0,180,89,34,26,0,0,144,147,65,32,3,0,250,205,85,59,0,0,350,590,308,216,8,3,1120,688,357,314,4,3,1365,1084,616,293,10,11,2011,856,337,80,9,0,1277,899,292,49,3,0,1246,453,169,32,4,0,651,244,80,20,0,0,341,5713,2491,1185,42,14,9451,Maribyrnong (C)
24410,730,45,8,0,0,779,358,25,3,0,0,385,297,28,8,0,0,323,518,29,3,0,0,548,666,39,16,0,0,726,1994,151,58,0,4,2205,2427,244,75,0,3,2750,3596,225,68,3,3,3894,1868,85,15,0,3,1974,1328,60,9,0,3,1403,559,13,10,0,4,586,652,31,6,0,0,692,14999,969,281,3,25,16274,Maroondah (C)
24600,38,143,528,0,4,718,3,35,94,0,0,132,3,16,81,0,0,104,6,42,154,0,0,207,14,61,229,0,0,311,33,140,941,0,3,1119,41,166,1133,3,3,1342,66,288,1702,3,4,2070,44,228,861,0,9,1146,69,300,695,0,0,1065,101,339,542,4,7,988,24,79,239,0,0,342,438,1834,7212,16,45,9548,Melbourne (C)
24650,762,62,3,0,0,828,366,26,7,0,0,403,314,33,3,0,0,348,596,57,4,0,0,657,947,102,3,0,0,1053,3426,335,18,3,9,3787,4179,394,19,0,12,4600,5051,350,12,3,14,5425,1855,95,3,0,9,1961,1146,77,0,3,0,1233,596,27,0,0,0,622,944,69,0,0,0,1016,20191,1625,75,7,39,21937,Melton (C)
24780,287,10,5,3,0,309,218,6,3,0,0,228,204,6,0,0,0,218,505,22,5,3,3,539,736,24,15,0,3,784,1759,61,13,3,6,1840,1123,17,5,0,0,1149,705,3,0,0,8,714,197,0,0,0,0,197,132,0,0,0,0,133,79,0,0,0,3,80,293,10,0,0,0,302,6243,164,59,15,26,6507,Mildura (RC)
24850,244,4,0,0,0,249,136,0,3,0,0,136,119,0,3,0,0,128,249,3,0,0,0,259,368,6,7,0,0,389,1135,19,11,0,4,1166,1364,22,7,3,5,1392,1326,3,6,0,0,1335,453,0,0,0,0,453,272,0,0,0,3,277,148,0,0,0,0,149,349,3,0,0,0,348,6169,65,32,9,10,6284,Mitchell (S)
24900,192,3,0,0,4,203,137,0,0,0,0,142,118,0,0,0,0,127,223,7,3,0,5,233,376,3,4,0,0,392,812,6,3,0,0,823,560,3,0,0,6,565,374,4,0,0,0,381,119,3,0,0,0,124,78,0,0,0,0,78,90,0,0,3,0,87,201,0,0,0,0,203,3279,27,23,12,19,3364,Moira (S)
24970,1117,157,110,0,0,1387,318,40,26,0,0,387,311,40,28,0,0,376,380,73,28,0,0,482,506,78,57,0,0,650,1457,274,219,0,0,1948,1488,379,292,0,4,2165,2503,619,408,0,10,3543,1569,382,211,0,3,2167,2046,328,180,0,5,2555,1534,161,76,0,0,1776,635,78,55,0,0,761,13866,2603,1692,3,38,18205,Monash (C)
25060,560,132,65,0,0,754,181,47,15,0,0,246,132,52,23,0,0,211,225,74,23,0,4,327,289,96,61,0,0,449,850,315,191,3,4,1367,843,403,271,4,8,1525,1421,578,361,12,5,2385,1001,435,117,4,3,1562,1299,436,91,0,5,1826,1134,221,41,0,3,1402,500,116,34,6,0,655,8437,2906,1295,35,34,12705,Moonee Valley (C)
25150,200,5,3,0,3,208,122,6,0,0,0,131,101,4,0,3,0,111,201,3,0,4,0,205,312,10,0,0,3,333,917,34,4,4,3,959,1078,25,3,3,0,1106,1007,34,0,0,0,1046,356,23,0,0,0,374,239,8,0,3,0,245,86,0,0,0,0,84,242,3,0,0,3,250,4851,156,12,21,12,5050,Moorabool (S)
25250,623,177,56,4,3,867,242,73,33,0,0,346,207,54,23,0,3,290,324,128,37,0,0,484,490,153,77,0,3,727,1317,565,302,3,12,2200,1494,722,401,7,10,2633,2320,1182,514,9,9,4035,1435,593,200,3,12,2235,1423,449,112,3,8,1997,844,211,48,0,0,1108,549,150,60,3,0,757,11270,4456,1864,43,56,17689,Moreland (C)
25340,996,69,33,4,3,1105,457,41,17,0,0,513,405,30,15,4,6,456,700,54,14,0,0,775,935,69,18,3,0,1029,2669,227,101,7,3,3002,3097,200,81,0,9,3376,4184,207,85,3,7,4483,1980,56,26,0,7,2073,1674,49,16,0,7,1744,983,21,4,0,4,1012,1017,45,18,0,0,1085,19087,1061,432,20,35,20640,Mornington Peninsula (S)
17100,137,11,85,3,0,237,18,4,11,0,0,35,18,0,28,0,0,47,29,8,22,0,0,52,44,13,48,0,0,103,138,15,168,7,0,335,107,30,231,3,5,368,237,43,453,10,7,744,131,40,220,7,3,400,256,38,138,7,0,435,546,20,70,0,3,644,114,9,39,0,0,165,1783,226,1512,35,23,3581,Strathfield (A)
17150,1023,125,152,0,0,1303,328,38,57,0,0,433,261,35,56,0,3,351,377,70,103,0,0,549,553,110,142,3,0,804,1672,255,469,5,0,2402,1720,342,683,3,7,2750,3527,685,1098,3,3,5320,3019,580,599,7,6,4210,4805,646,392,3,16,5871,3859,302,180,9,6,4359,1042,117,130,0,3,1293,22187,3315,4056,28,48,29638,Sutherland Shire (A)
17200,43,258,678,7,0,980,4,48,137,0,0,186,6,43,103,0,0,155,9,73,186,0,0,267,8,87,294,0,3,393,35,253,984,5,3,1271,39,286,1298,4,8,1635,69,554,2514,5,15,3158,33,460,1782,6,0,2277,58,923,2082,11,6,3086,157,1364,1661,11,13,3207,32,192,341,3,4,570,478,4544,12065,42,55,17190,Sydney (C)
17310,279,7,0,3,6,296,165,4,0,3,0,177,161,6,0,0,0,170,329,7,3,6,0,347,488,13,3,9,3,519,1420,23,3,18,4,1471,1382,23,0,9,0,1413,1231,7,3,7,8,1251,445,0,0,4,3,449,256,0,0,0,0,259,136,0,0,0,3,146,293,3,0,0,0,300,6593,94,10,57,33,6787,Tamworth Regional (A)
17350,55,0,0,0,0,55,36,0,0,0,0,37,24,0,0,0,0,24,49,0,0,0,0,57,65,3,0,0,0,67,146,0,0,5,0,147,95,0,0,0,0,93,61,0,0,0,0,59,24,0,0,0,0,24,18,0,0,0,0,18,13,0,0,0,0,13,27,0,0,0,0,32,609,7,7,5,4,622,Temora (A)
17400,54,0,0,0,0,56,44,0,0,6,0,49,34,0,0,0,0,30,56,0,0,0,0,61,72,0,0,0,0,68,123,0,0,3,3,128,87,0,0,0,0,88,69,0,0,3,0,66,13,0,0,0,0,13,9,0,0,0,0,9,13,0,0,0,0,13,29,0,0,0,0,30,609,4,0,14,3,623,Tenterfield (A)
22410,154,3,3,0,0,159,110,0,0,0,0,112,161,0,3,0,0,162,216,0,0,0,0,219,235,0,0,0,0,240,601,5,0,0,0,606,351,4,3,0,0,362,244,0,0,3,0,243,58,0,0,0,0,63,62,0,0,0,0,62,33,0,0,0,0,36,146,0,0,0,0,145,2360,10,16,5,6,2405,Glenelg (S)
22490,151,0,0,0,0,155,117,0,0,0,0,117,81,0,0,0,0,81,180,0,0,0,0,178,252,0,0,0,0,252,730,0,0,3,5,740,771,0,0,3,0,778,836,3,0,5,0,838,296,0,0,0,0,296,158,0,0,3,0,159,75,0,0,0,0,78,215,0,0,3,0,218,3855,3,4,20,8,3888,Golden Plains (S)
22620,673,15,4,0,5,702,469,10,3,3,7,492,417,12,3,3,0,438,801,26,3,0,0,831,1135,37,3,6,7,1185,3292,92,18,9,11,3420,3170,46,11,3,10,3247,2361,32,8,4,7,2414,661,3,0,0,4,669,438,8,0,0,0,455,240,6,0,0,3,246,630,8,0,3,3,640,14294,296,61,31,59,14737,Greater Bendigo (C)
22670,797,90,41,4,0,937,310,42,25,0,0,379,286,36,25,0,0,343,466,70,48,3,0,585,599,115,65,0,0,780,1760,387,209,17,3,2380,2156,463,220,12,3,2848,2619,408,138,17,7,3184,1036,116,25,0,0,1185,819,78,25,0,0,926,417,46,13,0,0,475,592,80,31,3,0,702,11865,1929,861,53,22,14728,Greater Dandenong (C)
22750,1368,74,11,0,0,1456,745,54,11,0,3,817,666,51,12,0,3,731,1301,89,23,3,0,1423,1775,147,39,7,0,1964,5132,352,88,14,13,5603,5792,304,46,10,9,6171,5774,229,37,22,14,6082,1966,71,9,5,3,2057,1401,48,6,3,4,1459,730,26,4,3,4,769,1227,71,16,3,0,1323,27868,1524,306,82,63,29844,Greater Geelong (C)
25430,175,3,0,0,4,181,111,0,0,0,3,117,98,0,0,0,0,99,190,0,0,0,0,188,223,3,0,0,4,228,576,5,0,0,4,586,449,0,0,4,3,455,336,4,0,0,0,341,105,0,0,0,0,104,74,0,0,0,3,71,33,0,0,0,0,33,114,3,0,0,0,119,2472,22,6,9,25,2528,Mount Alexander (S)
25490,175,0,0,3,0,176,68,0,0,0,0,69,58,0,0,0,3,67,127,0,0,0,0,131,158,0,0,0,0,163,409,0,3,4,3,421,304,0,0,0,0,306,306,0,0,0,5,311,115,0,0,0,0,121,74,3,0,0,0,79,69,0,0,0,0,72,124,0,0,3,0,130,1996,6,3,16,12,2034,Moyne (S)
25620,88,3,0,0,0,91,61,0,0,0,0,61,71,0,0,0,0,68,100,0,0,0,0,101,158,0,0,0,0,160,396,0,0,7,0,411,340,0,0,0,0,341,310,0,0,6,6,318,98,0,0,0,3,97,88,0,0,0,4,93,45,0,0,3,0,48,107,3,0,0,3,112,1861,14,3,16,14,1913,Murrindindi (S)
25710,496,7,0,0,0,511,208,3,0,0,0,218,154,9,0,5,0,166,261,9,3,0,0,268,396,7,3,0,0,411,1037,28,13,0,3,1083,1201,39,29,0,0,1270,2024,49,31,0,4,2108,1290,25,16,0,3,1329,1239,15,8,0,0,1255,692,9,6,0,0,706,433,10,3,0,3,453,9432,206,108,4,15,9770,Nillumbik (S)
25810,91,0,0,0,0,96,90,0,0,0,0,90,81,3,0,0,0,81,186,0,0,0,0,189,211,0,0,0,5,211,294,0,0,0,0,293,154,0,0,0,0,161,65,0,0,0,3,69,25,0,0,0,0,26,19,0,0,3,0,20,14,0,0,0,3,18,75,0,0,0,0,75,1296,4,0,7,17,1320,Northern Grampians (S)
25900,115,204,274,5,0,599,23,52,84,4,0,162,12,43,90,3,0,144,22,46,131,0,0,203,27,90,214,3,0,340,101,213,664,11,4,997,82,230,874,20,0,1204,152,425,1387,22,3,1994,100,313,748,10,7,1174,215,560,608,7,4,1393,440,980,451,5,0,1874,97,155,194,5,8,446,1393,3312,5714,88,28,10532,Port Phillip (C)
25990,65,0,0,0,0,65,46,0,0,0,0,46,47,0,0,0,0,47,92,0,0,0,0,97,109,0,0,0,0,109,198,0,0,0,0,193,124,0,0,0,0,122,56,0,0,0,0,56,22,0,0,0,0,22,10,0,0,0,0,10,10,0,0,0,0,10,63,0,0,0,0,61,831,0,0,0,6,839,Pyrenees (S)
26080,13,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,8,3,0,0,0,15,13,0,0,0,0,18,36,3,0,0,0,36,27,0,0,0,0,25,37,0,0,0,0,34,18,0,0,0,0,18,23,0,0,0,0,24,19,0,0,0,0,17,18,0,0,0,0,16,217,6,4,0,0,225,Queenscliffe (B)
26170,251,0,0,0,0,257,157,3,0,0,0,157,123,0,0,0,3,125,244,0,4,0,0,256,330,3,0,3,0,337,765,0,3,5,0,781,621,0,0,0,0,629,531,3,0,3,3,537,180,0,0,0,0,185,138,0,0,0,0,141,82,0,0,0,0,83,199,0,3,0,0,204,3633,18,16,19,17,3694,South Gippsland (S)
26260,156,4,0,0,7,162,101,0,0,0,0,106,99,0,0,0,0,97,214,4,0,0,3,226,213,0,3,0,0,215,432,3,0,0,0,438,227,0,0,0,0,230,142,0,0,3,3,149,55,0,0,0,0,55,42,0,0,0,0,41,37,0,0,0,0,41,102,0,0,3,0,105,1817,12,5,9,13,1860,Southern Grampians (S)
26350,375,176,168,3,5,733,65,36,44,0,0,148,38,42,46,0,0,120,47,37,98,0,3,182,97,63,115,0,0,272,254,164,459,0,0,875,236,166,547,6,4,953,417,359,849,5,4,1633,261,218,410,3,8,895,467,419,341,3,0,1240,1500,588,237,0,4,2337,284,125,102,0,4,516,4039,2389,3421,26,30,9901,Stonnington (C)
22310,775,237,123,3,7,1138,186,59,37,0,0,285,167,71,42,0,0,289,241,100,71,0,0,407,300,129,82,3,3,525,935,358,346,0,3,1644,822,395,464,9,7,1693,1466,726,595,3,3,2797,986,544,268,0,10,1809,1542,699,185,0,11,2436,1708,461,87,7,3,2260,571,167,84,0,3,824,9695,3952,2392,35,51,16114,Glen Eira (C)
26430,76,0,0,0,0,76,55,0,0,0,0,60,58,0,0,0,0,58,113,0,4,0,0,113,126,0,0,0,0,129,279,0,0,0,0,279,185,0,0,0,0,187,123,0,0,0,0,123,39,0,0,0,0,43,33,0,0,0,0,33,27,0,0,0,0,27,75,0,0,0,0,76,1194,3,7,3,4,1207,Strathbogie (S)
26490,188,13,0,0,0,199,88,3,0,0,0,94,81,3,0,0,0,84,105,3,0,0,0,109,186,3,0,0,0,198,509,15,3,0,0,534,536,16,4,0,0,550,818,17,4,3,0,838,442,11,3,0,0,456,377,6,3,0,0,387,200,3,0,0,0,209,183,0,0,0,0,190,3705,98,18,12,11,3845,Surf Coast (S)
26610,121,3,0,3,3,127,88,0,0,0,0,92,66,0,0,0,0,73,202,3,5,0,3,211,286,5,7,0,4,303,491,8,3,0,8,515,328,6,3,0,5,344,232,0,0,3,3,242,45,0,0,0,0,50,46,0,0,0,0,48,41,0,0,0,0,41,124,4,0,0,3,127,2080,26,18,17,31,2169,Swan Hill (RC)
26670,47,0,0,0,0,46,46,0,0,0,0,50,31,0,0,0,0,31,79,0,0,0,0,78,89,0,0,0,0,89,152,0,0,0,0,159,83,0,0,0,0,83,71,0,0,0,0,69,21,0,0,0,0,21,24,0,0,0,0,24,16,0,0,0,0,16,44,0,0,0,0,46,701,0,0,0,7,706,Towong (S)
26700,163,3,0,0,0,167,128,0,0,0,0,133,102,0,0,0,0,101,214,13,3,0,0,234,341,16,0,0,0,358,892,25,5,3,0,923,680,11,0,0,5,699,488,0,0,0,0,489,159,0,0,0,0,164,104,3,0,0,0,105,48,0,0,0,0,52,162,3,0,0,0,164,3485,73,7,10,15,3590,Wangaratta (RC)
26730,173,13,7,0,0,191,110,10,0,0,0,115,82,3,0,0,0,89,171,17,3,0,0,192,270,12,7,3,0,297,851,60,17,6,0,927,874,24,3,4,3,911,687,19,3,3,0,705,182,12,0,0,0,194,107,4,0,0,0,117,68,3,0,0,0,74,143,12,3,0,0,154,3724,182,37,18,8,3973,Warrnambool (C)
26810,321,4,5,3,6,335,213,4,0,3,3,224,194,3,4,0,3,205,380,3,4,3,0,392,562,14,5,0,0,578,1239,10,3,0,4,1266,976,5,7,3,3,991,679,0,0,9,6,692,237,0,0,0,0,240,163,0,0,0,4,170,106,0,0,0,0,104,244,0,0,0,4,251,5322,43,25,25,25,5444,Wellington (S)
26890,58,0,0,0,0,56,42,0,0,0,0,42,40,0,0,0,0,39,60,0,0,0,0,59,46,0,0,0,0,46,38,0,0,0,0,38,20,0,0,0,0,20,11,0,0,0,0,10,10,0,0,0,0,7,6,0,0,0,0,6,13,0,0,0,0,13,26,0,0,0,0,26,374,0,0,3,0,376,West Wimmera (S)
26980,1081,246,43,0,3,1373,328,92,17,0,0,436,297,68,7,0,0,376,392,107,31,0,0,531,563,155,31,0,0,754,1511,446,107,0,3,2068,1547,495,144,3,3,2197,2664,863,147,3,9,3688,1726,462,47,4,7,2251,2184,392,47,0,13,2639,1484,193,18,0,0,1695,632,102,9,3,0,750,14415,3625,655,17,41,18750,Whitehorse (C)
27070,968,122,11,0,0,1094,415,49,6,0,0,473,390,55,7,0,0,451,672,75,14,0,0,759,935,124,19,0,0,1073,3122,522,72,0,9,3727,4915,753,76,0,7,5754,7320,644,51,5,10,8027,2570,189,15,0,5,2783,1529,112,5,3,0,1649,773,67,0,0,0,839,1118,115,10,0,0,1242,24720,2837,280,10,36,27882,Whittlesea (C)
27170,188,9,0,0,0,200,113,5,0,0,0,124,103,3,0,0,0,108,233,15,3,0,0,250,342,23,5,0,3,373,1146,51,9,3,3,1217,1141,17,0,0,0,1161,813,3,3,0,4,826,230,0,0,0,4,243,147,0,0,0,4,152,79,0,0,0,0,82,187,7,3,0,0,198,4727,133,24,5,29,4923,Wodonga (C)
27260,1082,122,12,0,0,1217,408,57,3,0,0,471,421,45,3,0,0,472,723,91,17,0,0,826,1172,153,22,0,3,1350,4377,640,94,4,0,5116,6368,929,71,0,8,7384,7645,984,27,0,10,8666,2675,301,4,4,0,2980,1612,165,12,0,0,1796,831,79,12,0,0,925,1216,124,14,0,0,1350,28539,3687,289,9,24,32548,Wyndham (C)
27350,103,281,120,0,3,511,32,67,40,0,0,131,21,79,31,0,0,137,39,77,61,0,0,169,41,102,87,3,0,233,111,275,335,4,0,736,106,330,407,0,3,845,216,580,703,3,9,1518,130,463,420,3,5,1026,233,681,354,0,3,1277,316,730,198,5,4,1256,76,145,91,5,0,313,1427,3817,2840,25,31,8142,Yarra (C)
27450,1123,31,0,4,8,1158,564,9,0,0,0,576,555,14,3,0,0,577,869,16,0,4,0,890,1296,25,6,3,4,1339,3747,99,14,3,5,3865,4393,123,17,3,13,4549,5971,135,12,3,12,6143,2497,28,3,0,0,2528,1544,14,0,3,9,1566,719,0,0,0,4,724,1187,15,3,3,4,1212,24458,515,56,29,58,25114,Yarra Ranges (S)
27630,87,0,0,0,3,87,89,0,0,3,0,90,63,0,0,0,0,68,115,0,0,0,0,117,68,0,0,0,0,66,105,0,0,0,0,108,26,0,0,0,0,26,19,0,0,0,0,19,6,0,0,0,0,6,11,0,0,0,0,11,9,0,0,0,0,9,47,0,0,0,0,45,643,0,0,3,7,648,Yarriambiack (S)
29399,0,0,7,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,9,0,0,6,0,0,10,0,0,0,0,0,0,3,0,5,0,0,10,0,0,3,0,0,10,0,0,4,0,0,4,11,0,39,0,3,60,Unincorporated Vic
30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aurukun (S)
