lga_code16,maopd_400_499_h_0,maopd_400_499_h_1_15,maopd_400_499_h_16_24,maopd_400_499_h_25_34,maopd_400_499_h_35_39,maopd_400_499_h_40,maopd_400_499_h_41_48,maopd_400_499_h_49mo,maopd_400_499_h_ns,maopd_400_499_h_tot,maopd_500_649_h_0,maopd_500_649_h_1_15,maopd_500_649_h_16_24,maopd_500_649_h_25_34,maopd_500_649_h_35_39,maopd_500_649_h_40,maopd_500_649_h_41_48,maopd_500_649_h_49mo,maopd_500_649_h_ns,maopd_500_649_h_tot,maopd_650_799_h_0,maopd_650_799_h_1_15,maopd_650_799_h_16_24,maopd_650_799_h_25_34,maopd_650_799_h_35_39,maopd_650_799_h_40,maopd_650_799_h_41_48,maopd_650_799_h_49mo,maopd_650_799_h_ns,maopd_650_799_h_tot,maopd_800_999_h_0,maopd_800_999_h_1_15,maopd_800_999_h_16_24,maopd_800_999_h_25_34,maopd_800_999_h_35_39,maopd_800_999_h_40,maopd_800_999_h_41_48,maopd_800_999_h_49mo,maopd_800_999_h_ns,maopd_800_999_h_tot,maopd_1000_1249_h_0,maopd_1000_1249_h_1_15,maopd_1000_1249_h_16_24,maopd_1000_1249_h_25_34,maopd_1000_1249_h_35_39,maopd_1000_1249_h_40,maopd_1000_1249_h_41_48,maopd_1000_1249_h_49mo,maopd_1000_1249_h_ns,maopd_1000_1249_h_tot,maopd_1250_1499_h_0,maopd_1250_1499_h_1_15,maopd_1250_1499_h_16_24,maopd_1250_1499_h_25_34,maopd_1250_1499_h_35_39,maopd_1250_1499_h_40,maopd_1250_1499_h_41_48,maopd_1250_1499_h_49mo,maopd_1250_1499_h_ns,maopd_1250_1499_h_tot,maopd_1500_1749_h_0,maopd_1500_1749_h_1_15,maopd_1500_1749_h_16_24,maopd_1500_1749_h_25_34,maopd_1500_1749_h_35_39,maopd_1500_1749_h_40,maopd_1500_1749_h_41_48,maopd_1500_1749_h_49mo,maopd_1500_1749_h_ns,maopd_1500_1749_h_tot,maopd_1750_1999_h_0,maopd_1750_1999_h_1_15,maopd_1750_1999_h_16_24,maopd_1750_1999_h_25_34,maopd_1750_1999_h_35_39,maopd_1750_1999_h_40,maopd_1750_1999_h_41_48,maopd_1750_1999_h_49mo,maopd_1750_1999_h_ns,maopd_1750_1999_h_tot,maopd_2000_2999_h_0,maopd_2000_2999_h_1_15,maopd_2000_2999_h_16_24,maopd_2000_2999_h_25_34,maopd_2000_2999_h_35_39,maopd_2000_2999_h_40,maopd_2000_2999_h_41_48,maopd_2000_2999_h_49mo,maopd_2000_2999_h_ns,maopd_2000_2999_h_tot,maopd_3000mo_h_0,maopd_3000mo_h_1_15,maopd_3000mo_h_16_24,maopd_3000mo_h_25_34,maopd_3000mo_h_35_39,maopd_3000mo_h_40,maopd_3000mo_h_41_48,maopd_3000mo_h_49mo,maopd_3000mo_h_ns,maopd_3000mo_h_tot,maopd_pins_h_0,maopd_pins_h_1_15,maopd_pins_h_16_24,maopd_pins_h_25_34,maopd_pins_h_35_39,maopd_pins_h_40,maopd_pins_h_41_48,maopd_pins_h_49mo,maopd_pins_h_ns,maopd_pins_h_tot,maopd_tot_h_0,maopd_tot_h_1_15,maopd_tot_h_16_24,maopd_tot_h_25_34,maopd_tot_h_35_39,maopd_tot_h_40,maopd_tot_h_41_48,maopd_tot_h_49mo,maopd_tot_h_ns,maopd_tot_h_tot,lab_nni_h_0,lab_nni_h_1_15,lab_nni_h_16_24,lab_nni_h_25_34,lab_nni_h_35_39,lab_nni_h_40,lab_nni_h_41_48,lab_nni_h_49mo,lab_nni_h_ns,lab_nni_h_tot,lab_1_149_h_0,lab_1_149_h_1_15,lab_1_149_h_16_24,lab_1_149_h_25_34,lab_1_149_h_35_39,lab_1_149_h_40,lab_1_149_h_41_48,lab_1_149_h_49mo,lab_1_149_h_ns,lab_1_149_h_tot,lab_150_299_h_0,lab_150_299_h_1_15,lab_150_299_h_16_24,lab_150_299_h_25_34,lab_150_299_h_35_39,lab_150_299_h_40,lab_150_299_h_41_48,lab_150_299_h_49mo,lab_150_299_h_ns,lab_150_299_h_tot,lab_300_399_h_0,lab_300_399_h_1_15,lab_300_399_h_16_24,lab_300_399_h_25_34,lab_300_399_h_35_39,lab_300_399_h_40,lab_300_399_h_41_48,lab_300_399_h_49mo,lab_300_399_h_ns,lab_300_399_h_tot,lab_400_499_h_0,lab_400_499_h_1_15,lab_400_499_h_16_24,lab_400_499_h_25_34,lab_400_499_h_35_39,lab_400_499_h_40,lab_400_499_h_41_48,lab_400_499_h_49mo,lab_400_499_h_ns,lab_400_499_h_tot,lab_500_649_h_0,lab_500_649_h_1_15,lab_500_649_h_16_24,lab_500_649_h_25_34,lab_500_649_h_35_39,lab_500_649_h_40,lab_500_649_h_41_48,lab_500_649_h_49mo,lab_500_649_h_ns,lab_500_649_h_tot,lab_650_799_h_0,lab_650_799_h_1_15,lab_650_799_h_16_24,lab_650_799_h_25_34,lab_650_799_h_35_39,lab_650_799_h_40,lab_650_799_h_41_48,lab_650_799_h_49mo,lab_650_799_h_ns,lab_650_799_h_tot,lab_800_999_h_0,lab_800_999_h_1_15,lab_800_999_h_16_24,lab_800_999_h_25_34,lab_800_999_h_35_39,lab_800_999_h_40,lab_800_999_h_41_48,lab_800_999_h_49mo,lab_800_999_h_ns,lab_800_999_h_tot,lga_name16
56090,0,6,13,3,0,3,0,0,0,29,0,6,7,3,3,0,0,0,0,27,0,0,0,5,11,12,8,11,0,48,0,3,3,15,34,26,14,7,3,101,3,0,4,3,21,32,14,21,3,107,3,4,3,4,4,8,9,20,0,57,0,0,0,3,3,6,11,22,0,47,0,0,0,3,0,5,0,8,0,21,0,0,0,0,3,3,3,23,0,31,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,7,16,51,43,45,85,103,61,127,14,536,0,3,0,3,0,3,0,3,0,14,3,99,8,0,0,0,0,0,0,115,9,74,20,9,3,0,0,0,3,113,0,31,29,6,3,3,0,0,0,81,3,19,37,18,4,6,0,0,0,85,3,26,18,30,16,14,3,10,0,110,0,8,12,22,38,33,7,3,0,130,3,6,8,18,39,68,22,9,0,172,Mundaring (S)
56790,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,3,0,6,0,11,3,0,0,0,0,13,0,3,0,17,0,0,0,0,0,10,0,4,0,14,0,3,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,3,3,8,26,12,17,0,81,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,3,0,0,18,0,7,5,3,0,0,0,0,0,21,0,10,4,3,3,0,0,0,0,25,0,3,6,10,4,0,0,0,0,21,0,0,3,4,6,5,3,9,0,34,0,0,0,3,0,7,0,3,0,14,Northampton (S)
55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,6,4,3,0,18,0,0,3,0,3,3,4,0,0,13,0,0,0,0,0,5,3,7,0,15,0,0,0,0,0,3,3,8,0,18,3,0,0,0,4,0,0,3,0,12,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,6,10,19,18,32,0,102,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,3,3,0,3,4,0,5,3,3,0,19,0,0,0,3,0,9,0,3,0,12,0,0,0,0,3,10,3,0,0,18,Moora (S)
57980,0,8,4,3,0,3,0,4,0,24,0,10,9,4,0,8,0,0,3,37,4,0,8,6,4,13,0,3,3,41,3,4,11,8,24,10,4,4,0,66,0,0,3,3,6,19,7,13,3,53,0,3,0,0,4,4,9,10,0,34,0,0,0,0,0,0,3,3,0,11,3,0,0,0,0,3,0,10,0,16,3,0,0,0,0,3,3,20,0,30,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4,8,21,58,53,32,42,61,23,72,18,391,0,5,6,0,0,0,0,0,0,14,9,141,3,3,0,0,0,0,4,155,5,79,14,3,0,0,0,0,3,110,0,53,41,10,0,0,0,0,3,116,0,20,62,22,3,0,0,3,3,118,0,28,45,32,11,4,6,0,0,130,3,14,20,24,30,12,5,6,3,121,3,9,9,20,34,34,8,4,3,124,Subiaco (C)
58050,6,34,57,26,8,11,4,7,5,170,11,24,46,62,67,39,14,16,5,280,10,15,34,87,241,139,33,37,6,608,22,14,31,61,418,224,124,100,17,1016,30,20,16,50,284,257,213,229,12,1115,11,6,12,26,124,151,168,257,8,763,13,3,7,9,64,87,98,255,5,548,15,6,7,8,19,49,43,153,3,307,19,0,3,6,28,36,34,198,3,334,0,0,0,0,3,11,6,38,0,57,3,4,4,6,13,3,6,9,18,72,162,259,285,366,1292,1010,756,1325,108,5553,3,24,8,5,5,4,0,6,8,57,25,439,25,10,0,10,7,5,7,525,22,294,90,34,4,0,4,3,11,459,17,205,183,56,16,10,3,3,8,497,15,130,198,91,36,8,0,4,9,493,15,90,143,195,116,49,10,19,12,648,24,50,52,174,261,126,33,31,15,765,11,31,35,87,296,205,76,50,10,804,Swan (C)
55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,6,Morawa (S)
55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,4,0,0,0,0,4,0,3,11,0,15,0,0,0,0,0,0,0,13,0,15,3,0,0,0,0,0,0,23,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,6,56,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Magnet (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,Mount Marshall (S)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,3,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,Tammin (S)
58260,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,8,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,3,0,0,4,Three Springs (S)
55740,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,3,4,0,28,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,21,0,15,5,0,0,0,0,0,0,22,0,13,9,3,0,0,0,0,0,23,0,5,7,0,0,0,0,0,0,16,0,0,8,3,0,4,0,0,0,17,0,3,0,15,6,0,0,0,0,25,0,3,0,3,8,5,0,0,0,21,Mosman Park (T)
56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,6,5,0,0,0,7,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,10,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,10,0,0,0,0,5,4,0,0,0,15,0,0,0,0,5,3,0,3,0,20,Nannup (S)
57080,3,12,18,9,0,0,0,3,3,46,7,7,15,24,15,10,0,9,3,85,3,10,16,26,49,34,10,12,9,156,10,3,12,21,63,39,21,14,3,182,15,9,5,8,53,63,25,53,11,244,20,3,3,9,29,44,17,66,4,193,14,7,5,3,14,60,22,78,3,204,23,0,3,3,9,31,18,136,3,226,69,12,3,8,14,27,70,301,17,518,47,3,4,3,8,23,38,152,3,286,6,0,4,0,3,0,4,13,7,34,207,110,114,121,268,338,214,837,70,2272,3,15,13,3,6,3,4,0,4,54,18,217,16,6,0,0,0,0,5,268,10,283,101,17,0,0,0,0,3,428,22,213,236,51,8,0,3,4,8,544,20,114,374,89,15,14,3,4,15,637,13,77,185,191,95,35,10,18,13,641,20,47,110,156,177,99,21,20,15,654,16,33,46,74,180,124,43,55,17,583,Perth (C)
57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Pingelly (S)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Murchison (S)
56230,0,8,0,0,0,0,0,3,0,10,0,0,7,0,0,0,0,4,0,10,0,6,4,3,9,4,3,3,0,30,0,0,0,3,8,8,4,3,0,32,0,4,3,3,15,7,10,7,3,59,3,3,0,0,7,10,18,25,0,59,3,0,0,0,51,7,22,17,0,104,11,0,0,3,68,6,24,22,0,140,12,4,0,0,166,12,53,28,3,283,0,0,0,0,14,0,0,6,0,27,0,0,0,0,4,0,0,0,3,11,42,33,24,24,351,53,137,123,11,791,0,3,0,3,0,0,0,0,0,10,0,31,3,0,0,0,0,0,0,34,4,30,11,3,0,0,0,0,0,49,0,35,27,4,0,0,0,0,3,68,3,18,17,7,0,0,0,0,0,58,5,16,20,21,9,9,0,3,0,81,9,3,4,14,18,13,3,4,0,72,4,5,5,3,13,9,8,3,0,39,Murray (S)
56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,8,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,3,10,0,0,3,0,3,0,0,0,0,15,Narembeen (S)
56580,0,8,5,0,0,0,0,0,0,16,0,0,11,7,0,3,0,3,0,23,0,3,9,6,10,0,0,4,3,30,6,3,5,12,23,23,4,9,0,79,8,3,6,6,32,38,13,7,0,104,3,0,0,3,7,14,9,8,0,45,0,0,0,0,7,0,14,12,3,41,0,0,0,0,0,3,5,6,0,18,0,0,0,0,0,0,5,10,0,15,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,3,22,41,41,41,85,82,49,54,11,424,0,4,3,0,0,0,0,0,0,12,0,47,6,4,0,0,0,0,4,68,3,51,15,5,3,3,0,0,0,85,3,29,36,6,3,0,0,0,0,76,0,32,51,16,5,5,0,0,0,112,6,19,48,46,17,9,5,4,3,165,5,16,23,30,29,23,3,4,0,138,3,5,13,33,30,50,8,4,3,154,Nedlands (C)
57210,0,3,3,0,0,0,0,0,0,6,0,0,3,3,0,0,3,4,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,3,10,10,5,3,0,25,0,0,0,3,3,3,9,16,0,27,0,0,0,3,0,0,0,15,0,26,0,0,0,0,0,0,3,5,0,9,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,14,17,20,18,39,0,139,0,3,0,3,0,0,0,3,0,9,0,11,0,0,0,0,0,0,0,17,0,14,3,0,0,3,0,0,0,22,0,11,3,3,0,0,0,3,0,23,0,3,4,3,0,3,3,0,0,18,0,7,6,14,0,6,0,0,0,38,3,10,7,9,18,16,3,3,0,77,11,14,10,6,15,53,37,14,5,157,Plantagenet (S)
56460,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,3,3,7,0,0,0,0,17,3,0,0,0,0,8,0,5,0,22,0,0,0,3,3,7,3,9,0,30,0,0,0,0,0,0,0,6,0,14,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,9,18,30,10,36,0,126,0,3,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,6,3,3,0,0,0,0,0,0,15,0,13,6,3,0,0,0,0,0,29,0,9,3,0,0,0,0,0,0,16,4,6,9,7,4,7,0,3,0,38,10,3,5,9,8,4,4,3,0,46,3,0,0,4,18,10,0,3,3,43,Narrogin (S)
56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,10,0,0,7,11,3,0,0,0,3,21,0,0,3,3,3,8,4,0,0,15,0,0,0,3,3,0,0,0,0,5,Peppermint Grove (S)
57280,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,0,3,3,3,10,0,0,0,3,8,4,3,3,0,17,0,4,0,5,4,4,4,15,0,40,12,3,0,3,24,12,7,50,0,105,7,0,0,0,10,16,17,52,3,105,22,3,4,3,9,11,20,123,3,199,29,6,7,4,0,6,16,135,4,214,72,13,9,3,16,20,52,412,12,612,34,12,6,0,4,7,24,178,15,288,3,0,0,0,0,0,0,25,3,29,184,47,30,35,78,81,157,1011,43,1653,0,0,0,0,0,0,0,0,0,3,0,25,3,0,0,0,0,0,0,28,3,18,8,3,0,0,0,0,0,37,0,15,9,4,0,0,3,0,0,36,0,15,11,14,0,0,0,5,0,43,5,0,8,17,12,6,0,3,0,52,3,0,9,15,12,13,4,14,0,68,3,5,5,7,12,7,8,20,5,81,Port Hedland (T)
57350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,4,3,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Quairading (S)
57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,3,0,0,0,3,4,5,14,0,27,0,4,0,0,0,3,0,15,0,20,3,0,3,0,3,4,0,18,0,28,3,0,0,0,3,0,0,45,6,55,3,0,0,0,0,0,0,35,0,39,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,14,10,6,3,9,14,14,137,10,206,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,4,0,11,0,3,0,3,0,0,0,0,0,14,0,4,0,0,3,0,0,3,0,16,0,0,0,0,0,0,0,8,0,14,Ravensthorpe (S)
57490,0,15,23,8,3,4,0,0,0,56,5,12,21,39,16,10,3,3,0,107,0,11,13,16,52,22,8,7,4,131,6,7,14,16,75,40,24,17,0,200,14,9,5,17,61,57,32,43,0,248,7,3,4,8,34,25,24,47,0,155,3,0,0,3,20,25,23,31,0,112,0,0,3,0,3,4,26,22,0,74,9,0,0,4,3,12,14,30,0,70,0,0,0,0,0,6,3,7,0,18,0,0,0,0,3,3,0,7,3,17,53,153,126,123,274,209,164,231,18,1356,0,17,5,3,4,3,0,3,3,45,18,380,32,3,0,6,0,0,3,442,12,250,62,17,0,9,3,3,6,355,15,153,102,38,10,3,0,5,3,327,10,68,120,65,10,8,0,0,8,294,19,67,99,133,52,15,6,4,7,402,12,28,36,93,92,53,21,12,5,353,11,25,18,48,84,69,30,31,3,319,Rockingham (C)
65010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,4,3,3,3,0,0,0,14,0,0,0,0,8,0,3,3,0,15,0,0,0,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,4,16,13,8,28,0,84,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,10,0,5,3,0,0,0,0,0,0,12,0,3,3,3,0,3,0,0,0,14,0,3,11,4,3,5,0,0,0,28,3,0,3,11,7,6,0,3,0,32,0,4,5,3,5,5,0,7,0,30,Southern Midlands (M)
