lga_code16,cl_nfd_400_499_mng,cl_nfd_400_499_pro,cl_nfd_400_499_tectw,cl_nfd_400_499_copsw,cl_nfd_400_499_claw,cl_nfd_400_499_swks,cl_nfd_400_499_maopdv,cl_nfd_400_499_lab,cl_nfd_400_499_idns,cl_nfd_400_499_tot,cl_nfd_500_649_mng,cl_nfd_500_649_pro,cl_nfd_500_649_tectw,cl_nfd_500_649_copsw,cl_nfd_500_649_claw,cl_nfd_500_649_swks,cl_nfd_500_649_maopdv,cl_nfd_500_649_lab,cl_nfd_500_649_idns,cl_nfd_500_649_tot,cl_nfd_650_799_mng,cl_nfd_650_799_pro,cl_nfd_650_799_tectw,cl_nfd_650_799_copsw,cl_nfd_650_799_claw,cl_nfd_650_799_swks,cl_nfd_650_799_maopdv,cl_nfd_650_799_lab,cl_nfd_650_799_idns,cl_nfd_650_799_tot,cl_nfd_800_999_mng,cl_nfd_800_999_pro,cl_nfd_800_999_tectw,cl_nfd_800_999_copsw,cl_nfd_800_999_claw,cl_nfd_800_999_swks,cl_nfd_800_999_maopdv,cl_nfd_800_999_lab,cl_nfd_800_999_idns,cl_nfd_800_999_tot,cl_nfd_1000_1249_mng,cl_nfd_1000_1249_pro,cl_nfd_1000_1249_tectw,cl_nfd_1000_1249_copsw,cl_nfd_1000_1249_claw,cl_nfd_1000_1249_swks,cl_nfd_1000_1249_maopdv,cl_nfd_1000_1249_lab,cl_nfd_1000_1249_idns,cl_nfd_1000_1249_tot,cl_nfd_1250_1499_mng,cl_nfd_1250_1499_pro,cl_nfd_1250_1499_tectw,cl_nfd_1250_1499_copsw,cl_nfd_1250_1499_claw,cl_nfd_1250_1499_swks,cl_nfd_1250_1499_maopdv,cl_nfd_1250_1499_lab,cl_nfd_1250_1499_idns,cl_nfd_1250_1499_tot,cl_nfd_1500_1749_mng,cl_nfd_1500_1749_pro,cl_nfd_1500_1749_tectw,cl_nfd_1500_1749_copsw,cl_nfd_1500_1749_claw,cl_nfd_1500_1749_swks,cl_nfd_1500_1749_maopdv,cl_nfd_1500_1749_lab,cl_nfd_1500_1749_idns,cl_nfd_1500_1749_tot,cl_nfd_1750_1999_mng,cl_nfd_1750_1999_pro,cl_nfd_1750_1999_tectw,cl_nfd_1750_1999_copsw,cl_nfd_1750_1999_claw,cl_nfd_1750_1999_swks,cl_nfd_1750_1999_maopdv,cl_nfd_1750_1999_lab,cl_nfd_1750_1999_idns,cl_nfd_1750_1999_tot,cl_nfd_2000_2999_mng,cl_nfd_2000_2999_pro,cl_nfd_2000_2999_tectw,cl_nfd_2000_2999_copsw,cl_nfd_2000_2999_claw,cl_nfd_2000_2999_swks,cl_nfd_2000_2999_maopdv,cl_nfd_2000_2999_lab,cl_nfd_2000_2999_idns,cl_nfd_2000_2999_tot,cl_nfd_3000mo_mng,cl_nfd_3000mo_pro,cl_nfd_3000mo_tectw,cl_nfd_3000mo_copsw,cl_nfd_3000mo_claw,cl_nfd_3000mo_swks,cl_nfd_3000mo_maopdv,cl_nfd_3000mo_lab,cl_nfd_3000mo_idns,cl_nfd_3000mo_tot,cl_nfd_pins_mng,cl_nfd_pins_pro,cl_nfd_pins_tectw,cl_nfd_pins_copsw,cl_nfd_pins_claw,cl_nfd_pins_swks,cl_nfd_pins_maopdv,cl_nfd_pins_lab,cl_nfd_pins_idns,cl_nfd_pins_tot,cl_nfd_tot_mng,cl_nfd_tot_pro,cl_nfd_tot_tectw,cl_nfd_tot_copsw,cl_nfd_tot_claw,cl_nfd_tot_swks,cl_nfd_tot_maopdv,cl_nfd_tot_lab,cl_nfd_tot_idns,cl_nfd_tot_tot,ciii_iv_nni_mng,ciii_iv_nni_pro,ciii_iv_nni_tectw,ciii_iv_nni_copsw,ciii_iv_nni_claw,ciii_iv_nni_swks,ciii_iv_nni_maopdv,ciii_iv_nni_lab,ciii_iv_nni_idns,ciii_iv_nni_tot,ciii_iv_1_149_mng,ciii_iv_1_149_pro,ciii_iv_1_149_tectw,ciii_iv_1_149_copsw,ciii_iv_1_149_claw,ciii_iv_1_149_swks,ciii_iv_1_149_maopdv,ciii_iv_1_149_lab,ciii_iv_1_149_idns,ciii_iv_1_149_tot,ciii_iv_150_299_mng,ciii_iv_150_299_pro,ciii_iv_150_299_tectw,ciii_iv_150_299_copsw,ciii_iv_150_299_claw,ciii_iv_150_299_swks,ciii_iv_150_299_maopdv,ciii_iv_150_299_lab,ciii_iv_150_299_idns,ciii_iv_150_299_tot,ciii_iv_300_399_mng,ciii_iv_300_399_pro,ciii_iv_300_399_tectw,ciii_iv_300_399_copsw,ciii_iv_300_399_claw,ciii_iv_300_399_swks,ciii_iv_300_399_maopdv,ciii_iv_300_399_lab,ciii_iv_300_399_idns,ciii_iv_300_399_tot,ciii_iv_400_499_mng,ciii_iv_400_499_pro,ciii_iv_400_499_tectw,ciii_iv_400_499_copsw,ciii_iv_400_499_claw,ciii_iv_400_499_swks,ciii_iv_400_499_maopdv,ciii_iv_400_499_lab,ciii_iv_400_499_idns,ciii_iv_400_499_tot,ciii_iv_500_649_mng,ciii_iv_500_649_pro,ciii_iv_500_649_tectw,ciii_iv_500_649_copsw,ciii_iv_500_649_claw,ciii_iv_500_649_swks,ciii_iv_500_649_maopdv,ciii_iv_500_649_lab,ciii_iv_500_649_idns,ciii_iv_500_649_tot,ciii_iv_650_799_mng,ciii_iv_650_799_pro,ciii_iv_650_799_tectw,ciii_iv_650_799_copsw,ciii_iv_650_799_claw,ciii_iv_650_799_swks,ciii_iv_650_799_maopdv,ciii_iv_650_799_lab,ciii_iv_650_799_idns,ciii_iv_650_799_tot,ciii_iv_800_999_mng,ciii_iv_800_999_pro,ciii_iv_800_999_tectw,ciii_iv_800_999_copsw,ciii_iv_800_999_claw,ciii_iv_800_999_swks,ciii_iv_800_999_maopdv,ciii_iv_800_999_lab,ciii_iv_800_999_idns,ciii_iv_800_999_tot,lga_name16
52240,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,8,12,0,0,0,3,0,0,3,0,16,Cranbrook (S)
52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,10,Cuballing (S)
52800,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,6,3,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,14,6,0,5,14,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,0,3,3,0,0,0,8,0,20,0,0,3,5,4,3,0,6,0,22,3,5,13,12,3,0,0,15,0,51,0,5,9,10,11,3,0,9,0,54,3,3,19,9,7,4,4,11,0,74,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Cue (S)
52450,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,3,3,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,11,3,3,15,3,0,0,4,3,0,30,Cunderdin (S)
52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,6,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,3,0,0,8,0,0,3,0,3,0,0,0,0,12,3,4,7,5,0,0,0,0,0,18,Dalwallinu (S)
52590,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,3,6,4,0,6,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,0,7,0,10,0,0,0,0,3,0,0,3,0,13,6,0,3,3,3,0,0,0,0,23,8,0,15,3,9,0,0,9,0,43,8,0,6,0,4,0,5,9,0,34,Dandaragan (S)
52660,0,0,0,3,0,0,0,0,0,10,0,0,0,3,4,0,0,4,0,15,0,0,0,4,0,0,0,0,0,6,4,0,0,5,4,0,0,0,0,20,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,5,0,0,7,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,26,14,4,19,9,0,96,3,0,0,0,0,0,0,0,0,8,3,5,0,3,3,7,0,4,0,25,0,0,4,7,7,8,0,3,0,30,5,0,7,7,7,4,0,3,0,37,3,0,14,9,6,5,0,3,0,46,5,3,15,29,8,9,0,10,0,85,5,5,19,38,13,13,6,18,0,109,9,3,39,22,5,6,7,4,0,98,Dardanup (S)
52730,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,3,0,3,0,5,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,5,7,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,20,3,5,9,8,9,0,13,0,63,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,8,3,0,0,3,0,0,0,3,0,10,5,0,9,4,7,3,0,0,0,27,3,0,16,3,3,3,0,10,0,41,8,0,18,14,8,0,0,3,0,49,14,3,7,12,7,3,0,3,0,52,7,0,23,3,7,0,4,3,0,47,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,3,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,8,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,8,Dundas (S)
53150,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,12,4,7,0,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,3,3,0,0,0,3,0,12,0,0,4,10,3,3,0,0,0,20,0,0,7,7,3,0,0,0,0,18,4,0,8,9,0,0,0,0,0,32,4,0,16,5,8,0,0,3,3,46,East Fremantle (T)
53220,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,0,17,0,0,3,0,6,0,3,4,0,11,4,0,3,0,0,0,8,5,0,24,0,0,0,3,5,0,11,4,0,23,3,0,7,0,0,0,16,0,0,26,0,6,20,0,0,0,42,12,0,85,7,0,16,0,0,0,32,7,0,56,0,0,0,0,0,0,6,0,0,7,12,11,50,14,19,0,116,30,0,254,0,3,9,0,0,0,7,0,3,15,0,0,3,0,3,0,0,3,0,15,0,10,7,3,0,3,0,0,0,24,0,3,3,0,0,0,0,0,0,11,0,3,3,3,0,0,0,3,0,23,0,0,3,4,0,0,0,8,0,21,0,0,13,8,0,3,4,10,0,43,3,3,37,10,8,6,15,23,3,116,East Pilbara (S)
53290,3,0,0,3,3,0,0,0,0,14,0,0,0,4,3,0,0,0,0,12,0,0,0,3,3,3,0,0,0,15,3,0,5,0,3,3,0,3,0,15,3,3,3,0,6,4,0,3,0,28,4,0,0,0,4,0,3,0,0,9,0,0,0,0,5,0,0,0,0,7,4,0,0,3,0,0,3,0,0,8,3,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,15,15,26,17,14,17,0,139,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,8,0,6,3,7,3,3,10,0,47,10,0,14,11,6,4,3,11,3,57,3,3,16,21,10,3,0,11,0,70,10,6,35,26,13,6,4,6,0,119,20,3,44,30,11,12,4,15,0,147,22,8,57,26,23,15,25,20,4,194,Esperance (S)
53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,3,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,3,12,3,0,3,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,3,0,0,0,0,6,3,0,3,0,0,0,0,0,0,8,0,0,5,0,4,0,0,0,0,13,3,3,9,4,3,5,0,6,3,32,3,0,5,7,0,0,0,8,0,27,3,3,16,3,3,7,5,3,0,38,Exmouth (S)
53430,0,7,3,13,5,4,3,8,0,47,3,0,3,11,10,6,0,8,0,47,7,0,3,17,11,6,3,7,0,51,9,3,5,16,24,3,12,3,0,69,3,0,4,8,17,4,7,8,0,53,9,9,3,12,12,8,10,3,5,63,6,3,0,10,12,0,8,0,0,44,3,6,0,4,6,0,3,0,0,20,10,4,0,0,0,3,5,17,0,46,5,3,0,0,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,12,68,50,32,102,107,52,49,62,7,521,7,3,3,4,3,5,0,3,4,34,0,0,12,15,3,8,8,11,0,49,3,11,13,23,7,19,6,20,3,100,5,3,25,38,17,18,0,32,0,137,10,6,30,42,19,28,5,32,3,178,15,8,48,73,40,24,14,38,3,266,21,19,126,86,41,24,20,32,0,375,40,33,210,79,83,35,44,51,7,577,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,3,3,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,7,4,0,0,0,7,0,0,0,0,15,0,0,3,0,3,0,0,5,0,22,Gnowangerup (S)
54280,0,0,0,4,3,3,0,0,0,15,4,0,0,11,4,3,0,10,0,26,0,0,0,7,10,3,3,3,0,27,6,7,8,11,5,3,0,4,0,36,9,0,4,5,16,3,7,5,0,51,0,0,3,3,4,0,7,0,0,21,6,0,5,3,3,0,6,4,0,29,3,3,0,4,0,0,12,0,0,22,3,0,9,3,0,0,22,4,3,44,8,3,3,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,37,17,38,57,59,23,54,37,5,318,4,0,8,4,7,0,0,3,0,31,0,0,3,4,0,7,0,4,0,27,3,3,5,15,6,10,6,10,0,64,0,4,19,29,5,4,0,8,0,69,0,4,23,21,8,8,0,12,0,82,11,9,34,42,31,15,4,20,0,161,13,8,73,61,34,18,14,22,0,242,27,21,92,50,45,23,28,17,5,297,Kalgoorlie/Boulder (C)
54310,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,3,0,7,6,0,0,3,0,23,0,0,0,3,5,3,0,9,0,23,4,3,9,6,9,3,3,5,0,46,0,0,5,0,13,4,3,3,0,25,0,0,3,0,4,0,8,7,0,30,3,0,0,0,7,0,4,3,0,23,8,12,15,3,7,0,15,8,0,70,8,14,16,0,3,0,11,0,4,49,0,3,0,0,0,0,3,0,0,8,27,35,52,28,62,21,55,42,4,331,3,0,5,0,3,0,3,0,0,13,0,0,5,0,0,0,4,0,0,16,3,0,0,8,5,6,0,4,0,31,0,5,9,10,3,5,0,3,0,32,0,0,17,11,5,4,0,4,0,38,3,0,14,10,9,10,0,13,0,64,3,4,32,26,5,6,14,20,3,106,15,11,52,29,21,3,19,17,4,163,Karratha (C)
53800,3,0,0,4,8,3,0,7,0,25,3,0,5,12,11,7,0,10,0,51,5,0,4,9,11,8,0,0,0,40,8,4,0,14,4,12,0,0,0,43,6,3,3,7,19,3,3,5,0,47,0,3,0,4,3,3,7,0,0,28,7,4,0,0,6,0,3,0,0,25,0,0,0,3,3,0,0,0,0,10,8,5,3,0,0,0,7,0,0,22,0,4,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,34,29,21,69,74,45,27,35,4,349,6,3,6,3,3,3,0,3,3,28,4,4,8,5,0,0,3,4,0,35,9,3,32,25,15,9,0,16,0,109,8,3,29,31,12,11,3,21,0,128,9,6,52,26,18,24,3,21,0,162,12,8,67,74,42,33,23,39,8,309,22,18,127,109,63,42,19,39,9,436,40,20,192,92,80,35,39,37,11,538,Greater Geraldton (C)
53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,20,0,3,0,0,0,0,0,6,0,8,0,3,3,5,3,0,0,6,0,20,Halls Creek (S)
53990,0,0,0,13,4,0,0,3,0,18,0,0,3,4,0,4,0,0,0,15,4,3,0,4,11,4,0,3,0,20,3,0,0,3,3,0,3,6,0,25,0,0,3,0,0,0,0,3,0,7,3,3,0,4,3,0,0,0,0,17,3,0,0,0,3,0,4,0,0,12,0,0,4,0,0,0,4,0,0,10,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,17,7,16,38,30,16,15,23,0,156,6,0,3,0,0,0,0,0,3,14,0,0,10,5,3,0,0,3,0,22,7,7,14,11,5,6,0,12,0,63,6,0,18,26,10,7,0,7,0,75,3,0,20,27,12,14,0,10,0,78,4,3,18,47,18,12,5,20,0,131,8,4,43,48,14,18,8,22,0,173,18,3,60,18,19,14,21,44,0,199,Harvey (S)
53710,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,3,0,0,3,6,0,0,0,4,0,12,3,0,3,0,3,0,3,0,0,14,8,0,0,0,3,0,0,0,0,9,Goomalling (S)
53780,3,0,4,11,6,8,3,3,0,42,7,3,4,20,11,10,0,11,0,73,4,5,5,26,14,10,3,13,0,87,3,3,13,32,16,8,3,5,0,90,8,0,8,29,13,5,3,3,0,77,5,3,4,9,4,8,9,8,0,51,3,0,12,15,4,7,8,3,0,52,3,0,0,6,7,3,0,3,0,21,3,3,0,3,0,0,3,0,0,15,3,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,8,54,22,62,183,96,73,38,65,6,598,17,0,13,0,3,3,0,3,5,50,0,3,15,18,7,13,0,16,3,77,7,4,32,39,15,29,15,24,3,171,9,4,59,65,21,38,7,29,0,234,14,8,71,92,27,25,5,30,3,271,16,16,123,142,42,57,23,52,3,471,30,17,167,190,45,55,21,48,0,581,54,22,281,158,77,37,68,58,9,760,Gosnells (C)
54060,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,9,5,0,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,8,3,0,0,0,0,7,0,4,0,11,0,0,4,3,0,0,0,3,0,9,0,0,5,7,4,0,0,3,0,21,0,0,8,3,5,3,4,3,0,24,3,3,17,4,3,0,0,4,0,37,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,3,0,0,0,0,9,7,0,0,0,0,0,0,3,0,13,0,0,5,0,4,0,4,3,0,17,Jerramungup (S)
