objectid,lga_code17,lga_name17,ste_code17,ste_name17,areasqkm17,q1_hh,q2_hh,q3_hh,q4_hh,occ_dwell,urp_2016,tot_dwell,q1_perc,q2_perc,q3_perc,q4_perc,shape_length,shape_area
18,11300,Burwood (A),1,New South Wales,7.1281,2748.0,2656.0,3230.0,3289.0,11915.0,36816.0,13553.0,23.063365505665104,22.2912295425934,27.108686529584602,27.603860679815398,0.119165299740899,0.0006947236223846861
19,11350,Byron (A),1,New South Wales,565.8029,2651.0,3144.0,3085.0,2392.0,11265.0,31553.0,15667.0,23.5330670217488,27.909454061251697,27.385707944962302,21.2339103417665,1.5592985594462703,0.0521959828300036
20,11400,Cabonne (A),1,New South Wales,6022.3498,1367.0,1109.0,1129.0,1018.0,4622.0,13223.0,5652.0,29.5759411510169,23.9939420164431,24.4266551276504,22.02509736045,6.716226812611151,0.5820600276882061
21,11450,Camden (A),1,New South Wales,201.0281,3268.0,5355.0,6971.0,8418.0,24001.0,78041.0,26139.0,13.6160993291946,22.3115703512354,29.0446231407025,35.073538602558195,0.751969783424396,0.0196191030350528
22,11500,Campbelltown (C) (NSW),1,New South Wales,311.9111,13910.0,13698.0,11471.0,10781.0,49845.0,156382.0,55306.0,27.9065101815628,27.4811916942522,23.0133413582105,21.629050055171,0.962672399479496,0.0304671489310773
23,11520,Canada Bay (A),1,New South Wales,19.9233,5382.0,6109.0,8384.0,12114.0,31976.0,87924.0,36767.0,16.8313735301476,19.104953715286502,26.219664748561396,37.88466349762321,0.437472605658181,0.00194083649559461
24,11570,Canterbury-Bankstown (A),1,New South Wales,110.2638,33380.0,26099.0,23910.0,23597.0,106989.0,345685.0,121446.0,31.199469104300398,24.394096589369003,22.348091859910802,22.055538419837603,0.7096898395585028,0.0107503051869048
25,11600,Carrathool (A),1,New South Wales,18932.4603,352.0,289.0,234.0,148.0,1025.0,2857.0,1377.0,34.341463414634106,28.1951219512195,22.8292682926829,14.4390243902439,10.977181019554699,1.8392969047874201
26,11650,Central Coast (C) (NSW),1,New South Wales,1681.0695,36731.0,33734.0,26835.0,23013.0,120316.0,326475.0,144230.0,30.528774227866602,28.0378337045779,22.303766747564698,19.1271318860334,5.26960032713039,0.162757267912647
27,11700,Central Darling (A),1,New South Wales,53492.1931,321.0,122.0,91.0,48.0,584.0,1787.0,1007.0,54.9657534246575,20.890410958904102,15.5821917808219,8.21917808219178,16.1989608088043,5.09757814002438
28,11720,Cessnock (C),1,New South Wales,1965.1589,7071.0,5805.0,4237.0,2256.0,19352.0,54623.0,22799.0,36.5388590326581,29.9968995452666,21.8943778420835,11.657709797437,2.9822067720642003,0.189449714485323
29,11730,Clarence Valley (A),1,New South Wales,10428.6803,8064.0,5802.0,3634.0,1975.0,19480.0,50344.0,24862.0,41.3963039014374,29.7843942505133,18.655030800821397,10.138603696098599,7.205685002487759,0.972005889978301
30,11750,Cobar (A),1,New South Wales,45579.3299,541.0,441.0,391.0,240.0,1615.0,4584.0,2439.0,33.4984520123839,27.3065015479876,24.2105263157895,14.8606811145511,13.6630209973515,4.344121086354971
31,11800,Coffs Harbour (C),1,New South Wales,1173.7437,8853.0,7779.0,5916.0,4297.0,26846.0,72910.0,32453.0,32.9769798107726,28.976383818818398,22.0368025031662,16.0061089175296,2.55729281425288,0.10994545227528099
32,12000,Coolamon (A),1,New South Wales,2430.9037,532.0,373.0,353.0,224.0,1485.0,4323.0,1822.0,35.8249158249158,25.1178451178451,23.7710437710438,15.0841750841751,2.7587124706707002,0.238980551507677
33,12150,Coonamble (A),1,New South Wales,9916.0536,634.0,294.0,256.0,157.0,1343.0,3906.0,2041.0,47.207743857036505,21.891288160833998,19.0618019359643,11.690245718540599,5.702905588411911,0.935258594259653
34,12350,Cowra (A),1,New South Wales,2808.7822,2095.0,1295.0,994.0,520.0,4905.0,12733.0,6135.0,42.7115188583078,26.401630988786998,20.2650356778797,10.6014271151886,4.3051157238002995,0.273452237286157
45,13310,Goulburn Mulwaree (A),1,New South Wales,3220.0796,3658.0,2961.0,2483.0,1591.0,10698.0,28553.0,13428.0,34.1933071602169,27.6780706674145,23.2099457842587,14.871938680127098,4.79309048408968,0.317481978768508
46,13340,Greater Hume Shire (A),1,New South Wales,5749.5185,1100.0,1026.0,918.0,632.0,3673.0,10332.0,4559.0,29.9482711679826,27.9335692894092,24.9931935747345,17.2066430710591,5.59023867660226,0.572919729178862
47,13450,Griffith (C),1,New South Wales,1639.1728,2939.0,2255.0,1892.0,1326.0,8421.0,25561.0,10298.0,34.90084313026961,26.778292364327303,22.4676404227526,15.746348414677598,2.3290864684571,0.16051747835128
48,13510,Gundagai (A),1,New South Wales,3981.4173,1851.0,1138.0,900.0,476.0,4366.0,11168.0,5368.0,42.3957856161246,26.0650480989464,20.6138341731562,10.9024278515804,5.27439484109611,0.39243918763179897
49,13550,Gunnedah (A),1,New South Wales,4987.0295,1628.0,1221.0,965.0,694.0,4506.0,12208.0,5490.0,36.129604971149604,27.0972037283622,21.4158899245451,15.4016866400355,5.25284717232953,0.471213350395087
50,13660,Gwydir (A),1,New South Wales,9259.6542,863.0,485.0,361.0,228.0,1937.0,5124.0,2574.0,44.5534331440372,25.0387196695922,18.6370676303562,11.7707795560145,6.72311984487543,0.862318747272595
51,13800,Hawkesbury (C),1,New South Wales,2775.1377,4545.0,5703.0,5744.0,5329.0,21325.0,64457.0,24206.0,21.3130128956624,26.743259085580302,26.935521688159398,24.989449003517,3.9106786590946094,0.268763630043254
52,13850,Hay (A),1,New South Wales,11325.9324,489.0,268.0,231.0,95.0,1084.0,2970.0,1597.0,45.110701107011096,24.7232472324723,21.309963099631,8.76383763837639,7.535043808041871,1.10932073792755
53,13910,Hilltops (A),1,New South Wales,7140.8863,2760.0,1885.0,1510.0,845.0,6999.0,18407.0,8910.0,39.434204886412296,26.9324189169881,21.5745106443778,12.0731533076154,6.64865181790692,0.69970313951476
54,14000,Hornsby (A),1,New South Wales,455.0375,5772.0,7782.0,11235.0,21871.0,46657.0,142449.0,51344.0,12.371134020618598,16.6791692564888,24.0799879975138,46.8761386287159,2.47648865431161,0.0441932990228683
55,14100,Hunters Hill (A),1,New South Wales,5.7169,719.0,668.0,983.0,2178.0,4553.0,13976.0,5266.0,15.7917856358445,14.6716450691852,21.5901603338458,47.83659125851089,0.21815797786725896,0.000556826149197193
56,14170,Inner West (A),1,New South Wales,35.3713,12620.0,12302.0,17372.0,25855.0,68176.0,181405.0,80386.0,18.510912931236803,18.0444731283736,25.4811077211922,37.923902839709,0.430163640135746,0.00344720352714483
57,14200,Inverell (A),1,New South Wales,8597.2081,2587.0,1648.0,1152.0,698.0,6085.0,16506.0,7324.0,42.5143796220214,27.0829909613804,18.931799506984397,11.4708299096138,6.1856110214713,0.7988136300694929
58,14300,Junee (A),1,New South Wales,2030.0222,680.0,531.0,374.0,296.0,1878.0,5329.0,2299.0,36.2087326943557,28.274760383386603,19.9148029818956,15.761448349307802,2.62956196616392,0.20000809988053303
59,14350,Kempsey (A),1,New South Wales,3375.6707,4545.0,3165.0,1799.0,932.0,10439.0,28034.0,13437.0,43.538653127694204,30.318996072420695,17.2334514800268,8.92805824312674,3.91700066904144,0.318647832484313
60,14400,Kiama (A),1,New South Wales,257.6636,1535.0,1894.0,2046.0,2147.0,7624.0,21391.0,9944.0,20.133788037775396,24.842602308499497,26.8363064008395,28.1610703043022,1.0424940114439698,0.0253445740869175
61,14500,Ku-ring-gai (A),1,New South Wales,85.4096,2885.0,5373.0,8844.0,21144.0,38250.0,117932.0,42473.0,7.542483660130721,14.047058823529401,23.121568627451,55.278431372549,0.503529428513142,0.00830912555053938
62,14550,Kyogle (A),1,New South Wales,3584.1644,1417.0,993.0,696.0,333.0,3439.0,8835.0,4449.0,41.2038383250945,28.874672870020397,20.2384414073859,9.68304739749927,3.99476308612258,0.330686843147033
63,14600,Lachlan (A),1,New South Wales,14964.2752,958.0,502.0,450.0,249.0,2160.0,6113.0,2840.0,44.351851851851904,23.2407407407407,20.8333333333333,11.5277777777778,8.768977574363461,1.4425748142513202
64,14650,Lake Macquarie (C),1,New South Wales,648.6398,21591.0,19432.0,16276.0,15254.0,72544.0,196962.0,82382.0,29.7626268195854,26.786501985002197,22.436038817820897,21.0272386413763,3.05071052335657,0.0626109284616538
65,14700,Lane Cove (A),1,New South Wales,10.4794,1387.0,2056.0,3505.0,6513.0,13461.0,36046.0,15535.0,10.303840725057599,15.273753807295101,26.0381843845182,48.384221083129,0.24966101334457896,0.00102051485755836
66,14750,Leeton (A),1,New South Wales,1167.1877,1400.0,1063.0,820.0,552.0,3837.0,11298.0,4816.0,36.486838676049,27.7039353661715,21.370862653114397,14.3862392494136,2.02801210853855,0.11460957007855302
67,14850,Lismore (C),1,New South Wales,1287.7043,5203.0,4472.0,3688.0,2746.0,16118.0,43226.0,19125.0,32.2806799851098,27.745377838441502,22.8812507755305,17.036853207594,2.5086033748301,0.118961632785562
68,14870,Lithgow (C),1,New South Wales,4512.2563,3297.0,2166.0,1492.0,898.0,7846.0,20649.0,9682.0,42.0214121845526,27.606423655365802,19.0160591384145,11.4453224573031,5.07060647810066,0.43671850249224
69,14900,Liverpool (C),1,New South Wales,305.7396,14884.0,14407.0,13726.0,15334.0,58353.0,203248.0,65762.0,25.5068291261803,24.6893904340822,23.522355320206298,26.2779977036313,1.34684385859707,0.0298133393762982
70,14920,Liverpool Plains (A),1,New South Wales,5082.2397,1230.0,794.0,585.0,285.0,2892.0,7686.0,3702.0,42.5311203319502,27.455048409405304,20.2282157676349,9.85477178423237,4.91981425571094,0.482733850198971
71,14950,Lockhart (A),1,New South Wales,2895.8049,386.0,296.0,263.0,174.0,1118.0,3116.0,1413.0,34.525939177101996,26.4758497316637,23.5241502683363,15.563506261180699,2.77637903342868,0.287079814354588
72,15050,Maitland (C),1,New South Wales,391.5087,7583.0,7522.0,6546.0,5520.0,27173.0,77182.0,30589.0,27.906377654289198,27.6818901115077,24.0900894270047,20.314282559894,1.2105878458446,0.0376538145428645
73,15240,Mid-Coast (A),1,New South Wales,10053.2455,15081.0,10976.0,6566.0,3301.0,35913.0,89922.0,47402.0,41.9931501127725,30.562748865313395,18.283072981928502,9.19165761701891,6.89798070819413,0.959628366759987
74,15270,Mid-Western Regional (A),1,New South Wales,8752.259,3024.0,2514.0,1936.0,1251.0,8727.0,24064.0,11556.0,34.651082846339,28.8071502234445,22.1840265841641,14.334822963217599,7.0407884502144,0.8406882247600842
75,15300,Moree Plains (A),1,New South Wales,17906.5241,1782.0,1129.0,934.0,658.0,4507.0,13186.0,6183.0,39.538495673396895,25.049922343021997,20.7233192811183,14.5995118704238,8.993004418867821,1.66208631962447
76,15350,Mosman (A),1,New South Wales,8.6503,1178.0,1870.0,2903.0,5046.0,11000.0,28475.0,13260.0,10.7090909090909,17.0,26.3909090909091,45.872727272727296,0.21607848543114103,0.000842540163725896
77,15520,Murray River (A),1,New South Wales,11863.4771,1604.0,1253.0,950.0,610.0,4415.0,11585.0,5869.0,36.3306908267271,28.3805209513024,21.517553793884503,13.8165345413364,11.6590445866483,1.17603733690852
78,15560,Murrumbidgee (A),1,New South Wales,6882.8151,495.0,368.0,326.0,162.0,1349.0,3852.0,1898.0,36.693847294292105,27.279466271312103,24.1660489251297,12.0088954781319,5.718486991746711,0.679211532488452
79,15650,Muswellbrook (A),1,New South Wales,3404.884,2004.0,1649.0,1346.0,729.0,5727.0,16080.0,7312.0,34.992142482975396,28.7934346079972,23.5027064780863,12.729177579884801,3.99222900289278,0.32650104633002097
80,15700,Nambucca (A),1,New South Wales,1491.3432,3359.0,2253.0,1309.0,690.0,7617.0,19104.0,9487.0,44.0987265327557,29.578574241827503,17.1852435341998,9.05868452146514,2.06651619230317,0.140397698540673
81,15750,Narrabri (A),1,New South Wales,13014.9937,1702.0,1138.0,998.0,715.0,4556.0,13054.0,6001.0,37.3573309920983,24.9780509218613,21.9051799824407,15.6935908691835,6.2596483701920596,1.22117447229377
82,15800,Narrandera (A),1,New South Wales,4116.3459,915.0,513.0,407.0,221.0,2059.0,5640.0,2722.0,44.439048081593,24.915007285089803,19.7668771248179,10.7333657115104,3.9659328605117,0.4045755870061021
83,15850,Narromine (A),1,New South Wales,5261.5165,898.0,571.0,510.0,357.0,2338.0,6539.0,2909.0,38.40889649272879,24.422583404619303,21.8135158254919,15.2694610778443,4.154682686854009,0.5033716543177199
84,15900,Newcastle (C),1,New South Wales,186.7549,17512.0,14621.0,12774.0,14641.0,59572.0,153590.0,68915.0,29.396360706372104,24.5434096555429,21.4429597797623,24.5769824749882,1.27925414098518,0.0179948535199333
85,15950,North Sydney (A),1,New South Wales,10.4857,3215.0,5457.0,9528.0,11800.0,30012.0,67657.0,36905.0,10.712381713981099,18.1827269092363,31.7473010795682,39.317606290817,0.264993304631638,0.00102121283738364
86,15990,Northern Beaches (A),1,New South Wales,254.2074,12211.0,17813.0,21578.0,35897.0,87489.0,252636.0,101488.0,13.957183188743699,20.3602738629999,24.6636720044806,41.0303009521197,1.96465117224589,0.0247185334360108
87,16100,Oberon (A),1,New South Wales,3625.047,588.0,533.0,486.0,265.0,1868.0,5341.0,2627.0,31.4775160599572,28.533190578158496,26.017130620984997,14.186295503212,4.8409981170978496,0.353273766755206
88,16150,Orange (C),1,New South Wales,284.2157,4654.0,3811.0,3115.0,3093.0,14681.0,40077.0,17425.0,31.7008378175874,25.9587221578912,21.217900687964,21.068047135753698,0.962256272892787,0.0275221788994264
89,16200,Parkes (A),1,New South Wales,5957.6138,2118.0,1284.0,1119.0,720.0,5242.0,14528.0,6722.0,40.4044257916826,24.4944677603968,21.3468141930561,13.7352155665776,4.3028566528959304,0.5740622591257459
90,16260,Parramatta (C),1,New South Wales,83.8294,13365.0,15008.0,20183.0,26817.0,75375.0,223137.0,85496.0,17.731343283582103,19.9111111111111,26.776782752902196,35.5781094527363,0.5688318891394201,0.00816161418632238
91,16350,Penrith (C),1,New South Wales,404.7016,15207.0,17482.0,16227.0,14707.0,63619.0,195380.0,71145.0,23.9032364545183,27.4792121850391,25.5065310677628,23.1173077225357,1.06886944838297,0.0393861335299265
92,16380,Port Macquarie-Hastings (A),1,New South Wales,3683.0099,10936.0,9200.0,6148.0,4426.0,30717.0,78444.0,36688.0,35.602435133639396,29.950841553537103,20.0149754207768,14.408959208255999,3.9092437043876,0.349312827842718
93,16400,Port Stephens (A),1,New South Wales,858.4357,8021.0,7731.0,5719.0,3893.0,25361.0,69373.0,33208.0,31.6273017625488,30.483813729742497,22.550372619376198,15.3503410748788,2.9650408667307095,0.0825711514848765
94,16490,Queanbeyan-Palerang Regional (A),1,New South Wales,5318.8822,3866.0,4396.0,5043.0,6660.0,19961.0,56084.0,24049.0,19.3677671459346,22.0229447422474,25.2642653173689,33.3650618706478,6.0895671472360595,0.527885424106541
95,16550,Randwick (C),1,New South Wales,36.3311,10430.0,10038.0,12392.0,16962.0,49833.0,136025.0,58235.0,20.9299058856581,20.1432785503582,24.8670559669295,34.0376858708085,0.47223528463419706,0.0035432947391083
96,16610,Richmond Valley (A),1,New South Wales,3047.3748,3758.0,2450.0,1523.0,777.0,8494.0,22811.0,10368.0,44.2429950553332,28.8438898045679,17.9303037438192,9.1476336237344,3.4319587358825805,0.28233213056302303
97,16700,Ryde (C),1,New South Wales,40.4748,7326.0,8138.0,10657.0,14768.0,40895.0,114626.0,46026.0,17.9141704364837,19.8997432448955,26.059420467049797,36.111994131311896,0.38406672190079705,0.00394040472200185
98,16900,Shellharbour (C),1,New South Wales,147.4211,7321.0,6685.0,5351.0,4231.0,23596.0,68404.0,26444.0,31.0264451601966,28.331073063231102,22.677572469910196,17.931005255128,0.9988273374251979,0.0144842884820287
99,16950,Shoalhaven (C),1,New South Wales,4566.6795,13643.0,11459.0,8001.0,4779.0,37887.0,98566.0,54326.0,36.0097130942012,30.245202840024298,21.1180616042442,12.61382532267,5.47797435802885,0.45143240531426604
100,17000,Singleton (A),1,New South Wales,4892.717000000001,1970.0,2109.0,2094.0,1519.0,7685.0,22978.0,9354.0,25.6343526350033,27.4430709173715,27.2478854912167,19.765777488614198,4.6607301513268,0.470305923180651
101,17040,Snowy Monaro Regional (A),1,New South Wales,15163.5461,2259.0,2212.0,1837.0,1296.0,7609.0,20595.0,12081.0,29.6885267446445,29.0708371665133,24.1424628729137,17.032461558680502,7.75102501406543,1.5232682062623302
102,17080,Snowy Valleys (A),1,New South Wales,8959.0028,2055.0,1498.0,1112.0,643.0,5310.0,14358.0,6924.0,38.7005649717514,28.210922787194,20.9416195856874,12.1092278719397,8.21646636460672,0.892568274714177
106,17310,Tamworth Regional (A),1,New South Wales,9884.3506,7310.0,6028.0,4731.0,3465.0,21524.0,59429.0,26023.0,33.9620888310723,28.0059468500279,21.980115220219304,16.0983088645233,7.725290841264731,0.9324890091666909
107,17350,Temora (A),1,New South Wales,2802.0159999999996,940.0,597.0,489.0,306.0,2335.0,6086.0,2840.0,40.2569593147752,25.567451820128497,20.9421841541756,13.104925053533199,3.0374177345247797,0.274671175859372
108,17400,Tenterfield (A),1,New South Wales,7322.793000000001,1215.0,696.0,464.0,233.0,2602.0,6527.0,3676.0,46.6948501152959,26.748654880860897,17.8324365872406,8.95465026902383,6.57185627385555,0.6777018342638721
109,17420,The Hills Shire (A),1,New South Wales,386.1588,3817.0,7844.0,11512.0,24702.0,47870.0,157591.0,51997.0,7.97367871318153,16.386045540004197,24.0484645916023,51.6022561102987,1.44000695006098,0.0375057999673931
110,17550,Tweed (A),1,New South Wales,1307.6562,12250.0,10278.0,7126.0,5192.0,34852.0,91311.0,42816.0,35.148628486170104,29.4904166188454,20.4464593136692,14.8972799265465,2.4493345876849504,0.120360009867426
111,17620,Upper Hunter Shire (A),1,New South Wales,8096.0892,1726.0,1384.0,1241.0,788.0,5143.0,14107.0,6562.0,33.560178883919896,26.9103636010111,24.129885280964398,15.321796616760599,7.3384164200961,0.772421533438603
112,17640,Upper Lachlan Shire (A),1,New South Wales,7127.3957,818.0,772.0,773.0,470.0,2833.0,7476.0,4235.0,28.8739851747264,27.250264737027898,27.285563007412602,16.590187080833,7.5169642218777195,0.698920753978334
113,17650,Uralla (A),1,New South Wales,3226.5327,712.0,609.0,551.0,374.0,2247.0,5938.0,2689.0,31.6866933689364,27.1028037383178,24.521584334668397,16.6444147752559,4.0854048398041405,0.303198672543521
114,17750,Wagga Wagga (C),1,New South Wales,4824.4889,6383.0,5861.0,5363.0,4764.0,22362.0,62133.0,26205.0,28.5439585010285,26.2096413558716,23.9826491369287,21.3039978535015,4.614225291827981,0.4775043601588979
115,17850,Walcha (A),1,New South Wales,6261.0242,429.0,308.0,311.0,166.0,1216.0,3223.0,1672.0,35.2796052631579,25.3289473684211,25.5756578947368,13.651315789473697,5.18755393916203,0.5923076500137779
116,17900,Walgett (A),1,New South Wales,22308.3848,1211.0,498.0,380.0,182.0,2274.0,6084.0,3732.0,53.2541776605101,21.899736147757302,16.7106420404573,8.00351802990325,9.79987796343698,2.0820568925919
117,17950,Warren (A),1,New South Wales,10753.7673,377.0,254.0,215.0,142.0,990.0,2705.0,1325.0,38.0808080808081,25.6565656565657,21.7171717171717,14.3434343434343,7.78689591194907,1.01906500928665
118,18020,Warrumbungle Shire (A),1,New South Wales,12372.1201,1594.0,857.0,645.0,382.0,3482.0,9382.0,4771.0,45.77828834003451,24.6122917863297,18.523836875359002,10.9707064905227,8.240682775219849,1.17410419498828
119,18050,Waverley (A),1,New South Wales,9.3507,3681.0,4597.0,6880.0,9945.0,25099.0,66856.0,31561.0,14.6659229451373,18.3154707358859,27.4114506554046,39.6230925534882,0.199179587876793,0.0009113199571479109
120,18100,Weddin (A),1,New South Wales,3414.8566,575.0,395.0,279.0,177.0,1425.0,3654.0,1865.0,40.3508771929825,27.719298245614,19.5789473684211,12.4210526315789,4.17107673036773,0.332745790644474
121,18200,Wentworth (A),1,New South Wales,26256.2398,883.0,612.0,553.0,307.0,2358.0,6660.0,3248.0,37.446988973706496,25.9541984732824,23.452078032230702,13.019508057676001,11.320885869772198,2.54967674698922
122,18230,Western Plains Regional (A),1,New South Wales,7534.5251,5588.0,4572.0,3948.0,3265.0,17370.0,50132.0,21236.0,32.1704087507196,26.321243523316102,22.7288428324698,18.796776050662103,5.62963676073593,0.7223873765338691
123,18250,Willoughby (C),1,New South Wales,22.4258,3311.0,4355.0,6875.0,11512.0,26061.0,74140.0,29962.0,12.7048079505775,16.710793906603698,26.380415179770498,44.1732857526572,0.35135830935419393,0.00218348460358942
103,17100,Strathfield (A),1,New South Wales,14.0009,2285.0,2486.0,3475.0,4340.0,12584.0,40243.0,14441.0,18.157978385251102,19.7552447552448,27.6144310235219,34.4882390336936,0.20718726570036802,0.0013643788051830002
104,17150,Sutherland Shire (A),1,New South Wales,333.5933,13551.0,16934.0,18273.0,27362.0,76123.0,218366.0,84494.0,17.801452911735,22.245576238456202,24.004571548677802,35.9444583108916,2.47088737194319,0.0325816760246921
105,17200,Sydney (C),1,New South Wales,26.7429,19188.0,18833.0,25853.0,21324.0,85205.0,204240.0,109998.0,22.5198051757526,22.1031629599202,30.342116073000398,25.0267003110146,0.43028299821706706,0.00260633157417022
124,18350,Wingecarribee (A),1,New South Wales,2689.3413,3854.0,5016.0,4908.0,3898.0,17672.0,47837.0,21702.0,21.808510638297896,28.383884110457203,27.772747849705702,22.0574920778633,3.36732560420808,0.263902905379039
