LGA_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,LGA_NAME11
16700,34,191,172,25,19,105,546,9,473,9,26,3,0,520,37,284,62,111,9,3,506,55,186,97,51,30,0,419,83,46,75,20,61,5,290,388,53,149,43,29,0,662,1806,52,304,18,19,7,2206,3130,40,468,12,37,12,3699,1595,24,291,4,29,0,1943,741,5,132,8,6,12,904,504,6,151,9,11,3,684,139,88,123,35,29,31,445,8521,1448,2033,362,282,178,12824,Ryde (C)
16900,8,128,59,8,9,48,260,0,407,7,9,3,3,429,47,391,47,15,27,3,530,213,264,130,18,17,8,650,202,99,144,11,12,3,471,424,208,201,14,22,7,876,948,68,273,3,29,6,1327,713,3,171,0,8,3,898,169,0,25,0,3,0,197,21,0,4,3,0,0,28,22,6,11,0,0,0,39,32,101,40,4,7,9,193,2799,1675,1112,85,137,90,5898,Shellharbour (C)
16950,22,121,166,29,56,152,546,9,253,31,28,33,3,357,198,345,233,94,68,6,944,600,276,418,59,113,12,1478,612,113,330,21,153,4,1233,1328,79,398,28,96,8,1937,1220,23,252,11,39,3,1548,418,5,77,4,11,3,518,26,3,22,0,3,3,57,12,0,10,0,0,0,22,36,4,14,0,7,0,61,58,58,79,18,39,15,267,4539,1280,2030,292,618,209,8968,Shoalhaven (C)
17000,7,35,53,0,19,49,163,7,96,4,0,11,3,121,17,104,32,6,15,0,174,79,36,31,3,32,0,181,72,24,39,3,35,0,173,187,40,32,0,28,3,290,328,6,52,0,12,0,398,373,0,40,0,6,0,419,70,0,11,0,3,0,84,8,0,0,0,0,0,8,7,0,7,0,0,0,14,29,30,13,0,20,4,96,1184,371,314,12,181,59,2121,Singleton (A)
17050,3,0,20,0,24,31,78,0,0,6,0,0,0,6,11,0,26,3,12,0,52,39,5,36,0,5,0,85,31,0,29,0,3,0,63,57,4,23,0,3,0,87,57,0,18,0,5,0,80,45,0,7,0,3,0,55,10,0,4,0,0,0,14,10,0,0,0,0,0,10,22,0,11,0,3,0,36,11,0,12,0,11,0,34,296,9,192,3,69,31,600,Snowy River (A)
17310,7,77,130,15,94,128,451,8,190,36,12,6,5,257,278,222,189,22,41,8,760,652,166,277,30,53,7,1185,433,89,201,4,34,3,764,801,32,214,6,28,5,1086,788,3,177,7,22,3,1000,269,0,52,0,13,3,337,28,0,4,0,3,0,35,9,0,0,0,0,0,9,15,4,17,0,3,0,39,52,47,45,9,43,19,215,3340,830,1342,105,340,181,6138,Tamworth Regional (A)
17350,0,10,33,19,13,29,104,4,15,18,0,3,0,40,38,17,54,15,10,0,134,84,11,49,4,9,4,161,25,0,9,0,0,0,34,9,0,3,3,0,0,15,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,8,3,0,0,17,167,59,174,44,35,33,512,Temora (A)
17400,0,4,28,4,15,35,86,6,5,9,6,4,0,30,44,19,57,23,14,0,157,100,23,62,5,16,0,206,33,7,20,4,4,0,68,29,0,11,0,3,0,43,5,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,12,0,5,3,26,220,61,208,42,61,38,630,Tenterfield (A)
17420,12,32,213,17,58,134,466,3,97,6,6,0,3,115,5,81,58,52,19,3,218,35,43,62,30,39,0,209,34,19,69,7,77,0,206,63,19,95,3,54,3,237,264,15,203,8,36,3,529,1556,22,350,3,25,5,1961,1877,9,241,4,9,13,2153,900,3,128,3,4,0,1038,743,0,98,8,8,8,865,110,22,109,22,35,19,317,5602,362,1632,163,364,191,8314,The Hills Shire (A)
17450,4,0,24,4,14,20,66,0,9,8,0,4,0,21,12,3,35,0,9,0,59,42,5,38,0,7,0,92,15,0,17,0,0,0,32,12,0,5,0,0,0,17,12,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,4,0,13,97,17,139,4,41,23,321,Tumbarumba (A)
17500,0,21,40,6,58,38,163,7,40,18,0,5,0,70,77,50,70,7,15,0,219,141,63,57,0,15,3,279,86,6,34,0,8,3,137,91,4,29,3,0,4,131,66,0,13,0,0,0,79,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,11,7,10,6,3,7,6,39,489,194,271,19,112,54,1139,Tumut Shire (A)
17550,11,70,142,13,16,155,407,7,308,24,15,5,7,366,57,215,183,51,123,0,629,185,125,307,29,110,11,767,216,23,281,16,37,3,576,665,51,402,7,37,8,1170,1612,29,681,14,65,21,2422,1563,15,475,12,52,14,2131,384,4,101,0,4,0,493,93,3,28,3,0,3,130,80,8,29,0,11,0,128,65,64,97,20,35,16,297,4938,915,2750,180,495,238,9516,Tweed (A)
17620,0,11,71,0,129,111,322,9,20,10,18,0,3,60,51,44,70,10,36,3,214,113,26,91,5,28,0,263,83,18,54,4,13,3,175,95,16,54,4,9,0,178,109,3,37,0,6,0,155,49,0,17,0,3,0,69,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,9,13,5,31,6,39,8,102,529,143,441,47,266,128,1554,Upper Hunter Shire (A)
17640,0,0,54,8,31,42,135,0,0,20,3,3,3,29,14,4,37,0,8,0,63,37,5,38,6,8,0,94,32,3,23,0,0,0,58,15,0,15,0,3,3,36,15,0,8,0,0,0,23,3,0,3,0,0,0,6,3,0,3,0,3,0,9,0,0,0,0,0,0,0,0,3,6,0,0,0,9,0,3,9,4,4,3,23,119,18,216,21,60,51,485,Upper Lachlan Shire (A)
17650,0,3,41,0,26,21,91,0,3,11,0,3,0,17,27,3,42,3,10,3,88,47,3,40,0,12,3,105,26,3,11,0,5,0,45,35,0,10,0,0,0,45,18,0,11,0,0,0,29,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,3,0,6,0,12,166,18,172,3,65,27,451,Uralla (A)
17700,0,5,14,0,8,10,37,0,0,5,4,3,0,12,3,0,13,0,0,0,16,0,0,6,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,6,6,5,41,7,14,10,83,Urana (A)
17750,17,140,106,16,47,89,415,6,283,26,14,9,5,343,213,319,118,33,20,5,708,610,222,224,23,88,13,1180,326,86,188,3,176,4,783,855,38,263,5,77,5,1243,1010,11,242,0,48,7,1318,496,3,88,0,15,7,609,104,0,14,0,6,0,124,13,4,4,0,0,0,21,24,5,13,0,0,0,42,58,64,59,11,39,5,236,3732,1175,1345,105,525,140,7022,Wagga Wagga (C)
17800,3,3,31,0,35,27,99,5,3,10,0,4,0,22,27,0,62,3,10,3,105,41,0,35,0,11,0,87,6,0,5,0,4,0,15,0,0,5,0,0,0,5,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,3,11,3,26,89,6,160,6,75,33,369,Wakool (A)
17100,13,43,72,8,4,38,178,4,170,3,20,0,0,197,14,75,11,19,0,0,119,19,54,18,14,3,4,112,26,19,23,5,7,0,80,55,18,35,4,0,0,112,381,12,74,9,7,3,486,1171,19,143,8,22,4,1367,782,5,84,3,11,4,889,239,3,39,0,3,0,284,144,0,24,0,3,0,171,64,39,28,3,12,11,157,2912,457,554,93,72,64,4152,Strathfield (A)
17150,17,209,215,30,20,153,644,0,582,12,42,7,3,646,17,304,74,119,16,3,533,67,226,128,62,74,4,561,129,80,145,33,116,4,507,453,83,229,24,66,0,855,1741,99,516,10,52,13,2431,3833,59,663,16,52,14,4637,1997,8,322,3,20,8,2358,966,6,154,3,4,3,1136,738,10,151,3,12,3,917,129,114,118,38,38,20,457,10087,1780,2727,383,477,228,15682,Sutherland Shire (A)
17200,84,1050,361,69,38,184,1786,14,2506,17,46,15,24,2622,100,1037,141,136,19,8,1441,240,566,224,92,27,15,1164,354,154,216,42,27,3,796,1018,209,332,95,37,5,1696,2459,191,690,135,59,11,3545,5084,144,1021,56,71,23,6399,6291,52,1077,19,56,25,7520,5362,31,890,8,58,30,6379,7341,69,1442,22,92,43,9009,479,450,309,47,67,85,1437,28826,6459,6720,767,566,456,43794,Sydney (C)
17850,0,0,28,0,35,42,105,4,8,3,0,0,3,18,15,16,37,0,8,3,79,26,5,22,3,3,3,62,10,0,10,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,5,8,0,11,0,24,55,34,111,6,60,51,317,Walcha (A)
17900,3,23,61,8,141,87,323,3,14,17,23,13,3,73,19,91,48,63,25,6,252,34,26,36,23,17,0,136,5,3,10,3,6,0,27,7,0,5,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,13,11,7,30,6,67,77,170,191,127,239,102,906,Walgett (A)
17950,0,6,17,0,39,39,101,0,6,14,13,5,0,38,11,33,61,14,23,0,142,14,3,25,0,3,0,45,0,0,0,0,5,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,9,0,9,0,22,28,52,129,27,84,39,359,Warren (A)
18000,11,100,175,83,20,162,551,6,327,7,39,8,3,390,17,159,51,128,35,18,408,24,78,70,57,16,3,248,37,30,93,22,26,3,211,153,30,147,8,25,0,363,709,31,335,9,32,11,1127,2465,22,658,14,45,14,3218,1974,17,493,0,23,12,2519,1097,17,298,3,18,0,1433,1732,5,455,6,17,13,2228,141,83,122,40,23,28,437,8366,899,2904,409,288,267,13133,Warringah (A)
18020,0,9,92,8,62,63,234,10,16,27,3,5,0,61,53,40,141,10,31,6,281,104,17,85,3,17,0,226,11,3,11,0,0,3,28,10,0,8,0,0,0,18,4,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,7,21,3,15,3,49,195,92,388,30,130,75,910,Warrumbungle Shire (A)
18050,22,66,129,12,6,108,343,7,186,3,12,0,0,208,34,67,32,24,0,3,160,33,41,34,12,5,0,125,45,7,52,7,8,0,119,197,14,84,6,10,3,314,572,15,201,3,20,13,824,1601,8,387,8,17,11,2032,1966,3,462,3,16,6,2456,1405,3,324,3,9,3,1747,2197,7,691,6,21,14,2936,147,28,109,15,17,41,357,8226,445,2508,111,129,202,11621,Waverley (A)
18100,0,0,40,13,10,18,81,7,12,10,6,3,0,38,34,8,42,7,8,4,103,28,0,28,0,5,0,61,5,0,5,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,0,3,0,12,74,20,143,26,29,22,314,Weddin (A)
18150,3,9,43,5,31,39,130,3,34,10,20,6,3,76,91,60,69,37,24,3,284,137,12,49,3,9,3,213,48,0,18,0,3,0,69,40,0,12,0,0,0,52,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,5,11,4,5,3,33,334,120,224,69,78,51,876,Wellington (A)
18200,0,7,37,6,48,22,120,0,3,9,5,7,0,24,54,9,51,15,23,3,155,74,11,45,46,14,3,193,25,3,11,0,0,3,42,27,0,15,0,0,0,42,9,3,3,0,0,0,15,5,0,4,0,0,0,9,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,12,0,22,203,36,182,72,104,31,628,Wentworth (A)
18250,22,47,142,6,19,95,331,3,145,3,11,0,0,162,15,66,25,26,3,3,138,22,31,36,17,9,3,118,20,20,36,8,6,0,90,56,15,54,3,8,0,136,197,17,96,3,7,0,320,1267,18,228,5,6,3,1527,2007,3,285,4,15,7,2321,985,5,170,3,9,6,1178,1584,3,284,0,18,3,1892,114,24,86,15,27,10,276,6292,394,1445,101,127,130,8489,Willoughby (C)
18350,7,14,100,12,40,98,271,3,13,9,10,3,0,38,45,98,56,43,25,3,270,155,97,108,38,26,8,432,134,30,87,8,16,3,278,355,66,129,19,8,4,581,494,40,144,12,20,3,713,456,3,72,5,6,0,542,151,3,27,0,0,0,181,59,3,6,0,3,0,71,46,0,7,3,4,0,60,24,18,42,7,28,7,126,1929,385,787,157,179,126,3563,Wingecarribee (A)
18400,5,9,81,25,36,81,237,0,12,7,3,3,0,25,8,32,42,10,26,0,118,68,22,59,18,12,3,182,77,7,67,11,10,0,172,240,18,94,3,13,0,368,377,17,84,3,11,3,495,263,4,65,4,7,3,346,105,0,21,0,3,0,129,39,0,13,0,0,0,52,26,0,12,0,11,0,49,24,9,37,10,20,4,104,1232,130,582,87,152,94,2277,Wollondilly (A)
18450,36,640,243,46,38,198,1201,36,1763,42,39,16,15,1911,288,1174,251,81,102,13,1909,1020,799,526,62,79,25,2511,817,302,395,25,55,8,1602,1790,421,608,30,74,18,2941,2928,271,822,18,67,19,4125,2280,34,533,9,22,7,2885,815,8,175,0,10,7,1015,273,10,56,3,3,0,345,143,28,73,4,11,7,266,146,345,155,44,45,32,767,10572,5795,3879,361,522,349,21478,Wollongong (C)
18500,13,14,133,22,20,112,314,5,26,0,10,0,0,41,23,14,23,7,3,3,73,28,7,28,0,3,0,66,40,0,46,0,10,0,96,154,3,54,3,10,3,227,371,3,113,4,5,3,499,853,4,220,0,8,4,1089,1051,0,237,0,10,9,1307,858,0,247,0,4,4,1113,2076,0,609,0,13,13,2711,125,5,73,14,13,13,243,5597,76,1783,60,99,164,7779,Woollahra (A)
18550,18,159,182,43,35,185,622,9,547,23,32,9,3,623,131,391,189,57,169,11,948,627,279,405,83,159,21,1574,725,85,438,20,60,10,1338,2328,100,711,34,60,17,3250,3492,67,758,18,60,19,4414,1708,13,290,3,21,8,2043,248,4,53,0,6,6,317,66,0,21,0,3,0,90,54,5,29,4,9,0,101,148,99,119,24,43,32,465,9554,1749,3218,318,634,312,15785,Wyong (A)
18710,5,9,51,19,29,39,152,0,3,3,3,3,0,12,8,20,29,7,13,3,80,28,9,53,7,7,0,104,36,8,31,0,6,0,81,63,14,49,0,8,0,134,116,0,55,0,4,0,175,50,0,58,0,10,0,118,28,0,26,0,3,0,57,12,0,4,0,0,0,16,8,0,4,0,0,0,12,0,7,19,4,15,3,48,354,70,382,40,98,45,989,Yass Valley (A)
18750,7,11,40,4,37,45,144,9,22,11,6,3,0,51,84,37,53,9,13,3,199,223,35,82,3,6,3,352,124,7,50,0,5,0,186,169,0,16,4,0,3,192,64,0,9,0,3,3,79,5,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,0,7,5,7,23,0,4,3,42,690,122,295,26,71,60,1264,Young (A)
19399,0,3,8,0,33,11,55,0,0,0,0,4,0,4,0,4,6,4,6,0,20,0,0,6,0,3,0,9,0,0,3,0,3,0,6,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,10,0,7,38,4,55,11,115,Unincorporated NSW
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20110,0,10,61,3,12,49,135,6,30,29,0,3,0,68,40,26,95,0,7,4,172,168,11,121,3,4,0,307,92,4,38,0,3,0,137,93,3,23,0,3,0,122,45,0,11,0,6,0,62,4,0,3,0,3,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,3,0,12,7,0,25,6,9,3,50,464,84,409,12,53,56,1078,Alpine (S)
20260,0,15,43,3,16,42,119,7,46,11,5,0,0,69,69,25,75,3,17,0,189,166,35,79,0,13,0,293,48,4,23,0,0,0,75,58,6,12,0,0,0,76,25,0,13,0,0,0,38,12,0,3,0,0,0,15,4,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,3,0,3,0,9,10,15,13,4,7,5,54,402,146,278,15,56,47,944,Ararat (RC)
20570,21,137,134,30,58,96,476,31,450,43,23,10,4,561,547,441,308,79,48,9,1432,1190,352,430,73,52,17,2114,942,65,344,23,32,0,1406,1911,27,347,9,32,10,2336,1083,9,166,8,8,7,1281,335,6,54,5,4,3,407,33,3,16,0,3,0,55,14,0,6,0,3,0,23,27,3,20,0,7,0,57,97,106,86,22,24,22,357,6231,1599,1954,272,281,168,10505,Ballarat (C)
20660,22,156,172,19,12,115,496,0,456,19,48,14,7,544,29,352,120,49,14,14,578,85,226,166,49,40,0,566,148,92,157,11,81,3,492,759,141,263,28,52,3,1246,2442,122,447,14,35,8,3068,1810,23,259,6,16,9,2123,445,3,82,0,12,0,542,110,4,41,0,0,0,155,129,7,27,0,9,3,175,109,130,122,28,27,9,425,6088,1712,1875,252,312,171,10410,Banyule (C)
20740,8,29,84,4,33,72,230,0,103,21,7,7,3,141,40,40,107,14,24,0,225,242,32,165,9,25,4,477,240,7,121,6,12,0,386,435,7,133,4,4,4,587,335,0,65,0,11,0,411,231,0,25,4,4,0,264,95,0,10,0,3,3,111,26,0,3,0,0,0,29,27,0,13,0,7,4,51,42,17,44,3,24,14,144,1721,235,791,51,154,104,3056,Bass Coast (S)
20830,3,41,130,3,36,90,303,3,100,26,13,10,4,156,94,107,160,17,48,4,430,269,49,205,6,40,6,575,242,24,143,0,11,0,420,530,11,122,0,8,0,671,375,3,68,0,3,0,449,56,0,14,0,0,0,70,3,3,3,0,0,0,9,0,4,0,0,0,0,4,7,0,6,0,3,0,16,39,28,53,5,11,16,152,1621,370,930,44,170,120,3255,Baw Baw (S)
20910,16,86,156,7,19,128,412,0,317,17,9,3,3,349,18,195,68,58,13,9,361,39,106,74,10,12,6,247,61,24,70,0,3,0,158,208,25,116,0,5,0,354,696,47,213,3,9,4,972,1175,8,260,3,6,3,1455,735,4,147,0,6,4,896,454,3,96,0,3,0,556,1059,4,218,0,9,0,1290,88,61,69,10,8,12,248,4549,880,1504,100,96,169,7298,Bayside (C)
21010,5,20,37,0,3,32,97,6,81,7,4,3,0,101,89,79,56,0,5,3,232,259,53,77,0,5,0,394,151,17,42,0,3,3,216,130,3,32,0,4,0,169,55,4,8,0,3,3,73,3,0,5,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,10,15,0,0,6,40,707,267,286,4,26,47,1337,Benalla (RC)
21110,28,62,315,49,25,229,708,8,189,22,45,4,5,273,56,122,152,73,15,6,424,180,54,231,51,18,3,537,248,15,144,13,9,5,434,765,17,261,8,26,3,1080,2604,32,585,14,33,12,3280,3608,6,594,8,16,9,4241,1671,3,315,3,16,10,2018,829,0,142,3,4,3,981,1370,4,241,5,12,12,1644,208,37,144,36,30,31,486,11575,541,3146,308,208,328,16106,Boroondara (C)
21180,44,92,293,7,17,196,649,17,223,36,7,16,3,302,79,310,198,38,40,10,675,494,214,420,47,106,17,1298,566,78,402,24,88,14,1172,1745,156,759,27,156,23,2866,3503,62,795,6,177,31,4574,789,10,186,3,33,0,1021,80,4,43,0,5,3,135,26,0,12,0,4,0,42,114,7,44,0,10,3,178,208,106,238,17,62,45,676,7665,1262,3426,176,714,345,13588,Brimbank (C)
21270,0,31,63,8,23,33,158,3,7,20,0,7,0,37,25,10,65,0,25,0,125,36,4,30,0,3,0,73,3,0,3,0,0,0,6,0,0,3,0,3,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,3,5,12,0,7,3,30,73,57,200,11,68,36,445,Buloke (S)
21370,5,55,112,21,53,110,356,11,193,32,21,14,4,275,173,156,213,21,50,6,619,424,98,219,18,41,5,805,288,33,90,3,7,0,421,399,17,60,3,9,5,493,153,4,41,0,4,0,202,28,0,8,0,0,0,36,7,0,3,0,0,0,10,5,0,0,0,0,0,5,6,0,7,0,0,0,13,25,26,35,6,34,10,136,1524,582,820,93,212,140,3371,Campaspe (S)
21450,4,32,117,6,32,97,288,3,68,10,3,5,3,92,20,69,103,16,20,3,231,91,37,137,9,54,6,334,146,12,141,0,16,3,318,738,23,220,0,18,3,1002,1722,6,232,3,15,4,1982,481,4,73,3,3,4,568,46,3,14,0,3,3,69,20,0,6,0,0,0,26,32,3,4,0,3,0,42,68,25,65,7,19,8,192,3371,282,1122,47,188,134,5144,Cardinia (S)
21610,21,114,241,14,29,159,578,10,347,18,9,9,0,393,27,383,172,30,19,5,636,174,216,329,22,61,11,813,338,104,337,13,31,5,828,1724,191,696,17,54,19,2701,4901,73,917,4,102,32,6029,2204,3,291,5,30,18,2551,239,7,72,0,5,3,326,47,3,13,3,0,3,69,141,5,50,0,6,0,202,225,111,202,16,47,41,642,10051,1557,3338,133,393,296,15768,Casey (C)
21670,6,24,41,14,5,28,118,5,58,17,5,5,0,90,78,47,89,12,7,0,233,218,39,111,8,17,0,393,72,4,30,0,3,0,109,61,0,20,0,0,0,81,9,0,0,0,0,0,9,4,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,7,16,7,21,0,8,0,52,473,179,335,39,45,28,1099,Central Goldfields (S)
21750,10,20,61,5,29,49,174,3,68,14,6,0,0,91,52,83,91,17,29,4,276,221,50,171,21,20,0,483,143,3,84,0,10,0,240,181,0,61,0,7,0,249,58,3,21,0,3,0,85,13,0,5,0,0,0,18,0,3,3,0,0,0,6,4,3,0,0,0,0,7,7,3,6,0,0,0,16,10,13,42,4,20,8,97,702,249,559,53,118,61,1742,Colac-Otway (S)
21830,0,17,108,3,93,106,327,8,55,22,3,11,3,102,58,26,146,3,27,3,263,157,23,136,3,23,0,342,72,0,35,0,6,0,113,57,0,16,0,3,0,76,16,0,5,0,0,0,21,4,0,8,0,0,0,12,0,0,5,0,0,0,5,0,0,3,0,0,0,3,3,0,7,0,0,0,10,4,9,38,0,28,3,82,379,130,529,12,191,115,1356,Corangamite (S)
21890,34,232,219,38,16,171,710,11,800,34,13,5,11,874,137,449,179,51,34,5,855,526,243,309,30,31,9,1148,761,107,227,19,32,7,1153,2000,171,452,25,56,12,2716,3830,100,705,8,84,11,4738,2734,16,480,9,41,9,3289,1009,10,181,3,7,6,1216,297,4,66,3,6,0,376,279,14,84,3,3,3,386,224,180,172,19,24,47,666,11842,2326,3108,221,339,291,18127,Darebin (C)
22110,7,43,143,40,62,138,433,11,153,58,20,21,3,266,131,147,202,26,65,4,575,457,121,243,33,72,9,935,288,48,156,8,17,5,522,435,19,131,6,6,3,600,253,7,45,0,7,0,312,71,0,14,0,0,3,88,7,0,7,0,3,0,17,0,0,0,0,3,0,3,9,4,14,0,3,0,30,20,22,60,9,26,5,142,1689,564,1073,142,285,170,3923,East Gippsland (S)
22170,17,120,141,15,14,125,432,8,408,35,39,28,4,522,84,288,195,46,31,5,649,528,170,343,22,86,8,1157,614,67,325,35,103,11,1155,2167,139,555,19,75,19,2974,3341,26,541,7,43,22,3980,1086,4,186,3,7,7,1293,200,0,46,0,6,0,252,48,0,15,0,0,0,63,94,8,28,0,4,0,134,167,78,108,19,15,27,414,8354,1308,2518,205,412,228,13025,Frankston (C)
22250,5,30,77,3,35,57,207,8,33,22,0,11,0,74,150,35,103,3,19,3,313,148,8,57,3,6,3,225,16,0,13,0,0,0,29,5,0,5,0,3,0,13,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,6,8,17,3,14,4,52,350,114,299,12,88,67,930,Gannawarra (S)
