lga_code16,mng_nni_h_0,mng_nni_h_1_15,mng_nni_h_16_24,mng_nni_h_25_34,mng_nni_h_35_39,mng_nni_h_40,mng_nni_h_41_48,mng_nni_h_49mo,mng_nni_h_ns,mng_nni_h_tot,mng_1_149_h_0,mng_1_149_h_1_15,mng_1_149_h_16_24,mng_1_149_h_25_34,mng_1_149_h_35_39,mng_1_149_h_40,mng_1_149_h_41_48,mng_1_149_h_49mo,mng_1_149_h_ns,mng_1_149_h_tot,mng_150_299_h_0,mng_150_299_h_1_15,mng_150_299_h_16_24,mng_150_299_h_25_34,mng_150_299_h_35_39,mng_150_299_h_40,mng_150_299_h_41_48,mng_150_299_h_49mo,mng_150_299_h_ns,mng_150_299_h_tot,mng_300_399_h_0,mng_300_399_h_1_15,mng_300_399_h_16_24,mng_300_399_h_25_34,mng_300_399_h_35_39,mng_300_399_h_40,mng_300_399_h_41_48,mng_300_399_h_49mo,mng_300_399_h_ns,mng_300_399_h_tot,mng_400_499_h_0,mng_400_499_h_1_15,mng_400_499_h_16_24,mng_400_499_h_25_34,mng_400_499_h_35_39,mng_400_499_h_40,mng_400_499_h_41_48,mng_400_499_h_49mo,mng_400_499_h_ns,mng_400_499_h_tot,mng_500_649_h_0,mng_500_649_h_1_15,mng_500_649_h_16_24,mng_500_649_h_25_34,mng_500_649_h_35_39,mng_500_649_h_40,mng_500_649_h_41_48,mng_500_649_h_49mo,mng_500_649_h_ns,mng_500_649_h_tot,mng_650_799_h_0,mng_650_799_h_1_15,mng_650_799_h_16_24,mng_650_799_h_25_34,mng_650_799_h_35_39,mng_650_799_h_40,mng_650_799_h_41_48,mng_650_799_h_49mo,mng_650_799_h_ns,mng_650_799_h_tot,mng_800_999_h_0,mng_800_999_h_1_15,mng_800_999_h_16_24,mng_800_999_h_25_34,mng_800_999_h_35_39,mng_800_999_h_40,mng_800_999_h_41_48,mng_800_999_h_49mo,mng_800_999_h_ns,mng_800_999_h_tot,mng_1000_1249_h_0,mng_1000_1249_h_1_15,mng_1000_1249_h_16_24,mng_1000_1249_h_25_34,mng_1000_1249_h_35_39,mng_1000_1249_h_40,mng_1000_1249_h_41_48,mng_1000_1249_h_49mo,mng_1000_1249_h_ns,mng_1000_1249_h_tot,mng_1250_1499_h_0,mng_1250_1499_h_1_15,mng_1250_1499_h_16_24,mng_1250_1499_h_25_34,mng_1250_1499_h_35_39,mng_1250_1499_h_40,mng_1250_1499_h_41_48,mng_1250_1499_h_49mo,mng_1250_1499_h_ns,mng_1250_1499_h_tot,mng_1500_1749_h_0,mng_1500_1749_h_1_15,mng_1500_1749_h_16_24,mng_1500_1749_h_25_34,mng_1500_1749_h_35_39,mng_1500_1749_h_40,mng_1500_1749_h_41_48,mng_1500_1749_h_49mo,mng_1500_1749_h_ns,mng_1500_1749_h_tot,mng_1750_1999_h_0,mng_1750_1999_h_1_15,mng_1750_1999_h_16_24,mng_1750_1999_h_25_34,mng_1750_1999_h_35_39,mng_1750_1999_h_40,mng_1750_1999_h_41_48,mng_1750_1999_h_49mo,mng_1750_1999_h_ns,mng_1750_1999_h_tot,mng_2000_2999_h_0,mng_2000_2999_h_1_15,mng_2000_2999_h_16_24,mng_2000_2999_h_25_34,mng_2000_2999_h_35_39,mng_2000_2999_h_40,mng_2000_2999_h_41_48,mng_2000_2999_h_49mo,mng_2000_2999_h_ns,mng_2000_2999_h_tot,mng_3000mo_h_0,mng_3000mo_h_1_15,mng_3000mo_h_16_24,mng_3000mo_h_25_34,mng_3000mo_h_35_39,mng_3000mo_h_40,mng_3000mo_h_41_48,mng_3000mo_h_49mo,mng_3000mo_h_ns,mng_3000mo_h_tot,mng_pins_h_0,mng_pins_h_1_15,mng_pins_h_16_24,mng_pins_h_25_34,mng_pins_h_35_39,mng_pins_h_40,mng_pins_h_41_48,mng_pins_h_49mo,mng_pins_h_ns,mng_pins_h_tot,mng_tot_h_0,mng_tot_h_1_15,mng_tot_h_16_24,mng_tot_h_25_34,mng_tot_h_35_39,mng_tot_h_40,mng_tot_h_41_48,mng_tot_h_49mo,mng_tot_h_ns,mng_tot_h_tot,pro_nni_h_0,pro_nni_h_1_15,pro_nni_h_16_24,pro_nni_h_25_34,pro_nni_h_35_39,pro_nni_h_40,pro_nni_h_41_48,pro_nni_h_49mo,pro_nni_h_ns,pro_nni_h_tot,pro_1_149_h_0,pro_1_149_h_1_15,pro_1_149_h_16_24,pro_1_149_h_25_34,pro_1_149_h_35_39,pro_1_149_h_40,pro_1_149_h_41_48,pro_1_149_h_49mo,pro_1_149_h_ns,pro_1_149_h_tot,pro_150_299_h_0,pro_150_299_h_1_15,pro_150_299_h_16_24,pro_150_299_h_25_34,pro_150_299_h_35_39,pro_150_299_h_40,pro_150_299_h_41_48,pro_150_299_h_49mo,pro_150_299_h_ns,pro_150_299_h_tot,pro_300_399_h_0,pro_300_399_h_1_15,pro_300_399_h_16_24,pro_300_399_h_25_34,pro_300_399_h_35_39,pro_300_399_h_40,pro_300_399_h_41_48,pro_300_399_h_49mo,pro_300_399_h_ns,pro_300_399_h_tot,lga_name16
17040,0,3,0,0,3,5,3,25,3,46,0,7,8,0,0,3,5,12,0,34,4,3,3,13,0,8,3,20,0,53,0,8,7,5,3,3,11,23,4,67,3,12,7,12,9,3,5,47,0,92,5,15,9,13,6,20,16,72,0,148,3,9,18,13,15,24,12,75,0,168,3,7,8,15,19,31,32,104,0,232,9,12,11,8,19,50,32,119,3,257,5,5,8,10,12,23,11,84,4,170,5,6,8,0,11,26,15,62,4,136,3,0,0,4,8,23,14,34,3,93,4,8,0,3,20,25,18,85,0,168,4,0,3,3,6,17,8,65,3,109,0,0,3,4,0,6,5,15,0,32,47,95,87,102,143,269,184,851,25,1804,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,8,0,15,3,0,0,7,0,3,0,30,0,6,3,3,4,0,0,3,0,20,Snowy Monaro Regional (A)
17080,0,3,0,0,0,7,0,11,0,28,0,7,0,0,0,0,4,3,0,17,3,3,0,3,0,3,3,5,0,26,0,5,0,4,3,0,0,24,0,44,0,8,10,9,0,6,3,20,4,60,8,3,10,12,3,17,8,40,3,103,4,0,3,7,11,7,11,29,5,85,4,10,4,9,15,18,4,26,6,99,6,5,6,7,19,28,15,47,0,134,3,3,5,3,10,20,15,46,0,104,3,3,3,5,8,17,10,41,3,98,3,0,0,0,6,5,3,31,0,49,4,3,0,0,9,8,14,66,0,114,3,0,0,0,0,4,8,44,0,64,0,0,0,4,0,3,0,15,3,31,38,55,59,77,97,145,101,457,29,1049,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,9,0,6,7,0,0,0,0,3,0,15,Snowy Valleys (A)
17420,6,8,7,6,12,16,0,21,0,81,7,33,7,4,3,7,4,8,0,72,4,40,11,12,3,8,0,16,0,96,5,35,27,18,7,8,3,25,0,135,4,22,42,21,16,28,7,24,3,178,12,29,51,58,26,42,11,43,9,281,14,22,50,52,105,105,35,66,7,450,11,27,35,64,182,185,96,135,10,738,20,15,36,67,182,286,114,211,11,942,16,13,25,34,154,264,93,216,15,832,19,15,22,36,134,268,139,282,8,914,11,7,11,21,95,238,103,242,9,733,41,24,26,51,206,540,313,782,14,2003,25,30,16,40,68,353,224,1031,11,1803,0,8,4,8,11,33,14,30,20,121,204,325,367,488,1220,2366,1167,3135,109,9381,14,21,8,6,4,8,3,11,5,75,11,245,11,5,4,14,0,6,3,298,5,204,54,15,3,14,3,7,3,300,4,142,78,27,11,15,6,18,0,309,The Hills Shire (A)
17550,0,4,7,8,0,0,0,22,0,40,0,16,0,3,6,7,0,10,0,49,8,21,20,11,3,10,4,25,3,99,0,28,19,15,5,21,8,41,3,130,5,17,29,14,14,8,12,52,4,146,8,15,29,36,25,29,20,76,7,249,8,12,29,39,43,56,31,63,3,281,6,11,16,34,87,87,51,104,5,402,10,10,16,37,78,142,82,156,6,534,3,5,7,20,49,58,39,94,4,287,6,0,3,21,27,56,34,106,0,263,4,0,4,4,25,41,26,78,0,181,19,5,14,12,29,60,43,146,8,324,4,5,3,10,9,27,10,107,0,183,0,0,8,7,8,10,10,23,5,57,74,162,196,262,411,611,360,1114,49,3235,0,9,5,3,3,0,0,4,0,20,8,45,9,3,0,0,0,0,0,64,3,59,15,15,0,3,0,11,0,113,3,56,34,17,7,8,0,3,0,130,Tweed (A)
17620,0,0,4,4,4,0,3,27,0,39,0,3,0,0,3,3,0,12,3,20,0,11,0,0,3,3,3,20,0,40,0,3,3,11,0,3,0,25,0,49,0,4,9,4,3,5,0,26,0,52,4,5,6,7,5,8,4,42,0,88,0,4,3,9,16,19,11,34,0,96,0,0,3,4,15,21,12,39,0,106,0,3,4,8,20,26,14,58,0,128,4,0,3,7,14,14,11,43,0,95,0,0,0,3,7,17,7,29,0,64,0,0,0,3,10,4,3,28,0,43,4,0,3,0,0,15,10,37,0,72,0,0,0,8,0,9,6,32,0,51,3,8,0,4,0,3,0,8,7,28,31,43,43,69,96,146,82,438,16,967,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,0,0,0,0,9,0,13,3,0,0,0,0,0,0,10,0,3,6,0,0,0,0,3,0,16,Upper Hunter Shire (A)
17640,0,4,0,3,0,3,3,16,0,37,0,4,0,0,0,4,3,11,0,22,3,5,4,3,3,4,3,24,0,54,0,9,4,5,0,8,0,15,3,49,0,0,3,11,4,9,5,30,0,56,0,7,7,16,3,14,3,55,3,111,0,3,8,11,6,9,3,42,3,82,0,3,10,7,5,19,11,39,0,89,0,9,4,13,6,18,7,41,0,93,0,0,4,3,5,12,10,27,0,60,0,4,0,0,4,8,4,34,4,56,0,0,3,0,0,4,5,9,0,25,0,0,3,3,3,5,6,31,0,60,0,0,4,4,7,8,7,25,0,49,0,3,0,0,0,0,0,13,0,17,13,57,47,76,49,117,73,407,13,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,4,3,3,0,0,0,0,0,11,Upper Lachlan Shire (A)
17650,0,0,3,0,0,0,0,6,4,16,0,3,0,0,0,0,0,7,0,10,0,3,0,3,3,7,3,6,0,26,0,0,6,3,0,0,0,20,0,29,0,3,0,0,0,0,0,6,0,18,0,0,0,3,3,9,4,27,0,46,0,0,0,0,0,6,3,19,4,33,0,0,0,0,7,9,4,10,4,29,0,0,0,3,9,12,8,26,0,47,0,3,0,3,5,6,0,18,0,33,3,0,0,0,3,7,0,12,0,24,4,0,0,0,3,0,0,11,0,14,3,3,0,0,3,3,5,8,0,29,0,0,0,0,4,0,0,6,0,16,0,0,0,0,0,0,0,4,0,14,10,18,14,30,37,57,26,183,11,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,Uralla (A)
17750,0,5,8,3,0,3,0,33,0,52,5,6,3,0,3,3,0,16,0,37,0,19,4,4,5,4,4,13,4,59,4,9,9,5,6,11,3,28,11,82,0,7,17,10,3,15,11,36,0,98,3,11,24,25,28,34,12,68,3,200,0,10,19,26,57,59,17,61,0,250,6,15,4,34,95,93,49,113,3,423,9,17,12,27,98,120,76,147,6,506,9,4,4,17,64,95,81,131,4,417,9,9,3,11,59,91,58,143,0,373,7,4,0,5,57,56,47,113,4,295,21,3,5,4,62,108,82,197,4,496,5,3,8,8,14,31,26,147,3,248,7,7,3,6,7,6,5,17,0,53,91,124,133,198,545,729,478,1254,43,3594,3,0,0,0,3,0,0,0,0,15,5,33,0,3,3,3,0,0,0,50,0,30,8,3,0,5,0,0,3,55,7,31,13,3,4,3,3,0,0,67,Wagga Wagga (C)
17850,0,4,0,0,0,6,0,11,0,21,0,0,0,0,0,0,0,6,0,8,0,0,3,3,3,0,0,15,0,32,0,8,0,0,0,9,0,13,0,30,3,0,3,3,0,3,0,18,0,31,0,6,4,3,4,7,7,23,0,54,0,5,3,6,6,9,0,16,0,42,0,4,0,6,0,13,9,34,0,62,0,3,0,7,3,4,6,29,3,57,0,0,0,3,0,7,3,13,0,32,0,0,0,3,3,3,5,15,0,34,0,0,0,0,3,4,4,9,0,21,0,0,0,0,3,3,3,12,0,26,0,0,0,0,0,4,3,10,0,17,0,0,0,0,0,6,0,15,0,24,7,28,13,41,29,76,37,246,9,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Walcha (A)
17900,0,8,3,3,0,6,0,42,3,65,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,3,0,19,0,20,0,0,0,0,0,4,0,7,0,16,0,3,4,0,0,3,0,18,3,34,3,0,0,3,0,4,0,18,0,33,0,0,0,3,0,4,3,20,0,37,0,3,0,3,5,6,6,20,0,42,4,0,0,3,3,9,5,30,0,60,0,0,0,0,8,6,3,17,0,36,0,0,0,0,3,7,3,18,0,32,0,0,0,0,0,5,0,20,0,23,0,0,0,7,4,5,3,26,0,41,0,0,4,0,0,0,0,22,0,34,0,0,0,0,0,0,0,11,7,18,15,19,10,24,29,63,35,288,17,501,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,7,Walgett (A)
17950,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,5,8,8,4,25,0,0,0,5,0,4,3,26,0,41,0,0,5,0,3,3,0,11,0,20,0,3,0,3,3,8,0,29,0,44,3,0,3,3,3,10,3,23,0,53,0,3,0,0,5,5,0,18,0,37,0,0,0,0,0,7,3,18,0,29,0,0,0,0,0,3,5,14,0,26,0,0,3,0,3,5,0,15,0,24,0,0,0,0,0,3,0,15,0,20,0,0,0,0,0,0,0,3,0,8,11,12,13,13,15,58,25,192,4,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,3,3,0,0,0,14,0,28,0,50,0,5,0,0,4,4,3,9,0,24,0,3,3,3,0,10,0,37,3,61,0,8,6,6,0,11,3,19,3,51,5,3,4,8,3,5,6,52,0,81,0,6,4,10,4,8,4,31,3,68,0,3,3,3,4,12,11,42,0,80,4,0,0,8,4,9,8,45,0,81,3,0,3,3,7,17,13,31,7,85,0,3,0,3,5,7,6,16,0,52,0,0,0,3,5,10,4,34,0,52,0,3,3,0,0,8,6,13,0,36,3,0,0,0,3,10,8,32,0,58,0,0,0,3,3,3,3,22,0,39,3,3,0,0,3,7,0,17,0,37,28,37,38,57,35,122,71,437,16,850,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,10,0,3,3,0,0,0,0,0,0,5,Warrumbungle Shire (A)
18050,0,0,5,4,3,8,4,15,4,43,0,7,0,0,0,3,0,0,0,16,0,15,6,6,3,3,0,5,0,43,0,11,19,3,0,12,0,12,0,59,0,10,33,4,4,7,0,12,3,77,3,9,33,23,13,24,10,18,0,137,3,9,20,31,70,56,19,25,3,241,10,17,26,37,108,97,40,74,3,399,5,10,18,40,135,146,76,102,4,531,7,0,8,29,53,85,50,96,0,342,5,7,6,30,49,81,54,81,3,312,3,3,11,8,35,54,31,82,3,222,6,8,11,19,46,132,73,158,0,457,11,7,13,30,25,93,46,241,5,478,0,4,3,3,5,10,3,4,4,44,61,127,204,273,549,808,403,930,41,3396,3,5,12,3,3,10,0,5,0,43,0,85,6,11,0,3,0,3,4,113,3,79,19,6,3,5,0,3,4,124,5,64,30,10,10,9,6,3,3,135,Waverley (A)
18100,0,0,0,3,0,0,0,8,0,16,0,0,0,0,0,0,0,9,0,8,0,0,0,5,0,5,0,6,0,15,0,0,3,0,0,4,0,9,3,20,0,0,0,3,0,3,0,14,0,26,0,0,3,5,0,9,5,25,0,52,0,8,3,3,0,16,3,19,0,55,3,0,9,4,3,3,3,25,0,54,3,0,4,5,5,18,3,22,0,59,0,3,4,0,0,3,3,29,0,37,0,0,0,0,0,3,6,15,0,25,0,0,0,3,3,3,0,10,0,18,0,0,0,0,0,3,4,18,0,28,0,3,0,0,0,6,0,19,0,32,0,0,0,0,0,0,0,4,5,14,7,26,22,32,13,79,36,231,6,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,Weddin (A)
18200,0,0,0,5,0,0,0,16,0,21,0,3,0,3,0,0,0,10,0,14,0,0,3,5,0,3,0,13,0,32,0,6,0,4,3,4,0,6,0,21,0,4,3,0,3,3,0,12,0,32,0,4,4,8,6,7,4,18,0,53,0,3,0,3,10,11,10,20,0,60,0,7,0,8,15,11,5,26,0,66,0,0,5,0,11,16,10,31,0,78,0,0,3,0,8,7,8,24,0,56,4,0,0,3,12,3,3,25,0,51,0,0,0,6,4,6,6,19,0,47,3,0,0,4,3,14,4,27,0,56,3,3,0,3,0,8,3,13,0,33,0,0,0,0,0,0,0,3,0,6,16,33,22,38,72,105,59,257,5,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,Wentworth (A)
18230,0,6,3,3,3,10,4,30,0,59,0,13,3,3,0,3,0,14,0,38,5,8,4,4,0,4,4,23,4,66,0,13,13,10,3,9,3,33,3,86,3,7,16,3,0,12,3,50,0,101,6,7,16,21,15,32,11,66,0,174,9,13,4,29,49,45,31,65,4,246,10,8,10,32,67,75,49,100,3,352,5,3,13,24,64,88,60,130,3,391,3,0,4,6,45,62,31,90,0,248,5,4,3,7,44,57,45,98,3,269,4,6,3,11,29,40,32,69,0,198,12,6,6,8,56,59,64,155,3,371,6,7,9,0,11,33,14,105,0,191,0,0,0,0,6,8,9,32,4,57,82,98,102,166,389,536,366,1068,34,2837,4,0,0,0,0,0,0,0,0,15,0,9,3,0,0,0,0,0,0,19,4,25,17,0,4,3,0,4,3,55,10,14,10,3,4,0,0,5,0,45,Western Plains Regional (A)
18250,0,6,6,5,5,11,3,25,3,68,0,24,3,4,0,0,0,4,0,36,3,28,13,3,0,3,0,0,0,54,3,14,22,8,0,8,0,7,3,73,3,13,30,17,15,21,3,14,0,118,0,13,53,43,14,29,6,29,7,205,9,21,37,49,84,83,28,46,3,359,15,14,42,53,182,158,59,82,5,612,12,21,43,49,180,256,87,164,8,816,13,14,35,47,161,239,116,145,5,781,21,12,31,42,151,261,137,246,5,907,13,6,18,38,85,214,98,193,8,671,55,24,36,81,256,615,336,687,14,2097,33,40,41,54,128,504,384,1284,11,2472,0,3,3,3,11,20,6,28,18,96,175,259,406,500,1275,2426,1267,2961,90,9359,10,17,9,7,9,16,3,7,3,84,18,148,11,6,4,5,0,6,11,217,16,173,37,4,5,14,0,6,4,262,14,131,71,25,15,16,3,9,8,283,Willoughby (C)
18350,3,9,3,10,3,7,0,20,0,54,0,4,3,0,3,3,3,3,0,27,0,12,9,6,6,3,0,12,0,46,0,19,13,13,3,12,9,15,0,88,3,14,15,10,3,13,7,28,0,87,3,15,22,19,20,24,7,32,0,153,3,18,18,28,38,38,19,41,0,205,7,14,9,27,58,68,27,58,0,271,3,13,15,27,49,71,43,110,3,347,0,13,10,16,28,50,24,94,3,235,0,9,15,10,31,31,36,99,0,235,3,4,9,8,24,27,26,80,0,182,6,8,6,3,27,55,46,136,4,288,5,15,8,14,8,32,14,98,0,194,0,0,4,4,4,12,3,15,3,47,50,167,158,197,310,430,282,852,22,2457,7,6,8,4,0,3,0,3,0,26,0,30,3,0,4,7,0,0,0,51,0,49,13,3,0,5,0,3,0,81,0,40,17,6,4,9,3,9,0,91,Wingecarribee (A)
18400,0,0,3,4,0,7,0,0,0,18,0,9,0,3,0,0,0,7,0,19,3,9,5,7,5,4,0,9,0,36,0,7,9,10,3,0,0,9,0,37,5,5,6,6,0,5,3,20,3,52,4,9,5,15,10,10,3,24,3,83,4,3,8,7,19,30,11,34,3,122,0,3,7,7,24,42,12,51,5,152,5,3,7,12,21,41,16,49,0,153,0,6,3,7,21,28,21,49,3,125,0,3,0,12,16,30,23,49,3,120,0,0,0,0,11,14,13,42,7,91,0,3,0,5,18,26,33,69,0,159,7,6,0,6,3,20,14,63,0,117,0,0,3,0,0,3,0,12,5,32,28,62,56,90,150,265,157,479,29,1330,0,0,3,0,0,0,0,3,0,12,0,21,5,0,0,0,0,0,0,33,0,17,6,3,0,4,0,3,0,33,0,27,18,3,3,0,0,9,0,67,Wollondilly (A)
18450,0,6,4,6,0,13,7,27,0,61,0,37,3,3,3,4,0,7,0,59,6,44,16,16,7,7,3,17,3,120,3,30,36,20,4,15,9,25,3,140,3,26,54,44,13,20,13,34,0,210,11,22,59,61,40,50,18,62,4,328,6,24,46,76,135,95,27,91,3,502,19,21,43,64,197,182,68,136,10,741,29,16,32,80,195,230,140,223,8,939,21,8,30,49,166,186,112,187,3,757,14,17,23,51,163,215,121,225,8,829,19,10,11,25,140,169,125,198,3,695,46,15,18,39,233,360,309,535,8,1573,17,8,9,17,51,137,145,459,7,857,5,3,0,9,18,22,4,33,12,100,200,283,383,555,1369,1692,1091,2258,72,7908,9,18,6,6,7,4,3,7,0,64,12,200,11,7,3,9,4,4,8,259,18,206,45,19,11,12,0,7,11,331,18,232,92,21,12,16,3,9,3,407,Wollongong (C)
18500,0,5,10,4,3,7,3,7,0,40,0,3,7,3,0,0,0,3,0,18,3,13,3,3,4,8,0,3,0,40,0,13,8,8,0,4,0,0,0,41,0,10,15,8,9,4,3,11,0,68,4,12,26,17,14,23,3,19,4,119,3,11,19,16,27,37,18,31,0,162,11,6,14,31,47,73,38,60,3,273,12,10,16,26,95,133,52,92,5,445,3,17,12,22,49,84,54,94,3,332,3,8,10,19,40,85,51,105,0,319,5,8,5,14,25,59,62,62,0,234,10,16,13,21,29,95,87,204,0,468,4,45,38,33,33,75,50,306,3,602,0,4,3,4,5,8,11,13,5,54,64,181,195,230,378,694,434,1005,33,3211,3,8,3,3,0,4,3,8,0,37,4,59,5,4,0,4,0,5,8,91,7,79,17,4,8,3,4,3,0,128,3,60,29,12,0,7,0,4,0,119,Woollahra (A)
18710,0,0,0,5,3,3,0,6,0,18,0,5,0,0,0,0,3,4,0,10,0,7,3,3,0,4,0,4,0,33,0,3,4,8,3,0,0,8,0,29,0,6,3,7,4,3,3,8,0,35,3,9,7,10,8,17,5,19,0,81,0,3,3,6,7,12,5,20,0,60,0,0,10,11,11,22,4,28,0,89,3,0,6,3,15,21,18,49,0,118,0,5,6,6,14,6,4,24,0,67,0,3,3,4,7,17,9,31,0,70,0,4,0,0,3,11,6,24,0,53,3,7,0,7,10,6,3,30,0,65,0,0,3,0,4,4,3,31,3,56,0,0,0,0,0,6,0,0,5,19,22,56,56,71,76,136,67,302,11,798,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,5,4,4,0,0,0,0,0,22,0,8,0,0,0,0,0,0,0,15,Yass Valley (A)
19399,0,4,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,3,0,0,15,0,14,0,3,0,0,0,3,0,11,0,21,0,0,3,0,0,3,4,13,0,22,0,0,0,0,5,3,0,6,0,22,4,0,0,4,0,3,3,22,0,34,4,0,0,0,4,4,4,10,0,29,0,0,0,0,0,10,0,9,0,19,0,0,0,0,0,0,3,10,0,10,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,3,0,5,9,15,10,7,15,23,13,131,3,234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,Unincorporated NSW
20110,0,0,0,0,3,0,0,4,0,14,0,3,0,0,3,3,0,11,0,23,3,9,3,0,3,6,0,12,0,38,3,9,7,5,3,3,0,28,0,66,6,4,6,5,0,12,0,18,0,50,5,6,10,13,12,15,14,42,4,111,3,3,12,10,15,13,8,28,3,89,6,3,7,11,14,20,8,43,3,116,0,0,7,11,8,29,7,35,0,99,4,4,0,6,4,16,5,24,0,62,3,0,0,4,10,8,10,27,0,57,0,0,0,0,4,3,5,8,0,26,0,0,6,0,9,14,8,30,3,61,0,0,3,0,0,9,4,7,0,27,0,0,0,5,0,0,0,10,0,15,37,45,68,70,76,135,81,332,13,864,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,3,0,8,0,4,0,0,0,3,0,0,0,14,3,4,6,4,3,3,0,3,0,30,Alpine (S)
20260,0,10,3,0,0,5,3,28,0,47,0,7,0,4,0,3,3,12,0,28,4,5,3,8,0,9,3,15,0,37,0,7,3,9,0,13,0,20,0,54,3,3,7,10,3,5,7,19,0,57,8,9,10,6,3,5,3,24,0,61,3,7,8,12,11,27,13,22,0,92,4,3,4,3,10,27,12,29,0,95,3,4,3,0,19,20,10,49,3,111,4,0,0,3,12,15,9,30,0,75,0,0,3,0,5,11,6,23,3,61,0,0,3,0,3,11,4,28,0,50,3,0,0,0,3,9,15,37,3,73,4,0,0,0,0,0,3,19,0,35,0,0,0,0,3,0,0,4,7,10,34,56,40,55,78,159,83,357,16,885,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,12,0,9,6,0,0,0,0,3,0,20,Ararat (RC)
20570,0,3,0,10,4,8,4,29,3,60,3,16,7,6,0,0,0,10,0,46,3,27,9,9,6,8,0,8,3,76,3,19,19,14,3,9,10,26,0,112,3,17,36,24,11,18,6,28,0,145,10,34,37,57,28,26,10,57,3,262,4,13,24,59,93,72,34,75,6,375,12,7,14,51,151,136,63,92,5,541,12,8,16,32,130,147,120,148,8,627,10,10,16,40,87,99,84,129,3,483,18,8,4,12,89,126,76,129,0,466,11,3,5,8,50,85,72,118,5,350,27,6,8,16,86,143,133,306,3,732,16,7,6,7,14,48,48,204,0,365,0,0,0,5,7,11,6,22,3,61,141,178,203,352,762,946,687,1396,43,4702,6,11,9,0,0,0,0,7,0,38,11,70,8,3,0,3,0,0,5,103,13,111,22,17,0,7,0,0,0,168,9,97,65,15,7,10,4,10,3,210,Ballarat (C)
20660,0,10,6,8,0,5,0,10,0,42,9,24,9,4,0,3,0,5,0,49,0,24,6,11,3,4,3,4,0,67,3,19,18,11,5,4,0,19,0,93,3,17,20,18,15,12,6,23,0,122,11,22,31,38,27,24,11,40,3,201,10,11,22,44,58,46,20,44,10,258,6,19,11,40,93,85,46,57,0,356,12,8,29,37,97,133,57,100,8,479,11,9,10,29,70,110,63,102,3,395,9,4,17,26,75,108,71,108,4,431,3,8,3,22,40,84,62,116,0,327,20,10,12,18,49,141,91,207,7,545,12,13,8,14,15,55,38,189,4,348,0,4,4,3,8,8,4,21,9,63,108,187,211,332,554,832,478,1054,36,3785,10,5,4,10,0,6,4,10,0,51,13,124,4,8,0,4,0,3,0,161,16,150,43,12,6,6,3,9,0,255,14,134,84,15,0,16,5,10,3,277,Banyule (C)
