lga_code16,mng_nni_h_0,mng_nni_h_1_15,mng_nni_h_16_24,mng_nni_h_25_34,mng_nni_h_35_39,mng_nni_h_40,mng_nni_h_41_48,mng_nni_h_49mo,mng_nni_h_ns,mng_nni_h_tot,mng_1_149_h_0,mng_1_149_h_1_15,mng_1_149_h_16_24,mng_1_149_h_25_34,mng_1_149_h_35_39,mng_1_149_h_40,mng_1_149_h_41_48,mng_1_149_h_49mo,mng_1_149_h_ns,mng_1_149_h_tot,mng_150_299_h_0,mng_150_299_h_1_15,mng_150_299_h_16_24,mng_150_299_h_25_34,mng_150_299_h_35_39,mng_150_299_h_40,mng_150_299_h_41_48,mng_150_299_h_49mo,mng_150_299_h_ns,mng_150_299_h_tot,mng_300_399_h_0,mng_300_399_h_1_15,mng_300_399_h_16_24,mng_300_399_h_25_34,mng_300_399_h_35_39,mng_300_399_h_40,mng_300_399_h_41_48,mng_300_399_h_49mo,mng_300_399_h_ns,mng_300_399_h_tot,mng_400_499_h_0,mng_400_499_h_1_15,mng_400_499_h_16_24,mng_400_499_h_25_34,mng_400_499_h_35_39,mng_400_499_h_40,mng_400_499_h_41_48,mng_400_499_h_49mo,mng_400_499_h_ns,mng_400_499_h_tot,mng_500_649_h_0,mng_500_649_h_1_15,mng_500_649_h_16_24,mng_500_649_h_25_34,mng_500_649_h_35_39,mng_500_649_h_40,mng_500_649_h_41_48,mng_500_649_h_49mo,mng_500_649_h_ns,mng_500_649_h_tot,mng_650_799_h_0,mng_650_799_h_1_15,mng_650_799_h_16_24,mng_650_799_h_25_34,mng_650_799_h_35_39,mng_650_799_h_40,mng_650_799_h_41_48,mng_650_799_h_49mo,mng_650_799_h_ns,mng_650_799_h_tot,mng_800_999_h_0,mng_800_999_h_1_15,mng_800_999_h_16_24,mng_800_999_h_25_34,mng_800_999_h_35_39,mng_800_999_h_40,mng_800_999_h_41_48,mng_800_999_h_49mo,mng_800_999_h_ns,mng_800_999_h_tot,mng_1000_1249_h_0,mng_1000_1249_h_1_15,mng_1000_1249_h_16_24,mng_1000_1249_h_25_34,mng_1000_1249_h_35_39,mng_1000_1249_h_40,mng_1000_1249_h_41_48,mng_1000_1249_h_49mo,mng_1000_1249_h_ns,mng_1000_1249_h_tot,mng_1250_1499_h_0,mng_1250_1499_h_1_15,mng_1250_1499_h_16_24,mng_1250_1499_h_25_34,mng_1250_1499_h_35_39,mng_1250_1499_h_40,mng_1250_1499_h_41_48,mng_1250_1499_h_49mo,mng_1250_1499_h_ns,mng_1250_1499_h_tot,mng_1500_1749_h_0,mng_1500_1749_h_1_15,mng_1500_1749_h_16_24,mng_1500_1749_h_25_34,mng_1500_1749_h_35_39,mng_1500_1749_h_40,mng_1500_1749_h_41_48,mng_1500_1749_h_49mo,mng_1500_1749_h_ns,mng_1500_1749_h_tot,mng_1750_1999_h_0,mng_1750_1999_h_1_15,mng_1750_1999_h_16_24,mng_1750_1999_h_25_34,mng_1750_1999_h_35_39,mng_1750_1999_h_40,mng_1750_1999_h_41_48,mng_1750_1999_h_49mo,mng_1750_1999_h_ns,mng_1750_1999_h_tot,mng_2000_2999_h_0,mng_2000_2999_h_1_15,mng_2000_2999_h_16_24,mng_2000_2999_h_25_34,mng_2000_2999_h_35_39,mng_2000_2999_h_40,mng_2000_2999_h_41_48,mng_2000_2999_h_49mo,mng_2000_2999_h_ns,mng_2000_2999_h_tot,mng_3000mo_h_0,mng_3000mo_h_1_15,mng_3000mo_h_16_24,mng_3000mo_h_25_34,mng_3000mo_h_35_39,mng_3000mo_h_40,mng_3000mo_h_41_48,mng_3000mo_h_49mo,mng_3000mo_h_ns,mng_3000mo_h_tot,mng_pins_h_0,mng_pins_h_1_15,mng_pins_h_16_24,mng_pins_h_25_34,mng_pins_h_35_39,mng_pins_h_40,mng_pins_h_41_48,mng_pins_h_49mo,mng_pins_h_ns,mng_pins_h_tot,mng_tot_h_0,mng_tot_h_1_15,mng_tot_h_16_24,mng_tot_h_25_34,mng_tot_h_35_39,mng_tot_h_40,mng_tot_h_41_48,mng_tot_h_49mo,mng_tot_h_ns,mng_tot_h_tot,pro_nni_h_0,pro_nni_h_1_15,pro_nni_h_16_24,pro_nni_h_25_34,pro_nni_h_35_39,pro_nni_h_40,pro_nni_h_41_48,pro_nni_h_49mo,pro_nni_h_ns,pro_nni_h_tot,pro_1_149_h_0,pro_1_149_h_1_15,pro_1_149_h_16_24,pro_1_149_h_25_34,pro_1_149_h_35_39,pro_1_149_h_40,pro_1_149_h_41_48,pro_1_149_h_49mo,pro_1_149_h_ns,pro_1_149_h_tot,pro_150_299_h_0,pro_150_299_h_1_15,pro_150_299_h_16_24,pro_150_299_h_25_34,pro_150_299_h_35_39,pro_150_299_h_40,pro_150_299_h_41_48,pro_150_299_h_49mo,pro_150_299_h_ns,pro_150_299_h_tot,pro_300_399_h_0,pro_300_399_h_1_15,pro_300_399_h_16_24,pro_300_399_h_25_34,pro_300_399_h_35_39,pro_300_399_h_40,pro_300_399_h_41_48,pro_300_399_h_49mo,pro_300_399_h_ns,pro_300_399_h_tot,lga_name16
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,8,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,23,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Menzies (S)
55460,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,5,0,7,0,0,3,0,0,0,4,6,0,13,0,0,0,3,0,0,0,6,0,18,0,0,0,0,6,0,3,9,0,20,4,5,0,0,3,5,0,10,0,26,0,0,0,0,4,10,3,11,0,31,5,0,0,0,3,0,3,13,0,21,0,3,4,3,0,8,0,9,0,28,0,0,0,0,3,3,6,8,0,18,3,0,0,0,3,3,4,15,0,33,0,0,0,0,0,3,7,10,0,21,0,0,0,0,0,0,3,0,0,4,21,13,9,12,26,36,38,113,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Merredin (S)
56090,0,4,0,0,0,3,0,6,0,23,0,4,0,0,0,0,0,3,0,11,0,8,3,0,3,0,0,0,0,23,0,15,8,3,0,3,4,3,0,33,0,7,13,3,0,5,3,8,0,41,0,7,5,11,3,9,3,9,0,51,0,7,9,13,4,11,10,10,0,66,3,3,6,11,11,14,6,18,0,81,0,0,5,8,22,32,12,25,0,103,3,0,0,0,16,26,15,30,0,94,0,3,5,4,18,15,21,32,0,97,0,0,3,0,5,17,6,27,0,66,3,3,3,3,11,30,40,59,0,160,4,3,0,4,7,12,11,37,0,78,0,0,0,0,0,0,3,0,4,6,27,66,64,72,112,178,122,283,9,929,0,0,0,0,0,3,0,3,0,11,0,22,3,0,0,0,0,3,0,36,4,23,11,0,0,3,0,8,0,47,3,28,16,4,3,3,0,0,0,57,Mundaring (S)
56790,0,0,0,0,0,0,3,11,3,22,0,4,0,0,0,0,0,8,0,14,0,3,0,0,0,3,0,4,0,13,0,3,6,0,0,3,0,3,0,12,0,0,3,0,0,7,5,11,0,23,0,0,3,6,0,3,3,15,0,30,0,0,3,7,3,0,9,22,0,43,0,0,0,3,0,7,4,14,0,30,0,0,0,6,3,9,12,22,0,55,0,0,3,0,3,3,0,9,0,17,0,0,0,0,0,0,0,5,0,13,0,0,0,0,3,0,0,7,0,13,0,0,0,0,0,4,4,10,0,19,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,13,0,14,9,16,22,19,19,33,44,163,6,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northampton (S)
55600,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,3,0,0,0,0,6,0,8,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,0,0,9,3,14,0,0,0,3,0,3,0,10,0,19,3,4,4,4,0,11,4,20,3,46,0,0,0,4,0,4,3,17,0,33,0,0,0,0,3,3,5,10,0,30,0,3,0,0,3,9,0,19,0,35,0,4,0,0,0,4,3,11,0,22,3,0,0,0,3,10,0,13,0,30,4,0,3,0,0,0,0,15,0,25,3,0,0,0,0,0,0,4,0,6,15,14,23,21,19,36,26,149,8,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,Moora (S)
57980,0,0,5,4,3,3,0,11,0,22,0,9,4,0,0,0,0,0,0,22,0,14,3,4,0,0,0,3,3,34,0,12,14,0,4,0,0,3,0,29,0,16,11,10,3,0,0,3,0,39,0,10,21,14,3,7,3,11,0,81,0,9,18,22,24,13,6,18,0,112,6,7,12,24,46,51,20,22,0,196,5,8,16,32,72,77,41,46,0,297,3,8,17,19,64,84,40,51,0,286,8,11,4,28,51,103,37,61,3,299,8,0,7,12,59,79,47,62,0,283,17,12,9,27,104,193,106,219,9,707,17,22,8,30,36,161,118,422,7,815,0,4,3,3,0,7,4,3,0,29,65,150,156,225,479,794,421,938,24,3257,12,9,3,0,0,3,0,0,0,23,5,95,0,0,3,3,3,0,3,116,10,118,22,5,0,0,0,3,3,167,10,105,26,7,4,3,0,3,0,155,Subiaco (C)
58050,4,7,5,3,6,16,5,36,0,91,0,26,11,10,0,3,0,11,0,63,8,28,16,8,6,4,9,13,0,81,3,23,22,11,9,14,3,28,0,110,0,15,22,27,12,4,0,23,0,103,3,17,50,58,28,32,11,42,3,246,10,22,24,57,84,78,19,56,3,355,13,22,27,56,167,141,68,117,3,609,24,20,33,53,183,198,134,199,7,849,20,13,18,26,148,179,108,175,3,684,19,8,21,25,106,202,99,234,3,721,17,8,4,16,77,173,116,225,5,646,26,15,16,19,112,299,252,482,8,1235,16,5,23,13,42,144,96,426,3,767,3,5,3,3,9,19,3,15,6,69,159,234,286,395,983,1522,916,2083,52,6622,4,8,4,3,6,5,0,10,0,38,5,95,13,5,0,5,0,3,0,124,8,99,25,12,0,9,3,3,0,153,6,65,30,6,9,11,0,7,0,143,Swan (C)
55670,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,6,0,4,0,15,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,6,0,10,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,4,0,10,0,13,0,0,4,0,0,0,0,0,0,3,6,0,7,3,10,15,10,56,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morawa (S)
55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,30,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Magnet (S)
56860,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,17,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,8,0,12,0,25,0,3,0,0,0,4,3,9,0,17,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,5,0,20,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,7,0,12,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,4,8,12,10,5,3,24,15,74,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Marshall (S)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,6,0,11,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,13,5,27,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tammin (S)
58260,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,16,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,8,0,3,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,3,0,4,3,7,3,8,3,7,4,48,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three Springs (S)
55740,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,7,6,3,3,4,0,3,0,20,0,0,0,3,0,3,0,3,0,10,0,0,0,0,5,3,3,0,0,15,0,0,3,4,6,7,0,12,0,30,0,3,0,0,4,9,3,3,0,20,0,4,0,4,3,6,7,8,0,28,0,0,0,3,3,8,8,5,0,19,3,3,0,3,4,4,16,20,0,47,3,8,3,8,0,4,0,12,0,39,0,0,0,0,0,0,0,0,0,0,3,27,25,30,35,49,29,62,0,263,0,0,0,0,0,0,0,0,0,4,0,10,0,3,0,3,0,0,0,17,0,14,3,0,0,0,0,0,0,19,0,12,3,0,0,0,0,0,0,12,Mosman Park (T)
56300,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,7,0,12,0,0,0,0,0,6,0,3,0,13,0,0,7,0,0,0,0,3,0,7,0,0,0,0,3,0,0,3,0,12,3,0,0,0,0,0,0,7,0,12,0,0,0,4,0,0,7,7,0,22,0,0,0,0,3,11,0,4,0,16,0,0,0,0,0,0,0,8,0,8,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,9,8,16,16,7,25,12,49,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Nannup (S)
57080,5,4,6,6,4,9,4,29,0,75,4,14,6,0,0,3,3,14,4,43,6,22,7,0,0,6,0,12,0,57,4,14,26,11,0,17,3,20,0,101,6,18,45,16,10,13,10,10,3,125,9,35,47,46,32,17,9,30,3,230,17,24,63,55,114,72,28,34,8,417,22,22,79,80,229,183,91,99,9,819,34,26,78,83,331,315,169,200,10,1251,49,26,54,86,286,320,158,199,3,1180,48,19,38,104,345,467,221,270,7,1509,59,10,38,91,272,486,209,243,3,1420,167,35,64,150,931,1649,985,1137,30,5155,171,64,54,115,375,1742,1324,3117,17,6981,7,0,7,6,14,42,16,43,14,138,603,322,614,863,2947,5344,3231,5450,115,19491,36,6,7,5,17,19,5,17,3,112,10,75,13,4,6,12,3,6,4,132,15,142,27,7,6,20,6,3,4,218,24,116,47,18,11,12,5,15,3,255,Perth (C)
57140,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,10,0,19,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,3,0,3,8,12,6,3,6,19,4,55,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pingelly (S)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murchison (S)
56230,0,3,0,0,0,4,0,11,0,23,0,0,0,0,0,4,0,0,0,9,0,7,4,0,0,0,0,3,0,22,0,3,9,4,0,0,0,9,0,21,5,8,4,0,0,0,0,5,3,16,3,0,8,8,3,4,0,11,0,37,0,0,9,0,3,9,0,12,0,34,0,3,7,3,11,7,3,14,0,48,0,0,3,4,5,14,3,19,0,55,0,0,3,0,9,9,0,24,0,49,0,0,6,5,10,19,4,26,0,68,0,0,0,0,3,4,3,22,0,35,0,0,3,0,13,27,14,43,3,104,6,0,3,3,13,11,17,48,0,99,0,3,0,0,0,3,0,0,0,11,19,36,53,35,73,110,50,234,7,625,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,0,0,11,0,3,3,4,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,13,Murray (S)
56370,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,8,0,10,3,0,3,0,0,3,0,9,0,19,0,0,0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,3,3,9,0,13,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,3,0,8,0,17,0,0,0,0,0,0,0,3,0,0,5,5,12,0,4,28,9,85,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narembeen (S)
56580,0,4,6,0,0,0,3,8,0,19,0,11,0,0,0,0,0,0,0,11,0,9,0,3,0,4,0,0,0,11,0,3,3,0,3,0,0,0,0,15,0,3,6,8,0,0,0,5,0,23,0,13,13,11,3,6,0,3,3,48,0,5,12,11,8,14,3,10,0,58,3,10,15,9,18,13,11,15,0,98,3,8,10,10,45,34,31,19,0,164,7,0,5,6,35,33,22,39,3,154,6,3,4,14,42,36,28,23,0,157,6,3,6,10,34,51,30,31,0,170,11,19,4,15,71,111,82,145,4,458,9,14,8,13,14,62,41,162,0,333,0,0,0,0,4,4,0,3,0,19,51,109,89,109,278,379,254,462,13,1735,5,4,4,0,0,0,0,4,0,19,3,49,3,0,0,0,0,0,3,58,7,63,11,0,3,3,0,0,0,90,11,87,14,11,0,3,3,0,0,128,Nedlands (C)
57210,0,4,4,0,3,3,0,6,0,19,0,0,0,0,0,0,0,7,0,14,0,4,3,3,0,4,3,11,0,23,5,11,4,0,0,3,0,9,0,33,3,6,9,3,8,3,0,8,0,37,0,4,8,6,3,4,6,17,0,48,0,3,6,3,0,4,0,13,0,36,5,5,4,7,4,3,6,26,0,60,0,0,7,7,6,13,14,12,0,54,3,4,3,3,3,5,20,26,3,63,3,3,0,0,0,7,6,16,0,32,3,0,0,0,0,3,0,9,0,23,6,3,0,3,0,0,6,18,0,38,0,0,0,0,0,4,3,11,3,22,0,0,0,3,0,0,0,0,0,9,34,54,43,34,28,64,61,196,8,511,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,Plantagenet (S)
56460,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,3,0,4,0,0,0,3,0,13,0,0,3,0,0,0,0,7,0,15,0,0,0,3,4,4,0,11,0,24,3,0,0,3,3,4,0,9,0,18,3,0,0,3,10,4,5,11,0,42,3,0,0,0,3,6,3,21,0,36,0,0,3,0,4,9,3,5,0,29,3,0,0,3,8,8,4,16,0,38,0,3,3,0,5,0,3,15,0,27,3,0,3,0,0,7,7,21,0,44,0,0,0,0,0,3,3,13,0,16,0,0,0,0,0,0,0,5,0,8,21,20,16,17,35,54,42,138,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,Narrogin (S)
56930,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,3,0,0,0,11,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,5,3,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,10,0,29,0,3,0,0,0,7,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,15,6,7,15,26,14,27,0,114,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,15,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,Peppermint Grove (S)
57280,0,3,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,3,4,0,5,8,3,0,0,0,23,3,0,0,5,3,8,0,3,0,27,4,0,0,0,9,12,4,27,0,59,6,0,0,4,8,12,8,27,0,66,3,0,0,5,13,5,8,27,0,62,3,3,0,7,8,7,8,29,0,66,10,3,0,7,19,25,28,128,0,228,17,4,0,3,3,16,28,167,0,237,3,0,0,0,3,0,0,3,0,10,55,19,5,44,77,90,91,430,4,809,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,Port Hedland (T)
57350,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,14,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,5,5,0,11,3,0,0,0,0,0,0,6,0,17,0,0,0,0,0,3,3,7,0,18,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,3,8,0,21,0,5,0,0,0,0,0,10,0,12,0,0,0,0,0,4,0,4,0,11,14,3,7,9,0,21,16,61,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quairading (S)
57420,0,0,0,0,0,0,7,6,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,0,14,0,0,0,3,0,3,3,3,0,16,0,3,0,0,0,0,3,13,0,26,0,0,3,0,0,5,0,16,4,37,0,0,0,0,0,4,0,11,0,20,0,3,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,8,12,0,19,3,0,0,3,0,4,3,21,0,31,0,6,0,0,0,0,0,3,0,7,4,17,9,15,4,23,25,128,4,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,Ravensthorpe (S)
