lga_code_2016,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot,lga_name16
17640,4,0,0,0,0,0,0,18,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,3,0,0,0,0,0,0,0,0,3,12,0,0,0,14,16,7,9,14,3,0,0,3,0,0,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Lachlan Shire (A)
17650,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,3,8,22,4,13,0,0,6,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,Uralla (A)
17750,14,17,3,0,0,0,0,83,0,20,22,5,0,0,0,0,0,0,0,0,0,3,4,61,0,4,0,0,0,0,11,0,4,0,0,0,0,0,0,18,0,0,0,0,5,3,6,13,3,6,0,3,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,9,13,15,15,10,5,9,3,8,9,3,12,121,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,41,27,9,4,3,10,0,0,0,0,0,0,0,0,93,3,3,26,54,78,56,102,45,22,12,11,15,7,6,20,453,0,0,0,0,3,3,13,19,8,10,3,8,11,0,4,95,0,0,0,0,14,32,29,65,26,40,55,86,59,16,17,436,0,4,0,0,3,6,5,3,0,5,0,0,0,0,3,30,0,0,0,3,4,0,3,14,0,0,6,0,0,0,0,33,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,10,5,6,0,4,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walcha (A)
17900,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,9,18,13,9,5,3,0,0,0,0,0,3,69,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,14,0,0,0,0,0,8,0,16,0,0,3,3,3,0,0,34,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walgett (A)
17950,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,13,17,11,16,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,7,4,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrumbungle Shire (A)
18050,94,84,103,78,81,43,23,1024,3,66,109,49,10,19,49,108,33,65,104,88,48,31,31,823,0,0,5,12,23,40,76,42,13,18,12,20,4,16,15,299,0,0,0,0,16,28,39,38,9,3,4,6,13,10,3,167,0,0,7,32,17,17,7,0,4,0,0,0,3,0,4,87,0,0,6,17,41,45,19,14,0,0,0,0,3,5,5,160,0,27,16,5,0,3,0,0,0,0,0,0,0,0,3,60,0,16,20,6,4,12,20,23,11,5,8,15,19,8,13,180,7,6,26,119,261,248,382,251,77,64,71,64,57,50,64,1740,0,0,0,3,0,3,11,7,0,0,0,0,0,0,0,28,0,0,0,15,30,61,66,81,21,24,30,34,19,12,12,404,16,42,53,13,57,22,36,22,5,11,9,12,16,4,8,336,0,0,33,22,32,27,32,28,3,3,10,4,5,5,4,202,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,9,4,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weddin (A)
18200,0,0,0,0,0,0,0,0,0,13,16,10,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,8,20,19,14,4,0,0,4,0,3,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wentworth (A)
18230,5,0,0,0,0,0,0,46,0,12,13,5,0,0,0,0,0,3,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,4,3,12,0,0,5,3,4,10,4,49,0,0,9,6,3,3,0,0,0,0,0,0,0,0,8,31,0,0,3,6,10,8,7,5,0,0,0,0,0,3,3,40,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,34,24,5,3,0,3,0,0,3,0,0,0,0,0,72,5,3,14,51,68,82,63,27,16,25,3,5,9,0,31,410,0,0,0,0,0,0,3,15,10,11,5,6,13,8,8,68,0,0,0,0,8,16,30,60,9,18,19,14,22,0,4,217,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,6,3,0,0,0,0,0,0,0,15,Western Plains Regional (A)
18250,19,15,8,7,0,0,10,305,10,85,167,92,16,12,10,14,3,11,6,9,3,7,18,470,0,0,10,18,76,244,311,176,54,52,79,110,121,83,77,1413,0,0,0,12,75,235,556,534,91,89,130,126,139,101,98,2190,0,7,17,121,59,33,16,9,3,0,3,0,0,0,6,272,0,3,18,73,217,243,181,131,27,22,32,30,36,28,21,1064,0,4,0,5,3,0,0,3,0,0,0,0,0,0,0,17,0,28,26,5,17,8,15,17,0,0,6,4,10,3,0,149,11,10,36,141,225,211,355,160,56,46,40,24,21,28,38,1405,0,0,0,5,3,20,18,18,7,12,9,22,22,11,0,137,0,0,0,24,76,152,121,159,61,53,40,61,94,35,24,896,0,17,15,6,40,25,23,16,5,6,9,11,3,11,0,176,3,0,8,32,74,60,89,66,28,18,18,32,28,23,15,503,Willoughby (C)
18350,3,5,0,0,0,0,6,114,3,45,40,40,17,0,7,8,0,0,0,0,4,0,13,175,0,3,0,7,0,0,7,5,0,0,0,0,3,3,0,30,0,0,0,0,3,7,6,6,0,0,3,0,0,0,3,30,0,0,0,15,0,3,3,0,0,0,0,0,0,3,0,25,0,0,3,14,5,4,3,3,0,0,0,0,0,0,3,38,0,22,21,15,4,0,0,0,0,0,0,0,0,0,0,64,0,76,43,24,15,11,5,3,0,0,0,0,0,0,3,188,5,19,53,107,196,114,68,39,15,10,8,6,8,5,28,692,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,14,19,6,23,4,0,4,15,18,13,7,132,0,14,12,6,31,6,5,0,0,0,0,0,0,0,4,71,0,0,3,8,7,4,8,10,0,0,0,4,3,0,0,48,Wingecarribee (A)
18400,0,0,0,0,0,0,0,144,0,35,86,37,12,10,0,0,0,0,0,0,0,0,24,207,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,14,0,0,14,27,21,34,9,0,0,3,0,0,3,0,0,114,0,0,8,4,12,3,4,3,0,0,3,0,0,0,3,37,0,49,59,23,20,13,0,0,0,0,0,0,0,0,12,171,0,24,48,26,13,4,5,8,0,0,3,0,0,0,8,133,0,5,19,45,115,90,84,27,17,4,11,0,3,3,21,460,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,15,0,0,0,4,12,41,16,10,0,0,6,0,8,0,5,105,0,7,3,0,22,3,0,0,0,0,0,0,0,0,0,37,0,0,3,5,0,4,0,3,3,0,0,0,0,0,0,28,Wollondilly (A)
18450,11,40,15,0,4,3,19,473,16,464,1254,510,56,21,34,17,0,12,13,10,13,7,166,2602,0,9,3,3,5,29,36,22,10,3,5,9,10,10,13,164,0,0,0,5,17,39,96,57,23,17,10,14,17,8,14,316,3,18,22,149,107,126,68,44,9,3,18,15,0,6,23,615,0,0,11,37,42,43,35,30,3,15,20,42,73,51,11,415,4,131,157,47,11,0,0,5,0,0,0,0,0,0,26,384,0,348,195,51,27,16,23,19,5,0,7,7,3,0,28,726,13,25,55,233,425,349,422,244,73,50,76,44,32,14,101,2148,0,0,0,4,10,12,26,48,10,18,24,25,52,24,7,260,0,0,0,24,204,303,157,117,33,42,50,34,40,15,37,1057,0,54,41,27,107,63,31,14,0,5,0,3,6,0,14,359,0,3,9,20,16,3,17,22,0,3,4,3,5,7,4,124,Wollongong (C)
18500,41,25,22,24,20,10,7,382,7,52,50,46,21,19,19,30,11,6,24,16,17,8,15,348,0,0,0,8,13,31,42,15,3,3,9,11,3,7,10,154,0,0,0,3,13,28,33,18,9,0,5,4,5,9,5,136,0,7,3,25,13,7,3,6,0,0,5,0,0,0,3,69,3,0,11,38,69,45,37,12,5,0,4,5,10,4,6,245,0,12,0,0,5,3,0,0,0,0,0,0,0,0,4,25,0,26,11,12,7,3,8,25,0,7,6,3,8,4,4,130,5,24,51,155,214,220,278,176,72,52,51,54,49,36,49,1481,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,15,0,0,3,10,23,50,40,56,13,21,15,12,27,10,10,287,16,72,45,3,33,20,15,5,3,3,6,4,7,3,7,235,0,5,6,21,39,26,39,29,3,6,13,14,15,11,13,251,Woollahra (A)
18710,4,13,0,0,0,0,0,43,0,3,3,5,3,0,3,0,0,0,0,0,0,0,4,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,13,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,9,12,10,3,6,0,0,0,0,0,0,0,0,63,3,0,7,29,32,25,36,32,3,0,6,0,0,3,3,186,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,23,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,12,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,0,3,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,0,0,0,0,0,0,16,6,96,106,42,3,0,3,0,0,0,0,0,3,0,17,279,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,17,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,0,34,25,3,4,0,5,0,0,0,0,0,0,0,0,67,0,0,0,22,46,33,36,19,0,3,0,10,0,0,4,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,10,3,3,41,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,Alpine (S)
20260,0,0,0,0,0,0,0,17,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,7,21,4,0,0,0,0,0,0,0,0,0,0,8,42,0,0,0,7,20,24,30,36,12,9,7,3,3,3,34,187,0,0,0,0,0,0,3,7,0,8,0,0,0,0,3,17,0,0,0,0,4,11,14,15,11,3,0,0,3,3,4,72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Ararat (RC)
20570,4,3,3,0,0,0,5,133,0,55,70,17,4,4,4,5,0,0,0,0,0,0,16,178,0,4,0,5,6,7,29,18,0,3,0,0,0,0,6,87,0,0,0,0,3,0,6,14,0,0,0,0,3,0,3,35,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,12,3,0,6,16,19,22,32,45,16,3,3,6,9,0,4,182,0,16,19,21,3,0,0,0,0,0,0,0,0,0,3,63,0,235,182,41,12,4,6,0,0,0,0,0,5,0,17,504,0,8,30,82,130,126,145,81,17,38,21,17,13,9,27,759,0,0,0,0,0,0,16,22,0,3,8,3,3,3,0,65,0,0,0,4,26,56,50,81,27,51,40,21,29,9,21,417,0,19,8,4,10,7,0,0,0,3,0,0,0,0,4,57,0,0,3,6,3,4,8,19,0,0,0,0,3,11,0,52,Ballarat (C)
20660,22,16,13,3,3,0,12,393,14,657,875,330,61,26,28,14,8,11,5,8,13,3,118,2177,0,3,0,5,16,25,76,48,4,9,3,6,9,7,5,225,0,0,0,0,5,21,50,86,10,0,13,11,5,0,3,212,0,8,30,96,84,76,27,10,3,3,3,3,0,3,29,379,0,0,20,53,169,231,195,117,24,30,45,23,33,7,19,976,0,68,88,18,16,7,0,3,0,0,0,0,0,0,7,216,0,78,60,15,20,9,28,20,3,0,13,0,0,0,7,248,9,11,36,91,185,220,341,198,78,61,34,21,14,43,53,1388,0,0,0,4,5,16,25,48,0,18,12,14,21,8,3,177,0,0,6,16,91,126,89,109,19,32,17,15,29,21,20,589,3,28,28,19,67,68,17,11,9,0,5,0,3,3,11,265,0,0,9,27,28,26,81,48,12,9,12,16,4,4,9,292,Banyule (C)
20740,0,0,0,0,0,0,0,75,5,99,71,21,4,3,3,3,0,0,0,0,0,3,9,226,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,0,12,5,0,0,0,0,0,0,4,41,0,35,20,4,0,0,0,0,0,0,0,0,0,0,3,69,0,86,101,13,17,6,3,0,3,0,0,0,0,0,4,241,0,5,16,69,123,77,73,40,15,12,12,9,7,0,29,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,11,13,16,0,0,7,5,5,3,4,79,0,0,0,6,8,4,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,Bass Coast (S)
20830,0,0,4,0,8,0,3,79,8,61,58,28,0,4,3,0,3,0,0,0,0,0,15,178,0,0,0,0,0,0,6,7,0,0,0,5,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,7,3,7,0,6,0,0,0,0,3,33,0,17,12,4,0,0,0,3,0,0,0,0,0,0,0,33,0,149,108,25,31,11,8,0,0,4,0,0,0,0,9,347,0,8,11,51,109,86,109,55,17,12,9,7,3,3,26,519,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,3,14,27,17,18,4,9,0,3,13,0,9,124,0,5,10,7,15,6,7,0,0,0,0,0,0,0,3,45,0,0,0,5,5,0,7,3,0,0,0,0,0,0,0,21,Baw Baw (S)
20910,36,31,13,19,13,9,3,544,12,195,228,105,33,16,17,20,9,15,8,12,13,5,22,712,0,4,4,11,18,34,42,31,8,13,27,26,34,32,28,306,0,0,0,0,7,16,27,21,6,0,4,0,3,9,4,100,0,0,8,24,27,17,7,3,0,3,0,0,0,3,5,104,0,3,13,62,62,95,75,25,7,8,3,4,13,4,7,391,0,23,36,3,3,3,0,0,0,0,0,0,0,0,3,71,3,62,54,17,14,20,40,42,8,15,7,13,7,0,10,321,17,13,49,148,279,256,439,245,59,57,45,43,49,22,48,1766,0,0,3,3,6,3,3,7,3,8,3,4,0,3,0,46,0,3,0,14,38,32,31,19,7,10,3,9,19,12,6,213,0,56,86,33,128,89,30,17,0,3,5,3,7,3,9,470,3,0,6,16,22,33,53,56,12,12,3,12,11,11,3,267,Bayside (C)
21010,0,0,0,0,0,0,0,14,3,5,12,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,23,6,10,0,0,3,0,0,0,0,0,0,0,68,3,4,6,9,29,9,22,4,0,0,0,0,0,0,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,5,0,5,0,3,0,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Benalla (RC)
21110,30,28,18,11,5,3,16,483,18,459,596,171,38,18,32,26,4,23,17,23,15,5,51,1513,0,0,5,20,24,76,104,57,21,14,15,15,22,14,20,403,0,0,0,5,27,67,229,167,44,31,32,35,19,35,14,710,0,7,19,46,24,23,7,13,0,0,3,3,0,3,6,144,8,11,59,323,682,771,474,346,80,79,86,85,112,105,73,3297,0,40,35,17,4,3,0,0,4,0,0,0,0,0,0,109,3,78,64,22,32,20,42,26,4,0,3,8,5,0,6,314,13,34,72,212,312,339,610,364,92,145,87,100,91,54,68,2603,0,0,0,13,7,36,22,37,17,19,12,9,34,12,12,230,0,0,5,21,70,96,66,86,23,29,55,26,34,31,17,559,13,73,52,28,67,60,20,19,4,0,3,9,3,3,6,366,5,0,21,80,110,166,226,130,41,27,16,30,52,34,14,955,Boroondara (C)
21180,10,8,11,3,3,3,10,203,3,552,1361,787,117,48,44,27,5,11,24,13,6,10,153,3158,0,0,0,0,4,7,34,23,6,6,4,5,4,0,3,100,0,0,4,0,0,16,34,40,4,13,4,5,12,3,6,148,0,0,5,149,215,168,98,80,3,13,13,11,8,7,18,792,0,0,6,16,70,207,165,160,42,46,47,44,49,35,32,918,11,879,1741,1154,350,85,40,26,3,6,0,0,4,0,187,4484,0,67,65,14,14,3,10,4,3,0,0,0,0,0,5,190,0,3,8,43,159,312,724,633,210,279,255,209,185,98,141,3264,0,0,0,8,21,67,122,265,109,408,386,176,133,86,38,1814,0,0,10,86,583,1683,959,1069,178,224,211,211,229,111,165,5720,0,136,133,87,313,233,70,29,0,3,6,3,6,0,43,1062,0,0,0,5,17,46,69,39,3,11,3,8,13,9,3,232,Brimbank (C)
21270,0,0,0,0,0,0,0,6,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,3,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,5,13,7,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,8,3,3,0,3,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buloke (S)
