lga_code_2016,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot,lga_name16
10900,7,3,9,0,0,0,10,289,0,33,54,44,4,5,0,8,0,0,0,0,3,0,10,178,0,3,4,9,10,28,22,16,3,0,0,6,0,0,11,110,0,0,0,0,12,15,21,14,0,5,0,0,13,9,5,102,0,0,4,13,9,9,10,3,0,0,4,0,0,0,0,52,0,0,9,33,32,36,19,7,4,3,0,0,3,11,7,166,0,32,25,16,0,3,3,0,0,0,0,0,0,0,0,82,0,119,96,39,39,14,22,7,5,3,3,3,0,0,6,348,7,15,50,156,316,243,200,62,12,8,0,4,10,0,40,1119,0,0,0,6,3,3,3,0,0,0,0,0,0,0,3,21,0,0,0,6,39,81,35,48,0,4,7,18,7,12,7,268,0,8,14,22,67,45,17,3,0,0,0,0,0,0,0,179,0,0,3,9,8,3,17,3,0,8,0,0,4,5,0,68,Blue Mountains (C)
10950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,3,3,3,0,0,0,0,0,0,25,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bogan (A)
11100,62,45,25,31,21,12,15,464,3,42,125,70,27,14,8,12,3,5,8,12,9,0,16,356,0,0,0,7,9,29,43,25,7,9,10,6,3,0,5,150,0,0,0,0,13,40,59,31,7,7,3,9,13,4,8,200,0,3,10,85,32,22,12,7,0,0,0,0,3,0,3,175,0,0,0,18,46,105,78,68,12,19,18,28,17,20,17,459,0,72,67,31,14,0,0,0,0,0,0,0,0,0,11,188,0,13,3,3,9,9,11,7,0,4,0,0,0,0,0,54,0,0,9,70,160,163,197,112,23,26,38,20,20,17,41,898,0,0,3,3,4,26,25,19,5,13,9,12,11,14,4,156,0,0,0,49,116,291,174,177,32,36,37,54,34,16,42,1077,0,3,5,4,43,23,14,16,0,3,7,3,14,0,7,138,0,0,3,6,11,14,36,17,6,7,0,6,6,3,0,129,Botany Bay (C)
11150,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,4,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,10,15,7,3,0,0,0,0,0,0,22,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,Junee (A)
14350,0,0,0,0,0,0,0,22,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,4,0,0,0,0,0,0,0,0,20,0,9,4,0,0,0,0,0,0,0,0,0,0,0,3,21,0,26,18,11,4,0,3,0,0,0,0,0,0,0,3,67,8,6,10,48,90,51,27,11,5,4,3,0,0,0,23,270,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,8,0,0,0,0,9,32,20,15,11,5,11,5,6,7,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,5,Kempsey (A)
11250,0,0,0,0,0,0,0,12,3,11,14,3,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13,7,14,14,14,3,3,0,4,0,0,9,77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,19,10,19,6,23,13,4,7,4,9,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Broken Hill (C)
13910,0,0,0,0,0,3,0,13,0,3,6,3,8,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,15,10,14,4,0,0,0,0,0,6,7,64,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,14,3,7,0,8,0,0,0,0,0,0,0,3,53,0,4,6,28,36,25,25,4,0,7,3,3,0,0,6,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,25,5,3,0,0,3,0,0,60,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hilltops (A)
14000,13,10,4,3,4,3,15,404,13,136,273,157,29,15,20,19,0,0,5,0,3,3,24,705,0,0,3,17,43,115,168,73,14,24,23,7,8,14,21,523,0,0,0,21,164,519,877,657,94,61,72,81,52,18,50,2662,0,54,117,152,75,90,43,11,3,3,0,5,3,0,18,592,3,6,36,133,303,475,275,222,57,57,35,49,36,21,34,1754,0,34,33,22,0,0,3,0,0,0,0,0,0,0,3,97,0,71,73,36,39,26,70,27,0,0,0,3,6,0,16,377,11,20,91,235,388,361,550,208,36,50,34,34,17,15,61,2116,0,0,0,12,28,76,123,35,21,33,23,30,22,32,11,457,0,0,5,76,182,419,341,315,58,87,83,50,83,71,41,1804,0,15,13,10,144,118,32,14,0,4,0,7,8,0,4,364,0,3,18,39,73,142,199,119,14,20,11,26,16,12,20,715,Hornsby (A)
14100,0,0,0,0,3,0,0,77,4,39,82,35,4,4,9,0,0,0,0,3,0,0,3,177,0,0,0,3,3,13,10,8,0,6,0,0,3,0,0,42,0,0,0,10,12,29,17,6,0,5,3,0,0,0,0,79,0,7,7,14,8,5,5,0,0,0,0,0,0,0,0,47,0,0,3,14,20,21,11,3,3,0,0,0,0,0,0,83,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,11,0,9,3,4,3,0,0,14,0,0,0,0,0,0,4,37,0,0,10,30,42,45,47,12,3,3,0,0,0,0,6,203,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,12,19,11,3,0,0,3,0,0,0,8,59,3,0,7,3,14,3,8,3,3,0,0,0,3,0,8,49,0,0,4,9,8,4,6,5,3,0,0,4,3,0,0,56,Hunters Hill (A)
14170,90,82,45,41,22,10,31,1348,12,445,1118,696,113,63,82,90,33,64,82,108,88,39,144,3189,0,3,6,15,40,108,187,83,21,15,21,19,18,31,17,592,0,0,0,7,141,140,181,118,16,22,30,34,22,24,74,804,9,33,131,372,201,101,52,27,3,3,12,3,6,3,94,1048,0,0,14,92,181,238,139,86,20,42,30,29,38,34,37,995,0,71,91,46,14,12,7,3,0,0,0,0,0,0,8,246,0,40,33,24,25,18,57,50,14,18,9,7,16,15,13,334,9,18,95,310,742,723,1022,466,112,150,113,109,76,55,106,4112,0,0,0,5,8,15,19,33,6,8,15,8,10,4,0,134,0,0,5,58,250,551,300,270,67,91,104,88,116,71,75,2057,0,18,29,22,131,85,66,35,16,8,18,11,24,12,30,488,0,4,18,38,66,81,84,51,7,9,14,20,22,20,16,440,Inner West (A)
14200,0,0,0,0,0,0,0,11,0,9,7,3,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,3,3,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,4,0,0,0,0,0,0,0,0,0,0,0,20,3,0,6,12,31,16,15,3,3,0,0,0,0,0,7,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,43,10,34,22,19,14,0,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inverell (A)
