lga_code16,tot_1750_1999_a_55_64,tot_1750_1999_a_65_74,tot_1750_1999_a_75ov,tot_1750_1999_tot,tot_2000_2999_a_15_19,tot_2000_2999_a_20_24,tot_2000_2999_a_25_34,tot_2000_2999_a_35_44,tot_2000_2999_a_45_54,tot_2000_2999_a_55_64,tot_2000_2999_a_65_74,tot_2000_2999_a_75ov,tot_2000_2999_tot,tot_3000mo_a_15_19,tot_3000mo_a_20_24,tot_3000mo_a_25_34,tot_3000mo_a_35_44,tot_3000mo_a_45_54,tot_3000mo_a_55_64,tot_3000mo_a_65_74,tot_3000mo_a_75ov,tot_3000mo_tot,tot_pins_a_15_19,tot_pins_a_20_24,tot_pins_a_25_34,tot_pins_a_35_44,tot_pins_a_45_54,tot_pins_a_55_64,tot_pins_a_65_74,tot_pins_a_75ov,tot_pins_tot,tot_tot_a_15_19,tot_tot_a_20_24,tot_tot_a_25_34,tot_tot_a_35_44,tot_tot_a_45_54,tot_tot_a_55_64,tot_tot_a_65_74,tot_tot_a_75ov,tot_tot_tot,lga_name16
52450,12,3,0,41,0,0,7,8,10,11,0,0,37,0,0,0,6,3,0,4,0,14,0,0,0,0,0,4,0,0,8,17,53,114,127,123,124,49,4,610,Cunderdin (S)
52520,13,3,0,44,0,3,14,15,10,6,4,0,53,0,0,7,11,4,9,0,0,34,0,0,3,0,4,0,0,0,7,17,60,161,168,158,140,56,23,782,Dalwallinu (S)
52590,11,0,0,54,0,5,24,55,37,33,3,0,152,0,0,18,14,19,10,5,0,63,3,0,3,5,6,7,0,0,22,61,88,250,274,343,277,113,24,1430,Dandaragan (S)
52940,3,3,0,14,0,0,0,0,8,4,0,0,12,0,0,0,3,7,3,5,0,24,0,0,3,0,0,0,0,0,7,9,15,51,55,67,59,26,7,289,Dowerin (S)
53010,3,4,0,10,0,0,5,4,0,0,0,0,9,0,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,5,0,19,65,53,66,70,29,5,309,Dumbleyung (S)
53080,8,0,0,49,0,0,40,35,23,15,0,0,118,0,0,7,16,23,6,0,0,61,0,0,0,0,0,0,0,0,8,16,35,128,112,132,100,18,5,537,Dundas (S)
53150,26,7,0,96,0,0,14,29,54,33,6,0,135,0,0,7,21,34,18,9,0,91,0,4,7,0,3,3,0,0,17,102,209,358,323,397,296,87,15,1797,East Fremantle (T)
53220,198,27,0,1499,0,199,1726,1430,1211,535,47,3,5150,0,41,869,945,770,366,38,0,3041,5,23,58,56,48,26,6,0,224,142,770,4409,3738,3122,1636,203,11,14018,East Pilbara (S)
53290,77,7,0,359,0,10,77,136,172,93,20,5,506,0,0,28,46,79,41,25,3,218,8,12,15,17,34,16,13,3,109,368,469,1045,1210,1456,1023,298,67,5935,Esperance (S)
53360,8,0,0,77,0,0,24,44,48,25,4,0,152,0,0,16,17,25,14,3,0,78,3,0,7,5,3,0,0,0,20,71,111,311,314,306,219,44,10,1382,Exmouth (S)
53430,305,59,4,1573,0,20,395,668,699,470,97,9,2362,0,7,125,308,392,256,97,11,1203,30,35,85,67,78,53,24,7,376,1167,2531,5645,5047,5324,3896,1125,131,24868,Fremantle (C)
53570,18,4,0,90,0,0,14,26,19,16,5,0,93,0,0,5,14,9,8,8,5,44,5,5,13,5,7,4,3,0,47,70,140,438,318,407,344,151,48,1910,Gingin (S)
53640,10,4,0,22,0,0,6,15,14,8,3,0,49,0,0,0,10,13,10,4,0,39,0,4,0,0,7,3,3,0,16,20,54,127,116,132,131,49,3,643,Gnowangerup (S)
54280,183,31,3,1295,3,111,725,756,650,368,46,0,2661,0,15,172,277,265,135,32,5,901,13,23,60,53,49,41,11,0,261,857,1358,3685,3287,3161,2037,387,39,14815,Kalgoorlie/Boulder (C)
54310,155,18,3,1153,3,116,1015,954,703,366,37,0,3190,0,44,640,877,744,325,41,3,2666,13,17,45,55,58,26,6,3,222,424,881,3671,3531,2875,1490,190,23,13086,Karratha (C)
53710,3,0,0,10,0,0,3,3,0,3,3,0,19,0,0,0,5,3,6,0,0,17,0,0,0,0,0,0,0,0,3,9,13,67,62,71,87,32,17,355,Goomalling (S)
53780,261,56,6,1346,0,15,244,417,462,277,62,6,1487,3,13,64,146,158,107,34,7,533,25,43,45,60,74,64,20,3,337,1587,2383,5251,5124,5098,3750,1010,101,24306,Gosnells (C)
53800,213,28,4,1061,3,23,243,379,453,270,34,6,1400,0,7,48,122,177,112,31,10,504,28,23,44,44,67,54,9,3,273,1124,1307,2857,3225,3818,2676,612,88,15703,Greater Geraldton (C)
53920,26,0,0,78,0,4,29,25,22,26,3,0,109,0,0,8,15,7,9,3,0,49,0,4,6,8,3,7,3,0,38,23,95,228,191,185,146,32,0,901,Halls Creek (S)
53990,92,13,0,498,0,5,112,178,211,115,15,0,638,0,0,26,56,69,43,6,3,218,15,14,14,12,31,22,7,0,116,443,453,1228,1438,1621,1122,285,48,6632,Harvey (S)
54060,12,9,0,50,0,0,17,16,30,13,0,4,79,0,0,3,13,19,8,7,0,48,0,0,0,0,4,5,0,0,12,55,50,144,213,258,220,83,17,1039,Irwin (S)
54130,9,7,0,35,0,0,10,10,8,8,0,0,36,0,0,4,10,7,9,3,0,25,0,0,0,0,5,0,0,0,6,9,33,107,95,140,138,42,15,582,Jerramungup (S)
54170,514,78,7,2458,0,9,412,837,975,715,84,11,3042,3,7,153,359,500,285,76,3,1396,64,86,137,112,140,91,29,3,662,4587,5367,8702,8660,9866,7042,1668,152,46047,Joondalup (C)
54200,182,34,3,836,0,14,190,299,330,238,53,4,1122,4,6,48,112,143,118,23,3,455,20,23,35,42,40,34,17,0,219,1044,1274,2768,3003,3186,2414,694,103,14481,Kalamunda (S)
54340,18,0,0,81,0,0,15,29,31,19,0,0,104,0,0,4,11,8,8,3,0,29,0,3,3,9,8,12,3,3,34,97,178,358,340,405,333,90,14,1826,Katanning (S)
54410,3,0,0,19,0,0,0,0,3,8,4,0,19,0,0,3,0,10,3,0,0,12,0,0,0,0,3,3,0,0,5,15,25,73,81,112,82,40,6,432,Kellerberrin (S)
54480,6,0,0,24,0,0,0,8,12,6,0,0,20,0,0,0,6,0,3,3,0,10,0,0,0,0,3,3,0,0,3,4,10,40,77,67,49,29,10,283,Kent (S)
54550,7,0,0,39,0,0,13,15,13,16,3,0,52,0,0,3,9,12,16,4,0,43,0,0,3,6,5,3,3,3,23,30,56,144,154,248,207,88,28,949,Kojonup (S)
54620,8,0,0,46,0,0,44,42,27,19,6,0,146,0,0,11,15,13,7,0,0,50,0,0,0,0,3,3,0,0,12,8,38,156,167,142,127,46,23,700,Kondinin (S)
54690,3,0,0,10,0,0,0,0,0,0,0,4,15,0,0,0,7,4,3,3,0,8,0,0,0,0,0,0,0,0,0,4,8,25,40,33,50,16,7,181,Koorda (S)
54760,4,3,0,17,0,0,3,3,3,9,0,0,21,0,0,0,0,5,9,3,0,18,0,0,0,3,4,0,4,0,13,8,12,47,80,92,84,41,6,382,Kulin (S)
54970,46,3,0,371,0,21,316,291,243,125,10,0,1008,0,3,48,90,98,45,6,0,288,0,0,3,11,3,9,0,0,24,15,122,674,620,577,324,37,4,2378,Laverton (S)
55040,45,0,0,324,0,23,302,251,194,99,23,0,893,0,5,72,112,91,40,0,0,317,0,0,8,7,4,3,0,0,26,23,118,688,578,529,293,46,0,2275,Leonora (S)
55110,176,21,0,968,0,6,158,322,350,194,41,8,1089,0,4,45,140,166,112,21,7,504,38,35,51,60,68,45,20,0,313,1905,2140,3864,4279,4822,3358,823,121,21307,Mandurah (C)
55180,45,6,0,175,0,0,15,44,66,57,11,4,196,0,0,4,26,8,16,12,0,67,4,3,5,9,11,21,3,0,68,249,262,578,740,1036,888,304,75,4129,Manjimup (S)
55250,26,0,0,141,0,10,143,101,95,31,7,0,385,0,0,46,52,53,27,0,0,179,3,3,8,7,5,3,0,0,28,9,73,369,285,284,169,35,0,1227,Meekatharra (S)
55320,437,77,8,2422,0,18,765,931,978,672,123,18,3503,4,7,189,615,720,438,123,26,2113,36,66,114,93,111,67,26,4,525,2490,4315,8823,8131,8418,6175,1548,192,40084,Melville (C)
55950,0,0,0,7,0,0,3,8,4,3,3,0,17,0,0,0,0,3,5,0,0,6,0,0,0,0,0,5,0,0,9,4,18,50,48,46,53,21,8,253,Mukinbudin (S)
55390,7,0,0,84,0,8,92,66,55,27,0,0,253,0,3,21,30,24,8,0,0,91,0,0,0,5,0,0,0,0,12,8,51,216,163,133,100,11,4,685,Menzies (S)
55530,5,0,0,16,0,0,0,4,7,4,3,0,17,0,0,0,3,3,3,0,0,14,3,0,0,3,0,3,0,0,7,5,16,43,50,53,53,18,0,241,Mingenew (S)
56090,106,18,0,460,0,3,66,135,176,130,19,0,538,0,0,12,55,70,53,15,4,215,11,15,17,19,29,21,8,0,129,564,728,1460,1700,2099,1636,495,61,8739,Mundaring (S)
55670,12,0,0,26,0,0,0,9,4,0,0,0,17,0,0,0,0,0,6,3,0,14,0,0,0,0,0,5,0,0,12,11,23,56,54,78,84,24,4,335,Morawa (S)
55600,14,4,0,71,0,0,12,25,20,22,3,0,75,0,0,3,17,11,8,3,0,48,0,0,3,3,4,8,3,0,25,48,76,177,243,258,238,94,25,1160,Moora (S)
56620,12,0,0,24,0,0,10,6,16,3,0,0,39,0,0,0,0,3,3,0,0,9,0,7,0,9,5,5,3,0,28,8,22,86,70,71,67,15,0,344,Ngaanyatjarraku (S)
56860,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,4,8,12,17,25,3,0,70,Nungarin (S)
56930,10,4,4,67,0,0,7,46,38,23,5,0,122,0,3,8,8,26,18,9,3,75,0,3,3,0,0,0,0,0,11,88,152,241,185,219,151,54,10,1094,Peppermint Grove (S)
55740,30,17,0,151,0,0,23,53,63,46,12,0,197,0,0,3,14,46,30,12,3,114,3,7,10,7,6,0,0,0,30,153,216,561,417,547,375,131,23,2427,Mosman Park (T)
55810,3,5,0,43,0,3,22,18,26,5,3,0,76,0,0,10,7,13,6,0,0,32,0,0,0,0,3,0,0,0,6,7,19,88,62,85,51,15,0,330,Mount Magnet (S)
55880,0,0,0,13,0,0,3,3,3,0,0,0,19,0,0,0,0,0,0,3,0,10,0,0,0,0,3,3,0,0,10,6,10,41,55,73,58,21,11,275,Mount Marshall (S)
57420,26,3,0,132,0,4,46,48,40,33,5,0,181,0,0,9,15,23,13,3,0,70,0,0,4,6,4,6,0,0,22,18,55,206,206,240,201,73,10,1020,Ravensthorpe (S)
56160,0,0,0,3,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,21,20,4,0,67,Murchison (S)
56230,96,11,0,501,0,19,184,258,314,231,26,0,1022,0,0,40,81,128,60,9,8,321,8,9,19,20,26,23,3,0,108,295,366,855,1144,1427,1034,235,48,5406,Murray (S)
56300,3,0,3,14,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,4,8,0,0,0,0,0,6,3,0,12,14,24,47,75,117,127,62,10,474,Nannup (S)
57490,247,27,3,1774,0,39,464,656,654,359,48,3,2220,0,3,108,237,255,118,27,0,747,33,48,80,65,76,65,23,0,387,2792,3565,6455,6187,6431,3772,754,97,30054,Rockingham (C)
65010,5,4,0,32,0,0,0,5,13,7,0,0,30,0,0,3,6,3,5,3,4,25,0,0,0,0,4,0,0,0,13,44,46,157,182,271,265,101,20,1089,Southern Midlands (M)
65210,8,3,0,20,0,0,0,9,3,3,0,0,20,0,3,0,0,4,7,8,0,19,0,6,0,4,3,0,3,0,20,33,45,91,131,161,180,64,10,713,Tasman (M)
65410,31,8,0,191,0,0,26,37,45,29,3,0,145,0,3,11,15,18,12,7,0,66,6,4,12,12,14,13,4,0,67,231,330,651,716,927,761,159,28,3808,Waratah/Wynyard (M)
65610,23,3,0,153,0,9,70,76,78,52,7,0,298,0,0,17,17,25,14,0,0,78,3,0,0,8,9,3,4,0,33,60,164,389,376,496,357,68,9,1912,West Coast (M)
65810,34,5,0,124,0,0,9,26,51,40,15,3,135,0,0,8,20,21,17,6,0,64,4,6,8,14,9,16,4,0,66,265,292,552,650,900,836,241,31,3762,West Tamar (M)
56370,6,0,0,20,0,0,3,7,8,11,3,3,31,0,0,0,0,15,8,3,0,27,0,0,0,0,0,3,0,0,10,7,23,97,45,84,95,30,11,395,Narembeen (S)
56460,41,5,0,126,0,3,22,29,72,35,11,0,169,0,0,8,13,23,30,10,3,84,0,4,8,3,8,20,8,0,54,85,197,385,422,559,502,154,25,2332,Narrogin (S)
56580,238,64,3,1674,4,16,590,667,643,460,99,13,2485,0,3,114,383,485,312,102,20,1417,4,23,57,61,52,46,15,0,261,474,1690,5201,4288,4298,3326,934,120,20327,Nedlands (C)
56730,73,13,3,283,0,4,53,97,139,89,16,0,394,0,0,13,25,40,41,7,0,130,3,11,14,13,14,21,11,0,82,212,311,720,799,1027,993,257,40,4359,Northam (S)
56790,20,0,0,53,0,0,7,12,25,11,3,0,49,0,0,4,4,8,5,3,0,29,0,0,0,0,7,9,3,0,26,40,66,138,207,302,293,106,12,1155,Northampton (S)
57630,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,19,3,0,46,Sandstone (S)
57700,52,4,0,256,0,4,57,86,90,40,11,6,294,0,0,21,32,38,27,9,5,131,6,10,22,16,14,15,9,0,89,292,424,930,928,1044,739,198,32,4585,Serpentine-Jarrahdale (S)
57770,4,3,0,26,0,0,5,4,14,10,3,0,34,0,0,0,6,0,4,4,0,9,0,0,0,3,0,3,0,0,8,11,30,83,90,90,86,26,0,420,Shark Bay (S)
57840,119,36,3,757,0,4,212,410,402,306,59,0,1395,0,4,75,191,270,223,58,7,832,6,14,25,27,30,16,6,3,134,640,1245,2902,2599,2644,2115,650,62,12856,South Perth (C)
57910,801,149,22,4463,3,44,1173,2032,2016,1243,234,28,6780,6,22,355,1014,1177,704,194,47,3518,70,112,197,201,204,162,60,16,1015,3748,7454,17921,16095,15695,11106,3082,391,75495,Stirling (C)
57980,236,67,3,1843,0,10,702,1062,889,508,102,4,3277,0,17,223,752,896,494,152,22,2556,22,34,74,50,74,30,20,3,314,949,2633,7143,5917,5021,3440,958,122,26182,Subiaco (C)
58050,626,93,7,3556,0,56,813,1330,1423,759,122,4,4512,0,13,193,517,606,341,87,10,1770,79,97,150,163,178,113,36,5,815,3378,5505,12413,11711,12311,8043,1860,189,55407,Swan (C)
58190,0,0,0,7,0,0,0,4,0,3,0,0,9,0,0,0,0,8,0,0,0,9,0,0,3,0,0,3,3,0,10,10,19,33,29,48,24,3,5,174,Tammin (S)
58260,4,0,0,24,0,0,3,0,13,3,0,0,21,0,0,3,4,5,0,0,0,16,0,0,0,3,0,0,0,0,8,8,14,54,65,68,49,21,5,281,Three Springs (S)
57000,13,3,0,79,0,3,93,44,62,44,0,0,251,0,0,20,30,28,15,0,3,95,0,0,3,3,3,0,3,0,14,5,25,209,149,191,145,31,4,770,Perenjori (S)
57080,1305,199,7,10445,0,195,5915,7423,5757,3081,426,30,22832,4,53,2545,7654,7033,3318,510,48,21181,48,143,376,296,336,178,54,6,1447,2140,9907,37377,32994,26755,15890,3166,281,128511,Perth (C)
57140,5,0,0,18,0,0,3,3,8,3,0,0,18,0,0,3,3,0,4,3,0,15,0,0,0,0,0,3,0,0,6,9,10,51,53,84,87,37,3,336,Pingelly (S)
57210,16,3,0,74,0,0,7,19,31,25,5,0,89,0,0,4,4,6,18,6,3,37,3,0,3,13,6,7,3,4,35,120,158,261,384,485,414,155,41,2023,Plantagenet (S)
57280,110,16,0,949,9,96,786,596,541,286,35,5,2356,3,33,482,562,461,215,27,0,1782,7,15,39,43,45,15,3,0,169,266,662,2843,2280,2091,1150,164,15,9476,Port Hedland (T)
57350,0,0,0,7,0,0,0,4,6,11,7,0,24,0,0,3,0,4,12,0,0,17,0,6,0,0,6,0,0,0,17,9,14,52,48,87,108,27,8,354,Quairading (S)
58330,10,0,0,24,0,0,3,6,12,6,0,0,34,0,0,0,0,6,10,3,3,23,0,0,0,6,5,3,4,3,25,57,57,101,108,209,214,97,18,856,Toodyay (S)
59030,3,0,0,37,0,3,27,27,15,11,0,0,80,0,0,0,11,8,3,3,0,30,0,0,0,0,3,0,0,0,3,0,17,64,75,65,48,11,6,285,Westonia (S)
58400,0,0,0,3,0,0,0,0,3,0,3,0,12,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,7,15,26,43,37,23,3,152,Trayning (S)
72800,70,15,0,537,0,8,165,194,182,104,17,0,658,0,5,56,82,72,46,9,0,272,11,18,25,39,24,14,3,0,128,604,747,1849,1746,1432,836,174,19,7412,Palmerston (C)
58470,0,0,0,3,0,0,0,0,4,3,0,0,9,0,0,0,0,0,3,0,0,6,0,0,3,0,3,0,0,0,5,0,3,24,17,13,17,3,0,77,Upper Gascoyne (S)
58510,291,49,0,1903,0,14,550,913,811,512,77,0,2885,3,10,125,413,468,366,80,3,1464,23,41,83,53,59,51,8,5,317,823,2858,7772,6279,5443,3787,942,90,27996,Victoria Park (T)
70200,225,36,0,968,0,9,192,317,322,259,31,4,1134,0,0,28,86,131,94,31,0,373,18,12,44,43,36,32,16,0,196,627,897,2868,2432,2546,2008,459,39,11884,Alice Springs (T)
73600,33,3,0,122,0,4,49,45,33,44,5,0,180,0,0,10,17,19,10,3,0,58,3,9,18,12,18,4,3,0,67,56,168,465,370,390,261,63,9,1778,Roper Gulf (R)
74050,15,0,0,24,0,0,5,4,11,11,3,0,34,0,0,0,0,0,4,0,0,8,0,0,3,0,7,3,0,0,13,5,45,159,131,120,97,13,5,572,Tiwi Islands (R)
74550,14,0,0,37,3,0,12,7,24,13,5,0,63,0,0,0,4,3,0,0,0,19,5,3,8,5,8,6,0,0,35,48,84,176,130,159,134,42,9,790,Victoria Daly (R)
58540,4,0,0,30,0,0,7,5,3,9,3,0,24,0,0,0,3,8,3,3,0,19,0,0,0,0,4,0,0,0,12,9,19,69,76,144,90,49,12,475,Victoria Plains (S)
74680,13,0,0,29,0,0,8,7,10,4,3,0,38,0,0,0,6,10,3,0,0,24,0,0,0,3,6,0,0,0,11,10,45,156,124,119,81,14,0,551,West Daly (R)
79399,80,8,0,477,0,17,247,296,267,154,23,0,1015,5,12,96,128,130,62,13,0,432,3,15,28,22,24,21,3,0,118,206,554,1718,1517,1371,856,166,13,6401,Unincorporated NT
58570,204,48,3,1250,0,10,411,736,640,411,87,3,2301,0,6,92,362,427,279,57,4,1232,11,34,43,43,52,32,16,6,231,768,2144,5549,4494,4027,2802,780,95,20651,Vincent (C)
58610,10,3,3,36,0,0,4,8,18,7,4,0,42,0,0,0,7,3,7,3,0,21,0,0,0,0,3,7,3,0,15,29,34,89,143,152,149,64,13,681,Wagin (S)
58680,0,0,0,3,0,0,0,3,0,0,4,4,11,0,0,0,3,0,3,0,0,3,0,0,0,5,0,3,0,0,6,5,7,18,38,44,30,12,13,160,Wandering (S)
58760,353,55,6,2333,3,30,503,843,862,435,80,3,2749,3,13,149,331,377,230,60,8,1171,73,87,116,136,159,97,23,7,689,3344,4575,9805,9512,9544,5730,1350,140,44004,Wanneroo (C)
58820,46,3,0,245,0,8,86,155,198,119,16,4,587,0,0,14,33,60,28,4,0,144,3,3,3,6,22,7,3,0,45,75,128,335,462,599,455,93,22,2172,Waroona (S)
58890,5,4,3,20,0,0,0,3,6,7,3,3,21,0,0,0,3,6,0,0,0,8,0,0,0,3,0,0,0,3,5,14,18,41,52,101,93,39,24,378,West Arthur (S)
62010,0,3,0,13,0,0,5,3,5,3,0,0,25,0,0,0,0,5,3,0,0,14,0,0,0,4,0,7,0,0,7,5,20,45,69,92,112,46,9,413,Flinders (M) (Tas.)
62210,50,0,0,241,0,0,13,41,70,54,7,0,187,0,0,3,13,17,14,4,0,56,0,3,3,6,11,10,3,0,30,72,150,424,501,695,522,89,19,2466,George Town (M)
62410,6,0,0,34,0,0,3,12,15,16,0,3,49,0,0,3,3,3,13,3,0,27,0,0,3,0,3,6,0,0,25,66,80,207,263,357,353,117,24,1467,Glamorgan/Spring Bay (M)
59100,4,0,0,13,0,0,3,3,0,0,0,0,13,0,0,0,4,3,0,0,0,9,0,0,0,3,0,3,7,0,11,8,8,48,53,77,59,34,9,293,Wickepin (S)
74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,6,3,0,47,Wagait (S)
74660,23,0,0,110,0,6,61,71,61,48,0,0,248,0,0,10,15,16,17,3,0,59,7,7,16,19,15,6,0,0,64,62,157,443,413,400,260,40,8,1780,West Arnhem (R)
59170,3,4,0,31,0,0,8,3,5,7,0,0,21,0,0,0,0,3,0,3,0,8,0,0,0,4,0,3,3,0,14,20,33,71,72,86,105,55,15,457,Williams (S)
59250,12,4,0,137,0,14,148,96,90,49,3,0,400,0,0,34,54,38,32,9,0,159,0,7,7,7,3,3,0,0,27,18,71,372,281,228,162,35,0,1157,Wiluna (S)
89399,2415,407,38,17666,10,103,6092,12353,11742,5722,823,56,36899,11,46,1276,4406,5828,3474,656,61,15747,178,258,523,475,459,262,86,23,2262,11188,21565,54877,51950,46795,27483,6119,665,220648,Unincorporated ACT
99399,40,11,0,200,0,9,49,67,69,58,19,0,268,0,0,22,28,40,24,9,0,120,0,3,4,14,11,7,3,0,45,75,161,468,562,617,551,220,35,2692,Unincorp. Other Territories
62610,174,19,0,736,0,4,88,203,233,148,25,3,707,0,7,25,64,82,77,20,10,277,16,21,38,48,55,40,19,0,240,1007,1616,3715,4023,4344,3294,627,79,18713,Glenorchy (C)
62810,624,70,7,3277,0,8,480,1208,1528,883,133,19,4255,3,6,97,506,698,510,144,14,1974,44,50,109,104,96,95,22,8,530,2019,4542,10850,11041,11607,8229,1708,195,50180,Hobart (C)
63010,26,3,0,110,0,0,19,40,43,38,12,0,147,0,3,3,14,9,20,11,0,62,3,8,5,8,18,18,6,4,80,226,288,685,884,1000,886,252,42,4260,Huon Valley (M)
63210,14,3,0,49,0,4,9,26,20,13,3,0,79,0,0,0,4,11,6,0,0,19,0,0,0,5,5,9,3,0,30,85,80,186,245,339,304,93,28,1358,Kentish (M)
63410,4,4,0,33,0,3,4,8,8,9,3,0,38,0,0,0,3,7,6,3,0,20,3,0,0,0,7,8,0,0,18,16,52,155,121,182,164,51,19,765,King Island (M)
63610,71,4,3,321,0,5,33,111,129,80,17,0,380,0,0,13,36,58,39,18,4,162,9,5,15,22,16,18,11,3,100,685,750,1539,1719,1803,1525,392,54,8465,Kingborough (M)
63810,23,5,0,105,0,0,11,22,25,19,6,0,85,0,3,10,8,14,17,11,0,63,10,3,0,11,9,4,4,0,49,199,236,554,661,819,666,185,28,3345,Latrobe (M) (Tas.)
64010,337,39,0,1549,0,6,191,420,509,329,61,0,1513,6,6,57,168,256,220,55,6,769,41,49,71,80,100,79,29,8,457,2099,3421,6441,6928,8003,5992,1234,153,34271,Launceston (C)
64210,57,7,0,223,0,3,19,61,67,49,9,0,202,0,0,5,23,28,19,9,0,81,4,3,20,13,22,15,6,0,90,306,417,888,1059,1345,1114,318,60,5500,Meander Valley (M)
59310,7,4,0,42,0,0,10,17,10,5,5,4,47,0,3,0,3,11,5,0,0,20,0,0,3,0,0,4,5,3,14,25,49,130,130,140,144,47,12,689,Wongan-Ballidu (S)
59320,0,0,0,21,0,0,0,3,3,7,0,0,12,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,6,14,31,38,48,44,15,6,189,Woodanilling (S)
59330,0,0,0,9,0,0,3,0,5,7,0,0,12,0,0,0,0,3,3,0,0,9,0,0,0,3,0,3,0,3,11,10,13,35,29,47,51,19,10,214,Wyalkatchem (S)
59340,51,7,3,284,0,13,110,148,131,84,18,0,494,0,0,24,50,50,38,7,3,177,0,6,13,17,24,14,0,0,74,142,315,903,774,795,621,129,15,3693,Wyndham-East Kimberley (S)
59350,18,3,0,85,0,10,89,70,53,28,3,0,258,0,0,23,39,34,17,0,0,116,0,0,0,3,3,0,0,0,13,7,42,195,168,178,90,18,4,711,Yalgoo (S)
59360,37,0,0,122,0,10,119,90,117,54,11,0,406,0,8,39,59,48,20,5,0,182,4,0,0,11,5,7,3,0,29,18,64,293,270,369,227,58,13,1303,Yilgarn (S)
59370,7,7,0,56,0,0,12,18,12,4,8,0,54,0,0,0,4,3,9,4,0,22,0,0,0,3,4,10,4,0,21,56,73,138,172,235,232,107,14,1031,York (S)
60210,10,3,0,50,0,0,4,12,22,22,8,0,65,0,0,4,4,5,8,3,0,29,0,0,0,5,3,8,3,0,22,96,99,220,297,421,441,114,17,1707,Break O'Day (M)
60410,28,0,0,102,0,0,11,22,25,20,0,0,80,0,0,7,5,8,7,4,0,29,6,4,6,6,11,8,0,0,43,184,232,598,593,632,460,98,14,2806,Brighton (M)
60610,124,13,0,536,0,3,77,146,158,82,15,0,482,0,0,12,52,59,53,9,4,190,8,11,14,22,35,25,12,3,129,713,902,1837,2028,2606,1828,331,43,10292,Burnie (C)
60810,48,6,0,219,0,0,19,39,69,50,12,3,194,0,0,0,25,31,26,4,3,88,14,6,15,21,25,14,3,0,98,393,471,873,1075,1444,1168,249,50,5723,Central Coast (M) (Tas.)
61010,9,3,0,30,0,0,6,9,13,8,0,0,37,0,0,0,3,3,3,3,0,16,0,0,3,6,3,8,4,4,20,22,49,107,127,145,140,65,14,666,Central Highlands (M) (Tas.)
61210,30,4,0,129,0,0,16,41,34,20,7,3,129,0,0,4,10,19,18,6,0,63,10,3,10,8,12,21,6,0,79,229,354,655,673,822,684,167,39,3618,Circular Head (M)
61410,173,20,0,801,0,4,97,199,263,177,35,4,775,0,5,35,78,99,81,18,4,317,16,20,29,41,40,33,11,0,190,1067,1398,2885,3098,3513,2749,620,82,15410,Clarence (C)
61510,36,0,0,134,0,0,10,24,43,26,0,0,101,0,0,5,9,12,8,0,0,39,4,0,7,8,9,8,0,0,35,113,156,337,451,601,520,123,27,2325,Derwent Valley (M)
61610,106,11,3,512,0,5,50,121,148,92,31,6,452,0,3,12,40,45,52,14,3,167,12,10,37,29,40,27,13,0,163,832,1031,2082,2358,2799,2006,428,59,11591,Devonport (C)
61810,15,0,0,65,0,0,4,17,19,12,8,0,55,0,0,4,4,7,12,3,0,30,3,6,3,8,6,13,0,0,35,98,189,352,392,520,524,134,29,2248,Dorset (M)
70420,35,6,0,130,0,0,24,39,52,33,6,0,159,0,0,5,12,15,15,3,3,59,3,6,16,10,17,11,3,3,71,117,226,513,388,406,347,84,9,2097,Barkly (R)
70540,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,8,4,0,0,33,Belyuen (S)
70620,22,4,0,107,0,12,101,81,76,50,9,0,314,0,0,18,42,45,11,4,0,124,0,3,5,12,15,9,0,0,43,24,97,360,325,328,197,37,3,1375,Central Desert (R)
70700,14,0,0,43,0,0,9,12,24,14,4,0,67,0,0,3,4,5,4,0,0,20,0,0,0,0,0,7,0,0,14,23,46,99,90,148,125,36,3,574,Coomalie (S)
71000,644,101,9,3857,0,48,1111,1671,1575,1016,154,10,5582,0,12,279,735,836,590,125,18,2597,44,83,180,160,143,92,34,0,742,1973,4060,12287,10466,9353,6234,1465,135,45984,Darwin (C)
71300,47,6,0,209,0,7,105,120,130,72,12,0,453,0,0,22,49,49,32,3,0,152,18,28,54,56,41,32,6,0,236,57,160,613,652,631,410,68,10,2592,East Arnhem (R)
72330,50,13,0,181,0,0,51,85,101,78,4,0,323,0,0,14,28,78,47,9,0,170,5,10,23,15,18,12,4,0,85,40,126,513,470,505,373,89,11,2132,MacDonnell (R)
