lga_code16,sws_nni_h_0,sws_nni_h_1_15,sws_nni_h_16_24,sws_nni_h_25_34,sws_nni_h_35_39,sws_nni_h_40,sws_nni_h_41_48,sws_nni_h_49mo,sws_nni_h_ns,sws_nni_h_tot,sws_1_149_h_0,sws_1_149_h_1_15,sws_1_149_h_16_24,sws_1_149_h_25_34,sws_1_149_h_35_39,sws_1_149_h_40,sws_1_149_h_41_48,sws_1_149_h_49mo,sws_1_149_h_ns,sws_1_149_h_tot,sws_150_299_h_0,sws_150_299_h_1_15,sws_150_299_h_16_24,sws_150_299_h_25_34,sws_150_299_h_35_39,sws_150_299_h_40,sws_150_299_h_41_48,sws_150_299_h_49mo,sws_150_299_h_ns,sws_150_299_h_tot,sws_300_399_h_0,sws_300_399_h_1_15,sws_300_399_h_16_24,sws_300_399_h_25_34,sws_300_399_h_35_39,sws_300_399_h_40,sws_300_399_h_41_48,sws_300_399_h_49mo,sws_300_399_h_ns,sws_300_399_h_tot,sws_400_499_h_0,sws_400_499_h_1_15,sws_400_499_h_16_24,sws_400_499_h_25_34,sws_400_499_h_35_39,sws_400_499_h_40,sws_400_499_h_41_48,sws_400_499_h_49mo,sws_400_499_h_ns,sws_400_499_h_tot,sws_500_649_h_0,sws_500_649_h_1_15,sws_500_649_h_16_24,sws_500_649_h_25_34,sws_500_649_h_35_39,sws_500_649_h_40,sws_500_649_h_41_48,sws_500_649_h_49mo,sws_500_649_h_ns,sws_500_649_h_tot,sws_650_799_h_0,sws_650_799_h_1_15,sws_650_799_h_16_24,sws_650_799_h_25_34,sws_650_799_h_35_39,sws_650_799_h_40,sws_650_799_h_41_48,sws_650_799_h_49mo,sws_650_799_h_ns,sws_650_799_h_tot,sws_800_999_h_0,sws_800_999_h_1_15,sws_800_999_h_16_24,sws_800_999_h_25_34,sws_800_999_h_35_39,sws_800_999_h_40,sws_800_999_h_41_48,sws_800_999_h_49mo,sws_800_999_h_ns,sws_800_999_h_tot,sws_1000_1249_h_0,sws_1000_1249_h_1_15,sws_1000_1249_h_16_24,sws_1000_1249_h_25_34,sws_1000_1249_h_35_39,sws_1000_1249_h_40,sws_1000_1249_h_41_48,sws_1000_1249_h_49mo,sws_1000_1249_h_ns,sws_1000_1249_h_tot,sws_1250_1499_h_0,sws_1250_1499_h_1_15,sws_1250_1499_h_16_24,sws_1250_1499_h_25_34,sws_1250_1499_h_35_39,sws_1250_1499_h_40,sws_1250_1499_h_41_48,sws_1250_1499_h_49mo,sws_1250_1499_h_ns,sws_1250_1499_h_tot,sws_1500_1749_h_0,sws_1500_1749_h_1_15,sws_1500_1749_h_16_24,sws_1500_1749_h_25_34,sws_1500_1749_h_35_39,sws_1500_1749_h_40,sws_1500_1749_h_41_48,sws_1500_1749_h_49mo,sws_1500_1749_h_ns,sws_1500_1749_h_tot,sws_1750_1999_h_0,sws_1750_1999_h_1_15,sws_1750_1999_h_16_24,sws_1750_1999_h_25_34,sws_1750_1999_h_35_39,sws_1750_1999_h_40,sws_1750_1999_h_41_48,sws_1750_1999_h_49mo,sws_1750_1999_h_ns,sws_1750_1999_h_tot,sws_2000_2999_h_0,sws_2000_2999_h_1_15,sws_2000_2999_h_16_24,sws_2000_2999_h_25_34,sws_2000_2999_h_35_39,sws_2000_2999_h_40,sws_2000_2999_h_41_48,sws_2000_2999_h_49mo,sws_2000_2999_h_ns,sws_2000_2999_h_tot,sws_3000mo_h_0,sws_3000mo_h_1_15,sws_3000mo_h_16_24,sws_3000mo_h_25_34,sws_3000mo_h_35_39,sws_3000mo_h_40,sws_3000mo_h_41_48,sws_3000mo_h_49mo,sws_3000mo_h_ns,sws_3000mo_h_tot,sws_pins_h_0,sws_pins_h_1_15,sws_pins_h_16_24,sws_pins_h_25_34,sws_pins_h_35_39,sws_pins_h_40,sws_pins_h_41_48,sws_pins_h_49mo,sws_pins_h_ns,sws_pins_h_tot,sws_tot_h_0,sws_tot_h_1_15,sws_tot_h_16_24,sws_tot_h_25_34,sws_tot_h_35_39,sws_tot_h_40,sws_tot_h_41_48,sws_tot_h_49mo,sws_tot_h_ns,sws_tot_h_tot,maopd_nni_h_0,maopd_nni_h_1_15,maopd_nni_h_16_24,maopd_nni_h_25_34,maopd_nni_h_35_39,maopd_nni_h_40,maopd_nni_h_41_48,maopd_nni_h_49mo,maopd_nni_h_ns,maopd_nni_h_tot,maopd_1_149_h_0,maopd_1_149_h_1_15,maopd_1_149_h_16_24,maopd_1_149_h_25_34,maopd_1_149_h_35_39,maopd_1_149_h_40,maopd_1_149_h_41_48,maopd_1_149_h_49mo,maopd_1_149_h_ns,maopd_1_149_h_tot,maopd_150_299_h_0,maopd_150_299_h_1_15,maopd_150_299_h_16_24,maopd_150_299_h_25_34,maopd_150_299_h_35_39,maopd_150_299_h_40,maopd_150_299_h_41_48,maopd_150_299_h_49mo,maopd_150_299_h_ns,maopd_150_299_h_tot,maopd_300_399_h_0,maopd_300_399_h_1_15,maopd_300_399_h_16_24,maopd_300_399_h_25_34,maopd_300_399_h_35_39,maopd_300_399_h_40,maopd_300_399_h_41_48,maopd_300_399_h_49mo,maopd_300_399_h_ns,maopd_300_399_h_tot,lga_name16
21830,0,3,3,0,0,0,0,4,0,11,10,96,3,3,0,0,0,3,4,113,3,27,6,7,0,0,0,0,3,53,0,21,15,9,0,3,0,0,0,48,3,4,21,9,3,4,0,3,0,47,7,4,13,18,16,3,3,3,0,68,0,3,6,8,21,11,3,0,0,60,4,3,0,5,12,18,10,4,0,50,0,0,3,0,4,12,5,4,0,28,0,0,0,0,3,5,3,3,0,12,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,29,164,73,62,62,55,30,39,10,516,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,4,0,3,3,0,0,0,0,3,0,11,Corangamite (S)
21890,3,30,7,5,3,0,0,4,3,60,38,754,49,5,3,0,0,0,12,863,24,470,159,26,3,7,0,3,16,717,22,244,220,47,20,5,3,10,9,587,12,118,216,106,20,14,8,6,10,510,20,72,141,213,91,29,10,30,5,610,15,20,71,134,232,97,33,29,11,651,8,10,26,56,201,125,62,41,8,538,8,11,12,23,100,104,52,55,0,368,5,5,3,4,53,67,33,42,0,219,0,5,0,3,23,66,17,40,0,158,0,3,0,3,12,22,11,22,0,81,0,0,0,0,10,26,15,49,0,110,3,6,3,3,0,4,9,33,0,61,4,23,11,8,9,8,7,4,18,90,162,1773,919,647,781,584,269,362,105,5615,0,3,3,0,0,0,0,0,0,9,6,22,13,0,0,0,0,0,0,41,3,49,31,9,0,3,0,0,0,98,4,42,37,19,8,5,0,3,8,120,Darebin (C)
22110,3,7,0,0,3,0,0,0,0,16,27,221,6,0,0,0,0,3,8,265,12,71,24,13,0,0,4,4,5,130,11,44,45,15,4,9,0,3,0,127,7,25,62,43,8,5,3,12,0,165,8,27,61,93,33,9,3,11,3,254,5,10,30,54,76,29,19,15,0,234,7,3,9,20,73,32,32,22,3,200,4,5,5,10,35,26,16,12,0,110,0,3,0,3,10,12,13,10,0,48,0,0,0,5,3,11,3,8,0,34,0,3,0,0,3,0,3,7,0,16,0,0,0,0,0,0,3,6,0,13,0,4,0,0,0,4,0,10,0,21,3,11,0,4,5,0,3,0,0,31,94,433,249,252,252,147,102,122,29,1666,0,0,5,0,0,0,0,3,0,6,0,6,3,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,10,3,16,14,4,0,0,0,0,0,35,East Gippsland (S)
22170,5,29,0,5,3,7,0,4,0,49,43,792,50,0,0,3,0,0,20,916,24,418,138,29,9,6,0,6,8,643,14,222,200,60,7,6,4,5,7,530,18,112,208,111,18,5,6,13,7,495,12,69,132,197,89,33,10,15,9,569,16,30,72,140,204,82,39,28,5,609,21,12,27,53,192,93,56,37,3,495,9,9,15,20,88,89,57,64,3,354,5,6,0,13,29,61,36,54,3,200,3,3,0,3,20,34,14,44,0,135,3,3,3,7,8,10,14,34,0,76,0,4,0,0,4,17,15,41,0,82,0,3,0,3,0,14,6,29,0,55,0,27,17,12,10,3,4,3,11,94,177,1743,866,655,692,468,257,368,80,5301,3,0,0,0,0,0,0,0,0,10,0,33,5,0,0,0,0,0,3,41,4,43,8,8,0,4,0,3,0,72,3,23,28,5,9,0,3,3,0,73,Frankston (C)
22250,0,3,0,0,0,0,0,3,0,7,0,55,3,0,0,0,0,0,0,63,0,10,4,0,0,0,0,0,0,24,0,13,15,0,0,0,0,0,0,27,0,10,13,3,0,0,0,0,0,27,3,3,6,25,11,4,0,0,0,51,3,0,3,6,11,0,0,3,0,39,0,0,0,7,14,6,6,8,0,37,0,0,0,0,3,3,8,7,0,17,0,0,0,0,0,3,0,0,0,5,0,3,0,0,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,14,96,43,44,50,23,18,25,7,315,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,5,0,0,3,0,0,5,0,0,0,8,Gannawarra (S)
22830,3,15,0,3,0,7,0,0,0,26,29,475,15,3,0,0,0,3,9,543,12,184,36,15,0,7,0,4,9,267,9,76,67,30,8,6,0,3,3,204,8,48,96,65,17,4,9,4,8,258,8,37,56,166,65,18,6,12,3,364,17,24,31,87,148,41,23,21,4,400,3,9,9,45,112,72,39,29,4,318,6,5,0,10,59,41,35,38,3,194,3,0,0,9,17,30,18,32,0,111,0,0,0,0,5,23,6,26,0,65,5,0,0,0,3,10,5,16,0,29,3,0,0,0,3,6,10,19,0,39,0,8,0,0,3,0,3,9,0,24,0,17,3,10,5,5,5,3,9,57,122,895,322,441,439,262,163,218,57,2913,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,3,0,15,3,15,3,0,0,4,0,0,0,30,0,23,14,3,5,7,0,3,0,51,Greater Shepparton (C)
22910,0,0,0,0,0,0,0,0,0,3,3,46,4,0,0,0,0,0,0,59,0,23,5,3,0,0,0,3,0,36,0,8,16,5,0,0,0,0,0,40,0,14,17,8,3,3,0,5,0,54,0,3,16,16,4,4,0,0,3,54,0,9,15,20,19,6,3,0,0,72,0,0,0,0,7,6,3,3,0,31,0,0,3,3,0,0,4,0,0,14,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,6,11,116,82,67,45,28,16,19,3,385,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,9,Hepburn (S)
22980,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,11,0,7,0,0,0,0,3,3,0,13,0,0,10,4,0,0,0,0,0,10,0,0,0,9,5,0,0,0,0,20,0,0,3,3,6,0,3,0,0,12,0,0,3,0,3,10,0,0,0,12,0,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,42,15,16,15,15,8,7,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hindmarsh (S)
23110,3,20,0,6,0,3,0,3,0,31,19,375,19,3,0,0,0,3,5,428,4,192,62,9,5,3,0,6,8,284,5,91,100,21,7,3,0,7,0,230,14,62,95,60,9,8,0,9,8,254,7,35,74,93,29,29,3,14,3,285,8,12,27,79,96,49,16,9,5,299,4,3,14,25,95,62,18,17,3,246,5,3,3,16,73,61,32,36,4,232,4,0,3,5,34,41,18,20,0,119,0,0,0,4,13,28,21,28,0,96,0,3,0,3,4,14,6,17,0,53,0,0,0,0,5,28,15,25,0,80,0,0,0,3,5,10,6,22,0,50,4,15,3,8,4,7,0,3,4,55,78,810,417,326,379,349,136,212,44,2745,5,5,0,0,3,5,3,3,3,23,0,23,7,3,0,0,0,0,3,37,6,30,9,5,8,0,0,0,8,73,3,14,32,10,9,0,3,7,0,90,Hobsons Bay (C)
23190,3,8,0,0,0,0,0,0,0,14,10,133,6,0,0,0,0,0,3,154,3,61,9,0,0,0,0,0,0,86,0,29,33,11,6,0,0,0,0,78,9,17,49,24,8,0,0,0,0,106,11,13,23,51,27,17,0,3,3,144,9,4,13,32,60,27,13,7,4,166,3,3,7,13,56,18,22,3,0,132,4,0,4,3,7,20,15,6,0,65,0,0,0,0,9,4,9,8,0,37,0,0,0,0,3,7,6,3,0,19,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,3,5,10,0,19,3,0,0,0,0,0,0,6,0,10,3,3,3,3,7,3,0,0,0,19,51,275,153,142,181,111,71,57,10,1053,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,9,0,3,5,0,0,0,0,0,0,17,Horsham (RC)
23270,10,32,9,5,8,8,0,10,9,86,57,936,73,18,3,5,0,3,10,1105,30,595,188,45,3,8,0,4,20,898,19,272,279,90,16,7,3,7,12,714,15,130,322,143,28,31,4,11,21,701,41,76,262,367,124,48,20,20,19,990,41,51,147,307,357,141,61,40,9,1149,27,20,62,181,415,230,85,69,14,1100,18,12,30,91,240,243,91,105,7,837,14,8,17,23,115,149,66,86,3,481,9,6,4,18,63,89,62,61,0,310,5,0,0,7,39,60,36,43,0,193,3,3,0,4,28,71,38,70,3,228,3,3,3,3,7,11,7,30,0,68,5,47,20,23,22,22,0,8,26,170,301,2185,1416,1339,1459,1129,479,570,157,9028,3,11,8,9,9,3,3,9,8,54,6,39,15,3,8,3,0,3,4,77,11,101,51,21,4,6,3,7,12,212,7,74,108,47,17,24,3,15,4,298,Hume (C)
23350,0,7,0,0,0,0,0,0,0,4,0,60,3,0,0,0,0,0,0,72,3,18,8,3,3,5,0,0,0,41,0,13,13,5,0,0,0,0,0,34,0,5,11,10,0,0,0,0,0,36,3,6,16,9,3,3,0,0,0,39,0,8,3,19,11,4,3,3,3,48,0,3,0,0,11,3,4,0,0,22,0,0,3,6,3,3,0,3,0,23,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,8,119,66,51,37,30,18,7,8,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,11,Indigo (S)
23430,11,23,8,7,0,4,0,8,3,69,71,1162,53,6,3,0,0,3,20,1315,37,724,209,54,3,8,0,12,10,1057,34,323,306,74,16,13,3,13,15,785,24,177,302,150,35,27,8,14,8,744,37,124,283,310,110,61,21,37,3,986,16,57,85,231,335,139,45,47,9,961,27,29,42,100,314,228,94,72,3,909,8,18,21,39,223,217,96,107,8,735,12,9,11,29,111,169,67,91,4,497,3,6,4,9,73,97,55,95,4,352,7,3,0,5,22,65,32,56,0,190,9,9,3,13,37,93,46,92,3,301,0,5,3,9,10,20,14,63,0,121,3,45,16,13,16,15,5,11,27,163,283,2701,1355,1055,1297,1154,490,726,123,9183,0,6,3,4,3,4,0,3,0,22,4,60,9,3,3,3,0,0,3,81,8,78,42,12,12,8,0,0,3,155,3,47,81,24,14,4,6,0,3,182,Kingston (C) (Vic.)
23670,9,33,8,11,3,5,0,4,3,69,51,1170,48,11,0,9,0,8,17,1315,28,611,172,45,7,5,4,11,18,900,18,287,229,66,19,6,3,12,7,649,26,116,274,133,31,13,6,10,14,617,19,94,159,207,111,38,14,15,13,665,11,39,58,175,250,112,36,36,3,714,20,26,34,70,254,170,75,51,6,713,13,14,10,29,160,145,87,91,3,552,8,9,7,17,81,91,61,59,0,337,3,0,0,4,45,68,50,59,0,234,3,0,3,0,14,52,30,62,0,171,3,3,3,5,34,66,41,105,0,252,4,5,0,3,3,17,14,40,0,93,3,31,11,9,16,21,6,12,16,127,219,2433,1036,786,1032,816,427,569,100,7414,0,7,3,0,0,3,0,0,0,18,5,38,9,3,4,0,0,0,0,63,12,67,20,4,3,0,0,0,4,108,6,38,54,17,5,7,0,3,3,140,Knox (C)
23810,8,18,3,0,0,0,3,0,0,35,26,524,33,5,4,0,0,0,9,604,8,248,75,14,3,3,0,6,11,372,15,129,110,23,4,3,0,0,8,300,19,68,126,61,20,3,3,9,7,313,10,54,91,164,73,12,7,7,4,429,12,28,36,95,140,36,13,20,3,376,3,14,19,25,113,59,50,21,0,301,3,4,4,10,37,37,24,42,0,171,0,3,3,0,16,18,17,21,0,79,0,0,0,0,5,15,7,21,0,48,4,0,0,0,6,10,8,11,0,36,0,0,0,0,3,3,3,15,0,30,0,3,3,0,0,4,0,7,0,17,3,22,8,9,10,3,4,3,10,59,118,1110,506,412,434,211,148,183,62,3179,3,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,19,3,24,10,0,0,3,0,0,0,43,0,11,8,0,3,0,3,0,0,29,Latrobe (C) (Vic.)
23940,0,4,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,3,30,0,11,3,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,15,0,0,9,0,0,3,0,0,0,19,0,4,4,11,0,0,0,0,0,20,0,0,0,5,3,3,0,0,0,11,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,24,25,5,12,5,8,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,Loddon (S)
24130,4,19,0,0,0,0,0,0,0,20,3,217,7,3,0,0,0,0,12,245,6,102,29,10,0,0,0,3,3,153,3,53,49,16,3,0,0,4,0,132,5,25,45,13,6,3,3,4,0,114,3,17,41,53,24,7,4,3,0,155,3,8,18,45,40,11,8,9,0,141,3,0,4,15,40,22,16,9,0,118,0,9,4,10,11,18,11,14,0,73,7,3,0,0,11,11,4,12,0,48,0,3,0,0,4,8,7,12,0,28,0,0,0,0,0,8,3,4,0,16,3,0,0,3,3,3,0,6,0,15,0,0,0,6,0,3,3,12,0,22,3,5,0,5,4,0,0,3,3,24,45,462,210,180,145,90,61,89,21,1305,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,3,9,0,0,3,0,0,0,15,0,11,3,4,0,0,0,0,0,21,Macedon Ranges (S)
24210,6,26,12,0,0,6,0,6,0,53,34,708,45,10,0,3,0,0,8,807,17,562,145,25,4,14,0,0,11,777,26,259,186,42,15,10,0,3,7,540,14,101,209,113,17,7,9,6,3,485,13,73,146,184,61,30,13,14,4,530,15,33,65,131,154,51,21,17,6,497,7,20,19,64,125,79,33,28,3,384,3,16,9,12,61,62,34,49,0,256,5,9,5,10,22,33,32,27,0,137,0,4,9,3,10,19,11,28,0,84,0,0,5,3,7,14,11,27,0,69,0,3,4,3,8,19,15,35,0,81,4,12,4,3,7,17,3,36,0,90,0,34,25,4,3,9,0,8,9,87,140,1857,882,612,481,365,193,285,48,4869,0,3,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,20,0,22,15,0,0,0,0,0,0,38,0,8,9,3,3,0,0,3,0,27,Manningham (C)
24250,0,0,0,0,0,0,0,6,0,5,0,33,0,0,0,0,0,0,3,40,0,9,8,0,0,0,0,0,0,21,0,8,10,0,0,0,0,0,0,23,3,3,3,10,3,3,3,3,0,32,0,4,11,20,10,5,3,4,3,60,0,0,4,21,16,5,6,10,3,72,0,3,0,8,6,17,3,3,0,44,0,0,0,0,0,6,9,6,0,28,0,3,0,0,3,3,0,0,0,7,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,13,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,10,78,36,60,39,45,32,40,14,354,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,Mansfield (S)
24330,6,27,8,4,3,4,0,7,0,56,40,601,38,0,0,0,0,3,18,704,16,476,156,38,4,8,3,6,11,717,14,237,247,63,14,9,3,3,5,593,19,124,243,131,23,22,5,6,10,589,19,83,154,250,106,44,9,20,4,685,17,38,61,144,216,66,32,27,6,605,11,20,16,53,190,107,51,44,3,491,16,4,15,14,99,74,37,38,3,294,0,7,4,11,28,53,22,39,0,166,3,0,0,3,22,22,16,37,0,104,0,0,0,0,14,10,9,20,0,61,0,0,3,0,7,10,12,29,0,62,0,3,6,3,3,6,9,10,0,39,0,19,12,3,9,6,0,8,9,60,147,1635,965,719,742,441,205,278,76,5215,0,6,0,0,0,6,0,0,0,12,0,10,3,3,0,3,0,0,0,26,3,40,11,8,4,3,0,4,0,73,4,19,50,10,3,3,0,4,8,104,Maribyrnong (C)
24410,3,27,7,4,3,0,0,10,3,56,55,818,42,8,3,0,3,3,15,948,14,502,171,39,3,0,3,0,11,745,20,244,206,59,12,8,0,7,10,563,7,120,203,123,21,17,5,6,4,505,25,59,178,233,82,40,10,18,7,647,14,23,59,148,190,79,29,23,3,576,6,16,27,48,182,115,58,50,3,515,11,13,23,33,90,93,55,59,0,377,8,8,0,4,34,52,35,50,0,199,11,0,0,5,15,41,15,31,3,116,0,0,0,0,5,10,12,35,4,74,0,0,0,6,6,24,27,36,0,99,0,3,0,7,3,7,3,20,0,41,6,36,17,10,10,9,3,5,9,97,185,1873,941,721,664,510,254,364,70,5570,0,4,0,0,3,0,0,0,0,4,0,17,3,0,0,0,0,0,0,26,0,29,12,3,4,0,0,0,0,48,4,15,22,7,0,0,4,0,0,55,Maroondah (C)
24600,20,76,26,9,16,16,3,13,9,192,94,1187,135,33,12,7,0,3,51,1519,88,1343,531,83,27,24,3,16,52,2163,70,814,763,189,42,40,7,17,35,1975,39,420,809,354,89,58,12,21,37,1843,52,346,726,831,332,146,52,53,49,2582,76,134,319,624,931,401,151,80,38,2755,68,78,189,318,1239,651,235,160,32,2971,69,43,78,197,1011,740,283,211,24,2654,45,26,41,80,531,496,223,226,16,1670,34,17,32,40,307,416,211,209,18,1287,32,10,15,34,175,298,165,168,4,895,34,8,25,43,254,499,282,441,10,1600,17,24,20,35,101,317,210,611,12,1350,11,73,37,26,50,35,25,39,62,360,745,4603,3744,2904,5107,4148,1852,2275,442,25822,0,7,6,0,0,5,0,3,0,23,3,34,11,4,0,5,0,0,0,56,6,53,45,8,5,8,0,3,9,128,12,57,87,19,8,3,0,4,21,214,Melbourne (C)
24650,8,35,3,0,0,0,0,0,0,53,30,509,31,6,3,5,0,0,7,586,13,286,95,17,3,0,0,0,3,424,11,137,133,32,3,6,0,3,4,329,7,42,126,69,5,7,0,11,8,283,10,52,88,143,46,23,9,7,6,382,13,21,32,91,123,61,22,24,4,390,9,13,10,27,89,53,34,16,3,258,5,11,3,6,58,50,23,35,3,201,3,6,4,3,19,26,12,34,0,103,0,0,0,3,15,25,14,27,0,87,0,0,0,0,3,10,9,12,0,36,0,0,0,0,3,12,10,28,0,51,0,0,0,0,3,7,0,14,0,28,0,32,12,6,7,7,0,6,10,82,104,1141,547,413,382,290,139,220,47,3286,0,3,0,0,3,3,0,3,0,18,0,14,0,0,0,0,0,3,0,21,3,22,12,7,5,0,0,0,5,55,0,24,29,10,3,3,3,3,0,77,Melton (C)
24780,5,20,0,0,0,0,0,0,0,29,25,401,18,8,0,0,0,0,8,453,12,168,34,15,4,0,0,5,3,249,12,73,80,21,5,7,3,7,3,202,11,42,95,64,9,7,0,9,3,236,12,41,59,137,73,19,10,9,4,356,9,20,30,78,138,44,29,17,4,366,10,4,11,24,127,56,38,22,0,294,6,5,4,7,43,43,31,22,4,161,0,4,3,0,12,15,16,27,0,79,0,3,3,0,13,5,9,10,0,45,0,0,0,0,4,0,3,7,0,12,0,4,0,3,0,0,8,9,0,25,0,4,0,0,0,7,0,8,3,24,3,15,5,4,11,6,4,0,4,55,99,804,342,365,439,207,138,152,37,2588,0,0,0,0,3,0,0,3,0,11,0,10,3,0,0,0,0,3,3,15,0,9,9,0,0,0,0,0,0,23,0,11,9,9,4,0,0,0,0,39,Mildura (RC)
24850,0,3,3,0,0,0,0,0,0,13,15,218,19,3,0,0,0,0,3,252,5,78,34,13,0,0,0,0,0,136,3,29,41,18,4,0,0,0,3,102,0,27,41,34,7,3,0,0,0,113,6,14,39,54,16,11,3,3,4,153,10,7,19,20,28,20,8,5,0,118,3,3,6,12,27,11,17,6,3,90,6,0,3,6,14,19,8,12,0,68,0,0,0,0,0,9,3,4,0,28,0,0,0,0,3,8,0,7,0,21,0,0,0,0,3,6,0,4,0,18,0,0,0,0,3,4,0,5,0,15,0,0,0,0,0,0,0,4,0,4,0,8,3,7,3,3,0,0,11,35,46,394,204,168,117,85,45,59,28,1153,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,9,0,4,8,3,0,0,0,0,0,14,Mitchell (S)
24900,0,3,0,0,0,0,3,3,0,9,18,159,8,0,3,0,0,0,5,194,13,43,13,4,0,0,4,4,4,73,4,30,42,10,0,0,0,0,3,92,3,13,47,27,8,4,0,0,0,109,7,16,31,43,16,3,3,4,0,125,3,13,0,30,46,22,14,11,0,137,0,6,0,3,29,21,13,6,4,88,3,0,7,0,12,13,13,6,0,54,0,0,0,5,4,5,12,8,0,32,0,0,0,0,0,6,0,3,0,14,0,0,0,3,0,4,3,5,0,12,0,0,0,0,0,0,3,3,0,7,0,0,4,0,0,0,0,4,0,10,0,3,3,3,0,3,0,0,4,27,57,294,151,131,115,84,58,67,23,972,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,10,5,5,0,3,0,0,0,0,0,21,Moira (S)
24970,7,46,11,3,9,9,0,11,0,101,56,907,41,18,3,3,0,3,14,1048,30,622,175,33,6,4,6,9,15,888,14,269,266,64,17,8,3,11,9,669,24,142,299,146,33,14,11,9,5,682,23,107,182,282,108,62,15,30,8,815,14,47,87,200,244,140,53,64,24,876,12,22,38,94,306,219,89,68,7,866,16,16,17,41,251,251,119,123,13,851,10,8,5,26,126,175,85,94,0,533,7,13,6,15,93,142,84,102,7,459,7,0,9,9,47,91,51,77,3,293,8,9,8,12,55,122,91,172,0,466,3,9,0,9,11,53,39,121,3,249,0,34,16,19,18,12,6,10,10,130,245,2252,1165,952,1329,1309,658,901,125,8939,4,4,5,0,3,0,0,3,0,23,3,36,4,0,3,0,0,0,0,56,3,54,38,10,12,0,0,0,0,122,9,51,67,21,11,8,3,5,4,180,Monash (C)
