lga_code16,ci_ii_2000_2999_mng,ci_ii_2000_2999_pro,ci_ii_2000_2999_tectw,ci_ii_2000_2999_copsw,ci_ii_2000_2999_claw,ci_ii_2000_2999_swks,ci_ii_2000_2999_maopdv,ci_ii_2000_2999_lab,ci_ii_2000_2999_idns,ci_ii_2000_2999_tot,ci_ii_3000mo_mng,ci_ii_3000mo_pro,ci_ii_3000mo_tectw,ci_ii_3000mo_copsw,ci_ii_3000mo_claw,ci_ii_3000mo_swks,ci_ii_3000mo_maopdv,ci_ii_3000mo_lab,ci_ii_3000mo_idns,ci_ii_3000mo_tot,ci_ii_pins_mng,ci_ii_pins_pro,ci_ii_pins_tectw,ci_ii_pins_copsw,ci_ii_pins_claw,ci_ii_pins_swks,ci_ii_pins_maopdv,ci_ii_pins_lab,ci_ii_pins_idns,ci_ii_pins_tot,ci_ii_tot_mng,ci_ii_tot_pro,ci_ii_tot_tectw,ci_ii_tot_copsw,ci_ii_tot_claw,ci_ii_tot_swks,ci_ii_tot_maopdv,ci_ii_tot_lab,ci_ii_tot_idns,ci_ii_tot_tot,le_idns_nni_mng,le_idns_nni_pro,le_idns_nni_tectw,le_idns_nni_copsw,le_idns_nni_claw,le_idns_nni_swks,le_idns_nni_maopdv,le_idns_nni_lab,le_idns_nni_idns,le_idns_nni_tot,le_idns_1_149_mng,le_idns_1_149_pro,le_idns_1_149_tectw,le_idns_1_149_copsw,le_idns_1_149_claw,le_idns_1_149_swks,le_idns_1_149_maopdv,le_idns_1_149_lab,le_idns_1_149_idns,le_idns_1_149_tot,le_idns_150_299_mng,le_idns_150_299_pro,le_idns_150_299_tectw,le_idns_150_299_copsw,le_idns_150_299_claw,le_idns_150_299_swks,le_idns_150_299_maopdv,le_idns_150_299_lab,le_idns_150_299_idns,le_idns_150_299_tot,le_idns_300_399_mng,le_idns_300_399_pro,le_idns_300_399_tectw,le_idns_300_399_copsw,le_idns_300_399_claw,le_idns_300_399_swks,le_idns_300_399_maopdv,le_idns_300_399_lab,le_idns_300_399_idns,le_idns_300_399_tot,le_idns_400_499_mng,le_idns_400_499_pro,le_idns_400_499_tectw,le_idns_400_499_copsw,le_idns_400_499_claw,le_idns_400_499_swks,le_idns_400_499_maopdv,le_idns_400_499_lab,le_idns_400_499_idns,le_idns_400_499_tot,le_idns_500_649_mng,le_idns_500_649_pro,le_idns_500_649_tectw,le_idns_500_649_copsw,le_idns_500_649_claw,le_idns_500_649_swks,le_idns_500_649_maopdv,le_idns_500_649_lab,le_idns_500_649_idns,le_idns_500_649_tot,le_idns_650_799_mng,le_idns_650_799_pro,le_idns_650_799_tectw,le_idns_650_799_copsw,le_idns_650_799_claw,le_idns_650_799_swks,le_idns_650_799_maopdv,le_idns_650_799_lab,le_idns_650_799_idns,le_idns_650_799_tot,le_idns_800_999_mng,le_idns_800_999_pro,le_idns_800_999_tectw,le_idns_800_999_copsw,le_idns_800_999_claw,le_idns_800_999_swks,le_idns_800_999_maopdv,le_idns_800_999_lab,le_idns_800_999_idns,le_idns_800_999_tot,le_idns_1000_1249_mng,le_idns_1000_1249_pro,le_idns_1000_1249_tectw,le_idns_1000_1249_copsw,le_idns_1000_1249_claw,le_idns_1000_1249_swks,le_idns_1000_1249_maopdv,le_idns_1000_1249_lab,le_idns_1000_1249_idns,le_idns_1000_1249_tot,le_idns_1250_1499_mng,le_idns_1250_1499_pro,le_idns_1250_1499_tectw,le_idns_1250_1499_copsw,le_idns_1250_1499_claw,le_idns_1250_1499_swks,le_idns_1250_1499_maopdv,le_idns_1250_1499_lab,le_idns_1250_1499_idns,le_idns_1250_1499_tot,le_idns_1500_1749_mng,le_idns_1500_1749_pro,le_idns_1500_1749_tectw,le_idns_1500_1749_copsw,le_idns_1500_1749_claw,le_idns_1500_1749_swks,le_idns_1500_1749_maopdv,le_idns_1500_1749_lab,le_idns_1500_1749_idns,le_idns_1500_1749_tot,le_idns_1750_1999_mng,le_idns_1750_1999_pro,le_idns_1750_1999_tectw,le_idns_1750_1999_copsw,le_idns_1750_1999_claw,le_idns_1750_1999_swks,le_idns_1750_1999_maopdv,le_idns_1750_1999_lab,le_idns_1750_1999_idns,le_idns_1750_1999_tot,le_idns_2000_2999_mng,le_idns_2000_2999_pro,le_idns_2000_2999_tectw,le_idns_2000_2999_copsw,le_idns_2000_2999_claw,le_idns_2000_2999_swks,le_idns_2000_2999_maopdv,le_idns_2000_2999_lab,le_idns_2000_2999_idns,le_idns_2000_2999_tot,le_idns_3000mo_mng,le_idns_3000mo_pro,le_idns_3000mo_tectw,le_idns_3000mo_copsw,le_idns_3000mo_claw,le_idns_3000mo_swks,le_idns_3000mo_maopdv,le_idns_3000mo_lab,le_idns_3000mo_idns,le_idns_3000mo_tot,le_idns_pins_mng,le_idns_pins_pro,le_idns_pins_tectw,le_idns_pins_copsw,le_idns_pins_claw,le_idns_pins_swks,le_idns_pins_maopdv,le_idns_pins_lab,le_idns_pins_idns,le_idns_pins_tot,le_idns_tot_mng,le_idns_tot_pro,le_idns_tot_tectw,le_idns_tot_copsw,le_idns_tot_claw,le_idns_tot_swks,le_idns_tot_maopdv,le_idns_tot_lab,le_idns_tot_idns,le_idns_tot_tot,lga_name16
52800,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,22,12,3,4,19,3,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,3,3,3,3,3,0,7,3,19,0,0,3,5,0,4,0,0,0,13,0,0,4,3,0,0,0,7,3,15,3,3,0,4,4,0,0,9,0,19,3,0,0,5,3,0,0,0,3,9,8,0,0,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,9,18,17,12,33,18,7,3,25,15,142,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Cue (S)
52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,18,Cunderdin (S)
52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,5,0,0,0,7,0,31,Dalwallinu (S)
52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,0,3,0,10,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,6,3,10,0,3,14,3,59,Dandaragan (S)
52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,11,11,23,3,9,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,4,0,0,0,10,3,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,10,7,3,0,0,0,0,0,0,0,14,0,0,3,0,0,0,6,0,0,14,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,11,21,6,14,19,4,8,18,18,3,110,Dardanup (S)
52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,9,12,0,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,4,0,3,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,3,0,9,4,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,0,12,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,13,3,3,12,7,0,17,0,66,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,3,3,18,Dundas (S)
53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,13,3,15,6,3,0,3,0,60,East Fremantle (T)
53220,0,3,4,0,0,0,31,21,0,62,0,0,9,0,0,0,8,5,0,23,0,0,0,0,0,0,0,0,0,4,7,9,26,11,12,7,73,48,8,201,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,10,0,0,4,0,0,0,0,3,4,13,0,0,0,3,0,0,5,7,0,16,0,0,0,3,5,3,5,3,3,25,4,0,0,3,0,0,8,3,0,25,0,0,3,3,0,0,10,3,0,22,3,3,3,0,0,0,21,3,0,32,0,10,20,0,0,0,52,0,3,89,4,3,9,0,3,0,14,0,0,33,3,7,3,4,0,0,9,0,12,34,19,24,44,19,16,6,132,31,29,330,East Pilbara (S)
53290,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,3,6,20,28,25,6,29,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,4,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,12,3,0,0,6,4,4,0,3,0,14,6,0,3,5,0,0,5,7,4,31,0,3,0,4,3,4,3,4,0,25,0,0,3,3,3,3,0,0,0,19,0,0,3,3,5,0,3,3,0,18,5,0,0,0,0,0,0,0,0,12,0,3,0,4,0,0,3,0,0,15,6,0,0,0,0,0,0,0,0,13,4,3,0,0,0,0,0,4,0,11,4,3,0,0,0,0,0,0,0,11,6,0,0,4,0,0,3,6,4,18,40,19,20,31,24,17,17,27,14,215,Esperance (S)
53360,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,8,3,0,8,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,11,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,7,12,5,7,3,3,6,0,55,Exmouth (S)
53430,4,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,3,27,24,27,69,68,34,17,50,4,315,0,3,0,7,0,4,0,0,0,11,0,0,0,8,0,3,0,6,0,20,0,0,0,8,3,0,0,7,0,20,0,0,5,4,3,0,0,10,0,26,0,3,7,4,4,3,0,9,6,37,8,3,3,18,6,4,7,16,0,71,7,3,5,13,13,12,8,20,0,80,3,18,17,20,13,5,5,4,5,86,12,19,14,8,16,9,8,6,3,95,3,17,10,8,8,0,8,10,0,65,4,15,4,0,3,0,8,0,0,39,3,8,3,3,0,0,0,0,3,30,11,11,0,3,3,0,6,12,0,45,11,18,0,0,3,0,0,3,0,35,0,9,3,7,3,4,3,9,33,61,69,131,72,116,85,59,48,99,56,727,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,10,0,3,0,3,3,3,30,Gnowangerup (S)
54280,0,0,8,0,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,7,31,23,43,45,36,34,3,238,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,3,9,0,0,4,3,0,4,0,6,4,22,0,0,3,3,0,3,0,6,3,22,0,0,0,5,0,4,0,7,0,20,0,0,10,8,3,3,8,8,0,40,5,0,4,9,4,7,3,4,4,41,0,6,9,7,4,4,11,8,3,47,3,5,15,0,5,3,3,0,4,44,0,10,3,3,4,4,22,6,0,42,3,4,3,0,0,0,18,4,0,32,6,7,9,3,3,0,24,3,3,54,3,3,0,0,0,0,6,0,0,17,0,0,0,10,3,5,11,7,6,46,25,42,62,51,28,36,101,67,38,444,Kalgoorlie/Boulder (C)
54310,5,3,4,3,3,0,13,0,0,23,5,14,7,0,0,0,4,3,0,27,0,0,0,0,0,0,0,0,0,0,22,19,26,37,36,19,27,38,5,224,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,7,0,3,0,9,0,0,0,5,0,7,0,0,0,13,6,0,0,0,3,0,0,3,0,10,0,0,0,3,0,5,0,0,3,11,0,0,3,0,0,0,0,5,3,18,0,3,4,3,0,0,0,3,0,14,0,0,3,3,6,3,0,3,0,22,0,7,8,5,7,3,8,7,0,45,3,4,3,0,4,0,6,3,0,24,5,4,5,0,3,3,10,3,0,29,4,0,3,0,0,0,7,12,0,32,11,12,20,0,3,0,24,17,3,90,6,10,18,0,4,0,14,8,0,59,0,0,6,3,0,4,5,4,15,33,34,38,69,35,41,35,66,73,30,420,Karratha (C)
53800,3,0,0,0,3,0,0,3,0,13,3,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,35,18,21,50,84,58,18,56,9,352,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,15,0,0,4,6,0,0,0,3,0,11,3,0,0,3,3,0,0,8,4,21,0,0,0,6,3,5,0,3,0,23,4,3,0,14,8,3,6,5,0,39,9,8,7,3,9,8,0,7,3,54,9,5,3,16,4,3,3,4,0,54,4,3,14,8,3,3,0,9,0,45,10,13,8,3,5,0,5,5,0,59,4,8,4,3,3,0,5,7,0,35,4,4,5,3,0,3,3,0,0,19,3,9,3,4,0,0,6,0,0,28,4,6,0,0,0,0,0,0,3,12,0,0,3,9,0,3,3,3,17,43,56,58,49,82,46,35,43,62,35,462,Greater Geraldton (C)
53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,5,3,9,6,0,6,9,8,51,Halls Creek (S)
53990,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,17,16,23,8,25,0,108,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,12,4,0,0,3,4,0,0,0,0,6,4,0,0,3,0,3,0,6,0,15,4,4,0,9,3,0,0,4,0,19,4,0,3,3,3,4,0,16,0,28,3,0,5,0,0,3,3,11,0,35,0,3,4,4,0,0,3,3,0,22,0,0,0,0,0,0,5,0,0,9,3,3,7,3,3,3,3,0,3,19,3,0,0,0,0,0,6,0,0,11,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,3,7,16,25,13,26,28,15,15,23,54,12,215,Harvey (S)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,Goomalling (S)
53780,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,6,31,8,47,69,67,59,19,64,4,358,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,3,0,3,3,13,0,0,0,6,3,10,3,3,3,29,0,3,6,8,4,9,0,3,0,37,0,3,8,8,6,10,3,8,3,54,7,3,0,18,6,15,0,15,4,76,8,3,3,19,11,8,11,12,4,76,6,11,16,18,7,6,8,9,3,84,13,10,13,9,14,3,14,10,6,90,6,5,12,7,6,4,8,4,7,56,3,6,8,6,4,0,3,0,4,27,0,3,7,3,0,0,0,0,0,20,8,8,0,3,7,0,3,3,0,29,0,3,0,0,0,6,0,0,0,17,0,3,5,3,0,3,3,3,16,42,63,73,76,115,77,81,59,76,52,663,Gosnells (C)
54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,3,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,12,3,0,9,10,4,6,6,9,52,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,3,3,3,0,23,Jerramungup (S)
54170,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,3,0,0,0,5,0,0,3,0,16,42,21,43,146,129,181,18,74,10,660,0,0,3,0,0,0,0,3,3,14,4,3,3,9,3,18,0,8,0,46,0,4,10,15,15,24,3,11,0,91,3,3,3,24,12,19,0,10,3,84,3,7,10,18,7,17,0,16,4,81,5,15,18,34,24,21,0,10,4,131,16,14,6,28,20,16,0,9,3,125,12,22,14,32,34,14,3,11,10,150,15,25,18,26,21,5,3,14,4,127,12,34,8,9,19,5,8,0,0,89,5,30,6,7,12,8,0,0,3,68,5,23,4,6,4,0,0,4,3,54,13,29,5,3,3,0,0,0,0,59,9,17,0,0,3,0,0,0,3,38,3,6,6,10,5,6,0,4,24,70,111,229,123,222,182,156,24,105,69,1220,Joondalup (C)
54200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,31,28,36,36,19,32,3,198,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,3,3,8,0,0,0,0,0,4,0,5,3,17,0,0,0,3,7,4,0,3,0,18,0,0,0,3,3,0,3,13,3,24,3,3,0,5,9,3,4,3,3,44,0,0,4,13,3,3,8,6,3,48,4,7,8,6,10,3,10,7,8,59,0,3,6,4,14,0,4,4,0,43,5,5,4,3,7,4,11,0,0,39,3,0,0,0,4,0,8,0,0,20,3,10,0,0,4,0,5,0,0,21,9,4,0,0,4,0,3,0,0,19,3,0,0,0,0,0,0,0,0,5,3,0,3,4,4,3,3,3,9,34,35,33,43,44,67,34,61,46,36,400,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,Kulin (S)
