lga_code16,ng_nni_mng,ng_nni_pro,ng_nni_tectw,ng_nni_copsw,ng_nni_claw,ng_nni_swks,ng_nni_maopdv,ng_nni_lab,ng_nni_idns,ng_nni_tot,ng_1_149_mng,ng_1_149_pro,ng_1_149_tectw,ng_1_149_copsw,ng_1_149_claw,ng_1_149_swks,ng_1_149_maopdv,ng_1_149_lab,ng_1_149_idns,ng_1_149_tot,ng_150_299_mng,ng_150_299_pro,ng_150_299_tectw,ng_150_299_copsw,ng_150_299_claw,ng_150_299_swks,ng_150_299_maopdv,ng_150_299_lab,ng_150_299_idns,ng_150_299_tot,ng_300_399_mng,ng_300_399_pro,ng_300_399_tectw,ng_300_399_copsw,ng_300_399_claw,ng_300_399_swks,ng_300_399_maopdv,ng_300_399_lab,ng_300_399_idns,ng_300_399_tot,ng_400_499_mng,ng_400_499_pro,ng_400_499_tectw,ng_400_499_copsw,ng_400_499_claw,ng_400_499_swks,ng_400_499_maopdv,ng_400_499_lab,ng_400_499_idns,ng_400_499_tot,ng_500_649_mng,ng_500_649_pro,ng_500_649_tectw,ng_500_649_copsw,ng_500_649_claw,ng_500_649_swks,ng_500_649_maopdv,ng_500_649_lab,ng_500_649_idns,ng_500_649_tot,ng_650_799_mng,ng_650_799_pro,ng_650_799_tectw,ng_650_799_copsw,ng_650_799_claw,ng_650_799_swks,ng_650_799_maopdv,ng_650_799_lab,ng_650_799_idns,ng_650_799_tot,ng_800_999_mng,ng_800_999_pro,ng_800_999_tectw,ng_800_999_copsw,ng_800_999_claw,ng_800_999_swks,ng_800_999_maopdv,ng_800_999_lab,ng_800_999_idns,ng_800_999_tot,ng_1000_1249_mng,ng_1000_1249_pro,ng_1000_1249_tectw,ng_1000_1249_copsw,ng_1000_1249_claw,ng_1000_1249_swks,ng_1000_1249_maopdv,ng_1000_1249_lab,ng_1000_1249_idns,ng_1000_1249_tot,ng_1250_1499_mng,ng_1250_1499_pro,ng_1250_1499_tectw,ng_1250_1499_copsw,ng_1250_1499_claw,ng_1250_1499_swks,ng_1250_1499_maopdv,ng_1250_1499_lab,ng_1250_1499_idns,ng_1250_1499_tot,ng_1500_1749_mng,ng_1500_1749_pro,ng_1500_1749_tectw,ng_1500_1749_copsw,ng_1500_1749_claw,ng_1500_1749_swks,ng_1500_1749_maopdv,ng_1500_1749_lab,ng_1500_1749_idns,ng_1500_1749_tot,ng_1750_1999_mng,ng_1750_1999_pro,ng_1750_1999_tectw,ng_1750_1999_copsw,ng_1750_1999_claw,ng_1750_1999_swks,ng_1750_1999_maopdv,ng_1750_1999_lab,ng_1750_1999_idns,ng_1750_1999_tot,ng_2000_2999_mng,ng_2000_2999_pro,ng_2000_2999_tectw,ng_2000_2999_copsw,ng_2000_2999_claw,ng_2000_2999_swks,ng_2000_2999_maopdv,ng_2000_2999_lab,ng_2000_2999_idns,ng_2000_2999_tot,ng_3000mo_mng,ng_3000mo_pro,ng_3000mo_tectw,ng_3000mo_copsw,ng_3000mo_claw,ng_3000mo_swks,ng_3000mo_maopdv,ng_3000mo_lab,ng_3000mo_idns,ng_3000mo_tot,ng_pins_mng,ng_pins_pro,ng_pins_tectw,ng_pins_copsw,ng_pins_claw,ng_pins_swks,ng_pins_maopdv,ng_pins_lab,ng_pins_idns,ng_pins_tot,ng_tot_mng,ng_tot_pro,ng_tot_tectw,ng_tot_copsw,ng_tot_claw,ng_tot_swks,ng_tot_maopdv,ng_tot_lab,ng_tot_idns,ng_tot_tot,sg_nni_mng,sg_nni_pro,sg_nni_tectw,sg_nni_copsw,sg_nni_claw,sg_nni_swks,sg_nni_maopdv,sg_nni_lab,sg_nni_idns,sg_nni_tot,sg_1_149_mng,sg_1_149_pro,sg_1_149_tectw,sg_1_149_copsw,sg_1_149_claw,sg_1_149_swks,sg_1_149_maopdv,sg_1_149_lab,sg_1_149_idns,sg_1_149_tot,sg_150_299_mng,sg_150_299_pro,sg_150_299_tectw,sg_150_299_copsw,sg_150_299_claw,sg_150_299_swks,sg_150_299_maopdv,sg_150_299_lab,sg_150_299_idns,sg_150_299_tot,sg_300_399_mng,sg_300_399_pro,sg_300_399_tectw,sg_300_399_copsw,sg_300_399_claw,sg_300_399_swks,sg_300_399_maopdv,sg_300_399_lab,sg_300_399_idns,sg_300_399_tot,lga_name16
18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,3,4,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,26,12,3,13,4,0,3,0,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,11,0,9,0,5,4,0,0,0,0,26,Wollondilly (A)
18450,0,3,0,0,0,0,0,0,0,6,0,66,0,6,28,0,0,3,3,108,3,92,0,11,30,3,0,7,8,153,4,63,0,11,36,3,3,3,8,129,3,101,9,7,65,4,0,6,3,204,5,130,7,13,142,8,3,3,3,313,9,111,11,10,180,6,6,11,0,340,21,139,14,4,239,9,14,0,6,444,24,149,35,13,376,6,8,0,20,641,40,217,44,16,371,0,4,0,13,718,64,297,42,13,152,0,5,0,13,591,56,234,6,5,52,0,0,0,7,360,129,452,7,8,48,3,0,0,3,644,74,119,0,0,5,0,0,0,0,200,5,19,0,0,11,0,0,0,0,33,432,2194,197,121,1727,60,45,34,85,4888,0,10,0,0,3,0,0,3,4,20,0,12,0,24,4,0,0,9,0,53,0,23,4,51,24,3,7,12,0,122,0,49,4,57,31,3,0,16,4,163,Wollongong (C)
18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,12,0,0,5,7,3,0,0,0,28,25,4,4,9,4,0,0,4,0,48,16,4,4,27,0,3,0,0,4,57,21,9,12,34,11,3,0,0,0,93,31,14,13,48,10,0,0,0,0,112,39,13,10,24,3,0,0,0,3,91,38,13,3,20,6,0,0,0,0,78,58,26,3,12,6,0,0,0,0,105,18,6,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,4,260,88,54,194,41,12,0,8,9,665,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,19,0,0,0,27,0,0,0,0,0,25,0,9,0,10,3,0,0,0,0,21,Woollahra (A)
18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,3,17,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,15,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,4,3,0,0,0,0,9,0,3,0,11,0,0,0,3,0,16,Alpine (S)
20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,4,4,0,0,0,0,5,0,7,0,4,6,0,0,0,0,17,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,15,22,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,4,0,4,3,6,3,0,0,5,0,21,Ararat (RC)
20570,0,0,0,0,4,0,0,0,0,4,0,6,3,3,5,0,0,0,0,18,0,18,0,8,8,0,0,0,0,37,0,12,3,11,4,3,0,0,0,36,0,19,0,7,19,5,0,7,0,60,3,42,0,3,33,4,0,11,0,96,3,44,3,7,52,3,3,9,3,135,3,59,7,9,97,3,3,8,0,186,15,70,10,27,157,3,3,3,4,293,17,73,11,12,104,0,7,0,7,221,30,145,7,6,49,0,0,0,5,252,26,81,3,0,9,0,0,0,0,126,48,96,0,0,9,0,0,0,5,162,25,18,0,3,0,0,0,0,0,40,0,0,0,0,3,0,0,3,0,9,174,691,51,108,557,18,17,46,21,1685,0,3,0,0,4,0,0,0,0,12,0,12,0,14,8,0,0,0,0,32,0,29,4,20,19,0,0,6,0,76,0,46,10,56,24,0,3,22,0,155,Ballarat (C)
20660,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,0,0,12,0,6,0,5,5,0,0,0,0,17,0,3,3,11,7,3,0,3,0,28,0,5,5,3,14,5,0,0,0,33,8,15,38,24,16,3,11,0,0,122,8,19,42,35,43,3,3,0,7,160,14,24,51,20,78,0,11,0,6,204,17,47,39,40,72,3,0,0,5,218,36,78,33,38,22,0,0,0,4,217,31,45,19,21,5,0,0,0,3,124,60,57,8,9,8,0,0,0,3,143,8,22,0,0,0,0,0,0,0,32,0,0,0,4,3,0,0,0,0,6,191,321,235,209,275,18,28,4,36,1318,0,10,4,3,0,0,0,0,0,21,0,16,6,25,7,0,0,0,0,56,3,56,5,36,31,0,0,6,0,138,0,73,14,38,53,0,0,6,0,187,Banyule (C)
20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,6,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,10,0,0,0,0,11,3,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,14,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,46,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,11,0,13,0,0,0,0,0,28,0,7,0,10,3,0,0,3,0,29,Bass Coast (S)
20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,5,0,3,0,0,9,0,0,0,0,14,0,0,0,0,6,3,0,0,0,8,0,0,0,0,7,4,0,0,0,12,0,4,4,0,7,0,0,0,0,18,0,4,0,0,7,0,0,0,0,20,0,0,0,4,4,0,0,0,0,15,0,10,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,4,12,56,10,0,3,0,127,0,3,0,4,0,0,0,0,0,4,0,9,0,6,3,0,0,0,0,24,0,11,0,14,4,0,0,3,0,30,0,10,0,15,9,0,0,7,0,44,Baw Baw (S)
20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,10,0,6,0,3,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,11,0,3,0,0,3,0,0,0,0,7,0,3,0,0,7,6,0,0,0,19,0,4,0,0,14,3,0,0,0,23,0,3,0,0,12,0,0,0,0,22,3,8,0,0,4,0,0,0,0,15,0,7,0,0,3,0,0,0,0,12,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,55,0,9,58,10,0,0,6,162,3,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,3,0,22,0,7,0,16,4,0,0,3,0,39,0,19,8,22,3,0,0,0,0,53,Bayside (C)
21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,3,4,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,9,22,3,0,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,10,Benalla (RC)
21110,0,5,0,0,3,0,0,0,0,11,0,17,0,6,9,0,0,0,0,31,0,32,0,3,12,4,0,0,3,60,0,44,8,0,14,0,0,3,0,71,3,53,3,0,11,7,0,0,0,69,0,117,7,3,24,4,0,0,5,157,3,87,3,5,53,0,0,0,0,159,13,107,12,8,77,0,0,0,3,220,17,160,14,12,112,3,0,3,0,330,28,192,32,16,114,3,0,3,3,383,60,274,24,5,49,0,0,0,5,419,56,164,3,7,10,0,0,0,3,242,78,345,3,4,19,0,0,0,3,454,63,125,0,0,4,0,0,0,0,196,0,7,0,3,8,0,0,0,3,21,332,1721,95,80,526,22,7,15,25,2824,0,9,0,0,0,0,0,0,0,7,7,15,9,13,4,0,0,3,0,43,0,23,0,20,12,0,0,0,0,60,0,24,7,26,12,0,0,4,0,64,Boroondara (C)
21180,0,0,0,0,6,0,0,0,0,9,0,10,0,7,6,0,0,0,0,21,0,6,0,0,14,0,0,3,0,30,0,9,0,0,15,0,0,0,0,29,0,8,3,6,28,8,3,0,0,59,0,19,3,3,55,5,10,0,0,95,0,25,5,17,97,4,28,11,0,190,3,26,8,14,144,7,39,0,3,249,4,55,14,14,190,4,48,0,3,328,16,64,7,3,176,0,29,5,10,312,20,62,7,7,57,0,10,0,4,171,18,52,3,3,20,0,6,0,0,112,17,31,5,0,12,0,0,0,4,79,6,12,0,0,3,0,0,0,0,20,0,3,4,0,9,0,3,0,0,22,91,384,74,69,833,40,176,21,30,1720,0,3,0,0,0,0,0,0,0,7,0,8,0,14,4,0,0,0,0,22,0,25,3,19,6,0,0,0,0,52,3,31,15,42,16,0,0,9,0,120,Brimbank (C)
21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,16,0,6,0,3,0,0,0,3,0,12,0,3,0,8,0,0,0,3,0,16,Buloke (S)
21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,3,0,0,7,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,4,0,0,0,13,0,5,0,0,9,0,0,0,0,10,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,7,46,4,0,0,7,89,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,3,0,7,0,13,0,6,0,0,0,4,0,23,0,16,0,16,8,0,0,7,3,43,Campaspe (S)
21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,5,0,0,0,9,0,0,0,3,8,0,0,0,0,12,0,4,0,0,9,3,0,0,0,11,0,7,0,3,0,0,0,0,0,12,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,5,53,11,0,0,0,94,0,5,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,11,0,12,0,14,0,0,0,3,0,23,0,11,0,25,0,0,0,0,0,41,Cardinia (S)
21610,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,3,4,3,0,0,0,12,0,0,0,3,5,0,0,0,0,15,0,3,0,0,6,3,0,0,0,9,0,8,0,7,14,3,4,0,0,32,0,6,3,4,31,5,0,0,0,49,0,4,7,3,32,3,3,0,0,57,3,7,0,4,65,3,0,0,0,93,3,16,3,0,60,0,3,0,0,87,5,20,3,3,17,0,0,0,3,59,3,17,0,0,4,0,0,0,0,32,7,19,0,0,4,0,0,0,0,33,0,4,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,8,34,105,14,30,267,22,12,7,6,497,0,8,0,3,0,0,0,0,0,12,0,10,0,9,0,0,0,4,0,19,0,25,0,35,8,0,0,3,0,82,0,38,6,59,15,0,0,6,0,124,Casey (C)
21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,11,Central Goldfields (S)
21750,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,3,0,6,3,0,0,0,0,17,0,0,3,10,6,0,0,0,0,20,0,0,3,6,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,3,4,0,3,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,18,5,29,47,3,0,3,0,112,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,3,0,7,3,0,0,3,0,15,Colac-Otway (S)
21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,11,0,11,0,4,3,0,0,3,0,24,0,9,0,5,0,0,0,0,0,24,Corangamite (S)
21890,3,4,0,0,6,0,0,0,3,16,0,31,0,6,24,0,0,3,0,65,4,70,3,12,39,0,3,0,0,131,0,64,0,7,22,0,0,3,0,100,0,64,4,17,36,9,0,5,0,139,0,116,5,11,53,3,0,4,0,203,4,96,7,10,56,3,3,3,5,189,8,122,23,23,88,5,3,6,3,285,23,156,32,34,191,0,3,3,4,442,26,211,35,23,153,3,0,0,4,462,45,282,20,5,74,4,0,0,4,426,56,238,7,3,24,0,0,0,0,330,98,301,9,0,35,0,0,0,0,442,70,81,0,0,4,0,0,0,0,158,6,12,0,0,15,3,0,0,0,34,344,1850,145,164,817,34,12,26,21,3423,0,3,0,0,0,0,0,0,0,9,0,11,0,5,3,0,0,0,0,24,0,19,0,20,3,0,0,0,0,43,0,23,0,26,21,0,0,4,0,72,Darebin (C)
22110,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,0,0,0,4,7,0,0,0,0,14,0,0,0,4,0,3,0,0,0,7,0,0,0,3,10,0,0,0,0,20,0,4,0,6,17,3,0,0,0,33,5,5,3,0,11,3,0,0,0,31,3,11,0,3,11,0,0,0,0,27,0,5,0,0,3,0,0,0,0,12,3,4,0,0,0,0,0,0,0,10,3,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,34,3,23,91,15,0,4,0,189,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,5,0,17,0,16,3,22,6,0,0,7,0,60,0,12,3,30,4,0,0,4,0,64,East Gippsland (S)
22170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,7,0,3,9,0,0,0,0,23,0,3,0,0,3,0,0,0,0,9,3,4,3,3,7,0,0,0,0,17,0,15,0,3,14,5,4,0,0,45,4,15,0,3,18,3,0,3,0,59,0,20,0,10,24,3,4,0,4,66,3,27,0,3,36,0,0,0,4,84,8,27,0,5,29,0,0,0,0,65,5,36,3,0,9,0,0,0,0,53,9,36,0,0,0,0,0,0,0,45,6,44,0,0,4,0,0,0,0,57,3,9,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,46,246,9,30,151,21,18,3,10,540,0,5,0,0,0,0,0,0,0,5,0,10,0,14,0,0,0,3,0,30,0,27,0,11,4,0,0,3,0,51,0,36,10,32,13,0,0,3,0,93,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,0,3,0,3,0,0,0,3,0,16,Gannawarra (S)
22830,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,4,0,0,5,0,8,0,5,0,0,8,0,0,0,0,10,0,3,0,0,3,0,0,0,0,7,0,3,0,3,9,0,0,0,0,18,0,5,0,0,8,4,0,0,0,25,0,11,0,6,21,0,0,0,0,36,3,17,0,0,37,3,0,3,0,61,3,13,3,9,26,3,0,0,0,58,4,13,0,0,6,0,0,0,0,31,10,8,0,0,3,0,0,0,0,24,3,10,0,0,3,0,0,0,0,15,6,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,31,98,5,27,133,13,4,17,3,325,0,4,0,0,0,0,0,0,0,7,0,4,0,6,4,0,0,8,0,20,0,14,3,8,8,0,0,0,0,40,0,22,4,25,9,0,0,0,0,65,Greater Shepparton (C)
22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,10,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,3,0,15,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,7,0,8,0,0,0,3,0,13,Hepburn (S)
