lga_code16,p_philippines_e,p_philippines_om_ie,p_philippines_om_uie,p_philippines_cfw,p_philippines_es_ns,p_philippines_tot,p_poland_e,p_poland_om_ie,p_poland_om_uie,p_poland_cfw,p_poland_es_ns,p_poland_tot,p_singapore_e,p_singapore_om_ie,p_singapore_om_uie,p_singapore_cfw,p_singapore_es_ns,p_singapore_tot,p_sthafrica_e,p_sthafrica_om_ie,p_sthafrica_om_uie,p_sthafrica_cfw,p_sthafrica_es_ns,p_sthafrica_tot,p_srilanka_e,p_srilanka_om_ie,p_srilanka_om_uie,p_srilanka_cfw,p_srilanka_es_ns,p_srilanka_tot,p_thailand_e,p_thailand_om_ie,p_thailand_om_uie,p_thailand_cfw,p_thailand_es_ns,p_thailand_tot,p_turkey_e,p_turkey_om_ie,p_turkey_om_uie,p_turkey_cfw,p_turkey_es_ns,p_turkey_tot,p_uk_e,p_uk_om_ie,p_uk_om_uie,p_uk_cfw,p_uk_es_ns,p_uk_tot,p_usa_e,p_usa_om_ie,p_usa_om_uie,p_usa_cfw,p_usa_es_ns,p_usa_tot,p_vietnam_e,p_vietnam_om_ie,p_vietnam_om_uie,p_vietnam_cfw,p_vietnam_es_ns,p_vietnam_tot,p_zimbabwe_e,p_zimbabwe_om_ie,p_zimbabwe_om_uie,p_zimbabwe_cfw,p_zimbabwe_es_ns,p_zimbabwe_tot,p_elsewhere_e,p_elsewhere_om_ie,p_elsewhere_om_uie,p_elsewhere_cfw,p_elsewhere_es_ns,p_elsewhere_tot,p_cob_ns_e,p_cob_ns_om_ie,p_cob_ns_om_uie,p_cob_ns_cfw,p_cob_ns_es_ns,p_cob_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
27350,1001,12,8,0,3,1026,183,16,8,3,5,214,302,21,12,3,0,339,540,44,30,0,7,623,787,21,21,3,11,836,317,17,18,8,3,363,96,10,23,3,0,131,3132,289,224,40,31,3717,525,51,43,3,3,634,1422,144,141,29,26,1762,115,8,0,0,0,116,4382,220,269,51,56,4978,675,64,56,17,49,864,69355,5748,4691,663,640,81102,Yarra (C)
27450,187,4,3,3,0,199,50,3,3,3,0,64,36,6,5,0,0,52,162,28,27,7,4,220,167,25,15,3,0,211,64,0,6,0,0,74,9,4,0,0,0,13,1479,252,341,74,26,2172,108,13,23,0,0,143,136,14,15,5,0,178,19,0,5,0,0,25,888,112,145,41,15,1195,431,54,74,17,40,609,29884,3802,4402,996,458,39545,Yarra Ranges (S)
27630,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,33,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,22,38,10,12,3,3,68,1622,275,359,255,39,2556,Yarriambiack (S)
29399,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,5,3,3,0,102,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,81,3,0,0,3,87,15,0,0,0,0,18,1944,98,91,21,24,2186,Unincorporated Vic
30250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,271,7,6,0,0,282,Aurukun (S)
30300,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,4,0,0,0,0,7,4,0,0,0,0,4,9,0,0,0,0,8,10,3,3,0,0,20,36,10,5,9,3,59,1429,239,239,173,27,2109,Balonne (S)
30370,70,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,41,40,0,0,0,0,37,5,0,0,0,0,8,0,0,0,0,0,0,118,4,10,10,0,143,3,3,0,4,0,12,64,0,3,0,3,64,25,0,0,3,0,24,146,4,3,6,13,165,106,7,23,9,6,155,6389,380,786,478,118,8153,Banana (S)
30410,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,25,0,3,4,3,35,993,103,203,137,17,1451,Barcaldine (R)
30450,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,157,6,24,14,4,209,Barcoo (S)
30760,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,6,3,0,15,547,61,142,87,14,855,Blackall-Tambo (R)
34710,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,43,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,0,0,0,0,13,27,0,6,6,3,47,1463,127,187,118,27,1916,Longreach (R)
34770,767,13,19,3,3,801,24,0,0,0,0,20,18,4,0,0,0,24,589,26,37,3,6,660,43,4,7,0,3,57,73,3,9,0,0,89,3,0,0,0,0,3,1056,67,95,23,7,1249,84,5,6,0,0,101,39,5,0,3,0,42,201,25,4,0,3,229,625,54,66,15,3,758,501,35,56,31,46,662,38831,2648,2753,964,509,45703,Mackay (R)
34800,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,24,18,0,0,3,3,24,1023,55,73,55,12,1219,McKinlay (S)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,84,Mapoon (S)
34860,118,0,0,0,3,122,0,0,0,0,0,0,3,0,0,0,0,3,36,0,3,0,0,37,7,0,0,0,0,8,4,0,0,0,0,7,0,0,0,0,0,0,123,5,11,3,0,137,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,99,0,5,5,0,112,114,13,12,22,3,166,5217,494,705,519,114,7045,Maranoa (R)
34880,51,0,7,0,0,55,3,0,0,0,0,6,3,0,3,0,0,8,49,8,9,3,0,68,6,0,0,0,0,5,12,0,0,0,0,14,0,0,3,0,0,3,180,25,43,16,0,267,17,0,3,4,0,28,8,0,0,0,0,9,21,0,4,0,0,25,219,17,31,12,11,286,130,12,23,6,17,192,5472,501,907,361,135,7374,Mareeba (S)
35010,1026,37,26,22,11,1125,72,15,19,3,0,110,95,10,19,0,0,120,1200,149,181,29,4,1569,155,28,28,6,3,213,179,22,17,12,3,237,12,4,0,3,0,21,5272,633,748,162,57,6869,302,28,47,11,0,381,167,36,69,9,6,296,221,45,19,7,3,296,2808,276,318,66,29,3493,951,76,126,29,66,1250,91925,8625,9449,1988,985,112981,Moreton Bay (R)
35250,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,337,9,5,0,3,347,Mornington (S)
35300,257,3,6,3,0,277,5,0,0,0,0,5,4,0,0,0,0,4,92,0,0,0,0,92,28,0,0,0,0,28,14,0,0,0,0,10,0,0,0,0,0,0,197,10,13,0,3,217,21,0,0,0,0,21,7,0,0,0,0,6,45,0,0,0,0,50,245,8,8,3,3,268,126,3,3,0,6,146,8517,279,272,69,86,9214,Mount Isa (C)
35600,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,29,3,0,0,0,0,5,81,0,0,0,0,81,5,0,0,0,0,10,20,3,0,0,0,17,46,3,0,10,4,66,1467,112,237,138,32,1983,Murweh (S)
35670,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,213,3,0,4,0,221,Napranum (S)
35740,73,5,7,0,3,93,11,5,3,0,0,19,22,0,0,0,0,22,159,41,26,11,0,237,13,3,4,0,0,15,35,5,6,0,0,53,0,3,0,0,0,3,1134,270,282,51,17,1747,95,17,25,10,0,143,13,3,0,0,0,19,39,9,16,4,0,66,445,49,89,25,3,607,171,20,41,8,9,256,14481,2348,2565,530,198,20130,Noosa (S)
35760,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,3,6,0,3,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,8,11,5,0,73,4,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,4,181,3,3,8,0,198,58,3,22,11,3,105,2979,256,614,444,80,4378,North Burnett (R)
35780,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,8,0,0,0,0,8,761,21,24,12,9,825,Northern Peninsula Area (R)
35790,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,23,3,0,0,0,0,4,567,11,4,3,0,585,Palm Island (S)
35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,3,4,3,0,21,458,44,126,91,14,732,Paroo (S)
36070,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,197,3,7,0,0,216,Pormpuraaw (S)
36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,0,3,332,34,53,48,10,473,Quilpie (S)
36250,320,14,14,5,3,351,31,6,11,0,0,51,40,3,8,3,0,50,585,116,81,21,4,809,101,3,4,5,0,117,89,10,10,7,0,122,8,7,3,0,0,11,2336,342,320,61,22,3084,105,11,23,0,0,143,81,12,43,5,0,136,90,18,8,4,0,115,1085,157,147,28,16,1441,300,36,25,6,27,395,32005,3917,3511,780,362,40572,Redland (C)
36300,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,23,3,4,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,13,0,3,0,0,16,604,36,60,26,7,732,Richmond (S)
36370,447,3,6,3,3,461,10,0,0,0,0,10,21,3,0,0,0,23,252,18,12,0,3,282,135,3,0,0,0,141,32,0,4,3,0,37,3,0,0,0,0,4,745,48,45,12,7,858,79,4,8,0,0,90,186,6,8,0,0,196,84,3,0,0,0,83,686,32,41,8,13,776,394,35,24,24,17,485,32295,1496,1937,523,326,36580,Rockhampton (R)
36510,46,4,3,0,0,55,7,0,3,0,0,8,5,0,0,0,0,6,47,8,7,0,0,68,16,0,3,0,0,17,10,0,4,0,0,13,0,0,0,0,0,0,409,66,112,32,10,624,31,8,7,3,0,48,9,4,3,0,0,15,16,4,3,0,0,26,182,21,33,13,9,254,181,16,30,25,14,269,8959,1039,1583,590,192,12367,Scenic Rim (R)
36580,229,0,3,3,6,240,3,0,4,0,0,5,0,0,0,0,0,0,20,3,0,0,0,28,3,0,0,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,132,16,20,4,8,178,11,0,4,0,0,20,17,7,14,9,0,50,9,0,0,0,0,10,124,12,22,8,3,166,100,9,22,5,0,136,4485,422,730,343,114,6099,Somerset (R)
36630,118,0,0,3,4,128,5,0,0,0,0,4,3,0,0,0,0,3,33,3,4,3,0,44,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,203,5,21,15,3,252,24,0,7,0,0,38,12,0,3,0,0,13,16,0,0,0,0,15,92,8,12,4,0,111,154,14,26,15,11,217,8594,552,1188,543,187,11060,South Burnett (R)
36660,89,0,0,0,3,96,6,0,0,0,0,9,3,0,0,0,0,4,55,3,7,0,0,64,10,0,0,0,0,10,10,0,3,0,0,10,0,0,0,0,0,0,243,21,38,19,3,328,24,0,4,0,3,35,4,0,3,0,3,8,13,0,0,0,0,17,197,5,15,3,4,231,217,21,35,22,19,318,10149,874,1441,637,211,13305,Southern Downs (R)
36720,569,16,37,3,12,640,64,9,13,3,4,102,80,6,12,3,0,98,1102,186,178,47,5,1521,69,12,12,4,0,99,172,20,44,13,0,256,12,0,4,0,0,12,5812,832,905,166,63,7777,426,58,85,16,3,587,80,18,13,4,0,113,293,55,53,4,4,406,2045,278,312,62,32,2726,923,113,139,37,60,1272,86720,9896,10837,2366,1033,110852,Sunshine Coast (R)
36820,52,0,3,3,3,65,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,31,0,0,0,0,0,0,13,0,0,0,0,9,4,0,0,0,0,3,254,23,50,14,8,340,26,4,7,3,0,37,3,0,0,0,0,6,12,4,7,0,0,20,217,15,26,10,7,274,182,5,30,18,10,254,6328,574,1093,438,141,8571,Tablelands (R)
36910,608,9,15,10,5,641,22,0,4,0,0,33,68,8,5,3,0,82,474,53,30,5,3,562,157,13,7,0,0,181,41,8,7,7,0,63,5,0,0,0,0,8,1438,95,136,42,21,1733,169,7,13,3,0,198,56,3,10,0,3,79,295,32,24,6,0,355,1499,55,84,26,23,1686,625,64,68,32,38,833,58116,4105,4765,1711,645,69344,Toowoomba (R)
36950,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,3,4,0,3,56,39,0,0,0,5,44,1343,56,72,10,21,1503,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,27,7,0,0,0,0,7,946,20,31,0,4,1003,Torres Strait Island (R)
37010,903,12,30,7,10,955,41,3,10,0,3,49,77,0,3,3,0,87,547,40,29,10,3,631,137,3,9,0,3,147,124,3,34,10,0,170,3,3,0,0,0,11,2573,132,222,24,11,2964,288,8,23,5,0,332,96,13,31,8,4,146,194,13,14,3,0,223,1918,105,118,28,18,2184,662,45,43,13,31,798,72237,3722,4318,847,586,81713,Townsville (C)
32260,147,3,6,4,3,163,0,0,0,0,0,0,5,0,0,0,0,4,32,5,0,0,0,39,4,0,0,0,0,4,31,0,8,4,0,39,0,0,0,0,0,0,307,23,49,7,3,392,11,3,3,0,0,20,0,0,0,0,0,0,8,0,0,0,0,12,253,14,32,6,0,310,228,20,39,21,14,324,9006,759,1101,465,189,11512,Cassowary Coast (R)
32270,197,0,3,0,0,202,5,0,0,0,0,9,4,0,0,0,0,7,172,5,6,3,0,193,26,0,0,0,0,23,11,0,0,0,0,13,3,0,0,0,0,3,307,12,18,8,3,350,28,3,7,3,0,37,3,0,3,0,0,3,58,3,0,0,0,67,220,7,11,0,0,243,273,16,16,17,18,345,13647,847,932,456,210,16101,Central Highlands (R) (Qld)
32310,35,0,0,0,0,37,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,61,3,3,3,0,76,9,3,0,0,0,8,6,0,4,0,0,4,4,0,0,0,0,10,43,3,3,0,4,49,69,9,10,5,10,106,3383,249,326,228,81,4273,Charters Towers (R)
37300,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,8,0,0,0,0,0,0,47,0,3,0,0,51,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,20,0,0,0,3,23,1045,52,42,4,15,1157,Weipa (T)
37310,270,0,7,0,5,279,3,0,0,0,0,3,6,0,0,0,0,9,117,7,3,0,0,130,16,0,0,0,0,18,3,0,0,0,0,4,0,0,0,0,0,0,272,16,22,9,3,330,24,0,0,0,0,26,10,3,0,0,0,15,42,0,0,0,0,43,148,3,3,3,0,156,227,19,42,34,20,341,12592,966,1576,873,233,16242,Western Downs (R)
37340,193,0,6,0,3,202,8,3,0,0,0,14,3,0,0,0,0,9,94,9,7,0,0,115,18,3,0,0,0,25,48,0,4,0,0,55,3,0,0,3,0,6,573,38,71,27,3,712,36,4,3,0,0,43,35,3,7,0,0,47,31,5,3,0,0,44,440,26,23,7,4,505,272,25,39,18,15,372,12358,975,1161,414,203,15102,Whitsunday (R)
33610,41,3,0,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,33,3,3,0,0,36,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,3,0,62,3,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,15,51,5,4,3,0,62,89,6,11,6,9,124,3450,407,543,291,67,4761,Goondiwindi (R)
33620,91,0,8,0,0,100,4,0,0,0,0,3,8,0,0,0,0,7,76,18,21,8,0,116,12,0,0,0,0,12,15,0,3,0,0,19,3,0,0,0,0,0,410,43,84,26,7,581,28,5,9,5,0,47,11,0,3,0,0,15,18,0,0,0,0,28,150,12,34,10,3,213,211,12,38,24,6,293,12085,918,1831,676,188,15698,Gympie (R)
33800,25,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,6,5,0,0,59,16,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,6,26,9,3,0,0,41,70,6,11,14,0,107,3300,272,435,223,81,4307,Hinchinbrook (S)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,13,198,10,18,12,0,240,Boulia (S)
31000,8768,140,193,32,40,9168,1041,76,68,7,6,1193,1638,96,84,14,11,1850,9510,624,464,65,37,10701,2729,169,183,20,21,3116,1796,119,142,29,19,2108,229,43,38,5,3,322,34116,2305,1917,279,219,38829,3294,201,179,36,16,3714,4752,408,786,161,79,6183,2237,140,92,18,5,2491,36191,2241,2223,438,334,41434,4669,298,298,73,308,5637,631970,39043,33013,5751,4446,714220,Brisbane (C)
31750,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,220,7,26,21,6,283,Bulloo (S)
31820,231,8,8,6,3,251,8,0,0,0,0,8,13,3,0,0,0,10,153,19,24,8,0,198,29,3,3,0,0,35,22,9,8,3,0,41,9,7,9,0,0,24,943,54,90,30,9,1121,58,6,3,4,0,73,42,13,3,3,4,63,41,8,0,3,0,55,511,30,37,24,3,606,352,19,45,19,32,463,25928,1744,2477,880,319,31342,Bundaberg (R)
31900,42,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,90,4,9,8,0,104,5,0,0,0,0,5,0,3,0,3,4,6,11,0,0,0,0,11,97,5,14,3,0,111,113,5,15,17,8,169,5720,531,738,285,117,7394,Burdekin (S)
31950,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,126,3,3,3,4,148,Burke (S)
32080,1009,21,47,8,23,1104,74,11,8,0,0,90,69,3,3,0,0,83,385,21,25,12,3,446,91,12,6,0,0,108,254,9,34,5,5,315,14,0,3,0,0,21,3235,280,377,46,33,3974,280,23,27,3,4,334,94,17,19,9,3,147,130,5,7,0,0,140,2892,161,292,51,59,3455,684,56,57,10,39,851,56947,4062,4830,940,673,67459,Cairns (R)
32250,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,14,3,0,0,0,18,712,58,55,23,23,860,Carpentaria (S)
32330,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,284,0,4,0,3,291,Cherbourg (S)
32450,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,66,4,3,0,0,80,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,54,0,0,0,0,55,52,5,3,0,3,61,2758,136,65,36,32,3022,Cloncurry (S)
32500,28,0,0,0,3,29,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,82,3,7,0,0,93,14,0,6,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,93,0,9,3,0,107,56,4,3,7,3,76,2499,80,183,74,34,2868,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,4,13,12,3,112,Croydon (S)
33220,204,7,9,0,5,224,13,0,3,0,0,13,18,0,0,0,0,15,152,15,20,4,3,192,34,5,6,0,0,47,38,0,6,0,3,47,0,0,0,0,0,0,997,79,154,28,19,1278,66,3,3,3,0,78,13,4,8,3,0,23,36,8,0,4,0,44,353,44,45,19,14,474,348,34,50,16,20,467,24069,1624,2376,690,373,29137,Fraser Coast (R)
33360,338,4,6,0,3,359,13,0,0,0,0,13,18,0,0,0,0,19,358,24,30,6,0,419,35,3,3,0,0,38,42,0,6,3,0,53,4,0,0,0,0,4,796,37,51,16,9,911,76,4,4,0,0,88,19,0,8,0,0,25,76,3,3,0,0,86,545,26,23,9,3,609,292,12,22,15,8,348,23580,1019,1315,472,214,26594,Gladstone (R)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,157,7,19,0,0,184,Diamantina (S)
41140,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,10,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,142,15,23,8,5,189,3,0,0,0,0,6,0,0,3,0,0,7,3,0,0,0,0,3,28,7,3,0,0,39,48,11,13,3,8,81,2972,339,531,196,75,4114,Clare and Gilbert Valleys (DC)
33430,2145,84,105,28,23,2382,275,35,50,4,5,377,342,42,24,4,0,410,2885,531,314,74,29,3825,262,34,23,4,4,328,705,49,67,18,10,847,115,26,11,4,0,163,11469,1536,1368,269,103,14759,931,106,122,25,10,1182,397,48,72,27,5,547,470,61,36,3,5,572,8643,960,971,211,122,10899,1841,206,192,48,130,2429,190080,21253,18191,3867,2126,235525,Gold Coast (C)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,317,3,4,0,9,332,Doomadgee (S)
32810,24,0,3,0,0,26,10,0,3,0,0,9,3,0,0,0,0,3,27,0,11,0,0,33,12,0,0,0,0,12,25,3,5,3,0,43,0,0,0,0,0,0,335,33,59,11,4,441,33,3,11,3,0,49,9,3,0,0,0,18,4,0,0,0,0,4,195,14,26,5,3,247,101,6,13,4,6,132,4288,430,628,166,75,5585,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,8,6,3,3,0,19,217,33,56,66,4,379,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,12,0,8,0,0,23,504,68,139,85,10,802,Flinders (S) (Qld)
