lga_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,lga_name16
10050,3320.0,3488.0,3329.0,3127.0,2965.0,51.0,51.0,51.0,51.0,52.0,4737607.0,4110724.0,4184307.0,5030753.0,5744543.0,70.0,69.0,77.0,80.0,81.0,1427.0,1179.0,1257.0,1609.0,1937.0,0.4,0.4,0.4,0.3,0.3,Albury (C)
10130,2099.0,2031.0,1938.0,1702.0,1699.0,53.0,53.0,53.0,53.0,54.0,2922775.0,3772006.0,3867189.0,3807061.0,4238724.0,78.0,77.0,87.0,80.0,140.0,1392.0,1857.0,1995.0,2237.0,2495.0,0.6,0.6,0.5,0.5,0.6,Armidale Regional (A)
10250,3306.0,3516.0,3215.0,2952.0,2894.0,54.0,54.0,54.0,54.0,55.0,6252501.0,6153833.0,6334392.0,8485737.0,8582652.0,73.0,84.0,81.0,88.0,105.0,1891.0,1750.0,1970.0,2875.0,2966.0,0.8,0.8,0.7,0.7,0.7,Ballina (A)
10300,125.0,145.0,158.0,127.0,100.0,48.0,51.0,51.0,52.0,52.0,169780.0,178761.0,159217.0,197261.0,152846.0,170.0,64.0,98.0,78.0,68.0,1358.0,1233.0,1008.0,1553.0,1528.0,1.1,0.5,0.5,0.3,0.3,Balranald (A)
10470,2331.0,2445.0,2258.0,2270.0,2150.0,52.0,52.0,52.0,52.0,53.0,3812662.0,4598914.0,4368857.0,5126077.0,6669820.0,83.0,78.0,83.0,89.0,89.0,1636.0,1881.0,1935.0,2258.0,3102.0,0.4,0.5,0.4,0.4,0.4,Bathurst Regional (A)
10550,2131.0,2108.0,2047.0,1843.0,1815.0,56.0,56.0,56.0,56.0,57.0,5096213.0,5633319.0,7475158.0,7079854.0,6858270.0,104.0,116.0,125.0,126.0,166.0,2391.0,2672.0,3652.0,3841.0,3779.0,0.8,0.8,0.8,0.8,0.8,Bega Valley (A)
10600,1058.0,1014.0,915.0,799.0,739.0,53.0,53.0,54.0,54.0,54.0,2268082.0,2395873.0,2116200.0,2138685.0,2401131.0,82.0,103.0,84.0,104.0,145.0,2144.0,2363.0,2313.0,2677.0,3249.0,0.9,0.9,1.0,0.9,1.0,Bellingen (A)
10650,623.0,603.0,605.0,572.0,472.0,54.0,53.0,54.0,54.0,55.0,561538.0,780613.0,800107.0,1291176.0,931120.0,77.0,66.0,92.0,59.0,131.0,901.0,1295.0,1322.0,2257.0,1973.0,0.8,0.8,0.7,0.7,0.4,Berrigan (A)
10750,9687.0,10879.0,10598.0,9986.0,10487.0,46.0,46.0,45.0,46.0,45.0,13973697.0,14423690.0,17524402.0,18421995.0,18692058.0,79.0,79.0,84.0,70.0,79.0,1443.0,1326.0,1654.0,1845.0,1782.0,0.3,0.3,0.3,0.3,0.3,Blacktown (C)
10800,374.0,455.0,491.0,383.0,366.0,51.0,51.0,51.0,51.0,52.0,279846.0,396386.0,372464.0,507994.0,320597.0,46.0,42.0,62.0,61.0,76.0,748.0,871.0,759.0,1326.0,876.0,0.3,0.7,0.4,0.4,0.3,Bland (A)
