lga_code16,seo_agff_bf_91,seo_agff_91_95,seo_agff_96_00,seo_agff_01_05,seo_agff_06_10,seo_agff_11_15,seo_agff_2016,seo_agff_ns,seo_agff_tot,seo_min_bf_91,seo_min_91_95,seo_min_96_00,seo_min_01_05,seo_min_06_10,seo_min_11_15,seo_min_2016,seo_min_ns,seo_min_tot,seo_mnf_bf_91,seo_mnf_91_95,seo_mnf_96_00,seo_mnf_01_05,seo_mnf_06_10,seo_mnf_11_15,seo_mnf_2016,seo_mnf_ns,seo_mnf_tot,seo_egwws_bf_91,seo_egwws_91_95,seo_egwws_96_00,seo_egwws_01_05,seo_egwws_06_10,seo_egwws_11_15,seo_egwws_2016,seo_egwws_ns,seo_egwws_tot,seo_const_bf_91,seo_const_91_95,seo_const_96_00,seo_const_01_05,seo_const_06_10,seo_const_11_15,seo_const_2016,seo_const_ns,seo_const_tot,seo_wst_bf_91,seo_wst_91_95,seo_wst_96_00,seo_wst_01_05,seo_wst_06_10,seo_wst_11_15,seo_wst_2016,seo_wst_ns,seo_wst_tot,seo_rett_bf_91,seo_rett_91_95,seo_rett_96_00,seo_rett_01_05,seo_rett_06_10,seo_rett_11_15,seo_rett_2016,seo_rett_ns,seo_rett_tot,seo_acfd_bf_91,seo_acfd_91_95,seo_acfd_96_00,seo_acfd_01_05,seo_acfd_06_10,seo_acfd_11_15,seo_acfd_2016,seo_acfd_ns,seo_acfd_tot,seo_tpw_bf_91,seo_tpw_91_95,seo_tpw_96_00,seo_tpw_01_05,seo_tpw_06_10,seo_tpw_11_15,seo_tpw_2016,seo_tpw_ns,seo_tpw_tot,seo_imt_bf_91,seo_imt_91_95,seo_imt_96_00,seo_imt_01_05,seo_imt_06_10,seo_imt_11_15,seo_imt_2016,seo_imt_ns,seo_imt_tot,seo_finins_bf_91,seo_finins_91_95,seo_finins_96_00,seo_finins_01_05,seo_finins_06_10,seo_finins_11_15,seo_finins_2016,seo_finins_ns,seo_finins_tot,seo_rhre_bf_91,seo_rhre_91_95,seo_rhre_96_00,seo_rhre_01_05,seo_rhre_06_10,seo_rhre_11_15,seo_rhre_2016,seo_rhre_ns,seo_rhre_tot,seo_prosts_bf_91,seo_prosts_91_95,seo_prosts_96_00,seo_prosts_01_05,seo_prosts_06_10,seo_prosts_11_15,seo_prosts_2016,seo_prosts_ns,seo_prosts_tot,seo_adsup_bf_91,seo_adsup_91_95,seo_adsup_96_00,seo_adsup_01_05,seo_adsup_06_10,seo_adsup_11_15,seo_adsup_2016,seo_adsup_ns,seo_adsup_tot,seo_pubas_bf_91,seo_pubas_91_95,seo_pubas_96_00,seo_pubas_01_05,seo_pubas_06_10,seo_pubas_11_15,seo_pubas_2016,seo_pubas_ns,seo_pubas_tot,seo_edtrn_bf_91,seo_edtrn_91_95,seo_edtrn_96_00,seo_edtrn_01_05,seo_edtrn_06_10,seo_edtrn_11_15,seo_edtrn_2016,seo_edtrn_ns,seo_edtrn_tot,seo_hc_sa_bf_91,seo_hc_sa_91_95,seo_hc_sa_96_00,seo_hc_sa_01_05,seo_hc_sa_06_10,seo_hc_sa_11_15,seo_hc_sa_2016,seo_hc_sa_ns,seo_hc_sa_tot,seo_artsr_bf_91,seo_artsr_91_95,seo_artsr_96_00,seo_artsr_01_05,seo_artsr_06_10,seo_artsr_11_15,seo_artsr_2016,seo_artsr_ns,seo_artsr_tot,seo_othsvs_bf_91,seo_othsvs_91_95,seo_othsvs_96_00,seo_othsvs_01_05,seo_othsvs_06_10,seo_othsvs_11_15,seo_othsvs_2016,seo_othsvs_ns,seo_othsvs_tot,seo_idns_bf_91,seo_idns_91_95,seo_idns_96_00,seo_idns_01_05,seo_idns_06_10,seo_idns_11_15,seo_idns_2016,seo_idns_ns,seo_idns_tot,seo_tot_bf_91,seo_tot_91_95,seo_tot_96_00,seo_tot_01_05,seo_tot_06_10,seo_tot_11_15,seo_tot_2016,seo_tot_ns,seo_tot_tot,solsewvw_agff_bf_91,solsewvw_agff_91_95,solsewvw_agff_96_00,solsewvw_agff_01_05,solsewvw_agff_06_10,solsewvw_agff_11_15,solsewvw_agff_2016,solsewvw_agff_ns,solsewvw_agff_tot,solsewvw_min_bf_91,solsewvw_min_91_95,lga_name16
56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8,3,0,3,0,0,3,0,0,9,6,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,5,8,0,9,6,0,3,52,0,0,0,0,0,0,0,0,0,0,0,Ngaanyatjarraku (S)
54340,9,3,0,5,3,3,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,8,0,6,3,8,4,0,0,27,15,0,0,4,0,0,0,0,19,6,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,11,0,0,4,3,0,0,3,20,15,3,0,0,0,0,0,3,19,20,0,5,3,7,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,5,106,8,17,21,29,23,0,7,209,0,0,0,0,0,0,0,0,4,0,0,Katanning (S)
54410,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,4,0,4,3,0,9,44,0,0,0,0,0,0,0,0,0,0,0,Kellerberrin (S)
54480,6,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,22,0,0,0,0,3,0,0,0,3,0,0,Kent (S)
54550,18,7,8,3,6,6,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,10,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,5,9,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,58,10,8,4,20,22,0,4,123,0,0,0,0,0,5,0,0,6,0,0,Kojonup (S)
55320,13,0,3,5,0,3,0,0,21,77,9,12,9,23,14,0,0,147,117,13,12,19,22,26,0,3,217,12,4,0,4,3,3,0,0,25,210,30,44,39,73,76,3,11,490,66,11,14,22,24,22,0,0,160,374,49,89,129,149,139,6,12,952,73,16,29,57,68,60,4,6,305,66,6,12,13,18,9,0,3,125,19,0,8,5,16,9,0,0,55,77,5,10,19,6,11,0,0,132,94,6,10,13,15,12,0,4,155,297,30,62,58,63,57,3,14,574,69,12,13,16,24,35,0,3,181,216,25,31,38,81,85,4,8,489,675,92,87,130,156,102,8,19,1257,1220,218,227,299,404,408,20,40,2835,27,0,9,6,11,10,0,0,61,142,13,29,33,63,70,7,6,374,123,23,25,25,34,51,0,12,303,3968,572,736,933,1264,1193,53,137,8863,3,0,0,0,3,7,0,0,17,17,7,Melville (C)
54620,9,0,0,3,3,0,0,3,24,21,3,3,4,5,3,0,0,47,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,53,10,6,16,10,8,0,3,110,0,0,0,0,0,0,0,0,5,0,0,Kondinin (S)
54690,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,Koorda (S)
54970,0,0,0,0,0,0,0,0,0,176,31,28,59,95,58,4,10,471,6,0,4,0,4,5,0,3,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,9,4,4,0,0,9,4,0,0,21,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,10,8,0,0,0,3,8,0,0,13,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,7,214,44,44,67,128,82,4,14,591,0,0,0,0,0,0,0,0,0,18,4,Laverton (S)
56730,4,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,13,3,3,0,8,5,0,0,30,6,0,0,0,0,0,0,0,13,31,3,3,5,12,3,0,3,50,10,0,0,0,0,0,0,0,13,28,0,4,3,0,3,0,0,44,7,3,3,3,3,5,0,0,20,15,0,0,3,4,8,0,3,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,5,12,3,0,4,3,3,0,0,21,13,0,0,3,3,0,0,0,22,57,8,10,4,18,7,0,3,117,43,6,8,5,7,7,0,0,74,87,6,12,7,8,14,0,3,142,4,0,0,0,0,0,0,0,4,14,0,0,0,0,3,0,0,23,12,0,0,0,4,0,0,0,23,363,36,50,45,76,72,3,25,672,3,0,0,0,0,0,0,0,8,0,0,Northam (S)
55040,0,0,0,0,0,0,0,0,0,131,15,33,35,93,62,4,10,374,17,7,3,3,3,3,0,0,43,0,0,0,0,0,0,0,0,3,5,3,3,0,7,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,9,4,5,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,12,3,0,0,32,4,0,0,0,0,4,0,0,8,4,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,4,189,23,42,50,119,98,4,14,534,0,0,0,0,0,0,0,0,0,10,9,Leonora (S)
55110,7,0,0,0,4,3,0,0,13,3,0,3,0,3,0,0,0,8,66,8,7,23,27,30,0,0,167,14,3,0,0,15,7,0,3,38,175,27,41,59,106,94,8,13,519,26,7,0,11,7,14,0,0,64,257,34,46,82,181,127,0,16,750,87,15,28,67,131,108,7,8,446,99,4,7,13,25,15,0,3,163,13,3,3,3,12,12,0,0,50,47,0,8,10,15,21,0,0,93,73,7,9,15,20,16,0,3,144,91,9,23,17,41,28,0,0,208,70,7,17,19,30,19,0,4,173,116,15,18,36,59,67,0,3,307,284,38,39,53,134,89,3,12,647,406,70,67,104,230,236,5,12,1127,26,3,6,3,15,15,0,0,74,83,17,15,21,59,59,0,4,256,77,4,11,14,46,41,0,8,205,2007,264,350,547,1171,983,36,93,5454,0,0,0,0,4,0,0,0,4,0,0,Mandurah (C)
55180,58,5,8,8,6,14,0,3,101,0,0,0,0,0,0,0,0,5,30,0,0,3,0,3,0,0,44,3,0,0,0,0,0,0,0,3,13,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,6,34,0,4,3,0,4,0,0,47,30,3,3,5,8,3,0,3,58,18,3,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,13,0,0,0,3,0,0,0,14,15,0,0,0,0,0,0,0,22,29,0,4,8,0,3,0,3,45,40,0,4,6,0,0,0,0,49,57,5,3,7,4,0,0,3,66,14,0,0,3,0,0,0,3,18,9,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,12,382,32,22,38,33,35,0,22,558,15,0,0,3,6,12,0,3,44,0,0,Manjimup (S)
55250,3,0,0,0,0,0,0,0,3,76,17,12,16,51,22,0,0,202,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,6,0,0,0,0,0,0,0,13,7,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,111,19,12,20,61,42,3,3,275,0,0,0,0,0,0,0,0,0,5,0,Meekatharra (S)
55950,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,Mukinbudin (S)
55530,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,9,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,Mingenew (S)
55390,0,0,0,0,0,0,0,0,0,32,5,10,13,33,24,0,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,45,10,10,16,31,33,0,4,153,0,0,0,0,0,0,0,0,0,3,0,Menzies (S)
55460,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,6,6,5,4,0,0,4,0,0,18,3,0,0,0,3,0,0,0,12,12,0,3,3,4,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,5,4,0,0,0,3,0,0,0,8,13,3,4,6,0,10,0,0,28,14,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,8,76,9,24,15,17,29,3,5,174,0,0,0,0,4,0,0,0,4,0,0,Merredin (S)
56090,12,0,3,5,0,0,0,0,20,12,0,3,3,6,4,0,0,33,70,3,12,12,6,10,0,0,114,13,0,0,0,7,0,0,0,15,102,12,8,15,23,19,0,0,177,22,3,5,8,3,0,0,0,45,80,11,10,13,13,11,0,8,152,24,0,4,13,16,6,0,3,68,54,6,3,3,4,10,0,6,89,14,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,14,20,3,0,4,3,0,0,0,32,94,9,18,13,17,14,0,0,161,32,0,3,3,0,3,0,5,42,142,21,34,36,38,31,3,7,310,179,24,18,22,18,6,0,4,264,119,12,19,26,30,23,0,5,228,11,0,3,3,8,0,0,0,21,58,3,4,0,7,8,0,0,78,45,5,4,3,12,11,0,3,90,1114,118,148,178,198,160,9,50,1975,0,0,0,0,3,0,0,0,11,0,0,Mundaring (S)
56790,7,0,0,0,0,3,0,0,12,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,20,0,0,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,90,0,3,13,5,7,0,8,130,0,0,0,0,3,3,0,0,7,0,0,Northampton (S)
55600,7,3,4,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,11,6,0,3,3,0,5,0,0,11,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,13,9,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,54,7,12,15,5,20,0,0,112,0,0,3,0,0,0,0,0,4,0,0,Moora (S)
57980,4,0,0,0,0,3,0,0,8,96,16,25,24,29,10,0,0,201,21,3,8,12,12,20,0,0,66,3,0,0,0,4,4,0,0,12,110,18,28,21,62,91,3,4,351,19,4,3,4,4,4,0,0,40,80,12,15,23,19,39,0,3,198,51,17,31,48,56,62,3,9,284,19,3,4,6,4,7,0,0,43,44,14,14,16,36,28,3,6,162,109,10,20,15,23,23,0,3,198,77,11,22,8,18,31,0,0,169,408,63,108,113,151,154,3,6,1001,39,3,12,10,14,28,0,3,114,96,17,15,15,22,22,0,6,187,435,71,94,124,138,177,14,13,1075,776,115,133,196,253,244,14,34,1769,32,5,17,7,9,13,3,3,95,78,16,13,18,24,45,3,5,201,59,14,11,17,31,37,6,12,196,2553,415,558,685,926,1043,54,119,6360,0,0,0,0,0,0,0,0,5,14,8,Subiaco (C)
58050,45,9,3,9,6,18,5,6,105,118,25,27,30,71,63,0,6,341,549,71,108,112,208,182,3,26,1258,59,6,6,7,30,27,0,8,140,459,77,89,129,244,275,9,28,1297,282,38,59,67,112,87,0,9,644,495,63,95,121,188,133,7,28,1135,117,22,48,77,132,110,9,17,529,407,56,91,75,159,125,4,15,935,44,8,9,15,18,16,0,0,113,76,11,16,15,27,13,0,6,161,89,14,14,20,26,24,0,9,194,199,36,50,51,63,63,0,5,477,170,26,24,23,59,56,0,8,365,500,63,78,93,128,79,3,25,964,474,55,81,102,107,83,0,16,923,587,88,99,117,221,198,22,27,1357,56,3,6,16,4,7,0,0,96,297,68,51,56,117,97,8,9,704,287,41,48,60,103,112,3,39,694,5310,785,1007,1196,2019,1751,74,278,12421,30,3,4,9,11,34,3,9,106,27,5,Swan (C)
55670,6,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,3,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,Morawa (S)
55810,0,0,0,0,0,0,0,0,0,15,0,0,0,7,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,3,6,11,9,0,0,61,0,0,0,0,0,0,0,0,0,3,0,Mount Magnet (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,Mount Marshall (S)
58190,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,6,0,0,19,0,0,0,0,3,0,0,0,4,0,0,Tammin (S)
