lga_code16,f_m2_trnfer_15_24,f_m2_trnfer_25_34,f_m2_trnfer_35_44,f_m2_trnfer_45_54,f_m2_trnfer_55_64,f_m2_trnfer_65_74,f_m2_trnfer_75ov,f_m2_trnfer_tot,f_m2_trntrm_inc_lr_15_24,f_m2_trntrm_inc_lr_25_34,f_m2_trntrm_inc_lr_35_44,f_m2_trntrm_inc_lr_45_54,f_m2_trntrm_inc_lr_55_64,f_m2_trntrm_inc_lr_65_74,f_m2_trntrm_inc_lr_75ov,f_m2_trntrm_inc_lr_tot,f_m2_trncarasdriv_15_24,f_m2_trncarasdriv_25_34,f_m2_trncarasdriv_35_44,f_m2_trncarasdriv_45_54,f_m2_trncarasdriv_55_64,f_m2_trncarasdriv_65_74,f_m2_trncarasdriv_75ov,f_m2_trncarasdriv_tot,f_m2_trncaraspas_15_24,f_m2_trncaraspas_25_34,f_m2_trncaraspas_35_44,f_m2_trncaraspas_45_54,f_m2_trncaraspas_55_64,f_m2_trncaraspas_65_74,f_m2_trncaraspas_75ov,f_m2_trncaraspas_tot,f_m2_trnoth_15_24,f_m2_trnoth_25_34,f_m2_trnoth_35_44,f_m2_trnoth_45_54,f_m2_trnoth_55_64,f_m2_trnoth_65_74,f_m2_trnoth_75ov,f_m2_trnoth_tot,f_m2_train_and_tot_15_24,f_m2_train_and_tot_25_34,f_m2_train_and_tot_35_44,f_m2_train_and_tot_45_54,f_m2_train_and_tot_55_64,f_m2_train_and_tot_65_74,f_m2_train_and_tot_75ov,f_m2_train_and_tot_tot,f_m2_busfer_15_24,f_m2_busfer_25_34,f_m2_busfer_35_44,f_m2_busfer_45_54,f_m2_busfer_55_64,f_m2_busfer_65_74,f_m2_busfer_75ov,f_m2_busfer_tot,f_m2_bustrm_inc_lr_15_24,f_m2_bustrm_inc_lr_25_34,f_m2_bustrm_inc_lr_35_44,f_m2_bustrm_inc_lr_45_54,f_m2_bustrm_inc_lr_55_64,f_m2_bustrm_inc_lr_65_74,f_m2_bustrm_inc_lr_75ov,f_m2_bustrm_inc_lr_tot,f_m2_buscarasdriv_15_24,f_m2_buscarasdriv_25_34,f_m2_buscarasdriv_35_44,f_m2_buscarasdriv_45_54,f_m2_buscarasdriv_55_64,f_m2_buscarasdriv_65_74,f_m2_buscarasdriv_75ov,f_m2_buscarasdriv_tot,f_m2_buscaraspas_15_24,f_m2_buscaraspas_25_34,f_m2_buscaraspas_35_44,f_m2_buscaraspas_45_54,f_m2_buscaraspas_55_64,f_m2_buscaraspas_65_74,f_m2_buscaraspas_75ov,f_m2_buscaraspas_tot,f_m2_busoth_15_24,f_m2_busoth_25_34,f_m2_busoth_35_44,f_m2_busoth_45_54,f_m2_busoth_55_64,f_m2_busoth_65_74,f_m2_busoth_75ov,f_m2_busoth_tot,f_m2_bustot_15_24,f_m2_bustot_25_34,f_m2_bustot_35_44,f_m2_bustot_45_54,f_m2_bustot_55_64,f_m2_bustot_65_74,f_m2_bustot_75ov,f_m2_bustot_tot,f_m2_other_m2_15_24,f_m2_other_m2_25_34,f_m2_other_m2_35_44,f_m2_other_m2_45_54,f_m2_other_m2_55_64,f_m2_other_m2_65_74,f_m2_other_m2_75ov,f_m2_other_m2_tot,f_m2_tot_m2_15_24,f_m2_tot_m2_25_34,f_m2_tot_m2_35_44,f_m2_tot_m2_45_54,f_m2_tot_m2_55_64,f_m2_tot_m2_65_74,f_m2_tot_m2_75ov,f_m2_tot_m2_tot,f_m3_trn_and_2_oth_ms_15_24,f_m3_trn_and_2_oth_ms_25_34,f_m3_trn_and_2_oth_ms_35_44,f_m3_trn_and_2_oth_ms_45_54,f_m3_trn_and_2_oth_ms_55_64,f_m3_trn_and_2_oth_ms_65_74,f_m3_trn_and_2_oth_ms_75ov,f_m3_trn_and_2_oth_ms_tot,f_m3_bus2othms_ex_tn_15_24,f_m3_bus2othms_ex_tn_25_34,f_m3_bus2othms_ex_tn_35_44,f_m3_bus2othms_ex_tn_45_54,f_m3_bus2othms_ex_tn_55_64,f_m3_bus2othms_ex_tn_65_74,f_m3_bus2othms_ex_tn_75ov,f_m3_bus2othms_ex_tn_tot,f_m3_other_m3_15_24,f_m3_other_m3_25_34,f_m3_other_m3_35_44,f_m3_other_m3_45_54,f_m3_other_m3_55_64,f_m3_other_m3_65_74,f_m3_other_m3_75ov,f_m3_other_m3_tot,f_m3_tot_m3_15_24,f_m3_tot_m3_25_34,f_m3_tot_m3_35_44,f_m3_tot_m3_45_54,f_m3_tot_m3_55_64,f_m3_tot_m3_65_74,f_m3_tot_m3_75ov,f_m3_tot_m3_tot,f_wkd_at_home_15_24,f_wkd_at_home_25_34,f_wkd_at_home_35_44,f_wkd_at_home_45_54,f_wkd_at_home_55_64,f_wkd_at_home_65_74,f_wkd_at_home_75ov,f_wkd_at_home_tot,f_did_not_go_to_work_15_24,f_did_not_go_to_work_25_34,f_did_not_go_to_work_35_44,f_did_not_go_to_work_45_54,f_did_not_go_to_work_55_64,f_did_not_go_to_work_65_74,f_did_not_go_to_work_75ov,f_did_not_go_to_work_tot,f_mt_ns_15_24,f_mt_ns_25_34,f_mt_ns_35_44,f_mt_ns_45_54,f_mt_ns_55_64,f_mt_ns_65_74,f_mt_ns_75ov,f_mt_ns_tot,f_tot_15_24,f_tot_25_34,f_tot_35_44,f_tot_45_54,f_tot_55_64,f_tot_65_74,f_tot_75ov,f_tot_tot,p_m1_train_15_24,p_m1_train_25_34,p_m1_train_35_44,p_m1_train_45_54,p_m1_train_55_64,p_m1_train_65_74,p_m1_train_75ov,p_m1_train_tot,p_m1_bus_15_24,p_m1_bus_25_34,p_m1_bus_35_44,p_m1_bus_45_54,p_m1_bus_55_64,p_m1_bus_65_74,p_m1_bus_75ov,p_m1_bus_tot,p_m1_ferry_15_24,p_m1_ferry_25_34,p_m1_ferry_35_44,p_m1_ferry_45_54,p_m1_ferry_55_64,p_m1_ferry_65_74,p_m1_ferry_75ov,p_m1_ferry_tot,lga_name16
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,3,3,0,0,19,0,0,0,0,0,0,0,3,15,43,19,19,22,3,0,126,0,0,0,0,0,0,0,3,13,54,52,37,22,0,0,171,0,0,0,0,0,0,0,0,Menzies (S)
55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,9,9,3,39,20,23,9,18,20,4,0,101,0,0,0,3,0,0,0,5,116,136,133,152,134,32,6,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Merredin (S)
56090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,3,3,3,0,0,0,7,11,6,3,5,0,0,0,25,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,11,62,120,157,129,50,11,540,108,80,93,86,100,35,3,498,12,6,6,8,4,4,0,36,574,644,899,1141,806,227,20,4320,0,6,0,3,0,0,0,11,26,7,5,8,0,0,0,49,0,0,0,0,0,0,0,0,Mundaring (S)
56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,26,25,8,3,84,9,4,9,20,19,7,0,69,0,0,0,3,3,0,0,4,53,51,113,161,141,43,3,562,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,10,0,0,0,0,0,0,0,0,Northampton (S)
55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,16,10,12,4,58,7,15,11,19,15,3,0,69,0,0,4,3,4,0,0,9,51,88,124,126,107,44,5,553,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,Moora (S)
57980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,53,32,36,21,7,0,182,5,15,5,10,0,0,0,40,0,3,3,0,0,0,0,7,137,207,112,98,60,16,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,10,15,3,0,44,4,5,6,3,0,0,0,14,0,5,0,0,0,0,0,4,9,18,11,12,15,3,0,60,5,24,11,18,3,3,0,57,160,239,133,125,80,18,3,759,29,33,30,27,20,6,0,140,5,3,0,0,0,0,0,6,0,0,0,3,0,0,0,4,33,39,30,31,20,6,0,155,8,52,116,102,81,28,8,395,377,573,481,283,259,85,4,2067,15,30,18,24,18,3,3,105,2011,4163,3247,2934,2013,462,40,14868,217,349,239,152,91,21,0,1069,139,251,136,71,65,22,5,688,0,0,0,0,0,0,0,3,Subiaco (C)
58050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,3,0,0,23,4,3,0,0,3,0,0,9,0,0,0,0,0,0,0,3,46,39,12,12,8,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,3,0,0,17,20,8,0,4,0,0,0,33,0,0,0,0,0,0,0,0,16,11,5,14,3,0,0,49,32,17,17,14,15,3,0,103,91,73,33,45,29,9,0,279,13,22,3,0,0,0,0,36,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,3,11,21,3,4,0,0,0,46,41,274,370,369,222,73,11,1361,735,624,523,463,358,105,13,2821,38,41,41,42,30,17,3,214,4215,5297,5139,5559,3365,661,69,24306,57,91,37,41,18,3,3,254,227,143,82,71,38,6,0,574,0,0,0,3,0,0,0,8,Swan (C)
55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,4,0,25,0,0,3,4,3,0,0,15,0,0,0,0,0,0,0,0,20,30,30,41,36,6,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morawa (S)
55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,11,19,21,22,18,5,0,100,0,0,0,0,0,0,0,0,0,14,8,12,5,0,0,31,0,0,0,0,0,0,0,0,Mount Magnet (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,4,3,34,0,0,5,3,3,0,0,13,0,0,0,0,0,0,0,0,4,15,32,31,20,6,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Marshall (S)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,13,17,6,18,4,3,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Tammin (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,4,0,23,0,0,3,3,7,0,0,15,0,0,0,0,0,0,0,3,8,25,33,32,23,13,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Three Springs (S)
55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,4,7,12,4,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,30,37,23,20,4,133,43,28,19,26,33,11,3,156,4,3,3,3,0,0,0,9,229,342,280,380,236,62,11,1543,11,12,8,3,0,0,0,30,3,7,3,3,4,0,0,21,0,0,0,0,0,0,0,0,Mosman Park (T)
56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,12,4,0,36,3,0,3,7,5,6,0,33,0,0,0,0,0,0,0,0,14,17,38,66,65,24,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Nannup (S)
57080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,411,1221,1020,849,445,43,3,3995,103,256,150,129,78,19,0,731,7,32,25,18,6,0,0,97,1027,2405,1864,1580,952,159,3,7988,0,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0,34,132,120,112,50,11,0,462,51,75,38,31,18,5,0,215,3,21,10,11,4,6,0,55,87,235,171,148,72,17,0,736,22,58,49,41,27,0,0,196,1135,2693,2086,1769,1051,175,6,8916,179,378,248,272,152,16,3,1250,13,10,7,3,0,0,0,35,0,3,0,3,0,0,0,9,195,397,262,278,149,16,3,1298,32,188,260,154,80,34,3,755,923,2273,1792,968,749,178,13,6896,96,141,114,81,74,29,18,549,6906,19483,14712,11836,7306,1325,98,61656,2085,5804,4613,3506,1975,310,12,18313,1717,5543,3669,2497,1570,303,15,15317,4,18,17,7,6,0,0,54,Perth (C)
57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,5,3,0,34,0,0,6,0,3,3,0,20,0,0,0,0,0,0,0,0,3,24,28,40,41,8,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pingelly (S)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murchison (S)
56230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,8,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,49,54,42,23,6,207,44,62,61,60,40,9,0,280,3,0,0,4,3,3,0,20,323,319,486,567,365,84,12,2147,0,0,4,0,0,0,0,7,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,Murray (S)
56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,3,3,33,0,4,4,5,8,0,0,23,0,0,0,0,0,0,0,0,15,43,10,39,40,8,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Narembeen (S)
56580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,6,3,0,0,27,0,3,0,3,0,0,0,4,0,3,0,0,3,0,0,7,23,76,38,59,43,9,3,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,6,3,4,0,29,4,9,4,10,3,0,0,26,0,5,0,0,0,0,0,5,8,18,11,14,6,4,0,57,9,18,7,10,9,3,0,50,39,107,62,78,55,9,3,355,3,26,26,25,12,0,0,98,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,3,32,26,25,13,0,0,106,19,36,99,127,91,53,6,436,184,460,348,286,262,89,7,1637,13,16,16,12,7,10,0,79,1278,3197,2533,2696,2029,494,38,12272,28,55,47,27,28,3,0,184,82,173,92,76,70,24,0,508,0,0,0,0,0,0,0,3,Nedlands (C)
57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14,34,37,27,3,125,11,21,18,34,31,3,0,121,0,0,0,0,0,0,4,10,100,88,163,218,193,51,13,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Plantagenet (S)
56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,18,16,11,0,65,20,36,34,28,31,9,0,149,0,4,0,3,3,0,4,19,137,210,252,301,281,60,9,1252,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Narrogin (S)
56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,12,7,4,49,24,11,13,8,10,3,0,71,0,0,0,0,0,0,0,4,151,140,103,148,94,29,6,675,4,9,3,7,0,0,0,19,9,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,Peppermint Grove (S)
57280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,10,0,3,0,0,0,15,4,10,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,28,27,10,8,6,0,80,59,144,95,67,27,4,0,398,11,23,14,17,7,4,0,77,446,1029,721,605,296,46,4,3144,0,0,0,0,0,0,0,4,39,125,80,109,40,7,0,390,0,0,0,0,0,0,0,0,Port Hedland (T)
57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,0,28,0,6,4,14,3,4,0,34,0,0,0,0,0,0,0,3,7,25,24,44,51,9,5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quairading (S)
