lga_code16,f_m2_trnfer_15_24,f_m2_trnfer_25_34,f_m2_trnfer_35_44,f_m2_trnfer_45_54,f_m2_trnfer_55_64,f_m2_trnfer_65_74,f_m2_trnfer_75ov,f_m2_trnfer_tot,f_m2_trntrm_inc_lr_15_24,f_m2_trntrm_inc_lr_25_34,f_m2_trntrm_inc_lr_35_44,f_m2_trntrm_inc_lr_45_54,f_m2_trntrm_inc_lr_55_64,f_m2_trntrm_inc_lr_65_74,f_m2_trntrm_inc_lr_75ov,f_m2_trntrm_inc_lr_tot,f_m2_trncarasdriv_15_24,f_m2_trncarasdriv_25_34,f_m2_trncarasdriv_35_44,f_m2_trncarasdriv_45_54,f_m2_trncarasdriv_55_64,f_m2_trncarasdriv_65_74,f_m2_trncarasdriv_75ov,f_m2_trncarasdriv_tot,f_m2_trncaraspas_15_24,f_m2_trncaraspas_25_34,f_m2_trncaraspas_35_44,f_m2_trncaraspas_45_54,f_m2_trncaraspas_55_64,f_m2_trncaraspas_65_74,f_m2_trncaraspas_75ov,f_m2_trncaraspas_tot,f_m2_trnoth_15_24,f_m2_trnoth_25_34,f_m2_trnoth_35_44,f_m2_trnoth_45_54,f_m2_trnoth_55_64,f_m2_trnoth_65_74,f_m2_trnoth_75ov,f_m2_trnoth_tot,f_m2_train_and_tot_15_24,f_m2_train_and_tot_25_34,f_m2_train_and_tot_35_44,f_m2_train_and_tot_45_54,f_m2_train_and_tot_55_64,f_m2_train_and_tot_65_74,f_m2_train_and_tot_75ov,f_m2_train_and_tot_tot,f_m2_busfer_15_24,f_m2_busfer_25_34,f_m2_busfer_35_44,f_m2_busfer_45_54,f_m2_busfer_55_64,f_m2_busfer_65_74,f_m2_busfer_75ov,f_m2_busfer_tot,f_m2_bustrm_inc_lr_15_24,f_m2_bustrm_inc_lr_25_34,f_m2_bustrm_inc_lr_35_44,f_m2_bustrm_inc_lr_45_54,f_m2_bustrm_inc_lr_55_64,f_m2_bustrm_inc_lr_65_74,f_m2_bustrm_inc_lr_75ov,f_m2_bustrm_inc_lr_tot,f_m2_buscarasdriv_15_24,f_m2_buscarasdriv_25_34,f_m2_buscarasdriv_35_44,f_m2_buscarasdriv_45_54,f_m2_buscarasdriv_55_64,f_m2_buscarasdriv_65_74,f_m2_buscarasdriv_75ov,f_m2_buscarasdriv_tot,f_m2_buscaraspas_15_24,f_m2_buscaraspas_25_34,f_m2_buscaraspas_35_44,f_m2_buscaraspas_45_54,f_m2_buscaraspas_55_64,f_m2_buscaraspas_65_74,f_m2_buscaraspas_75ov,f_m2_buscaraspas_tot,f_m2_busoth_15_24,f_m2_busoth_25_34,f_m2_busoth_35_44,f_m2_busoth_45_54,f_m2_busoth_55_64,f_m2_busoth_65_74,f_m2_busoth_75ov,f_m2_busoth_tot,f_m2_bustot_15_24,f_m2_bustot_25_34,f_m2_bustot_35_44,f_m2_bustot_45_54,f_m2_bustot_55_64,f_m2_bustot_65_74,f_m2_bustot_75ov,f_m2_bustot_tot,f_m2_other_m2_15_24,f_m2_other_m2_25_34,f_m2_other_m2_35_44,f_m2_other_m2_45_54,f_m2_other_m2_55_64,f_m2_other_m2_65_74,f_m2_other_m2_75ov,f_m2_other_m2_tot,f_m2_tot_m2_15_24,f_m2_tot_m2_25_34,f_m2_tot_m2_35_44,f_m2_tot_m2_45_54,f_m2_tot_m2_55_64,f_m2_tot_m2_65_74,f_m2_tot_m2_75ov,f_m2_tot_m2_tot,f_m3_trn_and_2_oth_ms_15_24,f_m3_trn_and_2_oth_ms_25_34,f_m3_trn_and_2_oth_ms_35_44,f_m3_trn_and_2_oth_ms_45_54,f_m3_trn_and_2_oth_ms_55_64,f_m3_trn_and_2_oth_ms_65_74,f_m3_trn_and_2_oth_ms_75ov,f_m3_trn_and_2_oth_ms_tot,f_m3_bus2othms_ex_tn_15_24,f_m3_bus2othms_ex_tn_25_34,f_m3_bus2othms_ex_tn_35_44,f_m3_bus2othms_ex_tn_45_54,f_m3_bus2othms_ex_tn_55_64,f_m3_bus2othms_ex_tn_65_74,f_m3_bus2othms_ex_tn_75ov,f_m3_bus2othms_ex_tn_tot,f_m3_other_m3_15_24,f_m3_other_m3_25_34,f_m3_other_m3_35_44,f_m3_other_m3_45_54,f_m3_other_m3_55_64,f_m3_other_m3_65_74,f_m3_other_m3_75ov,f_m3_other_m3_tot,f_m3_tot_m3_15_24,f_m3_tot_m3_25_34,f_m3_tot_m3_35_44,f_m3_tot_m3_45_54,f_m3_tot_m3_55_64,f_m3_tot_m3_65_74,f_m3_tot_m3_75ov,f_m3_tot_m3_tot,f_wkd_at_home_15_24,f_wkd_at_home_25_34,f_wkd_at_home_35_44,f_wkd_at_home_45_54,f_wkd_at_home_55_64,f_wkd_at_home_65_74,f_wkd_at_home_75ov,f_wkd_at_home_tot,f_did_not_go_to_work_15_24,f_did_not_go_to_work_25_34,f_did_not_go_to_work_35_44,f_did_not_go_to_work_45_54,f_did_not_go_to_work_55_64,f_did_not_go_to_work_65_74,f_did_not_go_to_work_75ov,f_did_not_go_to_work_tot,f_mt_ns_15_24,f_mt_ns_25_34,f_mt_ns_35_44,f_mt_ns_45_54,f_mt_ns_55_64,f_mt_ns_65_74,f_mt_ns_75ov,f_mt_ns_tot,f_tot_15_24,f_tot_25_34,f_tot_35_44,f_tot_45_54,f_tot_55_64,f_tot_65_74,f_tot_75ov,f_tot_tot,p_m1_train_15_24,p_m1_train_25_34,p_m1_train_35_44,p_m1_train_45_54,p_m1_train_55_64,p_m1_train_65_74,p_m1_train_75ov,p_m1_train_tot,p_m1_bus_15_24,p_m1_bus_25_34,p_m1_bus_35_44,p_m1_bus_45_54,p_m1_bus_55_64,p_m1_bus_65_74,p_m1_bus_75ov,p_m1_bus_tot,p_m1_ferry_15_24,p_m1_ferry_25_34,p_m1_ferry_35_44,p_m1_ferry_45_54,p_m1_ferry_55_64,p_m1_ferry_65_74,p_m1_ferry_75ov,p_m1_ferry_tot,lga_name16
17550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,12,9,0,0,0,3,0,0,18,0,0,3,0,0,0,0,3,13,3,9,0,8,0,0,31,5,12,9,19,13,0,0,55,21,16,15,20,16,0,0,94,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,23,155,390,323,297,111,26,1338,361,351,354,381,425,119,14,2009,32,27,30,44,26,14,9,178,2023,2357,3177,3760,3096,606,80,15099,0,0,0,3,0,0,0,4,63,24,33,21,28,10,3,177,0,0,0,0,0,0,0,4,Tweed (A)
17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,61,53,60,42,22,273,61,79,53,52,63,14,8,328,6,3,5,5,11,0,9,38,348,534,553,591,468,127,35,2663,0,3,0,0,0,0,0,4,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Upper Hunter Shire (A)
17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,9,5,0,5,3,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,29,34,66,43,18,209,32,30,18,28,30,15,0,149,3,7,0,6,3,3,0,26,141,156,183,256,247,106,24,1115,13,11,4,3,3,0,0,34,15,11,3,5,5,0,0,35,0,0,0,3,0,0,0,3,Upper Lachlan Shire (A)
17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,19,22,32,29,7,129,16,11,17,13,10,3,0,71,4,0,0,3,3,0,0,11,71,82,112,138,132,49,19,602,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Uralla (A)
17750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,10,4,12,13,4,4,0,0,47,13,21,12,4,6,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,17,92,170,135,141,78,30,666,466,485,322,243,246,73,8,1840,48,33,13,21,19,13,7,152,2900,3225,3003,3099,2305,469,72,15075,3,8,0,0,3,0,0,18,41,14,16,15,15,0,0,103,0,3,0,3,0,0,0,4,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,25,41,38,5,139,14,11,7,12,15,3,4,64,0,3,0,3,3,0,0,11,75,62,107,138,129,61,14,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walcha (A)
17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,33,24,17,7,112,6,24,15,15,19,9,0,85,3,0,4,3,0,0,0,12,88,192,184,246,199,66,10,976,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Walgett (A)
17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,22,18,9,4,74,5,14,5,7,9,4,3,49,0,0,0,0,0,0,0,4,34,93,91,104,92,31,11,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,28,44,54,35,18,191,20,31,30,29,36,15,3,169,3,0,4,3,4,4,0,20,135,210,289,389,331,117,29,1496,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,Warrumbungle Shire (A)
18050,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,45,34,29,14,15,3,0,146,28,12,3,8,3,3,0,57,3,4,0,0,0,0,0,11,229,323,141,88,55,29,3,874,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,7,5,9,0,0,30,20,4,3,0,3,3,0,30,3,5,3,0,0,0,0,13,20,15,15,6,6,3,0,75,7,16,3,8,3,0,0,39,260,353,163,105,63,33,3,984,19,41,21,15,5,3,0,106,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,7,24,47,25,15,6,3,0,118,32,204,369,319,156,78,23,1181,445,380,233,134,132,72,7,1406,26,29,14,17,6,4,7,105,2481,3730,2560,2169,1417,549,61,12969,766,1356,589,379,206,40,9,3346,664,786,310,217,177,75,7,2234,0,3,3,0,3,0,0,8,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,26,38,27,7,126,9,10,19,13,13,4,0,67,3,5,0,3,0,3,0,15,43,65,103,130,133,55,15,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Weddin (A)
18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,22,18,32,21,8,122,23,19,15,25,20,11,0,109,4,0,3,0,3,0,0,24,125,168,221,257,270,60,12,1111,0,0,0,0,0,0,0,0,9,8,7,3,3,0,0,33,0,0,0,0,0,0,0,0,Wentworth (A)
18230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,7,14,7,9,11,0,0,42,14,16,7,14,8,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,92,95,127,65,27,499,273,368,217,190,182,50,11,1278,25,19,12,24,20,9,5,118,1711,2396,2184,2424,1843,380,82,11015,0,3,3,0,0,0,0,8,17,11,9,17,13,0,0,67,0,0,0,0,0,0,0,3,Western Plains Regional (A)
18250,0,0,0,4,0,0,0,10,3,9,0,0,0,0,0,17,103,131,127,130,79,12,0,591,70,69,60,35,21,3,0,260,9,11,11,6,3,0,0,39,425,675,426,353,217,34,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,16,15,14,3,0,75,9,7,8,10,4,0,0,45,0,4,3,3,0,0,0,13,17,36,26,28,24,4,0,144,15,26,24,17,8,3,0,96,456,742,479,399,251,44,0,2375,54,71,52,35,25,4,3,247,3,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,57,74,56,41,30,4,3,259,47,189,402,347,225,102,19,1319,740,846,690,405,386,150,16,3243,38,49,45,29,26,11,10,216,4195,8009,6448,5652,3736,950,117,29108,1590,3812,2312,1444,915,180,20,10277,550,902,655,396,265,82,9,2866,0,3,3,0,0,0,0,7,Willoughby (C)
18350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,4,3,0,0,13,7,13,5,11,3,0,0,33,18,12,9,18,11,0,0,63,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,11,82,214,263,244,156,34,997,304,221,186,213,205,90,17,1221,13,12,16,18,17,12,8,103,1471,1450,1759,2331,1734,548,81,9383,32,25,13,11,5,7,0,82,45,11,9,18,9,3,3,93,0,0,0,0,0,0,0,3,Wingecarribee (A)
18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,0,3,0,0,0,11,10,9,3,3,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,27,118,215,200,141,40,9,744,141,126,94,88,100,22,3,572,11,6,15,13,15,7,3,71,788,839,1059,1124,729,136,19,4691,15,16,0,3,4,0,0,43,10,0,3,0,3,0,0,21,0,0,0,0,0,0,0,0,Wollondilly (A)
18450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,6,9,3,0,41,8,4,4,9,3,0,0,27,0,4,3,3,0,0,0,8,27,44,26,32,21,5,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,8,8,0,0,43,24,9,5,6,6,0,0,51,3,7,3,3,0,0,0,12,43,21,13,17,14,0,0,104,34,28,28,34,24,0,0,145,108,89,68,83,58,5,0,412,11,11,9,10,0,0,0,36,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,3,11,14,13,14,4,0,0,50,52,281,553,429,282,121,19,1734,1283,1242,1085,853,805,173,15,5462,77,51,41,68,56,19,23,327,6831,7937,8919,9335,6102,959,91,40171,201,166,134,118,102,19,0,742,513,391,212,231,154,32,5,1523,3,3,0,0,0,0,0,12,Wollongong (C)
18500,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,17,14,6,9,13,0,0,62,7,16,3,5,7,0,0,32,0,0,4,0,0,0,0,4,140,252,104,73,72,20,0,669,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,3,5,3,0,0,0,17,0,0,3,3,5,0,0,10,12,14,9,6,7,0,0,43,6,6,10,10,0,0,0,31,151,271,120,92,80,24,0,746,22,32,11,16,10,3,0,100,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,23,36,11,16,10,3,0,105,33,134,277,289,245,184,54,1219,227,247,205,126,130,87,6,1029,15,28,12,12,12,3,4,91,1510,2847,2102,1976,1512,688,123,10750,311,704,283,183,121,26,6,1640,248,423,175,119,107,33,3,1114,3,10,8,3,6,0,0,30,Woollahra (A)
18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,66,61,67,59,18,303,66,41,41,51,46,20,4,263,5,4,7,5,3,0,0,28,326,287,365,419,345,138,31,1913,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,11,11,7,17,8,3,60,6,6,6,3,3,3,0,27,0,0,0,0,3,0,0,3,27,45,55,38,47,22,5,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,13,3,0,0,9,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,50,64,65,29,12,238,78,51,68,80,74,21,3,379,0,0,0,4,9,3,4,30,294,284,455,611,528,112,18,2297,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,Alpine (S)
20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,26,54,27,5,169,78,57,51,65,65,30,3,355,4,6,3,8,3,3,5,33,293,376,431,558,432,123,24,2243,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,17,0,0,0,0,0,0,0,0,Ararat (RC)
20570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,24,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,7,3,14,7,6,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,27,3,3,0,0,0,0,34,0,0,0,0,0,0,0,3,29,0,5,4,0,0,0,44,20,16,12,23,10,3,0,89,51,34,31,41,18,3,0,176,4,0,3,3,6,0,0,15,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,4,5,6,0,0,22,19,161,249,241,197,79,12,954,802,878,692,577,521,141,10,3614,62,30,41,50,38,8,10,244,4144,4775,4977,5380,3831,642,62,23816,9,23,34,17,20,3,0,108,159,69,46,49,31,7,0,357,3,0,3,0,0,0,0,4,Ballarat (C)
20660,0,0,0,0,0,0,0,0,16,17,4,3,6,0,0,46,6,12,12,9,19,0,0,59,12,4,0,6,0,0,0,30,3,3,3,0,0,0,0,16,62,89,37,32,29,6,0,262,0,0,0,0,0,0,0,0,8,13,4,0,3,0,0,26,0,3,7,4,3,0,0,17,17,3,0,3,3,0,0,24,0,0,0,0,0,0,0,4,24,18,8,11,12,0,0,73,15,18,21,22,19,0,0,92,106,125,67,65,61,7,0,428,11,20,12,4,0,4,0,45,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,10,12,22,12,5,3,4,0,57,19,144,373,337,259,101,27,1256,633,716,723,573,511,133,7,3296,27,29,32,40,33,9,3,173,3166,4854,4760,5453,3956,805,80,23072,162,280,141,138,90,28,0,832,180,129,74,85,71,13,0,547,0,5,0,0,0,0,0,11,Banyule (C)
20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,4,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,81,126,114,59,20,455,205,205,153,194,187,45,7,993,15,3,20,12,16,7,3,72,727,884,1065,1323,1131,258,48,5443,0,0,0,0,3,0,0,3,14,8,3,0,3,3,0,29,0,0,0,0,0,0,0,0,Bass Coast (S)
20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,3,3,8,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,4,3,6,0,3,0,0,20,22,12,12,8,5,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,83,151,162,172,111,34,730,282,282,214,236,207,39,9,1260,26,20,20,14,24,7,7,109,1322,1457,1595,1987,1536,323,59,8271,16,18,12,18,6,6,0,84,19,0,3,7,6,0,0,31,0,0,0,0,0,0,0,3,Baw Baw (S)
