lga_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,lga_name16
55740,3260,3811,7070,1405,852,2263,521,1029,1545,83,88,172,143,123,265,2145,2092,4238,832,1394,2231,6.7,5.9,6.3,65.8,54.9,59.9,61.6,51.7,56.3,367,363,731,74,179,258,956,1095,2051,246,359,601,339,151,489,20,26,40,23,73,101,377,250,628,2825,3381,6213,665,796,1466,1759,2065,3821,1642,2034,3672,Mosman Park (T)
55810,361,245,603,126,59,179,22,27,52,21,12,33,8,6,18,182,105,286,90,83,174,4.4,5.7,6.3,50.4,42.9,47.4,46.8,40.0,43.8,6,3,7,3,3,5,23,19,42,19,21,38,83,17,102,3,0,5,6,5,10,96,24,115,266,184,452,44,33,71,172,109,279,130,100,224,Mount Magnet (S)
56160,167,88,251,27,18,48,4,6,9,6,7,11,6,3,8,37,34,68,20,28,45,16.2,8.8,11.8,22.2,38.6,27.1,22.2,35.2,27.1,0,0,0,0,0,0,10,7,12,3,7,12,10,4,14,0,3,8,0,0,4,16,11,23,57,53,114,12,13,27,40,43,85,23,23,43,Murchison (S)
56230,6358,6616,12969,2349,1115,3469,643,1612,2255,250,162,412,376,309,684,3620,3196,6811,2225,2948,5173,10.4,9.7,10.0,56.9,48.3,52.5,51.0,43.7,47.3,53,58,109,34,89,122,258,510,773,333,543,868,1897,911,2805,81,133,215,108,188,295,2083,1233,3320,5951,6116,12067,1137,1251,2393,3851,3779,7627,2927,3350,6281,Murray (S)
56300,570,551,1123,184,101,282,72,145,216,17,12,37,20,21,39,294,277,572,221,228,444,6.8,7.6,6.8,51.6,50.3,50.9,47.9,46.8,47.6,13,9,25,10,11,20,40,72,113,38,69,103,131,52,186,7,6,21,5,16,19,151,80,223,522,488,1011,70,78,156,384,348,730,200,214,410,Nannup (S)
56790,2026,1925,3949,531,268,798,177,355,535,126,101,227,87,36,127,925,757,1682,826,908,1731,9.4,4.8,7.6,45.7,39.3,42.6,41.2,37.6,39.5,19,24,41,18,28,43,87,176,262,116,170,286,514,167,686,22,42,66,51,59,107,591,267,853,1745,1658,3399,222,246,472,1278,1204,2483,619,630,1247,Northampton (S)
61210,3106,3009,6107,1502,641,2143,317,866,1183,113,108,219,107,71,179,2044,1680,3722,832,1100,1932,5.2,4.2,4.8,65.8,55.8,60.9,62.2,53.7,58.0,13,29,37,13,26,39,102,207,307,136,205,336,777,402,1178,36,82,118,46,66,115,855,553,1410,3035,2897,5932,536,546,1078,2156,2008,4164,1220,1240,2460,Circular Head (M)
61410,20912,22817,43733,8751,5330,14082,2695,6266,8959,545,771,1315,773,581,1347,12758,12940,25702,7335,8927,16265,6.1,4.5,5.2,61.0,56.7,58.8,57.3,54.2,55.7,660,794,1456,378,648,1030,2322,3423,5745,1735,2102,3834,5332,2554,7885,198,401,598,325,647,972,5848,3600,9450,20462,22198,42657,3037,3277,6312,14503,15582,30088,8117,9064,17177,Clarence (C)
56370,327,312,641,198,82,281,20,77,98,12,15,27,9,5,10,236,179,416,69,107,176,3.8,2.8,2.4,72.2,57.4,64.9,70.3,55.8,63.3,3,0,0,0,6,6,13,44,54,9,23,32,47,22,72,0,6,6,0,10,8,48,31,86,322,297,625,40,43,83,224,196,419,110,131,237,Narembeen (S)
57840,17029,18345,35374,7635,4941,12578,2506,4485,6984,449,496,947,909,722,1626,11496,10645,22136,4435,6409,10847,7.9,6.8,7.3,67.5,58.0,62.6,62.2,54.1,58.0,1718,1465,3182,458,749,1211,4304,4711,9018,1476,1771,3250,2168,1084,3253,89,175,263,224,366,594,2483,1620,4107,14537,15344,29878,3803,3917,7723,8579,9479,18064,9318,9424,18738,South Perth (C)
57910,81975,88830,170804,38128,23807,61939,12004,22595,34592,2144,2625,4771,4459,3622,8077,56736,52646,109380,20235,30669,50910,7.9,6.9,7.4,69.2,59.3,64.0,63.8,55.2,59.3,4838,4579,9412,1691,2871,4559,15976,19688,35664,7838,9023,16863,15121,6852,21974,602,980,1586,1133,2174,3304,16860,10007,26863,73988,78987,152971,16806,17315,34120,45707,49748,95456,41547,43385,84934,Stirling (C)
57980,7810,8579,16388,3238,2239,5482,1191,1964,3153,196,261,451,417,364,782,5046,4825,9868,2242,3072,5312,8.3,7.5,7.9,64.6,56.2,60.2,59.2,52.0,55.4,1274,1073,2343,227,428,650,2434,2697,5124,552,722,1273,562,321,885,38,51,89,84,138,220,686,509,1192,6303,6761,13061,2088,2240,4329,3382,3737,7124,4792,5010,9805,Subiaco (C)
58050,49723,52887,102612,24765,14194,38958,6059,13508,19567,1680,1624,3305,3058,2693,5751,35559,32024,67581,11073,17614,28686,8.6,8.4,8.5,71.5,60.6,65.9,65.4,55.5,60.3,1076,1159,2232,493,847,1334,4331,6563,10898,3884,5309,9190,13200,6579,19783,551,988,1546,707,1410,2114,14465,8980,23440,48880,50142,99028,9913,10398,20311,29787,30314,60096,25842,27215,53057,Swan (C)
58190,163,142,305,79,35,111,14,33,50,4,4,6,6,3,11,106,74,182,31,46,76,5.7,4.1,6.0,65.0,52.1,59.7,59.5,50.7,54.8,0,0,0,0,4,4,14,21,32,10,12,14,21,7,27,0,3,7,0,9,5,25,19,42,169,135,306,16,21,29,106,88,198,63,56,115,Tammin (S)
58260,238,223,462,140,62,203,10,44,60,11,8,17,5,5,9,170,123,294,56,85,135,2.9,4.1,3.1,71.4,55.2,63.6,67.6,51.1,60.6,0,3,4,0,0,0,16,25,45,13,15,34,59,20,86,6,3,11,3,12,14,71,36,107,252,217,472,35,44,82,163,136,305,103,109,214,Three Springs (S)
61510,3952,4013,7962,1451,715,2163,416,979,1389,130,143,272,215,138,357,2206,1975,4179,1502,1779,3273,9.7,7.0,8.5,55.8,49.2,52.5,50.5,45.8,48.0,45,42,94,29,51,83,127,231,355,207,288,494,1034,528,1565,45,97,145,51,114,170,1137,739,1871,3925,3911,7837,527,584,1113,2986,2851,5842,1288,1408,2689,Derwent Valley (M)
56460,1963,2120,4079,836,466,1299,172,458,634,92,65,158,65,52,116,1166,1041,2212,567,844,1407,5.6,5.0,5.2,59.4,49.1,54.2,56.0,46.7,51.3,20,20,39,21,42,65,132,211,345,89,199,289,461,226,692,38,53,95,31,53,87,536,338,872,1838,1938,3772,318,365,689,1227,1291,2516,792,889,1680,Narrogin (S)
56580,8462,9069,17528,3605,1809,5416,1378,2504,3888,209,227,437,315,253,563,5507,4792,10296,2476,3735,6213,5.7,5.3,5.5,65.1,52.8,58.7,61.4,50.1,55.6,1360,986,2349,244,431,672,2700,2936,5640,526,862,1385,595,276,869,20,53,75,68,167,240,681,501,1185,8338,8698,17042,1532,1486,3016,5324,5762,11090,4311,4194,8499,Nedlands (C)
57280,8126,5634,13759,4598,1890,6489,416,932,1349,443,262,708,200,201,402,5660,3288,8956,837,1394,2223,3.5,6.1,4.5,69.7,58.4,65.1,67.2,54.7,62.1,132,97,236,62,127,187,531,724,1258,514,513,1031,2664,636,3297,71,134,206,108,104,208,2833,876,3713,5578,3984,9561,2297,1976,4271,2457,1650,4104,4923,3844,8766,Port Hedland (T)
57350,407,425,831,147,68,216,38,76,121,18,18,29,17,3,22,222,170,392,132,208,342,7.7,1.8,5.6,54.5,40.0,47.2,49.9,38.1,44.0,3,3,8,4,10,13,18,31,51,15,38,50,81,36,114,0,4,7,3,8,16,82,58,134,366,381,744,55,62,118,253,254,506,150,157,307,Quairading (S)
56730,4620,4352,8973,1677,959,2636,402,964,1367,147,129,276,240,166,402,2461,2220,4681,1752,1759,3510,9.8,7.5,8.6,53.3,51.0,52.2,48.2,47.2,47.7,53,50,106,25,45,68,198,362,555,226,351,578,1069,503,1578,67,131,194,62,122,186,1200,757,1957,4015,4108,8119,630,698,1328,2677,2699,5372,1677,1832,3512,Northam (S)
56930,540,752,1294,232,123,355,107,187,294,4,23,21,14,10,28,356,348,702,155,359,515,3.9,2.9,4.0,65.9,46.3,54.3,63.5,44.3,51.8,63,57,116,9,22,31,218,218,436,34,72,103,30,19,40,0,3,7,0,15,23,31,35,67,535,711,1247,86,151,239,365,440,801,233,425,656,Peppermint Grove (S)
57630,91,54,144,26,12,42,3,5,8,7,3,10,3,3,5,40,21,63,31,28,60,7.5,14.3,7.9,44.0,38.9,43.8,39.6,37.0,41.7,0,0,0,0,0,3,3,7,6,7,7,11,18,6,26,0,0,0,3,0,3,23,11,28,58,37,102,9,7,16,41,25,72,28,22,43,Sandstone (S)
57700,9838,10036,19874,5315,2720,8033,1016,2822,3844,324,314,635,485,498,983,7139,6351,13495,2212,3178,5388,6.8,7.8,7.3,72.6,63.3,67.9,67.6,58.3,63.0,145,176,322,73,169,244,601,1095,1695,674,1085,1760,3209,1546,4753,91,228,317,132,302,432,3427,2073,5503,9647,9722,19371,2071,2296,4371,5297,5202,10497,5640,6113,11753,Serpentine-Jarrahdale (S)
57770,1035,908,1945,239,124,362,67,112,182,119,91,213,21,12,35,444,340,782,470,465,931,4.7,3.5,4.5,42.9,37.4,40.2,41.1,36.0,38.9,22,23,49,3,20,19,72,105,176,96,87,177,285,79,363,11,25,30,31,25,57,324,135,460,853,751,1607,142,142,283,599,519,1115,361,342,702,Shark Bay (S)
57000,660,223,882,432,85,515,37,49,94,34,13,45,5,4,11,510,152,661,43,53,100,1.0,2.6,1.7,77.3,68.2,74.9,76.2,65.9,74.1,9,3,17,0,3,6,29,25,59,30,23,59,223,35,261,9,4,9,8,10,17,237,47,283,488,201,690,99,32,138,308,139,446,254,86,344,Perenjori (S)
57080,13502,11471,24973,5666,3509,9176,1422,1842,3268,432,368,803,653,589,1240,8171,6308,14486,2291,2857,5147,8.0,9.3,8.6,60.5,55.0,58.0,55.7,49.9,53.0,1334,1015,2345,230,297,529,3218,2999,6216,1102,1039,2144,1245,560,1809,59,78,135,129,169,300,1439,804,2246,6754,5714,12467,3922,3755,7681,2942,2360,5299,7632,6966,14599,Perth (C)
57140,454,453,910,172,71,240,43,100,136,13,14,31,25,18,38,251,205,455,154,199,355,10.0,8.8,8.4,55.3,45.3,50.0,50.2,40.8,44.7,7,3,6,0,3,7,11,34,45,20,44,62,88,47,133,3,15,19,4,9,13,97,69,164,403,398,804,80,78,160,293,298,589,165,150,313,Pingelly (S)
57210,2109,1994,4104,781,368,1145,253,512,768,71,55,129,97,64,156,1199,1002,2201,705,817,1526,8.1,6.4,7.1,56.9,50.3,53.6,52.4,46.9,49.8,28,27,57,17,37,51,120,189,308,131,209,341,487,261,745,23,47,70,33,60,93,543,370,912,1909,1877,3783,314,297,615,1275,1282,2552,840,790,1627,Plantagenet (S)
58330,1822,1876,3703,648,370,1020,198,412,608,85,59,140,97,72,166,1031,913,1939,638,791,1423,9.4,7.9,8.6,56.6,48.7,52.4,51.1,44.8,47.7,30,44,69,13,40,54,96,179,271,125,197,321,551,205,757,16,36,52,30,56,90,600,296,890,1721,1717,3442,211,227,441,1240,1244,2476,616,637,1256,Toodyay (S)
61610,9177,10381,19560,3430,1808,5236,1138,2578,3719,269,286,554,520,390,909,5358,5059,10418,3300,4763,8063,9.7,7.7,8.7,58.4,48.7,53.3,52.7,45.0,48.6,114,111,232,88,130,220,500,889,1392,528,867,1395,2525,1392,3920,141,248,388,143,265,411,2807,1913,4720,8793,9792,18588,1540,1714,3257,6292,6765,13061,3660,4290,7944,Devonport (C)
61810,2588,2624,5209,1016,403,1418,260,646,911,91,73,168,119,91,211,1490,1213,2708,927,1228,2157,8.0,7.5,7.8,57.6,46.2,52.0,52.8,42.8,47.9,23,28,52,12,30,39,105,204,310,95,195,291,685,289,977,35,60,92,24,62,87,740,411,1152,2521,2522,5045,368,369,737,1928,1905,3831,839,874,1707,Dorset (M)
62010,424,346,769,173,67,243,70,99,166,13,19,34,12,20,32,272,201,479,118,123,237,4.4,10.0,6.7,64.2,58.1,62.3,60.4,53.5,57.6,11,19,30,3,13,22,25,52,81,34,38,72,117,42,155,3,10,12,9,4,14,133,55,186,403,334,737,39,43,84,286,237,528,137,118,258,Flinders (M) (Tas.)
62210,2646,2704,5353,855,379,1236,235,556,790,81,69,152,178,125,305,1353,1124,2475,1076,1369,2447,13.2,11.1,12.3,51.1,41.6,46.2,44.3,37.1,40.7,32,30,65,15,25,34,95,195,295,113,186,303,679,305,988,39,57,98,31,72,102,752,439,1185,2575,2565,5143,326,410,738,1862,1820,3685,888,989,1878,George Town (M)
62410,1900,1845,3750,556,298,855,250,436,682,73,84,159,65,33,101,947,840,1789,796,845,1638,6.9,3.9,5.6,49.8,45.5,47.7,46.3,44.3,45.2,26,39,68,15,34,49,153,194,351,133,180,311,477,184,661,20,42,67,40,39,84,539,267,809,1714,1631,3349,248,260,510,1226,1160,2390,665,655,1323,Glamorgan/Spring Bay (M)
62610,17758,19314,37066,6942,4093,11039,2340,4685,7026,447,598,1050,987,625,1617,10725,10001,20726,5890,8076,13970,9.2,6.2,7.8,60.4,51.8,55.9,54.8,48.5,51.6,300,379,677,153,314,463,1103,1613,2712,990,1376,2364,4601,2558,7159,224,443,664,248,452,704,5071,3454,8529,16969,18049,35016,2874,3125,5991,11754,12466,24221,7291,7927,15214,Glenorchy (C)
62810,21426,22770,44199,8311,5703,14015,3578,6011,9587,527,714,1234,983,772,1753,13396,13196,26588,6460,8143,14607,7.3,5.9,6.6,62.5,58.0,60.2,57.9,54.6,56.2,2277,2372,4644,677,1134,1814,4865,5922,10790,1591,1981,3578,2822,1405,4219,199,207,406,254,334,590,3269,1948,5216,18003,19010,37012,4662,4853,9512,11466,12380,23849,10683,11053,21738,Hobart (C)
63010,6407,6545,12958,2230,1156,3388,862,1647,2507,187,200,388,256,200,454,3539,3206,6739,2505,2948,5446,7.2,6.2,6.7,55.2,49.0,52.0,51.2,45.9,48.5,172,212,381,94,157,254,537,884,1425,478,641,1117,1622,705,2329,86,137,219,129,192,321,1837,1034,2871,6314,6287,12600,923,1025,1950,4471,4319,8789,2481,2643,5119,Huon Valley (M)
63210,2559,2554,5118,889,427,1307,337,638,973,105,108,214,96,84,179,1427,1257,2682,958,1108,2070,6.7,6.7,6.7,55.8,49.2,52.4,52.0,45.9,48.7,31,35,75,15,54,69,145,252,395,139,257,395,714,303,1021,28,60,92,41,71,114,786,432,1218,2535,2447,4984,297,304,600,1853,1757,3613,863,916,1780,Kentish (M)
63410,654,611,1266,330,165,502,82,146,224,28,33,55,16,6,25,455,350,802,154,194,349,3.5,1.7,3.1,69.6,57.3,63.3,67.3,56.3,61.7,12,11,19,5,9,12,43,80,121,37,51,87,201,67,261,9,5,11,7,16,26,211,91,301,608,565,1176,103,90,194,430,402,836,244,217,459,King Island (M)
58400,159,130,285,65,21,89,11,20,32,10,7,13,4,0,6,89,50,146,45,60,102,4.5,0.0,4.1,56.0,38.5,51.2,54.1,36.9,47.0,0,0,0,0,3,3,9,9,11,3,3,11,34,10,38,0,7,3,0,5,5,33,20,53,129,100,232,26,22,42,94,77,172,52,47,97,Trayning (S)
63610,13105,14646,27754,5588,3247,8834,2031,4369,6401,360,465,826,483,381,865,8460,8469,16934,4118,5611,9732,5.7,4.5,5.1,64.6,57.8,61.0,60.9,55.2,57.9,796,860,1658,265,534,801,2047,2882,4930,1153,1601,2751,3035,1498,4531,122,242,369,209,389,594,3368,2124,5486,13443,14412,27851,2116,2377,4490,9176,9810,18986,5790,6427,12211,Kingborough (M)
63810,4092,4454,8548,1670,863,2534,415,1154,1569,141,139,284,186,126,310,2409,2286,4701,1447,1926,3372,7.7,5.5,6.6,58.9,51.3,55.0,54.4,48.4,51.3,58,65,119,25,75,100,233,440,677,239,385,628,1213,579,1793,43,103,143,72,111,179,1327,793,2117,3936,4140,8072,660,733,1395,2769,2840,5605,1680,1857,3534,Latrobe (M) (Tas.)
64010,25588,27677,53261,9822,5614,15436,3440,7204,10648,679,858,1536,1437,1035,2473,15380,14706,30091,8407,11070,19475,9.3,7.0,8.2,60.1,53.1,56.5,54.5,49.4,51.9,739,765,1505,308,529,837,2467,3802,6270,1557,2184,3747,5773,3035,8806,311,588,900,349,694,1049,6433,4315,10753,23527,25096,48621,4658,5008,9665,15863,16830,32694,11238,12159,23394,Launceston (C)
64210,7442,8014,15462,3153,1573,4725,943,2157,3097,247,262,505,310,215,531,4651,4206,8851,2356,3345,5697,6.7,5.1,6.0,62.5,52.5,57.2,58.4,49.8,53.9,125,127,253,58,128,187,503,900,1405,494,672,1162,1962,979,2946,73,171,244,121,269,393,2159,1427,3582,7410,7696,15104,984,1109,2090,5444,5525,10966,2614,2975,5592,Meander Valley (M)
64610,5062,5272,10332,2097,1049,3151,620,1343,1961,156,169,316,173,169,345,3049,2729,5783,1635,2166,3808,5.7,6.2,6.0,60.2,51.8,56.0,56.8,48.6,52.5,68,98,170,37,82,112,258,513,766,286,429,720,1345,570,1917,51,117,163,75,154,230,1472,840,2311,4886,4996,9887,680,777,1458,3555,3610,7165,1733,1911,3644,Northern Midlands (M)
64810,5498,5782,11282,2264,1200,3464,729,1615,2350,149,200,350,251,183,435,3400,3197,6593,1808,2232,4039,7.4,5.7,6.6,61.8,55.3,58.4,57.1,52.1,54.6,87,102,190,40,95,138,316,563,880,325,552,877,1678,844,2519,63,141,204,86,149,240,1825,1134,2963,5398,5505,10899,858,907,1770,3774,3752,7525,2194,2399,4591,Sorell (M)
58470,199,132,331,55,18,78,8,12,27,7,3,14,16,6,20,91,49,134,67,65,135,17.6,12.2,14.9,45.7,37.1,40.5,35.2,25.0,36.0,7,5,8,4,3,7,10,7,23,7,15,21,36,8,47,0,0,7,0,3,5,41,10,49,157,126,282,39,25,67,113,92,207,74,44,118,Upper Gascoyne (S)
58510,14882,15049,29934,6526,4304,10826,2167,3348,5510,376,471,849,935,732,1665,9996,8852,18849,3339,4754,8098,9.4,8.3,8.8,67.2,58.8,63.0,60.9,54.0,57.4,1031,1022,2054,294,475,768,2895,3497,6388,1341,1468,2815,2385,1074,3457,119,153,277,170,277,447,2671,1504,4178,11296,11629,22926,3733,3668,7405,6256,6452,12709,8216,8164,16380,Victoria Park (T)
70200,10444,11281,21724,5167,4323,9487,924,1734,2665,425,520,950,252,186,436,6771,6769,13537,2162,2895,5061,3.7,2.7,3.2,64.8,60.0,62.3,62.4,58.3,60.3,434,584,1016,175,436,608,1116,1905,3025,842,1004,1841,2337,1089,3420,98,163,266,146,224,372,2578,1479,4055,8764,9092,17848,2332,2632,4962,5180,5413,10590,5372,5783,11151,Alice Springs (T)
58540,425,323,747,223,83,311,34,86,125,12,11,22,8,10,15,281,188,473,86,115,206,2.8,5.3,3.2,66.1,58.2,63.3,63.3,55.7,61.3,10,4,14,3,3,10,22,41,63,14,31,49,67,33,102,3,6,9,10,5,17,82,37,122,381,336,721,48,42,88,275,220,499,126,135,267,Victoria Plains (S)
71000,36781,34141,70916,18812,12864,31685,3651,6028,9685,1466,1485,2945,1139,961,2105,25076,21342,46418,6516,8668,15189,4.5,4.5,4.5,68.2,62.5,65.5,65.1,59.7,62.5,1987,2075,4063,630,1202,1836,5237,6811,12041,2977,3047,6024,7802,3088,10883,335,413,752,530,665,1196,8667,4166,12832,27773,26129,53905,9206,9112,18314,15736,15072,30803,19791,18666,38461,Darwin (C)
71300,3251,3312,6563,493,421,917,244,299,544,88,68,153,282,238,521,1101,1030,2135,1801,1959,3767,25.6,23.1,24.4,33.9,31.1,32.5,25.4,23.8,24.6,17,54,68,15,34,52,57,111,168,48,68,113,200,138,337,92,99,195,50,64,115,343,299,648,4034,4028,8059,305,297,603,3588,3596,7176,450,456,905,East Arnhem (R)
72200,4860,4516,9375,1982,1376,3359,292,508,794,210,226,437,101,70,167,2582,2187,4761,1069,1271,2345,3.9,3.2,3.5,53.1,48.4,50.8,51.1,46.7,49.0,81,102,190,40,109,150,338,571,907,350,388,730,1101,415,1515,48,86,133,63,90,150,1207,589,1794,3496,3211,6709,1055,1001,2064,2019,1954,3971,2220,1980,4197,Katherine (T)
72300,14297,8601,22899,6893,3071,9963,878,1519,2390,696,472,1174,330,203,538,8798,5264,14061,3111,2321,5433,3.8,3.9,3.8,61.5,61.2,61.4,59.2,58.9,59.1,109,171,280,76,222,299,614,979,1591,734,875,1610,5026,1212,6241,113,177,290,169,253,417,5309,1637,6943,10546,7729,18284,2257,1459,3719,6862,5149,12014,5453,3572,9017,Litchfield (M)
58570,13892,14350,28238,7062,4879,11937,2008,3585,5589,357,477,825,684,520,1201,10111,9456,19566,2621,3766,6383,6.8,5.5,6.1,72.8,65.9,69.3,67.9,62.3,65.0,1178,1228,2409,413,671,1083,3763,4231,7994,1206,1352,2561,1924,885,2807,94,120,214,157,263,417,2173,1266,3437,11152,11339,22490,3396,3526,6916,6543,6901,13444,7526,7516,15041,Vincent (C)
58610,720,728,1453,288,139,431,68,177,248,16,23,38,30,17,51,407,362,769,233,289,523,7.4,4.7,6.6,56.5,49.7,52.9,51.7,46.6,49.3,3,0,8,3,14,15,24,65,86,33,43,73,162,70,240,10,14,26,9,24,32,183,109,290,678,670,1343,96,119,220,491,470,960,243,283,523,Wagin (S)
58680,183,162,352,97,48,142,17,35,51,10,4,18,5,4,7,134,88,217,33,58,94,3.7,4.5,3.2,73.2,54.3,61.6,67.8,53.7,59.9,0,4,5,0,3,3,3,17,20,5,16,16,46,16,66,0,9,9,3,4,13,53,34,84,176,170,346,14,25,38,119,110,232,68,63,130,Wandering (S)
58760,67958,73032,140988,34234,18740,52976,8813,20176,28990,2375,2449,4822,4351,3882,8238,49776,45248,95019,14653,23855,38511,8.7,8.6,8.7,73.2,62.0,67.4,66.8,56.6,61.6,1596,1531,3128,639,1242,1879,6168,9791,15963,5505,8064,13570,18896,9296,28191,725,1304,2032,1082,2065,3143,20701,12663,33366,68453,71145,139599,13955,14964,28917,40150,41298,81447,37500,40223,77722,Wanneroo (C)
58820,1584,1645,3229,632,272,903,142,379,518,69,65,130,87,64,148,932,779,1708,493,688,1181,9.3,8.2,8.7,58.8,47.4,52.9,53.2,43.5,48.0,3,16,18,3,16,21,50,112,166,77,127,205,470,212,676,14,43,53,28,38,62,507,290,793,1473,1504,2972,256,255,506,1018,957,1969,639,714,1354,Waroona (S)
59030,208,110,324,129,43,171,13,20,34,13,3,13,3,0,3,156,62,219,16,27,45,1.9,0.0,1.4,75.0,56.4,67.6,74.5,60.0,67.3,3,0,3,0,5,3,18,16,35,9,10,18,57,10,63,0,3,3,3,0,8,63,8,69,148,83,231,44,21,68,100,64,158,84,36,121,Westonia (S)
72800,12470,12502,24977,7624,5124,12751,1002,2227,3232,527,543,1075,468,448,918,9627,8349,17974,1787,3084,4871,4.9,5.4,5.1,77.2,66.8,72.0,73.4,63.1,68.3,269,293,553,113,312,425,871,1662,2532,988,1280,2268,3964,1990,5954,182,285,464,182,304,486,4327,2574,6906,10734,10606,21336,4100,4107,8208,5210,5073,10289,8444,8540,16985,Palmerston (C)
59100,301,253,561,162,49,211,32,74,111,16,13,31,9,9,19,214,150,366,57,95,152,4.2,6.0,5.2,71.1,59.3,65.2,69.8,53.8,62.9,0,0,3,0,6,6,15,20,38,13,31,44,51,30,78,8,8,15,4,8,12,63,43,106,294,268,564,43,33,74,223,197,421,90,75,167,Wickepin (S)
59170,393,355,749,226,92,318,38,108,152,14,13,31,5,6,11,285,223,511,62,106,166,1.8,2.7,2.2,72.5,62.8,68.2,70.7,60.0,66.9,0,0,0,0,13,12,25,50,76,28,25,53,85,38,119,6,10,14,13,6,21,99,52,151,386,343,726,63,59,123,273,248,520,132,128,260,Williams (S)
59250,1097,307,1405,621,124,743,44,21,68,50,8,59,25,13,39,737,174,913,83,80,165,3.4,7.5,4.3,67.2,56.7,65.0,65.2,49.8,61.9,14,7,15,10,0,13,76,38,119,47,15,63,331,29,366,11,5,20,16,6,21,364,45,409,722,210,933,142,79,222,441,134,571,402,148,546,Wiluna (S)
89399,157056,164435,321487,80164,57376,137543,20380,36579,56960,4479,6606,11081,5417,4854,10272,110429,105418,215848,37089,49740,86823,4.9,4.6,4.8,70.3,64.1,67.1,66.9,61.2,63.9,18756,15953,34713,5211,8006,13220,32110,38945,71063,13212,16300,29508,22645,12447,35092,1174,1784,2961,1774,3580,5350,25594,17815,43406,143874,148965,292836,33003,33885,66887,87836,92651,180492,81939,83627,165560,Unincorporated ACT
99399,2385,1977,4359,1063,596,1662,230,406,636,91,99,189,31,27,57,1413,1126,2544,641,575,1214,2.2,2.4,2.2,59.2,57.0,58.4,58.0,55.7,57.1,65,49,111,28,47,74,201,233,432,152,217,370,520,161,685,34,33,64,48,75,115,599,261,862,1812,1749,3565,346,289,640,1326,1307,2634,717,627,1343,Unincorp. Other Territories
59310,566,485,1048,310,124,434,60,139,195,22,21,44,25,20,44,416,297,712,123,170,294,6.0,6.7,6.2,73.5,61.2,67.9,69.3,58.6,64.2,7,6,11,5,8,15,30,54,82,24,45,65,153,56,213,3,10,14,11,11,17,169,77,246,569,506,1072,89,80,175,403,345,741,225,206,432,Wongan-Ballidu (S)
59320,162,141,302,86,38,124,12,40,50,6,9,12,5,3,10,113,89,199,38,45,85,4.4,3.4,5.0,69.8,63.1,65.9,64.2,61.7,61.6,0,3,4,0,8,8,12,19,30,4,15,19,34,15,55,0,6,6,4,5,7,41,30,63,180,139,320,11,20,39,130,105,237,47,50,93,Woodanilling (S)
