lga_code_2016,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot,lga_name16
16610,0,0,0,5,3,3,3,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,0,0,0,0,4,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,128,136,47,25,20,18,6,3,0,3,0,0,20,474,0,0,7,6,0,3,12,9,4,0,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,4,21,36,15,13,7,8,0,0,10,7,0,0,11,129,7,127,224,250,168,119,129,126,19,18,20,19,20,17,67,1335,Richmond Valley (A)
16650,0,0,3,23,62,32,75,31,13,5,6,7,3,5,5,284,0,0,4,13,13,36,12,28,5,3,5,5,4,0,3,128,0,0,0,6,29,88,213,180,15,30,42,56,55,25,41,784,3,4,242,1382,244,360,216,95,15,12,37,39,12,9,99,2771,0,0,12,106,47,70,45,25,10,3,9,3,8,10,11,346,16,106,221,393,181,214,215,181,50,44,62,44,37,16,56,1829,0,0,7,18,14,29,61,31,12,8,17,17,13,16,13,273,0,0,0,17,375,181,115,121,17,32,25,45,45,33,52,1055,0,0,0,0,5,8,17,18,0,0,4,0,0,0,5,71,11,151,280,1206,844,1259,1816,2915,413,480,930,1148,1478,1086,564,14583,66,1002,3240,5724,4168,7298,7824,7434,1378,1574,2177,2410,2857,1959,1991,51098,Rockdale (C)
16700,0,0,13,27,61,94,172,87,24,13,14,31,23,34,17,608,0,3,13,76,85,266,164,163,34,26,47,25,40,34,25,997,0,0,0,8,36,69,131,108,20,24,32,25,35,16,21,519,0,0,14,50,9,7,7,0,0,0,5,0,6,3,11,108,0,0,3,46,39,28,19,21,7,3,4,3,3,4,3,179,19,177,330,512,326,360,455,237,67,78,57,29,46,34,73,2807,0,3,14,40,22,67,90,86,15,34,13,21,36,23,15,480,0,0,0,20,329,130,83,101,21,39,42,42,45,36,17,900,0,0,4,0,13,8,24,23,9,5,7,3,7,9,4,111,11,99,200,691,652,1191,1060,986,210,259,331,417,463,330,201,7101,74,994,1942,3421,4378,8942,10201,8359,1816,2188,2392,2978,3198,2003,1732,54612,Ryde (C)
16900,0,0,3,17,21,16,52,53,13,10,7,0,16,0,5,219,0,0,0,0,0,10,6,3,0,0,0,0,0,0,0,23,0,0,0,0,3,13,34,24,0,11,5,7,9,3,13,115,0,0,57,515,90,64,21,10,0,4,0,0,4,0,40,806,0,0,0,67,23,33,16,7,0,3,0,0,0,0,8,159,6,288,908,1617,349,193,165,142,24,17,22,27,14,0,152,3925,0,3,0,20,12,10,24,21,0,0,6,3,9,0,4,117,0,0,0,0,39,17,13,14,0,6,3,0,3,0,3,98,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,22,4,76,500,662,250,208,110,85,9,19,21,20,32,7,88,2094,16,772,2304,3447,1141,948,810,669,118,147,114,120,129,52,505,11286,Shellharbour (C)
16950,0,11,12,39,40,24,55,36,0,0,0,0,4,0,3,233,0,3,3,6,4,3,3,4,0,4,14,0,0,0,0,52,0,0,0,3,5,8,22,32,0,9,8,6,13,8,16,133,0,0,3,18,4,3,0,0,0,0,0,0,0,0,3,33,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,17,31,646,1226,1716,500,299,329,222,49,36,26,19,15,9,236,5360,0,9,9,49,31,41,62,40,13,0,3,11,13,3,16,311,0,0,0,5,23,7,12,7,3,5,5,3,0,3,14,88,0,0,4,0,3,3,3,6,3,0,3,3,0,3,0,38,14,155,237,424,159,146,120,86,8,29,21,22,28,14,70,1532,80,1418,2259,2981,1379,1022,1084,790,150,164,153,169,161,89,656,12567,Shoalhaven (C)
17000,0,0,0,0,3,5,33,56,3,5,5,0,3,0,3,119,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,16,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,30,63,116,52,50,41,23,3,7,8,3,3,0,21,433,0,0,0,3,8,3,11,3,4,3,0,3,0,3,0,49,0,0,0,0,4,3,3,3,0,4,0,4,0,0,0,20,0,0,0,0,3,0,7,3,3,0,0,0,0,0,0,13,0,6,10,31,12,31,37,36,3,13,3,7,4,0,10,199,3,94,125,225,200,230,286,287,71,75,57,48,34,14,61,1807,Singleton (A)
17040,0,0,9,11,20,17,30,15,3,0,0,0,0,4,4,107,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,24,0,0,3,3,3,8,14,21,9,3,6,3,8,0,10,76,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,12,4,89,226,323,130,114,143,83,10,8,13,11,15,9,45,1234,0,3,8,24,18,21,18,13,3,3,3,3,5,3,14,135,0,0,0,0,13,4,5,3,0,0,0,0,0,0,13,33,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,16,3,62,98,141,62,77,65,59,7,12,10,23,49,9,62,741,16,319,537,726,418,456,460,335,47,68,77,88,113,42,256,3968,Snowy Monaro Regional (A)
17080,0,0,0,0,0,0,17,62,0,0,3,0,3,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,4,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,35,80,91,24,16,16,10,0,0,0,0,0,0,13,285,0,0,0,0,0,3,6,8,0,0,0,0,4,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,9,0,12,22,47,14,13,10,17,3,3,6,18,10,3,26,199,4,87,157,190,102,100,112,182,15,32,28,38,49,11,99,1196,Snowy Valleys (A)
17420,0,3,8,44,184,231,791,606,89,94,87,103,94,59,43,2433,0,4,16,94,164,851,610,343,74,36,44,38,18,11,36,2327,0,0,0,9,19,44,98,82,7,9,18,17,18,13,11,351,0,0,3,21,8,7,4,0,0,0,0,0,0,0,0,39,0,0,0,94,43,54,34,9,3,3,0,0,0,0,4,252,22,303,729,1201,676,684,889,659,138,205,90,127,108,63,136,6031,0,4,8,61,55,82,142,126,50,23,49,85,110,89,20,900,0,0,0,11,299,119,42,24,13,3,9,3,13,4,17,567,0,0,0,8,21,20,107,29,12,6,3,4,7,3,0,220,6,162,272,866,799,1481,1370,682,128,113,134,153,154,150,145,6608,70,1340,2394,4582,5401,11367,13222,7703,1344,1433,1338,1384,1365,859,1275,55081,The Hills Shire (A)
17550,0,5,10,30,36,37,91,56,6,14,10,0,3,0,8,309,0,0,3,11,6,3,0,7,0,0,0,0,0,0,0,31,0,0,0,0,9,13,45,48,5,4,7,0,14,4,11,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,17,38,553,1124,1469,528,381,496,310,60,51,51,19,35,20,248,5385,0,12,19,51,48,23,84,39,10,3,5,13,10,3,13,338,0,0,0,0,5,3,7,5,0,3,0,3,0,0,3,42,0,0,0,0,19,11,11,13,3,0,7,0,0,0,0,66,6,91,141,307,157,142,184,167,47,44,40,46,27,25,68,1482,83,1110,1794,2446,1644,1427,1854,1347,282,252,242,220,220,121,666,13697,Tweed (A)
17620,0,0,0,0,6,3,10,18,9,0,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,78,27,16,30,14,0,4,14,3,10,7,6,288,0,0,0,3,4,3,3,0,0,0,3,0,0,0,3,22,0,0,0,0,3,0,0,8,0,3,0,0,24,0,0,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,4,13,5,9,8,30,3,10,7,4,11,0,3,107,0,60,76,141,93,85,102,146,37,43,68,41,80,18,45,1047,Upper Hunter Shire (A)
17640,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,69,27,17,9,0,0,3,0,5,0,0,14,221,0,0,0,6,3,3,3,3,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,6,5,8,3,0,0,0,0,0,0,0,53,3,48,83,137,57,47,47,34,9,7,5,10,0,3,23,509,Upper Lachlan Shire (A)
17650,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,37,46,14,9,9,8,0,3,0,0,0,0,5,157,0,3,0,3,3,3,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,10,4,0,3,0,0,0,0,0,4,46,3,40,68,82,58,36,33,27,11,12,0,5,7,0,14,391,Uralla (A)
17750,0,0,8,10,20,6,65,84,7,18,11,4,9,0,0,246,0,0,0,3,0,8,15,27,8,41,8,6,7,0,9,137,0,0,0,0,0,3,18,12,0,3,0,0,3,4,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,104,187,267,76,73,111,95,10,22,34,20,17,4,37,1051,0,0,0,16,10,15,30,14,6,0,4,3,0,3,0,102,0,0,0,0,10,4,3,13,3,3,0,7,3,5,6,54,0,0,0,0,11,0,28,25,6,9,3,0,0,3,3,89,0,38,33,57,51,95,208,290,72,101,95,56,86,42,44,1260,16,287,377,489,344,414,904,1088,266,468,387,307,305,153,241,6045,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,8,7,0,3,5,0,0,0,0,0,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,0,0,0,0,0,3,0,3,31,3,16,31,18,21,22,23,13,0,4,0,0,0,3,15,162,Walcha (A)
17900,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,27,48,8,6,3,5,0,0,0,3,0,0,5,131,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,32,67,16,12,6,6,0,6,0,4,0,0,12,165,0,55,96,161,67,56,33,70,14,11,15,11,5,3,28,623,Walgett (A)
17950,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,3,0,0,0,5,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,20,3,9,8,20,3,10,9,19,0,5,19,3,3,0,7,114,Warren (A)
18020,0,0,0,0,4,3,0,5,0,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,46,55,18,8,8,3,0,0,0,3,0,0,8,198,0,0,0,0,0,3,10,3,0,0,0,0,0,0,3,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,4,10,9,3,0,0,0,0,3,0,0,69,3,66,98,105,61,54,68,33,10,13,12,13,8,9,22,574,Warrumbungle Shire (A)
18050,5,0,17,36,326,751,1073,275,69,60,40,35,39,27,37,2772,0,3,7,8,7,14,4,3,0,0,0,0,0,0,0,48,0,0,0,7,12,22,49,55,8,7,13,3,12,4,7,206,0,0,0,10,3,9,0,3,0,0,0,0,4,0,3,33,0,3,3,15,6,8,9,9,0,0,5,8,6,0,3,74,11,121,248,406,329,455,843,949,324,324,328,352,343,165,151,5344,0,3,15,33,60,91,153,171,50,54,68,89,116,54,27,967,0,0,0,6,34,19,8,13,0,7,4,0,7,0,7,104,0,0,3,3,13,23,25,12,0,0,0,3,0,0,0,79,16,234,450,584,798,921,871,903,223,277,341,507,765,562,312,7754,84,714,1301,1706,2364,3283,4346,3554,1017,1102,1233,1437,1715,1117,859,25839,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,23,3,0,4,0,0,0,0,0,0,0,4,72,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,19,0,38,39,38,15,7,11,12,0,3,7,7,4,0,11,193,Weddin (A)
18200,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,3,13,31,41,15,5,3,11,0,0,0,0,7,4,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,3,9,0,0,0,3,0,3,3,3,44,3,41,72,74,55,52,45,35,8,0,12,5,13,6,18,432,Wentworth (A)
18230,0,0,3,3,4,12,23,15,3,8,3,8,7,0,0,87,0,0,0,0,3,11,21,48,12,13,8,4,17,3,3,138,0,0,0,0,3,0,8,5,0,0,3,0,5,0,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,5,87,138,191,62,45,37,33,12,3,21,13,10,3,30,698,0,0,9,13,12,6,9,7,0,3,0,0,0,0,3,69,0,0,0,0,9,3,5,10,0,3,3,0,5,7,10,49,0,0,4,0,3,0,11,43,0,0,0,0,10,5,0,82,0,16,42,53,33,22,44,199,30,25,33,27,26,49,43,638,16,201,295,398,262,288,374,772,142,170,162,140,169,115,219,3729,Western Plains Regional (A)
18250,0,8,20,26,90,123,204,98,20,11,13,20,10,20,15,678,0,0,5,14,35,32,24,13,3,4,3,3,15,3,3,171,0,0,0,11,17,45,119,117,23,30,31,24,36,9,23,489,0,0,10,37,0,4,6,0,0,0,0,0,0,0,0,64,0,0,9,37,22,8,6,12,0,0,0,0,14,0,0,107,22,126,267,428,307,423,630,416,96,61,75,83,71,56,96,3155,7,3,3,57,51,67,120,81,13,34,34,32,52,35,26,615,0,0,3,8,146,50,23,52,10,11,13,7,14,18,9,367,0,0,3,3,7,16,19,4,3,0,3,0,0,0,0,58,21,126,240,408,352,731,756,632,132,120,205,217,290,181,112,4522,106,570,1262,2152,2795,5308,6724,5079,1201,1223,1421,1755,1995,1302,1074,33982,Willoughby (C)
18350,0,3,6,20,39,33,53,39,8,5,4,0,0,8,6,228,0,3,4,3,4,0,3,0,0,0,0,3,0,0,0,25,0,0,0,0,0,6,8,12,0,7,3,0,3,0,0,45,0,0,3,11,0,7,6,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,270,619,941,383,218,271,135,25,23,9,33,17,0,121,3083,0,0,7,46,27,23,37,21,9,3,0,3,3,3,3,187,0,0,0,0,9,0,3,8,7,3,0,4,3,14,3,60,0,0,3,3,5,6,12,12,0,0,0,0,0,0,3,40,3,61,118,259,106,91,91,162,20,18,15,17,19,20,31,1028,45,662,1110,1689,966,707,704,621,111,98,75,141,149,126,301,7487,Wingecarribee (A)
18400,0,0,3,18,15,6,55,45,0,4,7,3,0,0,3,154,0,0,3,0,0,0,4,0,0,0,0,3,0,3,3,23,0,0,0,0,0,4,12,4,0,0,0,6,5,0,3,41,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,12,8,144,391,758,297,228,160,68,7,10,19,10,10,8,92,2200,0,3,4,17,11,11,25,10,0,6,7,0,0,0,8,108,0,0,0,0,17,6,0,6,3,0,0,0,0,4,3,46,0,0,0,4,0,3,17,3,0,0,0,0,0,0,0,28,5,59,87,256,111,112,87,20,10,10,12,12,20,4,52,852,17,416,838,1422,766,704,615,282,61,60,85,50,65,36,271,5692,Wollondilly (A)
18450,3,4,14,38,82,63,200,91,16,13,14,11,3,3,5,564,0,0,8,19,22,49,29,46,4,12,27,31,26,28,8,307,0,0,0,11,20,49,122,164,34,26,40,40,38,25,26,593,3,11,311,1673,303,258,119,71,0,10,4,6,4,0,109,2884,0,0,0,244,91,93,55,17,4,5,21,0,0,3,20,549,68,1028,1813,3433,968,609,738,526,96,124,117,85,80,36,351,10071,0,6,18,72,52,71,126,127,28,41,19,24,28,24,26,674,0,0,3,4,304,128,81,72,21,43,41,61,72,77,21,933,0,0,0,5,22,5,39,23,4,8,11,0,4,6,4,126,11,265,808,1756,758,814,910,790,138,175,275,489,341,288,321,8135,135,2896,5786,9157,4011,3719,4516,3655,814,1107,1452,1741,1704,1238,1711,43639,Wollongong (C)
18500,3,8,34,46,376,566,586,177,62,28,21,35,48,24,24,2045,0,0,5,12,18,18,10,4,0,0,0,3,5,0,3,76,0,0,10,3,10,9,28,24,4,5,3,5,3,0,11,126,0,0,0,0,0,8,4,0,0,0,0,0,3,0,0,21,0,3,4,13,5,8,8,8,0,4,0,0,0,0,0,54,22,173,217,412,336,359,690,558,161,167,198,192,208,103,95,3893,3,7,9,53,57,84,162,149,20,39,44,51,70,32,25,822,0,0,0,0,33,11,13,16,0,5,3,9,6,4,3,109,0,0,0,4,19,25,24,12,0,0,0,0,3,0,0,88,48,387,345,356,393,422,484,363,90,86,146,167,219,130,103,3757,175,994,1060,1532,1967,2426,2998,2091,571,552,673,728,843,473,483,17558,Woollahra (A)
18710,0,0,3,6,3,0,6,16,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,99,194,72,58,72,18,20,4,9,0,0,0,24,639,0,0,0,10,5,10,23,11,3,4,3,0,0,0,0,79,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,15,0,12,25,47,38,27,36,8,0,3,3,7,3,0,6,222,5,125,183,371,202,176,248,137,33,28,24,20,20,15,54,1639,Yass Valley (A)
19399,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,9,0,4,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,3,0,0,0,0,19,0,9,17,15,15,19,8,10,5,3,3,3,3,0,8,106,Unincorporated NSW
20110,0,0,0,3,6,6,3,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,140,144,58,31,52,29,0,3,3,4,3,5,30,571,0,0,3,15,3,7,11,0,0,4,5,0,0,0,0,49,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,15,48,53,26,15,22,18,0,0,3,4,5,4,8,240,8,274,394,310,165,136,178,113,5,18,24,35,35,25,82,1795,Alpine (S)
20260,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,33,67,75,14,16,16,10,0,0,0,0,0,0,46,282,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,16,0,0,0,0,0,4,0,3,0,0,0,0,3,0,8,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,6,18,11,3,3,9,9,0,0,0,7,19,3,60,169,4,69,133,131,65,69,96,158,32,21,15,21,35,25,233,1111,Ararat (RC)
20570,0,3,3,15,20,15,84,37,5,6,0,3,9,3,4,203,0,0,0,0,5,14,11,45,10,9,12,3,3,0,3,124,0,0,0,3,0,13,28,19,3,3,3,6,8,3,10,101,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,3,5,0,0,0,0,0,0,0,15,11,283,543,653,247,161,204,166,46,44,35,27,32,9,90,2556,0,0,10,30,20,27,53,31,11,16,4,7,9,0,3,224,0,0,0,0,14,15,5,28,0,9,12,9,5,3,11,106,0,0,0,4,8,0,18,13,3,0,0,0,0,0,0,49,0,77,96,136,78,91,230,262,28,46,29,33,41,50,36,1227,19,863,1141,1195,698,689,1271,1562,271,367,308,267,320,259,376,9592,Ballarat (C)
