lga_code_2016,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot,lga_name16
10850,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,55,15,10,15,9,0,7,3,0,0,0,5,187,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,3,8,3,0,0,0,0,0,3,3,45,0,53,65,92,65,35,41,36,0,25,8,0,7,3,16,448,Blayney (A)
10900,0,5,15,46,85,48,40,37,4,8,3,3,0,3,3,294,0,0,7,15,14,13,0,0,0,0,0,3,0,0,0,68,0,0,0,4,4,25,27,16,5,0,9,10,13,4,4,118,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,12,36,350,949,1596,739,500,452,225,32,38,29,16,9,7,163,5152,0,7,33,104,48,55,93,45,13,12,5,12,7,0,8,444,0,0,0,6,23,4,4,19,3,4,3,17,25,24,4,135,0,0,3,3,10,0,3,4,0,3,0,0,0,0,0,32,13,126,221,454,267,222,233,95,28,24,25,27,35,71,61,1907,69,933,1765,2947,1978,1602,1465,770,144,148,130,150,200,187,420,12926,Blue Mountains (C)
10950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,16,0,8,5,11,16,14,13,26,10,4,3,3,3,7,12,139,Bogan (A)
11100,0,0,3,10,19,44,88,47,12,8,5,6,0,0,5,246,0,0,0,3,12,51,16,16,0,3,3,0,7,3,0,112,0,0,0,5,14,57,106,119,14,28,26,28,20,10,25,448,0,0,11,29,3,6,8,0,0,0,0,0,0,0,3,60,0,0,0,140,66,73,45,14,3,0,3,0,3,0,11,365,4,53,99,246,137,158,257,142,39,62,41,40,37,18,47,1370,0,0,0,3,11,20,23,20,6,10,11,5,3,4,0,120,0,0,0,9,84,40,42,38,3,5,10,12,14,10,7,275,0,0,0,0,5,3,8,10,3,0,3,0,0,0,0,31,0,44,117,648,684,920,1006,670,128,147,173,202,279,162,159,5337,11,352,985,2049,1967,3165,3768,2809,649,772,816,1002,1034,679,734,20795,Botany Bay (C)
11150,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,3,3,3,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,7,0,0,0,3,7,0,3,31,0,10,6,24,8,19,17,26,0,3,4,11,9,0,10,136,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,0,4,4,8,4,8,3,7,0,0,0,3,0,0,0,38,Brewarrina (A)
11250,0,0,0,0,3,0,3,11,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,68,17,22,14,7,0,3,5,0,0,0,10,229,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,6,8,21,13,10,16,18,3,4,3,0,10,0,4,103,4,91,99,128,65,80,81,120,24,38,36,16,28,11,46,863,Broken Hill (C)
13910,0,0,0,0,0,3,5,4,0,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,50,98,82,31,14,18,8,3,0,3,3,9,4,18,357,0,0,3,7,3,0,9,4,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,38,27,12,15,17,3,8,9,7,3,0,12,170,5,103,177,193,135,95,130,106,24,29,33,17,33,13,57,1152,Hilltops (A)
14000,0,3,22,47,201,218,687,429,64,63,66,70,54,47,31,2003,0,0,25,64,109,559,393,261,34,38,42,39,40,21,28,1657,0,0,0,11,20,59,109,93,11,11,19,29,18,12,14,403,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,18,0,0,6,10,17,37,11,0,3,3,4,0,0,0,0,91,40,362,811,1300,766,800,1246,764,141,112,121,96,82,59,197,6908,3,6,17,79,54,109,172,144,27,20,32,27,44,16,23,776,0,0,0,14,223,102,69,45,17,10,13,13,24,28,20,580,0,0,3,7,30,33,80,51,10,9,3,0,5,3,0,240,21,192,221,674,589,1240,1348,1225,158,209,194,227,175,167,193,6834,141,1118,2142,3824,4538,9677,12428,8554,1428,1550,1505,1586,1631,1022,1424,52553,Hornsby (A)
14100,0,0,3,8,29,21,37,18,0,5,0,0,0,0,29,145,0,0,0,9,0,4,3,0,0,0,0,3,5,0,0,31,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,23,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,3,3,4,4,0,0,0,0,0,0,0,30,4,33,71,115,75,81,122,72,13,11,5,10,11,7,32,652,0,0,7,4,6,15,31,26,0,0,3,4,3,3,8,118,0,0,4,3,40,5,0,0,0,0,0,6,0,0,4,62,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,13,9,34,37,82,63,81,69,60,8,13,0,8,11,10,91,573,29,185,330,501,457,621,619,345,54,68,43,74,63,33,251,3665,Hunters Hill (A)
14170,0,3,18,60,156,157,241,110,21,21,24,21,21,17,13,881,0,3,10,41,43,94,58,42,5,8,3,3,12,11,10,344,0,0,5,10,72,157,352,294,50,80,95,121,128,56,70,1482,0,0,33,186,30,36,13,13,0,0,0,3,0,0,11,318,0,0,3,108,45,59,78,56,4,13,13,11,16,12,27,443,20,206,609,1262,932,1250,1926,1286,324,277,336,254,268,132,255,9325,0,3,29,119,115,211,264,249,63,65,67,78,112,78,38,1475,0,0,0,31,1031,697,364,319,65,82,111,107,141,93,135,3175,0,0,5,3,26,18,41,17,7,3,0,3,8,0,0,123,12,175,399,1731,1259,1468,1422,1998,335,411,538,727,809,624,452,12354,82,1374,4308,6985,6756,8999,9780,8058,1696,2059,2370,2515,2785,1806,2298,61872,Inner West (A)
14200,0,0,3,0,4,3,10,11,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,59,75,13,12,19,11,0,0,5,0,0,0,10,261,0,0,0,0,0,0,60,25,0,0,0,3,6,0,3,112,0,0,0,0,0,4,4,4,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,17,9,6,14,29,11,3,4,6,8,0,5,132,8,75,110,125,87,76,148,156,28,45,44,48,44,8,60,1058,Inverell (A)
14300,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,27,7,3,4,5,4,0,0,0,0,0,15,97,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,5,3,3,12,9,0,0,3,13,15,17,33,120,3,19,27,46,28,26,36,29,6,13,10,18,19,38,154,475,Junee (A)
14350,0,0,0,4,9,3,3,10,0,3,0,3,0,3,5,41,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,6,3,8,0,0,3,3,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,87,206,259,65,36,34,14,10,4,0,3,0,0,49,774,0,0,3,16,6,6,13,3,0,0,0,0,3,3,3,57,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,41,63,28,23,26,14,6,3,3,7,14,9,18,272,24,198,337,465,244,186,164,105,38,28,33,38,42,36,152,2091,Kempsey (A)
14400,0,0,7,11,14,5,38,30,0,0,0,0,3,0,0,107,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,13,10,0,0,7,3,6,0,0,39,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,110,279,379,124,84,115,97,15,11,23,15,8,3,52,1321,0,0,7,11,11,14,9,12,0,0,0,8,7,3,3,90,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,16,0,25,37,81,29,27,29,15,3,4,8,7,3,3,14,277,10,268,492,634,314,232,354,264,50,54,49,42,38,21,122,2943,Kiama (A)
14500,0,8,34,70,428,696,1283,720,148,67,96,122,129,67,55,3918,5,0,13,57,92,156,118,61,9,9,4,10,12,4,14,568,0,0,0,14,27,36,64,66,3,17,7,13,16,8,11,273,0,0,0,9,0,7,4,5,0,0,0,0,0,3,0,27,0,0,0,18,8,29,13,5,8,0,4,0,3,4,0,96,57,382,622,1042,689,875,1571,1071,228,227,211,140,187,57,190,7538,8,10,25,101,93,131,269,134,35,58,35,34,49,27,35,1034,0,3,0,27,220,67,43,23,6,5,3,4,0,3,12,416,0,0,3,6,32,39,96,72,6,0,6,0,9,3,0,276,39,220,300,602,501,984,1002,647,95,118,120,137,141,105,130,5128,215,1133,1872,3366,4645,8316,10527,6633,1304,1341,1418,1336,1526,816,1264,45705,Ku-ring-gai (A)
