lga_code16,f_ewft_25_29_om_uie,f_ewft_25_29_cfw,f_ewft_25_29_es_ns,f_ewft_25_29_tot,f_ewft_30_34_e,f_ewft_30_34_om_ie,f_ewft_30_34_om_uie,f_ewft_30_34_cfw,f_ewft_30_34_es_ns,f_ewft_30_34_tot,f_ewft_35_39_e,f_ewft_35_39_om_ie,f_ewft_35_39_om_uie,f_ewft_35_39_cfw,f_ewft_35_39_es_ns,f_ewft_35_39_tot,f_ewft_40_44_e,f_ewft_40_44_om_ie,f_ewft_40_44_om_uie,f_ewft_40_44_cfw,f_ewft_40_44_es_ns,f_ewft_40_44_tot,f_ewft_45_49_e,f_ewft_45_49_om_ie,f_ewft_45_49_om_uie,f_ewft_45_49_cfw,f_ewft_45_49_es_ns,f_ewft_45_49_tot,f_ewft_50_54_e,f_ewft_50_54_om_ie,f_ewft_50_54_om_uie,f_ewft_50_54_cfw,f_ewft_50_54_es_ns,f_ewft_50_54_tot,f_ewft_55_59_e,f_ewft_55_59_om_ie,f_ewft_55_59_om_uie,f_ewft_55_59_cfw,f_ewft_55_59_es_ns,f_ewft_55_59_tot,f_ewft_60_64_e,f_ewft_60_64_om_ie,f_ewft_60_64_om_uie,f_ewft_60_64_cfw,f_ewft_60_64_es_ns,f_ewft_60_64_tot,f_ewft_65_69_e,f_ewft_65_69_om_ie,f_ewft_65_69_om_uie,f_ewft_65_69_cfw,f_ewft_65_69_es_ns,f_ewft_65_69_tot,f_ewft_70_74_e,f_ewft_70_74_om_ie,f_ewft_70_74_om_uie,f_ewft_70_74_cfw,f_ewft_70_74_es_ns,f_ewft_70_74_tot,f_ewft_75ov_e,f_ewft_75ov_om_ie,f_ewft_75ov_om_uie,f_ewft_75ov_cfw,f_ewft_75ov_es_ns,f_ewft_75ov_tot,f_ewft_tot_e,f_ewft_tot_om_ie,f_ewft_tot_om_uie,f_ewft_tot_cfw,f_ewft_tot_es_ns,f_ewft_tot_tot,f_ewpt_15_19_e,f_ewpt_15_19_om_ie,f_ewpt_15_19_om_uie,f_ewpt_15_19_cfw,f_ewpt_15_19_es_ns,f_ewpt_15_19_tot,f_ewpt_20_24_e,f_ewpt_20_24_om_ie,f_ewpt_20_24_om_uie,f_ewpt_20_24_cfw,f_ewpt_20_24_es_ns,f_ewpt_20_24_tot,f_ewpt_25_29_e,f_ewpt_25_29_om_ie,f_ewpt_25_29_om_uie,f_ewpt_25_29_cfw,f_ewpt_25_29_es_ns,f_ewpt_25_29_tot,f_ewpt_30_34_e,f_ewpt_30_34_om_ie,f_ewpt_30_34_om_uie,f_ewpt_30_34_cfw,f_ewpt_30_34_es_ns,f_ewpt_30_34_tot,f_ewpt_35_39_e,f_ewpt_35_39_om_ie,f_ewpt_35_39_om_uie,f_ewpt_35_39_cfw,f_ewpt_35_39_es_ns,f_ewpt_35_39_tot,f_ewpt_40_44_e,f_ewpt_40_44_om_ie,f_ewpt_40_44_om_uie,f_ewpt_40_44_cfw,f_ewpt_40_44_es_ns,f_ewpt_40_44_tot,f_ewpt_45_49_e,f_ewpt_45_49_om_ie,f_ewpt_45_49_om_uie,f_ewpt_45_49_cfw,f_ewpt_45_49_es_ns,f_ewpt_45_49_tot,f_ewpt_50_54_e,f_ewpt_50_54_om_ie,f_ewpt_50_54_om_uie,f_ewpt_50_54_cfw,f_ewpt_50_54_es_ns,f_ewpt_50_54_tot,f_ewpt_55_59_e,f_ewpt_55_59_om_ie,f_ewpt_55_59_om_uie,f_ewpt_55_59_cfw,f_ewpt_55_59_es_ns,f_ewpt_55_59_tot,f_ewpt_60_64_e,f_ewpt_60_64_om_ie,f_ewpt_60_64_om_uie,f_ewpt_60_64_cfw,f_ewpt_60_64_es_ns,f_ewpt_60_64_tot,f_ewpt_65_69_e,f_ewpt_65_69_om_ie,f_ewpt_65_69_om_uie,f_ewpt_65_69_cfw,f_ewpt_65_69_es_ns,f_ewpt_65_69_tot,f_ewpt_70_74_e,f_ewpt_70_74_om_ie,f_ewpt_70_74_om_uie,f_ewpt_70_74_cfw,f_ewpt_70_74_es_ns,f_ewpt_70_74_tot,f_ewpt_75ov_e,f_ewpt_75ov_om_ie,f_ewpt_75ov_om_uie,f_ewpt_75ov_cfw,f_ewpt_75ov_es_ns,f_ewpt_75ov_tot,f_ewpt_tot_e,f_ewpt_tot_om_ie,f_ewpt_tot_om_uie,f_ewpt_tot_cfw,f_ewpt_tot_es_ns,f_ewpt_tot_tot,f_eafw_e,f_eafw_om_ie,f_eafw_om_uie,f_eafw_cfw,f_eafw_es_ns,f_eafw_tot,f_h_ns_e,f_h_ns_om_ie,f_h_ns_om_uie,f_h_ns_cfw,f_h_ns_es_ns,f_h_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_ewft_15_19_e,p_ewft_15_19_om_ie,p_ewft_15_19_om_uie,p_ewft_15_19_cfw,p_ewft_15_19_es_ns,p_ewft_15_19_tot,p_ewft_20_24_e,p_ewft_20_24_om_ie,p_ewft_20_24_om_uie,p_ewft_20_24_cfw,p_ewft_20_24_es_ns,p_ewft_20_24_tot,p_ewft_25_29_e,p_ewft_25_29_om_ie,p_ewft_25_29_om_uie,p_ewft_25_29_cfw,p_ewft_25_29_es_ns,p_ewft_25_29_tot,p_ewft_30_34_e,p_ewft_30_34_om_ie,p_ewft_30_34_om_uie,p_ewft_30_34_cfw,p_ewft_30_34_es_ns,p_ewft_30_34_tot,p_ewft_35_39_e,p_ewft_35_39_om_ie,p_ewft_35_39_om_uie,p_ewft_35_39_cfw,lga_name16
21890,49,5,7,1563,1316,46,86,7,9,1466,947,71,70,11,4,1103,956,73,81,9,6,1134,1168,101,88,18,11,1380,1071,83,77,15,8,1250,858,64,67,10,7,994,496,38,20,8,7,570,127,9,12,4,3,156,15,12,8,4,0,35,6,7,0,0,0,17,9231,518,555,95,75,10482,1036,3,9,0,8,1061,1567,7,27,0,14,1618,969,22,59,17,6,1073,976,35,97,24,11,1142,991,64,166,29,16,1264,1138,72,174,26,13,1418,1042,65,145,34,12,1302,976,50,102,14,9,1155,853,40,78,17,4,998,619,35,67,11,13,739,201,21,40,14,6,283,56,11,13,3,0,89,19,4,6,3,0,33,10447,424,981,201,112,12168,849,21,38,10,21,943,356,19,19,15,47,452,20890,984,1596,324,251,24046,179,0,4,0,0,191,1653,17,40,3,14,1722,3144,108,184,19,22,3477,3088,241,243,17,27,3613,2547,333,236,40,Darebin (C)
22110,21,0,9,275,187,11,11,4,4,217,179,16,16,3,6,221,239,27,23,6,5,302,342,27,45,3,3,422,376,36,47,16,8,478,304,35,51,20,0,411,162,14,38,25,3,236,34,8,16,21,0,84,5,6,7,3,0,21,3,0,9,11,3,22,2389,178,299,111,35,3009,353,0,0,0,5,363,226,0,7,3,0,239,250,4,18,0,0,274,277,11,34,10,4,334,356,7,39,9,4,412,388,18,42,10,4,449,464,11,28,7,3,520,431,15,41,15,8,508,485,19,29,10,10,560,329,26,34,15,6,420,125,22,36,28,4,209,30,3,13,10,0,68,8,5,20,9,0,37,3723,138,345,132,50,4391,406,13,23,18,20,479,90,3,22,24,35,169,6602,333,687,283,139,8043,182,0,3,0,3,185,599,3,18,0,5,630,635,19,55,4,8,730,571,47,58,8,10,687,539,63,65,13,East Gippsland (S)
22170,31,3,3,1289,905,29,36,3,3,982,748,48,41,3,0,839,862,80,60,15,10,1023,1077,88,74,11,8,1259,1073,80,72,17,9,1247,808,76,53,8,13,964,440,35,31,10,5,516,103,11,14,3,0,130,11,3,5,3,0,23,10,0,0,0,0,9,8225,468,427,82,59,9261,1320,3,6,4,13,1346,1112,5,16,8,13,1147,759,10,47,15,3,843,987,37,91,31,3,1149,1094,59,103,21,7,1277,1189,82,107,30,8,1426,1215,71,111,25,13,1433,1133,63,107,24,3,1331,1015,60,81,19,8,1181,682,60,72,25,6,841,295,38,34,13,11,390,68,19,10,10,6,110,25,3,3,3,0,38,10891,507,783,230,94,12507,919,37,53,9,12,1022,268,18,20,12,47,363,20296,1026,1282,343,207,23150,416,0,3,0,7,423,1913,22,49,4,18,2004,2692,95,135,6,9,2933,2259,204,173,16,15,2671,1968,294,201,25,Frankston (C)
22250,5,0,0,48,41,3,8,0,0,54,32,3,4,0,0,38,57,10,12,7,0,87,68,18,17,3,0,111,62,11,17,7,0,104,56,11,25,5,0,105,38,8,15,4,0,62,9,6,9,5,3,33,0,0,0,3,0,8,3,0,0,3,0,7,480,75,113,44,14,727,76,0,0,4,0,84,38,0,0,0,0,44,42,0,8,0,0,47,68,0,8,9,0,85,58,6,15,8,0,81,73,4,9,3,0,95,93,12,7,3,0,112,116,3,15,6,0,139,86,4,8,0,3,106,75,3,9,13,0,98,44,7,7,8,3,65,14,0,9,3,0,28,0,3,3,3,0,5,782,51,86,53,20,993,58,5,16,4,4,90,13,0,4,4,6,34,1339,136,219,103,45,1835,48,0,0,0,3,54,168,0,9,0,0,179,143,8,15,0,0,158,137,14,27,3,3,182,123,29,31,4,Gannawarra (S)
22830,21,0,4,816,545,20,15,5,8,591,478,24,27,12,7,542,572,40,40,14,6,663,717,61,43,17,6,845,719,69,45,12,4,854,539,57,50,10,0,658,331,29,28,19,4,407,69,15,10,13,0,99,20,6,5,10,0,31,4,3,4,3,0,17,5458,333,306,112,37,6246,733,4,5,10,7,757,486,3,3,8,3,498,449,4,15,7,3,480,507,24,39,16,7,586,580,20,20,14,3,633,662,36,32,13,6,755,646,29,38,18,6,739,641,42,40,9,4,735,563,28,29,19,3,651,411,39,27,17,4,498,154,18,38,17,3,231,35,8,12,4,0,60,18,5,12,3,0,30,5873,262,310,155,71,6659,627,20,25,18,19,705,194,5,7,19,29,261,12152,619,640,299,164,13876,388,3,3,0,3,396,1405,17,42,8,8,1483,1772,52,61,10,13,1904,1499,117,76,14,14,1719,1364,120,88,25,Greater Shepparton (C)
22910,0,0,0,61,45,5,13,0,0,63,51,3,13,0,0,65,55,10,19,6,0,91,77,16,27,4,0,129,85,9,23,8,3,127,66,14,26,3,0,107,32,11,17,4,0,62,7,0,9,3,0,26,3,4,5,0,0,14,0,0,0,7,0,9,558,78,141,38,10,832,87,0,3,0,3,97,114,0,0,3,3,117,75,0,0,0,3,80,64,0,10,7,0,82,108,9,12,5,0,139,123,10,35,3,0,175,149,3,27,0,0,188,154,6,28,0,0,188,135,12,28,9,9,187,108,3,24,21,5,155,29,10,25,16,3,72,4,0,5,11,0,20,3,0,3,3,0,10,1166,55,199,68,29,1514,119,7,8,4,9,150,32,5,6,7,5,54,1873,146,359,122,52,2548,38,0,0,0,0,38,127,3,8,0,0,138,132,9,14,0,4,159,137,19,29,3,0,193,136,23,20,10,Hepburn (S)
22980,0,0,0,44,21,0,4,0,0,29,25,0,0,0,0,32,31,4,0,3,0,41,46,7,14,3,0,65,46,4,6,3,0,54,48,3,7,4,0,65,18,0,5,8,0,34,3,0,0,3,0,7,0,0,0,3,0,5,0,0,0,3,0,6,327,28,42,30,0,425,32,0,0,0,0,32,36,0,0,0,0,36,24,0,0,0,0,27,36,0,6,0,0,41,30,0,0,0,0,35,40,4,3,0,0,46,54,9,5,5,0,61,58,8,7,6,0,74,66,5,9,5,0,78,45,0,0,4,3,55,7,0,7,0,0,17,5,3,8,3,0,16,0,0,3,0,0,4,421,25,43,29,6,518,37,3,8,4,0,51,9,0,6,4,7,23,799,55,89,63,18,1022,30,0,0,0,0,30,99,0,0,3,0,99,108,3,9,5,0,126,76,8,14,6,0,96,72,9,21,3,Hindmarsh (S)
23110,19,8,5,848,742,20,39,0,0,804,611,37,43,13,3,712,648,58,40,11,3,756,750,63,53,10,7,876,713,53,43,12,4,817,503,37,29,12,3,584,256,29,22,0,3,309,62,4,9,0,0,71,4,3,3,0,0,8,3,3,0,0,0,9,5575,323,295,55,33,6278,554,4,6,5,3,573,574,0,17,9,4,603,399,3,31,8,7,444,503,31,55,16,7,608,456,43,75,19,3,599,645,49,79,20,6,797,608,47,88,16,3,771,556,56,64,17,4,711,463,36,51,8,6,570,319,17,41,8,5,380,117,10,20,9,0,153,41,5,4,5,4,60,10,0,0,4,0,14,5249,301,533,144,49,6273,398,14,21,4,7,449,181,9,12,20,40,258,11406,646,858,223,128,13256,178,3,3,0,3,186,1265,16,29,3,16,1327,2375,94,66,9,16,2563,2581,164,133,12,20,2910,2467,204,140,20,Hobsons Bay (C)
23190,3,0,0,248,124,6,4,3,0,139,116,8,11,0,0,131,157,14,12,0,0,186,147,26,17,11,0,198,217,22,11,5,3,266,190,16,11,10,4,238,84,10,14,3,0,109,24,4,5,4,0,36,4,0,3,0,0,10,0,3,3,0,0,5,1546,118,102,43,12,1820,234,0,0,6,0,243,158,6,3,0,0,163,133,0,7,0,0,140,194,0,16,0,0,220,179,5,12,10,5,212,241,14,23,8,3,282,250,7,23,4,0,282,202,10,17,7,4,230,214,13,14,9,3,255,145,17,14,4,3,184,55,3,15,10,0,89,16,5,8,3,0,24,6,0,3,6,0,19,2027,77,152,68,21,2333,213,3,7,6,0,238,54,6,7,3,6,78,3842,199,274,120,40,4476,133,0,0,0,4,139,478,0,5,3,0,494,551,23,10,0,6,594,390,29,36,8,3,470,373,43,35,8,Horsham (RC)
23270,70,10,18,2449,1952,49,99,12,18,2125,1654,75,64,13,10,1820,1826,93,94,15,14,2045,1961,111,91,21,19,2202,1824,114,66,16,19,2039,1315,94,43,6,9,1468,644,44,28,7,3,730,130,20,7,3,3,161,23,3,3,4,0,29,13,0,0,0,0,16,15192,643,599,107,124,16667,1587,9,6,15,14,1628,1696,16,30,7,26,1771,1183,16,62,17,3,1283,1369,61,104,29,8,1571,1513,78,124,24,12,1754,1685,82,101,43,14,1928,1684,87,119,37,14,1930,1378,85,85,30,14,1596,1090,67,62,21,19,1254,647,45,45,13,3,753,215,21,23,13,8,279,35,11,7,4,0,59,14,3,3,0,3,23,14093,582,775,255,133,15838,1352,43,25,25,30,1473,546,34,42,32,101,759,31191,1301,1435,414,390,34737,559,3,4,0,10,574,3884,58,106,9,35,4095,6632,239,234,32,55,7200,6982,448,342,23,71,7870,6276,497,280,37,Hume (C)
23350,9,0,0,76,44,3,8,3,0,59,50,9,14,0,0,71,86,13,15,0,0,114,85,14,18,3,0,122,109,13,25,3,7,155,91,8,13,3,0,120,70,3,11,12,0,93,11,6,11,8,0,38,0,0,0,0,0,5,0,3,3,0,0,10,678,79,121,33,13,925,127,0,0,0,0,130,61,0,0,0,0,61,53,3,3,0,0,60,68,0,9,3,0,78,80,4,6,0,0,90,105,10,15,3,0,133,118,15,20,10,0,157,127,7,5,5,3,146,102,12,19,11,5,146,100,8,16,9,3,131,31,4,8,9,0,58,9,4,9,8,0,27,0,3,3,7,0,14,973,63,126,62,18,1236,102,5,12,3,4,127,29,0,3,5,6,47,1777,149,260,104,41,2335,47,0,0,0,0,47,134,4,6,0,0,146,146,9,18,0,0,178,156,16,18,5,0,201,173,29,34,5,Indigo (S)
23430,49,5,3,2042,1673,74,53,7,9,1817,1244,82,53,18,3,1408,1494,127,82,22,7,1732,1727,165,102,23,9,2020,1603,144,88,19,14,1863,1267,119,59,12,12,1478,695,50,41,7,7,806,203,32,16,7,3,253,27,12,5,0,0,43,10,5,0,0,0,14,13188,838,553,120,77,14785,1794,0,5,9,9,1821,1768,5,24,9,12,1812,915,16,58,9,8,1006,992,56,112,30,7,1195,1179,79,165,44,6,1476,1373,103,173,47,10,1704,1445,115,144,41,10,1751,1229,96,130,24,12,1495,1139,77,103,37,5,1368,819,74,74,15,9,990,382,61,48,26,5,521,108,23,16,15,9,170,34,17,6,9,0,67,13185,711,1049,327,98,15369,952,40,38,17,19,1060,417,25,39,26,64,572,27734,1608,1686,485,259,31776,414,3,6,0,3,431,2933,28,48,4,17,3046,4962,154,172,11,24,5327,5214,398,234,24,31,5903,4527,515,243,51,Kingston (C) (Vic.)
23670,43,3,7,1751,1365,44,43,6,9,1466,1177,52,64,6,3,1307,1302,104,50,21,3,1481,1573,124,89,28,15,1829,1545,115,76,12,6,1755,1235,115,59,14,3,1427,729,35,32,9,3,814,189,21,8,3,0,233,31,9,3,3,0,45,4,0,0,0,0,9,12072,659,486,121,58,13384,1717,3,8,9,18,1754,1604,5,21,9,6,1652,919,12,68,11,3,1012,967,32,99,24,10,1131,1130,67,138,41,3,1392,1379,94,137,33,10,1656,1555,102,137,30,10,1838,1350,101,92,22,7,1571,1258,102,85,25,7,1467,903,73,81,19,14,1090,365,41,45,18,5,479,93,18,15,7,3,137,35,4,12,3,0,58,13282,665,939,255,95,15231,1043,36,38,18,15,1146,346,12,24,32,54,469,26744,1369,1482,426,212,30234,464,0,0,3,3,473,2656,20,61,7,14,2757,4194,114,186,9,18,4524,4066,266,196,21,17,4575,3722,367,217,22,Knox (C)
23810,16,0,9,822,583,14,16,3,4,623,489,25,17,3,3,528,635,28,26,4,5,705,651,38,34,3,7,731,647,36,53,14,7,746,544,36,34,6,8,633,288,24,13,0,3,329,75,9,13,10,0,104,6,3,7,0,0,18,3,0,3,0,0,11,5442,221,225,52,47,5983,761,3,3,0,9,773,733,0,9,3,8,756,568,11,21,4,4,603,764,14,20,9,6,816,756,11,47,15,5,840,792,22,41,12,3,869,808,22,34,17,3,885,838,18,28,7,12,903,757,20,38,14,11,834,489,15,27,9,3,546,181,14,25,6,3,230,53,3,14,3,5,76,21,3,8,9,3,42,7532,160,313,103,66,8179,745,15,19,17,11,805,203,3,10,6,44,270,13922,399,566,174,172,15233,308,3,0,0,3,318,1484,7,15,3,13,1524,1914,35,64,0,11,2025,1703,81,73,11,6,1877,1527,105,91,8,Latrobe (C) (Vic.)
23940,0,0,0,35,13,0,3,0,0,19,21,6,4,3,0,31,27,0,4,6,0,41,30,3,17,3,0,55,38,5,13,3,0,52,30,4,19,8,0,68,22,10,10,8,0,53,9,7,6,4,3,27,0,3,7,6,0,13,0,0,0,6,0,7,249,34,86,52,7,434,41,0,0,0,0,42,29,0,0,0,0,29,8,0,0,0,0,13,18,0,3,3,0,31,44,0,7,3,0,55,47,3,4,5,0,61,53,5,4,6,0,71,60,3,12,3,0,81,59,4,4,9,0,73,31,3,7,6,0,48,17,3,6,9,0,37,5,0,4,7,0,18,5,3,3,3,0,15,419,32,58,45,7,565,33,6,5,6,3,53,12,0,0,12,3,40,721,67,152,122,29,1082,23,0,3,0,0,27,73,0,3,0,0,76,89,4,12,7,3,117,82,6,16,4,0,109,81,21,21,7,Loddon (S)
24130,5,3,0,249,163,11,12,0,0,188,158,13,27,6,0,210,177,29,33,3,5,245,279,47,32,7,0,368,263,32,34,7,3,335,213,26,26,7,3,272,95,16,25,10,0,148,25,18,13,6,0,63,4,3,4,4,0,14,3,0,3,0,0,8,1846,207,234,59,17,2358,398,0,3,6,6,415,324,0,5,0,5,337,168,3,15,0,0,194,208,11,32,12,5,272,275,17,36,13,0,354,365,38,71,18,0,494,426,50,67,12,10,558,373,35,45,20,5,476,295,23,57,20,7,398,217,17,33,8,4,274,86,19,34,17,3,158,28,8,18,12,0,60,5,0,6,8,0,23,3180,216,429,141,46,4010,256,14,26,13,6,315,72,3,10,7,12,105,5357,447,696,218,79,6790,154,0,0,0,0,156,526,11,15,3,8,565,567,29,35,7,5,637,447,60,51,3,7,565,431,71,86,11,Macedon Ranges (S)
24210,31,3,3,860,550,30,36,7,0,625,361,53,25,5,3,453,423,71,39,3,0,538,514,87,53,9,3,665,540,82,54,8,3,688,455,63,26,7,0,552,235,29,25,3,0,288,64,24,6,3,0,93,29,5,3,0,0,35,0,6,5,0,0,16,4568,476,305,48,28,5427,1118,8,4,3,11,1137,1354,4,13,4,13,1381,576,12,24,22,3,632,526,35,53,25,0,633,509,55,89,31,5,683,708,76,91,30,5,916,831,83,115,35,4,1067,795,76,95,32,0,995,667,64,72,27,7,833,522,36,56,11,0,631,240,46,36,18,5,348,81,24,18,10,3,128,27,14,21,8,3,75,7948,520,694,260,51,9483,501,17,28,6,8,564,174,12,10,11,24,240,13197,1025,1039,327,112,15702,152,0,0,0,3,155,1016,20,30,3,6,1076,1727,104,107,9,7,1951,1336,158,113,18,3,1629,1051,214,87,22,Manningham (C)
24250,0,0,0,58,43,6,3,0,0,52,33,4,6,3,0,44,50,5,3,3,4,66,51,10,16,0,4,85,67,16,8,4,0,95,65,14,11,4,0,103,39,5,12,7,0,58,4,3,3,11,0,22,3,0,0,0,0,7,0,0,0,3,0,4,489,68,69,31,7,664,70,0,0,0,0,73,34,0,0,3,0,38,26,0,0,0,0,28,56,0,7,3,0,66,72,7,10,5,0,87,71,10,16,3,0,100,84,3,11,4,0,109,84,8,12,0,0,98,98,5,8,6,0,128,74,3,12,5,0,101,42,0,5,11,0,62,13,0,7,3,0,22,0,0,3,0,0,3,722,35,93,51,6,912,49,8,11,3,0,71,26,0,0,4,0,36,1286,108,171,90,16,1675,40,0,0,0,0,40,145,0,3,0,0,146,125,0,8,0,0,135,108,13,18,3,0,139,110,26,16,3,Mansfield (S)
24330,46,3,11,1361,1055,43,44,4,8,1153,824,48,57,6,5,948,879,63,64,7,8,1026,928,68,57,12,6,1066,863,53,55,10,8,991,687,38,35,5,3,772,365,22,18,3,0,408,97,9,8,0,0,121,25,4,0,0,0,34,3,0,0,0,0,3,7757,382,398,62,47,8641,898,0,3,5,3,911,1455,0,13,7,3,1481,824,11,34,4,9,876,731,21,63,16,12,843,808,40,82,18,8,955,884,39,84,11,4,1023,831,43,74,6,10,961,689,24,58,6,9,787,633,13,42,10,5,701,441,13,23,4,5,480,159,12,5,8,0,184,38,5,6,0,0,50,21,0,0,0,0,19,8412,210,483,105,66,9274,661,18,32,9,19,736,272,15,12,16,46,360,17102,618,923,194,174,19011,166,0,0,0,4,171,1383,19,34,3,12,1453,2668,81,118,9,20,2891,2568,194,152,8,20,2951,2135,233,166,15,Maribyrnong (C)
24410,38,5,3,1148,738,36,31,7,3,819,563,47,34,6,3,648,723,76,44,17,3,863,940,68,63,15,5,1089,1028,81,80,18,15,1211,803,57,49,17,5,916,417,29,19,5,0,464,107,18,4,0,0,129,16,7,0,3,0,30,3,0,0,0,0,9,7267,443,376,84,44,8210,1417,3,0,7,9,1439,1384,3,19,4,12,1418,650,13,35,9,0,704,764,26,91,21,3,903,849,51,90,22,6,1026,1076,65,117,26,3,1288,1092,70,88,29,8,1291,1031,58,93,23,10,1217,914,52,74,18,5,1060,702,58,58,18,8,839,284,33,36,15,3,371,82,12,22,6,3,121,25,0,8,5,3,45,10276,453,716,198,68,11717,715,25,35,8,8,787,246,13,13,12,32,308,18507,930,1140,299,149,21023,327,0,0,0,5,337,1878,12,54,0,18,1961,2635,95,116,8,8,2864,2301,192,152,19,16,2683,2023,279,116,21,Maroondah (C)
24600,128,15,77,25087,24084,258,207,28,74,24651,16643,297,250,17,54,17254,13836,309,255,25,51,14475,12506,400,271,32,47,13256,10042,333,193,34,36,10641,7282,229,149,32,43,7736,3648,128,86,3,20,3882,1088,51,36,4,5,1186,168,30,14,3,3,218,78,3,12,0,0,91,123916,2178,1636,211,456,128390,2693,10,18,11,24,2759,9538,31,97,18,58,9744,7615,66,153,34,50,7906,7794,93,201,31,41,8162,8417,134,215,47,30,8844,7131,184,211,48,30,7604,5452,155,208,41,26,5874,3983,120,158,42,22,4328,3224,99,126,30,23,3508,2326,114,115,28,21,2606,1218,81,81,24,11,1412,356,30,31,18,10,442,130,10,20,11,11,178,59881,1127,1637,377,355,63382,9327,78,112,35,116,9667,2556,75,97,97,338,3165,195680,3462,3488,718,1264,204603,1001,3,9,0,16,1023,17610,72,99,9,96,17894,48458,478,415,55,178,49580,55619,1227,695,73,177,57790,46000,1576,844,60,Melbourne (C)
24650,32,0,9,887,630,25,24,5,3,693,522,47,41,5,8,622,532,47,56,8,4,651,582,37,35,9,5,668,487,36,36,7,0,569,365,22,24,4,0,411,184,3,12,6,3,210,46,3,3,4,0,60,4,0,0,3,0,10,3,0,0,3,0,4,4731,255,277,59,36,5355,918,0,3,5,12,938,658,3,19,3,6,690,419,11,27,7,4,474,579,31,63,21,6,710,627,40,86,33,3,791,644,42,85,24,7,800,556,39,78,22,6,702,483,20,25,21,8,564,348,23,29,12,3,417,270,8,33,7,3,322,94,8,14,6,3,119,25,0,3,3,0,29,0,0,0,0,0,9,5627,244,460,179,65,6571,415,18,27,4,7,466,160,11,8,15,20,208,10927,532,768,258,128,12609,244,0,0,0,3,248,1132,34,45,0,11,1216,1740,94,105,0,17,1961,1564,177,138,14,14,1906,1378,265,152,12,Melton (C)
24780,21,3,3,565,345,8,19,7,3,379,326,20,30,4,4,388,445,44,37,11,3,534,571,57,27,16,3,678,542,45,43,4,4,639,430,31,46,22,5,541,262,15,27,15,7,333,60,10,19,5,3,93,11,7,3,0,0,18,8,5,0,3,0,16,4117,258,274,91,42,4784,624,3,0,6,5,642,416,3,3,3,3,432,339,8,24,4,4,382,429,10,41,14,5,490,455,20,32,16,3,526,501,24,35,11,3,579,507,19,27,16,7,586,453,28,26,19,8,527,443,18,26,26,8,511,293,13,29,10,11,358,130,18,14,20,0,179,28,5,9,13,0,60,8,0,7,3,0,19,4622,172,274,164,63,5295,446,11,15,14,12,503,149,8,8,20,27,209,9334,442,575,295,142,10789,284,0,0,0,3,287,1090,6,11,12,12,1129,1326,37,55,17,9,1444,1038,71,74,10,4,1194,951,88,106,20,Mildura (RC)
24850,8,0,3,228,192,9,7,3,0,210,165,13,10,3,0,197,216,24,16,7,4,274,261,21,28,5,3,309,243,23,23,4,5,299,215,23,24,3,3,274,96,12,15,8,3,135,21,10,5,8,3,44,0,5,6,3,0,16,0,0,0,0,0,4,1840,145,149,53,31,2210,378,0,0,3,7,386,253,3,0,0,0,257,135,0,10,9,7,158,191,10,21,9,0,230,218,14,20,10,9,266,267,12,32,3,0,320,290,19,29,3,8,342,257,13,16,10,6,303,261,14,18,15,0,306,162,13,20,4,3,200,82,5,12,4,3,104,21,3,6,3,0,29,5,0,0,4,0,14,2510,102,189,71,40,2919,227,12,14,9,7,273,74,5,4,8,12,106,4656,259,354,142,91,5503,181,0,0,0,3,184,557,4,8,0,3,581,604,20,33,6,10,668,547,41,37,5,13,635,451,61,55,12,Mitchell (S)
24900,16,0,3,197,134,11,9,10,0,158,139,10,20,8,3,182,172,21,25,9,3,219,205,34,36,20,0,296,222,34,31,13,4,294,175,21,33,17,0,248,100,19,12,10,0,147,23,13,13,15,0,60,7,0,5,4,0,16,7,0,4,4,0,18,1543,172,203,101,19,2044,276,3,0,0,7,288,158,0,0,0,0,165,156,0,13,6,0,171,182,3,13,3,0,208,215,10,18,7,0,255,221,8,25,13,3,272,214,14,16,12,4,257,246,14,17,11,3,290,232,12,16,18,5,276,161,17,22,21,5,223,74,6,12,12,7,110,18,4,10,6,0,35,7,0,0,7,0,22,2164,100,158,106,31,2553,246,16,15,10,6,296,77,4,6,21,14,123,4032,289,389,240,67,5018,176,0,0,0,0,178,462,6,18,7,0,491,499,21,50,6,12,585,438,44,62,18,4,563,424,66,80,22,Moira (S)
