lga_code16,f_ewft_25_29_om_uie,f_ewft_25_29_cfw,f_ewft_25_29_es_ns,f_ewft_25_29_tot,f_ewft_30_34_e,f_ewft_30_34_om_ie,f_ewft_30_34_om_uie,f_ewft_30_34_cfw,f_ewft_30_34_es_ns,f_ewft_30_34_tot,f_ewft_35_39_e,f_ewft_35_39_om_ie,f_ewft_35_39_om_uie,f_ewft_35_39_cfw,f_ewft_35_39_es_ns,f_ewft_35_39_tot,f_ewft_40_44_e,f_ewft_40_44_om_ie,f_ewft_40_44_om_uie,f_ewft_40_44_cfw,f_ewft_40_44_es_ns,f_ewft_40_44_tot,f_ewft_45_49_e,f_ewft_45_49_om_ie,f_ewft_45_49_om_uie,f_ewft_45_49_cfw,f_ewft_45_49_es_ns,f_ewft_45_49_tot,f_ewft_50_54_e,f_ewft_50_54_om_ie,f_ewft_50_54_om_uie,f_ewft_50_54_cfw,f_ewft_50_54_es_ns,f_ewft_50_54_tot,f_ewft_55_59_e,f_ewft_55_59_om_ie,f_ewft_55_59_om_uie,f_ewft_55_59_cfw,f_ewft_55_59_es_ns,f_ewft_55_59_tot,f_ewft_60_64_e,f_ewft_60_64_om_ie,f_ewft_60_64_om_uie,f_ewft_60_64_cfw,f_ewft_60_64_es_ns,f_ewft_60_64_tot,f_ewft_65_69_e,f_ewft_65_69_om_ie,f_ewft_65_69_om_uie,f_ewft_65_69_cfw,f_ewft_65_69_es_ns,f_ewft_65_69_tot,f_ewft_70_74_e,f_ewft_70_74_om_ie,f_ewft_70_74_om_uie,f_ewft_70_74_cfw,f_ewft_70_74_es_ns,f_ewft_70_74_tot,f_ewft_75ov_e,f_ewft_75ov_om_ie,f_ewft_75ov_om_uie,f_ewft_75ov_cfw,f_ewft_75ov_es_ns,f_ewft_75ov_tot,f_ewft_tot_e,f_ewft_tot_om_ie,f_ewft_tot_om_uie,f_ewft_tot_cfw,f_ewft_tot_es_ns,f_ewft_tot_tot,f_ewpt_15_19_e,f_ewpt_15_19_om_ie,f_ewpt_15_19_om_uie,f_ewpt_15_19_cfw,f_ewpt_15_19_es_ns,f_ewpt_15_19_tot,f_ewpt_20_24_e,f_ewpt_20_24_om_ie,f_ewpt_20_24_om_uie,f_ewpt_20_24_cfw,f_ewpt_20_24_es_ns,f_ewpt_20_24_tot,f_ewpt_25_29_e,f_ewpt_25_29_om_ie,f_ewpt_25_29_om_uie,f_ewpt_25_29_cfw,f_ewpt_25_29_es_ns,f_ewpt_25_29_tot,f_ewpt_30_34_e,f_ewpt_30_34_om_ie,f_ewpt_30_34_om_uie,f_ewpt_30_34_cfw,f_ewpt_30_34_es_ns,f_ewpt_30_34_tot,f_ewpt_35_39_e,f_ewpt_35_39_om_ie,f_ewpt_35_39_om_uie,f_ewpt_35_39_cfw,f_ewpt_35_39_es_ns,f_ewpt_35_39_tot,f_ewpt_40_44_e,f_ewpt_40_44_om_ie,f_ewpt_40_44_om_uie,f_ewpt_40_44_cfw,f_ewpt_40_44_es_ns,f_ewpt_40_44_tot,f_ewpt_45_49_e,f_ewpt_45_49_om_ie,f_ewpt_45_49_om_uie,f_ewpt_45_49_cfw,f_ewpt_45_49_es_ns,f_ewpt_45_49_tot,f_ewpt_50_54_e,f_ewpt_50_54_om_ie,f_ewpt_50_54_om_uie,f_ewpt_50_54_cfw,f_ewpt_50_54_es_ns,f_ewpt_50_54_tot,f_ewpt_55_59_e,f_ewpt_55_59_om_ie,f_ewpt_55_59_om_uie,f_ewpt_55_59_cfw,f_ewpt_55_59_es_ns,f_ewpt_55_59_tot,f_ewpt_60_64_e,f_ewpt_60_64_om_ie,f_ewpt_60_64_om_uie,f_ewpt_60_64_cfw,f_ewpt_60_64_es_ns,f_ewpt_60_64_tot,f_ewpt_65_69_e,f_ewpt_65_69_om_ie,f_ewpt_65_69_om_uie,f_ewpt_65_69_cfw,f_ewpt_65_69_es_ns,f_ewpt_65_69_tot,f_ewpt_70_74_e,f_ewpt_70_74_om_ie,f_ewpt_70_74_om_uie,f_ewpt_70_74_cfw,f_ewpt_70_74_es_ns,f_ewpt_70_74_tot,f_ewpt_75ov_e,f_ewpt_75ov_om_ie,f_ewpt_75ov_om_uie,f_ewpt_75ov_cfw,f_ewpt_75ov_es_ns,f_ewpt_75ov_tot,f_ewpt_tot_e,f_ewpt_tot_om_ie,f_ewpt_tot_om_uie,f_ewpt_tot_cfw,f_ewpt_tot_es_ns,f_ewpt_tot_tot,f_eafw_e,f_eafw_om_ie,f_eafw_om_uie,f_eafw_cfw,f_eafw_es_ns,f_eafw_tot,f_h_ns_e,f_h_ns_om_ie,f_h_ns_om_uie,f_h_ns_cfw,f_h_ns_es_ns,f_h_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_ewft_15_19_e,p_ewft_15_19_om_ie,p_ewft_15_19_om_uie,p_ewft_15_19_cfw,p_ewft_15_19_es_ns,p_ewft_15_19_tot,p_ewft_20_24_e,p_ewft_20_24_om_ie,p_ewft_20_24_om_uie,p_ewft_20_24_cfw,p_ewft_20_24_es_ns,p_ewft_20_24_tot,p_ewft_25_29_e,p_ewft_25_29_om_ie,p_ewft_25_29_om_uie,p_ewft_25_29_cfw,p_ewft_25_29_es_ns,p_ewft_25_29_tot,p_ewft_30_34_e,p_ewft_30_34_om_ie,p_ewft_30_34_om_uie,p_ewft_30_34_cfw,p_ewft_30_34_es_ns,p_ewft_30_34_tot,p_ewft_35_39_e,p_ewft_35_39_om_ie,p_ewft_35_39_om_uie,p_ewft_35_39_cfw,lga_name16
10850,4,0,0,45,36,0,4,0,0,40,30,3,5,3,0,47,43,0,3,3,3,56,51,3,8,3,0,62,36,7,19,8,0,60,40,6,7,3,0,57,18,3,6,3,0,27,4,0,7,3,0,16,0,0,3,0,0,9,3,0,7,3,0,10,348,31,68,29,4,476,52,0,0,0,0,58,33,0,0,0,0,33,34,0,4,0,0,40,31,4,0,3,0,43,39,3,7,0,0,50,47,4,15,0,0,63,44,0,3,3,0,54,47,3,7,3,0,60,39,0,10,5,0,51,26,0,11,3,0,39,4,7,5,7,0,20,3,0,0,8,0,11,0,0,3,0,0,9,401,24,68,35,5,532,51,4,3,4,0,61,10,0,4,9,7,24,810,49,147,70,15,1093,40,0,0,0,0,38,124,3,3,0,0,129,202,4,8,0,0,218,181,3,14,0,3,204,180,10,13,3,Blayney (A)
10900,26,3,3,342,230,9,21,0,3,261,262,15,48,7,3,330,338,45,82,11,3,478,446,40,54,8,6,552,421,64,67,8,4,562,391,45,57,5,3,505,192,33,46,5,4,278,75,5,20,3,0,102,5,3,4,6,0,18,5,0,3,0,0,9,3069,263,429,50,33,3850,653,3,6,3,0,660,541,3,9,6,0,554,339,3,21,7,3,375,318,13,65,4,3,403,381,32,85,14,4,521,491,31,96,14,7,637,519,31,132,6,3,687,504,40,85,15,3,651,487,32,103,17,3,632,393,34,81,12,0,515,188,24,55,16,4,286,51,13,33,11,3,111,23,8,13,5,0,43,4880,260,771,124,40,6079,334,7,25,4,7,384,91,3,11,13,15,133,8377,536,1240,192,90,10440,254,0,0,0,0,256,592,3,26,3,5,624,637,37,61,3,6,747,596,58,92,3,6,758,571,81,137,14,Blue Mountains (C)
10950,0,0,0,38,17,0,0,4,0,19,10,0,0,0,0,13,27,0,8,4,0,34,37,0,3,3,0,42,23,3,11,3,3,39,24,0,7,3,0,31,4,0,4,3,0,15,5,0,3,0,0,6,0,0,0,3,0,5,0,0,3,3,0,9,208,5,39,26,4,285,20,0,0,0,0,20,16,0,0,0,0,16,16,0,0,0,3,17,19,0,3,4,0,23,14,0,0,0,0,14,28,0,0,0,0,34,25,3,4,0,0,35,15,0,0,0,0,15,14,0,0,0,0,12,19,0,3,0,0,20,4,0,4,0,0,12,0,0,0,0,0,4,0,0,0,3,0,3,193,3,17,15,6,236,12,0,0,0,0,11,8,0,0,3,4,15,421,15,57,41,12,547,23,0,0,0,0,18,79,3,4,0,0,82,103,0,10,0,0,110,80,3,6,4,3,87,57,3,8,0,Bogan (A)
11100,9,4,6,1509,1463,20,16,3,4,1507,1183,31,13,5,0,1236,1217,46,32,0,3,1310,1177,52,34,0,8,1275,1012,44,27,3,3,1090,741,43,18,3,13,811,371,22,4,3,0,405,119,9,3,0,0,129,22,5,0,0,0,26,5,0,0,0,0,8,9623,284,155,22,46,10136,470,0,3,0,3,471,936,3,9,0,7,958,648,6,8,4,3,670,589,19,17,9,0,633,614,18,31,9,6,683,732,19,48,6,10,815,752,26,31,3,7,821,585,18,29,6,4,642,422,13,23,8,3,470,244,15,20,10,4,297,104,10,7,3,0,125,27,4,3,0,0,42,7,5,0,9,0,23,6133,167,234,71,45,6647,841,6,10,5,12,869,283,12,14,14,44,369,16881,467,415,109,151,18022,246,0,0,0,4,250,1874,13,18,0,15,1917,3776,92,49,3,18,3935,4373,183,82,8,26,4665,4036,229,97,12,Botany Bay (C)
11150,3,0,0,49,36,0,0,0,0,32,29,0,0,0,0,35,32,5,4,0,0,42,24,3,3,3,0,38,36,3,3,0,0,51,19,3,6,0,0,31,16,0,3,3,0,20,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,272,13,26,23,4,338,7,0,0,0,0,7,13,0,0,0,0,13,17,0,0,0,0,17,13,0,0,0,0,13,13,0,3,0,0,19,5,0,0,0,0,13,12,0,0,0,0,12,6,0,0,0,0,15,15,0,0,0,0,14,3,0,3,0,0,6,9,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,124,4,12,0,4,143,16,0,0,0,0,15,11,0,0,0,3,10,422,16,38,27,12,514,12,0,0,0,0,12,46,0,3,0,3,55,78,0,5,0,3,86,82,4,8,0,0,92,64,5,3,0,Bourke (A)
11200,0,0,0,20,12,0,0,0,0,11,6,0,0,0,0,6,16,0,0,0,0,18,15,0,0,3,0,21,19,3,5,0,0,20,13,0,0,8,0,23,5,0,0,4,0,12,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,120,3,6,17,3,151,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,14,0,0,0,0,10,0,0,0,0,0,3,8,0,0,0,0,9,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,57,3,0,3,0,63,13,0,0,3,0,17,12,0,0,3,0,13,200,8,11,21,3,242,4,0,0,0,0,4,20,0,3,0,0,20,33,0,0,0,0,39,28,0,3,0,0,29,20,0,0,0,Brewarrina (A)
14300,0,0,0,61,34,0,7,0,0,43,25,0,3,0,0,27,39,3,0,0,0,45,40,3,9,3,0,55,34,0,5,3,0,44,35,3,10,9,0,50,11,4,4,3,0,21,5,0,4,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,310,17,48,21,6,394,25,0,0,0,0,27,29,0,0,0,0,27,22,3,3,0,0,24,24,0,3,0,0,34,23,0,5,0,0,36,26,0,0,4,0,32,26,0,3,3,0,31,32,0,0,0,0,37,31,3,7,3,0,38,19,0,8,3,0,25,9,0,5,8,0,18,0,0,0,0,0,6,0,0,3,0,0,4,264,13,41,25,3,349,30,3,0,0,0,42,9,0,0,5,0,19,611,34,95,51,13,798,23,0,0,0,0,28,76,0,0,0,4,82,124,3,13,3,3,145,112,5,17,0,0,131,83,0,17,0,Junee (A)
14350,3,0,0,154,120,4,3,0,0,131,130,5,19,3,0,167,201,11,25,3,3,240,241,16,21,0,3,284,239,16,31,8,0,291,216,19,23,5,0,269,124,7,21,3,0,153,33,5,11,5,0,51,5,0,6,3,0,18,9,0,3,0,0,12,1606,88,167,47,18,1921,236,0,3,0,9,247,153,0,3,3,5,164,143,3,6,4,7,157,153,0,16,8,0,178,182,4,16,3,3,213,203,10,20,4,3,231,194,6,23,8,3,237,283,7,28,3,8,327,278,15,31,12,4,332,159,9,21,14,0,204,67,9,15,14,0,99,14,3,5,3,0,27,5,0,0,4,0,13,2066,63,176,79,40,2424,182,4,22,14,8,226,76,3,7,13,25,124,3930,162,366,149,93,4693,107,0,0,0,3,110,303,0,10,0,8,317,375,7,25,0,3,417,355,18,22,5,3,407,368,27,41,3,Kempsey (A)
11250,4,0,0,224,145,0,5,0,0,147,131,9,7,0,0,146,160,9,9,0,0,176,181,8,7,3,0,202,213,10,14,7,0,247,176,11,14,0,3,213,108,11,10,5,0,128,27,3,7,0,0,34,7,0,5,0,0,6,0,0,0,0,0,3,1523,68,81,16,13,1710,137,0,0,0,0,143,107,0,3,0,0,115,113,0,3,3,0,124,127,3,3,0,3,145,125,0,3,0,3,134,130,3,12,3,0,146,143,7,9,0,3,161,129,0,10,0,0,138,163,4,13,3,3,182,71,3,9,8,0,89,38,0,5,5,0,50,16,0,3,0,0,20,3,0,0,0,0,4,1316,23,63,33,20,1449,151,3,7,4,9,173,49,0,0,0,16,68,3042,101,154,52,57,3397,83,0,0,0,0,84,332,0,15,0,3,346,491,8,10,0,3,517,402,7,18,0,3,435,356,19,11,3,Broken Hill (C)
13910,10,3,0,145,84,5,9,0,0,95,92,15,9,9,0,130,107,14,13,9,4,148,168,14,19,5,4,213,151,8,21,12,0,188,120,15,14,11,4,161,66,9,15,16,3,104,17,7,22,9,0,54,0,0,5,8,0,15,0,0,3,15,0,17,1116,86,148,96,15,1467,133,0,0,5,3,140,96,0,0,8,0,105,71,0,4,4,0,81,116,8,8,4,0,140,152,3,16,8,3,179,145,3,19,13,0,180,149,7,20,12,7,190,161,11,14,12,3,203,174,8,14,3,4,200,83,8,25,10,0,125,55,3,14,6,0,80,11,0,9,11,0,28,5,0,4,8,0,21,1339,60,153,99,24,1676,97,6,20,4,7,135,45,3,8,9,5,71,2599,155,333,204,52,3346,156,0,0,3,4,161,322,7,14,9,0,349,323,16,21,4,0,358,264,29,28,4,0,331,275,48,45,17,Hilltops (A)
14000,24,0,0,1064,809,30,38,7,0,884,742,64,49,9,4,872,846,81,79,16,3,1017,1041,126,71,10,4,1251,1017,124,83,20,4,1252,887,102,72,14,10,1088,510,52,29,4,4,603,152,24,16,0,0,190,41,11,4,0,0,62,12,0,3,3,0,14,7980,637,488,80,48,9230,1314,0,14,4,7,1341,1101,3,20,0,10,1135,575,5,35,8,3,626,650,30,84,18,3,792,752,84,108,18,9,969,968,103,173,40,5,1286,1099,71,166,40,5,1378,924,93,141,15,0,1178,874,88,108,28,10,1104,611,55,88,30,5,787,301,47,35,19,5,412,100,25,23,15,3,167,39,10,22,3,0,73,9311,614,1010,239,65,11242,675,38,43,15,4,772,222,13,15,21,26,302,18194,1300,1555,353,141,21549,421,0,0,0,9,430,1741,24,26,6,12,1817,2353,86,98,7,9,2547,2247,151,132,14,12,2559,2026,260,140,20,Hornsby (A)
14100,3,0,0,165,108,5,0,0,0,119,87,10,3,0,0,95,116,14,4,0,0,134,148,15,13,0,0,177,125,19,9,0,3,158,110,15,10,0,0,137,61,3,4,4,0,74,36,3,0,0,0,41,7,3,0,0,0,12,0,0,0,0,0,0,1021,97,51,14,7,1186,69,0,0,0,0,75,91,0,3,0,0,93,70,0,7,0,0,73,78,6,6,0,0,95,85,8,19,3,0,109,101,12,18,0,0,129,142,13,15,0,0,169,127,13,10,3,0,160,119,4,13,4,0,140,109,9,5,3,0,127,51,13,8,4,0,80,16,9,4,6,0,35,11,3,0,0,0,17,1074,88,112,27,4,1298,84,4,4,7,0,97,22,3,0,3,3,33,2199,186,169,47,17,2612,18,0,0,0,0,18,108,0,6,0,0,113,264,9,8,0,3,289,219,30,14,0,0,263,191,36,13,7,Hunters Hill (A)
14170,85,6,10,2276,1820,88,120,12,11,2056,1348,140,118,9,3,1623,1300,180,168,18,15,1679,1365,208,188,18,14,1789,1359,229,167,30,15,1805,1104,144,137,15,5,1405,609,74,71,16,3,769,220,49,26,12,0,310,47,20,13,4,3,78,20,0,7,3,0,30,12464,1186,1116,142,89,14999,897,3,13,0,4,927,1562,13,38,3,9,1626,1180,22,101,6,8,1312,1087,46,167,24,12,1338,1064,89,222,28,6,1409,1183,113,235,40,9,1574,983,112,202,26,5,1334,942,94,158,30,12,1238,797,80,143,18,4,1033,620,75,118,19,6,839,307,42,71,18,12,450,112,24,33,8,3,177,32,9,24,6,0,74,10763,717,1515,239,86,13324,862,42,77,10,13,996,366,27,38,26,43,497,24455,1974,2751,418,226,29823,312,3,6,0,3,326,2339,32,38,6,16,2421,4615,179,254,13,17,5082,4412,442,355,32,38,5272,3629,574,375,31,Inner West (A)
14200,13,0,0,130,93,3,11,3,0,106,96,7,12,3,4,120,108,10,14,9,0,142,167,11,22,5,3,209,152,14,15,5,4,202,136,8,28,7,0,176,67,8,18,8,3,103,15,4,13,5,0,44,0,3,6,7,0,16,0,0,3,7,0,9,1084,70,163,64,15,1397,133,0,0,3,0,140,112,0,3,0,3,120,91,3,11,0,0,106,111,4,13,0,0,128,102,7,13,11,0,131,138,6,16,6,0,168,129,7,4,3,0,138,136,3,8,4,4,153,133,11,20,8,0,170,72,7,10,13,3,108,29,7,13,5,4,53,13,3,4,5,0,31,6,0,7,4,0,16,1207,46,121,55,14,1450,125,0,9,9,3,144,53,3,3,12,21,87,2470,117,286,143,50,3074,115,0,0,0,0,115,284,3,8,4,0,302,307,7,27,7,3,341,262,13,41,3,3,325,261,21,36,10,Inverell (A)
14400,4,0,0,94,49,3,14,0,0,65,42,3,16,0,0,64,81,19,23,7,0,126,65,11,15,8,3,108,103,17,27,4,4,146,83,14,11,3,0,107,38,11,7,3,3,66,4,0,5,3,0,15,3,3,3,0,0,6,0,0,0,3,0,6,653,92,134,30,12,915,201,0,0,0,0,208,169,0,6,0,0,180,77,0,3,0,0,84,114,5,11,3,0,129,133,11,27,0,3,173,153,11,29,8,0,200,148,14,35,5,5,206,151,7,19,5,0,196,158,16,35,4,0,216,93,16,19,14,0,140,30,11,12,8,0,69,7,5,4,3,0,19,0,0,3,5,0,5,1446,105,202,60,13,1822,96,3,20,4,0,118,25,0,4,0,3,41,2217,199,357,96,30,2897,82,0,0,0,0,82,200,3,16,0,3,218,218,13,18,5,0,247,150,36,40,0,5,231,136,33,46,4,Kiama (A)
14500,14,7,5,882,678,22,28,3,0,737,530,50,30,0,3,613,634,94,47,10,3,783,806,116,90,12,7,1030,835,144,68,9,6,1062,731,87,66,6,4,901,396,43,39,3,8,490,144,23,20,4,0,195,28,5,6,0,0,40,7,0,3,3,0,13,6150,603,411,60,40,7266,846,3,20,7,0,877,878,3,42,3,3,933,446,7,32,4,0,484,479,40,52,10,6,586,544,74,112,18,4,748,718,92,147,29,3,994,880,108,177,31,4,1206,830,92,118,23,5,1073,658,75,116,32,5,885,548,72,90,15,0,725,339,57,69,30,9,494,146,44,45,24,0,260,67,25,31,6,0,130,7373,689,1054,229,50,9392,536,29,39,10,7,623,175,9,17,9,14,232,14239,1328,1526,310,109,17509,143,0,0,0,0,148,847,14,21,0,6,883,1521,60,63,15,5,1669,1441,107,90,13,8,1656,1180,207,87,15,Ku-ring-gai (A)
14550,0,4,0,35,27,3,4,0,0,33,25,3,9,3,0,38,30,3,16,8,0,52,48,10,9,3,0,65,50,7,15,5,0,77,58,9,13,9,0,83,26,4,10,4,0,45,9,0,10,7,0,28,3,0,3,0,0,4,0,0,0,3,0,10,311,35,86,45,6,488,54,0,0,0,3,59,21,0,3,0,0,26,25,0,7,0,0,29,37,3,7,3,0,49,43,3,9,0,0,52,57,0,7,0,0,64,48,0,10,0,0,62,86,3,13,3,0,100,82,3,13,6,0,100,57,3,10,6,0,77,14,0,11,9,0,28,6,0,5,0,0,14,0,3,5,7,0,11,521,23,94,34,4,674,27,3,0,4,0,33,9,0,4,6,5,24,867,60,186,89,17,1225,40,0,0,0,0,39,77,0,9,0,0,89,79,3,4,4,0,97,99,10,20,0,0,122,76,11,17,6,Kyogle (A)
14600,0,0,0,53,27,0,9,0,0,33,32,4,4,3,0,40,44,3,3,3,0,54,46,6,4,4,0,61,49,8,13,7,0,68,32,3,9,5,0,55,15,4,6,13,3,40,13,0,6,8,0,24,0,0,3,3,0,6,0,0,3,3,0,9,363,28,59,48,4,495,27,0,0,3,0,33,29,0,4,0,0,32,42,0,5,0,0,47,50,0,3,3,0,58,33,0,4,0,0,41,41,0,6,3,0,45,39,4,7,3,0,49,40,3,4,3,0,58,48,0,5,0,0,52,34,0,3,3,4,48,22,0,7,0,0,26,8,0,5,0,0,18,0,0,3,3,0,12,410,15,51,25,10,517,53,0,4,0,0,57,27,0,3,3,5,38,855,40,119,77,21,1112,33,0,0,0,0,36,128,0,6,0,0,134,115,7,9,3,0,135,87,13,26,10,0,135,79,18,30,8,Lachlan (A)
14650,48,3,6,1564,1100,46,54,3,4,1203,917,62,74,9,4,1062,1190,111,107,12,7,1425,1379,104,100,17,15,1606,1381,115,111,22,16,1643,1110,80,86,13,10,1299,513,52,36,9,6,615,106,15,17,4,0,143,18,9,3,5,0,29,4,0,0,3,0,6,10774,606,660,105,71,12217,1998,12,10,6,16,2038,1715,4,36,4,9,1770,1055,22,72,7,11,1159,1306,45,134,29,6,1517,1345,74,167,28,3,1617,1475,82,181,32,14,1796,1457,73,154,37,4,1726,1358,66,153,37,8,1624,1209,82,125,27,10,1454,869,69,110,25,8,1074,304,38,54,24,7,429,90,24,29,16,3,155,27,12,4,11,0,50,14198,606,1221,279,107,16414,1179,15,52,14,18,1286,330,16,10,13,49,420,26481,1250,1942,416,247,30335,868,3,3,0,3,880,2925,18,48,6,15,3015,3401,100,135,8,13,3659,3000,227,210,17,23,3475,2649,350,217,20,Lake Macquarie (C)
14700,10,0,3,685,651,13,19,0,0,680,452,21,18,0,0,494,418,29,24,0,0,474,398,34,28,5,0,462,365,42,29,5,3,447,290,34,22,3,3,355,158,32,11,0,0,194,54,13,9,0,0,68,5,3,0,0,0,9,4,0,0,0,0,4,3777,224,168,25,18,4212,193,0,4,0,0,203,309,0,3,3,0,317,212,0,14,3,0,235,257,9,18,5,0,282,276,18,31,0,0,333,290,23,38,8,0,366,257,29,38,12,3,336,232,32,46,3,0,307,224,28,23,5,0,286,149,20,31,3,0,206,93,26,19,8,4,148,26,9,9,0,0,55,18,3,5,3,0,32,2545,196,288,61,14,3105,224,5,15,3,4,246,88,8,6,5,16,118,6630,433,478,90,47,7682,68,0,0,0,0,69,642,3,5,0,4,657,1358,28,25,3,5,1419,1619,63,38,0,3,1723,1246,97,63,3,Lane Cove (A)
14750,3,0,0,104,87,3,0,0,0,91,80,3,3,0,0,88,96,3,9,0,0,111,116,5,6,3,0,135,122,15,7,4,0,151,119,10,14,4,0,146,48,0,6,0,0,60,17,3,4,3,0,30,3,0,0,0,0,8,3,0,0,3,0,8,932,44,66,23,6,1067,81,0,0,0,0,81,50,0,0,0,0,55,52,0,3,3,0,60,70,3,5,0,0,77,72,0,3,7,3,84,91,3,8,4,0,107,86,3,6,5,0,105,79,0,4,0,0,90,68,3,18,6,0,96,53,3,5,4,0,62,24,3,3,4,0,36,7,0,0,5,0,10,0,0,0,4,0,6,735,22,64,43,9,869,78,0,5,6,4,95,23,0,0,4,6,40,1777,63,137,75,21,2074,102,0,0,0,0,103,272,0,10,0,3,290,296,3,17,3,0,316,251,11,12,3,0,275,218,17,21,3,Leeton (A)
14850,8,0,3,379,281,7,22,0,0,310,351,19,27,3,0,410,507,20,35,6,3,572,623,20,55,7,5,717,641,26,61,13,0,741,587,29,46,4,3,671,324,11,33,3,7,386,86,7,17,6,0,120,12,0,7,4,0,25,3,0,6,3,0,12,4153,145,333,51,28,4717,525,0,3,5,9,540,391,0,12,7,3,411,300,3,17,4,0,328,396,4,36,13,0,452,458,13,31,9,0,509,504,15,52,10,3,587,488,16,46,6,3,558,525,12,40,7,3,588,523,7,51,14,10,615,387,10,52,15,0,461,137,5,30,17,3,198,31,3,15,3,3,59,9,3,10,4,0,26,4680,92,395,120,38,5323,381,7,16,3,9,421,141,8,15,18,29,210,9356,255,757,198,110,10672,223,0,0,0,3,232,671,3,13,3,10,703,805,20,38,4,5,871,804,39,61,0,3,910,898,74,100,6,Lismore (C)
14870,9,0,0,144,84,4,4,0,0,95,99,9,13,0,0,120,177,13,18,3,0,211,156,8,10,3,4,185,162,18,17,3,3,208,164,15,15,0,3,197,72,9,5,3,0,93,21,3,4,4,0,37,3,3,0,0,0,9,3,0,0,0,0,10,1243,79,104,25,15,1460,154,0,0,0,0,158,101,0,6,0,3,112,124,0,4,8,3,140,134,4,11,4,0,154,139,7,3,5,0,159,181,9,7,3,0,196,181,5,14,4,0,203,173,8,17,11,0,209,165,11,15,6,4,194,109,4,11,12,4,134,43,0,4,3,3,54,21,0,8,8,0,33,3,0,3,7,0,13,1528,43,105,57,21,1757,149,4,6,6,5,167,48,3,3,3,10,65,2968,132,221,92,45,3452,142,0,0,0,0,139,377,4,6,0,3,390,421,11,14,4,7,453,373,13,12,0,0,405,333,22,33,0,Lithgow (C)
14900,56,6,8,2431,1797,59,56,6,3,1918,1586,68,70,5,6,1742,1905,111,109,14,18,2155,1980,95,90,11,17,2189,1801,91,84,8,18,2004,1495,70,77,10,21,1670,724,48,42,3,3,822,201,21,9,3,3,240,33,7,5,0,0,43,9,3,0,0,0,9,15573,612,643,65,114,17009,1406,3,10,14,16,1443,1552,5,23,11,17,1608,888,27,37,15,3,970,1175,59,97,30,8,1365,1276,69,104,39,14,1498,1469,94,93,35,4,1696,1155,76,101,35,13,1382,1037,58,70,28,14,1204,938,49,54,21,8,1079,543,45,48,22,4,665,240,32,25,14,3,310,61,12,10,10,0,96,17,8,7,0,0,36,11753,532,686,276,101,13345,1103,20,25,20,31,1192,520,18,37,25,68,674,28952,1189,1383,382,306,32221,783,4,10,0,13,808,3471,71,66,8,22,3642,5251,186,154,7,34,5631,4860,367,192,21,25,5470,4305,459,249,17,Liverpool (C)
14920,0,0,3,37,36,0,7,0,0,42,31,0,3,0,0,41,36,0,0,3,0,43,51,3,15,3,0,68,47,8,18,4,3,74,37,6,19,4,4,74,29,3,10,3,0,47,11,0,10,0,0,18,3,3,3,7,0,16,0,0,3,0,0,8,358,25,92,30,12,509,30,0,0,0,0,34,25,0,0,0,0,26,20,0,4,0,0,26,52,0,4,0,0,57,43,0,3,4,0,51,52,0,8,0,0,64,55,0,14,0,0,69,57,6,7,0,0,64,59,6,6,0,0,69,39,3,0,8,0,49,14,3,4,4,3,28,10,3,0,5,0,17,0,0,4,0,0,11,453,19,53,30,5,562,42,0,5,4,3,54,16,0,0,5,9,34,871,40,151,71,25,1163,28,0,0,0,0,28,80,0,0,0,0,91,125,3,8,4,3,142,125,8,10,3,0,146,118,3,20,0,Liverpool Plains (A)
14950,0,0,0,12,10,0,3,4,0,19,4,0,0,0,0,3,15,0,5,0,0,19,8,0,10,0,0,17,16,0,0,3,0,23,16,3,10,3,0,29,7,0,3,0,0,14,3,0,0,3,0,9,0,0,0,0,0,9,0,0,0,0,0,3,99,6,29,17,3,165,7,0,0,0,0,7,9,0,0,0,0,9,13,0,0,0,0,12,7,0,4,0,0,13,8,0,0,0,0,15,19,0,10,3,0,28,23,0,4,0,0,25,25,3,7,0,0,33,26,0,0,0,0,31,14,0,4,4,0,24,8,0,5,5,0,18,0,0,3,0,0,3,0,0,0,0,0,3,158,3,33,23,3,216,18,0,0,0,5,25,3,0,3,0,3,9,277,13,65,41,11,411,8,0,0,0,0,10,29,0,0,0,0,34,31,3,0,0,0,40,26,4,9,5,0,49,13,9,10,6,Lockhart (A)
