LGA_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,LGA_NAME11
43710,689,7,4,17,0,717,630,3,3,14,0,650,45,0,5,0,0,50,5,3,0,0,0,8,167,0,6,3,0,176,3,3,0,0,0,6,44,3,0,0,0,47,29,0,0,5,0,34,293,9,11,8,0,321,15,0,3,3,0,21,28,0,0,0,0,28,1655,19,21,42,0,1737,Lower Eyre Peninsula (DC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,0,0,0,0,0,0,0,0,6,0,0,6,9,0,9,0,0,18,0,0,0,0,0,0,5,0,0,0,0,5,14,0,9,0,0,23,Maralinga Tjarutja (AC)
44060,9024,1014,465,3,4,10510,10289,1389,528,3,0,12209,1969,794,565,0,0,3328,926,1496,770,0,0,3192,1589,515,467,0,0,2571,143,168,113,0,0,424,124,53,41,0,0,218,77,43,34,3,0,157,4828,3069,1990,3,0,9890,117,196,67,0,3,383,487,225,131,4,0,847,24745,5893,3181,13,7,33839,Marion (C)
44210,1413,57,3,48,6,1527,984,22,0,10,0,1016,151,12,10,0,0,173,86,0,0,0,0,86,228,7,3,5,0,243,6,0,0,0,0,6,45,3,0,5,3,56,44,0,0,3,0,47,560,22,13,13,3,611,30,4,0,0,0,34,91,3,0,3,3,100,3078,108,16,74,12,3288,Mid Murray (DC)
44340,8374,570,405,26,0,9375,8324,344,369,3,3,9043,1043,201,642,4,4,1894,80,52,128,0,0,260,1086,181,470,3,0,1740,46,44,114,0,0,204,72,10,38,3,0,123,70,6,38,0,0,114,2397,494,1430,10,4,4335,155,218,140,0,0,513,352,53,83,7,0,495,19602,1679,2427,46,7,23761,Mitcham (C)
44550,2944,37,59,26,0,3066,4872,50,55,11,4,4992,961,61,88,4,0,1114,264,41,45,0,0,350,627,57,55,11,0,750,54,28,18,0,0,100,92,15,0,11,0,118,43,6,4,0,0,53,2041,208,210,26,0,2485,103,24,18,3,0,148,168,13,20,4,0,205,10128,332,362,70,4,10896,Mount Barker (DC)
44830,598,0,0,15,0,613,292,0,0,0,0,292,29,0,0,0,0,29,3,0,7,0,0,10,98,4,0,5,0,107,3,0,0,0,0,3,11,0,6,0,0,17,24,0,0,0,0,24,168,4,13,5,0,190,18,0,4,0,0,22,35,0,0,0,0,35,1111,4,17,20,0,1152,Mount Remarkable (DC)
45040,2238,55,34,43,3,2373,2183,36,10,5,0,2234,896,135,104,3,0,1138,333,281,32,0,0,646,417,33,32,3,0,485,42,21,6,0,0,69,97,9,9,11,0,126,38,7,10,0,0,55,1823,486,193,17,0,2519,96,27,16,0,0,139,183,39,15,3,3,243,6523,643,268,68,6,7508,Murray Bridge (RC)
50560,336,0,4,7,0,347,178,0,0,3,0,181,6,0,0,0,0,6,16,7,0,0,0,23,47,3,0,6,0,56,0,0,0,0,0,0,11,0,0,0,0,11,16,0,0,0,0,16,96,10,0,6,0,112,5,0,0,0,0,5,12,0,0,0,0,12,627,10,4,16,0,657,Beverley (S)
50630,161,0,0,8,0,169,185,0,3,10,0,198,32,7,0,0,0,39,9,0,9,0,0,18,64,6,0,0,0,70,3,0,0,0,0,3,41,7,3,0,0,51,7,0,3,0,0,10,156,20,15,0,0,191,3,0,0,0,0,3,13,4,0,0,0,17,518,24,18,18,0,578,Boddington (S)
45540,369,0,5,6,0,380,223,3,6,0,0,232,35,0,0,0,0,35,22,0,5,0,0,27,55,0,0,5,0,60,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,127,0,5,5,0,137,3,0,0,0,0,3,28,0,0,0,0,28,750,3,16,11,0,780,Peterborough (DC)
45680,5615,284,71,72,0,6042,10773,696,51,10,3,11533,3234,889,136,0,0,4259,1069,1704,710,0,0,3483,1496,273,42,0,0,1811,127,90,77,0,0,294,372,54,15,21,0,462,99,39,9,3,0,150,6397,3049,989,24,0,10459,86,16,30,3,0,135,574,188,66,6,0,834,23445,4233,1207,115,3,29003,Playford (C)
45890,10546,908,622,63,3,12142,12090,1476,715,21,3,14305,3048,931,1340,8,5,5332,2303,2312,801,0,0,5416,2576,563,784,22,8,3953,350,193,220,0,0,763,396,94,116,17,0,623,161,48,50,3,3,265,8834,4141,3311,50,16,16352,227,122,114,3,0,466,933,242,212,0,0,1387,32630,6889,4974,137,22,44652,Port Adelaide Enfield (C)
46090,1463,32,5,26,0,1526,1501,44,7,3,0,1555,448,108,65,3,0,624,469,167,91,0,0,727,203,14,22,3,0,242,32,3,5,0,0,40,85,11,14,7,0,117,33,3,4,0,0,40,1270,306,201,13,0,1790,17,0,0,3,0,20,107,21,9,3,0,140,4358,403,222,48,0,5031,Port Augusta (C)
46300,1343,140,75,21,0,1579,1555,113,41,4,0,1713,376,193,140,3,0,712,318,198,81,0,0,597,350,97,56,3,0,506,16,15,4,0,0,35,63,17,20,3,0,103,20,13,3,3,0,39,1143,533,304,12,0,1992,19,24,4,0,0,47,119,27,34,9,0,189,4179,837,458,46,0,5520,Port Lincoln (C)
52310,154,0,0,0,0,154,124,0,0,3,0,127,8,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,12,7,0,0,0,0,7,46,0,0,0,0,46,3,0,0,0,0,3,5,0,0,0,0,5,332,0,0,3,0,335,Cuballing (S)
46450,2331,81,27,15,3,2457,2127,60,4,11,0,2202,640,160,42,4,0,846,265,273,205,0,0,743,279,39,15,9,0,342,10,10,16,0,0,36,76,7,5,18,0,106,34,4,12,0,0,50,1304,493,295,31,0,2123,19,6,10,0,0,35,152,23,18,3,0,196,5933,663,354,60,3,7013,Port Pirie City and Dists (M)
51260,3092,220,69,122,5,3508,3439,87,25,15,0,3566,1421,175,71,3,0,1670,259,197,83,3,0,542,904,66,28,9,0,1007,15,22,0,3,0,40,137,10,11,37,3,198,89,3,5,5,0,102,2825,473,198,60,3,3559,91,21,21,4,0,137,189,25,7,7,0,228,9636,826,320,208,8,10998,Busselton (S)
51310,3136,293,104,0,8,3541,2687,195,129,0,3,3014,636,134,403,0,3,1176,4,23,0,0,0,27,498,81,148,0,0,727,3,16,10,0,0,29,20,6,20,0,0,46,32,10,6,0,0,48,1193,270,587,0,3,2053,33,125,36,3,0,197,106,30,27,0,0,163,7155,913,883,3,14,8968,Cambridge (T)
51330,8573,730,281,15,0,9599,9372,912,435,3,4,10726,2515,950,593,0,0,4058,381,349,419,0,0,1149,2222,519,276,3,3,3023,50,28,18,3,0,99,168,47,29,8,0,252,110,24,18,3,0,155,5446,1917,1353,17,3,8736,125,90,101,0,0,316,467,160,73,3,0,703,23983,3809,2243,38,7,30080,Canning (C)
51400,1238,0,3,3,3,1247,2254,0,3,10,0,2267,527,0,0,0,3,530,117,9,19,0,0,145,299,0,3,0,0,302,3,0,0,0,0,3,37,0,0,0,0,37,28,0,0,3,0,31,1011,9,22,3,3,1048,20,0,0,0,0,20,62,4,5,0,0,71,4585,13,33,16,6,4653,Capel (S)
51470,85,0,0,4,0,89,63,0,0,0,0,63,0,0,0,0,0,0,4,8,0,0,0,12,12,0,0,0,0,12,0,0,0,0,0,0,28,0,0,0,0,28,5,0,0,0,0,5,49,8,0,0,0,57,3,0,0,0,0,3,8,0,0,0,0,8,208,8,0,4,0,220,Carnamah (S)
51540,393,19,3,157,7,579,410,13,0,8,3,434,97,24,12,0,0,133,215,45,27,0,0,287,121,14,3,7,0,145,5,9,5,0,5,24,135,10,3,27,0,175,27,0,0,8,0,35,600,102,50,42,5,799,19,0,0,4,0,23,53,15,8,39,0,115,1475,149,61,250,15,1950,Carnarvon (S)
46510,2191,102,159,0,0,2452,2245,188,200,0,3,2636,517,259,375,0,0,1151,75,97,84,0,0,256,450,128,247,7,3,835,21,35,43,0,0,99,31,13,36,0,0,80,22,13,6,0,0,41,1116,545,791,7,3,2462,25,11,34,0,0,70,131,28,43,0,0,202,5708,874,1227,7,6,7822,Prospect (C)
46670,1156,23,3,20,3,1205,1137,8,3,3,3,1154,282,28,59,0,0,369,116,26,23,0,0,165,260,15,45,0,0,320,8,0,53,0,0,61,79,3,20,3,3,108,37,0,5,0,0,42,782,72,205,3,3,1065,21,5,12,0,0,38,97,0,10,21,0,128,3193,108,233,47,9,3590,Renmark Paringa (DC)
46860,223,4,3,0,0,230,138,8,0,3,0,149,48,3,4,0,0,55,12,0,3,0,0,15,46,3,4,0,0,53,0,0,0,0,0,0,14,0,0,0,0,14,14,0,0,0,0,14,134,6,11,0,0,151,4,0,0,0,0,4,8,0,0,0,0,8,507,18,14,3,0,542,Robe (DC)
46970,75,0,3,3,3,84,331,3,3,0,3,340,240,27,27,6,0,300,24,3,0,0,0,27,52,3,0,3,0,58,3,0,0,0,0,3,355,62,46,8,3,474,8,3,0,3,0,14,682,98,73,20,3,876,6,3,0,0,0,9,8,3,0,3,0,14,1102,107,79,26,9,1323,Roxby Downs (M)
47140,11551,692,233,72,3,12551,18657,1040,446,8,3,20154,3385,787,819,0,0,4991,1876,824,619,0,4,3323,2667,351,342,4,6,3370,267,130,86,0,0,483,423,74,55,33,0,585,127,34,19,0,0,180,8745,2200,1940,37,10,12932,193,257,28,3,0,481,954,174,119,0,0,1247,40100,4363,2766,120,16,47365,Salisbury (C)
47290,398,0,0,3,0,401,207,0,0,0,0,207,4,0,0,0,0,4,6,0,12,0,0,18,86,0,3,0,0,89,0,0,3,0,0,3,45,0,3,0,0,48,20,0,0,0,0,20,161,0,21,0,0,182,20,0,0,0,0,20,20,0,0,0,0,20,806,0,21,3,0,830,Southern Mallee (DC)
47490,354,5,4,11,0,374,172,0,0,10,0,182,22,0,0,0,0,22,16,0,10,0,0,26,73,0,8,0,0,81,0,0,0,0,0,0,26,0,0,3,0,29,16,0,0,0,0,16,153,0,18,3,0,174,5,4,0,0,0,9,16,0,0,0,0,16,700,9,22,24,0,755,Streaky Bay (DC)
47630,930,3,0,11,0,944,814,4,0,0,0,818,175,14,3,0,0,192,42,0,3,0,0,45,176,0,3,6,0,185,4,4,7,0,0,15,98,0,0,15,0,113,40,0,4,0,0,44,535,18,20,21,0,594,29,34,4,0,0,67,40,3,4,0,0,47,2348,62,28,32,0,2470,Tatiara (DC)
47700,11484,583,212,0,0,12279,15205,424,219,0,4,15852,1959,427,187,0,0,2573,900,282,147,0,0,1329,1642,190,129,0,0,1961,77,76,52,0,0,205,191,28,16,0,0,235,91,40,11,3,0,145,4860,1043,542,3,0,6448,152,512,69,0,0,733,512,102,37,0,0,651,32213,2664,1079,3,4,35963,Tea Tree Gully (C)
47800,870,4,0,19,0,893,595,4,0,3,0,602,74,5,7,0,0,86,47,0,3,0,0,50,160,4,4,5,0,173,21,3,0,0,0,24,116,3,0,17,0,136,38,3,0,0,0,41,456,18,14,22,0,510,31,9,0,3,0,43,54,8,3,6,0,71,2006,43,17,53,0,2119,The Coorong (DC)
47910,477,6,11,0,0,494,245,3,0,0,0,248,40,0,8,0,0,48,11,3,0,0,0,14,116,4,18,0,0,138,3,13,3,0,0,19,19,5,0,0,0,24,19,3,0,0,0,22,208,28,29,0,0,265,3,0,0,0,0,3,21,0,3,15,0,39,954,37,43,15,0,1049,Tumby Bay (DC)
54170,16516,756,466,132,3,17873,23544,691,229,4,3,24471,3945,496,558,6,3,5008,208,85,102,0,0,395,3049,382,231,5,0,3667,19,38,20,0,0,77,203,20,16,13,0,252,144,17,6,0,0,167,7568,1038,933,24,3,9566,130,98,47,0,0,275,653,81,71,9,0,814,48411,2664,1746,169,9,52999,Joondalup (C)
54200,6301,272,87,59,0,6719,8401,96,19,0,0,8516,1187,78,22,0,0,1287,172,78,8,0,0,258,1158,66,27,0,0,1251,22,14,23,0,0,59,93,0,3,9,0,105,75,0,8,0,0,83,2707,236,91,9,0,3043,94,129,19,0,0,242,292,38,17,5,0,352,17795,771,233,73,0,18872,Kalamunda (S)
47980,3898,691,384,0,0,4973,3433,705,429,0,8,4575,635,629,889,4,0,2157,33,126,228,0,0,387,609,405,585,0,3,1602,11,73,94,0,0,178,37,33,40,0,0,110,40,20,19,0,0,79,1365,1286,1855,4,3,4513,41,153,95,0,0,289,151,78,59,0,0,288,8888,2913,2822,4,11,14638,Unley (C)
48050,2488,136,50,17,0,2691,1355,34,21,3,0,1413,527,48,86,0,0,661,50,4,10,0,0,64,336,28,42,5,0,411,35,23,8,0,0,66,56,9,4,3,0,72,23,5,3,0,0,31,1027,117,153,8,0,1305,93,96,7,0,0,196,109,21,6,3,0,139,5072,404,237,31,0,5744,Victor Harbor (C)
48130,992,16,0,13,0,1021,854,4,0,4,0,862,109,4,0,0,0,113,22,0,7,0,0,29,266,5,0,5,0,276,26,4,7,0,0,37,72,3,0,3,0,78,41,0,0,0,0,41,536,16,14,8,0,574,30,3,0,0,0,33,67,5,0,0,0,72,2479,44,14,25,0,2562,Wakefield (DC)
53520,3571,93,123,153,0,3940,4313,56,63,13,3,4448,1261,178,269,0,0,1708,476,224,120,0,3,823,1006,75,98,11,3,1193,21,6,35,0,0,62,240,29,16,59,0,344,73,10,14,3,0,100,3077,522,552,73,6,4230,45,4,11,9,0,69,259,44,42,16,4,365,11265,719,791,264,13,13052,Geraldton-Greenough (C)
53570,711,3,6,9,0,729,564,3,3,9,0,579,59,3,10,4,0,76,13,3,10,0,3,29,127,3,4,4,0,138,4,3,0,0,0,7,56,0,6,0,0,62,25,3,0,0,0,28,284,15,30,8,3,340,13,0,0,4,0,17,31,0,0,4,0,35,1603,21,39,34,3,1700,Gingin (S)
53640,197,3,3,3,0,206,121,0,0,0,0,121,6,3,0,0,0,9,21,0,3,0,0,24,28,0,3,0,0,31,0,3,0,0,0,3,48,0,0,0,0,48,18,0,0,0,0,18,121,6,6,0,0,133,5,0,0,0,0,5,10,0,0,0,0,10,454,9,9,3,0,475,Gnowangerup (S)
51960,213,4,6,16,0,239,457,3,12,0,0,472,182,27,28,0,0,237,30,5,4,0,0,39,94,0,3,5,0,102,29,0,0,0,0,29,49,3,4,8,0,64,17,4,0,0,0,21,401,39,39,13,0,492,3,0,0,3,0,6,33,3,0,3,0,39,1107,49,57,35,0,1248,Coolgardie (S)
52170,890,129,98,0,0,1117,589,59,49,0,0,697,207,53,225,0,0,485,4,0,30,0,0,34,152,60,119,0,0,331,3,0,0,0,0,3,4,0,6,0,0,10,9,6,7,0,0,22,379,119,387,0,0,885,9,0,3,0,0,12,45,7,15,0,0,67,1912,314,552,0,0,2778,Cottesloe (T)
52380,39,0,0,11,0,50,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,30,0,0,0,0,30,4,0,0,0,0,4,8,0,0,0,0,8,90,0,0,11,0,101,Cue (S)
48260,1055,73,39,13,0,1180,608,66,29,4,0,707,159,49,53,0,0,261,27,39,94,0,0,160,119,54,46,0,0,219,3,4,20,0,0,27,13,0,0,3,0,16,12,4,5,3,0,24,333,150,218,6,0,707,21,4,19,0,0,44,53,23,19,0,4,99,2070,316,324,23,4,2737,Walkerville (M)
48340,1710,24,41,13,0,1788,1606,12,5,6,4,1633,273,40,63,0,0,376,174,32,4,0,0,210,235,12,20,0,0,267,0,12,14,0,0,26,81,5,3,5,4,98,37,7,0,0,0,44,800,108,104,5,4,1021,26,3,0,0,0,29,112,6,9,4,0,131,4254,153,159,28,8,4602,Wattle Range (DC)
48410,6315,470,592,3,0,7380,4937,647,840,0,0,6424,1293,503,1494,0,0,3290,325,500,419,0,0,1244,1400,382,1004,14,6,2806,56,160,154,0,0,370,104,35,148,0,3,290,91,23,51,0,0,165,3269,1603,3270,14,9,8165,133,133,128,0,0,394,392,89,169,3,0,653,15046,2942,4999,20,9,23016,West Torrens (C)
48540,1818,310,16,10,0,2154,2383,642,7,6,0,3038,538,325,144,0,0,1007,797,956,136,0,0,1889,205,111,30,5,0,351,6,7,10,0,0,23,89,53,15,12,0,169,27,15,6,0,0,48,1662,1467,341,17,0,3487,12,7,4,0,0,23,156,67,12,0,0,235,6031,2493,380,33,0,8937,Whyalla (C)
48640,234,0,0,0,0,234,99,0,0,0,0,99,3,0,0,0,0,3,23,0,0,0,0,23,68,0,0,0,0,68,0,0,0,0,0,0,21,0,0,0,0,21,12,0,0,0,0,12,127,0,0,0,0,127,10,0,0,0,0,10,14,0,0,0,0,14,484,0,0,0,0,484,Wudinna (DC)
48750,750,12,9,16,0,787,598,7,4,3,0,612,120,19,15,0,0,154,11,0,0,0,0,11,159,3,3,0,0,165,4,0,4,0,0,8,34,0,0,4,0,38,22,0,0,0,0,22,350,22,22,4,0,398,16,0,3,0,0,19,42,0,4,4,0,50,1756,41,42,27,0,1866,Yankalilla (DC)
48830,2397,9,8,89,0,2503,966,6,0,10,0,982,161,0,5,5,0,171,70,31,18,3,0,122,428,9,5,13,0,455,32,10,7,0,0,49,80,0,3,8,0,91,66,0,4,0,0,70,837,50,42,29,0,958,52,0,4,3,0,59,98,5,9,5,0,117,4350,70,63,136,0,4619,Yorke Peninsula (DC)
49399,319,3,0,32,11,365,124,0,0,9,0,133,34,3,0,0,0,37,59,0,3,3,0,65,75,3,3,0,0,81,84,0,7,3,0,94,332,4,39,3,5,383,33,0,3,0,4,40,617,10,55,9,9,700,23,0,0,4,0,27,66,3,3,12,3,87,1149,16,58,66,23,1312,Unincorporated SA
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50080,4089,146,90,76,3,4404,3691,63,30,11,0,3795,1394,137,73,0,3,1607,407,190,72,0,0,669,982,48,55,7,0,1092,48,45,71,0,0,164,155,5,16,30,0,206,89,15,10,0,0,114,3075,440,297,37,3,3852,55,53,32,3,0,143,216,31,40,43,0,330,11126,733,489,170,6,12524,Albany (C)
50210,5294,194,157,35,5,5685,9968,366,159,10,0,10503,1767,271,326,0,0,2364,377,100,232,0,0,709,1397,131,89,5,0,1622,20,69,18,0,0,107,130,28,11,42,0,211,75,17,7,0,0,99,3766,616,683,47,0,5112,114,77,11,0,0,202,371,50,36,7,0,464,19513,1303,1046,99,5,21966,Armadale (C)
50250,117,3,3,40,3,166,65,0,0,3,0,68,42,10,0,3,0,55,61,19,6,0,0,86,26,0,0,7,0,33,60,0,0,0,0,60,1167,123,28,22,4,1344,42,3,0,3,0,48,1398,155,34,35,4,1626,13,3,0,0,3,19,28,7,0,24,0,59,1621,168,37,102,10,1938,Ashburton (S)
50280,1226,34,9,34,0,1303,1354,23,3,0,0,1380,505,62,8,0,0,575,48,26,7,0,0,81,477,23,6,8,0,514,3,21,7,0,0,31,91,0,3,25,0,119,69,0,0,0,0,69,1193,132,31,33,0,1389,22,11,13,0,0,46,71,6,3,12,0,92,3866,206,59,79,0,4210,Augusta-Margaret River (S)
50350,1513,111,121,0,0,1745,1898,153,117,0,0,2168,460,92,85,0,0,637,147,99,96,0,0,342,408,56,59,5,0,528,5,14,8,0,0,27,26,0,9,0,0,35,21,9,5,0,0,35,1067,270,262,5,0,1604,26,13,12,0,0,51,111,18,15,0,0,144,4615,565,527,5,0,5712,Bassendean (T)
51680,514,3,0,11,3,531,732,4,0,15,0,751,45,0,0,0,0,45,0,10,0,0,0,10,75,0,0,3,0,78,0,0,0,0,0,0,28,0,0,0,0,28,19,0,0,0,0,19,167,10,0,3,0,180,16,0,0,3,0,19,24,0,0,0,0,24,1453,17,0,32,3,1505,Chittering (S)
52450,194,3,0,3,0,200,126,0,0,0,0,126,12,3,0,0,0,15,26,3,0,0,0,29,44,3,0,0,0,47,0,0,3,0,0,3,29,0,0,3,0,32,10,0,0,0,0,10,121,9,3,3,0,136,6,0,3,0,0,9,11,0,0,0,0,11,458,12,6,6,0,482,Cunderdin (S)
51750,1084,157,221,0,0,1462,734,68,97,0,0,899,246,79,277,0,0,602,18,7,3,0,0,28,154,51,126,0,0,331,3,0,16,0,0,19,20,0,15,0,0,35,13,3,8,0,0,24,454,140,445,0,0,1039,33,4,73,0,0,110,36,15,39,0,0,90,2341,384,875,0,0,3600,Claremont (T)
51820,7885,506,177,64,0,8632,13727,775,338,11,4,14855,2512,516,412,0,0,3440,585,450,179,0,0,1214,1823,297,187,3,3,2313,27,56,45,0,0,128,216,41,20,13,0,290,114,15,14,3,0,146,5277,1375,857,19,3,7531,98,63,11,0,0,172,505,89,49,7,0,650,27492,2808,1432,101,7,31840,Cockburn (C)
51890,1125,23,23,22,0,1193,1264,4,6,8,0,1282,216,8,13,0,0,237,134,30,11,0,0,175,181,8,5,5,0,199,3,0,5,0,0,8,37,0,7,7,0,51,14,3,3,0,0,20,585,49,44,12,0,690,14,0,0,0,0,14,86,5,7,0,0,98,3074,81,80,42,0,3277,Collie (S)
52520,223,0,0,3,0,226,103,0,0,0,0,103,3,0,0,0,0,3,16,3,0,0,0,19,56,0,0,3,0,59,6,0,0,0,0,6,40,0,0,0,0,40,7,0,0,0,0,7,128,3,0,3,0,134,3,0,0,0,0,3,8,0,0,0,0,8,465,3,0,6,0,474,Dalwallinu (S)
52590,434,5,3,27,4,473,268,0,3,3,0,274,95,3,0,0,0,98,26,0,3,0,0,29,105,0,4,0,0,109,0,0,0,3,0,3,54,0,3,8,0,65,32,0,3,0,0,35,312,3,13,11,0,339,12,0,3,4,3,22,25,0,0,6,0,31,1051,8,22,51,7,1139,Dandaragan (S)
52660,1074,82,4,28,0,1188,1903,11,3,9,0,1926,472,18,15,0,0,505,19,9,0,0,0,28,358,9,4,4,0,375,3,3,0,0,0,6,22,0,0,7,0,29,23,0,0,0,0,23,897,39,19,11,0,966,16,70,0,0,0,86,66,10,0,45,0,121,3956,212,26,93,0,4287,Dardanup (S)
52730,832,19,4,21,0,876,503,3,3,3,0,512,220,12,0,0,0,232,57,25,0,0,0,82,175,6,0,3,0,184,12,8,0,0,0,20,32,5,0,4,0,41,22,0,0,4,0,26,518,56,0,11,0,585,24,10,0,0,0,34,25,5,0,0,0,30,1902,93,7,35,0,2037,Denmark (S)
52100,204,0,0,0,0,204,97,0,0,0,0,97,0,0,0,0,0,0,12,7,3,0,0,22,58,0,3,3,0,64,0,0,15,0,0,15,21,0,0,0,0,21,4,0,0,0,0,4,95,7,21,3,0,126,3,0,0,0,0,3,10,0,0,0,0,10,409,7,21,3,0,440,Corrigin (S)
53150,790,126,54,3,3,976,743,120,72,0,0,935,160,72,99,0,0,331,15,22,19,0,0,56,96,49,57,0,0,202,7,4,0,0,0,11,0,13,4,0,0,17,6,4,3,0,0,13,284,164,182,0,0,630,5,0,0,0,0,5,32,12,16,4,0,64,1854,422,324,7,3,2610,East Fremantle (T)
53220,86,3,3,20,4,116,198,3,3,0,3,207,51,8,4,0,0,63,111,7,15,0,0,133,26,0,3,3,0,32,139,3,0,0,0,142,735,51,79,6,7,878,37,0,4,0,0,41,1099,69,105,9,7,1289,23,0,0,4,0,27,43,3,4,3,0,53,1449,78,115,36,14,1692,East Pilbara (S)
53290,1394,124,24,59,0,1601,1308,58,16,13,0,1395,380,33,60,0,0,473,166,37,42,0,0,245,416,41,40,11,3,511,5,32,6,0,0,43,165,13,15,31,3,227,73,3,0,0,3,79,1205,159,163,42,9,1578,37,4,0,0,0,41,91,8,10,8,0,117,4035,353,213,122,9,4732,Esperance (S)
53360,145,3,3,66,0,217,202,0,4,15,0,221,114,8,9,8,0,139,53,34,27,0,0,114,48,3,0,4,0,55,0,0,4,0,0,4,58,3,3,7,5,76,5,0,0,5,0,10,278,48,43,24,5,398,11,0,0,0,0,11,14,3,3,5,0,25,650,54,53,110,5,872,Exmouth (S)
53430,2612,523,214,97,0,3446,2533,462,206,11,3,3215,628,462,438,11,3,1542,232,449,392,0,0,1073,694,267,167,12,0,1140,34,15,4,0,0,53,47,27,7,23,0,104,36,8,5,0,0,49,1671,1228,1013,46,3,3961,35,52,5,3,0,95,180,69,49,10,0,308,7031,2334,1487,167,6,11025,Fremantle (C)
54760,165,0,0,0,0,165,58,0,3,0,0,61,0,0,5,0,0,5,14,5,6,0,0,25,23,0,0,0,0,23,0,0,0,0,0,0,14,0,0,0,0,14,12,3,0,0,0,15,63,8,11,0,0,82,7,0,0,0,0,7,8,0,0,0,0,8,301,8,14,0,0,323,Kulin (S)
54830,1844,35,18,0,0,1897,4709,187,81,0,0,4977,1158,73,121,0,0,1352,299,124,102,6,3,534,676,29,59,0,0,764,15,0,15,0,0,30,60,5,6,0,0,71,50,0,3,0,0,53,2258,231,306,6,3,2804,54,3,3,0,0,60,216,19,13,0,0,248,9081,475,421,6,3,9986,Kwinana (T)
54900,224,0,0,0,0,224,98,3,0,0,0,101,0,0,0,0,0,0,19,15,3,0,0,37,61,0,0,0,0,61,0,0,0,0,0,0,58,13,0,0,0,71,13,0,4,0,0,17,151,28,7,0,0,186,10,0,0,0,0,10,11,0,0,7,0,18,494,31,7,7,0,539,Lake Grace (S)
