lga_code16,m_15_19_e,m_15_19_om_ie,m_15_19_om_uie,m_15_19_cfw,m_15_19_se_ns,m_15_19_total,m_20_24_e,m_20_24_om_ie,m_20_24_om_uie,m_20_24_cfw,m_20_24_es_ns,m_20_24_total,m_25_29_e,m_25_29_om_ie,m_25_29_om_uie,m_25_29_cfw,m_25_29_es_ns,m_25_29_total,m_30_34_e,m_30_34_om_ie,m_30_34_om_uie,m_30_34_cfw,m_30_34_es_ns,m_30_34_total,m_35_39_e,m_35_39_om_ie,m_35_39_om_uie,m_35_39_cfw,m_35_39_es_ns,m_35_39_total,m_40_44_e,m_40_44_om_ie,m_40_44_om_uie,m_40_44_cfw,m_40_44_es_ns,m_40_44_total,m_45_49_e,m_45_49_om_ie,m_45_49_om_uie,m_45_49_cfw,m_45_49_es_ns,m_45_49_total,m_50_54_e,m_50_54_om_ie,m_50_54_om_uie,m_50_54_cfw,m_50_54_es_ns,m_50_54_total,m_55_59_e,m_55_59_om_ie,m_55_59_om_uie,m_55_59_cfw,m_55_59_es_ns,m_55_59_total,m_60_64_e,m_60_64_om_ie,m_60_64_om_uie,m_60_64_cfw,m_60_64_es_ns,m_60_64_total,m_65_69_e,m_65_69_om_ie,m_65_69_om_uie,m_65_69_cfw,m_65_69_es_ns,m_65_69_total,m_70_74_e,m_70_74_om_ie,m_70_74_om_uie,m_70_74_cfw,m_70_74_es_ns,m_70_74_total,m_75ov_e,m_75ov_om_ie,m_75ov_om_uie,m_75ov_cfw,m_75ov_es_ns,m_75ov_total,m_total_e,m_total_om_ie,m_total_om_uie,m_total_cfw,m_total_es_ns,m_total_total,f_15_19_e,f_15_19_om_ie,f_15_19_om_uie,f_15_19_cfw,f_15_19_es_ns,f_15_19_total,f_20_24_e,f_20_24_om_ie,f_20_24_om_uie,f_20_24_cfw,f_20_24_es_ns,f_20_24_total,f_25_29_e,f_25_29_om_ie,f_25_29_om_uie,f_25_29_cfw,f_25_29_es_ns,f_25_29_total,f_30_34_e,f_30_34_om_ie,f_30_34_om_uie,f_30_34_cfw,f_30_34_es_ns,f_30_34_total,f_35_39_e,f_35_39_om_ie,f_35_39_om_uie,f_35_39_cfw,f_35_39_es_ns,f_35_39_total,f_40_44_e,f_40_44_om_ie,f_40_44_om_uie,f_40_44_cfw,f_40_44_es_ns,f_40_44_total,f_45_49_e,f_45_49_om_ie,f_45_49_om_uie,f_45_49_cfw,f_45_49_es_ns,f_45_49_total,f_50_54_e,f_50_54_om_ie,f_50_54_om_uie,f_50_54_cfw,f_50_54_es_ns,f_50_54_total,f_55_59_e,f_55_59_om_ie,f_55_59_om_uie,f_55_59_cfw,f_55_59_es_ns,f_55_59_total,f_60_64_e,f_60_64_om_ie,f_60_64_om_uie,f_60_64_cfw,f_60_64_es_ns,f_60_64_total,f_65_69_e,f_65_69_om_ie,f_65_69_om_uie,f_65_69_cfw,f_65_69_es_ns,f_65_69_total,f_70_74_e,f_70_74_om_ie,f_70_74_om_uie,f_70_74_cfw,f_70_74_es_ns,f_70_74_total,f_75ov_e,f_75ov_om_ie,f_75ov_om_uie,f_75ov_cfw,f_75ov_es_ns,f_75ov_total,f_total_e,f_total_om_ie,f_total_om_uie,f_total_cfw,f_total_es_ns,f_total_total,p_15_19_e,p_15_19_om_ie,p_15_19_om_uie,p_15_19_cfw,p_15_19_es_ns,p_15_19_total,p_20_24_e,p_20_24_om_ie,p_20_24_om_uie,p_20_24_cfw,p_20_24_es_ns,p_20_24_total,p_25_29_e,p_25_29_om_ie,p_25_29_om_uie,p_25_29_cfw,p_25_29_es_ns,p_25_29_total,p_30_34_e,p_30_34_om_ie,p_30_34_om_uie,p_30_34_cfw,p_30_34_es_ns,p_30_34_total,p_35_39_e,p_35_39_om_ie,p_35_39_om_uie,p_35_39_cfw,p_35_39_es_ns,p_35_39_total,p_40_44_e,p_40_44_om_ie,lga_name16
52590,27,0,0,4,0,30,44,0,0,4,0,53,62,4,0,0,0,75,48,12,3,3,0,67,54,8,12,0,3,75,50,11,10,0,3,79,58,17,11,3,0,93,55,14,15,5,0,91,53,12,18,3,3,90,24,11,20,5,3,64,16,7,10,8,0,51,8,6,4,8,0,21,0,0,5,12,0,20,508,105,120,59,18,808,20,0,0,0,0,25,40,0,0,0,0,41,51,0,0,0,0,54,41,4,12,3,0,55,46,3,5,0,0,56,43,3,5,3,0,61,46,10,6,0,3,67,49,9,20,14,0,88,43,3,12,13,0,68,33,7,9,9,0,59,10,3,9,4,0,27,4,3,3,4,0,16,0,0,0,0,0,3,427,44,81,52,14,622,56,0,0,3,3,61,87,0,3,4,0,88,115,4,3,3,0,123,91,13,12,5,4,124,100,14,14,0,3,135,95,15,Dandaragan (S)
52660,134,0,0,0,3,134,120,0,0,0,0,126,121,3,9,3,0,142,129,12,17,0,0,166,122,11,27,0,0,156,137,16,15,7,0,170,147,14,23,4,0,188,132,16,29,0,3,182,142,12,16,10,0,179,84,9,16,0,3,113,32,10,13,9,3,70,3,3,7,3,0,21,6,4,9,3,0,26,1313,106,190,44,24,1679,215,0,0,0,0,215,118,0,3,0,0,123,145,0,14,3,0,166,132,0,9,9,3,149,136,15,18,3,0,169,149,4,12,3,3,177,168,4,21,10,4,206,158,6,15,8,0,184,123,9,14,5,4,157,81,6,17,7,0,106,29,4,9,8,0,46,4,0,4,6,0,15,3,0,3,4,0,13,1451,46,143,58,18,1723,346,0,0,0,3,348,240,3,6,0,0,248,266,3,23,3,3,305,260,12,28,6,4,314,255,24,49,3,0,328,287,20,Dardanup (S)
52730,68,0,0,0,0,68,27,0,3,0,0,35,38,3,12,0,0,49,41,0,8,0,0,50,43,5,16,0,0,73,47,6,23,0,0,74,70,7,36,4,3,121,53,9,29,3,3,104,52,16,37,6,3,113,40,7,33,12,0,99,28,10,31,15,3,78,8,0,13,10,3,35,7,0,17,8,0,29,521,71,260,66,19,931,72,0,0,0,0,77,41,0,0,0,0,41,50,0,3,0,3,54,51,3,5,3,0,57,54,5,13,4,0,80,68,13,16,3,0,106,94,4,23,9,0,127,95,3,27,3,0,130,82,4,14,5,3,114,56,9,23,11,0,99,26,3,11,12,0,57,10,0,7,8,3,22,0,0,5,4,0,7,703,49,150,57,10,970,142,0,0,0,0,150,72,0,3,0,0,73,87,3,14,0,4,99,91,3,13,4,0,109,96,14,34,4,0,156,113,19,Denmark (S)
53010,0,0,0,0,0,0,15,0,0,0,0,10,13,0,3,0,0,16,10,4,4,0,0,19,3,3,0,3,0,16,3,3,8,3,0,14,4,3,8,0,0,18,7,5,3,0,0,19,5,7,9,3,0,28,3,3,4,3,0,12,3,0,7,5,0,17,0,0,0,3,0,7,0,0,0,0,0,3,72,30,51,23,3,186,0,0,0,0,0,0,5,0,3,0,0,7,9,0,0,0,0,9,8,4,0,4,0,14,6,0,0,0,0,6,9,0,6,0,0,14,7,0,0,0,0,9,11,3,7,3,0,18,8,0,6,4,0,21,6,0,3,0,0,8,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,67,9,32,21,0,125,0,0,0,0,0,0,14,0,3,0,0,19,19,0,3,0,0,29,20,5,4,4,0,37,9,3,3,3,0,26,12,7,Dumbleyung (S)
53080,6,0,0,0,0,6,21,0,0,0,0,21,46,0,0,0,0,53,48,0,0,0,0,48,50,0,3,0,0,55,36,0,0,0,0,38,47,3,3,0,0,51,34,0,3,0,0,42,33,4,0,0,0,37,26,3,0,0,0,30,3,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,3,342,18,15,3,3,375,6,0,0,0,0,6,15,0,0,0,0,15,15,0,0,0,0,15,20,0,0,0,0,20,9,0,0,0,0,9,8,0,3,0,0,13,16,0,0,0,0,16,19,0,0,0,0,19,16,4,0,0,0,22,12,0,0,0,0,13,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,147,5,7,0,0,157,13,0,0,0,0,16,35,0,0,0,0,35,61,0,0,0,0,69,64,0,0,0,0,64,60,0,3,0,0,66,40,0,Dundas (S)
53150,41,0,0,0,0,41,83,0,3,0,0,88,82,4,8,0,0,90,51,5,10,0,0,71,43,6,5,3,0,59,37,11,20,6,0,72,52,20,16,3,0,86,53,20,16,3,0,87,47,18,15,0,0,83,30,20,17,0,0,72,18,7,6,3,4,35,3,7,3,0,0,15,0,3,5,0,0,3,531,112,129,13,8,800,55,0,0,0,0,55,121,0,3,0,0,121,100,3,11,0,0,107,75,3,5,0,3,93,61,9,19,0,0,88,70,14,21,3,0,111,84,17,17,7,0,122,62,7,26,3,0,100,70,6,7,3,0,92,40,8,9,0,0,54,21,11,3,3,0,33,3,0,0,0,0,6,6,0,0,0,0,10,765,80,123,23,7,994,98,0,0,0,0,102,199,0,4,0,3,209,174,3,17,0,0,198,127,15,15,0,0,162,99,15,27,3,0,148,109,21,East Fremantle (T)
53220,63,0,0,0,3,69,508,0,3,0,5,513,1518,13,3,0,6,1546,1868,11,7,0,17,1897,1600,10,3,4,5,1627,1529,14,9,3,7,1564,1370,16,8,3,13,1412,1145,6,7,0,10,1172,853,12,8,3,6,878,444,5,3,0,0,455,130,0,3,3,0,139,26,4,0,0,0,29,3,0,0,0,0,6,11052,106,56,21,71,11309,68,0,0,0,0,67,243,0,3,0,4,256,494,6,8,0,3,509,442,3,7,3,0,455,259,8,8,4,3,276,262,3,3,0,3,270,258,3,0,0,3,270,248,5,3,3,0,261,204,3,0,0,3,213,77,0,0,3,0,85,23,0,3,0,0,25,6,0,0,3,0,8,0,0,0,0,0,4,2588,35,44,24,21,2707,134,0,4,0,3,142,751,3,5,0,6,770,2018,16,10,0,6,2057,2307,18,12,7,17,2357,1860,16,13,7,7,1903,1791,16,East Pilbara (S)
53290,175,0,0,5,3,181,243,4,15,0,7,267,230,13,15,3,3,272,191,30,39,7,3,272,198,25,35,3,6,268,239,38,48,10,3,333,234,56,70,14,13,386,234,50,60,13,12,371,200,40,50,16,0,304,131,20,51,18,10,232,62,26,26,17,7,127,13,12,18,8,3,57,8,6,15,10,0,43,2160,318,440,122,61,3107,187,0,0,0,4,186,198,0,4,3,4,209,231,8,6,9,5,258,195,21,24,7,4,251,199,16,32,8,3,259,260,26,47,8,3,345,268,19,44,17,3,350,257,30,46,12,5,352,206,19,44,13,13,289,158,13,20,9,0,197,48,13,8,9,0,74,14,7,7,11,3,36,10,0,7,4,0,26,2225,160,288,111,41,2829,359,0,0,5,8,368,439,4,18,3,8,469,466,21,24,11,5,522,388,48,62,11,9,519,395,42,63,13,11,528,493,62,Esperance (S)
53360,43,0,0,0,0,42,48,0,3,0,0,51,67,0,3,0,0,73,76,6,8,0,0,90,50,8,3,0,3,66,65,13,8,3,0,94,67,17,6,0,0,97,62,5,7,3,0,70,53,16,5,0,0,71,38,3,4,0,3,53,14,0,3,0,0,23,7,3,0,0,0,10,0,0,0,0,0,3,573,71,65,13,11,741,32,0,0,0,0,33,57,0,0,0,0,55,66,0,0,0,0,75,63,6,4,0,3,79,58,11,8,0,3,78,58,14,10,0,0,82,48,5,8,5,0,70,57,8,3,0,0,67,45,4,11,0,3,58,25,0,3,0,0,31,8,0,4,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,525,56,46,6,13,644,70,0,0,0,0,71,103,0,3,0,0,111,134,4,7,0,0,143,145,9,16,0,3,172,106,23,8,0,5,146,122,27,Exmouth (S)
53430,524,3,7,10,5,549,1188,8,31,6,8,1237,1367,47,74,10,10,1507,1340,90,99,11,7,1543,1090,114,96,5,10,1321,1068,150,104,8,14,1357,1059,194,115,20,13,1403,961,159,144,21,15,1298,856,163,144,11,12,1183,563,110,113,21,12,819,307,60,79,18,5,467,76,35,38,21,4,176,42,15,24,9,6,94,10454,1152,1067,163,122,12949,605,0,4,4,5,619,1259,3,17,3,5,1295,1268,20,50,3,6,1345,1120,35,85,8,7,1252,988,61,83,14,3,1148,1033,71,77,31,5,1223,1135,80,101,25,7,1350,1065,84,89,24,5,1266,970,70,95,9,11,1151,611,36,69,19,5,742,291,22,49,17,3,383,60,6,14,4,7,96,15,3,11,10,3,43,10426,491,750,174,72,11915,1124,3,9,13,14,1167,2453,13,43,10,16,2531,2639,65,123,11,12,2851,2465,126,182,17,11,2789,2081,170,182,23,8,2466,2104,228,Fremantle (C)
53640,11,0,0,0,0,13,25,5,0,3,0,35,35,5,3,0,5,43,28,3,3,0,3,38,10,5,7,3,0,24,26,10,7,0,0,40,18,11,8,6,0,45,14,6,8,0,0,33,16,12,7,0,0,39,17,6,12,5,0,47,3,6,4,7,0,20,3,0,4,3,0,6,0,0,0,0,0,3,197,68,71,24,9,377,6,0,0,0,0,11,19,0,0,0,0,19,28,0,0,3,0,29,16,0,0,0,0,21,13,3,7,0,0,24,20,3,4,3,0,32,14,6,3,3,0,30,17,0,0,3,0,27,9,3,5,0,0,21,9,5,6,4,0,30,9,0,3,3,0,11,0,4,0,4,0,9,0,0,0,0,0,3,174,23,39,31,3,269,16,0,0,0,0,20,48,5,0,3,0,54,57,6,3,3,5,73,44,3,3,3,3,55,27,9,10,4,0,46,48,9,Gnowangerup (S)
54280,396,0,0,4,4,408,763,5,9,0,3,788,985,11,12,0,3,1015,1023,34,26,3,4,1096,796,46,19,3,10,870,819,70,35,9,4,931,754,73,45,3,6,881,748,66,38,8,9,866,620,66,45,3,3,741,357,47,27,8,6,448,150,16,18,7,5,203,34,17,0,8,0,54,17,4,3,4,0,22,7457,455,274,61,73,8321,449,0,0,3,3,456,560,0,8,0,11,572,748,9,19,3,0,781,726,20,35,10,4,797,652,23,28,11,4,719,687,36,37,10,4,770,657,35,27,11,3,734,596,33,34,6,4,676,492,27,26,9,8,555,250,13,22,3,7,299,68,8,14,0,0,99,23,0,3,3,3,35,8,3,0,3,0,19,5922,207,250,71,49,6498,843,0,0,4,10,857,1328,4,13,0,13,1358,1737,21,27,6,8,1797,1747,58,57,14,11,1894,1451,72,45,9,10,1588,1505,100,Kalgoorlie/Boulder (C)
54310,216,3,0,0,5,223,468,0,4,0,0,479,1002,13,7,0,13,1035,1257,38,14,0,9,1317,1153,35,17,0,5,1210,1126,51,12,0,9,1198,1026,33,13,0,11,1077,837,31,17,3,9,901,627,39,11,0,4,686,318,24,16,4,4,364,105,6,3,0,6,123,15,0,0,0,0,16,12,3,0,0,0,14,8166,278,114,14,70,8646,188,0,0,0,6,202,387,0,4,0,7,397,585,6,19,4,4,612,639,18,40,8,9,709,499,16,17,11,4,551,514,23,22,6,4,570,452,14,16,6,3,489,365,12,11,10,3,408,267,11,11,0,4,299,128,7,9,3,3,146,28,3,3,0,0,35,6,0,0,0,0,12,10,0,0,0,3,6,4074,117,147,48,50,4437,411,3,0,0,11,424,858,0,9,3,7,881,1580,17,27,3,16,1644,1900,54,51,9,16,2033,1648,51,27,10,15,1761,1643,73,Karratha (C)
53800,488,0,0,5,9,499,633,3,12,3,6,663,607,15,27,0,3,656,645,46,50,9,10,749,588,55,50,10,4,704,631,86,66,4,8,801,716,85,84,21,8,907,663,86,98,20,6,874,556,98,89,13,5,759,392,59,94,21,6,569,160,38,39,25,5,262,33,24,23,20,0,98,16,19,11,5,3,54,6121,614,640,147,74,7598,607,0,3,8,5,619,624,3,11,0,7,648,662,19,21,6,5,710,659,23,42,14,3,736,680,37,51,20,5,786,791,42,80,24,3,937,928,52,60,22,7,1077,817,48,57,27,17,963,678,42,52,22,8,799,444,29,40,18,4,537,154,16,15,10,0,196,26,7,11,4,0,57,13,5,3,3,3,27,7081,313,459,176,77,8105,1096,0,7,10,10,1124,1258,9,25,3,10,1307,1270,29,52,6,6,1369,1305,64,93,18,12,1493,1265,87,104,25,5,1489,1414,135,Greater Geraldton (C)
53920,6,0,0,0,0,7,38,0,0,0,0,39,61,0,0,0,0,61,57,4,0,0,0,63,57,0,3,0,4,59,43,3,0,0,0,51,43,3,0,0,0,45,51,4,3,0,3,56,34,0,0,0,0,35,30,5,8,0,0,36,4,0,3,0,0,7,12,0,0,0,0,9,0,0,0,0,0,0,435,19,16,3,10,474,13,0,0,0,0,13,54,0,0,0,3,57,56,0,0,0,0,51,46,0,0,0,0,49,41,0,0,0,0,40,35,5,0,0,3,45,32,0,0,0,0,33,41,0,0,0,0,42,44,0,0,0,0,44,29,0,0,0,0,29,7,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,405,7,8,4,5,422,24,0,0,0,0,23,93,0,0,0,3,95,118,0,0,0,0,120,107,4,0,0,0,108,90,0,3,0,4,95,84,5,Halls Creek (S)
53990,191,0,3,3,3,201,233,0,8,3,3,241,320,11,18,0,3,354,305,14,22,4,0,347,308,22,35,3,8,370,298,19,39,12,6,372,338,33,55,9,3,438,315,23,49,13,4,405,281,42,47,12,4,389,168,17,44,13,3,256,60,21,34,21,3,131,17,4,20,14,0,56,11,4,5,11,0,36,2850,204,376,114,47,3603,234,0,0,0,5,246,199,0,3,0,4,205,235,8,13,0,0,255,233,8,27,4,0,277,272,10,22,12,0,320,320,13,25,13,5,379,325,11,44,0,3,379,325,21,30,15,6,395,232,13,32,11,0,284,130,14,21,19,3,190,32,3,18,9,0,65,7,5,13,9,0,28,4,0,3,3,0,14,2542,106,249,102,30,3030,425,0,3,6,9,443,435,0,9,0,4,453,557,10,29,0,8,609,539,17,54,11,0,624,577,34,59,13,6,687,619,33,Harvey (S)
53710,3,0,0,0,0,3,7,0,0,0,0,12,11,0,0,0,0,10,11,8,7,3,0,20,8,7,0,0,0,16,0,3,4,0,0,10,4,3,8,4,3,22,9,3,3,0,0,18,9,0,3,0,0,13,9,3,9,3,0,23,3,7,3,0,0,15,0,0,0,0,0,3,3,0,3,3,0,10,75,39,50,18,4,187,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,10,0,4,0,0,18,7,0,3,0,0,8,16,0,3,3,0,18,10,0,0,0,0,18,15,0,0,4,0,18,18,0,3,3,0,22,15,0,0,0,0,20,5,0,0,3,0,11,0,0,0,3,0,3,3,0,0,0,0,3,121,5,14,18,0,167,5,0,0,0,0,9,7,0,0,0,0,13,24,0,0,0,0,32,22,8,5,3,0,37,18,4,3,0,0,27,17,3,Goomalling (S)
53780,762,0,3,3,3,775,1245,11,39,9,15,1325,1218,72,111,9,7,1418,1140,140,180,17,17,1488,944,168,148,16,12,1284,934,168,164,11,4,1290,887,165,184,23,9,1280,818,143,189,16,14,1192,702,143,177,11,16,1050,589,110,162,22,4,890,278,66,85,15,4,452,84,23,29,19,0,154,34,9,20,10,5,69,9643,1213,1495,186,130,12662,799,0,3,3,5,813,1020,4,21,8,4,1063,1050,29,59,14,5,1151,1011,36,102,30,7,1194,997,67,107,25,9,1206,1102,78,112,44,14,1344,1209,78,117,23,10,1434,987,73,95,37,6,1197,884,60,77,19,7,1051,638,39,62,16,7,765,222,22,38,11,3,299,59,6,22,8,5,100,8,3,10,3,3,28,9982,498,825,250,86,11638,1562,0,7,7,11,1587,2265,18,62,16,21,2383,2268,101,165,17,17,2575,2150,175,284,48,23,2677,1945,228,254,43,20,2488,2034,245,Gosnells (C)
54060,26,0,0,0,0,28,24,0,0,0,0,30,21,0,5,3,0,31,33,5,3,0,3,43,34,10,6,0,0,48,28,7,4,0,0,45,36,13,8,0,3,57,44,13,5,0,3,63,28,6,16,4,0,60,24,7,11,3,0,45,6,4,8,6,0,33,3,0,4,0,0,11,3,4,5,4,0,17,312,61,76,26,14,500,28,0,0,0,0,28,22,0,0,0,0,22,28,0,0,0,0,26,30,4,3,0,0,40,38,3,9,4,0,50,57,6,6,0,4,68,58,3,4,0,0,68,52,8,10,8,3,78,41,9,12,4,0,63,34,3,4,12,4,57,9,5,9,4,0,25,3,0,3,7,0,10,0,0,0,5,0,7,400,41,53,34,6,543,54,0,0,0,0,55,48,0,0,0,0,50,47,0,4,3,0,59,64,8,10,0,3,85,72,10,12,4,0,96,85,9,Irwin (S)
54130,8,0,0,3,0,4,16,0,0,0,0,19,13,3,3,3,0,23,23,4,8,8,0,44,10,3,8,0,0,23,15,3,8,0,0,23,12,10,9,3,0,36,15,0,21,4,4,48,22,3,21,9,0,51,6,9,9,3,0,33,3,0,11,3,0,23,3,0,5,0,0,4,0,0,7,3,3,10,138,40,104,44,12,335,3,0,0,0,0,3,8,0,0,0,0,8,20,0,0,0,0,18,17,3,6,0,0,29,9,4,3,0,0,24,13,3,3,6,0,29,15,3,9,3,0,30,14,3,7,3,0,32,20,5,3,7,0,36,8,3,7,0,0,23,3,0,4,0,0,10,5,0,0,0,0,7,0,0,0,0,0,4,143,25,44,31,3,245,11,0,0,3,0,9,29,0,0,0,0,33,30,3,5,3,0,45,35,8,12,6,0,70,20,7,8,3,0,42,24,5,Jerramungup (S)
54170,1815,11,20,13,11,1870,2115,29,67,5,7,2217,1562,70,152,13,11,1808,1330,156,211,16,18,1728,1014,192,182,21,13,1419,1007,281,259,16,13,1580,959,305,312,26,17,1612,885,309,338,31,16,1586,840,288,355,39,8,1526,592,215,296,20,20,1144,287,127,165,41,9,626,103,44,60,16,3,230,39,17,19,12,11,95,12567,2050,2428,262,154,17455,2669,3,17,9,19,2722,3069,12,40,3,17,3148,2435,46,108,14,12,2619,2230,76,184,43,15,2544,2107,130,234,48,12,2543,2606,155,292,48,15,3119,2935,205,302,44,16,3498,2681,178,232,58,11,3163,2251,133,220,48,21,2665,1377,99,170,44,11,1701,479,43,84,23,12,645,107,13,25,9,5,159,30,8,14,5,0,59,24978,1102,1920,406,181,28594,4488,15,36,22,36,4587,5183,39,104,11,30,5367,3998,115,259,30,28,4427,3555,230,396,61,31,4274,3118,325,416,68,30,3959,3615,441,Joondalup (C)
54200,482,0,3,8,3,496,629,8,20,5,6,670,664,39,58,0,11,770,694,71,65,5,7,838,665,94,85,8,7,861,650,99,82,4,9,847,613,109,101,10,12,849,555,95,106,9,7,772,502,98,110,10,8,731,365,84,90,17,8,559,164,57,69,22,3,316,55,17,31,10,3,120,32,7,25,6,4,74,6083,770,852,120,73,7903,536,0,4,7,0,546,582,4,8,3,0,599,495,12,44,9,11,562,503,34,44,11,3,596,480,39,58,16,0,595,550,39,89,17,4,700,642,64,85,20,4,821,582,61,74,20,6,742,531,50,68,12,5,667,345,37,57,22,6,463,131,19,25,13,0,182,42,4,20,3,0,68,10,3,3,3,0,26,5442,360,580,153,46,6573,1024,0,10,10,4,1044,1215,15,27,7,7,1274,1164,56,96,9,21,1340,1188,100,111,19,7,1432,1150,132,141,25,10,1454,1204,132,Kalamunda (S)
54760,10,0,0,0,0,10,7,0,0,0,0,6,8,0,0,0,0,8,10,6,6,0,0,16,15,5,6,3,0,27,4,3,7,3,0,21,10,6,10,4,0,26,11,7,12,3,0,33,9,6,5,0,0,23,6,0,13,9,0,25,3,3,6,10,0,18,0,0,10,3,0,10,0,0,0,6,0,6,85,41,68,37,4,234,3,0,0,0,0,3,4,0,0,0,0,9,12,0,0,0,0,11,7,3,0,0,0,15,12,0,3,0,0,17,8,0,4,0,0,15,8,3,3,0,0,12,5,3,12,4,0,23,5,5,5,3,0,21,4,3,4,5,0,14,0,3,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,67,23,40,24,0,147,8,0,0,0,0,8,15,0,4,0,0,12,15,0,3,0,0,17,18,4,7,0,0,31,23,4,9,3,0,43,21,8,Kulin (S)
54830,233,0,3,0,3,241,503,3,21,0,3,530,722,18,29,3,7,770,829,45,44,4,3,922,876,38,49,15,3,982,889,40,47,3,5,981,915,64,46,3,12,1040,934,65,49,6,8,1060,784,54,39,6,3,884,477,29,39,4,12,558,150,19,18,9,4,192,44,8,8,0,3,65,9,6,5,0,0,25,7369,371,388,53,64,8245,260,0,0,0,0,267,336,0,10,3,0,350,450,10,26,3,0,489,481,16,35,10,0,530,433,10,42,12,3,508,536,25,35,9,6,613,497,22,36,14,0,570,389,23,21,3,0,433,286,12,28,5,0,335,192,12,16,3,3,218,45,5,7,3,0,67,14,3,0,0,0,20,5,0,0,0,0,3,3932,136,251,61,29,4411,491,0,4,0,9,510,843,7,28,3,8,882,1170,23,57,6,7,1258,1307,58,74,13,6,1459,1314,55,98,19,4,1486,1424,64,Kwinana (C)
54900,14,0,0,0,0,14,23,0,3,0,0,21,21,10,6,0,0,36,22,6,7,0,0,36,23,10,3,0,0,32,26,3,18,3,0,52,22,7,11,3,4,49,27,9,16,3,0,56,17,8,21,6,3,54,11,5,19,6,3,45,5,9,11,3,0,27,0,3,3,6,0,8,0,0,5,0,0,13,213,61,125,42,11,452,7,0,0,0,0,8,17,0,0,0,0,14,20,0,0,4,0,23,17,0,3,11,0,26,17,0,8,9,0,29,18,0,10,0,0,33,21,3,8,3,0,38,17,9,10,7,0,43,23,3,4,7,0,41,11,0,3,9,0,27,4,0,3,4,0,14,0,4,0,3,0,10,0,0,3,5,0,4,181,24,54,54,0,311,25,0,0,0,0,21,33,0,4,0,0,43,45,6,6,7,0,63,40,6,6,14,0,63,36,6,12,10,0,65,41,3,Lake Grace (S)
56620,0,0,0,0,0,0,9,0,0,0,0,9,16,0,0,0,0,15,23,0,0,0,0,23,21,0,0,0,0,21,15,0,0,0,0,15,21,0,0,0,0,21,13,0,0,0,0,17,13,0,0,0,0,13,11,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,159,0,3,0,0,163,6,0,0,0,0,6,18,0,0,0,0,18,17,0,0,0,0,17,28,0,0,0,0,23,17,0,0,0,0,17,15,0,0,0,0,15,13,0,0,0,0,18,12,0,0,0,0,13,25,0,0,0,0,25,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,183,8,0,0,0,0,8,22,0,0,0,0,22,32,0,0,0,0,37,50,0,0,0,0,55,39,0,0,0,0,39,30,0,Ngaanyatjarraku (S)
54340,53,0,0,0,0,58,98,0,0,3,0,108,81,0,9,0,0,87,80,4,8,0,0,87,71,3,11,0,0,92,50,9,15,0,0,72,59,8,13,0,0,84,89,18,13,3,3,123,70,10,14,5,0,97,47,10,16,3,3,74,17,6,3,0,0,25,8,0,6,4,0,19,3,0,4,4,0,13,724,71,105,32,13,945,44,0,0,0,0,46,73,0,0,0,0,74,93,0,3,0,0,98,83,0,0,0,0,85,75,7,7,3,0,86,67,3,9,4,0,83,75,4,6,4,3,86,95,5,7,0,0,112,78,3,4,3,0,91,54,0,9,6,0,70,14,0,3,0,0,24,6,3,3,0,0,14,0,0,0,0,0,6,752,27,63,31,6,880,99,0,0,0,3,97,166,0,0,3,0,178,174,0,9,0,0,187,161,3,8,3,0,172,139,7,24,5,0,179,124,11,Katanning (S)
54410,7,0,0,0,0,11,12,0,0,0,0,13,15,0,4,0,0,18,16,0,0,3,0,16,9,0,3,0,0,21,10,0,3,0,0,14,10,7,7,0,3,27,9,0,11,3,0,27,13,0,11,3,0,32,10,0,3,0,0,17,0,3,3,4,0,10,0,0,3,3,0,9,0,0,3,0,0,4,119,13,53,16,3,210,3,0,0,0,0,3,17,0,0,0,0,17,20,0,0,0,0,21,13,0,4,0,0,17,27,0,0,0,0,28,12,0,4,0,0,21,22,5,4,0,0,29,25,0,6,0,0,28,18,0,0,0,0,19,10,0,3,0,0,18,3,0,3,3,0,14,4,0,3,3,0,4,0,0,0,3,0,4,170,7,24,9,4,220,10,0,0,0,0,15,24,0,0,0,0,25,35,0,4,0,0,35,29,0,3,3,0,34,36,0,3,0,0,44,25,3,Kellerberrin (S)
