LGA_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,LGA_NAME11
48050,31,33,64,67,46,113,20,172,192,50,531,581,661,399,1060,619,203,822,541,120,661,403,89,492,318,57,375,360,52,412,197,3,200,139,27,166,69,0,69,21,0,21,38,0,38,302,15,317,72,90,162,3908,1837,5745,Victor Harbor (C)
48130,22,16,38,26,13,39,14,79,93,36,238,274,224,119,343,195,115,310,186,74,260,178,63,241,152,27,179,215,32,247,133,3,136,63,8,71,36,4,40,6,0,6,24,0,24,170,7,177,46,41,87,1726,839,2565,Wakefield (DC)
50630,0,10,10,3,5,8,3,6,9,4,23,27,26,7,33,22,13,35,15,10,25,11,12,23,28,7,35,38,15,53,42,0,42,65,12,77,47,0,47,24,0,24,29,3,32,78,5,83,8,8,16,443,136,579,Boddington (S)
50770,7,4,11,11,8,19,0,14,14,9,53,62,51,27,78,35,16,51,34,19,53,32,9,41,33,6,39,53,7,60,43,0,43,20,3,23,15,0,15,3,0,3,3,0,3,75,4,79,16,6,22,440,176,616,Boyup Brook (S)
50840,8,12,20,25,17,42,7,56,63,28,132,160,154,86,240,125,52,177,120,21,141,109,27,136,89,21,110,142,27,169,97,3,100,76,12,88,49,0,49,7,0,7,14,0,14,158,9,167,24,19,43,1232,494,1726,Bridgetown-Greenbushes (S)
50910,7,3,10,4,3,7,3,18,21,7,18,25,16,17,33,21,15,36,26,3,29,18,9,27,17,7,24,20,3,23,22,0,22,11,0,11,6,0,6,3,0,3,7,0,7,38,0,38,9,7,16,235,103,338,Brookton (S)
48260,15,19,34,23,37,60,4,89,93,16,176,192,70,110,180,96,106,202,107,59,166,109,74,183,106,48,154,189,82,271,159,8,167,203,75,278,180,3,183,92,3,95,211,3,214,170,24,194,26,48,74,1776,964,2740,Walkerville (M)
48340,40,31,71,53,43,96,32,156,188,69,351,420,382,225,607,343,176,519,324,114,438,292,84,376,285,53,338,405,70,475,298,4,302,148,27,175,84,3,87,23,4,27,37,0,37,303,17,320,63,64,127,3181,1422,4603,Wattle Range (DC)
48410,124,236,360,165,222,387,107,711,818,189,1757,1946,1240,1279,2519,1233,1050,2283,1214,856,2070,1181,805,1986,1184,541,1725,1867,601,2468,1681,157,1838,936,218,1154,729,41,770,290,18,308,321,26,347,1190,287,1477,196,365,561,13847,9170,23017,West Torrens (C)
48540,32,48,80,80,116,196,74,461,535,145,751,896,759,284,1043,548,293,841,436,200,636,380,225,605,411,186,597,709,236,945,602,21,623,440,101,541,305,6,311,112,3,115,80,4,84,512,40,552,152,187,339,5777,3162,8939,Whyalla (C)
51610,5,3,8,8,0,8,0,10,10,4,18,22,22,7,29,19,8,27,27,15,42,20,5,25,34,3,37,50,3,53,22,3,25,24,3,27,24,0,24,3,0,3,4,0,4,54,3,57,9,9,18,329,90,419,Chapman Valley (S)
48640,3,6,9,3,7,10,3,17,20,3,40,43,41,16,57,29,13,42,35,16,51,34,8,42,34,7,41,58,7,65,31,0,31,17,6,23,6,0,6,0,0,0,3,0,3,21,3,24,5,11,16,326,157,483,Wudinna (DC)
48750,12,15,27,25,17,42,18,58,76,20,149,169,196,107,303,173,88,261,152,46,198,109,28,137,115,23,138,134,19,153,86,0,86,47,18,65,23,3,26,3,0,3,15,0,15,124,4,128,21,19,40,1273,594,1867,Yankalilla (DC)
48830,36,38,74,64,56,120,23,161,184,62,461,523,589,253,842,393,187,580,403,103,506,250,78,328,252,60,312,265,29,294,190,5,195,77,30,107,47,0,47,17,0,17,40,0,40,299,13,312,56,80,136,3063,1554,4617,Yorke Peninsula (DC)
49399,11,9,20,6,18,24,17,46,63,15,80,95,68,59,127,56,53,109,51,36,87,54,40,94,60,41,101,98,49,147,62,3,65,62,39,101,44,3,47,16,0,16,14,0,14,98,4,102,54,43,97,786,523,1309,Unincorporated SA
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50080,92,64,156,105,82,187,67,311,378,144,894,1038,838,628,1466,794,393,1187,866,261,1127,769,283,1052,779,174,953,1220,186,1406,879,24,903,491,81,572,380,7,387,106,6,112,176,3,179,1012,75,1087,152,182,334,8870,3654,12524,Albany (C)
50210,104,119,223,155,115,270,97,358,455,222,1011,1233,1240,597,1837,1186,555,1741,1132,523,1655,1300,551,1851,1290,355,1645,2300,386,2686,1938,74,2012,1526,198,1724,982,19,1001,415,10,425,534,22,556,1951,130,2081,296,276,572,16668,5299,21967,Armadale (C)
50250,12,11,23,9,4,13,6,7,13,6,18,24,20,26,46,24,13,37,14,29,43,40,39,79,38,39,77,109,73,182,94,5,99,327,178,505,232,7,239,102,6,108,190,9,199,185,15,200,26,24,50,1434,503,1937,Ashburton (S)
50280,34,28,62,40,36,76,20,87,107,47,187,234,240,200,440,241,140,381,276,90,366,256,107,363,285,51,336,434,59,493,283,17,300,190,51,241,126,3,129,38,4,42,44,0,44,449,54,503,49,43,92,3052,1157,4209,Augusta-Margaret River (S)
50350,14,44,58,33,41,74,28,123,151,43,385,428,290,242,532,256,174,430,265,154,419,258,159,417,281,135,416,500,144,644,437,29,466,372,102,474,288,14,302,106,5,111,172,5,177,423,66,489,52,75,127,3818,1897,5715,Bassendean (T)
50420,120,175,295,140,152,292,117,568,685,176,1315,1491,1152,995,2147,1087,772,1859,1091,772,1863,1149,786,1935,1149,597,1746,1927,748,2675,1722,174,1896,1579,577,2156,1121,67,1188,575,30,605,820,46,866,1736,310,2046,252,349,601,15913,8433,24346,Bayswater (C)
50490,84,126,210,110,123,233,74,349,423,128,938,1066,739,463,1202,576,399,975,530,382,912,565,404,969,620,341,961,1085,433,1518,969,106,1075,832,358,1190,546,68,614,248,34,282,397,54,451,948,241,1189,193,229,422,8644,5048,13692,Belmont (C)
50560,6,9,15,12,3,15,3,24,27,17,63,80,63,28,91,52,17,69,43,15,58,31,9,40,36,9,45,38,10,48,26,4,30,20,3,23,16,0,16,7,0,7,3,0,3,66,3,69,6,17,23,445,214,659,Beverley (S)
51680,11,25,36,26,7,33,5,27,32,16,46,62,84,27,111,80,34,114,85,19,104,77,19,96,87,11,98,173,19,192,123,0,123,127,17,144,62,3,65,21,0,21,39,0,39,194,6,200,26,11,37,1236,271,1507,Chittering (S)
62610,61,98,159,91,160,251,105,675,780,234,1727,1961,1444,1045,2489,1302,747,2049,1135,612,1747,1201,479,1680,1050,287,1337,1533,250,1783,1187,51,1238,526,67,593,295,6,301,133,0,133,95,0,95,1041,82,1123,242,334,576,11675,6620,18295,Glenorchy (C)
51750,26,41,67,37,43,80,11,64,75,19,133,152,58,177,235,72,119,191,112,110,222,106,117,223,97,82,179,188,121,309,177,19,196,343,169,512,250,10,260,144,3,147,347,7,354,280,53,333,16,48,64,2283,1316,3599,Claremont (T)
51820,175,162,337,209,171,380,138,539,677,237,1344,1581,1493,855,2348,1285,692,1977,1286,619,1905,1502,671,2173,1619,508,2127,3169,667,3836,3056,154,3210,2759,447,3206,1909,61,1970,885,36,921,1140,56,1196,3040,266,3306,382,308,690,24284,7556,31840,Cockburn (C)
51890,20,21,41,22,20,42,17,82,99,45,254,299,244,95,339,145,70,215,138,55,193,111,50,161,132,45,177,269,73,342,180,9,189,323,99,422,216,3,219,72,0,72,87,4,91,250,14,264,57,56,113,2328,950,3278,Collie (S)
63610,43,39,82,86,52,138,46,225,271,110,656,766,692,574,1266,846,370,1216,792,300,1092,841,233,1074,788,178,966,1389,214,1603,1160,43,1203,728,65,793,554,7,561,202,5,207,223,3,226,916,58,974,95,105,200,9511,3127,12638,Kingborough (M)
51960,10,13,23,11,0,11,10,24,34,18,49,67,54,17,71,39,22,61,28,17,45,34,32,66,50,21,71,99,67,166,73,8,81,176,61,237,82,5,87,29,0,29,53,4,57,100,8,108,20,13,33,886,361,1247,Coolgardie (S)
52030,11,4,15,6,6,12,3,10,13,5,28,33,28,17,45,22,15,37,30,16,46,23,14,37,31,12,43,27,7,34,17,0,17,10,3,13,13,0,13,3,0,3,4,0,4,41,0,41,10,5,15,284,137,421,Coorow (S)
52170,22,25,47,12,23,35,3,39,42,12,69,81,49,74,123,64,63,127,53,82,135,60,75,135,74,80,154,122,90,212,130,13,143,301,163,464,209,12,221,127,8,135,345,21,366,257,57,314,5,40,45,1845,934,2779,Cottesloe (T)
52240,10,7,17,8,3,11,5,7,12,5,27,32,32,15,47,34,16,50,31,13,44,28,7,35,31,4,35,26,7,33,23,0,23,8,3,11,5,0,5,0,0,0,4,0,4,38,0,38,8,8,16,296,117,413,Cranbrook (S)
52310,3,8,11,10,7,17,4,5,9,5,17,22,28,8,36,21,11,32,40,6,46,19,7,26,23,3,26,24,5,29,18,0,18,15,4,19,8,0,8,0,0,0,0,0,0,27,0,27,8,0,8,253,81,334,Cuballing (S)
79399,11,22,33,7,10,17,4,31,35,11,52,63,39,29,68,33,67,100,44,61,105,49,78,127,76,65,141,185,107,292,163,16,179,261,103,364,217,0,217,95,3,98,125,3,128,192,22,214,24,21,45,1536,690,2226,Unincorporated NT
52100,5,7,12,8,5,13,0,15,15,5,30,35,22,21,43,33,17,50,28,9,37,23,7,30,30,10,40,36,6,42,28,0,28,12,9,21,11,0,11,3,0,3,0,0,0,42,0,42,3,14,17,289,150,439,Corrigin (S)
52380,0,3,3,0,0,0,0,8,8,0,10,10,8,6,14,0,3,3,14,0,14,0,3,3,0,3,3,8,4,12,4,0,4,5,0,5,0,0,0,0,0,0,4,0,4,6,3,9,7,3,10,56,46,102,Cue (S)
52450,4,0,4,3,7,10,5,10,15,5,31,36,44,12,56,29,15,44,30,18,48,23,19,42,26,10,36,45,4,49,23,0,23,19,4,23,12,0,12,4,0,4,11,0,11,56,0,56,3,8,11,342,138,480,Cunderdin (S)
52520,5,0,5,3,5,8,0,8,8,3,18,21,24,21,45,24,18,42,24,18,42,24,18,42,24,17,41,44,0,44,30,4,34,16,4,20,23,3,26,4,0,4,16,0,16,58,3,61,5,7,12,327,144,471,Dalwallinu (S)
52590,21,8,29,16,15,31,5,29,34,12,61,73,83,48,131,57,39,96,75,24,99,50,26,76,62,18,80,115,21,136,71,0,71,58,14,72,35,0,35,6,0,6,10,0,10,116,3,119,23,18,41,815,324,1139,Dandaragan (S)
52660,11,21,32,31,16,47,8,52,60,31,151,182,273,119,392,178,71,249,215,79,294,219,73,292,254,52,306,474,89,563,438,10,448,364,69,433,235,3,238,82,4,86,87,5,92,454,29,483,49,41,90,3403,884,4287,Dardanup (S)
52730,18,14,32,27,26,53,13,51,64,28,158,186,155,126,281,162,64,226,182,47,229,136,38,174,114,26,140,148,28,176,98,3,101,70,4,74,44,0,44,15,0,15,22,0,22,175,11,186,17,17,34,1424,613,2037,Denmark (S)
52800,4,11,15,27,11,38,17,44,61,30,42,72,105,33,138,125,35,160,70,28,98,102,53,155,86,47,133,146,57,203,103,7,110,79,24,103,66,12,78,34,3,37,26,0,26,152,11,163,46,21,67,1218,439,1657,Derby-West Kimberley (S)
52870,14,18,32,24,18,42,5,43,48,26,111,137,168,65,233,143,67,210,134,32,166,107,41,148,133,16,149,170,16,186,126,0,126,115,12,127,79,0,79,15,0,15,29,0,29,196,8,204,22,17,39,1506,464,1970,Donnybrook-Balingup (S)
54060,13,7,20,10,12,22,14,35,49,10,77,87,116,45,161,76,35,111,76,26,102,63,19,82,87,17,104,117,24,141,55,3,58,58,18,76,41,0,41,11,0,11,31,0,31,168,5,173,33,24,57,979,347,1326,Irwin (S)
54130,4,3,7,7,3,10,5,9,14,5,15,20,20,18,38,19,13,32,33,17,50,13,10,23,23,8,31,32,8,40,26,0,26,13,3,16,3,0,3,3,0,3,9,0,9,47,7,54,5,8,13,267,122,389,Jerramungup (S)
54170,248,249,497,309,217,526,139,531,670,309,1537,1846,1854,1374,3228,2017,948,2965,2259,891,3150,2327,959,3286,2640,782,3422,5298,979,6277,5093,165,5258,5625,736,6361,3917,84,4001,1861,43,1904,2784,50,2834,5569,376,5945,469,359,828,42718,10280,52998,Joondalup (C)
54200,87,87,174,136,84,220,53,239,292,153,690,843,870,541,1411,870,396,1266,937,370,1307,970,410,1380,975,288,1263,1916,334,2250,1780,49,1829,1641,247,1888,1043,32,1075,529,18,547,737,21,758,1916,103,2019,189,161,350,14802,4070,18872,Kalamunda (S)
52940,5,0,5,8,0,8,0,13,13,8,16,24,24,10,34,26,15,41,22,4,26,14,14,28,20,3,23,17,4,21,9,0,9,4,0,4,5,0,5,3,0,3,7,0,7,18,0,18,8,3,11,198,82,280,Dowerin (S)
53010,6,3,9,7,3,10,0,7,7,3,20,23,16,14,30,24,10,34,24,6,30,17,4,21,18,3,21,14,3,17,14,0,14,6,3,9,6,0,6,0,0,0,0,0,0,17,3,20,4,3,7,176,82,258,Dumbleyung (S)
53080,3,3,6,0,3,3,3,14,17,8,33,41,23,7,30,8,10,18,12,8,20,16,6,22,15,5,20,27,9,36,14,0,14,32,19,51,14,0,14,3,0,3,3,3,6,23,3,26,18,13,31,222,136,358,Dundas (S)
54620,3,4,7,7,4,11,3,4,7,4,19,23,22,13,35,29,11,40,24,13,37,11,11,22,26,3,29,28,8,36,14,0,14,7,5,12,11,0,11,0,0,0,3,0,3,41,0,41,3,8,11,236,103,339,Kondinin (S)
53150,13,21,34,11,16,27,11,52,63,13,111,124,73,98,171,77,63,140,86,61,147,74,69,143,90,54,144,144,92,236,155,18,173,253,81,334,205,6,211,121,0,121,221,3,224,232,38,270,18,31,49,1797,814,2611,East Fremantle (T)
53220,9,3,12,5,4,9,5,13,18,9,6,15,28,13,41,34,17,51,21,23,44,28,22,50,31,34,65,84,75,159,102,4,106,240,128,368,166,7,173,111,11,122,183,11,194,176,15,191,55,19,74,1287,405,1692,East Pilbara (S)
53290,40,28,68,36,28,64,30,100,130,56,264,320,285,190,475,266,153,419,254,110,364,263,108,371,304,77,381,471,69,540,374,10,384,221,43,264,169,3,172,62,0,62,78,3,81,449,28,477,84,75,159,3442,1289,4731,Esperance (S)
53360,7,9,16,5,7,12,0,20,20,6,40,46,32,29,61,37,31,68,37,33,70,34,18,52,47,20,67,87,16,103,77,5,82,67,18,85,48,0,48,11,4,15,15,3,18,77,10,87,14,9,23,601,272,873,Exmouth (S)
53430,52,92,144,90,140,230,52,375,427,79,802,881,477,484,961,426,353,779,381,251,632,376,306,682,370,246,616,643,361,1004,653,72,725,757,390,1147,619,43,662,269,23,292,485,42,527,843,213,1056,100,159,259,6672,4352,11024,Fremantle (C)
53520,82,66,148,88,102,190,64,279,343,151,727,878,768,490,1258,615,348,963,628,289,917,621,315,936,720,200,920,1165,295,1460,1013,43,1056,827,171,998,497,23,520,201,11,212,286,5,291,1452,79,1531,231,200,431,9409,3643,13052,Geraldton-Greenough (C)
53570,15,25,40,29,11,40,15,39,54,19,85,104,153,50,203,128,52,180,109,28,137,90,33,123,101,27,128,155,22,177,91,7,98,72,14,86,41,3,44,10,0,10,20,0,20,202,4,206,28,22,50,1278,422,1700,Gingin (S)
53640,11,4,15,0,0,0,0,13,13,10,29,39,30,18,48,23,13,36,29,28,57,28,12,40,33,8,41,35,9,44,37,0,37,13,3,16,12,0,12,3,0,3,15,0,15,40,3,43,6,10,16,325,150,475,Gnowangerup (S)
54760,10,5,15,5,5,10,3,19,22,6,16,22,19,9,28,18,7,25,21,9,30,19,7,26,24,7,31,32,4,36,12,0,12,11,5,16,5,0,5,3,0,3,0,0,0,32,0,32,8,3,11,228,96,324,Kulin (S)
54830,53,58,111,57,73,130,51,177,228,117,495,612,582,235,817,553,208,761,520,275,795,591,282,873,585,199,784,1099,198,1297,860,35,895,588,89,677,340,22,362,148,3,151,157,12,169,985,70,1055,148,123,271,7434,2554,9988,Kwinana (T)
54900,18,11,29,10,3,13,3,11,14,13,24,37,22,19,41,20,30,50,28,19,47,24,17,41,39,13,52,45,10,55,43,0,43,20,6,26,5,0,5,3,0,3,8,0,8,54,3,57,12,7,19,367,173,540,Lake Grace (S)
53710,3,4,7,0,9,9,4,13,17,6,25,31,36,18,54,30,13,43,29,9,38,15,9,24,28,4,32,34,3,37,20,0,20,11,3,14,12,0,12,0,0,0,3,0,3,36,5,41,3,7,10,270,122,392,Goomalling (S)
53780,226,199,425,277,189,466,178,525,703,311,1481,1792,1871,933,2804,1823,871,2694,1819,829,2648,2080,870,2950,2204,608,2812,3868,702,4570,3470,174,3644,2546,334,2880,1619,56,1675,704,36,740,867,43,910,3262,280,3542,496,351,847,27621,8481,36102,Gosnells (C)
53920,6,8,14,10,3,13,16,19,35,18,23,41,69,5,74,80,15,95,58,20,78,61,15,76,28,25,53,47,24,71,44,8,52,20,8,28,19,3,22,6,0,6,9,3,12,37,3,40,11,8,19,539,190,729,Halls Creek (S)
54280,42,68,110,49,45,94,49,137,186,64,289,353,240,149,389,245,174,419,223,163,386,297,243,540,388,243,631,847,375,1222,799,61,860,1069,340,1409,846,51,897,402,21,423,548,53,601,911,117,1028,186,139,325,7205,2668,9873,Kalgoorlie/Boulder (C)
55040,3,7,10,0,0,0,0,11,11,0,6,6,10,3,13,15,5,20,3,12,15,8,20,28,15,9,24,36,17,53,40,0,40,52,17,69,27,0,27,8,0,8,12,0,12,34,3,37,10,4,14,273,114,387,Leonora (S)
55110,167,167,334,213,202,415,138,632,770,302,1704,2006,2216,1214,3430,1855,688,2543,1663,479,2142,1283,414,1697,1222,351,1573,2048,450,2498,1520,65,1585,1621,352,1973,1001,30,1031,382,16,398,539,20,559,2541,156,2697,385,422,807,19096,7362,26458,Mandurah (C)
54340,18,14,32,12,15,27,4,44,48,29,96,125,112,53,165,101,67,168,98,37,135,89,32,121,109,35,144,112,22,134,93,3,96,50,13,63,46,0,46,9,0,9,11,0,11,130,6,136,27,26,53,1050,463,1513,Katanning (S)
54410,5,0,5,9,0,9,0,17,17,12,39,51,33,17,50,30,18,48,30,10,40,29,4,33,20,8,28,33,4,37,24,0,24,8,5,13,6,0,6,3,0,3,9,0,9,46,3,49,10,3,13,307,128,435,Kellerberrin (S)
54480,9,3,12,4,5,9,3,0,3,3,5,8,4,4,8,15,11,26,16,6,22,11,6,17,13,5,18,18,3,21,19,0,19,6,3,9,0,0,0,0,0,0,5,0,5,26,0,26,0,3,3,152,54,206,Kent (S)
54970,0,0,0,3,4,7,8,8,16,4,8,12,17,8,25,12,5,17,11,7,18,9,8,17,8,6,14,12,9,21,12,0,12,3,13,16,8,0,8,0,0,0,0,0,0,14,5,19,6,3,9,127,84,211,Laverton (S)
55180,22,26,48,33,41,74,17,111,128,52,227,279,317,141,458,237,138,375,241,85,326,240,72,312,221,39,260,327,44,371,196,4,200,112,13,125,86,0,86,15,0,15,24,3,27,297,12,309,42,44,86,2479,1000,3479,Manjimup (S)
55250,0,0,0,6,6,12,3,13,16,4,15,19,24,6,30,16,12,28,5,11,16,27,15,42,6,10,16,21,9,30,16,0,16,9,3,12,3,0,3,3,0,3,3,0,3,19,3,22,23,9,32,188,112,300,Meekatharra (S)
55320,235,269,504,244,241,485,87,575,662,196,1637,1833,1263,1391,2654,1355,967,2322,1489,810,2299,1350,780,2130,1421,641,2062,2558,850,3408,2448,149,2597,3465,736,4201,2487,65,2552,1276,35,1311,2436,61,2497,3122,330,3452,291,318,609,25723,9855,35578,Melville (C)
55390,0,3,3,3,0,3,0,4,4,0,0,0,6,0,6,6,5,11,3,3,6,3,3,6,3,5,8,8,3,11,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,9,0,9,0,6,6,51,32,83,Menzies (S)
55460,12,0,12,9,9,18,6,25,31,9,84,93,74,39,113,59,58,117,59,33,92,62,42,104,68,21,89,113,30,143,88,4,92,64,12,76,39,0,39,9,0,9,18,0,18,106,6,112,32,26,58,827,389,1216,Merredin (S)
55530,0,0,0,0,0,0,0,5,5,0,10,10,10,6,16,11,10,21,15,7,22,11,3,14,13,3,16,16,3,19,10,0,10,6,3,9,3,0,3,0,0,0,11,0,11,14,0,14,7,5,12,127,55,182,Mingenew (S)
55880,5,3,8,3,3,6,0,4,4,4,8,12,7,9,16,12,8,20,19,9,28,11,4,15,18,3,21,13,3,16,17,0,17,4,0,4,9,0,9,0,0,0,0,0,0,13,0,13,0,0,0,135,54,189,Mount Marshall (S)
55600,9,6,15,6,3,9,6,27,33,15,47,62,55,32,87,46,12,58,45,26,71,48,22,70,63,15,78,100,14,114,73,6,79,46,20,66,18,3,21,6,0,6,9,3,12,91,3,94,13,8,21,649,247,896,Moora (S)
56520,4,9,13,17,18,35,14,43,57,31,112,143,108,72,180,97,43,140,95,50,145,96,35,131,72,26,98,134,35,169,109,5,114,53,13,66,45,3,48,4,0,4,21,0,21,112,9,121,25,29,54,1037,502,1539,Narrogin (T)
55670,3,0,3,0,4,4,0,9,9,5,16,21,22,17,39,12,4,16,20,10,30,17,11,28,25,9,34,25,4,29,11,3,14,6,0,6,13,0,13,0,0,0,8,0,8,25,3,28,8,8,16,200,98,298,Morawa (S)
56580,62,65,127,27,49,76,9,104,113,20,210,230,136,237,373,149,133,282,180,117,297,181,143,324,229,92,321,378,162,540,325,23,348,890,206,1096,586,7,593,358,14,372,955,13,968,768,61,829,54,79,133,5307,1715,7022,Nedlands (C)
56620,0,0,0,6,3,9,4,9,13,18,6,24,39,8,47,29,8,37,27,7,34,25,16,41,25,4,29,22,10,32,11,3,14,7,16,23,3,3,6,4,0,4,0,0,0,15,0,15,13,5,18,248,98,346,Ngaanyatjarraku (S)
55740,25,36,61,22,46,68,17,102,119,24,197,221,73,168,241,84,127,211,90,88,178,80,118,198,102,89,191,155,89,244,160,21,181,297,112,409,203,11,214,112,7,119,305,9,314,277,37,314,22,54,76,2048,1311,3359,Mosman Park (T)
55810,0,3,3,0,3,3,3,3,6,3,14,17,13,8,21,13,3,16,7,7,14,13,7,20,14,8,22,13,7,20,9,0,9,4,4,8,0,0,0,0,0,0,6,0,6,20,3,23,3,3,6,121,73,194,Mount Magnet (S)
55950,3,0,3,0,3,3,0,6,6,7,7,14,22,6,28,15,8,23,8,5,13,10,6,16,8,3,11,20,6,26,14,0,14,11,3,14,7,0,7,3,0,3,4,0,4,16,0,16,7,0,7,155,53,208,Mukinbudin (S)
56020,3,3,6,0,0,0,0,4,4,0,12,12,12,8,20,14,9,23,18,9,27,17,7,24,14,6,20,16,0,16,7,3,10,9,3,12,4,0,4,0,0,0,13,0,13,24,0,24,7,7,14,158,71,229,Mullewa (S)
56090,48,70,118,80,51,131,38,174,212,86,476,562,638,341,979,549,247,796,622,193,815,610,205,815,679,156,835,1262,182,1444,1101,28,1129,1145,152,1297,712,5,717,363,10,373,472,0,472,1299,53,1352,171,172,343,9875,2515,12390,Mundaring (S)
56860,0,3,3,0,0,0,0,6,6,0,6,6,11,4,15,3,3,6,9,3,12,11,3,14,7,0,7,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,56,31,87,Nungarin (S)
56160,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,4,4,8,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,25,8,33,Murchison (S)
56230,34,41,75,61,30,91,24,93,117,66,302,368,461,214,675,306,101,407,324,74,398,229,96,325,245,55,300,455,83,538,330,5,335,334,81,415,205,4,209,69,0,69,118,0,118,532,18,550,90,96,186,3883,1293,5176,Murray (S)
56300,5,4,9,4,8,12,0,24,24,7,38,45,50,17,67,36,22,58,49,15,64,33,10,43,30,3,33,30,11,41,21,0,21,20,3,23,9,0,9,6,0,6,3,0,3,43,4,47,9,3,12,355,162,517,Nannup (S)
59350,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,3,0,3,4,0,4,7,0,7,0,3,3,3,0,3,0,0,0,3,3,6,5,0,5,3,0,3,0,0,0,9,3,12,4,0,4,41,16,57,Yalgoo (S)
56370,9,0,9,6,3,9,0,9,9,3,15,18,21,15,36,25,10,35,25,9,34,24,7,31,14,9,23,22,5,27,24,0,24,7,4,11,8,0,8,0,0,0,14,0,14,24,0,24,9,3,12,235,89,324,Narembeen (S)
56450,3,4,7,4,4,8,3,3,6,3,6,9,14,7,21,19,7,26,20,3,23,18,7,25,21,0,21,33,5,38,23,0,23,12,4,16,13,0,13,3,0,3,16,0,16,24,0,24,3,3,6,232,53,285,Narrogin (S)
60410,14,24,38,36,40,76,64,152,216,126,288,414,526,132,658,429,132,561,426,119,545,408,95,503,377,47,424,570,41,611,384,7,391,179,11,190,96,0,96,30,0,30,29,3,32,369,14,383,106,71,177,4169,1176,5345,Brighton (M)
60610,38,46,84,65,70,135,52,290,342,126,626,752,703,350,1053,589,290,879,528,182,710,494,138,632,446,107,553,672,98,770,407,20,427,245,44,289,133,3,136,43,0,43,68,0,68,499,42,541,96,107,203,5204,2413,7617,Burnie (C)
60810,39,50,89,85,64,149,53,278,331,109,711,820,794,345,1139,635,261,896,581,171,752,533,129,662,504,80,584,763,85,848,484,11,495,269,31,300,169,3,172,56,0,56,68,0,68,648,26,674,124,126,250,5914,2371,8285,Central Coast (M)
61010,4,7,11,18,12,30,5,31,36,17,85,102,102,42,144,94,35,129,72,20,92,62,6,68,47,7,54,64,14,78,17,0,17,11,7,18,15,0,15,3,0,3,0,0,0,67,4,71,22,18,40,620,288,908,Central Highlands (M)
56730,31,30,61,42,30,72,28,100,128,44,263,307,289,113,402,221,104,325,226,94,320,224,78,302,181,68,249,325,56,381,258,10,268,191,34,225,109,3,112,34,0,34,48,0,48,374,27,401,66,73,139,2691,1083,3774,Northam (S)
56790,17,17,34,22,7,29,5,46,51,20,95,115,118,58,176,90,55,145,95,25,120,61,9,70,77,8,85,68,13,81,65,0,65,32,9,41,14,0,14,6,0,6,9,0,9,164,3,167,35,26,61,898,371,1269,Northampton (S)
56930,4,6,10,0,0,0,0,4,4,3,11,14,8,8,16,3,5,8,12,10,22,8,12,20,8,13,21,19,16,35,23,0,23,65,19,84,34,0,34,26,0,26,80,0,80,72,6,78,7,7,14,372,117,489,Peppermint Grove (S)
