LGA_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,LGA_NAME11
17700,5,3,8,8,6,14,3,12,15,8,44,52,55,14,69,34,14,48,36,10,46,26,10,36,26,3,29,31,4,35,15,0,15,9,3,12,0,0,0,0,0,0,3,0,3,38,3,41,10,13,23,307,139,446,Urana (A)
10600,25,35,60,52,54,106,44,157,201,84,395,479,487,300,787,463,162,625,432,104,536,330,82,412,281,41,322,356,59,415,227,3,230,109,23,132,79,4,83,18,3,21,27,4,31,399,32,431,49,90,139,3462,1548,5010,Bellingen (A)
10650,24,37,61,43,29,72,20,105,125,48,295,343,338,168,506,240,131,371,254,87,341,196,68,264,180,18,198,228,36,264,148,4,152,72,21,93,51,0,51,11,0,11,24,0,24,226,5,231,62,78,140,2165,1082,3247,Berrigan (A)
10750,589,399,988,836,530,1366,631,1764,2395,1233,3540,4773,5468,1778,7246,5228,1868,7096,5095,1486,6581,6244,1371,7615,6075,996,7071,11014,1239,12253,9741,220,9961,6669,564,7233,4484,69,4553,2098,21,2119,2664,42,2706,6787,307,7094,1617,992,2609,76473,17186,93659,Blacktown (C)
10800,28,24,52,31,18,49,13,76,89,27,166,193,186,105,291,159,73,232,188,49,237,139,32,171,131,33,164,174,35,209,112,4,116,89,18,107,36,4,40,18,0,18,30,0,30,170,3,173,38,53,91,1569,693,2262,Bland (A)
10850,12,11,23,17,12,29,11,69,80,34,187,221,175,96,271,154,72,226,153,54,207,156,50,206,153,32,185,261,36,297,159,3,162,118,24,142,108,0,108,44,0,44,57,0,57,192,8,200,31,60,91,1835,714,2549,Blayney (A)
10900,83,154,237,160,215,375,81,636,717,234,1591,1825,1283,1313,2596,1447,874,2321,1536,668,2204,1608,633,2241,1530,436,1966,2692,607,3299,2356,63,2419,1909,335,2244,1479,17,1496,558,6,564,834,7,841,2028,130,2158,230,297,527,20048,7982,28030,Blue Mountains (C)
10950,11,10,21,17,6,23,4,36,40,14,85,99,73,50,123,67,33,100,52,20,72,50,28,78,60,12,72,98,12,110,52,3,55,43,14,57,19,0,19,6,0,6,15,0,15,95,3,98,37,25,62,713,337,1050,Bogan (A)
11000,3,12,15,20,11,31,7,35,42,8,91,99,75,48,123,88,47,135,79,28,107,61,25,86,48,13,61,76,11,87,56,0,56,28,6,34,8,0,8,3,0,3,3,0,3,67,3,70,21,23,44,651,353,1004,Bombala (A)
11050,8,11,19,17,10,27,3,26,29,13,101,114,77,64,141,75,36,111,51,20,71,50,18,68,66,17,83,75,9,84,43,0,43,30,9,39,24,0,24,3,0,3,10,0,10,71,0,71,15,15,30,631,336,967,Boorowa (A)
11100,96,126,222,120,136,256,63,472,535,122,893,1015,804,384,1188,727,394,1121,681,253,934,796,286,1082,760,220,980,1268,300,1568,1089,82,1171,838,172,1010,701,37,738,309,17,326,499,27,526,929,121,1050,175,221,396,9977,4141,14118,Botany Bay (C)
11150,5,7,12,7,8,15,8,19,27,9,59,68,49,30,79,46,31,77,50,23,73,50,37,87,45,20,65,76,23,99,55,8,63,37,10,47,21,0,21,9,0,9,12,0,12,109,0,109,42,34,76,630,309,939,Bourke (A)
11200,8,8,16,11,11,22,6,20,26,21,36,57,41,19,60,51,14,65,26,21,47,36,15,51,18,7,25,39,9,48,28,3,31,9,12,21,16,0,16,0,0,0,3,0,3,60,4,64,13,10,23,386,189,575,Brewarrina (A)
11250,28,39,67,60,63,123,39,287,326,116,855,971,717,318,1035,578,239,817,458,155,613,379,153,532,333,97,430,502,135,637,375,16,391,219,77,296,201,3,204,58,0,58,66,0,66,491,27,518,160,192,352,4780,2656,7436,Broken Hill (C)
11860,17,5,22,11,3,14,8,10,18,5,16,21,44,18,62,39,16,55,48,10,58,38,10,48,36,8,44,57,8,65,29,3,32,14,3,17,6,0,6,4,0,4,10,0,10,49,0,49,10,13,23,425,123,548,Conargo (A)
12000,15,6,21,16,8,24,8,41,49,16,137,153,167,57,224,110,42,152,109,23,132,98,19,117,100,4,104,126,20,146,75,0,75,47,7,54,29,0,29,11,0,11,19,3,22,116,8,124,19,34,53,1081,409,1490,Coolamon (A)
12050,11,27,38,35,57,92,16,119,135,48,300,348,262,192,454,225,155,380,273,105,378,222,79,301,213,41,254,330,54,384,237,3,240,162,50,212,118,7,125,35,0,35,62,0,62,277,11,288,45,57,102,2571,1257,3828,Cooma-Monaro (A)
12150,14,9,23,10,12,22,9,66,75,31,129,160,135,70,205,108,57,165,123,24,147,92,32,124,83,20,103,91,17,108,74,0,74,35,11,46,27,0,27,8,0,8,20,0,20,143,3,146,42,42,84,1045,492,1537,Coonamble (A)
10150,111,156,267,132,125,257,86,290,376,121,653,774,578,549,1127,635,448,1083,631,432,1063,717,532,1249,699,453,1152,1191,636,1827,1162,122,1284,1020,398,1418,790,42,832,383,23,406,759,18,777,942,160,1102,138,162,300,10095,5199,15294,Ashfield (A)
10200,316,236,552,316,145,461,240,388,628,334,727,1061,1530,480,2010,1631,464,2095,1404,384,1788,1494,409,1903,1354,271,1625,2006,412,2418,1612,118,1730,1147,328,1475,779,42,821,417,23,440,596,22,618,1618,194,1812,399,244,643,17193,4887,22080,Auburn (C)
10250,85,87,172,96,107,203,55,393,448,158,1164,1322,1100,904,2004,1219,572,1791,1235,359,1594,1017,299,1316,969,198,1167,1340,226,1566,927,40,967,528,112,640,424,13,437,137,0,137,203,0,203,1102,95,1197,183,248,431,10778,4817,15595,Ballina (A)
10300,8,6,14,5,4,9,3,25,28,16,53,69,60,33,93,66,39,105,62,22,84,60,14,74,55,4,59,81,6,87,44,3,47,21,6,27,15,0,15,5,0,5,11,0,11,56,0,56,24,22,46,592,237,829,Balranald (A)
10350,464,384,848,681,469,1150,514,1525,2039,815,3189,4004,4284,1580,5864,4178,1149,5327,3623,892,4515,3868,792,4660,3452,522,3974,5526,603,6129,4406,122,4528,2981,315,3296,2059,40,2099,1014,7,1021,1451,20,1471,4274,194,4468,1029,815,1844,44619,12618,57237,Bankstown (C)
10470,51,66,117,84,111,195,64,366,430,135,855,990,844,558,1402,796,460,1256,778,347,1125,760,339,1099,789,234,1023,1332,266,1598,1138,45,1183,734,152,886,533,11,544,173,3,176,251,7,258,911,88,999,179,195,374,9552,4103,13655,Bathurst Regional (A)
10550,61,78,139,151,107,258,74,371,445,175,988,1163,1147,659,1806,1050,467,1517,1086,300,1386,916,211,1127,744,120,864,1031,137,1168,664,26,690,324,59,383,219,3,222,70,0,70,78,0,78,905,51,956,182,221,403,8877,3798,12675,Bega Valley (A)
12200,14,19,33,27,19,46,20,103,123,46,307,353,322,138,460,241,112,353,180,64,244,179,40,219,186,18,204,214,22,236,160,0,160,84,17,101,52,0,52,16,0,16,27,0,27,195,4,199,51,76,127,2014,939,2953,Cootamundra (A)
12300,30,26,56,60,31,91,16,129,145,33,349,382,421,246,667,325,140,465,341,119,460,279,84,363,297,67,364,391,39,430,258,11,269,110,19,129,77,0,77,19,0,19,35,3,38,260,15,275,82,96,178,3034,1374,4408,Corowa Shire (A)
11800,119,137,256,212,185,397,137,860,997,309,1894,2203,2197,1397,3594,2072,886,2958,1916,635,2551,1878,443,2321,1567,272,1839,2276,314,2590,1594,70,1664,843,147,990,557,14,571,210,5,215,266,11,277,1759,139,1898,324,430,754,18236,7839,26075,Coffs Harbour (C)
12350,26,35,61,54,48,102,24,185,209,61,468,529,469,235,704,334,194,528,370,101,471,328,67,395,285,42,327,329,38,367,214,6,220,112,18,130,89,0,89,14,0,14,40,0,40,308,15,323,108,124,232,3165,1576,4741,Cowra (A)
12500,9,17,26,29,30,59,12,97,109,35,266,301,218,163,381,196,124,320,182,88,270,156,64,220,193,36,229,247,35,282,158,6,164,75,17,92,53,0,53,13,0,13,26,0,26,203,7,210,67,90,157,1872,1040,2912,Deniliquin (A)
12600,56,66,122,96,99,195,67,351,418,156,833,989,860,559,1419,815,506,1321,875,357,1232,867,296,1163,807,256,1063,1393,245,1638,1087,52,1139,635,100,735,437,12,449,164,3,167,233,5,238,1196,90,1286,252,212,464,9996,4042,14038,Dubbo (C)
12700,17,14,31,28,23,51,23,58,81,45,219,264,253,124,377,226,105,331,189,56,245,187,56,243,193,31,224,298,25,323,208,3,211,155,31,186,105,0,105,46,0,46,51,0,51,246,7,253,53,41,94,2323,793,3116,Dungog (A)
12750,67,91,158,143,137,280,73,478,551,173,1190,1363,1528,854,2382,1267,523,1790,1286,314,1600,1004,226,1230,808,137,945,997,136,1133,594,18,612,336,68,404,195,4,199,60,3,63,79,0,79,1002,42,1044,234,269,503,9846,4490,14336,Eurobodalla (A)
12850,618,379,997,868,354,1222,699,1358,2057,1073,2477,3550,4920,1114,6034,4723,1003,5726,3855,753,4608,4164,623,4787,3747,371,4118,5527,351,5878,4033,77,4110,2400,162,2562,1531,15,1546,869,8,877,1139,4,1143,4602,188,4790,1190,640,1830,45958,9877,55835,Fairfield (C)
12900,33,20,53,42,37,79,11,130,141,56,305,361,304,168,472,267,147,414,282,81,363,220,76,296,214,34,248,247,45,292,202,5,207,95,21,116,58,0,58,25,0,25,36,0,36,245,4,249,69,84,153,2406,1157,3563,Forbes (A)
12950,12,8,20,25,9,34,11,65,76,37,135,172,154,69,223,148,56,204,124,36,160,95,21,116,91,9,100,115,17,132,66,0,66,32,17,49,30,0,30,11,0,11,7,0,7,164,7,171,44,33,77,1166,482,1648,Gilgandra (A)
13010,22,35,57,49,54,103,32,129,161,56,334,390,357,193,550,286,123,409,287,68,355,220,48,268,191,26,217,232,40,272,143,3,146,55,17,72,34,3,37,15,0,15,24,0,24,235,14,249,67,73,140,2305,1160,3465,Glen Innes Severn (A)
18020,35,33,68,60,35,95,28,132,160,73,381,454,411,188,599,330,126,456,261,51,312,210,46,256,171,30,201,225,31,256,128,4,132,70,13,83,53,0,53,16,0,16,29,0,29,303,17,320,78,95,173,2481,1182,3663,Warrumbungle Shire (A)
18050,161,255,416,94,161,255,52,437,489,99,954,1053,486,808,1294,505,745,1250,647,738,1385,624,798,1422,694,725,1419,1364,1114,2478,1443,323,1766,1965,1468,3433,1533,228,1761,949,126,1075,2199,355,2554,1445,757,2202,254,363,617,14514,10355,24869,Waverley (A)
18100,18,7,25,13,16,29,7,63,70,28,153,181,173,61,234,155,51,206,116,34,150,88,22,110,77,7,84,81,16,97,69,3,72,20,8,28,27,0,27,9,0,9,10,0,10,109,3,112,32,29,61,1032,473,1505,Weddin (A)
18150,21,15,36,31,26,57,20,113,133,67,331,398,295,128,423,249,103,352,224,62,286,191,49,240,151,31,182,185,32,217,164,4,168,74,13,87,57,0,57,17,0,17,27,0,27,261,4,265,71,46,117,2105,957,3062,Wellington (A)
18200,28,17,45,35,19,54,11,67,78,44,173,217,204,113,317,187,81,268,171,61,232,168,41,209,159,30,189,203,21,224,136,0,136,65,15,80,53,0,53,24,0,24,31,0,31,204,9,213,58,32,90,1781,679,2460,Wentworth (A)
18250,335,303,638,214,176,390,92,324,416,134,621,755,602,637,1239,653,484,1137,807,505,1312,819,586,1405,950,494,1444,1618,835,2453,1472,163,1635,2602,1087,3689,1756,106,1862,1110,48,1158,2723,98,2821,1702,242,1944,169,234,403,17758,6943,24701,Willoughby (C)
18350,78,109,187,133,116,249,93,341,434,141,990,1131,967,795,1762,1037,536,1573,1150,408,1558,1082,339,1421,1032,237,1269,1569,265,1834,1152,29,1181,898,178,1076,561,7,568,253,4,257,365,0,365,1304,49,1353,237,237,474,12052,4640,16692,Wingecarribee (A)
18400,70,66,136,85,74,159,62,210,272,102,491,593,712,312,1024,729,252,981,750,259,1009,817,200,1017,876,167,1043,1637,154,1791,1382,29,1411,1069,85,1154,806,11,817,371,3,374,516,3,519,1209,29,1238,279,135,414,11472,2480,13952,Wollondilly (A)
18450,420,650,1070,593,722,1315,353,2279,2632,758,5054,5812,4984,2819,7803,4294,1902,6196,3904,1472,5376,3648,1441,5089,3519,1102,4621,6291,1380,7671,5356,244,5600,4161,800,4961,3190,90,3280,1259,32,1291,1775,42,1817,4736,477,5213,911,1107,2018,50152,21613,71765,Wollongong (C)
18500,148,226,374,90,118,208,38,235,273,65,536,601,225,640,865,318,505,823,383,591,974,429,677,1106,484,602,1086,897,917,1814,977,176,1153,1750,1620,3370,1426,170,1596,851,73,924,2641,275,2916,1456,409,1865,186,329,515,12364,8099,20463,Woollahra (A)
18550,243,318,561,450,402,852,311,1549,1860,617,4332,4949,4796,2742,7538,4148,1766,5914,3699,1166,4865,3496,920,4416,3303,584,3887,5122,667,5789,3909,116,4025,2236,279,2515,1478,25,1503,570,11,581,627,9,636,3830,231,4061,887,1072,1959,39722,16189,55911,Wyong (A)
18710,22,25,47,41,23,64,14,75,89,37,187,224,178,159,337,213,113,326,261,68,329,296,111,407,258,81,339,509,110,619,498,8,506,414,58,472,371,9,380,184,0,184,306,0,306,448,18,466,41,43,84,4091,1088,5179,Yass Valley (A)
18750,33,27,60,42,50,92,31,146,177,70,397,467,411,225,636,384,174,558,352,97,449,285,67,352,261,40,301,380,45,425,207,6,213,136,16,152,84,0,84,16,0,16,45,0,45,361,16,377,79,90,169,3177,1396,4573,Young (A)
11300,153,182,335,126,99,225,73,222,295,104,453,557,563,353,916,488,268,756,528,240,768,523,238,761,572,191,763,928,260,1188,751,89,840,657,173,830,495,37,532,253,25,278,533,21,554,761,120,881,144,105,249,7652,3076,10728,Burwood (A)
11350,73,78,151,82,107,189,67,411,478,192,752,944,785,613,1398,813,450,1263,793,364,1157,681,255,936,637,161,798,803,188,991,535,60,595,320,125,445,259,11,270,74,3,77,144,8,152,905,202,1107,109,138,247,7272,3926,11198,Byron (A)
11400,42,32,74,45,45,90,33,133,166,68,310,378,342,161,503,286,120,406,312,83,395,315,96,411,303,37,340,426,40,466,362,7,369,206,27,233,177,0,177,71,0,71,71,0,71,385,21,406,83,66,149,3527,1178,4705,Cabonne (A)
11450,87,73,160,113,73,186,56,183,239,107,564,671,727,331,1058,797,267,1064,835,240,1075,947,268,1215,1021,212,1233,2282,276,2558,2279,50,2329,1649,157,1806,1195,18,1213,553,9,562,762,3,765,1336,49,1385,218,137,355,14964,2910,17874,Camden (A)
11500,244,229,473,364,291,655,371,901,1272,738,2060,2798,2974,1105,4079,2895,1112,4007,2655,929,3584,3327,921,4248,3123,635,3758,5298,680,5978,4564,106,4670,2711,288,2999,1708,22,1730,874,13,887,1109,6,1115,3650,155,3805,776,452,1228,37381,9905,47286,Campbelltown (C)
11520,251,355,606,209,194,403,112,458,570,168,1069,1237,1012,683,1695,877,570,1447,967,511,1478,1091,598,1689,1099,506,1605,2139,871,3010,1997,196,2193,2451,1100,3551,2016,103,2119,1164,65,1229,2329,131,2460,1923,282,2205,271,248,519,20076,7940,28016,Canada Bay (A)
11550,491,437,928,607,368,975,436,1272,1708,778,2275,3053,3634,1363,4997,3270,1194,4464,3004,849,3853,3162,792,3954,2767,579,3346,4148,723,4871,2937,147,3084,2051,337,2388,1470,36,1506,712,17,729,1038,9,1047,3275,246,3521,854,650,1504,34634,11294,45928,Canterbury (C)
11600,15,10,25,11,9,20,8,16,24,10,71,81,75,34,109,59,42,101,61,28,89,55,37,92,50,21,71,81,15,96,72,3,75,23,6,29,21,0,21,4,0,4,10,0,10,101,7,108,17,13,30,673,312,985,Carrathool (A)
11700,3,4,7,12,10,22,4,36,40,11,75,86,50,31,81,59,29,88,53,23,76,48,15,63,36,12,48,35,15,50,29,0,29,17,9,26,14,3,17,3,0,3,7,0,7,53,3,56,20,22,42,454,287,741,Central Darling (A)
11720,82,112,194,142,115,257,104,458,562,254,1308,1562,1484,601,2085,1314,494,1808,1060,358,1418,1116,311,1427,1064,179,1243,1689,250,1939,1238,20,1258,1053,207,1260,683,6,689,243,3,246,293,3,296,1286,62,1348,312,326,638,13417,4813,18230,Cessnock (C)
11730,94,113,207,222,185,407,134,681,815,286,1655,1941,2138,1039,3177,1772,657,2429,1602,376,1978,1314,291,1605,1090,147,1237,1391,170,1561,834,23,857,422,68,490,285,4,289,79,0,79,117,3,120,1320,84,1404,309,351,660,13409,5847,19256,Clarence Valley (A)
11750,18,8,26,11,17,28,12,41,53,18,114,132,108,54,162,74,52,126,75,28,103,70,56,126,72,34,106,120,54,174,102,3,105,141,56,197,81,4,85,42,0,42,44,0,44,143,4,147,29,36,65,1160,561,1721,Cobar (A)
17100,171,137,308,102,83,185,74,217,291,141,412,553,508,315,823,611,228,839,529,210,739,610,208,818,597,187,784,996,257,1253,906,65,971,741,158,899,584,31,615,324,7,331,751,34,785,852,102,954,121,110,231,8618,2761,11379,Strathfield (A)
17150,303,338,641,411,378,789,201,1151,1352,408,3143,3551,2647,2367,5014,2988,1825,4813,3398,1534,4932,3242,1654,4896,3526,1295,4821,6940,1668,8608,7040,304,7344,6820,1158,7978,5583,112,5695,2652,50,2702,4406,61,4467,5844,341,6185,760,801,1561,57169,18180,75349,Sutherland Shire (A)
17200,612,1943,2555,341,892,1233,251,2464,2715,394,3202,3596,1452,2335,3787,1458,2480,3938,1462,2499,3961,1622,3159,4781,1610,3055,4665,3155,4757,7912,3726,1185,4911,3783,6363,10146,3519,793,4312,2269,473,2742,4699,903,5602,2849,2124,4973,387,954,1341,33589,39581,73170,Sydney (C)
17310,93,125,218,163,150,313,135,557,692,263,1470,1733,1640,991,2631,1559,757,2316,1426,475,1901,1421,409,1830,1345,278,1623,1872,305,2177,1438,43,1481,740,149,889,560,11,571,183,4,187,259,4,263,1504,79,1583,346,387,733,14947,6194,21141,Tamworth Regional (A)
19399,6,3,9,5,3,8,0,11,11,5,16,21,19,22,41,19,18,37,33,13,46,19,7,26,29,5,34,35,0,35,14,3,17,13,13,26,5,3,8,0,0,0,7,0,7,51,0,51,7,6,13,267,123,390,Unincorporated NSW
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20110,22,31,53,56,47,103,21,169,190,43,430,473,429,256,685,377,180,557,342,137,479,322,82,404,293,39,332,366,53,419,283,10,293,132,23,155,63,0,63,20,0,20,40,0,40,337,15,352,60,60,120,3206,1532,4738,Alpine (S)
20260,30,30,60,42,37,79,32,115,147,49,361,410,361,251,612,344,195,539,326,96,422,285,86,371,260,53,313,338,44,382,273,6,279,119,35,154,63,0,63,16,4,20,24,0,24,282,16,298,69,87,156,2913,1416,4329,Ararat (RC)
20570,100,203,303,213,319,532,182,1026,1208,444,2539,2983,2354,1877,4231,2369,1438,3807,2187,1079,3266,2261,923,3184,2132,640,2772,3264,602,3866,2478,148,2626,1438,274,1712,933,32,965,350,14,364,461,11,472,2065,327,2392,463,599,1062,23694,12051,35745,Ballarat (C)
20660,247,288,535,297,297,594,194,873,1067,358,2076,2434,1888,1581,3469,2048,1219,3267,2182,1006,3188,2263,1067,3330,2290,869,3159,4105,997,5102,3809,218,4027,3261,660,3921,2415,56,2471,1109,30,1139,1704,26,1730,2939,267,3206,547,512,1059,31656,12042,43698,Banyule (C)
20740,61,71,132,110,128,238,55,399,454,140,1042,1182,986,711,1697,853,429,1282,915,279,1194,743,245,988,632,126,758,900,136,1036,574,34,608,424,178,602,206,10,216,96,4,100,127,21,148,712,79,791,211,222,433,7745,4114,11859,Bass Coast (S)
20830,87,96,183,150,138,288,81,366,447,175,971,1146,1172,695,1867,1103,496,1599,1076,371,1447,1045,302,1347,1033,200,1233,1570,226,1796,1136,31,1167,692,120,812,471,11,482,161,0,161,242,5,247,1157,54,1211,295,253,548,11646,4335,15981,Baw Baw (S)
20910,186,197,383,205,219,424,109,545,654,216,1381,1597,927,1270,2197,1045,851,1896,1195,690,1885,1184,728,1912,1296,534,1830,2251,729,2980,2151,99,2250,3656,880,4536,2585,39,2624,1368,17,1385,2871,23,2894,2858,177,3035,383,405,788,24486,8784,33270,Bayside (C)
21010,30,33,63,60,49,109,25,176,201,82,461,543,454,331,785,472,245,717,384,138,522,355,122,477,332,59,391,469,53,522,334,9,343,137,22,159,93,0,93,31,0,31,41,0,41,356,19,375,70,98,168,3725,1815,5540,Benalla (RC)
21110,453,629,1082,366,465,831,153,825,978,301,1901,2202,1272,1975,3247,1477,1476,2953,1842,1335,3177,1785,1568,3353,2039,1314,3353,3755,1699,5454,3619,448,4067,5496,1775,7271,4530,184,4714,2529,89,2618,5528,112,5640,4595,640,5235,500,556,1056,40240,16991,57231,Boroondara (C)
21180,581,412,993,752,369,1121,620,1203,1823,888,2599,3487,4637,1344,5981,4026,1343,5369,3744,1153,4897,4202,1056,5258,3758,640,4398,6202,628,6830,4771,176,4947,2782,310,3092,1718,52,1770,807,15,822,1018,16,1034,4553,283,4836,1413,701,2114,46472,12300,58772,Brimbank (C)
21270,23,23,46,32,29,61,14,102,116,35,276,311,248,150,398,221,89,310,189,49,238,152,48,200,151,25,176,200,18,218,105,10,115,39,17,56,33,0,33,6,3,9,20,0,20,165,8,173,49,86,135,1682,933,2615,Buloke (S)
21370,98,89,187,138,124,262,85,384,469,172,1055,1227,1182,650,1832,1076,478,1554,1060,335,1395,911,255,1166,909,127,1036,1241,138,1379,813,37,850,410,52,462,262,4,266,75,3,78,117,3,120,951,52,1003,253,260,513,9753,4046,13799,Campaspe (S)
21450,130,112,242,180,115,295,119,386,505,230,957,1187,1378,674,2052,1437,638,2075,1559,571,2130,1749,540,2289,1846,362,2208,3255,320,3575,2489,72,2561,1508,140,1648,880,12,892,341,8,349,469,3,472,1779,93,1872,436,250,686,19785,5253,25038,Cardinia (S)
21610,471,361,832,591,343,934,385,940,1325,727,2598,3325,4440,1688,6128,4692,1735,6427,5041,1636,6677,6117,1546,7663,6196,945,7141,10642,906,11548,8509,200,8709,4927,426,5353,2930,57,2987,1293,22,1315,1512,23,1535,6178,284,6462,1404,706,2110,66055,14416,80471,Casey (C)
21670,29,30,59,50,35,85,31,248,279,73,593,666,608,331,939,504,237,741,397,108,505,342,92,434,265,38,303,324,30,354,158,4,162,60,12,72,53,0,53,10,0,10,26,0,26,318,19,337,91,135,226,3339,1912,5251,Central Goldfields (S)
21750,44,50,94,62,80,142,27,205,232,75,632,707,575,450,1025,557,307,864,575,226,801,549,191,740,528,94,622,723,86,809,472,21,493,230,56,286,127,0,127,40,3,43,66,0,66,490,37,527,136,141,277,5276,2579,7855,Colac-Otway (S)
21830,49,42,91,72,57,129,29,175,204,64,470,534,461,321,782,439,208,647,496,146,642,393,116,509,447,73,520,513,67,580,360,10,370,170,43,213,119,0,119,36,0,36,100,3,103,437,21,458,139,118,257,4324,1870,6194,Corangamite (S)
21890,362,504,866,537,515,1052,269,1455,1724,494,3137,3631,3002,1933,4935,2495,1616,4111,2439,1391,3830,2698,1596,4294,2409,1321,3730,4095,1478,5573,3723,454,4177,2776,878,3654,2159,153,2312,1010,62,1072,1393,65,1458,2914,781,3695,737,775,1512,33512,18114,51626,Darebin (C)
22110,104,113,217,198,174,372,118,548,666,251,1447,1698,1592,892,2484,1381,661,2042,1314,381,1695,1104,264,1368,1027,167,1194,1274,146,1420,787,32,819,386,80,466,281,3,284,72,3,75,137,0,137,1216,58,1274,330,318,648,11572,5287,16859,East Gippsland (S)
22170,208,318,526,298,302,600,233,1079,1312,497,2736,3233,2666,1919,4585,2719,1667,4386,2716,1419,4135,3103,1329,4432,2899,825,3724,5024,855,5879,3981,170,4151,2421,361,2782,1427,43,1470,604,17,621,680,18,698,3185,276,3461,731,679,1410,33392,14013,47405,Frankston (C)
22250,33,33,66,64,47,111,27,138,165,62,400,462,377,265,642,344,149,493,349,86,435,305,56,361,252,31,283,283,36,319,183,3,186,76,23,99,34,0,34,14,0,14,30,0,30,251,19,270,80,111,191,2764,1397,4161,Gannawarra (S)
22490,26,34,60,63,27,90,31,107,138,62,240,302,411,184,595,411,149,560,410,119,529,511,90,601,473,62,535,846,52,898,540,11,551,321,25,346,213,4,217,79,0,79,89,0,89,529,13,542,109,58,167,5124,1175,6299,Golden Plains (S)
22620,123,194,317,289,301,590,204,1005,1209,399,2612,3011,2650,1904,4554,2581,1491,4072,2583,1018,3601,2510,922,3432,2446,590,3036,3669,562,4231,2708,159,2867,1482,254,1736,954,27,981,305,5,310,465,7,472,2377,310,2687,536,576,1112,26281,11937,38218,Greater Bendigo (C)
22670,483,354,837,604,350,954,461,1139,1600,669,2677,3346,3620,1623,5243,3509,1422,4931,3200,1048,4248,3529,856,4385,2980,512,3492,4285,505,4790,2866,147,3013,1519,197,1716,871,46,917,359,13,372,480,22,502,3266,244,3510,934,700,1634,33635,11855,45490,Greater Dandenong (C)
22750,325,487,812,631,631,1262,387,2232,2619,821,5427,6248,5385,3656,9041,5066,2777,7843,4894,2145,7039,4755,1951,6706,4637,1274,5911,7541,1392,8933,5927,266,6193,4037,715,4752,2624,76,2700,1009,31,1040,1233,41,1274,5232,499,5731,1204,1218,2422,55708,24818,80526,Greater Geelong (C)
22830,118,121,239,190,167,357,144,571,715,263,1394,1657,1622,970,2592,1498,794,2292,1512,554,2066,1476,487,1963,1411,285,1696,2106,278,2384,1536,78,1614,751,137,888,504,16,520,203,5,208,245,7,252,1426,112,1538,429,400,829,15434,6376,21810,Greater Shepparton (C)
22910,29,57,86,57,72,129,37,227,264,62,519,581,443,290,733,443,218,661,434,140,574,388,129,517,375,81,456,442,68,510,274,8,282,164,32,196,106,3,109,49,3,52,45,0,45,379,25,404,85,83,168,3812,1955,5767,Hepburn (S)
22980,15,18,33,30,18,48,19,66,85,25,234,259,202,138,340,203,108,311,191,49,240,154,38,192,144,26,170,175,19,194,117,6,123,50,10,60,33,0,33,8,0,8,8,0,8,142,3,145,30,62,92,1546,795,2341,Hindmarsh (S)
23110,187,230,417,294,237,531,160,704,864,284,1668,1952,1683,970,2653,1624,900,2524,1516,767,2283,1559,848,2407,1567,642,2209,2699,775,3474,2428,179,2607,2021,465,2486,1566,56,1622,714,25,739,1099,28,1127,2150,221,2371,452,423,875,22003,9138,31141,Hobsons Bay (C)
23190,46,33,79,43,69,112,46,233,279,80,566,646,542,392,934,537,322,859,531,208,739,508,187,695,477,108,585,760,100,860,506,19,525,233,44,277,165,7,172,51,0,51,70,3,73,432,35,467,123,159,282,5150,2485,7635,Horsham (RC)
