lga_name_2016,lga_code_2016,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw
Three Springs (S),58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,8,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Mosman Park (T),55740,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,6,0,10,0,19,0,0,0,0,0,3,0,3,0,30,0,44,0,4,0,0,0,0,0,0,0,21,0,30,0,10,0,0,0,6,0,4,0,25,0,51,5,6,0,12,0,3,0,8,0,22,0,52,7,4,0,16,0,4,0,8,0,13,0,48,8,3,0,7,0,8,0,5,0,11,0,43,28,8,0,14,0,15,0,7,0,16,0,95,30,3,0,18,0,6,0,8,0,9,0,71,24,0,3,11,0,0,0,3,0,5,0,49,13,3,0,0,0,13,0,3,0,11,0,43,63,11,3,35,6,25,0,13
Nannup (S),56300,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,5,0,7,0,11,0,3,0,0,0,0,0,0,0,25,0,31,0,0,0,0,0,3,0,4,0,6,0,14,0,0,0,7,0,0,0,3,0,16,0,25,3,3,0,0,0,3,0,3,0,5,0,21,0,4,0,6,0,3,0,3,0,3,0,16,5,0,0,7,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perth (C),57080,3,0,0,0,0,3,0,0,0,47,0,56,0,3,0,0,0,0,0,5,0,6,0,13,0,0,0,0,0,0,0,10,0,7,0,16,0,0,0,0,0,0,0,9,0,3,0,14,0,3,0,0,0,5,0,11,0,22,0,44,3,3,0,0,0,5,0,18,0,15,0,47,4,19,0,3,0,13,0,18,3,40,0,106,0,18,0,7,0,20,0,19,0,39,0,98,3,32,0,17,0,42,3,16,0,37,0,156,14,16,0,52,0,41,0,6,4,33,0,169,37,10,0,39,4,42,0,8,0,17,0,161,53,11,0,48,0,32,0,6,0,21,0,176,187,13,10,48,11,79,3,12,3,28,0,387,160,13,4,70,5,34,0,7,4,14,0,307,142,9,3,29,0,9,0,3,0,14,0,213,116,0,0,21,4,79,0,0,0,8,0,234,276,22,10,82,13,59,3,19
Pingelly (S),57140,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,0,26,0,0,0,3,0,3,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,3,0,14,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0
Murchison (S),56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murray (S),56230,0,0,0,0,0,0,0,0,0,26,3,36,0,0,0,0,0,0,0,3,0,16,0,18,0,0,0,0,0,0,0,5,0,15,0,27,0,0,0,0,0,0,0,0,0,8,0,8,0,10,0,0,0,3,0,4,3,98,3,126,3,0,0,0,0,0,0,7,0,37,0,60,3,6,0,5,0,6,0,27,0,294,3,348,7,18,0,6,0,11,0,26,0,115,3,185,6,8,0,12,0,21,0,18,0,133,0,203,12,18,3,22,0,18,0,19,4,63,4,165,8,3,0,15,3,19,0,5,3,23,3,87,17,3,3,19,0,19,3,5,3,22,0,95,44,9,0,51,6,32,8,7,5,25,0,188,47,0,0,38,0,13,3,3,3,16,0,127,42,4,0,25,3,3,3,0,0,3,0,79,19,0,0,8,0,14,0,3,0,0,0,54,45,3,0,9,3,11,4,5
Narembeen (S),56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,3,0,0,0,0,3,0,0,0,3,0,11,3,0,0,3,0,3,0,0,0,4,0,9,4,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,5,0,0,9,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0
Nedlands (C),56580,0,0,0,0,0,0,0,0,0,24,0,23,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,26,0,0,0,0,0,0,0,5,0,7,0,18,0,0,0,0,0,3,0,7,0,62,0,79,0,12,0,0,0,3,0,10,0,50,4,75,4,3,0,0,0,8,0,19,0,79,0,120,3,14,0,18,0,5,0,14,0,76,0,131,3,6,0,4,0,12,0,18,0,36,0,80,6,0,0,11,0,8,0,12,0,43,0,85,19,23,0,22,0,20,0,24,0,64,0,176,32,4,0,28,0,13,0,21,3,44,0,142,33,7,0,21,7,8,0,12,0,27,0,118,25,5,0,12,3,31,0,7,0,16,0,107,132,39,3,111,9,58,3,39
Plantagenet (S),57210,4,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,32,3,45,3,0,0,3,0,3,0,9,0,15,0,30,0,4,0,3,0,0,0,9,0,78,0,102,3,0,0,4,0,9,0,5,3,20,0,48,8,10,3,3,0,9,0,6,0,26,0,71,6,4,0,19,0,8,3,3,0,19,0,68,5,6,0,12,0,7,0,5,0,3,0,37,9,8,0,11,0,4,0,0,0,6,0,36,21,3,0,21,0,8,0,7,3,4,0,70,16,3,0,13,0,0,0,0,0,3,0,35,7,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,3,7,3,3,7,0,0,0,0
Narrogin (S),56460,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,7,0,52,3,62,0,6,0,0,0,6,0,0,3,20,0,41,0,10,0,9,0,9,0,3,0,23,0,56,6,0,3,4,0,3,0,0,0,13,0,29,7,3,0,8,0,5,0,0,0,0,0,30,15,0,0,5,0,3,0,0,0,3,0,34,24,4,0,19,3,11,0,0,0,6,0,75,17,3,0,5,0,3,0,0,0,3,0,31,14,0,0,9,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,10,14,0,0,7,0,3,0,0
Peppermint Grove (S),56930,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,13,3,0,0,3,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,7,0,0,0,3,0,14,9,3,0,15,0,6,0,9
Port Hedland (T),57280,3,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,12,0,20,0,0,0,0,0,8,0,3,0,3,0,15,3,0,0,0,0,10,0,3,0,12,0,25,8,0,0,3,0,3,0,4,0,3,0,25,11,0,0,11,0,15,0,3,4,3,0,46,16,0,0,12,0,13,0,0,0,6,0,43,43,5,0,28,0,31,4,3,4,3,0,123,60,0,3,37,7,8,3,0,0,0,0,124,98,0,6,26,6,6,0,0,0,0,0,146,75,0,0,12,5,34,0,3,4,0,0,137,203,0,6,48,18,16,0,0
Quairading (S),57350,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,19,0,27,0,0,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,0,0,0,8,0,12,0,3,0,4,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,7,8,0,0,4,0,3,0,0,0,0,0,15,3,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0
Ravensthorpe (S),57420,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,3,0,0,0,0,0,18,0,22,0,0,0,0,0,3,0,0,0,6,0,16,3,3,0,4,0,3,0,5,0,10,0,18,3,0,0,0,0,3,0,0,0,11,0,19,0,0,0,7,0,0,0,0,0,0,0,9,3,0,0,3,0,4,0,0,0,0,0,13,3,0,0,7,0,5,0,0,0,0,0,21,3,0,0,4,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,3,0,0,0,0
Rockingham (C),57490,3,3,0,0,0,6,0,0,3,145,3,160,3,0,0,3,0,5,0,3,0,67,6,86,3,0,0,0,0,6,0,9,0,61,0,80,0,0,0,0,0,0,0,17,0,38,0,55,3,9,0,0,0,0,0,33,0,386,3,446,0,5,0,0,0,16,0,80,7,135,5,252,3,24,3,8,0,40,0,105,7,1252,15,1459,13,23,0,21,9,114,8,110,6,502,9,823,19,74,3,90,3,184,3,96,18,439,4,932,75,57,3,165,9,178,5,56,13,282,6,842,119,32,8,191,9,132,8,36,9,94,3,637,149,33,7,153,11,147,4,34,11,76,0,631,584,43,19,339,28,275,13,30,30,82,3,1448,493,19,14,253,40,62,19,22,6,25,0,952,375,13,5,114,21,36,12,9,0,14,0,603,214,3,3,28,18,91,3,3,11,13,4,393,276,14,8,91,39,43,6,10
Southern Midlands (M),65010,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,3,0,31,3,40,0,0,0,0,0,0,0,6,0,14,3,29,3,3,0,4,0,17,0,6,0,98,6,135,0,5,0,3,0,6,0,10,3,20,0,47,4,3,3,12,0,19,0,9,7,33,3,88,17,6,0,20,0,5,0,4,0,21,3,76,9,3,0,17,5,7,0,0,0,0,0,40,17,3,0,12,0,9,0,0,0,0,3,42,20,3,3,17,0,8,0,0,0,3,0,56,23,0,0,12,3,0,0,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,9,11,0,0,3,0,4,0,0
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpentine-Jarrahdale (S),57700,3,0,0,0,0,3,0,0,0,42,0,50,0,0,0,0,0,0,0,5,0,12,0,19,0,0,0,0,0,0,0,3,0,19,0,29,0,0,0,0,0,0,0,3,0,12,0,19,0,0,0,0,0,3,0,10,0,63,0,76,0,0,0,0,0,3,0,19,0,23,0,44,3,3,0,3,0,11,0,14,4,188,0,233,0,5,0,14,0,26,0,24,0,72,3,149,17,15,0,19,0,34,3,23,3,76,0,186,27,18,0,51,0,33,3,26,5,36,0,198,27,12,3,47,0,40,3,17,0,7,0,157,69,5,0,66,4,44,0,6,4,6,0,202,193,8,3,98,20,45,3,8,0,22,0,398,135,9,0,70,6,24,3,5,0,4,0,263,94,4,0,26,0,7,0,0,0,3,0,131,51,0,0,13,7,17,0,0,0,7,0,94,69,3,0,26,4,12,3,7
Shark Bay (S),57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,20,0,0,0,0,0,0,0,0,0,10,0,15,0,4,0,0,0,3,0,0,0,3,0,15,8,5,0,0,0,0,0,0,0,3,0,18,4,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
South Perth (C),57840,0,0,0,0,0,0,0,0,0,76,0,81,0,0,0,0,0,0,0,8,0,27,0,33,0,4,0,0,0,0,0,4,0,21,0,33,0,0,0,0,0,4,0,0,0,10,0,17,0,4,0,0,0,0,0,10,0,63,0,87,0,4,0,0,0,6,3,20,3,24,0,66,0,17,0,5,0,11,0,28,0,189,4,249,6,35,0,9,0,25,0,37,8,127,0,246,7,32,0,19,0,57,3,40,3,155,3,322,23,30,0,53,0,42,4,26,9,127,3,308,25,11,0,49,0,43,3,20,6,49,0,206,37,16,0,50,0,51,0,25,0,50,0,243,204,30,9,106,9,85,0,29,3,63,0,541,202,24,0,94,17,37,0,21,7,43,0,446,155,14,3,70,13,15,3,14,0,25,0,311,131,0,3,27,10,55,0,12,3,16,0,259,364,36,10,118,12,79,6,30
Stirling (C),57910,4,4,0,7,0,0,0,3,3,299,4,322,0,0,0,0,0,0,0,11,0,130,0,147,0,6,0,0,0,4,0,44,6,78,0,139,0,3,0,0,0,5,0,36,0,42,0,80,4,16,0,3,0,11,0,74,5,547,13,673,4,26,0,10,0,28,0,116,7,207,3,404,10,105,3,16,0,90,6,204,16,1569,22,2044,9,135,4,50,3,172,9,175,20,757,12,1341,22,202,6,218,8,276,13,212,24,816,12,1816,147,157,8,299,12,241,16,162,15,567,7,1630,182,81,0,328,14,212,10,90,24,187,3,1130,306,95,8,319,16,180,9,73,17,201,4,1232,1171,141,28,602,53,317,17,110,30,247,8,2724,1069,69,16,419,52,141,7,61,3,95,3,1944,858,35,13,282,50,71,15,28,4,55,5,1424,636,14,6,104,33,144,8,23,5,36,0,996,1147,79,32,366,64,194,12,70
Perenjori (S),57000,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
West Coast (M),65610,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,32,0,41,0,0,0,0,0,0,0,8,0,10,0,21,0,3,0,0,0,6,0,5,0,68,0,83,0,0,0,0,0,5,0,3,0,15,0,32,3,4,0,3,0,11,0,6,0,21,0,38,3,3,3,5,3,10,0,3,0,13,0,46,0,0,0,10,0,7,0,3,0,0,0,23,7,3,0,10,0,9,0,4,0,3,0,29,18,0,0,16,3,7,3,0,0,3,0,56,14,0,0,5,0,5,0,0,0,0,0,26,4,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0
West Tamar (M),65810,0,0,0,0,0,0,0,0,0,26,0,29,0,0,0,3,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,5,0,12,0,20,0,0,0,0,0,0,0,0,0,10,0,12,0,3,0,0,0,0,0,9,0,112,0,129,0,0,0,0,0,4,0,18,6,45,0,77,4,14,0,5,0,15,0,51,3,427,13,535,3,22,0,15,0,30,5,46,8,153,5,291,16,23,3,45,3,41,4,35,8,136,0,314,36,27,0,55,0,35,0,19,0,84,5,266,28,10,0,45,0,27,0,18,3,28,0,164,36,13,3,47,0,21,4,8,0,23,0,154,109,19,4,65,7,32,3,12,0,22,0,269,83,7,3,40,0,12,3,8,0,13,0,176,27,0,3,16,3,3,0,3,0,3,0,65,16,3,0,3,0,7,0,4,0,3,0,41,26,0,0,21,4,10,0,0
Toodyay (S),58330,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,0,39,0,0,0,3,0,0,0,8,0,16,0,24,3,3,0,0,0,3,0,9,0,79,0,102,3,3,0,5,0,10,0,12,0,30,0,66,3,3,0,3,0,11,0,9,0,31,0,66,0,5,0,10,0,6,0,0,3,24,0,59,8,0,0,7,0,9,0,4,0,7,0,39,3,3,0,11,0,11,0,3,0,0,0,39,18,4,0,12,0,10,0,3,6,6,0,51,22,3,0,12,0,4,0,0,0,3,0,45,10,0,0,3,0,0,0,0,0,0,0,19,6,0,0,0,0,10,0,0,0,4,0,26,9,7,0,5,0,4,0,0
Waroona (S),58820,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,26,0,32,0,0,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,3,0,60,0,59,0,3,0,0,0,0,0,3,0,25,0,39,4,4,0,3,0,8,0,3,3,18,0,44,4,6,0,4,0,5,0,0,0,11,0,37,0,0,0,9,0,4,0,3,0,8,0,21,6,0,0,8,0,7,0,0,0,4,0,28,7,0,0,11,0,13,0,0,0,3,0,38,7,3,0,11,0,5,0,0,0,0,0,35,6,0,0,3,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,0,3,0,0,10,9,0,0,0,0,0,0,0
