LGA_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,LGA_NAME11
11300,4692,5081,5947,4030,4110,3163,2090,1684,777,31574,9,11,15,14,11,0,3,3,0,66,50,105,156,81,102,81,58,45,18,696,0,9,3,8,3,3,3,0,0,29,3,3,3,5,4,3,3,3,0,27,0,0,0,0,4,4,0,0,0,8,0,0,0,0,4,0,0,0,0,4,3,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,120,162,94,120,91,67,48,18,776,65,131,177,108,131,91,70,51,18,842,4757,5212,6124,4138,4241,3254,2160,1735,795,32416,Burwood (A)
11600,529,228,265,336,374,293,211,119,33,2388,0,6,3,0,6,0,0,0,0,15,9,13,22,15,23,6,9,6,0,103,0,3,0,0,4,8,8,0,0,23,0,0,7,5,6,7,0,0,0,25,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,16,29,20,38,25,17,9,0,163,9,22,32,20,44,25,17,9,0,178,538,250,297,356,418,318,228,128,33,2566,Carrathool (A)
11700,392,216,226,238,261,262,174,53,11,1833,3,5,10,0,3,3,3,3,0,30,13,42,42,37,59,52,12,11,0,268,3,15,8,14,11,23,25,3,0,102,3,5,6,0,5,0,0,3,0,22,3,5,7,12,8,19,13,3,0,70,0,3,3,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,22,73,66,63,87,98,57,20,0,486,25,78,76,63,90,101,60,23,0,516,417,294,302,301,351,363,234,76,11,2349,Central Darling (A)
11720,10547,6135,5966,6450,6470,6201,3753,2222,827,48571,16,20,22,15,11,11,3,4,0,102,214,345,269,244,207,251,128,59,38,1755,0,3,8,4,6,10,9,9,5,54,4,7,17,10,21,31,20,4,0,114,0,3,4,0,9,4,4,0,0,24,5,0,0,10,7,5,0,0,0,27,5,0,0,0,4,7,0,0,0,16,0,6,3,0,0,0,0,0,0,9,3,0,0,4,6,9,3,0,0,25,0,0,0,0,0,0,0,0,0,0,231,364,301,272,260,317,164,72,43,2024,247,384,323,287,271,328,167,76,43,2126,10794,6519,6289,6737,6741,6529,3920,2298,870,50697,Cessnock (C)
11730,8928,4880,3639,5338,6746,7126,5340,3271,1196,46464,30,13,13,8,19,13,7,6,4,113,270,317,213,219,311,409,471,199,53,2462,14,7,14,12,25,99,163,51,3,388,35,41,59,56,61,141,121,19,4,537,4,0,0,6,8,14,19,4,3,58,4,7,0,4,0,9,4,3,0,31,0,0,0,0,0,17,11,3,0,31,0,0,0,0,0,0,0,0,0,0,6,3,9,0,4,6,14,6,3,51,0,0,0,0,0,0,0,0,0,0,333,375,295,297,409,695,803,285,66,3558,363,388,308,305,428,708,810,291,70,3671,9291,5268,3947,5643,7174,7834,6150,3562,1266,50135,Clarence Valley (A)
11750,983,530,611,563,645,477,288,163,49,4309,3,3,3,3,0,3,3,0,0,18,49,68,67,74,92,68,31,11,3,463,0,7,7,3,11,34,28,9,4,103,0,7,8,5,3,3,13,0,0,39,3,0,5,6,3,14,10,3,0,44,0,0,0,5,0,10,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,82,87,93,109,132,82,23,7,667,55,85,90,96,109,135,85,23,7,685,1038,615,701,659,754,612,373,186,56,4994,Cobar (A)
11800,12695,7574,6185,7989,9360,9042,6053,3845,1618,64361,20,23,17,25,23,18,8,5,3,142,322,475,407,335,455,556,516,190,92,3348,32,13,30,34,49,178,317,114,20,787,59,48,86,57,68,102,55,24,4,503,3,4,5,13,7,22,32,21,0,107,3,3,3,5,11,16,3,3,3,50,6,4,0,4,9,24,30,13,0,90,0,8,3,3,4,4,0,0,0,22,5,0,6,3,3,22,33,25,3,100,0,0,3,0,0,0,0,0,0,3,430,555,543,454,606,924,986,390,122,5010,450,578,560,479,629,942,994,395,125,5152,13145,8152,6745,8468,9989,9984,7047,4240,1743,69513,Coffs Harbour (C)
11860,358,133,141,196,241,205,132,42,9,1457,3,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,0,3,0,15,0,4,3,0,0,5,5,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,6,6,3,8,9,3,0,48,6,10,6,6,3,8,9,3,0,51,364,143,147,202,244,213,141,45,9,1508,Conargo (A)
12000,900,393,293,467,564,486,413,250,98,3864,0,0,0,0,0,0,0,0,4,4,10,10,8,4,8,10,14,4,0,68,0,0,3,3,3,0,0,0,0,9,3,0,3,0,0,3,0,0,0,9,3,3,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,16,14,10,14,13,14,4,0,104,19,16,14,10,14,13,14,4,4,108,919,409,307,477,578,499,427,254,102,3972,Coolamon (A)
12050,1802,971,808,1223,1462,1212,889,530,240,9137,9,6,3,10,3,8,0,0,0,39,112,69,58,52,40,66,22,6,6,431,5,0,4,0,7,4,3,0,0,23,26,0,6,8,6,3,7,3,0,59,0,0,0,0,0,0,8,3,0,11,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,6,11,10,6,5,0,0,72,0,0,0,0,0,0,0,0,0,0,165,85,78,71,63,79,45,12,6,604,174,91,81,81,66,87,45,12,6,643,1976,1062,889,1304,1528,1299,934,542,246,9780,Cooma-Monaro (A)
12150,797,412,362,461,536,517,365,239,68,3757,9,4,3,3,4,3,0,0,0,26,25,40,32,25,20,27,8,7,0,184,0,4,0,0,0,7,3,0,0,14,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,4,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,32,25,28,38,20,7,0,219,34,48,35,28,32,41,20,7,0,245,831,460,397,489,568,558,385,246,68,4002,Coonamble (A)
12200,1338,649,543,771,975,1020,857,534,186,6873,10,6,3,0,0,3,7,0,0,29,27,57,17,20,25,33,21,5,7,212,0,0,5,4,3,0,4,3,0,19,3,3,6,0,4,0,0,3,3,22,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,30,63,28,29,38,33,25,14,10,270,40,69,31,29,38,36,32,14,10,299,1378,718,574,800,1013,1056,889,548,196,7172,Cootamundra (A)
12300,1963,1001,850,1183,1381,1505,1258,838,283,10262,0,3,3,4,0,3,0,0,0,13,25,24,33,16,29,26,20,9,3,185,24,42,35,35,49,103,91,41,5,425,0,5,0,4,7,7,4,0,0,27,0,0,3,3,3,6,8,3,0,26,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,3,3,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,49,74,74,67,88,148,129,53,8,690,49,77,77,71,88,151,129,53,8,703,2012,1078,927,1254,1469,1656,1387,891,291,10965,Corowa Shire (A)
12350,2252,1228,965,1335,1533,1726,1348,814,309,11510,4,0,0,4,0,4,4,0,0,16,56,73,56,41,46,76,43,17,11,419,0,6,0,3,4,4,6,0,0,23,10,3,8,8,23,38,10,3,0,103,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,15,0,0,0,0,0,0,0,0,0,0,66,86,64,52,73,133,68,20,11,573,70,86,64,56,73,137,72,20,11,589,2322,1314,1029,1391,1606,1863,1420,834,320,12099,Cowra (A)
12500,1319,746,571,820,915,937,677,517,202,6704,4,6,4,0,0,4,4,0,0,22,12,23,20,32,41,33,23,20,11,215,0,18,8,19,17,16,19,6,0,103,0,4,3,0,10,3,0,0,0,20,3,0,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,45,34,56,68,56,42,26,11,356,22,51,38,56,68,60,46,26,11,378,1341,797,609,876,983,997,723,543,213,7082,Deniliquin (A)
12600,8462,4830,4332,4681,4967,4023,2723,1722,684,36424,21,7,12,7,5,8,0,0,0,60,295,510,319,298,346,292,174,69,28,2331,19,25,21,20,22,48,90,18,0,263,15,12,18,21,16,33,18,15,4,152,3,8,3,3,9,21,13,3,0,63,0,3,3,3,4,12,8,0,0,33,0,5,3,4,3,3,5,4,0,27,0,0,3,0,3,0,0,0,0,6,0,3,0,0,3,3,6,3,0,18,0,0,0,0,0,0,0,0,0,0,332,566,370,349,406,412,314,112,32,2893,353,573,382,356,411,420,314,112,32,2953,8815,5403,4714,5037,5378,4443,3037,1834,716,39377,Dubbo (C)
12700,1532,848,644,994,1292,1187,843,394,155,7889,5,3,3,7,4,4,0,0,0,26,27,48,36,27,27,43,29,15,8,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,48,39,27,27,54,38,15,8,283,32,51,42,34,31,58,38,15,8,309,1564,899,686,1028,1323,1245,881,409,163,8198,Dungog (A)
12750,5701,2860,2237,3533,4610,5680,4615,2774,1078,33088,15,18,6,8,11,5,9,5,8,85,128,167,147,142,202,230,149,97,34,1296,30,18,25,33,36,90,90,75,14,411,7,6,10,6,7,16,18,7,3,80,0,3,3,0,3,12,8,0,0,29,0,0,8,5,4,5,0,0,0,22,0,0,3,0,3,3,8,3,0,20,3,3,0,3,3,0,0,0,0,12,17,35,31,20,35,58,72,21,3,292,0,0,0,0,0,0,0,0,0,0,185,232,227,209,293,414,345,203,54,2162,200,250,233,217,304,419,354,208,62,2247,5901,3110,2470,3750,4914,6099,4969,2982,1140,35335,Eurobodalla (A)
12850,37628,27476,24198,24859,26376,20902,11977,7626,2398,183440,78,45,46,62,45,24,14,11,7,332,542,522,674,484,387,280,175,152,85,3301,0,11,16,10,7,8,5,3,0,60,12,12,6,8,12,11,18,3,0,82,0,0,3,3,4,0,5,0,0,15,0,0,5,3,4,5,3,0,0,20,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,554,545,711,515,417,304,206,161,85,3498,632,590,757,577,462,328,220,172,92,3830,38260,28066,24955,25436,26838,21230,12197,7798,2490,187270,Fairfield (C)
12900,1883,949,827,988,1132,1144,890,567,218,8598,13,4,3,4,4,4,0,0,0,32,31,50,50,44,54,37,25,16,3,310,0,3,3,0,5,29,14,8,0,62,0,0,0,3,3,3,8,3,0,20,3,0,0,0,0,11,3,0,0,17,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,34,61,57,47,65,85,53,27,3,432,47,65,60,51,69,89,53,27,3,464,1930,1014,887,1039,1201,1233,943,594,221,9062,Forbes (A)
12950,846,412,355,459,610,542,464,274,104,4066,4,5,4,0,4,0,0,3,3,23,22,25,20,16,34,29,33,8,5,192,3,0,0,0,3,11,16,6,0,39,0,0,0,0,3,7,5,0,0,15,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,19,43,47,64,14,5,262,29,30,24,19,47,47,64,17,8,285,875,442,379,478,657,589,528,291,112,4351,Gilgandra (A)
13010,1528,792,727,885,1204,1193,974,586,204,8093,4,11,6,4,0,3,0,0,0,28,35,57,43,30,50,46,32,17,13,323,0,0,0,0,0,5,3,4,0,12,3,12,10,11,8,6,14,6,5,75,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,69,57,41,58,64,49,30,18,424,42,80,63,45,58,67,49,30,18,452,1570,872,790,930,1262,1260,1023,616,222,8545,Glen Innes Severn (A)
13050,749,384,310,513,635,740,624,381,133,4469,6,3,0,0,3,3,0,0,3,18,21,40,34,38,36,38,25,21,5,258,0,0,0,0,3,3,3,0,0,9,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,34,38,42,45,31,21,5,280,27,46,34,38,45,48,31,21,8,298,776,430,344,551,680,788,655,402,141,4767,Gloucester (A)
13100,29707,18399,15531,20232,22176,19442,14115,10289,4884,154775,27,40,17,25,29,20,22,20,24,224,607,901,631,469,513,490,380,301,194,4486,3,5,25,29,19,40,27,10,4,162,11,30,20,26,40,48,49,7,3,234,0,7,7,5,12,10,7,0,0,48,3,3,3,11,5,11,5,3,0,44,4,3,3,0,5,11,5,0,0,31,0,3,0,0,0,0,4,0,0,7,4,9,6,3,3,10,14,3,3,55,0,0,0,0,0,0,0,0,0,0,632,961,695,543,597,620,491,324,204,5067,659,1001,712,568,626,640,513,344,228,5291,30366,19400,16243,20800,22802,20082,14628,10633,5112,160066,Gosford (C)
13310,5057,3069,2790,3469,3723,3413,2486,1484,554,26045,12,6,10,7,3,6,5,3,0,52,113,240,238,192,161,167,93,58,13,1275,3,5,4,12,15,22,26,4,0,91,3,4,10,9,6,14,6,3,0,55,0,4,3,7,6,4,3,3,0,30,8,3,3,6,4,7,0,0,0,31,0,0,3,3,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,3,13,10,3,8,12,4,0,0,53,0,0,0,0,0,0,0,0,0,0,130,269,271,232,203,226,136,68,13,1548,142,275,281,239,206,232,141,71,13,1600,5199,3344,3071,3708,3929,3645,2627,1555,567,27645,Goulburn Mulwaree (A)
13320,5117,2685,2063,3172,4161,5019,5085,3360,1267,31929,3,11,8,5,11,5,16,7,5,71,196,199,167,169,224,325,416,186,64,1946,6,10,6,5,15,62,105,42,6,257,17,17,12,13,20,22,21,9,3,134,0,3,3,0,0,5,3,3,3,20,3,0,6,3,3,7,0,3,0,25,7,0,0,0,3,11,8,0,0,29,0,0,0,3,0,0,0,0,0,3,4,3,3,4,3,5,12,6,0,40,0,0,0,0,0,0,0,0,0,0,233,232,197,197,268,437,565,249,76,2454,236,243,205,202,279,442,581,256,81,2525,5353,2928,2268,3374,4440,5461,5666,3616,1348,34454,Great Lakes (A)
13340,2031,989,770,1109,1412,1392,925,476,197,9301,11,4,4,5,4,7,0,0,0,35,23,32,41,17,29,22,15,8,6,193,8,10,13,10,11,14,12,9,3,90,5,0,5,3,0,0,4,0,0,17,0,0,0,3,0,3,5,0,0,11,0,0,0,0,0,10,3,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,36,42,62,33,46,52,42,17,9,339,47,46,66,38,50,59,42,17,9,374,2078,1035,836,1147,1462,1451,967,493,206,9675,Greater Hume Shire (A)
13380,8388,4453,3350,4842,6196,6671,5408,3196,1201,43705,25,11,15,21,16,16,6,5,0,115,200,299,195,148,198,286,213,114,54,1707,6,0,4,4,8,30,35,17,0,104,5,16,14,23,22,17,21,6,0,124,3,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,0,3,0,13,0,0,4,0,4,0,4,0,0,12,0,0,0,0,4,0,0,0,0,4,0,6,4,0,0,7,6,0,0,23,0,0,0,0,0,0,0,0,0,0,218,321,221,178,236,343,279,140,54,1990,243,332,236,199,252,359,285,145,54,2105,8631,4785,3586,5041,6448,7030,5693,3341,1255,45810,Greater Taree (C)
13450,5352,2970,2931,3112,3135,2502,1604,1221,453,23280,22,11,7,4,3,3,4,0,0,54,77,143,158,91,110,98,65,29,15,786,5,12,15,16,21,23,8,7,0,107,4,0,7,6,10,3,6,4,0,40,0,0,5,0,3,5,8,3,0,24,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,4,14,7,3,0,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,90,173,192,116,144,142,90,43,15,1005,112,184,199,120,147,145,94,43,15,1059,5464,3154,3130,3232,3282,2647,1698,1264,468,24339,Griffith (C)
13500,776,349,311,408,495,475,380,198,76,3468,0,4,0,0,0,0,6,0,0,10,13,17,13,11,20,19,19,10,7,129,0,3,0,0,0,8,20,7,0,38,0,0,0,0,0,4,3,0,0,7,3,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,16,27,13,15,24,38,49,17,7,206,16,31,13,15,24,38,55,17,7,216,792,380,324,423,519,513,435,215,83,3684,Gundagai (A)
13550,2460,1350,1212,1345,1563,1395,1067,722,255,11369,5,3,0,3,0,3,3,3,3,23,65,112,102,96,107,73,55,17,12,639,3,4,3,3,4,6,8,9,0,40,3,10,8,5,13,13,5,0,0,57,0,3,0,3,3,3,4,0,0,16,3,0,3,0,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,74,129,116,112,130,98,82,26,12,779,79,132,116,115,130,101,85,29,15,802,2539,1482,1328,1460,1693,1496,1152,751,270,12171,Gunnedah (A)
13650,946,434,377,506,563,575,401,243,81,4126,3,3,3,3,3,0,0,3,3,21,11,14,11,15,13,13,6,5,0,88,3,6,0,0,0,3,0,0,0,12,0,0,3,0,0,8,6,0,0,17,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,14,15,13,24,18,5,0,127,21,23,17,18,16,24,18,8,3,148,967,457,394,524,579,599,419,251,84,4274,Guyra (A)
13660,901,379,401,576,657,657,601,319,126,4617,5,4,3,3,4,0,3,3,0,25,24,41,15,20,30,24,13,12,6,185,0,0,0,0,0,3,3,3,0,9,0,3,3,3,7,8,3,0,0,27,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,18,23,40,35,22,15,6,227,29,48,21,26,44,35,25,18,6,252,930,427,422,602,701,692,626,337,132,4869,Gwydir (A)
13700,672,279,297,374,468,533,421,231,82,3357,0,6,0,3,0,3,3,0,0,15,10,12,8,10,11,16,9,9,5,90,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,10,12,13,10,17,22,13,9,5,111,10,18,13,13,17,25,16,9,5,126,682,297,310,387,485,558,437,240,87,3483,Harden (A)
13800,13084,8637,6969,8648,8885,6788,4068,1983,815,59877,18,20,18,10,16,15,6,0,0,103,297,383,262,187,187,157,102,57,51,1683,0,19,23,14,11,17,6,3,3,96,9,14,29,29,15,18,11,8,3,136,0,4,13,8,3,3,0,3,0,34,3,3,3,6,12,6,3,0,0,36,0,4,3,4,4,3,0,4,0,22,0,0,0,6,6,0,0,0,0,12,3,0,8,5,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,312,427,341,259,238,204,126,75,57,2039,330,447,359,269,254,219,132,75,57,2142,13414,9084,7328,8917,9139,7007,4200,2058,872,62019,Hawkesbury (C)
13850,581,267,223,323,461,325,289,193,57,2719,3,0,6,0,4,3,0,0,0,16,7,22,20,16,33,25,32,6,3,164,3,3,10,3,4,17,9,9,0,58,0,0,0,0,6,7,3,0,0,16,0,3,0,5,4,10,12,6,0,40,0,3,4,3,0,0,4,0,0,14,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,31,34,31,47,66,60,21,3,303,13,31,40,31,51,69,60,21,3,319,594,298,263,354,512,394,349,214,60,3038,Hay (A)
13950,20462,12400,17139,14004,11740,9464,6210,3851,1495,96765,24,15,27,22,10,12,9,4,3,126,226,273,329,239,174,143,88,75,64,1611,0,3,3,3,3,3,3,3,0,21,5,3,4,12,8,6,8,0,0,46,0,0,7,0,0,3,0,0,0,10,0,3,3,0,3,3,3,0,3,18,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,231,285,350,257,191,164,102,78,67,1725,255,300,377,279,201,176,111,82,70,1851,20717,12700,17516,14283,11941,9640,6321,3933,1565,98616,Holroyd (C)
