lga_code16,m_australia_e,m_australia_om_ie,m_australia_om_uie,m_australia_cfw,m_australia_es_ns,m_australia_tot,m_canada_e,m_canada_om_ie,m_canada_om_uie,m_canada_cfw,m_canada_es_ns,m_canada_tot,m_china_e,m_china_om_ie,m_china_om_uie,m_china_cfw,m_china_es_ns,m_china_tot,m_croatia_e,m_croatia_om_ie,m_croatia_om_uie,m_croatia_cfw,m_croatia_es_ns,m_croatia_tot,m_egypt_e,m_egypt_om_ie,m_egypt_om_uie,m_egypt_cfw,m_egypt_es_ns,m_egypt_tot,m_fiji_e,m_fiji_om_ie,m_fiji_om_uie,m_fiji_cfw,m_fiji_es_ns,m_fiji_tot,m_fyrom_e,m_fyrom_om_ie,m_fyrom_om_uie,m_fyrom_cfw,m_fyrom_es_ns,m_fyrom_tot,m_germany_e,m_germany_om_ie,m_germany_om_uie,m_germany_cfw,m_germany_es_ns,m_germany_tot,m_greece_e,m_greece_om_ie,m_greece_om_uie,m_greece_cfw,m_greece_es_ns,m_greece_tot,m_hongkong_e,m_hongkong_om_ie,m_hongkong_om_uie,m_hongkong_cfw,m_hongkong_es_ns,m_hongkong_tot,m_india_e,m_india_om_ie,m_india_om_uie,m_india_cfw,m_india_es_ns,m_india_tot,m_indonesia_e,m_indonesia_om_ie,m_indonesia_om_uie,m_indonesia_cfw,m_indonesia_es_ns,m_indonesia_tot,m_iran_e,m_iran_om_ie,m_iran_om_uie,m_iran_cfw,m_iran_es_ns,m_iran_tot,m_iraq_e,m_iraq_om_ie,m_iraq_om_uie,m_iraq_cfw,m_iraq_es_ns,m_iraq_tot,m_ireland_e,m_ireland_om_ie,m_ireland_om_uie,m_ireland_cfw,m_ireland_es_ns,m_ireland_tot,m_italy_e,m_italy_om_ie,m_italy_om_uie,m_italy_cfw,m_italy_es_ns,m_italy_tot,m_japan_e,m_japan_om_ie,m_japan_om_uie,m_japan_cfw,m_japan_es_ns,m_japan_tot,m_koreasouth_e,m_koreasouth_om_ie,m_koreasouth_om_uie,m_koreasouth_cfw,m_koreasouth_es_ns,m_koreasouth_tot,m_lebanon_e,m_lebanon_om_ie,m_lebanon_om_uie,m_lebanon_cfw,m_lebanon_es_ns,m_lebanon_tot,m_malaysia_e,m_malaysia_om_ie,m_malaysia_om_uie,m_malaysia_cfw,m_malaysia_es_ns,m_malaysia_tot,m_malta_e,m_malta_om_ie,m_malta_om_uie,m_malta_cfw,m_malta_es_ns,m_malta_tot,m_netherlands_e,m_netherlands_om_ie,m_netherlands_om_uie,m_netherlands_cfw,m_netherlands_es_ns,m_netherlands_tot,m_nz_e,m_nz_om_ie,m_nz_om_uie,m_nz_cfw,m_nz_es_ns,m_nz_tot,m_pakistan_e,m_pakistan_om_ie,m_pakistan_om_uie,m_pakistan_cfw,m_pakistan_es_ns,m_pakistan_tot,m_philippines_e,m_philippines_om_ie,m_philippines_om_uie,m_philippines_cfw,m_philippines_es_ns,m_philippines_tot,m_poland_e,m_poland_om_ie,m_poland_om_uie,m_poland_cfw,m_poland_es_ns,m_poland_tot,m_singapore_e,m_singapore_om_ie,m_singapore_om_uie,m_singapore_cfw,m_singapore_es_ns,m_singapore_tot,m_sthafrica_e,m_sthafrica_om_ie,m_sthafrica_om_uie,m_sthafrica_cfw,m_sthafrica_es_ns,m_sthafrica_tot,m_srilanka_e,m_srilanka_om_ie,m_srilanka_om_uie,m_srilanka_cfw,m_srilanka_es_ns,m_srilanka_tot,m_thailand_e,m_thailand_om_ie,m_thailand_om_uie,m_thailand_cfw,m_thailand_es_ns,m_thailand_tot,m_turkey_e,m_turkey_om_ie,m_turkey_om_uie,m_turkey_cfw,m_turkey_es_ns,m_turkey_tot,m_uk_e,m_uk_om_ie,m_uk_om_uie,m_uk_cfw,m_uk_es_ns,m_uk_tot,m_usa_e,m_usa_om_ie,m_usa_om_uie,m_usa_cfw,m_usa_es_ns,m_usa_tot,m_vietnam_e,m_vietnam_om_ie,lga_name16
14000,9944,1584,1184,167,111,12982,46,13,3,0,0,60,507,141,151,28,9,828,18,3,4,0,0,28,37,14,3,0,0,53,71,6,6,3,0,83,6,0,3,0,0,8,42,13,13,0,0,73,9,3,3,3,0,24,179,29,35,6,0,245,613,96,47,11,3,770,68,9,6,0,0,78,134,39,46,8,3,222,29,5,12,0,3,47,73,13,7,0,0,94,61,20,33,6,0,121,17,4,10,3,0,29,216,68,81,11,10,385,57,28,25,9,3,119,90,29,23,0,0,136,10,3,4,0,0,21,33,9,9,0,0,54,311,64,42,3,6,428,77,11,7,0,0,103,309,14,8,7,3,341,34,10,9,0,0,52,37,10,9,3,0,56,174,64,29,3,3,274,121,36,8,0,3,167,51,7,5,0,0,70,21,5,3,0,0,27,699,166,129,19,8,1021,77,19,9,4,0,109,100,10,Hornsby (A)
14100,658,201,129,24,7,1017,7,0,0,0,0,4,43,18,6,3,0,70,0,0,0,0,0,0,4,3,3,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,3,17,3,3,0,0,25,65,3,0,3,0,76,7,0,0,0,0,7,10,3,3,0,0,15,7,0,0,0,0,5,10,4,0,0,0,13,16,10,0,0,0,29,6,0,0,0,0,6,17,3,0,0,0,23,11,7,7,0,0,22,7,0,3,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,17,10,5,0,0,31,11,3,0,0,0,11,24,0,0,0,0,21,0,0,4,0,0,3,3,3,0,0,0,6,11,0,0,0,0,14,20,0,0,0,0,20,10,0,0,0,0,11,3,4,3,3,0,8,44,18,11,0,0,81,5,0,0,0,0,10,8,3,Hunters Hill (A)
14170,12722,2359,1810,200,149,17241,51,18,11,3,0,79,1133,280,215,44,17,1692,38,15,8,0,0,56,80,37,17,4,3,134,142,11,11,4,0,165,77,12,5,0,0,93,77,17,26,0,4,126,170,56,44,5,7,278,220,35,20,3,3,279,845,56,49,9,12,970,322,16,17,0,3,358,79,15,20,6,5,116,79,6,15,0,3,109,185,50,46,0,0,275,384,90,70,16,14,571,42,11,7,0,0,62,195,55,38,12,3,298,200,82,73,6,5,373,125,30,22,0,4,186,20,4,3,0,0,31,28,6,13,0,0,49,648,141,104,12,8,905,173,18,26,0,3,222,459,15,19,4,0,494,48,10,12,0,0,77,54,10,3,3,0,66,146,49,22,0,3,219,161,5,10,0,3,174,219,13,18,3,10,261,82,21,25,3,0,125,1055,281,231,27,13,1614,113,20,37,9,0,178,554,112,Inner West (A)
14200,2157,186,409,151,56,2951,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,26,0,0,0,0,0,0,44,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,3,12,0,0,41,0,0,0,0,0,4,6,0,Inverell (A)
14400,1361,251,378,61,26,2078,0,0,0,0,0,3,4,3,4,0,0,13,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,7,3,0,3,0,0,8,3,3,0,0,0,7,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,15,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,27,8,9,0,0,44,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,60,14,23,9,0,109,11,0,0,0,0,16,0,0,Kiama (A)
14500,4817,1298,833,132,59,7136,17,4,4,0,0,24,313,172,97,39,0,623,13,4,3,0,3,27,19,3,3,0,0,28,41,4,3,0,0,49,11,0,3,0,0,16,36,6,5,4,0,56,20,7,7,0,0,35,122,29,33,5,0,189,259,48,16,4,4,342,54,8,6,0,0,72,61,28,27,4,0,120,9,0,4,0,0,13,40,16,10,0,0,66,49,19,14,3,0,81,28,12,5,0,0,43,143,64,49,11,3,266,31,25,18,8,5,88,50,24,16,3,0,98,4,0,0,0,0,3,19,5,0,0,0,26,190,83,42,7,3,326,30,14,0,0,0,43,159,4,7,0,0,166,19,7,4,0,0,28,30,10,3,3,0,43,198,128,61,7,3,402,68,6,3,3,0,82,56,4,4,0,0,67,12,3,3,0,0,16,478,219,124,21,4,839,46,18,11,0,0,81,43,19,Ku-ring-gai (A)
14550,755,91,294,99,27,1261,3,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,10,0,0,28,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,14,3,0,47,0,0,0,0,0,3,0,0,Kyogle (A)
14600,640,99,245,115,26,1119,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,Lachlan (A)
14650,19167,2286,2058,279,218,24013,39,7,7,3,0,50,83,26,19,3,0,136,11,0,4,0,0,19,16,0,0,0,0,14,23,0,3,0,3,34,14,9,6,0,0,28,26,11,9,3,0,53,3,7,3,0,0,9,7,4,5,0,0,20,126,37,12,0,5,186,24,3,0,0,0,26,10,4,0,0,0,8,9,0,0,0,0,9,40,12,5,0,0,56,24,6,16,0,0,46,7,0,3,0,0,6,55,10,3,0,0,77,5,3,3,0,0,7,30,10,11,0,0,49,14,0,0,0,0,16,24,14,6,0,0,45,336,54,41,6,4,447,39,3,3,0,3,51,83,6,7,0,0,95,17,0,5,0,0,21,11,5,3,0,0,19,84,17,13,0,0,115,29,6,3,0,0,40,32,0,3,3,0,36,7,0,0,0,0,7,561,106,99,22,10,789,68,11,15,0,0,89,29,5,Lake Macquarie (C)
14700,3445,523,335,34,26,4369,39,6,3,0,0,48,284,49,35,9,0,374,12,3,4,0,0,18,13,0,0,0,0,17,35,3,0,0,0,41,7,3,0,0,0,8,33,7,8,0,0,41,13,3,0,0,0,21,56,3,10,0,0,74,318,13,10,5,0,346,73,3,0,0,0,82,70,17,6,3,0,95,14,0,3,0,0,24,48,10,4,0,0,66,45,13,11,0,0,66,45,0,3,0,0,50,128,20,16,3,0,169,25,16,3,0,0,43,63,9,0,0,0,73,3,0,0,0,0,3,21,0,0,0,0,17,169,33,15,4,0,218,42,0,0,0,0,45,138,5,4,0,0,148,19,0,5,0,0,24,9,4,3,3,0,18,102,24,16,3,0,148,62,0,0,0,0,69,57,3,0,0,0,58,10,3,0,0,0,18,441,66,38,4,3,560,65,4,9,0,0,84,75,7,Lane Cove (A)
14750,1653,151,218,81,35,2134,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,28,4,4,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,33,0,0,0,0,0,0,30,0,0,0,0,31,4,0,0,0,0,4,0,0,0,0,0,0,10,3,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,28,7,3,0,0,32,4,0,0,0,0,4,3,0,Leeton (A)
14850,6405,482,1014,178,106,8183,14,4,4,0,0,26,14,3,3,0,0,17,0,0,0,0,0,0,5,0,0,0,0,4,10,0,3,0,0,10,0,0,0,0,0,0,27,6,7,0,0,43,0,0,0,0,0,0,4,0,0,0,0,8,29,4,7,0,0,41,3,0,0,0,0,3,9,0,0,0,0,5,0,0,0,0,0,3,25,0,3,0,0,28,10,7,3,3,0,18,11,0,0,0,0,11,3,0,0,0,0,6,0,0,0,0,0,0,12,0,3,0,0,12,0,0,0,0,0,3,15,0,5,0,0,22,111,13,27,7,0,157,6,3,0,0,0,11,9,0,0,0,0,8,0,0,0,0,0,4,4,0,0,0,0,9,26,6,5,0,0,37,4,0,0,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,247,22,62,9,0,334,47,0,3,0,0,52,7,0,Lismore (C)
14870,2985,173,252,71,35,3510,3,0,0,0,0,3,0,0,4,3,0,12,3,0,0,0,0,3,0,0,3,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,20,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,3,0,0,0,13,7,3,3,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,4,40,3,4,0,0,47,0,0,0,0,0,0,7,6,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,11,4,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,94,7,16,3,0,121,10,0,0,0,0,12,0,0,Lithgow (C)
14900,16972,1575,933,152,220,19854,43,3,0,0,0,42,607,152,109,24,6,893,112,27,12,3,0,156,151,43,16,3,5,219,691,129,69,14,17,924,127,24,12,0,3,170,65,14,10,3,0,91,55,21,13,4,3,99,145,12,14,0,0,170,1080,123,47,13,9,1266,125,11,6,3,0,145,114,25,18,0,6,164,536,191,126,19,18,892,66,22,7,0,0,96,202,66,31,10,6,311,21,0,3,0,0,23,71,16,7,3,0,102,405,161,136,18,21,734,134,19,8,0,0,170,61,13,12,3,0,99,34,6,0,0,0,37,788,29,19,5,11,855,226,39,47,4,6,325,630,15,15,3,0,664,70,21,14,3,0,107,34,6,0,0,0,35,158,21,7,0,4,194,168,13,3,0,0,187,104,4,4,3,3,116,104,12,23,0,3,149,720,63,37,11,9,839,70,0,6,0,0,78,1149,159,Liverpool (C)
14920,914,107,238,76,28,1359,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,3,0,25,0,0,0,0,0,0,0,0,Liverpool Plains (A)
14950,191,43,139,60,8,434,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,Lockhart (A)
15050,9333,910,699,106,90,11138,18,0,0,0,0,19,31,3,7,8,0,54,3,0,0,0,0,8,3,4,0,0,0,9,12,0,0,0,0,12,3,0,0,0,0,4,25,4,3,3,0,33,3,0,0,0,0,3,3,6,3,0,0,13,65,21,12,0,0,100,10,0,0,0,0,10,6,0,0,0,0,6,7,0,0,0,0,9,18,4,0,0,0,28,6,0,3,0,0,11,0,0,0,0,0,0,9,6,4,0,0,15,0,0,0,0,0,3,9,3,0,3,0,19,3,0,0,0,0,0,13,3,0,0,0,20,120,18,11,4,0,149,5,8,3,0,0,15,39,0,0,0,0,38,4,0,0,0,0,10,0,3,3,0,0,5,54,6,3,0,0,65,18,0,4,0,0,23,3,0,0,0,0,5,0,0,0,0,0,0,305,35,25,11,0,373,31,0,4,0,0,36,10,0,Maitland (C)
15240,8292,861,1615,354,229,11352,15,7,0,0,0,23,16,3,11,3,3,27,3,0,3,0,0,5,8,9,3,0,0,16,6,0,3,0,0,11,0,0,0,0,0,0,12,5,12,0,0,30,3,0,0,0,0,3,3,0,3,0,0,10,62,19,8,0,3,85,4,3,3,0,0,9,5,0,0,0,0,5,8,3,0,0,0,10,6,3,3,0,0,18,9,3,4,3,0,16,0,0,0,0,0,0,15,4,0,0,0,22,3,0,0,0,0,3,7,3,3,0,0,10,7,0,3,0,4,8,26,4,8,3,0,39,109,22,37,4,0,177,4,0,0,0,0,10,23,4,3,0,0,26,3,0,0,0,0,5,0,0,0,0,0,4,23,16,9,0,0,47,10,0,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,5,253,49,97,19,9,427,14,3,5,0,0,26,5,0,Mid-Coast (A)
15270,3605,319,492,183,72,4664,3,0,0,0,0,4,14,3,3,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,5,0,4,0,0,6,58,3,9,8,0,77,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,80,15,12,10,0,109,4,0,3,0,0,8,4,3,Mid-Western Regional (A)
15300,1873,258,384,103,59,2674,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,3,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,12,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,36,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,3,3,0,0,0,0,3,13,0,3,0,0,15,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,25,9,7,0,0,42,5,0,0,0,0,5,0,0,Moree Plains (A)
15350,1454,493,317,54,24,2337,10,7,0,0,0,13,80,25,15,10,0,126,5,4,0,0,0,7,4,3,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,3,12,0,3,0,0,21,0,3,3,0,0,8,16,3,0,0,0,26,60,13,4,0,0,82,23,0,0,0,0,27,5,5,3,6,0,22,3,0,0,0,0,3,36,13,10,0,0,59,41,12,5,0,0,56,11,3,5,0,0,16,18,9,4,0,0,30,12,4,10,0,0,30,5,3,0,0,0,7,0,0,3,0,0,3,7,6,7,3,3,18,68,38,24,3,0,134,13,0,0,0,0,13,45,0,0,0,0,50,3,4,6,0,0,18,9,0,0,0,0,9,27,19,6,4,0,62,11,0,0,0,0,17,37,0,6,0,0,45,0,0,0,0,0,4,176,93,53,12,3,340,29,16,0,0,0,40,18,4,Mosman (A)
15520,1354,269,346,176,37,2182,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,16,3,0,0,0,22,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,22,3,0,0,0,33,0,0,0,0,0,0,0,0,Murray River (A)
15560,445,120,140,64,17,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,17,0,0,0,0,0,0,0,0,Murrumbidgee (A)
15650,4938,139,187,52,48,5368,5,0,0,0,0,5,3,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,39,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,107,5,4,0,4,126,7,3,0,0,0,3,22,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,116,3,8,7,0,133,7,0,0,0,0,15,7,0,Muswellbrook (A)
15700,1784,136,376,97,53,2446,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,49,3,5,5,0,66,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,7,23,7,0,103,6,0,5,0,0,8,0,0,Nambucca (A)
15750,2580,238,328,138,51,3336,3,0,0,0,0,3,7,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,48,8,3,0,0,51,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,37,3,5,0,0,47,10,3,0,0,0,9,0,0,Narrabri (A)
15800,625,83,190,71,10,983,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,16,0,0,0,0,0,0,0,0,Narrandera (A)
15850,727,116,218,98,27,1183,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,Narromine (A)
