lga_code16,fts_none_mng,fts_none_pro,fts_none_tectw,fts_none_copsw,fts_none_claw,fts_none_swks,fts_none_maopdv,fts_none_lab,fts_none_idns,fts_none_tot,fts_1_15_mng,fts_1_15_pro,fts_1_15_tectw,fts_1_15_copsw,fts_1_15_claw,fts_1_15_swks,fts_1_15_maopdv,fts_1_15_lab,fts_1_15_idns,fts_1_15_tot,fts_16_24_mng,fts_16_24_pro,fts_16_24_tectw,fts_16_24_copsw,fts_16_24_claw,fts_16_24_swks,fts_16_24_maopdv,fts_16_24_lab,fts_16_24_idns,fts_16_24_tot,fts_25_34_mng,fts_25_34_pro,fts_25_34_tectw,fts_25_34_copsw,fts_25_34_claw,fts_25_34_swks,fts_25_34_maopdv,fts_25_34_lab,fts_25_34_idns,fts_25_34_tot,fts_35_39_mng,fts_35_39_pro,fts_35_39_tectw,fts_35_39_copsw,fts_35_39_claw,fts_35_39_swks,fts_35_39_maopdv,fts_35_39_lab,fts_35_39_idns,fts_35_39_tot,fts_40_mng,fts_40_pro,fts_40_tectw,fts_40_copsw,fts_40_claw,fts_40_swks,fts_40_maopdv,fts_40_lab,fts_40_idns,fts_40_tot,fts_41_48_mng,fts_41_48_pro,fts_41_48_tectw,fts_41_48_copsw,fts_41_48_claw,fts_41_48_swks,fts_41_48_maopdv,fts_41_48_lab,fts_41_48_idns,fts_41_48_tot,fts_49mo_mng,fts_49mo_pro,fts_49mo_tectw,fts_49mo_copsw,fts_49mo_claw,fts_49mo_swks,fts_49mo_maopdv,fts_49mo_lab,fts_49mo_idns,fts_49mo_tot,fts_ns_mng,fts_ns_pro,fts_ns_tectw,fts_ns_copsw,fts_ns_claw,fts_ns_swks,fts_ns_maopdv,fts_ns_lab,fts_ns_idns,fts_ns_tot,fts_tot_mng,fts_tot_pro,fts_tot_tectw,fts_tot_copsw,fts_tot_claw,fts_tot_swks,fts_tot_maopdv,fts_tot_lab,fts_tot_inad_des_tot,fts_tot_tot,pts_none_mng,pts_none_pro,pts_none_tectw,pts_none_copsw,pts_none_claw,pts_none_swks,pts_none_maopdv,pts_none_lab,pts_none_idns,pts_none_tot,pts_1_15_mng,pts_1_15_pro,pts_1_15_tectw,pts_1_15_copsw,pts_1_15_claw,pts_1_15_swks,pts_1_15_maopdv,pts_1_15_lab,pts_1_15_idns,pts_1_15_tot,pts_16_24_mng,pts_16_24_pro,pts_16_24_tectw,pts_16_24_copsw,pts_16_24_claw,pts_16_24_swks,pts_16_24_maopdv,pts_16_24_lab,pts_16_24_idns,pts_16_24_tot,pts_25_34_mng,pts_25_34_pro,pts_25_34_tectw,pts_25_34_copsw,pts_25_34_claw,pts_25_34_swks,pts_25_34_maopdv,pts_25_34_lab,pts_25_34_idns,pts_25_34_tot,pts_35_39_mng,pts_35_39_pro,pts_35_39_tectw,pts_35_39_copsw,pts_35_39_claw,pts_35_39_swks,pts_35_39_maopdv,pts_35_39_lab,pts_35_39_idns,pts_35_39_tot,pts_40_mng,pts_40_pro,pts_40_tectw,pts_40_copsw,pts_40_claw,pts_40_swks,pts_40_maopdv,pts_40_lab,pts_40_idns,pts_40_tot,pts_41_48_mng,pts_41_48_pro,pts_41_48_tectw,pts_41_48_copsw,pts_41_48_claw,pts_41_48_swks,pts_41_48_maopdv,pts_41_48_lab,pts_41_48_idns,pts_41_48_tot,pts_49mo_mng,pts_49mo_pro,pts_49mo_tectw,pts_49mo_copsw,pts_49mo_claw,pts_49mo_swks,pts_49mo_maopdv,pts_49mo_lab,pts_49mo_idns,pts_49mo_tot,pts_ns_mng,pts_ns_pro,pts_ns_tectw,pts_ns_copsw,pts_ns_claw,pts_ns_swks,pts_ns_maopdv,pts_ns_lab,pts_ns_idns,pts_ns_tot,pts_tot_mng,pts_tot_pro,pts_tot_tectw,pts_tot_copsw,pts_tot_claw,pts_tot_swks,pts_tot_maopdv,pts_tot_lab,pts_tot_inad_des_tot,pts_tot_tot,lga_name16
18020,0,0,0,0,0,0,0,3,0,5,0,0,3,8,0,18,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,20,0,21,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,7,4,4,0,0,0,34,Warrumbungle Shire (A)
18050,0,0,0,10,8,46,0,9,0,72,8,101,24,271,72,537,14,113,3,1143,28,20,41,112,48,287,10,76,4,623,8,7,13,38,8,77,0,14,0,166,0,6,11,4,10,18,0,4,0,46,0,0,9,0,3,7,0,0,0,14,3,0,0,4,0,0,0,0,0,11,3,0,0,3,0,5,0,0,0,13,0,3,3,13,0,20,0,4,12,57,50,143,88,456,157,983,22,219,18,2134,0,3,0,0,3,4,0,0,0,10,0,3,3,8,7,20,0,3,3,54,0,4,19,25,5,50,0,26,3,140,3,4,7,20,6,30,0,0,0,80,4,5,16,11,3,10,0,0,0,54,3,8,29,11,12,4,0,0,0,65,3,4,10,0,3,3,0,0,0,24,0,0,7,3,0,4,0,0,0,23,0,0,0,4,0,4,0,0,0,8,21,31,93,88,44,129,3,38,3,444,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,3,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,4,0,0,17,0,6,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,18,Weddin (A)
18200,0,0,0,0,0,3,0,0,0,5,3,0,3,10,0,28,0,6,0,46,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,4,0,5,14,0,32,0,7,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,6,0,4,0,0,0,26,Wentworth (A)
18230,0,4,0,6,0,27,0,16,0,57,3,9,12,117,10,318,6,124,5,596,3,3,0,19,0,40,0,21,0,83,0,0,0,14,6,5,0,0,0,27,0,3,5,6,0,5,0,3,0,16,0,0,7,3,0,0,0,0,0,16,0,0,7,4,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,14,0,0,9,21,9,21,37,167,26,409,8,160,10,846,0,0,3,0,0,3,0,0,0,8,0,0,3,7,0,11,0,8,0,32,0,0,4,11,0,13,3,6,0,33,0,9,7,13,6,10,0,3,0,47,4,8,53,18,19,5,3,6,0,116,3,7,63,12,7,3,0,0,0,88,0,0,29,3,4,0,0,0,0,35,0,4,27,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,3,3,12,35,173,69,36,46,3,19,3,399,Western Plains Regional (A)
18250,0,14,4,32,6,78,0,19,3,164,20,225,59,426,180,896,30,187,14,2039,25,76,35,205,98,347,17,120,6,940,14,35,9,55,24,83,3,15,0,236,0,16,12,6,16,11,0,3,0,67,3,19,15,12,9,11,0,0,3,75,0,4,4,3,3,6,0,0,0,30,4,0,8,0,0,3,0,0,0,17,0,15,4,11,7,27,0,10,25,99,80,407,144,750,352,1457,55,355,54,3654,0,4,3,5,0,3,0,4,0,21,0,11,10,40,17,51,3,12,0,142,3,13,16,40,12,59,3,22,0,179,3,22,18,22,16,30,4,7,4,121,13,32,54,19,28,15,0,3,0,167,16,26,72,13,20,8,3,4,0,151,6,8,20,3,8,7,0,0,0,57,9,10,18,0,4,4,0,0,0,47,0,0,7,0,0,0,0,0,3,9,52,124,216,137,104,183,15,53,8,893,Willoughby (C)
18350,0,0,0,10,0,32,0,9,0,61,0,12,7,166,11,319,3,203,5,726,0,6,8,30,0,46,0,27,0,121,3,0,0,21,0,6,0,12,0,44,0,0,3,6,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,8,0,4,5,21,12,23,22,238,17,416,6,256,8,997,0,0,0,4,0,0,0,0,0,9,0,4,0,12,4,10,0,17,3,42,0,0,3,15,0,17,0,3,0,45,3,6,5,15,0,8,0,5,0,44,0,10,38,15,7,8,0,3,0,78,4,0,48,14,7,0,0,0,0,74,0,4,16,3,0,4,0,0,0,39,3,3,13,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,3,6,8,27,135,79,19,44,8,31,3,351,Wingecarribee (A)
18400,0,0,3,7,0,7,0,0,0,15,4,16,8,68,8,137,9,125,7,390,7,0,3,20,0,26,4,22,0,89,0,0,0,8,0,3,0,4,0,18,0,3,5,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,4,15,11,25,26,107,12,175,16,162,9,544,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,3,0,8,0,14,0,0,4,10,0,5,0,0,0,24,0,0,3,6,0,0,0,6,0,22,0,3,33,13,3,0,0,0,0,57,4,0,39,0,3,0,0,0,0,49,0,3,28,0,0,0,3,0,0,33,0,0,19,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,4,12,132,41,8,11,3,20,0,236,Wollondilly (A)
18450,0,15,5,60,11,103,5,54,0,248,34,254,63,889,221,1379,112,675,24,3648,20,45,35,291,87,288,30,151,3,955,13,25,18,117,24,88,4,34,0,323,11,24,22,21,14,12,0,7,0,110,4,13,17,13,8,3,0,0,0,60,3,4,8,0,0,0,0,0,0,29,0,8,7,8,0,0,0,4,0,21,4,11,3,24,4,29,0,10,44,128,91,400,167,1419,373,1918,154,938,74,5525,0,0,6,7,3,5,0,3,0,29,6,18,3,65,14,55,3,27,0,190,0,15,17,47,19,41,10,14,0,173,3,47,35,50,29,13,0,10,3,194,12,64,157,57,60,13,4,4,4,376,9,56,207,22,24,4,7,8,0,332,6,16,77,15,4,6,8,3,0,131,9,8,39,3,3,3,0,0,0,66,0,0,12,10,0,0,0,0,8,33,45,221,561,274,151,147,27,77,17,1528,Wollongong (C)
18500,0,7,3,10,5,13,0,7,0,41,11,93,15,302,67,147,12,39,3,689,3,20,30,133,48,87,3,58,0,376,3,4,3,54,7,20,0,3,0,97,7,3,12,4,0,4,0,3,0,22,0,3,6,5,0,3,0,3,0,15,0,0,0,4,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,6,0,10,3,17,3,7,0,5,12,50,27,137,67,525,130,267,22,115,14,1302,0,0,3,0,0,0,0,0,0,4,0,0,0,24,3,9,0,7,0,49,0,7,9,31,12,9,4,18,0,86,0,3,8,12,3,12,0,3,0,38,5,3,13,7,3,0,0,0,0,35,7,5,28,6,7,4,0,3,0,50,0,6,9,10,0,0,0,0,0,26,0,4,6,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,3,10,15,27,70,93,30,43,0,31,5,316,Woollahra (A)
18710,0,0,0,3,0,5,0,4,0,19,3,8,0,37,3,52,0,53,0,160,0,0,3,13,0,10,0,6,0,31,0,0,3,5,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,6,9,12,6,66,3,71,0,71,5,242,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,11,3,6,7,3,0,0,0,0,0,16,0,0,3,4,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,3,6,23,15,6,7,0,6,0,57,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,Unincorporated NSW
20110,0,0,0,6,0,8,0,3,0,20,0,3,4,36,0,73,3,58,0,181,0,0,0,3,0,5,0,0,0,13,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,5,3,4,12,53,3,94,7,69,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,0,3,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,7,3,0,0,0,3,0,13,0,0,5,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,25,15,3,9,0,7,0,62,Alpine (S)
20260,0,0,0,4,0,5,0,4,0,12,0,0,0,13,5,75,0,37,0,144,0,0,0,0,0,4,0,6,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,3,3,6,25,5,94,3,47,5,197,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,9,0,0,0,0,3,0,14,0,0,8,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,9,5,4,0,5,0,57,Ararat (RC)
20570,3,3,0,52,3,57,0,35,3,159,19,76,46,541,69,1023,17,411,17,2225,9,26,14,115,31,142,14,66,3,425,9,6,0,41,15,34,7,12,3,122,0,3,17,10,4,3,0,0,0,39,0,0,15,0,0,0,0,0,0,16,0,0,0,5,0,0,0,3,0,9,0,3,0,3,0,4,0,3,0,12,0,0,5,28,4,37,0,9,17,99,42,120,105,797,123,1306,34,540,45,3110,7,3,4,0,0,3,0,3,0,23,3,5,5,22,8,34,0,17,0,106,0,4,9,25,7,25,0,14,0,86,4,3,12,19,13,16,0,3,4,73,3,17,82,17,15,6,0,5,0,145,3,4,82,7,10,0,3,0,0,106,4,8,37,5,0,0,0,3,0,60,0,7,14,6,0,0,0,0,3,29,0,0,10,0,0,0,0,0,5,16,23,51,256,100,50,89,3,52,16,638,Ballarat (C)
20660,3,3,8,24,9,30,0,13,3,87,25,90,39,515,131,992,22,315,9,2134,12,15,27,120,34,144,15,74,4,438,6,7,5,31,15,41,0,11,0,107,4,7,9,6,3,7,0,7,3,45,5,12,21,3,0,3,0,0,0,41,0,0,11,3,0,0,0,0,0,11,0,0,4,3,0,0,0,3,0,11,0,0,0,14,4,19,0,7,8,53,56,134,118,717,196,1229,36,430,29,2943,0,3,6,0,0,3,0,0,0,15,0,0,3,26,7,27,4,9,3,87,0,7,10,17,12,27,0,12,0,84,3,18,11,20,8,5,0,7,0,74,3,6,53,15,3,3,0,0,0,80,0,16,70,8,0,0,0,0,0,96,0,10,13,0,0,0,0,0,0,32,0,3,7,3,0,3,0,0,0,21,0,0,9,0,0,3,0,0,9,15,10,55,183,85,38,69,8,32,11,500,Banyule (C)
20740,0,0,0,7,0,25,3,13,0,48,6,4,9,87,7,199,0,80,0,404,0,0,3,9,3,15,0,11,0,39,0,0,3,0,0,6,0,0,0,8,0,0,9,4,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,3,21,5,7,33,116,13,254,8,105,5,537,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,6,0,3,0,16,0,0,0,3,0,6,0,0,0,18,0,0,5,3,0,0,0,3,0,15,0,0,19,3,0,0,0,0,0,25,0,0,23,0,0,0,0,0,0,27,0,0,3,0,0,0,0,3,0,12,0,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,3,3,4,63,19,4,17,0,15,3,125,Bass Coast (S)
20830,0,0,0,9,0,10,0,11,0,30,13,15,16,146,27,253,4,237,4,706,0,4,3,24,9,38,0,32,0,109,0,0,5,15,0,8,0,3,0,33,0,0,0,4,0,0,0,0,0,9,0,0,5,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,8,4,29,20,19,31,207,35,316,6,285,13,930,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,12,3,7,0,34,0,0,5,11,3,8,0,3,0,32,0,4,3,3,0,0,0,9,0,26,3,0,42,8,9,3,0,7,0,69,6,0,38,3,3,0,0,3,0,54,0,0,12,0,0,0,0,0,0,11,6,0,7,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,15,8,104,35,19,33,3,31,4,248,Baw Baw (S)
20910,3,4,0,41,0,32,3,9,0,94,19,83,31,666,127,554,22,196,7,1698,7,22,25,153,43,104,13,70,4,437,3,3,6,46,10,23,0,9,0,106,3,0,0,10,3,3,0,0,0,27,0,5,6,4,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,4,0,0,12,0,20,0,0,12,44,40,119,70,939,194,732,36,293,26,2437,0,0,4,3,0,0,0,0,0,6,0,8,7,28,3,21,0,8,0,75,3,3,14,28,6,21,0,15,0,88,3,4,7,20,9,9,3,3,0,53,3,5,46,15,5,5,0,4,0,75,0,7,40,9,4,0,0,0,0,66,0,5,15,3,0,0,3,0,0,33,3,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,6,19,26,127,103,32,61,5,31,3,421,Bayside (C)
21010,0,0,0,4,0,6,0,3,0,15,0,0,12,31,0,63,0,41,0,147,0,0,0,5,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,8,3,3,16,41,3,84,0,53,4,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,3,0,15,0,0,12,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,24,6,3,10,0,5,0,58,Benalla (RC)
21110,0,12,3,64,27,59,3,23,3,190,45,299,83,1206,297,1189,46,407,20,3597,23,72,56,334,127,276,25,149,9,1065,16,17,10,89,34,73,4,19,0,271,3,15,11,16,9,9,0,3,0,66,3,20,13,3,9,3,0,0,0,53,3,4,5,7,3,3,0,0,0,26,0,3,3,5,0,0,0,3,0,19,3,12,4,27,9,29,3,12,38,132,95,456,188,1745,508,1646,84,617,75,5421,0,0,0,5,0,3,0,0,0,12,3,13,9,65,22,27,5,16,0,169,4,18,11,47,29,32,0,18,3,157,3,11,9,30,6,26,0,3,0,88,9,23,41,11,24,12,0,5,0,123,7,32,46,15,18,17,0,3,0,136,7,7,28,6,9,7,0,0,0,69,3,3,11,3,4,0,0,0,0,26,0,0,3,6,0,0,0,0,8,15,37,100,165,191,107,129,8,48,13,807,Boroondara (C)
21180,0,0,3,21,11,60,6,17,3,129,35,116,39,357,106,1255,51,463,21,2440,31,21,33,92,68,253,80,178,11,762,15,7,6,31,14,60,3,29,4,182,3,4,12,7,8,12,3,6,0,57,3,6,12,0,3,12,0,3,0,40,3,0,8,0,0,3,0,4,0,22,0,0,5,4,3,4,0,0,0,20,3,4,7,15,3,33,4,10,38,115,93,165,130,530,217,1692,155,712,66,3757,0,0,3,0,3,4,0,3,0,12,3,6,11,18,7,63,3,18,4,138,0,10,19,25,9,43,15,36,5,156,5,5,14,22,9,20,4,9,3,90,4,16,83,13,13,5,4,0,3,141,4,10,139,12,12,6,4,3,4,187,3,6,34,3,3,3,0,0,0,48,3,3,29,7,0,3,3,3,0,46,0,0,3,0,0,9,0,4,7,30,30,57,326,93,51,148,36,81,21,847,Brimbank (C)
21270,0,0,0,0,0,3,0,0,0,8,0,0,0,16,3,25,0,41,0,85,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,3,25,0,44,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,15,Buloke (S)
21370,0,0,0,7,0,23,3,9,0,48,6,12,9,83,20,274,7,136,4,553,0,0,4,11,3,26,0,11,0,50,0,3,0,8,0,9,0,4,0,21,0,3,5,3,0,3,0,0,0,13,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,12,3,27,11,19,28,119,31,346,11,174,9,735,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,4,0,4,0,17,0,0,3,9,0,3,0,0,0,12,0,7,7,9,0,5,0,0,0,22,5,6,51,4,0,0,0,4,0,78,0,3,33,3,0,0,0,3,0,40,0,0,15,0,0,0,0,3,0,20,0,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,3,8,10,114,35,8,19,0,22,4,212,Campaspe (S)
21450,0,3,0,12,3,25,3,20,0,69,16,21,26,212,55,643,41,344,5,1367,3,10,11,59,10,114,6,54,3,267,4,3,0,21,0,29,4,6,0,70,0,3,0,5,0,3,0,0,0,19,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,0,0,0,10,0,0,0,3,0,8,0,3,12,34,25,40,51,322,74,834,50,435,20,1843,0,0,0,0,0,0,0,0,0,4,0,3,4,17,6,28,4,18,0,70,4,7,9,16,0,16,4,13,0,60,0,3,9,11,3,9,0,3,0,38,6,6,61,17,9,3,0,6,0,104,0,3,81,3,4,0,0,0,0,96,4,0,33,0,0,0,0,0,0,39,3,0,14,3,0,0,0,0,0,25,0,0,6,3,0,0,0,0,0,12,14,20,215,74,18,62,8,41,3,458,Cardinia (S)
21610,3,5,5,28,14,103,0,37,0,194,43,102,80,643,147,2163,53,794,24,4055,20,23,38,187,40,411,32,170,9,925,12,3,10,76,14,104,3,37,0,265,4,8,13,13,9,30,0,5,0,76,7,0,10,4,0,7,0,3,0,26,0,3,6,3,0,0,0,0,0,15,0,0,6,9,3,0,0,0,0,17,0,0,3,18,7,32,0,16,24,95,93,157,160,975,222,2843,96,1059,58,5669,0,0,5,7,3,5,0,4,0,26,3,4,8,57,9,94,3,33,3,206,6,4,17,41,12,59,11,29,0,182,9,7,26,42,13,31,0,15,0,143,11,5,124,44,16,20,0,11,0,238,3,12,132,15,4,10,0,3,0,181,0,6,55,6,3,11,0,0,0,83,4,3,21,9,0,0,0,3,3,44,0,0,8,3,3,9,0,3,8,26,45,44,402,215,64,235,15,88,10,1124,Casey (C)
21670,0,0,0,0,0,11,0,0,0,9,0,0,4,22,5,86,0,35,0,154,0,0,3,4,0,8,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,3,0,11,0,0,14,28,11,113,0,44,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,4,0,4,0,4,0,10,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,9,0,7,0,3,0,43,Central Goldfields (S)
21750,0,0,0,4,0,13,0,6,0,27,9,0,16,54,7,158,0,97,5,345,3,0,0,12,0,9,0,10,0,38,0,0,3,0,0,0,0,0,0,7,0,0,3,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,9,0,27,73,9,184,0,116,9,434,0,0,3,0,0,0,0,0,0,3,0,0,5,3,0,3,0,0,0,16,0,0,4,3,0,5,0,3,0,14,0,0,3,3,0,0,0,0,0,7,0,6,23,3,3,0,0,4,0,37,4,0,8,0,3,0,0,0,0,21,0,0,11,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7,58,22,12,6,0,9,0,118,Colac-Otway (S)
21830,0,0,0,12,0,3,0,14,0,25,7,0,8,40,7,100,3,81,0,245,0,0,0,8,0,6,0,4,0,28,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,11,6,23,14,0,17,66,6,117,7,108,4,343,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,3,0,8,0,0,0,0,0,3,0,3,0,7,0,0,0,4,0,3,0,6,0,16,0,0,4,4,0,0,0,0,0,10,0,0,15,0,0,0,0,3,0,24,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,26,8,3,5,3,10,0,77,Corangamite (S)
