LGA_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,LGA_NAME11
99399,1707,802,2509,558,290,848,94,136,230,48,32,80,28,19,47,728,477,1205,919,281,1200,3.8,4.0,3.9,42.6,59.6,48.1,41.0,57.3,46.2,21,11,32,8,25,33,78,79,157,67,59,126,211,119,330,936,821,1757,203,156,359,646,593,1239,418,320,738,Unincorp. Other Territories
59310,561,527,1088,343,128,471,44,140,184,31,22,53,12,28,40,430,318,748,100,193,293,2.8,8.8,5.3,76.6,60.2,68.7,74.5,54.9,65.0,3,3,6,4,15,19,14,49,63,27,50,77,160,75,235,609,570,1179,71,86,157,399,347,746,214,255,469,Wongan-Ballidu (S)
59320,159,144,303,90,43,133,22,36,58,8,7,15,3,3,6,123,89,212,33,54,87,2.4,3.4,2.8,77.4,61.0,69.5,75.5,58.9,67.5,0,0,0,4,0,4,8,17,25,9,16,25,41,23,64,187,158,345,22,32,54,135,119,254,53,62,115,Woodanilling (S)
59330,212,209,421,96,48,144,16,42,58,7,6,13,3,3,6,122,99,221,77,92,169,2.5,3.0,2.7,57.3,47.6,52.5,55.9,46.2,51.1,0,5,5,0,0,0,12,19,31,6,8,14,39,23,62,209,207,416,36,25,61,153,152,305,73,66,139,Wyalkatchem (S)
59360,843,492,1335,522,162,684,47,119,166,43,21,64,17,9,26,629,311,940,107,131,238,2.7,2.9,2.8,74.7,63.2,70.5,72.7,61.4,68.5,6,3,9,0,6,6,32,44,76,30,29,59,216,75,291,644,432,1076,224,132,356,418,290,708,402,240,642,Yilgarn (S)
59370,1374,1402,2776,562,302,864,147,332,479,70,47,117,48,27,75,827,708,1535,438,622,1060,5.8,3.8,4.9,60.2,50.5,55.3,56.7,48.5,52.6,19,18,37,10,28,38,76,158,234,78,132,210,340,188,528,1362,1368,2730,215,226,441,950,931,1881,541,597,1138,York (S)
59399,382,34,416,275,19,294,14,0,14,21,3,24,4,0,4,314,22,336,12,6,18,1.3,0.0,1.2,82.2,64.7,80.8,81.2,64.7,79.8,3,3,6,0,0,0,17,3,20,28,3,31,143,6,149,254,16,270,64,10,74,153,9,162,156,19,175,
59499,3977,2713,6690,1236,571,1807,211,298,509,172,105,277,286,179,465,1905,1153,3058,1238,1173,2411,15.0,15.5,15.2,47.9,42.5,45.7,40.7,35.9,38.8,82,59,141,16,61,77,317,436,753,222,237,459,1027,364,1391,772,447,1219,2561,2089,4650,479,241,720,2726,2188,4914,
70420,2447,2516,4963,740,591,1331,207,235,442,110,101,211,139,95,234,1196,1022,2218,863,1099,1962,11.6,9.3,10.6,48.9,40.6,44.7,43.2,36.8,40.0,17,30,47,21,29,50,104,162,266,74,94,168,340,191,531,2508,2541,5049,442,446,888,1853,1903,3756,835,833,1668,Barkly (S)
70540,69,62,131,10,10,20,8,12,20,8,0,8,0,4,4,26,26,52,41,34,75,0.0,15.4,7.7,38.8,41.3,40.0,38.8,34.9,36.9,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,87,80,167,5,3,8,72,76,148,12,7,19,Belyuen (S)
70620,1309,1338,2647,382,210,592,152,132,284,57,43,100,83,83,166,674,468,1142,461,701,1162,12.3,17.7,14.5,51.5,35.0,43.1,45.1,28.8,36.9,14,12,26,9,15,24,49,71,120,25,40,65,198,91,289,1582,1550,3132,193,165,358,1209,1260,2469,369,289,658,Central Desert (S)
70700,484,420,904,174,116,290,43,62,105,23,19,42,24,18,42,264,215,479,124,138,262,9.1,8.4,8.8,54.7,51.1,53.0,49.7,46.8,48.3,5,6,11,0,9,9,23,45,68,14,45,59,106,49,155,397,357,754,75,84,159,255,225,480,190,190,380,Coomalie (S)
71000,30733,28290,59023,16130,11714,27844,2931,5207,8138,1488,1316,2804,838,619,1457,21387,18856,40243,5633,6770,12403,3.9,3.3,3.6,69.6,66.7,68.2,66.9,64.5,65.7,1249,1260,2509,508,941,1449,3634,5123,8757,2178,2443,4621,7070,3494,10564,24632,23624,48256,7682,7721,15403,14001,13432,27433,16157,15854,32011,Darwin (C)
72330,2309,2039,4348,409,361,770,207,250,457,85,80,165,138,117,255,839,808,1647,1210,957,2167,16.4,14.5,15.5,36.4,39.6,37.9,30.4,33.9,32.0,13,21,34,15,18,33,55,106,161,44,62,106,211,126,337,2062,2269,4331,267,307,574,1660,1907,3567,457,481,938,MacDonnell (S)
72800,10130,10147,20277,6085,4353,10438,811,1805,2616,654,538,1192,269,278,547,7819,6974,14793,1329,2310,3639,3.4,4.0,3.7,77.2,68.7,73.0,74.5,66.0,70.3,143,146,289,83,189,272,536,1049,1585,713,862,1575,3160,1974,5134,9204,9217,18421,3160,3160,6320,4324,4280,8604,6831,6961,13792,Palmerston (C)
73600,2140,2057,4197,568,412,980,260,270,530,103,83,186,203,190,393,1134,955,2089,748,863,1611,17.9,19.9,18.8,53.0,46.4,49.8,43.5,37.2,40.4,12,15,27,4,21,25,55,93,148,45,61,106,360,218,578,2541,2563,5104,268,256,524,2062,2039,4101,475,462,937,Roper Gulf (S)
74050,938,897,1835,265,165,430,112,124,236,39,31,70,40,35,75,456,355,811,450,511,961,8.8,9.9,9.2,48.7,39.7,44.3,44.4,35.8,40.2,8,9,17,4,8,12,31,48,79,16,35,51,193,115,308,1131,1113,2244,138,119,257,941,948,1889,239,194,433,Tiwi Islands (S)
74500,1962,1985,3947,646,425,1071,213,259,472,83,81,164,136,103,239,1078,868,1946,754,1020,1774,12.6,11.9,12.3,54.9,43.7,49.3,48.0,38.5,43.2,9,13,22,14,22,36,48,96,144,62,62,124,381,222,603,2488,2430,4918,322,343,665,1927,1955,3882,568,530,1098,Victoria-Daly (S)
74560,173,151,324,71,53,124,18,33,51,11,14,25,5,3,8,105,103,208,54,37,91,4.8,2.9,3.8,61.0,68.2,64.4,58.1,66.2,61.9,5,7,12,0,8,8,12,39,51,9,9,18,61,15,76,152,138,290,21,28,49,109,84,193,61,76,137,Wagait (S)
