LGA_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
22910,28,28,56,15,10,25,3,0,3,0,3,3,0,5,5,2014,1752,3766,152,123,275,71,0,71,15,3,18,12,7,19,23,12,35,167,117,284,2500,2060,4560,8,6,14,0,0,0,0,0,0,35,18,53,6,8,14,0,0,0,49,32,81,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,27,15,42,79,50,129,11,12,23,0,0,0,3,0,3,14,12,26,314,270,584,283,515,798,53,49,102,3243,2956,6199,Hepburn (S)
22980,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,737,587,1324,65,54,119,42,0,42,9,4,13,12,3,15,32,10,42,135,109,244,1035,770,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,11,4,15,3,0,3,3,0,3,0,0,0,6,0,6,200,125,325,94,148,242,23,21,44,1369,1068,2437,Hindmarsh (S)
23110,1786,1871,3657,212,245,457,7,0,7,5,15,20,55,28,83,14045,9880,23925,752,1061,1813,231,11,242,182,29,211,424,91,515,118,47,165,332,373,705,18149,13651,31800,226,226,452,0,0,0,126,176,302,220,255,475,52,105,157,68,22,90,692,784,1476,0,0,0,12,13,25,12,5,17,4,17,21,8,3,11,36,38,74,122,70,192,850,892,1742,151,233,384,3,3,6,7,0,7,161,236,397,496,697,1193,1393,2263,3656,358,295,653,21407,18034,39441,Hobsons Bay (C)
23190,3,3,6,42,11,53,0,0,0,4,0,4,5,10,15,3312,2697,6009,244,247,491,74,3,77,28,6,34,110,17,127,68,20,88,233,222,455,4123,3236,7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,4,3,7,0,0,0,12,7,19,41,19,60,53,26,79,0,0,0,0,0,0,3,0,3,3,0,3,290,275,565,374,648,1022,66,82,148,4909,4267,9176,Horsham (RC)
23270,1438,1691,3129,269,271,540,8,0,8,30,49,79,125,25,150,28868,19814,48682,1881,2040,3921,831,16,847,187,15,202,128,20,148,243,65,308,380,375,755,34388,24381,58769,259,276,535,0,0,0,61,92,153,475,415,890,67,141,208,34,6,40,896,930,1826,0,0,0,5,15,20,25,37,62,20,28,48,0,0,0,50,80,130,211,132,343,1157,1142,2299,234,328,562,7,7,14,16,0,16,257,335,592,508,950,1458,2452,3791,6243,903,662,1565,39665,31261,70926,Hume (C)
23350,4,0,4,15,8,23,0,0,0,0,0,0,0,4,4,2545,2202,4747,174,173,347,67,3,70,39,3,42,39,10,49,39,14,53,159,197,356,3081,2614,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,30,13,43,30,19,49,0,0,0,0,0,0,0,0,0,0,0,0,300,279,579,382,547,929,56,47,103,3849,3506,7355,Indigo (S)
23430,2762,2360,5122,334,422,756,4,3,7,10,14,24,81,33,114,25272,19987,45259,1170,1608,2778,461,8,469,241,15,256,469,84,553,193,78,271,572,667,1239,31569,25279,56848,305,304,609,0,0,0,147,147,294,541,473,1014,87,167,254,74,27,101,1154,1118,2272,0,0,0,0,4,4,12,10,22,25,46,71,9,7,16,46,67,113,192,103,295,1392,1288,2680,230,258,488,6,3,9,10,4,14,246,265,511,1061,1342,2403,2421,4519,6940,551,456,1007,37240,33149,70389,Kingston (C)
23670,1204,1002,2206,353,398,751,24,3,27,16,20,36,53,29,82,30097,24146,54243,1579,1950,3529,624,15,639,268,18,286,245,32,277,190,91,281,449,482,931,35102,28186,63288,305,176,481,0,3,3,36,39,75,810,527,1337,81,157,238,32,5,37,1264,907,2171,0,0,0,11,8,19,17,15,32,52,75,127,6,6,12,86,104,190,254,120,374,1604,1131,2735,253,248,501,17,9,26,10,7,17,280,264,544,1001,1364,2365,2661,4938,7599,560,504,1064,41208,36387,77595,Knox (C)
23810,97,63,160,112,68,180,7,0,7,0,3,3,21,25,46,11563,9626,21189,950,759,1709,214,9,223,82,7,89,111,26,137,144,29,173,360,354,714,13661,10969,24630,21,0,21,0,0,0,5,5,10,27,14,41,6,5,11,6,4,10,65,28,93,0,0,0,0,0,0,5,4,9,10,19,29,0,4,4,15,27,42,133,35,168,213,90,303,30,15,45,0,0,0,5,3,8,35,18,53,330,464,794,1644,2300,3944,287,246,533,16170,14087,30257,Latrobe (C)
23940,0,0,0,5,4,9,3,0,3,0,0,0,0,0,0,823,686,1509,48,49,97,45,3,48,17,4,21,12,3,15,37,8,45,138,107,245,1128,864,1992,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,11,5,16,0,0,0,0,0,0,3,0,3,3,0,3,363,230,593,109,153,262,40,33,73,1654,1285,2939,Loddon (S)
24130,422,338,760,28,20,48,3,0,3,5,3,8,16,3,19,7310,5713,13023,486,500,986,227,6,233,36,3,39,35,9,44,67,35,102,264,239,503,8899,6869,15768,28,17,45,0,0,0,32,27,59,136,122,258,29,26,55,20,12,32,245,204,449,0,0,0,0,0,0,3,3,6,3,0,3,3,0,3,9,3,12,89,40,129,343,247,590,63,74,137,0,0,0,7,0,7,70,74,144,604,768,1372,925,1569,2494,132,156,288,10973,9683,20656,Macedon Ranges (S)
24210,355,282,637,1596,1617,3213,6,3,9,20,19,39,60,34,94,19552,15113,34665,865,1648,2513,356,9,365,132,12,144,135,12,147,145,70,215,310,324,634,23532,19143,42675,182,151,333,0,0,0,15,6,21,268,181,449,31,49,80,3,0,3,499,387,886,0,0,0,132,117,249,120,128,248,42,90,132,15,0,15,309,335,644,164,120,284,972,842,1814,114,95,209,40,49,89,9,4,13,163,148,311,1281,1424,2705,1794,3106,4900,389,397,786,28131,25060,53191,Manningham (C)
24250,8,3,11,21,15,36,0,0,0,0,3,3,3,3,6,1115,945,2060,107,106,213,43,4,47,10,0,10,25,14,39,23,11,34,164,160,324,1519,1264,2783,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,3,6,9,3,0,3,0,0,0,6,6,12,21,6,27,33,12,45,0,0,0,0,0,0,0,0,0,0,0,0,178,194,372,180,265,445,38,28,66,1948,1763,3711,Mansfield (S)
24330,1951,1781,3732,451,455,906,8,3,11,156,203,359,63,36,99,10614,7237,17851,578,1029,1607,115,3,118,231,42,273,713,259,972,97,28,125,435,505,940,15412,11581,26993,431,385,816,0,0,0,293,293,586,190,194,384,35,79,114,88,41,129,1037,992,2029,0,0,0,31,56,87,8,20,28,18,20,38,4,8,12,61,104,165,110,92,202,1208,1188,2396,347,320,667,4,8,12,9,3,12,360,331,691,413,609,1022,1127,1878,3005,313,254,567,18833,15841,34674,Maribyrnong (C)
24410,1524,1210,2734,196,220,416,12,0,12,6,3,9,48,26,74,19170,15839,35009,1042,1126,2168,394,4,398,160,8,168,200,26,226,114,46,160,358,345,703,23224,18853,42077,325,251,576,0,0,0,79,57,136,525,366,891,77,111,188,47,16,63,1053,801,1854,0,0,0,0,3,3,15,11,26,8,26,34,6,6,12,29,46,75,151,72,223,1233,919,2152,200,182,382,5,6,11,6,3,9,211,191,402,807,1083,1890,2043,3748,5791,316,353,669,27834,25147,52981,Maroondah (C)
24600,1534,1550,3084,222,298,520,4,0,4,3147,3671,6818,119,104,223,6985,5105,12090,358,655,1013,37,0,37,238,50,288,1248,615,1863,188,119,307,7091,6346,13437,21171,18513,39684,134,143,277,0,0,0,451,480,931,46,29,75,21,40,61,68,36,104,720,728,1448,0,0,0,56,76,132,6,0,6,3,7,10,4,11,15,69,94,163,248,218,466,1037,1040,2077,177,181,358,8,11,19,35,21,56,220,213,433,997,898,1895,1727,2546,4273,227,185,412,25379,23395,48774,Melbourne (C)
24650,949,1193,2142,98,186,284,6,3,9,9,15,24,50,26,76,20760,14406,35166,1343,1423,2766,597,16,613,143,12,155,68,9,77,135,55,190,180,252,432,24338,17596,41934,167,193,360,0,0,0,34,62,96,405,369,774,58,122,180,18,0,18,682,746,1428,0,0,0,3,3,6,12,8,20,16,28,44,7,3,10,38,42,80,160,94,254,880,882,1762,178,249,427,0,4,4,5,3,8,183,256,439,414,726,1140,1695,2993,4688,514,459,973,28024,22912,50936,Melton (S)
24780,5,0,5,90,64,154,3,0,3,0,3,3,23,24,47,7695,6686,14381,656,731,1387,202,9,211,98,14,112,122,34,156,108,45,153,548,453,1001,9550,8063,17613,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,7,3,10,10,10,20,7,0,7,24,13,37,78,42,120,105,58,163,3,0,3,3,6,9,3,3,6,9,9,18,565,577,1142,809,1304,2113,226,202,428,11264,10213,21477,Mildura (RC)
22310,4302,3633,7935,261,368,629,14,3,17,411,475,886,94,46,140,20218,16417,36635,768,1349,2117,250,13,263,257,32,289,761,159,920,180,88,268,745,826,1571,28261,23409,51670,329,305,634,0,0,0,608,581,1189,460,462,922,79,149,228,103,43,146,1579,1540,3119,0,0,0,25,32,57,9,8,17,13,24,37,6,4,10,53,68,121,181,157,338,1813,1765,3578,316,255,571,6,4,10,15,9,24,337,268,605,1340,1626,2966,2279,4094,6373,424,428,852,34454,31590,66044,Glen Eira (C)
24850,205,220,425,30,13,43,4,3,7,3,3,6,8,5,13,6079,4558,10637,451,347,798,243,0,243,35,10,45,46,8,54,62,24,86,343,197,540,7509,5388,12897,20,14,34,0,0,0,9,20,29,61,78,139,13,15,28,9,0,9,112,127,239,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,75,26,101,190,156,346,33,42,75,0,0,0,6,0,6,39,42,81,280,418,698,651,1013,1664,159,118,277,8828,7135,15963,Mitchell (S)
24900,4,0,4,16,20,36,7,0,7,3,0,3,4,0,4,3983,3267,7250,349,282,631,124,6,130,86,13,99,109,26,135,71,27,98,333,319,652,5089,3960,9049,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,34,13,47,41,16,57,3,0,3,0,0,0,0,0,0,3,0,3,613,497,1110,436,782,1218,120,105,225,6302,5360,11662,Moira (S)
24970,3365,2606,5971,650,788,1438,13,5,18,50,37,87,91,41,132,27007,20611,47618,1171,2121,3292,401,5,406,236,21,257,522,69,591,194,106,300,927,865,1792,34627,27275,61902,603,489,1092,0,0,0,208,225,433,946,668,1614,144,245,389,73,27,100,1974,1654,3628,0,0,0,24,22,46,21,22,43,34,78,112,13,7,20,92,129,221,222,159,381,2288,1942,4230,431,434,865,11,11,22,18,5,23,460,450,910,1362,1567,2929,2745,4450,7195,608,559,1167,42090,36243,78333,Monash (C)
25060,1997,2031,4028,161,196,357,11,3,14,745,1155,1900,83,67,150,17145,13333,30478,757,1329,2086,293,4,297,254,32,286,731,230,961,146,68,214,578,667,1245,22901,19115,42016,342,316,658,0,0,0,398,366,764,270,304,574,45,79,124,36,22,58,1091,1087,2178,0,0,0,65,97,162,15,14,29,7,29,36,3,4,7,90,144,234,190,170,360,1371,1401,2772,248,271,519,9,12,21,9,11,20,266,294,560,750,978,1728,1868,3428,5296,369,398,767,27525,25614,53139,Moonee Valley (C)
25150,201,211,412,16,16,32,0,0,0,5,0,5,3,0,3,5002,3789,8791,387,315,702,160,3,163,42,4,46,30,5,35,41,22,63,160,133,293,6047,4498,10545,10,13,23,0,0,0,19,12,31,71,69,140,7,17,24,4,4,8,111,115,226,0,0,0,0,0,0,5,0,5,0,6,6,3,0,3,8,6,14,64,28,92,183,149,332,28,42,70,0,0,0,0,3,3,28,45,73,326,359,685,566,909,1475,122,95,217,7272,6055,13327,Moorabool (S)
25250,2930,2709,5639,232,257,489,8,4,12,2672,3588,6260,156,73,229,19651,14316,33967,1025,1508,2533,361,15,376,394,72,466,2132,1322,3454,260,105,365,778,949,1727,30599,24918,55517,276,253,529,3,0,3,518,511,1029,244,208,452,59,80,139,102,56,158,1202,1108,2310,0,0,0,164,280,444,14,14,28,7,24,31,6,6,12,191,324,515,355,393,748,1748,1825,3573,303,307,610,17,24,41,36,22,58,356,353,709,874,1078,1952,2536,4454,6990,646,469,1115,36759,33097,69856,Moreland (C)
25340,245,170,415,205,197,402,12,5,17,18,5,23,22,31,53,23871,19085,42956,1536,1397,2933,674,11,685,182,14,196,203,40,243,264,96,360,1151,740,1891,28383,21791,50174,78,49,127,0,0,0,11,8,19,287,189,476,29,36,65,10,3,13,415,285,700,0,0,0,0,0,0,10,7,17,16,19,35,7,4,11,33,30,63,229,93,322,677,408,1085,79,78,157,8,3,11,14,5,19,101,86,187,1512,2092,3604,2713,4767,7480,564,534,1098,33950,29678,63628,Mornington Peninsula (S)
25430,111,86,197,12,18,30,0,0,0,6,4,10,8,4,12,2332,2078,4410,164,138,302,70,3,73,20,3,23,70,26,96,20,9,29,213,159,372,3026,2528,5554,4,6,10,0,0,0,8,11,19,24,20,44,3,0,3,23,13,36,62,50,112,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,25,12,37,90,62,152,31,31,62,0,0,0,3,0,3,34,31,65,293,322,615,305,584,889,78,70,148,3826,3597,7423,Mount Alexander (S)
25490,5,3,8,26,13,39,0,0,0,0,0,0,0,0,0,2288,1985,4273,152,179,331,96,3,99,76,18,94,41,17,58,75,33,108,294,204,498,3053,2455,5508,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,26,15,41,32,15,47,0,3,3,0,0,0,4,0,4,4,3,7,752,511,1263,317,512,829,91,81,172,4249,3577,7826,Moyne (S)
25620,8,4,12,9,9,18,5,0,5,0,3,3,3,0,3,2002,1518,3520,135,127,262,85,4,89,22,4,26,26,6,32,33,18,51,190,181,371,2518,1874,4392,0,0,0,0,0,0,0,0,0,17,20,37,0,0,0,0,0,0,17,20,37,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,3,6,27,15,42,47,38,85,0,5,5,0,0,0,4,0,4,4,5,9,330,311,641,263,438,701,51,60,111,3213,2726,5939,Murrindindi (S)
25710,787,634,1421,81,86,167,0,0,0,6,11,17,19,11,30,12121,9941,22062,526,646,1172,332,8,340,96,11,107,102,13,115,66,39,105,225,192,417,14361,11592,25953,95,47,142,0,0,0,42,24,66,334,232,566,47,79,126,33,10,43,551,392,943,0,0,0,0,0,0,12,18,30,12,11,23,0,3,3,24,32,56,109,55,164,684,479,1163,102,95,197,8,4,12,9,0,9,119,99,218,725,1014,1739,1251,2324,3575,219,212,431,17359,15720,33079,Nillumbik (S)
25810,4,0,4,10,4,14,0,0,0,3,0,3,5,5,10,1780,1440,3220,148,143,291,57,5,62,8,3,11,36,6,42,49,13,62,202,176,378,2302,1795,4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,19,7,26,22,7,29,0,0,0,0,0,0,3,0,3,3,0,3,215,186,401,235,329,564,50,35,85,2827,2352,5179,Northern Grampians (S)
25900,1458,1374,2832,248,330,578,16,7,23,4055,4644,8699,118,104,222,12656,10720,23376,624,1049,1673,93,10,103,398,84,482,1516,731,2247,190,132,322,1874,2149,4023,23246,21334,44580,104,87,191,0,0,0,517,509,1026,50,75,125,13,25,38,55,25,80,739,721,1460,0,0,0,119,173,292,4,11,15,8,4,12,11,13,24,142,201,343,381,342,723,1262,1264,2526,203,157,360,9,20,29,34,30,64,246,207,453,1208,1297,2505,1665,2672,4337,287,245,532,27914,27019,54933,Port Phillip (C)
25990,4,4,8,5,4,9,3,0,3,0,0,0,0,0,0,860,677,1537,65,43,108,50,3,53,3,0,3,3,4,7,20,7,27,66,45,111,1079,787,1866,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,20,22,7,29,3,0,3,0,3,3,3,3,6,6,6,12,211,158,369,112,169,281,22,22,44,1452,1149,2601,Pyrenees (S)
26080,0,4,4,5,3,8,0,0,0,0,3,3,0,0,0,374,313,687,9,30,39,5,0,5,4,0,4,13,6,19,4,5,9,31,34,65,445,398,843,3,3,6,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,5,3,8,18,12,30,3,0,3,3,0,3,0,0,0,6,0,6,54,54,108,62,97,159,4,5,9,589,566,1155,Queenscliffe (B)
26170,5,11,16,25,21,46,3,3,6,4,0,4,6,0,6,4112,3263,7375,273,267,540,126,0,126,66,14,80,42,7,49,79,31,110,440,362,802,5181,3979,9160,3,0,3,0,0,0,0,0,0,5,10,15,0,3,3,3,0,3,11,13,24,0,0,0,0,3,3,5,3,8,4,3,7,0,0,0,9,9,18,65,14,79,85,36,121,4,5,9,5,0,5,3,0,3,12,5,17,777,735,1512,565,900,1465,115,102,217,6735,5757,12492,South Gippsland (S)
26260,0,0,0,12,6,18,0,0,0,0,3,3,7,3,10,2465,2163,4628,222,202,424,91,3,94,32,9,41,39,15,54,57,9,66,295,224,519,3220,2637,5857,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,34,11,45,38,14,52,0,0,0,0,0,0,4,3,7,4,3,7,461,357,818,360,507,867,62,62,124,4145,3580,7725,Southern Grampians (S)
26350,3760,3223,6983,240,262,502,5,3,8,1301,1618,2919,98,81,179,12965,10345,23310,503,903,1406,78,8,86,217,40,257,885,328,1213,153,106,259,1497,1736,3233,21702,18653,40355,139,140,279,0,0,0,644,677,1321,115,124,239,30,45,75,80,44,124,1008,1030,2038,0,4,4,44,76,120,3,3,6,3,7,10,10,5,15,60,95,155,162,151,313,1230,1276,2506,193,145,338,4,8,12,15,16,31,212,169,381,1213,1443,2656,1630,2851,4481,280,273,553,26267,24665,50932,Stonnington (C)
26430,3,3,6,7,4,11,0,0,0,3,0,3,3,3,6,1361,1112,2473,91,91,182,74,3,77,10,3,13,25,13,38,18,11,29,129,109,238,1724,1352,3076,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27,25,13,38,5,4,9,0,0,0,4,0,4,9,4,13,272,215,487,192,275,467,35,39,74,2257,1898,4155,Strathbogie (S)
26490,52,31,83,38,36,74,5,0,5,4,5,9,8,3,11,4536,3484,8020,238,255,493,106,5,111,19,6,25,60,15,75,51,14,65,211,209,420,5328,4063,9391,8,6,14,0,0,0,0,0,0,72,39,111,7,0,7,0,3,3,87,48,135,0,0,0,0,0,0,4,3,7,5,3,8,0,0,0,9,6,15,53,23,76,149,77,226,33,24,57,3,3,6,3,0,3,39,27,66,445,540,985,611,1041,1652,91,79,170,6663,5827,12490,Surf Coast (S)
26610,3,3,6,22,13,35,3,0,3,0,0,0,7,10,17,3291,2356,5647,330,300,630,84,0,84,33,6,39,50,8,58,62,16,78,329,289,618,4214,3001,7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,6,32,13,45,35,16,51,0,0,0,0,0,0,3,3,6,3,3,6,354,298,652,291,519,810,123,93,216,5020,3930,8950,Swan Hill (RC)
26670,3,3,6,12,5,17,0,0,0,0,0,0,0,0,0,855,697,1552,54,49,103,39,3,42,34,8,42,3,3,6,20,8,28,106,101,207,1126,877,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,12,4,16,12,7,19,0,0,0,0,0,0,3,3,6,3,3,6,228,174,402,108,157,265,31,27,58,1508,1245,2753,Towong (S)
26700,7,4,11,28,26,54,4,0,4,0,10,10,10,7,17,4340,3765,8105,355,340,695,124,5,129,51,9,60,177,39,216,38,22,60,311,266,577,5445,4493,9938,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,53,17,70,53,25,78,0,0,0,0,5,5,7,0,7,7,5,12,439,430,869,519,948,1467,111,103,214,6574,6004,12578,Wangaratta (RC)
26730,0,7,7,62,50,112,4,0,4,3,0,3,16,14,30,5541,4844,10385,532,461,993,92,6,98,53,5,58,140,33,173,38,12,50,349,327,676,6830,5759,12589,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,0,3,3,11,14,0,0,0,6,14,20,52,16,68,58,33,91,0,0,0,3,0,3,3,0,3,6,0,6,175,245,420,677,1118,1795,120,102,222,7866,7257,15123,Warrnambool (C)
26810,12,4,16,58,24,82,3,0,3,3,0,3,14,15,29,5922,5096,11018,490,457,947,144,3,147,96,19,115,178,39,217,271,49,320,547,438,985,7738,6144,13882,0,3,3,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,6,6,12,0,0,0,0,0,0,5,3,8,3,3,6,3,0,3,11,6,17,96,33,129,113,45,158,8,0,8,3,0,3,3,3,6,14,3,17,687,657,1344,953,1218,2171,161,151,312,9666,8218,17884,Wellington (S)
26890,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,547,437,984,28,29,57,24,4,28,9,7,16,15,0,15,51,8,59,93,79,172,771,564,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14,11,3,14,4,0,4,0,0,0,0,0,0,4,0,4,249,189,438,92,108,200,23,22,45,1150,886,2036,West Wimmera (S)
26980,3110,2426,5536,558,689,1247,5,3,8,319,327,646,65,27,92,22963,18481,41444,943,1723,2666,345,9,354,238,19,257,448,70,518,197,84,281,810,923,1733,30001,24781,54782,752,558,1310,0,0,0,287,209,496,746,546,1292,120,226,346,94,33,127,1999,1572,3571,0,0,0,78,73,151,21,20,41,32,53,85,11,9,20,142,155,297,226,127,353,2367,1854,4221,395,420,815,8,16,24,21,6,27,424,442,866,1290,1589,2879,2651,5005,7656,474,443,917,37207,34114,71321,Whitehorse (C)
27070,1279,1454,2733,294,392,686,8,3,11,97,124,221,126,23,149,28933,20911,49844,1535,1945,3480,805,11,816,146,11,157,123,23,146,246,72,318,291,317,608,33883,25286,59169,246,217,463,0,0,0,64,76,140,578,495,1073,70,138,208,26,5,31,984,931,1915,0,0,0,30,43,73,19,12,31,36,55,91,3,3,6,88,113,201,249,123,372,1321,1167,2488,207,281,488,10,11,21,3,3,6,220,295,515,509,897,1406,2331,4139,6470,780,665,1445,39044,32449,71493,Whittlesea (C)
27170,4,4,8,54,42,96,3,3,6,3,3,6,14,12,26,6577,5362,11939,495,444,939,130,5,135,87,6,93,137,24,161,79,21,100,517,205,722,8100,6131,14231,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,0,0,0,3,6,9,0,0,0,0,0,0,4,0,4,3,11,14,0,3,3,7,14,21,75,24,99,85,44,129,0,0,0,0,3,3,3,0,3,3,3,6,161,275,436,617,1196,1813,149,127,276,9115,7776,16891,Wodonga (RC)
27260,2001,2104,4105,156,279,435,14,4,18,21,13,34,81,29,110,30140,20580,50720,2096,2663,4759,547,14,561,289,16,305,204,46,250,230,82,312,407,455,862,36186,26285,62471,406,410,816,0,0,0,85,94,179,944,573,1517,144,323,467,63,14,77,1642,1414,3056,0,0,0,3,3,6,13,12,25,18,43,61,8,4,12,42,62,104,265,162,427,1949,1638,3587,467,546,1013,3,4,7,21,3,24,491,553,1044,719,1201,1920,2772,4295,7067,635,531,1166,42752,34503,77255,Wyndham (C)
27350,1517,1479,2996,259,292,551,9,5,14,2672,3169,5841,94,85,179,7926,6734,14660,367,656,1023,64,3,67,260,65,325,2240,1411,3651,129,95,224,2240,2680,4920,17777,16674,34451,86,97,183,0,0,0,369,397,766,34,40,74,12,35,47,78,68,146,579,637,1216,0,0,0,80,107,187,3,6,9,0,3,3,5,8,13,88,124,212,250,227,477,917,988,1905,144,112,256,9,10,19,28,21,49,181,143,324,997,982,1979,1480,2491,3971,206,205,411,21558,21483,43041,Yarra (C)
