LGA_MAIN11,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons,LGA_NAME11
52450,459,1069,10,15,0,12,10,27,5,3,0,0,0,0,0,4,5,7,5,5,0,0,3,6,8,11,0,0,482,1114,112,0,594,1114,Cunderdin (S)
52520,464,1145,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,6,8,0,0,473,1153,168,0,641,1153,Dalwallinu (S)
52940,271,630,0,0,0,0,0,0,7,17,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,3,3,281,650,86,0,367,650,Dowerin (S)
54130,361,872,15,20,0,0,15,20,3,5,0,0,0,0,0,0,3,5,3,4,3,0,3,10,9,14,0,0,388,911,453,0,841,911,Jerramungup (S)
53010,245,540,7,5,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,10,6,18,0,0,258,563,112,0,370,563,Dumbleyung (S)
53080,321,751,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,17,34,0,0,5,15,22,49,4,12,355,826,178,0,533,826,Dundas (S)
54170,48410,135629,2005,3566,661,1562,2666,5128,1035,1598,451,879,200,372,60,103,1746,2952,159,213,0,0,9,28,168,241,7,20,52997,143970,3993,0,56990,143970,Joondalup (C)
54200,17797,47919,692,1127,77,232,769,1359,215,300,4,3,9,22,4,16,232,341,63,103,4,3,7,12,74,118,0,3,18872,49740,1472,0,20344,49740,Kalamunda (S)
53150,1854,5036,183,342,242,463,425,805,75,126,142,194,106,184,0,0,323,504,3,0,0,0,3,7,6,7,3,0,2611,6352,329,0,2940,6352,East Fremantle (T)
53220,1450,5079,76,129,0,0,76,129,97,153,0,3,9,15,9,16,115,187,32,66,3,13,3,7,38,86,14,24,1693,5505,575,0,2268,5505,East Pilbara (S)
53290,4036,10553,199,300,153,369,352,669,185,306,0,0,23,33,5,8,213,347,90,159,19,28,14,35,123,222,8,20,4732,11811,1267,0,5999,11811,Esperance (S)
53360,652,1681,49,97,3,6,52,103,54,77,0,0,0,0,0,0,54,77,84,177,5,16,19,51,108,244,6,11,872,2116,150,0,1022,2116,Exmouth (S)
53430,7032,17120,1345,2366,988,1935,2333,4301,590,881,498,761,397,590,3,10,1488,2242,128,192,0,0,36,73,164,265,9,19,11026,23947,1573,0,12599,23947,Fremantle (C)
53520,11267,29952,662,1165,57,123,719,1288,754,1169,34,52,0,0,4,8,792,1229,248,382,3,6,11,36,262,424,13,33,13053,32926,1781,0,14834,32926,Geraldton-Greenough (C)
53570,1604,3866,12,22,6,14,18,36,41,67,0,0,0,0,0,0,41,67,17,34,13,31,3,5,33,70,3,8,1699,4047,1758,0,3457,4047,Gingin (S)
53640,456,1136,6,13,0,0,6,13,6,7,0,0,0,0,0,0,6,7,0,3,3,3,3,3,6,9,3,8,477,1173,196,0,673,1173,Gnowangerup (S)
54280,8003,22574,858,1869,83,177,941,2046,627,1238,8,16,0,3,0,0,635,1257,247,368,0,14,16,44,263,426,32,63,9874,26366,1183,0,11057,26366,Kalgoorlie/Boulder (C)
53710,386,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,8,0,0,392,900,81,0,473,900,Goomalling (S)
54690,177,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,405,86,0,263,405,Koorda (S)
54760,303,727,8,10,0,0,8,10,12,30,0,0,0,0,0,0,12,30,0,0,0,0,0,0,0,0,0,0,323,767,113,0,436,767,Kulin (S)
54830,9081,24467,419,966,58,117,477,1083,222,328,192,340,6,10,0,3,420,681,0,3,7,9,0,0,7,12,3,3,9988,26246,838,0,10826,26246,Kwinana (T)
54900,495,1135,28,44,4,4,32,48,5,7,0,0,0,0,0,0,5,7,6,10,0,0,3,8,9,18,0,0,541,1208,181,0,722,1208,Lake Grace (S)
53780,32821,93022,1662,3026,83,217,1745,3243,1327,2371,40,78,0,0,10,16,1377,2465,108,140,0,0,39,97,147,237,12,27,36102,98994,2535,0,38637,98994,Gosnells (C)
53920,592,2730,26,47,7,10,33,57,3,8,0,0,0,0,0,0,3,8,56,140,4,3,9,23,69,166,31,82,728,3043,254,0,982,3043,Halls Creek (S)
53990,7435,20339,170,300,11,26,181,326,164,297,0,0,0,0,0,10,164,307,124,181,5,6,8,21,137,208,8,20,7925,21200,1250,0,9175,21200,Harvey (S)
54060,1215,2960,31,64,3,5,34,69,36,50,0,0,0,0,0,0,36,50,32,47,4,11,3,11,39,69,3,10,1327,3158,387,0,1714,3158,Irwin (S)
54340,1394,3616,36,97,0,0,36,97,71,130,0,0,0,0,0,0,71,130,4,8,3,4,4,16,11,28,0,0,1512,3871,293,0,1805,3871,Katanning (S)
54410,411,1005,0,3,0,0,0,3,26,39,0,0,0,0,0,0,26,39,0,4,0,0,3,7,3,11,0,0,440,1058,108,0,548,1058,Kellerberrin (S)
54480,191,458,3,3,0,0,3,3,8,13,0,0,0,0,0,0,8,13,0,0,0,0,3,8,3,8,0,0,205,482,100,0,305,482,Kent (S)
54550,702,1708,20,31,0,0,20,31,19,28,0,0,0,0,0,0,19,28,11,14,0,0,0,5,11,19,0,0,752,1786,246,0,998,1786,Kojonup (S)
54620,308,748,8,14,0,0,8,14,19,19,0,0,0,0,0,0,19,19,0,0,0,0,4,8,4,8,0,0,339,789,145,0,484,789,Kondinin (S)
54970,159,474,7,14,0,0,7,14,18,34,0,0,0,0,0,0,18,34,22,29,4,3,0,3,26,35,0,3,210,560,99,0,309,560,Laverton (S)
55040,323,942,24,38,0,0,24,38,11,16,0,0,0,0,0,0,11,16,28,42,3,3,0,6,31,51,0,4,389,1051,162,0,551,1051,Leonora (S)
55110,21494,54425,2553,4139,563,1070,3116,5209,1231,2016,123,257,154,305,9,10,1517,2588,307,449,3,11,9,17,319,477,12,31,26458,62730,7557,0,34015,62730,Mandurah (C)
55180,3249,8008,29,48,3,0,32,48,177,247,0,0,0,0,0,0,177,247,15,17,0,4,0,4,15,25,8,12,3481,8340,1222,0,4703,8340,Manjimup (S)
55250,240,669,15,31,0,0,15,31,14,23,0,0,0,0,0,0,14,23,9,18,0,0,4,5,13,23,17,28,299,774,72,0,371,774,Meekatharra (S)
55320,28661,77377,3479,6038,822,1797,4301,7835,2151,3662,244,373,190,420,3,3,2588,4458,0,0,0,4,3,11,3,15,24,60,35577,89745,3243,0,38820,89745,Melville (C)
56520,1332,3349,73,122,0,4,73,126,121,192,0,0,0,0,0,0,121,192,4,3,0,0,3,3,7,6,4,0,1537,3673,347,0,1884,3673,Narrogin (T)
56580,5963,17277,345,594,261,518,606,1112,396,648,13,25,37,66,0,0,446,739,0,0,0,0,7,6,7,6,0,3,7022,19137,776,0,7798,19137,Nedlands (C)
55390,70,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,8,19,3,10,81,309,49,0,130,309,Menzies (S)
55460,1111,2707,66,95,0,0,66,95,14,21,0,0,0,0,0,0,14,21,16,13,0,0,3,9,19,22,5,4,1215,2849,305,0,1520,2849,Merredin (S)
55530,169,412,0,5,0,0,0,5,4,9,0,0,0,0,0,0,4,9,4,5,0,3,4,3,8,11,0,0,181,437,51,0,232,437,Mingenew (S)
55600,839,2142,22,33,0,0,22,33,21,33,0,0,0,0,0,0,21,33,3,5,0,4,6,9,9,18,3,6,894,2232,154,0,1048,2232,Moora (S)
56620,323,1312,0,0,0,0,0,0,14,20,0,0,0,0,0,0,14,20,5,8,0,3,0,0,5,11,3,4,345,1347,106,0,451,1347,Ngaanyatjarraku (S)
55670,291,705,3,20,0,0,3,20,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,4,9,0,0,298,734,88,0,386,734,Morawa (S)
56930,390,1143,5,16,4,9,9,25,60,103,30,48,0,0,0,0,90,151,0,0,0,0,0,0,0,0,0,0,489,1319,46,0,535,1319,Peppermint Grove (S)
55740,2028,5532,230,376,187,342,417,718,164,250,377,508,367,601,0,5,908,1364,0,0,0,0,3,8,3,8,0,0,3356,7622,406,0,3762,7622,Mosman Park (T)
55810,190,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,6,0,0,193,490,105,0,298,490,Mount Magnet (S)
55880,188,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,445,150,0,338,445,Mount Marshall (S)
55950,190,445,15,17,0,0,15,17,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,4,0,0,208,469,79,0,287,469,Mukinbudin (S)
56020,219,560,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,10,0,0,8,4,0,3,8,7,0,0,232,577,115,0,347,577,Mullewa (S)
56090,11932,32041,286,452,46,123,332,575,88,129,0,0,0,0,7,11,95,140,15,19,3,4,11,22,29,45,3,13,12391,32814,895,0,13286,32814,Mundaring (S)
57080,158,367,34,70,562,1034,596,1104,165,280,1384,2484,4765,8108,4,9,6318,10881,0,0,0,0,67,122,67,122,20,27,7159,12501,1743,0,8902,12501,Perth (C)
57140,421,999,5,0,0,0,5,0,19,30,0,0,0,0,0,0,19,30,3,3,0,0,3,6,6,9,0,0,451,1038,142,0,593,1038,Pingelly (S)
57210,1667,4038,95,215,3,5,98,220,10,13,0,0,0,0,0,0,10,13,16,25,11,23,0,3,27,51,3,6,1805,4328,491,0,2296,4328,Plantagenet (S)
57280,2569,7981,329,815,220,596,549,1411,242,452,0,0,63,129,0,0,305,581,181,378,35,81,53,135,269,594,23,47,3715,10614,856,0,4571,10614,Port Hedland (T)
57350,409,920,4,12,0,0,4,12,3,5,0,0,0,0,0,0,3,5,4,5,0,0,0,3,4,8,0,0,420,945,125,0,545,945,Quairading (S)
57420,635,1592,31,45,6,5,37,50,0,0,10,8,0,0,0,0,10,8,20,29,10,21,4,12,34,62,0,0,716,1712,547,0,1263,1712,Ravensthorpe (S)
57490,31990,88991,1599,2546,385,727,1984,3273,1617,2419,66,102,132,214,15,22,1830,2757,328,469,13,28,8,18,349,515,9,19,36162,95555,4546,0,40708,95555,Rockingham (C)
57560,3991,12903,619,1388,41,94,660,1482,230,412,33,60,0,0,3,0,266,472,328,651,8,23,9,31,345,705,23,72,5285,15634,1040,0,6325,15634,Roebourne (S)
56160,31,91,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0,37,98,21,0,58,98,Murchison (S)
56230,4777,12092,126,201,14,29,140,230,69,108,0,0,0,0,3,4,72,112,163,252,16,49,6,15,185,316,3,9,5177,12759,1255,0,6432,12759,Murray (S)
56300,489,1098,5,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,11,8,16,14,27,25,54,0,0,519,1159,290,0,809,1159,Nannup (S)
60810,7365,18216,216,361,7,21,223,382,588,814,0,0,6,7,9,11,603,832,80,122,3,3,12,34,95,159,0,0,8286,19589,899,0,9185,19589,Central Coast (M)
61010,797,1771,60,155,28,69,88,224,0,3,0,0,0,0,0,0,0,3,11,14,0,0,9,14,20,28,0,0,905,2026,1673,0,2578,2026,Central Highlands (M)
61210,2760,7056,3,6,0,0,3,6,166,224,0,0,0,0,9,10,175,234,9,12,7,14,18,47,34,73,0,0,2972,7369,724,0,3696,7369,Circular Head (M)
61410,17783,44628,831,1316,234,411,1065,1727,882,1359,28,38,0,0,14,25,924,1422,41,68,8,20,23,51,72,139,3,13,19847,47929,1894,0,21741,47929,Clarence (C)
61510,3463,8817,45,77,8,22,53,99,131,199,0,0,0,0,3,0,134,199,4,4,3,3,14,34,21,41,0,3,3671,9159,464,0,4135,9159,Derwent Valley (M)
56370,302,707,6,15,0,0,6,15,13,17,0,0,0,0,0,0,13,17,3,0,0,0,0,0,3,0,0,0,324,739,99,0,423,739,Narembeen (S)
56450,283,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,283,739,70,0,353,739,Narrogin (S)
61810,2548,6062,3,8,0,0,3,8,124,165,0,0,3,0,0,4,127,169,7,12,3,4,7,13,17,29,3,3,2698,6271,945,0,3643,6271,Dorset (M)
62010,340,664,5,7,0,0,5,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,345,675,284,0,629,675,Flinders (M)
62210,2369,5913,42,66,0,0,42,66,177,252,0,0,0,0,0,0,177,252,15,20,0,0,3,3,18,23,0,0,2606,6254,809,0,3415,6254,George Town (M)
62410,1556,3346,63,115,6,8,69,123,35,51,0,0,0,0,3,3,38,54,23,23,3,5,29,51,55,79,0,3,1718,3605,2101,0,3819,3605,Glamorgan/Spring Bay (M)
62610,14484,36144,1146,1856,154,284,1300,2140,2348,3611,48,60,0,0,51,90,2447,3761,18,27,3,3,41,118,62,148,3,11,18296,42204,1569,0,19865,42204,Glenorchy (C)
62810,13392,33157,953,1694,1170,2335,2123,4029,2510,4118,753,1251,515,836,140,227,3918,6432,7,12,3,0,132,260,142,272,37,85,19612,43975,2487,0,22099,43975,Hobart (C)
63010,5565,13830,95,132,0,4,95,136,42,63,0,0,0,0,5,8,47,71,55,83,12,23,33,62,100,168,5,4,5812,14209,1403,0,7215,14209,Huon Valley (M)
56730,3485,8774,56,92,14,27,70,119,150,226,0,0,0,0,0,0,150,226,61,87,3,7,0,3,64,97,7,17,3776,9233,686,0,4462,9233,Northam (S)
56790,1100,2567,43,72,11,16,54,88,26,43,0,0,0,0,0,0,26,43,64,120,3,8,16,29,83,157,7,8,1270,2863,935,0,2205,2863,Northampton (S)
57000,188,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,6,9,0,0,194,488,79,0,273,488,Perenjori (S)
57630,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,7,5,3,3,45,89,8,0,53,89,Sandstone (S)
57700,5582,16274,19,37,0,0,19,37,3,10,0,0,0,0,11,19,14,29,11,18,10,25,3,7,24,50,4,6,5643,16396,591,0,6234,16396,Serpentine-Jarrahdale (S)
57770,243,573,4,6,8,11,12,17,40,61,0,0,3,6,0,0,43,67,48,81,0,4,0,4,48,89,0,0,346,746,148,0,494,746,Shark Bay (S)
57840,8310,21968,2331,4057,2132,4221,4463,8278,1330,2277,1090,1745,1048,1812,11,13,3479,5847,0,0,0,3,0,0,0,3,4,5,16256,36101,2288,0,18544,36101,South Perth (C)
57910,45857,121535,16376,30975,4635,9980,21011,40955,8002,13842,1548,2442,579,915,170,242,10299,17441,109,143,3,3,14,22,126,168,25,51,77318,180150,7707,0,85025,180150,Stirling (C)
57980,3128,8028,288,522,1368,2675,1656,3197,1058,1813,1141,1732,442,665,0,0,2641,4210,0,0,3,0,13,23,16,23,17,48,7458,15506,1029,0,8487,15506,Subiaco (C)
58050,32708,94085,1810,3437,387,829,2197,4266,1232,2138,73,96,0,3,9,21,1314,2258,277,411,13,22,7,21,297,454,24,42,36540,101105,3132,0,39672,101105,Swan (C)
58190,144,361,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,6,8,0,0,150,372,35,0,185,372,Tammin (S)
58260,231,533,11,28,0,0,11,28,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,4,247,568,78,0,325,568,Three Springs (S)
63210,2156,5493,36,38,3,5,39,43,15,17,0,0,0,0,3,8,18,25,10,16,6,19,10,18,26,53,5,11,2244,5625,363,0,2607,5625,Kentish (M)
63410,656,1384,6,11,0,0,6,11,8,10,0,0,0,0,0,0,8,10,3,0,0,0,3,5,6,5,0,0,676,1410,168,0,844,1410,King Island (M)
63610,11295,29458,444,775,61,132,505,907,743,1312,13,22,0,0,17,32,773,1366,40,54,9,13,10,26,59,93,4,9,12636,31833,1872,0,14508,31833,Kingborough (M)
63810,3427,8473,166,248,15,32,181,280,135,220,0,0,0,0,0,3,135,223,13,16,3,6,21,45,37,67,3,16,3783,9059,762,0,4545,9059,Latrobe (M)
64010,20979,52310,1520,2335,259,500,1779,2835,2348,3504,92,135,43,70,43,55,2526,3764,30,52,10,16,92,166,132,234,18,62,25434,59205,2700,0,28134,59205,Launceston (C)
64210,6531,16458,431,786,29,45,460,831,291,419,0,0,0,0,7,8,298,427,16,30,3,3,14,26,33,59,5,5,7327,17780,823,0,8150,17780,Meander Valley (M)
64610,4516,11189,106,153,0,3,106,156,92,112,0,0,0,0,4,5,96,117,12,29,8,11,9,21,29,61,0,3,4747,11526,805,0,5552,11526,Northern Midlands (M)
64810,4832,11785,158,299,19,43,177,342,93,146,0,0,0,0,0,3,93,149,14,16,3,3,6,15,23,34,7,14,5132,12324,1261,0,6393,12324,Sorell (M)
65010,2204,5572,0,3,0,0,0,3,39,48,0,0,0,0,0,0,39,48,4,4,0,3,7,13,11,20,0,7,2254,5650,337,0,2591,5650,Southern Midlands (M)
58330,1587,3787,20,44,0,3,20,47,3,0,0,0,0,0,0,7,3,7,27,40,0,0,3,3,30,43,3,4,1643,3888,494,0,2137,3888,Toodyay (S)
65610,1826,4100,10,15,0,3,10,18,68,84,0,0,0,0,4,6,72,90,4,5,0,3,19,40,23,48,0,0,1931,4256,1040,0,2971,4256,West Coast (M)
65810,7674,19530,313,454,30,53,343,507,160,261,0,0,0,0,14,29,174,290,45,57,10,34,10,17,65,108,4,9,8260,20444,1380,0,9640,20444,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70200,5382,16202,777,1583,418,833,1195,2416,1338,2564,23,36,0,0,4,8,1365,2608,266,459,100,193,56,96,422,748,35,88,8399,22062,1271,0,9670,22062,Alice Springs (T)
58400,131,301,0,0,0,0,0,0,6,10,0,0,0,0,0,0,6,10,0,0,0,0,4,4,4,4,0,0,141,315,80,0,221,315,Trayning (S)
99399,397,1309,61,133,6,14,67,147,90,179,112,293,9,15,0,0,211,487,4,6,0,0,3,11,7,17,13,32,695,1992,85,0,780,1992,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58470,68,214,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,6,0,0,0,0,4,6,0,0,75,220,28,0,103,220,Upper Gascoyne (S)
58510,7135,17163,2101,4277,757,1657,2858,5934,1327,2204,567,983,1177,2028,4,11,3075,5226,3,12,0,0,7,19,10,31,9,12,13087,28366,1639,0,14726,28366,Victoria Park (T)
58540,333,781,5,7,0,3,5,10,3,3,0,0,0,0,0,0,3,3,3,0,0,3,3,3,6,6,0,0,347,800,127,0,474,800,Victoria Plains (S)
58570,7231,17867,957,1897,1444,2940,2401,4837,1136,1882,1151,1877,833,1299,3,0,3123,5058,0,0,0,0,43,92,43,92,11,29,12809,27883,1395,0,14204,27883,Vincent (T)
58610,679,1632,43,50,0,0,43,50,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,7,6,7,0,0,728,1692,199,0,927,1692,Wagin (S)
58680,158,403,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,164,406,81,0,245,406,Wandering (S)
58760,45165,133018,2911,5998,570,1406,3481,7404,775,1331,0,0,43,73,130,256,948,1660,274,379,0,4,4,6,278,389,4,6,49876,142477,4355,0,54231,142477,Wanneroo (C)
58820,1217,3070,91,133,0,3,91,136,7,19,0,0,0,0,0,3,7,22,17,27,0,0,3,0,20,27,4,3,1339,3258,490,0,1829,3258,Waroona (S)
58890,332,782,0,0,0,0,0,0,10,20,0,0,0,0,0,0,10,20,3,4,3,5,3,8,9,17,3,0,354,819,124,0,478,819,West Arthur (S)
59030,98,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,208,58,0,156,208,Westonia (S)
59100,278,661,0,0,0,0,0,0,5,12,0,0,0,0,0,0,5,12,3,3,0,0,3,0,6,3,0,0,289,676,123,0,412,676,Wickepin (S)
59170,347,808,12,10,0,0,12,10,3,0,0,3,0,0,0,0,3,3,0,0,0,0,4,11,4,11,0,0,366,832,82,0,448,832,Williams (S)
59250,82,339,6,16,0,9,6,25,13,29,0,0,0,0,0,0,13,29,6,6,3,0,0,3,9,9,0,4,110,406,55,0,165,406,Wiluna (S)
59310,504,1180,3,3,0,0,3,3,41,70,0,0,0,0,0,0,41,70,7,5,0,0,6,21,13,26,0,0,561,1279,178,0,739,1279,Wongan-Ballidu (S)
59320,153,378,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,3,156,390,48,0,204,390,Woodanilling (S)
59330,203,431,7,10,0,0,7,10,5,4,0,0,0,0,0,0,5,4,0,0,0,0,3,4,3,4,0,0,218,449,84,0,302,449,Wyalkatchem (S)
59340,1611,5139,129,298,22,43,151,341,96,205,0,0,0,0,4,0,100,205,310,566,32,62,46,104,388,732,13,42,2263,6459,429,0,2692,6459,Wyndham-East Kimberley (S)
59350,54,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,54,158,4,0,58,158,Yalgoo (S)
59360,428,1030,37,54,0,0,37,54,0,0,0,0,0,0,0,0,0,0,4,11,3,3,3,7,10,21,3,3,478,1108,256,0,734,1108,Yilgarn (S)
59370,1257,2942,39,53,7,21,46,74,9,8,0,0,0,0,3,11,12,19,4,5,3,6,3,3,10,14,3,4,1328,3053,391,0,1719,3053,York (S)
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60210,2421,5260,53,69,26,48,79,117,28,37,0,0,0,0,0,0,28,37,38,57,9,17,11,18,58,92,0,5,2586,5511,1607,0,4193,5511,Break O'Day (M)
60410,4838,13501,94,166,0,0,94,166,383,714,0,0,0,3,14,40,397,757,12,32,3,10,0,0,15,42,0,0,5344,14466,335,0,5679,14466,Brighton (M)
60610,6772,16732,290,432,37,77,327,509,389,525,23,31,55,83,18,29,485,668,0,3,3,3,26,51,29,57,4,3,7617,17969,759,0,8376,17969,Burnie (C)
70420,1193,5318,59,99,8,12,67,111,107,182,3,4,0,0,0,4,110,190,94,257,29,87,13,24,136,368,23,70,1529,6057,425,0,1954,6057,Barkly (S)
70540,26,132,3,0,0,0,3,0,7,29,0,0,0,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,36,161,0,0,36,161,Belyuen (S)
70620,610,3045,0,0,0,0,0,0,19,25,0,0,0,0,0,0,19,25,21,54,5,29,0,0,26,83,13,22,668,3175,293,0,961,3175,Central Desert (S)
70700,351,787,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,9,29,60,3,12,3,5,35,77,8,11,401,884,148,0,549,884,Coomalie (S)
71000,13260,40641,2006,4020,1818,4085,3824,8105,2598,5199,1599,3231,2224,4571,55,106,6476,13107,359,613,172,302,70,133,601,1048,86,174,24247,63075,2651,0,26898,63075,Darwin (C)
71300,1151,8545,0,0,0,0,0,0,39,118,0,0,0,0,0,0,39,118,5,11,5,33,0,0,10,44,3,12,1203,8719,251,0,1454,8719,East Arnhem (S)
72200,2061,6272,194,413,52,77,246,490,247,486,10,14,0,0,0,0,257,500,137,317,62,97,12,25,211,439,15,32,2790,7733,330,0,3120,7733,Katherine (T)
72330,882,4407,0,0,0,0,0,0,51,90,0,0,0,0,0,0,51,90,62,144,3,18,0,0,65,162,8,15,1006,4674,438,0,1444,4674,MacDonnell (S)
72800,6801,21015,759,1484,188,477,947,1961,818,1621,90,206,94,199,9,9,1011,2035,7,19,26,48,13,28,46,95,9,18,8814,25124,758,0,9572,25124,Palmerston (C)
73600,895,5158,0,0,0,0,0,0,55,138,0,0,0,0,0,0,55,138,97,198,9,24,0,0,106,222,19,53,1075,5571,271,0,1346,5571,Roper Gulf (S)
74050,491,2200,0,0,0,0,0,0,65,141,0,0,0,0,0,0,65,141,4,16,0,0,0,0,4,16,0,0,560,2357,82,0,642,2357,Tiwi Islands (S)
74500,984,4977,0,0,0,0,0,0,96,266,0,0,0,0,0,0,96,266,79,170,4,19,0,0,83,189,6,13,1169,5445,307,0,1476,5445,Victoria-Daly (S)
74560,146,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,21,0,0,16,32,0,0,162,342,57,0,219,342,Wagait (S)
74660,837,5180,17,57,0,0,17,57,128,247,0,0,0,0,0,0,128,247,35,127,7,26,0,0,42,153,4,7,1028,5644,310,0,1338,5644,West Arnhem (S)
79399,1322,4119,364,644,4,13,368,657,234,345,0,0,73,137,3,4,310,486,159,317,44,89,3,7,206,413,23,54,2229,5729,599,0,2828,5729,Unincorporated NT
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89399,94266,262219,11874,22808,6935,15853,18809,38661,5386,9112,5835,9853,4517,7696,333,551,16071,27212,191,290,4,11,33,72,228,373,49,121,129423,328586,10197,0,139620,328586,Unincorporated ACT
