lga_code,lga_name,new_houses_num,new_oth_resial_building_num,tot_dwl_num,value_new_houses_aud000,value_new_oth_resial_building_aud000,value_alterations_additions_conversions_resial_building_aud000,value_tot_resial_building_aud000,value_non_resial_building_aud000,value_tot_building_aud000
10050,Albury (C),299,59,358,80122.7,19722.5,15654.0,115499.2,86574.4,202073.6
10110,Armidale Dumaresq (A),75,3,78,17867.8,500.0,3552.4,21920.2,29927.0,51847.2
10150,Ashfield (A),12,56,72,5256.1,25120.0,18517.9,48894.0,69281.0,118175.0
10200,Auburn (C),178,843,1036,32712.4,238893.1,6641.7,278247.2,95161.2,373408.4
10250,Ballina (A),145,118,268,40459.7,33122.0,13036.4,86618.1,18556.8,105174.9
10300,Balranald (A),3,0,3,1037.9,0.0,256.5,1294.4,736.0,2030.4
10350,Bankstown (C),533,964,1526,120534.7,190386.2,21457.5,332378.4,112224.8,444603.1
10470,Bathurst Regional (A),225,58,286,55365.1,9559.3,7386.4,72310.8,64516.2,136827.1
10550,Bega Valley (A),169,0,170,51056.3,0.0,7247.1,58303.5,147864.3,206167.8
10600,Bellingen (A),21,0,21,5008.2,0.0,2083.5,7091.8,2281.5,9373.2
10650,Berrigan (A),31,0,31,7845.5,0.0,1583.6,9429.1,8200.8,17629.8
10750,Blacktown (C),1645,1128,2830,387566.4,185046.4,22469.5,595082.4,642209.6,1237291.9
10800,Bland (A),11,0,11,2651.7,0.0,804.2,3455.8,8437.4,11893.2
10850,Blayney (A),20,0,20,5415.8,0.0,1996.9,7412.8,5063.4,12476.2
10900,Blue Mountains (C),155,2,179,53589.3,270.0,30296.6,84155.8,32457.6,116613.4
10950,Bogan (A),3,0,3,432.0,0.0,170.0,602.0,290.0,892.0
11000,Bombala (A),4,0,4,1188.9,0.0,352.9,1541.7,235.0,1776.7
11050,Boorowa (A),6,0,6,1381.8,0.0,460.4,1842.1,0.0,1842.1
11100,Botany Bay (C),40,2002,2042,9483.1,412289.9,5319.7,427092.7,251083.5,678176.2
