lga_code16,pts_400_499_mng,pts_400_499_pro,pts_400_499_tectw,pts_400_499_copsw,pts_400_499_claw,pts_400_499_swks,pts_400_499_maopdv,pts_400_499_lab,pts_400_499_idns,pts_400_499_tot,pts_500_649_mng,pts_500_649_pro,pts_500_649_tectw,pts_500_649_copsw,pts_500_649_claw,pts_500_649_swks,pts_500_649_maopdv,pts_500_649_lab,pts_500_649_idns,pts_500_649_tot,pts_650_799_mng,pts_650_799_pro,pts_650_799_tectw,pts_650_799_copsw,pts_650_799_claw,pts_650_799_swks,pts_650_799_maopdv,pts_650_799_lab,pts_650_799_idns,pts_650_799_tot,pts_800_999_mng,pts_800_999_pro,pts_800_999_tectw,pts_800_999_copsw,pts_800_999_claw,pts_800_999_swks,pts_800_999_maopdv,pts_800_999_lab,pts_800_999_idns,pts_800_999_tot,pts_1000_1249_mng,pts_1000_1249_pro,pts_1000_1249_tectw,pts_1000_1249_copsw,pts_1000_1249_claw,pts_1000_1249_swks,pts_1000_1249_maopdv,pts_1000_1249_lab,pts_1000_1249_idns,pts_1000_1249_tot,pts_1250_1499_mng,pts_1250_1499_pro,pts_1250_1499_tectw,pts_1250_1499_copsw,pts_1250_1499_claw,pts_1250_1499_swks,pts_1250_1499_maopdv,pts_1250_1499_lab,pts_1250_1499_idns,pts_1250_1499_tot,pts_1500_1749_mng,pts_1500_1749_pro,pts_1500_1749_tectw,pts_1500_1749_copsw,pts_1500_1749_claw,pts_1500_1749_swks,pts_1500_1749_maopdv,pts_1500_1749_lab,pts_1500_1749_idns,pts_1500_1749_tot,pts_1750_1999_mng,pts_1750_1999_pro,pts_1750_1999_tectw,pts_1750_1999_copsw,pts_1750_1999_claw,pts_1750_1999_swks,pts_1750_1999_maopdv,pts_1750_1999_lab,pts_1750_1999_idns,pts_1750_1999_tot,pts_2000_2999_mng,pts_2000_2999_pro,pts_2000_2999_tectw,pts_2000_2999_copsw,pts_2000_2999_claw,pts_2000_2999_swks,pts_2000_2999_maopdv,pts_2000_2999_lab,pts_2000_2999_idns,pts_2000_2999_tot,pts_3000mo_mng,pts_3000mo_pro,pts_3000mo_tectw,pts_3000mo_copsw,pts_3000mo_claw,pts_3000mo_swks,pts_3000mo_maopdv,pts_3000mo_lab,pts_3000mo_idns,pts_3000mo_tot,pts_pins_mng,pts_pins_pro,pts_pins_tectw,pts_pins_copsw,pts_pins_claw,pts_pins_swks,pts_pins_maopdv,pts_pins_lab,pts_pins_idns,pts_pins_tot,pts_tot_mng,pts_tot_pro,pts_tot_tectw,pts_tot_copsw,pts_tot_claw,pts_tot_swks,pts_tot_maopdv,pts_tot_lab,pts_tot_idns,pts_tot_tot,ss_ns_nni_mng,ss_ns_nni_pro,ss_ns_nni_tectw,ss_ns_nni_copsw,ss_ns_nni_claw,ss_ns_nni_swks,ss_ns_nni_maopdv,ss_ns_nni_lab,ss_ns_nni_idns,ss_ns_nni_tot,ss_ns_1_149_mng,ss_ns_1_149_pro,ss_ns_1_149_tectw,ss_ns_1_149_copsw,ss_ns_1_149_claw,ss_ns_1_149_swks,ss_ns_1_149_maopdv,ss_ns_1_149_lab,ss_ns_1_149_idns,ss_ns_1_149_tot,ss_ns_150_299_mng,ss_ns_150_299_pro,ss_ns_150_299_tectw,ss_ns_150_299_copsw,ss_ns_150_299_claw,ss_ns_150_299_swks,ss_ns_150_299_maopdv,ss_ns_150_299_lab,ss_ns_150_299_idns,ss_ns_150_299_tot,ss_ns_300_399_mng,ss_ns_300_399_pro,ss_ns_300_399_tectw,ss_ns_300_399_copsw,ss_ns_300_399_claw,ss_ns_300_399_swks,ss_ns_300_399_maopdv,ss_ns_300_399_lab,ss_ns_300_399_idns,ss_ns_300_399_tot,ss_ns_400_499_mng,ss_ns_400_499_pro,ss_ns_400_499_tectw,ss_ns_400_499_copsw,ss_ns_400_499_claw,ss_ns_400_499_swks,ss_ns_400_499_maopdv,ss_ns_400_499_lab,ss_ns_400_499_idns,ss_ns_400_499_tot,ss_ns_500_649_mng,ss_ns_500_649_pro,ss_ns_500_649_tectw,ss_ns_500_649_copsw,ss_ns_500_649_claw,ss_ns_500_649_swks,ss_ns_500_649_maopdv,ss_ns_500_649_lab,ss_ns_500_649_idns,ss_ns_500_649_tot,ss_ns_650_799_mng,ss_ns_650_799_pro,ss_ns_650_799_tectw,ss_ns_650_799_copsw,ss_ns_650_799_claw,ss_ns_650_799_swks,ss_ns_650_799_maopdv,ss_ns_650_799_lab,ss_ns_650_799_idns,ss_ns_650_799_tot,ss_ns_800_999_mng,ss_ns_800_999_pro,ss_ns_800_999_tectw,ss_ns_800_999_copsw,ss_ns_800_999_claw,ss_ns_800_999_swks,ss_ns_800_999_maopdv,ss_ns_800_999_lab,ss_ns_800_999_idns,ss_ns_800_999_tot,lga_name16
10850,0,0,4,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,6,4,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blayney (A)
10900,0,5,37,13,0,8,0,12,0,68,0,3,33,24,4,3,0,3,0,70,0,0,16,8,6,3,0,3,0,42,3,5,8,10,3,3,0,3,0,30,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,20,115,91,20,38,3,46,4,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains (C)
10950,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bogan (A)
11100,0,0,38,10,7,15,3,16,0,91,3,4,66,15,14,13,10,3,0,126,6,8,33,8,10,11,4,3,0,82,8,8,19,3,14,4,6,7,3,78,4,14,13,3,5,4,3,3,0,46,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,27,39,202,67,67,93,36,48,9,604,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,6,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junee (A)
14350,0,0,19,0,0,6,0,7,0,32,0,0,15,4,0,4,0,0,0,23,4,0,7,3,4,0,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,41,23,7,22,0,15,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kempsey (A)
11250,0,0,10,3,0,0,0,0,0,18,0,3,11,3,3,4,0,0,0,24,0,4,6,4,4,0,0,0,0,18,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,26,24,7,10,3,4,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Broken Hill (C)
13910,0,0,21,3,0,0,0,3,0,30,0,0,11,4,3,0,0,0,0,19,0,3,5,6,3,3,0,0,0,22,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,10,52,22,13,6,0,9,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Hilltops (A)
14000,3,3,81,27,3,15,0,12,4,144,4,3,92,36,4,14,0,11,0,169,4,12,52,16,11,8,0,3,0,100,9,6,21,15,4,10,0,3,0,75,10,10,16,6,4,0,0,0,3,44,4,11,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,3,3,15,37,62,314,160,41,113,13,65,12,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Hornsby (A)
14100,0,0,0,4,0,0,0,0,0,10,0,0,10,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,17,7,3,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hunters Hill (A)
