lga_code16,mng_nni_a_15_19,mng_nni_a_20_24,mng_nni_a_25_34,mng_nni_a_35_44,mng_nni_a_45_54,mng_nni_a_55_64,mng_nni_a_65_74,mng_nni_a_75ov,mng_nni_tot,mng_1_149_a_15_19,mng_1_149_a_20_24,mng_1_149_a_25_34,mng_1_149_a_35_44,mng_1_149_a_45_54,mng_1_149_a_55_64,mng_1_149_a_65_74,mng_1_149_a_75ov,mng_1_149_tot,mng_150_299_a_15_19,mng_150_299_a_20_24,mng_150_299_a_25_34,mng_150_299_a_35_44,mng_150_299_a_45_54,mng_150_299_a_55_64,mng_150_299_a_65_74,mng_150_299_a_75ov,mng_150_299_tot,mng_300_399_a_15_19,mng_300_399_a_20_24,mng_300_399_a_25_34,mng_300_399_a_35_44,mng_300_399_a_45_54,mng_300_399_a_55_64,mng_300_399_a_65_74,mng_300_399_a_75ov,mng_300_399_tot,mng_400_499_a_15_19,mng_400_499_a_20_24,mng_400_499_a_25_34,mng_400_499_a_35_44,mng_400_499_a_45_54,mng_400_499_a_55_64,mng_400_499_a_65_74,mng_400_499_a_75ov,mng_400_499_tot,mng_500_649_a_15_19,mng_500_649_a_20_24,mng_500_649_a_25_34,mng_500_649_a_35_44,mng_500_649_a_45_54,mng_500_649_a_55_64,mng_500_649_a_65_74,mng_500_649_a_75ov,mng_500_649_tot,mng_650_799_a_15_19,mng_650_799_a_20_24,mng_650_799_a_25_34,mng_650_799_a_35_44,mng_650_799_a_45_54,mng_650_799_a_55_64,mng_650_799_a_65_74,mng_650_799_a_75ov,mng_650_799_tot,mng_800_999_a_15_19,mng_800_999_a_20_24,mng_800_999_a_25_34,mng_800_999_a_35_44,mng_800_999_a_45_54,mng_800_999_a_55_64,mng_800_999_a_65_74,mng_800_999_a_75ov,mng_800_999_tot,mng_1000_1249_a_15_19,mng_1000_1249_a_20_24,mng_1000_1249_a_25_34,mng_1000_1249_a_35_44,mng_1000_1249_a_45_54,mng_1000_1249_a_55_64,mng_1000_1249_a_65_74,mng_1000_1249_a_75ov,mng_1000_1249_tot,mng_1250_1499_a_15_19,mng_1250_1499_a_20_24,mng_1250_1499_a_25_34,mng_1250_1499_a_35_44,mng_1250_1499_a_45_54,mng_1250_1499_a_55_64,mng_1250_1499_a_65_74,mng_1250_1499_a_75ov,mng_1250_1499_tot,mng_1500_1749_a_15_19,mng_1500_1749_a_20_24,mng_1500_1749_a_25_34,mng_1500_1749_a_35_44,mng_1500_1749_a_45_54,mng_1500_1749_a_55_64,mng_1500_1749_a_65_74,mng_1500_1749_a_75ov,mng_1500_1749_tot,mng_1750_1999_a_15_19,mng_1750_1999_a_20_24,mng_1750_1999_a_25_34,mng_1750_1999_a_35_44,mng_1750_1999_a_45_54,mng_1750_1999_a_55_64,mng_1750_1999_a_65_74,mng_1750_1999_a_75ov,mng_1750_1999_tot,mng_2000_2999_a_15_19,mng_2000_2999_a_20_24,mng_2000_2999_a_25_34,mng_2000_2999_a_35_44,mng_2000_2999_a_45_54,mng_2000_2999_a_55_64,mng_2000_2999_a_65_74,mng_2000_2999_a_75ov,mng_2000_2999_tot,mng_3000mo_a_15_19,mng_3000mo_a_20_24,mng_3000mo_a_25_34,mng_3000mo_a_35_44,mng_3000mo_a_45_54,mng_3000mo_a_55_64,mng_3000mo_a_65_74,mng_3000mo_a_75ov,mng_3000mo_tot,mng_pins_a_15_19,mng_pins_a_20_24,mng_pins_a_25_34,mng_pins_a_35_44,mng_pins_a_45_54,mng_pins_a_55_64,mng_pins_a_65_74,mng_pins_a_75ov,mng_pins_tot,mng_tot_a_15_19,mng_tot_a_20_24,mng_tot_a_25_34,mng_tot_a_35_44,mng_tot_a_45_54,mng_tot_a_55_64,mng_tot_a_65_74,mng_tot_a_75ov,mng_tot_tot,pro_nni_a_15_19,pro_nni_a_20_24,pro_nni_a_25_34,pro_nni_a_35_44,pro_nni_a_45_54,pro_nni_a_55_64,pro_nni_a_65_74,pro_nni_a_75ov,pro_nni_tot,pro_1_149_a_15_19,pro_1_149_a_20_24,pro_1_149_a_25_34,pro_1_149_a_35_44,pro_1_149_a_45_54,pro_1_149_a_55_64,pro_1_149_a_65_74,pro_1_149_a_75ov,pro_1_149_tot,pro_150_299_a_15_19,pro_150_299_a_20_24,pro_150_299_a_25_34,pro_150_299_a_35_44,pro_150_299_a_45_54,pro_150_299_a_55_64,pro_150_299_a_65_74,pro_150_299_a_75ov,pro_150_299_tot,pro_300_399_a_15_19,pro_300_399_a_20_24,pro_300_399_a_25_34,pro_300_399_a_35_44,pro_300_399_a_45_54,pro_300_399_a_55_64,pro_300_399_a_65_74,pro_300_399_a_75ov,pro_300_399_tot,pro_400_499_a_15_19,pro_400_499_a_20_24,pro_400_499_a_25_34,pro_400_499_a_35_44,pro_400_499_a_45_54,pro_400_499_a_55_64,pro_400_499_a_65_74,pro_400_499_a_75ov,pro_400_499_tot,pro_500_649_a_15_19,pro_500_649_a_20_24,pro_500_649_a_25_34,pro_500_649_a_35_44,pro_500_649_a_45_54,pro_500_649_a_55_64,pro_500_649_a_65_74,pro_500_649_a_75ov,pro_500_649_tot,pro_650_799_a_15_19,pro_650_799_a_20_24,lga_name16
14100,0,0,0,3,4,4,0,0,6,0,0,0,0,0,3,0,0,6,0,0,0,3,6,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,3,9,0,0,3,16,0,0,4,4,4,0,0,0,12,0,0,0,10,3,3,0,0,22,0,3,13,14,3,8,4,0,47,0,0,13,17,18,7,3,3,65,0,0,14,14,12,9,9,0,56,0,3,10,13,16,10,0,0,48,0,0,4,7,11,10,5,0,37,0,0,3,28,26,23,8,0,87,0,0,3,13,34,30,12,0,97,0,0,3,3,0,0,3,0,10,0,9,74,122,157,106,49,14,530,0,0,0,0,0,0,0,0,3,7,0,0,4,0,3,0,0,13,4,7,0,5,6,3,3,0,32,0,4,3,7,4,4,3,0,30,0,5,4,8,7,5,3,0,36,0,6,8,14,12,7,9,0,52,0,7,Hunters Hill (A)
14170,0,0,19,32,34,12,3,0,109,3,3,9,9,8,10,3,0,45,5,6,25,20,20,17,4,0,102,4,10,20,36,43,25,10,3,152,3,21,56,30,43,35,16,3,200,3,21,79,75,76,68,17,9,347,4,41,136,91,95,79,25,3,476,4,75,260,170,146,108,46,9,815,0,46,402,302,225,128,45,5,1155,0,27,276,240,210,129,33,0,922,0,10,202,311,223,136,28,3,923,0,3,162,202,183,107,26,0,698,0,6,200,502,477,268,50,4,1508,0,0,61,298,385,248,80,6,1075,0,7,18,30,22,10,6,0,90,34,283,1925,2344,2193,1384,392,44,8604,0,3,19,26,20,16,4,0,86,46,39,29,52,32,19,10,0,232,26,71,68,71,52,32,14,5,340,4,43,93,89,54,60,30,4,373,8,51,134,85,71,46,34,7,435,4,84,200,177,135,124,44,9,772,0,99,Inner West (A)
14200,0,0,4,6,11,23,3,3,57,3,0,3,5,6,8,11,0,30,0,0,3,8,15,20,12,7,67,0,0,0,10,19,21,10,7,71,0,3,0,10,13,16,19,10,76,0,3,11,9,11,16,20,10,78,0,0,9,15,12,21,5,3,72,0,9,26,24,21,25,4,3,110,0,7,27,30,28,32,8,9,134,0,0,14,24,19,21,4,0,82,0,0,8,11,20,9,3,0,56,0,0,4,12,11,9,5,3,39,0,0,7,13,25,14,4,0,64,0,0,4,6,17,9,5,3,40,0,0,0,0,7,9,4,3,20,6,25,120,182,234,251,114,67,996,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,8,3,0,3,3,7,7,0,3,21,0,3,0,3,4,4,3,0,20,0,3,3,3,5,5,0,0,24,4,4,13,10,5,11,6,3,52,0,9,Inverell (A)
14400,0,0,0,3,6,5,0,0,12,0,0,0,5,0,4,7,0,14,0,3,3,4,3,5,0,0,25,0,3,3,5,4,6,4,4,35,3,0,0,3,10,13,5,7,46,0,10,9,10,9,14,17,0,70,0,4,9,15,18,15,8,0,71,0,4,15,16,20,22,9,3,85,0,4,19,21,20,17,6,0,87,0,0,20,17,15,8,4,0,60,0,4,6,11,23,20,4,0,78,0,0,0,14,13,5,5,0,32,0,0,5,16,26,27,7,0,77,0,0,0,10,10,14,3,0,33,0,0,0,0,3,0,3,3,12,0,36,100,163,173,173,81,16,737,0,0,0,0,0,3,0,0,3,0,3,0,5,3,0,7,0,16,0,0,8,8,7,4,3,0,26,0,0,3,5,9,6,0,4,29,0,4,3,12,4,11,0,0,34,0,7,5,19,9,11,9,0,64,0,7,Kiama (A)
14500,0,4,9,16,20,8,7,3,60,3,0,3,9,18,6,3,0,47,3,11,3,16,28,11,7,3,78,0,8,12,17,26,12,10,0,80,3,3,19,10,25,13,14,3,98,0,14,20,37,52,25,21,3,172,3,17,35,50,52,42,19,3,218,0,11,65,53,78,62,31,0,297,0,17,91,90,89,69,32,3,393,0,9,65,74,88,70,22,3,328,0,3,68,87,89,62,31,7,344,0,0,41,84,92,47,27,0,295,0,0,74,179,235,158,39,7,697,0,0,17,154,306,186,64,16,737,0,5,0,15,13,11,4,4,48,13,109,507,884,1203,787,324,63,3894,3,0,12,12,16,6,7,0,68,79,64,17,34,37,15,6,0,247,29,63,32,46,43,27,20,7,270,9,45,37,64,46,40,25,6,277,8,31,38,64,61,41,21,6,268,7,37,82,90,122,65,39,14,458,0,32,Ku-ring-gai (A)
14550,0,0,3,10,6,11,3,0,32,3,0,0,0,5,8,0,3,25,0,3,0,3,8,17,11,5,51,0,0,3,0,3,17,8,8,50,0,3,0,7,13,21,11,3,53,0,3,7,11,15,19,10,16,78,0,0,8,9,12,15,17,3,60,0,0,8,6,9,16,10,3,52,0,3,3,6,18,19,5,0,51,0,0,0,5,9,9,10,0,38,0,0,3,3,12,4,3,0,30,0,0,3,3,6,13,0,0,24,0,0,3,3,12,19,3,3,39,0,0,0,5,15,7,3,0,32,0,0,0,0,4,3,0,0,14,10,11,41,73,146,201,105,55,632,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,4,0,0,17,0,0,3,4,4,5,3,0,21,0,0,0,5,7,14,5,0,28,0,0,5,3,6,5,7,0,21,0,3,Kyogle (A)
14600,0,0,3,6,4,7,10,0,35,0,0,0,3,5,0,0,0,11,0,0,0,3,4,6,0,3,16,0,0,3,5,0,9,12,0,28,0,0,4,11,6,9,7,9,43,0,0,9,7,4,19,11,6,57,0,3,10,11,15,6,7,7,61,0,0,10,18,11,18,12,0,73,0,0,6,14,16,23,12,5,77,0,0,12,14,12,12,8,0,46,0,0,10,9,15,8,4,3,43,0,0,0,10,6,4,3,0,27,0,0,4,15,10,13,4,0,44,0,0,0,3,16,19,7,0,41,0,0,0,3,8,6,4,3,21,3,12,71,128,129,158,94,43,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,7,3,0,0,14,0,0,3,0,0,3,0,0,6,0,0,0,6,0,0,0,0,10,0,5,Lachlan (A)
14650,0,0,7,28,15,9,3,0,63,15,3,13,9,10,11,0,0,56,5,13,11,16,12,20,8,0,90,3,8,14,19,18,22,18,0,106,4,12,21,24,19,33,12,3,129,13,28,45,53,61,57,28,5,277,7,65,102,84,105,75,19,3,460,10,91,172,158,149,97,19,3,699,0,58,225,215,187,123,32,4,852,0,8,127,145,150,111,13,0,559,0,3,101,164,186,100,17,6,583,0,3,55,124,126,95,11,0,414,0,0,70,245,251,170,36,3,780,0,0,25,123,164,97,30,9,452,0,4,11,20,13,13,4,0,67,60,295,999,1424,1484,1041,253,37,5589,0,3,10,8,14,17,3,0,53,38,28,13,21,18,14,3,0,143,23,28,39,39,34,34,10,3,213,10,31,56,67,46,42,19,3,275,4,22,57,69,44,41,34,7,282,4,48,130,135,96,89,39,9,556,3,76,Lake Macquarie (C)
14700,0,3,4,4,6,0,0,0,24,4,0,3,0,3,0,0,0,15,0,0,3,5,4,5,0,0,22,0,3,7,3,3,6,0,0,26,0,0,7,7,4,0,0,0,22,0,3,3,8,7,8,9,0,41,0,7,19,21,12,16,7,0,83,4,17,47,23,35,18,9,0,149,0,18,104,55,30,38,11,0,262,0,17,84,73,52,32,8,0,261,0,4,70,70,61,38,4,0,253,0,0,49,97,66,34,5,3,258,0,0,132,208,155,82,20,0,602,0,0,55,232,281,126,31,3,726,0,3,5,8,6,0,3,0,23,12,81,597,800,734,410,116,12,2762,0,0,3,12,7,3,0,0,22,17,16,7,8,3,0,3,0,56,11,14,11,17,5,8,3,0,75,0,15,14,15,14,9,3,3,71,3,11,16,10,13,12,7,0,71,0,23,29,33,26,16,6,0,133,0,36,Lane Cove (A)
14750,0,0,0,3,5,5,5,0,19,0,0,0,0,0,8,0,0,10,0,0,4,0,4,7,6,3,26,0,0,0,3,8,7,4,9,35,3,0,3,10,9,11,5,3,43,0,0,5,4,14,5,3,6,38,0,9,11,13,24,18,10,5,84,0,0,15,18,23,23,7,0,85,0,4,4,10,17,32,10,3,86,0,0,10,12,23,9,10,0,71,0,3,8,16,12,17,3,0,55,0,0,14,14,12,13,0,0,47,0,0,7,25,30,5,4,0,73,0,0,4,7,7,9,0,0,30,0,0,0,0,3,0,0,3,12,5,24,88,131,198,166,63,31,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,9,0,0,3,6,3,3,0,0,11,0,0,0,0,3,3,3,0,12,0,0,8,4,3,11,0,0,28,0,4,Leeton (A)
14850,0,0,3,10,12,17,5,0,51,5,0,3,6,14,9,3,0,42,0,3,5,4,16,22,13,6,76,3,0,0,17,20,20,20,11,95,7,3,9,17,24,28,21,9,116,3,18,15,27,26,31,41,13,168,3,14,29,43,58,61,23,10,244,3,15,44,60,59,67,39,7,296,0,9,50,64,75,75,18,3,292,0,3,27,56,69,52,7,4,214,0,0,15,50,54,52,9,0,184,0,0,16,46,44,31,15,3,156,0,0,19,62,95,75,8,3,260,0,0,3,23,33,56,8,0,125,0,0,0,6,0,9,6,0,30,23,65,249,485,598,607,241,72,2341,0,0,6,0,3,0,0,0,7,3,3,3,10,0,6,3,0,27,3,5,14,16,17,22,6,0,75,3,5,6,25,20,31,14,4,97,7,7,24,33,21,39,13,0,146,6,16,41,62,60,48,23,0,249,4,16,Lismore (C)
14870,0,0,0,0,4,9,3,0,27,0,0,0,0,0,3,3,0,12,0,0,3,0,3,9,8,4,20,0,0,4,3,3,8,8,3,22,3,0,0,3,5,9,6,3,34,0,3,6,7,12,12,10,3,51,0,3,17,8,8,14,11,3,64,0,5,8,11,13,16,9,0,75,0,8,22,23,18,11,3,0,80,0,0,15,19,16,16,4,0,69,0,0,13,6,13,18,0,0,57,0,0,9,7,17,12,0,0,44,0,0,7,30,41,22,0,3,113,0,0,5,8,33,22,0,0,78,0,0,0,0,4,0,0,0,9,7,25,108,137,202,178,71,30,755,0,0,0,0,0,0,0,0,4,3,0,3,5,7,0,0,0,17,0,0,3,0,6,3,0,0,15,0,5,4,5,7,6,4,0,31,0,0,9,12,0,6,4,0,27,0,6,14,13,17,16,8,5,71,3,3,Lithgow (C)
14900,0,9,11,15,16,8,3,0,65,12,7,3,6,4,7,0,0,37,8,12,11,20,21,17,9,0,96,4,14,27,29,30,26,16,3,153,6,27,26,45,48,37,14,0,200,4,29,61,68,75,73,12,0,324,15,60,114,94,133,75,23,0,520,5,76,196,147,166,98,22,3,715,5,80,257,222,202,127,27,3,925,0,19,201,202,178,121,31,4,750,0,13,173,231,198,112,32,0,756,0,5,122,190,167,109,11,0,606,0,5,216,434,371,236,39,4,1304,0,0,46,175,285,181,36,16,738,3,0,16,20,26,18,5,3,93,67,345,1482,1899,1924,1243,280,45,7287,3,8,10,11,8,5,4,0,41,40,45,27,18,18,9,4,0,157,18,50,34,35,23,14,4,4,189,10,33,55,38,26,27,7,3,208,5,32,59,60,40,31,21,5,251,7,55,146,134,79,50,23,3,496,9,101,Liverpool (C)
14920,0,0,0,8,7,6,7,0,26,0,0,3,0,5,3,0,0,17,0,0,0,0,3,3,3,0,17,0,0,3,4,12,7,12,4,37,0,3,0,3,0,6,5,5,22,0,0,5,0,17,15,21,5,66,0,0,3,4,10,15,10,4,55,0,0,3,9,10,19,11,14,65,0,0,18,20,20,25,7,3,90,0,0,10,8,11,20,10,0,58,0,0,11,16,12,12,3,0,59,0,0,0,4,7,5,0,0,24,0,0,0,13,12,11,0,0,39,0,0,3,9,14,20,4,5,50,0,0,0,3,3,0,0,0,16,3,3,62,97,153,177,96,46,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,4,3,3,4,0,0,20,0,0,3,3,0,0,0,0,5,0,0,3,8,6,8,0,0,25,0,0,Liverpool Plains (A)
14950,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,0,0,7,0,0,3,0,7,4,3,0,15,0,0,3,3,0,4,0,0,11,0,0,3,0,3,3,3,0,14,0,3,3,6,7,8,8,3,34,0,3,3,5,12,13,11,0,48,0,0,0,12,11,7,3,3,37,0,0,3,11,8,14,3,0,40,0,0,7,5,8,3,4,0,25,0,0,0,3,11,10,5,0,32,0,0,0,6,4,7,4,0,20,0,0,3,8,3,6,0,0,16,0,0,0,0,4,8,3,4,12,0,0,0,0,0,3,0,3,12,0,3,30,66,82,77,53,11,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,9,0,3,Lockhart (A)
15050,0,0,8,7,4,8,7,0,30,3,0,0,3,6,8,0,0,27,0,0,5,9,11,9,5,4,47,3,3,3,11,4,8,9,0,47,4,3,7,14,13,4,7,6,60,3,15,19,23,32,27,11,0,131,5,30,51,42,54,25,6,0,212,0,32,90,69,54,40,16,4,315,0,22,88,81,88,55,20,4,347,0,0,59,76,79,46,16,3,272,0,0,56,78,69,53,13,0,266,0,3,21,62,49,40,6,0,183,0,0,44,126,139,96,15,3,430,0,0,18,75,99,61,18,3,276,0,0,7,9,6,5,0,0,34,23,112,483,680,708,488,148,34,2674,0,0,6,4,3,3,0,0,20,20,9,8,13,6,3,0,0,55,7,14,18,21,14,11,8,0,84,3,15,16,22,16,15,4,0,98,0,9,30,26,28,34,14,0,139,0,15,49,45,41,44,16,4,207,0,23,Maitland (C)
15240,0,3,8,10,15,26,15,0,78,9,3,3,5,13,20,8,3,66,3,3,11,12,28,41,48,14,156,3,6,17,28,40,53,40,20,204,0,3,13,20,50,51,43,15,198,3,10,21,43,49,67,62,9,267,3,23,64,66,84,85,37,9,367,3,28,70,75,106,109,41,15,451,0,23,85,85,132,93,33,11,454,0,4,34,75,78,57,22,3,277,0,0,19,62,69,46,9,3,211,0,0,11,30,47,53,9,7,153,0,0,21,64,79,81,28,6,276,0,0,3,24,34,44,10,3,125,0,0,3,12,20,12,8,14,66,23,105,380,607,855,846,414,118,3353,0,0,3,0,0,4,3,0,12,10,3,3,6,9,5,0,0,39,0,3,12,13,21,16,6,0,73,0,7,18,14,21,45,11,0,124,0,13,28,28,41,52,23,3,191,5,18,45,53,71,78,32,0,306,0,23,Mid-Coast (A)
15270,0,0,4,3,9,29,16,0,59,3,0,3,3,3,5,3,0,21,0,0,12,4,9,25,16,7,70,3,0,6,6,16,14,29,6,74,3,0,3,15,15,14,16,5,74,0,0,5,18,20,32,26,11,114,0,11,14,23,39,25,20,13,150,0,6,30,24,29,31,23,14,156,0,3,28,35,44,40,10,7,172,0,0,12,27,36,19,16,3,110,0,0,15,17,21,15,6,10,80,0,0,4,8,17,11,4,0,55,0,0,20,25,41,32,4,0,122,0,0,10,22,28,30,9,0,105,0,0,3,6,5,11,6,3,30,12,31,164,238,341,333,207,76,1402,0,0,0,3,0,0,0,0,3,0,0,11,0,3,0,3,0,23,0,0,4,0,0,6,0,0,18,4,0,3,5,5,4,6,0,30,0,0,10,16,5,13,0,0,45,0,0,14,16,15,14,8,0,73,0,4,Mid-Western Regional (A)
15300,0,0,3,7,16,25,12,4,62,0,0,3,4,8,3,0,0,21,0,0,0,3,3,9,3,3,21,0,3,0,0,3,7,9,7,30,0,3,3,7,9,9,5,3,40,0,0,3,13,18,12,12,4,59,0,3,15,15,13,14,15,0,83,3,11,10,25,26,23,17,5,123,0,12,34,25,30,33,10,0,143,0,5,29,28,26,23,12,3,119,0,0,28,37,31,29,10,3,140,0,0,9,20,17,22,11,0,68,0,0,14,35,30,25,15,3,122,0,0,3,24,36,35,8,3,109,0,4,0,3,0,6,5,3,34,6,38,154,236,278,273,136,46,1175,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,13,0,0,0,3,0,0,0,0,8,0,0,7,6,3,0,0,0,15,0,3,0,5,5,0,0,0,20,0,3,11,9,8,8,3,0,39,3,0,Moree Plains (A)
15350,0,0,3,4,5,0,3,0,15,0,4,0,4,0,4,0,0,10,3,3,0,3,0,6,3,0,19,0,3,0,6,3,3,0,3,21,0,3,4,8,8,10,0,0,38,0,5,16,6,5,15,5,0,57,0,4,13,15,12,14,8,0,76,0,16,29,21,19,23,13,0,127,0,12,69,36,26,24,5,0,174,0,3,28,30,32,17,4,0,118,0,0,20,20,41,17,4,0,105,0,0,20,22,31,19,9,0,101,0,0,33,61,52,40,11,6,198,0,0,9,42,81,51,33,15,226,0,0,0,3,7,3,3,0,22,8,48,251,291,324,251,104,27,1306,0,0,0,4,9,4,5,0,25,5,11,3,13,9,5,0,0,42,11,16,9,16,6,6,5,4,65,3,3,7,9,11,9,8,3,50,0,8,11,12,16,8,7,3,55,0,8,13,15,21,10,12,8,89,0,12,Mosman (A)
15520,3,0,3,4,15,15,7,3,60,0,3,3,3,10,10,12,0,37,6,0,6,8,18,19,11,0,63,0,0,5,3,6,25,11,0,59,5,0,3,13,15,26,15,3,80,0,4,8,14,24,35,15,9,114,0,0,19,16,30,25,10,8,106,0,6,13,29,29,35,14,10,137,0,3,30,30,45,43,12,3,165,0,0,12,22,16,21,6,3,74,0,0,4,14,24,11,3,0,65,0,0,5,14,14,11,5,0,55,0,0,4,14,18,14,3,3,56,0,0,4,6,18,11,6,0,43,0,0,0,4,3,9,9,6,32,18,27,119,196,300,304,135,52,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,6,8,0,3,3,0,19,0,0,5,6,5,4,3,0,20,0,0,3,7,3,6,3,0,23,0,3,Murray River (A)
15560,0,0,4,5,7,10,0,0,18,0,0,3,0,3,0,0,0,3,3,0,0,3,5,8,0,0,15,0,3,3,0,0,10,3,0,25,0,0,5,0,4,4,6,3,28,0,0,3,6,5,7,6,0,33,0,5,10,11,15,14,13,4,61,0,6,16,10,13,22,0,5,73,0,0,11,23,15,21,5,3,88,0,0,8,3,14,10,5,3,46,0,0,6,11,12,13,4,0,47,0,0,0,7,6,3,4,0,22,0,0,5,10,9,9,0,0,34,0,0,0,9,6,9,3,3,29,0,0,0,0,4,0,0,0,14,8,22,86,97,126,137,52,26,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,12,0,0,Murrumbidgee (A)
15650,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,4,0,10,0,0,0,0,3,4,3,4,23,0,0,0,0,4,4,12,3,24,0,3,5,5,3,9,7,0,27,0,8,4,8,10,13,6,0,54,0,4,19,16,12,16,3,0,68,0,6,22,18,10,9,5,0,82,0,12,21,20,27,18,5,4,103,0,0,11,20,21,19,4,0,68,0,0,7,19,17,10,3,0,54,0,0,5,10,5,8,0,0,34,0,0,11,42,47,22,3,0,123,0,0,16,39,52,33,0,0,147,0,0,3,3,0,7,5,3,15,4,35,131,201,212,175,73,20,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,18,0,0,3,0,9,3,0,0,18,0,0,3,3,0,3,4,0,19,0,0,10,15,7,6,0,0,44,0,0,Muswellbrook (A)
15700,0,0,3,3,6,9,0,0,23,0,0,0,0,6,3,3,0,18,0,0,5,3,3,13,14,3,38,0,0,8,7,11,14,14,5,54,0,0,0,6,10,14,11,8,48,0,4,8,9,20,19,18,8,85,0,6,17,15,22,22,4,7,90,0,6,9,17,22,10,4,6,76,0,0,9,15,24,21,10,0,76,0,0,7,15,6,10,5,0,42,0,0,7,12,26,11,0,0,53,0,0,0,9,5,13,0,0,28,0,0,3,15,11,18,4,0,55,0,0,0,9,8,7,3,0,34,0,0,0,0,5,9,3,0,17,7,19,67,135,179,201,99,40,744,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,4,5,12,0,0,23,0,0,8,4,3,6,3,0,18,0,0,3,9,11,15,3,0,40,0,5,5,11,17,7,0,0,45,0,9,Nambucca (A)
15750,3,0,3,8,18,15,7,0,49,0,0,0,0,0,5,3,0,17,0,0,4,5,4,18,5,3,36,0,3,0,3,7,9,10,3,37,0,0,0,4,8,5,15,5,44,0,0,3,9,16,23,23,3,77,0,7,8,10,17,17,10,3,73,0,5,14,22,27,25,17,6,111,0,3,26,19,34,31,6,3,120,0,0,19,28,17,28,8,0,105,0,0,6,26,18,15,19,0,82,0,0,5,8,13,17,9,0,56,0,0,21,20,40,20,3,3,105,0,0,14,26,36,23,3,0,105,0,0,3,0,6,6,9,0,30,4,25,123,196,243,256,151,40,1038,0,0,0,0,3,0,0,0,3,8,0,0,0,3,4,0,0,12,0,0,5,0,0,3,0,0,9,0,0,0,4,0,3,0,0,13,0,0,12,3,3,5,0,0,21,0,3,8,7,11,9,4,0,39,0,3,Narrabri (A)
15800,0,0,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,8,0,0,4,0,3,3,3,0,19,0,0,0,3,4,3,3,3,20,0,0,0,3,0,10,4,0,19,0,5,5,14,9,10,9,3,53,0,4,9,9,9,12,9,7,57,0,0,5,12,12,12,11,0,55,0,4,11,12,20,21,6,0,70,0,0,3,7,14,12,6,3,44,0,0,7,6,17,13,3,0,48,0,0,4,7,8,4,0,0,22,0,0,0,7,10,15,3,3,35,0,0,0,6,6,6,8,0,29,0,0,0,0,5,3,3,0,11,4,16,52,86,109,138,78,30,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,0,7,8,0,0,3,0,14,0,0,Narrandera (A)
15850,0,0,3,4,4,4,3,0,26,0,0,0,0,3,4,3,0,7,0,0,3,4,3,3,4,3,19,0,0,0,7,3,14,16,0,43,0,0,0,3,11,13,3,3,37,0,0,4,4,15,8,9,4,47,0,0,8,10,8,15,5,4,48,0,0,10,14,13,16,9,0,59,0,0,12,8,13,16,13,0,64,0,3,6,9,10,6,4,0,39,0,0,16,9,12,10,5,3,49,0,0,3,10,9,12,4,0,44,0,0,4,13,11,8,3,3,38,0,0,3,12,8,10,4,3,33,0,0,0,0,3,4,4,4,17,0,7,73,103,137,137,90,28,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,Narromine (A)
