lga_code16,m1_train_mng,m1_train_pro,m1_train_tectw,m1_train_copsw,m1_train_claw,m1_train_swks,m1_train_maopdv,m1_train_lab,m1_train_idns,m1_train_tot,m1_bus_mng,m1_bus_pro,m1_bus_tectw,m1_bus_copsw,m1_bus_claw,m1_bus_swks,m1_bus_maopdv,m1_bus_lab,m1_bus_idns,m1_bus_tot,m1_ferry_mng,m1_ferry_pro,m1_ferry_tectw,m1_ferry_copsw,m1_ferry_claw,m1_ferry_swks,m1_ferry_maopdv,m1_ferry_lab,m1_ferry_idns,m1_ferry_tot,m1_tram_inc_lr_mng,m1_tram_inc_lr_pro,m1_tram_inc_lr_tectw,m1_tram_inc_lr_copsw,m1_tram_inc_lr_claw,m1_tram_inc_lr_swks,m1_tram_inc_lr_maopdv,m1_tram_inc_lr_lab,m1_tram_inc_lr_idns,m1_tram_inc_lr_tot,m1_taxi_mng,m1_taxi_pro,m1_taxi_tectw,m1_taxi_copsw,m1_taxi_claw,m1_taxi_swks,m1_taxi_maopdv,m1_taxi_lab,m1_taxi_idns,m1_taxi_tot,m1_carasdriv_mng,m1_carasdriv_pro,m1_carasdriv_tectw,m1_carasdriv_copsw,m1_carasdriv_claw,m1_carasdriv_swks,m1_carasdriv_maopdv,m1_carasdriv_lab,m1_carasdriv_idns,m1_carasdriv_tot,m1_caraspas_mng,m1_caraspas_pro,m1_caraspas_tectw,m1_caraspas_copsw,m1_caraspas_claw,m1_caraspas_swks,m1_caraspas_maopdv,m1_caraspas_lab,m1_caraspas_idns,m1_caraspas_tot,m1_truck_mng,m1_truck_pro,m1_truck_tectw,m1_truck_copsw,m1_truck_claw,m1_truck_swks,m1_truck_maopdv,m1_truck_lab,m1_truck_idns,m1_truck_tot,m1_mbikescoot_mng,m1_mbikescoot_pro,m1_mbikescoot_tectw,m1_mbikescoot_copsw,m1_mbikescoot_claw,m1_mbikescoot_swks,m1_mbikescoot_maopdv,m1_mbikescoot_lab,m1_mbikescoot_idns,m1_mbikescoot_tot,m1_bicycle_mng,m1_bicycle_pro,m1_bicycle_tectw,m1_bicycle_copsw,m1_bicycle_claw,m1_bicycle_swks,m1_bicycle_maopdv,m1_bicycle_lab,m1_bicycle_idns,m1_bicycle_tot,m1_oth_mng,m1_oth_pro,m1_oth_tectw,m1_oth_copsw,m1_oth_claw,m1_oth_swks,m1_oth_maopdv,m1_oth_lab,m1_oth_idns,m1_oth_tot,m1_wlkonly_mng,m1_wlkonly_pro,m1_wlkonly_tectw,m1_wlkonly_copsw,m1_wlkonly_claw,m1_wlkonly_swks,m1_wlkonly_maopdv,m1_wlkonly_lab,m1_wlkonly_idns,m1_wlkonly_tot,m1_tot_m1_mng,m1_tot_m1_pro,m1_tot_m1_tectw,m1_tot_m1_copsw,m1_tot_m1_claw,m1_tot_m1_swks,m1_tot_m1_maopdv,m1_tot_m1_lab,m1_tot_m1_idns,m1_tot_m1_tot,m2_trnbus_mng,m2_trnbus_pro,m2_trnbus_tectw,m2_trnbus_copsw,m2_trnbus_claw,m2_trnbus_swks,m2_trnbus_maopdv,m2_trnbus_lab,m2_trnbus_idns,m2_trnbus_tot,m2_trnfer_mng,m2_trnfer_pro,m2_trnfer_tectw,m2_trnfer_copsw,m2_trnfer_claw,m2_trnfer_swks,m2_trnfer_maopdv,m2_trnfer_lab,m2_trnfer_idns,m2_trnfer_tot,m2_trntrm_inc_lr_mng,m2_trntrm_inc_lr_pro,m2_trntrm_inc_lr_tectw,m2_trntrm_inc_lr_copsw,m2_trntrm_inc_lr_claw,m2_trntrm_inc_lr_swks,m2_trntrm_inc_lr_maopdv,m2_trntrm_inc_lr_lab,m2_trntrm_inc_lr_idns,m2_trntrm_inc_lr_tot,m2_trncarasdriv_mng,m2_trncarasdriv_pro,m2_trncarasdriv_tectw,m2_trncarasdriv_copsw,m2_trncarasdriv_claw,m2_trncarasdriv_swks,m2_trncarasdriv_maopdv,m2_trncarasdriv_lab,m2_trncarasdriv_idns,m2_trncarasdriv_tot,m2_trncaraspa_mng,m2_trncaraspa_pro,m2_trncaraspa_tectw,m2_trncaraspa_copsw,m2_trncaraspa_claw,m2_trncaraspa_swks,m2_trncaraspa_maopdv,m2_trncaraspa_lab,m2_trncaraspa_idns,m2_trncaraspa_tot,m2_trnoth_mng,m2_trnoth_pro,m2_trnoth_tectw,m2_trnoth_copsw,m2_trnoth_claw,m2_trnoth_swks,m2_trnoth_maopdv,m2_trnoth_lab,m2_trnoth_idns,m2_trnoth_tot,m2_trn_and_tot_mng,m2_trn_and_tot_pro,m2_trn_and_tot_tectw,m2_trn_and_tot_copsw,m2_trn_and_tot_claw,m2_trn_and_tot_swks,m2_trn_and_tot_maopdv,m2_trn_and_tot_lab,m2_trn_and_tot_idns,m2_trn_and_tot_tot,lga_name16
36370,0,0,0,3,0,0,0,0,0,11,8,35,51,24,29,36,25,37,3,259,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,18,12,17,3,8,17,4,0,101,2645,5078,4224,3136,4061,2504,1776,2611,294,26324,121,279,272,297,239,491,97,524,19,2335,28,3,92,0,11,6,140,43,0,325,13,50,90,29,23,31,51,35,8,326,14,53,54,38,13,33,34,34,4,287,38,24,20,17,7,4,18,13,13,149,144,206,106,164,82,109,59,153,9,1028,3021,5740,4927,3726,4476,3219,2216,3466,359,31151,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,9,0,0,7,0,0,3,0,26,Rockhampton (R)
36510,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,5,9,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1025,1278,1137,1084,852,626,485,1143,76,7707,38,35,67,77,44,98,21,203,13,586,32,0,35,0,3,0,79,27,5,190,28,9,14,11,3,3,3,13,0,81,3,5,5,6,3,3,0,6,0,35,28,3,11,14,5,4,3,18,4,95,202,44,75,96,45,39,30,98,9,632,1360,1382,1341,1289,956,773,642,1507,96,9361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,Scenic Rim (R)
36580,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,441,519,560,423,315,272,361,830,28,3754,26,14,24,23,14,38,21,181,5,346,25,0,8,0,0,0,45,19,3,107,12,5,4,3,3,0,3,11,0,43,0,0,3,4,0,0,0,4,0,12,17,0,3,0,7,0,6,4,3,39,81,21,32,29,25,36,16,39,9,288,607,561,641,488,364,358,450,1084,43,4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,Somerset (R)
36630,0,0,0,0,0,0,0,0,0,5,0,12,33,0,4,3,9,23,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,846,1121,996,900,799,645,610,1127,76,7118,34,41,70,64,35,125,41,189,7,609,24,0,16,0,6,4,47,21,0,118,18,3,14,9,5,9,8,14,0,81,3,10,10,10,0,0,5,24,0,60,30,4,9,3,6,0,12,8,3,74,147,66,57,63,30,51,38,104,4,559,1101,1259,1205,1053,884,830,762,1513,98,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South Burnett (R)
36660,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,0,8,3,30,1047,1210,1185,977,1035,773,726,1514,89,8547,39,51,90,94,59,155,40,303,6,838,46,0,29,0,0,5,98,29,3,214,20,4,15,6,10,3,6,17,0,80,6,11,18,6,11,0,10,23,0,76,45,3,12,11,9,0,4,12,4,102,192,59,69,58,49,51,39,113,5,651,1401,1350,1421,1156,1174,999,929,2020,115,10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern Downs (R)
36720,10,19,8,10,7,11,0,14,4,75,54,91,81,184,77,228,39,221,14,987,0,3,0,0,4,0,0,5,0,15,0,0,0,0,0,0,0,0,0,8,4,16,9,9,3,15,15,10,0,87,8974,15673,11863,9531,10861,8466,3617,7010,799,76804,374,529,623,717,471,1049,130,1125,55,5062,92,14,241,3,24,17,321,177,11,906,92,114,173,93,69,62,86,72,11,764,69,192,149,137,91,99,41,151,9,945,102,118,87,48,84,40,39,76,36,634,494,359,323,432,305,418,79,443,31,2898,10253,17126,13573,11173,11996,10408,4375,9302,970,89180,4,0,3,4,6,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,5,3,4,3,0,6,0,41,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,13,12,22,8,8,11,10,0,12,0,85,Sunshine Coast (R)
36820,0,0,0,0,0,0,0,0,0,0,11,0,3,4,0,0,8,50,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,675,932,744,705,655,534,350,764,46,5399,41,44,66,50,33,102,14,180,5,529,18,0,14,0,3,0,45,10,0,87,27,3,12,7,0,0,6,12,0,61,3,11,3,5,0,3,4,10,0,39,30,6,3,7,5,3,8,15,0,71,140,48,31,42,30,42,25,77,8,453,946,1047,868,817,728,693,450,1120,64,6732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tablelands (R)
36910,3,3,3,0,0,3,0,6,0,19,10,25,19,31,14,30,22,53,3,199,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,9,12,17,26,14,12,20,44,3,152,5330,10076,7528,5524,7020,4159,3254,5175,424,48491,249,465,471,453,468,727,203,1005,42,4084,81,6,135,0,15,18,289,69,10,634,75,78,127,49,55,38,56,60,3,552,41,135,106,45,47,38,28,67,7,518,94,41,32,37,39,11,46,56,10,359,434,417,246,332,232,193,104,344,26,2346,6329,11265,8688,6495,7912,5229,4026,6889,534,57362,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,13,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,3,5,12,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,9,0,6,8,0,0,0,0,31,67,119,75,61,81,9,4,43,12,481,4,39,20,43,30,11,3,27,3,180,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,12,0,5,3,3,0,0,0,21,11,15,13,6,9,9,8,27,0,104,51,102,34,74,58,33,11,29,9,394,141,305,149,204,188,69,31,134,28,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,54,49,33,5,10,22,7,247,5,10,16,15,7,7,8,18,3,95,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,15,3,11,13,0,3,0,0,10,0,33,42,124,37,88,62,40,4,89,10,509,77,202,133,153,109,55,20,140,23,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,0,8,6,5,0,0,4,12,0,36,22,71,61,109,70,98,22,137,8,595,10,10,8,8,7,0,0,5,5,56,0,3,0,0,0,0,0,0,3,11,20,25,9,20,10,13,18,16,3,144,6243,11936,8761,8596,8817,5230,3935,4937,725,59183,249,647,526,702,523,919,221,925,62,4766,67,3,142,3,10,11,186,73,4,505,80,146,209,184,94,67,159,103,17,1050,108,373,182,201,95,86,81,132,23,1274,70,62,69,93,43,12,50,29,16,441,248,337,285,561,189,159,77,229,29,2118,7109,13623,10252,10475,9864,6597,4763,6598,895,70178,0,3,3,0,9,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,5,0,6,7,3,9,0,37,Townsville (C)
31000,4021,13469,2492,2602,11341,2190,508,1983,797,39409,4214,15836,2589,4191,10406,4389,474,2981,694,45769,347,975,90,138,449,105,15,52,42,2217,13,30,6,3,9,3,0,3,7,81,238,401,70,138,132,106,211,97,33,1430,59128,96263,54175,40721,59225,33105,29724,29694,5281,407321,2906,6460,2882,3558,5069,4210,1664,4981,456,32199,359,42,1086,10,159,88,1224,474,55,3504,935,2270,1519,881,935,355,894,576,144,8512,1440,4988,911,767,976,328,328,607,135,10485,582,808,385,319,410,174,243,231,160,3317,2746,7082,1804,3769,2847,2269,478,2222,321,23534,76925,148627,68015,57101,91968,47317,35765,43909,8143,577767,454,1897,424,607,1310,487,159,616,94,6049,7,19,6,9,13,7,0,3,0,63,3,0,0,0,3,0,0,0,0,9,1409,4099,692,536,3484,423,82,206,162,11095,219,666,143,134,598,142,32,135,28,2088,116,315,89,49,103,27,39,61,10,811,2211,6991,1352,1340,5510,1083,306,1020,299,20114,Brisbane (C)
31900,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,27,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,664,676,788,469,586,381,609,785,42,5007,59,22,52,26,16,82,19,116,7,393,73,3,34,0,0,12,49,23,4,193,12,0,5,3,3,0,10,11,0,47,0,9,6,5,3,7,3,20,0,51,40,0,3,4,0,0,3,13,4,71,124,36,25,44,24,23,27,78,4,390,976,748,907,549,635,508,723,1077,57,6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,6,6,3,12,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,3,15,0,6,14,0,62,12,15,16,3,21,4,7,31,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,0,5,0,0,3,0,0,0,3,8,49,74,89,152,76,183,23,252,13,914,4,4,12,5,4,7,3,11,4,50,3,0,0,0,0,0,0,0,0,5,21,23,28,44,27,20,12,23,5,202,5573,9620,6958,6223,6921,4714,2493,3782,563,46855,268,526,387,642,505,854,119,755,58,4110,43,4,132,4,4,7,115,63,3,379,69,98,153,95,43,49,65,55,7,651,113,254,183,224,102,111,68,202,28,1294,77,101,89,66,30,25,32,59,17,492,331,451,223,441,185,246,66,296,33,2273,6550,11166,8247,7903,7897,6227,3010,5491,733,57226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,3,4,4,0,25,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,57,61,57,51,9,25,52,0,364,7,7,10,9,3,0,8,20,4,66,0,3,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,5,0,8,0,0,0,0,4,0,0,3,0,10,8,3,10,0,0,0,0,21,3,38,38,27,29,31,17,16,5,60,3,231,99,108,110,102,77,20,44,163,9,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpentaria (S)
32260,0,0,0,0,0,0,0,0,0,3,40,8,12,9,0,8,17,265,5,365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,6,4,0,29,967,968,1056,776,861,614,706,1237,74,7262,90,59,69,61,52,117,58,418,14,938,28,0,21,0,3,0,31,15,0,97,11,3,14,3,6,0,7,11,0,61,10,7,11,18,3,3,4,26,0,83,40,9,13,20,4,0,6,24,0,113,171,59,67,83,39,43,34,97,4,593,1350,1121,1265,971,961,795,873,2104,105,9548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,7,4,3,20,16,0,74,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,13,5,9,8,6,5,3,34,0,80,30,12,20,17,13,7,27,58,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,30,8,16,4,10,9,3,105,3,0,0,0,0,0,5,7,0,7,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,3,7,0,22,23,3,11,5,3,4,10,13,0,65,43,10,57,9,20,3,32,36,3,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,0,3,0,0,3,0,0,0,0,4,15,4,6,8,4,21,8,78,3,147,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,5,9,14,0,44,2463,3830,3100,2765,2851,2262,1686,2973,235,22174,142,187,176,232,184,426,77,685,24,2125,49,4,78,0,3,10,89,46,6,280,34,34,77,23,22,26,47,73,0,333,16,30,37,23,17,25,24,62,0,227,29,10,26,16,6,9,14,22,10,141,225,117,89,86,75,86,48,145,8,882,2980,4227,3592,3157,3167,2874,1987,4104,277,26370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,15,Bundaberg (R)
32270,0,0,3,0,0,0,0,0,0,6,5,14,222,3,8,0,633,17,13,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,12,1034,1170,1958,587,981,609,1813,808,103,9064,51,69,221,64,78,120,242,189,13,1041,12,4,33,0,0,3,56,17,3,133,15,8,5,3,4,6,13,11,3,71,0,16,13,7,0,14,11,20,0,75,65,7,28,5,8,7,38,29,3,198,161,89,101,65,61,51,75,182,8,803,1340,1390,2595,740,1145,813,2882,1272,147,12320,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,Central Highlands (R) (Qld)
32310,0,0,0,0,0,0,0,0,3,6,3,5,19,0,4,0,34,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,285,461,380,329,291,221,235,313,25,2542,21,24,23,30,12,49,17,72,5,247,12,0,4,0,3,0,15,9,0,50,10,4,9,0,0,3,3,3,0,38,0,3,3,3,3,0,0,6,0,24,9,11,5,0,4,0,0,8,0,41,66,47,33,38,17,23,7,69,0,300,403,557,478,403,334,308,315,486,34,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61,19,57,24,0,7,17,3,197,0,3,0,9,6,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,3,0,0,16,0,40,23,77,19,76,34,0,3,33,3,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,0,9,27,73,3,9,3,126,19,3,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,109,180,238,56,122,47,202,111,16,1072,13,32,83,4,21,7,63,38,6,260,3,0,5,0,0,6,12,9,0,33,0,0,5,0,0,0,3,3,0,14,0,3,4,0,4,0,8,3,0,22,13,28,67,3,5,0,73,17,3,211,42,46,57,34,28,15,39,95,4,360,196,317,534,105,186,73,529,300,29,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cloncurry (S)
32500,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,13,40,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,224,355,125,135,51,410,138,19,1606,5,33,33,17,9,3,29,39,0,184,0,0,3,0,3,0,26,8,3,47,3,0,8,0,0,0,9,0,0,20,0,12,12,4,3,0,10,3,0,39,10,4,4,14,3,0,5,11,0,51,59,70,49,56,27,24,13,46,3,346,231,354,470,216,183,82,507,283,30,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,6,4,0,4,3,5,41,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,3,3,5,0,5,0,29,10,3,11,11,9,6,7,15,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,132,144,71,96,60,56,68,9,706,6,9,11,3,4,17,0,19,0,79,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,3,10,3,3,0,5,0,34,4,4,3,5,0,0,3,0,0,18,11,21,20,20,13,3,7,19,0,113,94,183,193,110,113,87,70,118,8,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
