yr,land_area_ha,protected_areas_indig_protected_area_num,protected_areas_national_parks_num,protected_areas_nature_reserves_num,protected_areas_all_oth_protected_areas_num,protected_areas_tot_num,protected_areas_indig_protected_area_ha,protected_areas_national_parks_ha,protected_areas_nature_reserves_ha,protected_areas_all_oth_protected_areas_ha,protected_areas_tot_ha,protected_areas_indig_protected_area_pr100,protected_areas_national_parks_pr100,protected_areas_nature_reserves_pr100,protected_areas_all_oth_protected_areas_pr100,protected_areas_tot_pr100,solar_instl_small_scale_solar_panel_sys_instl_num,solar_instl_increase_instl_prev_yr_pr100,solar_instl_solar_water_heater_instl_num,solar_instl_increase_swh_instl_prev_yr_pr100,lga_code18,lga_name18,ogc_fid
2017,,,,,,,,,,,,,,,,,92.0,41.5,90.0,1.1,59360,Yilgarn (S),2292
2018,439536.6,,,,,,,,,,,,,,,,,,,,36070,Pormpuraaw (S),2431
2017,,,,,,,,,,,,,,,,,3.0,50.0,,,36070,Pormpuraaw (S),2432
2016,,,,,,,,,,,,,,,,,,100.0,,,36070,Pormpuraaw (S),2433
2018,935.1,,,,,,,,,,,,,,,,,,,,18050,Waverley (A),2434
2017,,,,,,,,,,,,,,,,,871.0,14.3,300.0,2.4,18050,Waverley (A),2435
2016,,,,,,,,,,,,,,,,,762.0,12.6,293.0,3.2,18050,Waverley (A),2436
2015,,,,,,,,,,,,,,,,,677.0,16.9,284.0,3.3,18050,Waverley (A),2437
2014,,,,,,,,,,,,,,,,,579.0,,275.0,,18050,Waverley (A),2438
2018,1048428.6,,,,,,,,,,,,,,,,,,,,33360,Gladstone (R),2439
2017,,,,,,,,,,,,,,,,,7214.0,8.0,2678.0,2.5,33360,Gladstone (R),2440
2016,,,17.0,,21.0,38.0,,122226.0,,14618.0,136844.0,,11.7,,1.4,13.1,6677.0,6.6,2612.0,3.4,33360,Gladstone (R),2441
2015,,,,,,,,,,,,,,,,,6262.0,7.7,2526.0,3.3,33360,Gladstone (R),2442
2014,,,,,,,,,,,,,,,,,5812.0,,2446.0,,33360,Gladstone (R),2443
2018,58377.8,,,,,,,,,,,,,,,,,,,,64810,Sorell (M),2444
2017,,,,,,,,,,,,,,,,,1065.0,7.6,178.0,4.7,64810,Sorell (M),2445
2016,,,,7.0,28.0,35.0,,,1192.0,2422.0,3614.0,,,2.0,4.2,6.2,990.0,9.6,170.0,3.7,64810,Sorell (M),2446
2015,,,,,,,,,,,,,,,,,903.0,6.0,164.0,5.1,64810,Sorell (M),2447
2014,,,,,,,,,,,,,,,,,852.0,,156.0,,64810,Sorell (M),2448
2018,1893448.5,,,,,,,,,,,,,,,,,,,,11600,Carrathool (A),2449
2017,,,,,,,,,,,,,,,,,249.0,12.7,41.0,,11600,Carrathool (A),2450
2016,,,5.0,7.0,3.0,15.0,,54384.0,33380.0,23858.0,111622.0,,2.9,1.8,1.3,5.9,221.0,13.9,41.0,,11600,Carrathool (A),2451
2015,,,,,,,,,,,,,,,,,194.0,19.8,41.0,2.5,11600,Carrathool (A),2452
2014,,,,,,,,,,,,,,,,,162.0,,40.0,,11600,Carrathool (A),2453
2018,1129287.0,,,,,,,,,,,,,,,,,,,,36820,Tablelands (R),2454
2017,,,,,,,,,,,,,,,,,2554.0,12.9,1192.0,3.6,36820,Tablelands (R),2455
2016,,,1.0,24.0,2.0,27.0,,122062.0,351448.0,1444.0,474954.0,,4.0,11.6,0.1,15.6,65.0,38.3,89.0,,59360,Yilgarn (S),2293
2016,,1.0,21.0,,68.0,90.0,14.0,278067.0,,80582.0,358663.0,,24.7,,7.1,31.8,2263.0,7.8,1151.0,5.3,36820,Tablelands (R),2456
2015,,,,,,,,,,,,,,,,,2100.0,6.9,1093.0,5.2,36820,Tablelands (R),2457
2014,,,,,,,,,,,,,,,,,1964.0,,1039.0,,36820,Tablelands (R),2458
2018,688079.0,,,,,,,,,,,,,,,,,,,,15560,Murrumbidgee (A),2459
2017,,,,,,,,,,,,,,,,,450.0,9.5,81.0,2.5,15560,Murrumbidgee (A),2460
2016,,,2.0,2.0,1.0,5.0,,23823.0,682.0,410.0,24915.0,,3.5,0.1,0.1,3.6,411.0,8.4,79.0,5.3,15560,Murrumbidgee (A),2461
2015,,,,,,,,,,,,,,,,,379.0,25.5,75.0,2.7,15560,Murrumbidgee (A),2462
2014,,,,,,,,,,,,,,,,,302.0,,73.0,,15560,Murrumbidgee (A),2463
2018,753452.5,,,,,,,,,,,,,,,,,,,,12390,Dubbo Regional (A),2464
2017,,,,,,,,,,,,,,,,,6217.0,10.5,1414.0,3.1,12390,Dubbo Regional (A),2465
2016,,,5.0,3.0,2.0,10.0,,48455.0,2307.0,181.0,50943.0,,6.4,0.3,,6.8,5627.0,7.7,1372.0,3.0,12390,Dubbo Regional (A),2466
2015,,,,,,,,,,,,,,,,,5225.0,7.4,1332.0,3.9,12390,Dubbo Regional (A),2467
2014,,,,,,,,,,,,,,,,,4867.0,,1282.0,,12390,Dubbo Regional (A),2468
2018,5870525.0,,,,,,,,,,,,,,,,,,,,34860,Maranoa (R),2469
2017,,,,,,,,,,,,,,,,,1828.0,9.1,358.0,3.8,34860,Maranoa (R),2470
2016,,,5.0,,4.0,9.0,,111213.0,,19905.0,131118.0,,1.9,,0.3,2.2,1675.0,7.9,345.0,0.9,34860,Maranoa (R),2471
2015,,,,,,,,,,,,,,,,,1553.0,9.1,342.0,1.2,34860,Maranoa (R),2472
2014,,,,,,,,,,,,,,,,,1424.0,,338.0,,34860,Maranoa (R),2473
2018,424274.3,,,,,,,,,,,,,,,,,,,,36510,Scenic Rim (R),2474
2017,,,,,,,,,,,,,,,,,6569.0,7.9,2214.0,2.5,36510,Scenic Rim (R),2475
2016,,,7.0,1.0,17.0,25.0,,48451.0,681.0,1353.0,50485.0,,11.4,0.2,0.3,11.9,6090.0,7.7,2159.0,3.4,36510,Scenic Rim (R),2476
2015,,,,,,,,,,,,,,,,,5657.0,9.0,2087.0,4.4,36510,Scenic Rim (R),2477
2014,,,,,,,,,,,,,,,,,5188.0,,2000.0,,36510,Scenic Rim (R),2478
2015,,,,,,,,,,,,,,,,,47.0,62.1,89.0,3.5,59360,Yilgarn (S),2294
2018,3793659.2,,,,,,,,,,,,,,,,,,,,37310,Western Downs (R),2479
2017,,,,,,,,,,,,,,,,,3300.0,13.7,933.0,1.4,37310,Western Downs (R),2480
2016,,,3.0,,8.0,11.0,,14071.0,,3430.0,17500.0,,0.4,,0.1,0.5,2903.0,9.3,920.0,1.8,37310,Western Downs (R),2481
2015,,,,,,,,,,,,,,,,,2656.0,11.5,904.0,22.7,37310,Western Downs (R),2482
2014,,,,,,,,,,,,,,,,,2382.0,,737.0,,37310,Western Downs (R),2483
2018,10571876.0,,,,,,,,,,,,,,,,,,,,32500,Cook (S),2484
2017,,,,,,,,,,,,,,,,,213.0,16.4,129.0,3.2,32500,Cook (S),2485
2016,,1.0,39.0,,48.0,88.0,16938.0,2385275.0,,1782386.0,4184599.0,0.2,22.6,,16.9,39.6,183.0,16.6,125.0,1.6,32500,Cook (S),2486
2015,,,,,,,,,,,,,,,,,157.0,9.8,123.0,2.5,32500,Cook (S),2487
2014,,,,,,,,,,,,,,,,,143.0,,120.0,,32500,Cook (S),2488
2018,373082.0,,,,,,,,,,,,,,,,,,,,37010,Townsville (C),2489
2017,,,,,,,,,,,,,,,,,21545.0,11.5,4386.0,2.5,37010,Townsville (C),2490
2016,,,4.0,,14.0,18.0,,75850.0,,7597.0,83447.0,,20.3,,2.0,22.4,19331.0,8.5,4277.0,3.4,37010,Townsville (C),2491
2015,,,,,,,,,,,,,,,,,17809.0,8.4,4135.0,3.7,37010,Townsville (C),2492
2014,,,,,,,,,,,,,,,,,16424.0,,3988.0,,37010,Townsville (C),2493
2018,6541.6,,,,,,,,,,,,,,,,,,,,51190,Bunbury (C),2494
2017,,,,,,,,,,,,,,,,,3078.0,12.0,1265.0,4.9,51190,Bunbury (C),2495
2016,,,1.0,,1.0,2.0,,3.0,,14.0,17.0,,0.1,,0.2,0.3,2749.0,12.6,1206.0,5.1,51190,Bunbury (C),2496
2015,,,,,,,,,,,,,,,,,2442.0,11.1,1147.0,5.7,51190,Bunbury (C),2497
2014,,,,,,,,,,,,,,,,,2198.0,,1085.0,,51190,Bunbury (C),2498
2018,10081821.0,,,,,,,,,,,,,,,,,,,,50250,Ashburton (S),2499
2017,,,,,,,,,,,,,,,,,42.0,44.8,147.0,,50250,Ashburton (S),2500
2016,,,6.0,17.0,3.0,26.0,,1336086.0,237279.0,4855.0,1578219.0,,13.3,2.4,0.1,15.7,29.0,31.8,147.0,,50250,Ashburton (S),2501
2015,,,,,,,,,,,,,,,,,22.0,4.8,147.0,0.7,50250,Ashburton (S),2502
2014,,,,,,,,,,,,,,,,,21.0,,146.0,,50250,Ashburton (S),2503
2014,,,,,,,,,,,,,,,,,29.0,,86.0,,59360,Yilgarn (S),2295
2018,11973097.0,,,,,,,,,,,,,,,,,,,,52800,Derby-West Kimberley (S),2296
2017,,,,,,,,,,,,,,,,,136.0,0.7,487.0,,52800,Derby-West Kimberley (S),2297
2016,,3.0,9.0,3.0,5.0,20.0,838770.0,1029191.0,272.0,614724.0,2482958.0,7.0,8.6,,5.1,20.7,135.0,1.5,487.0,,52800,Derby-West Kimberley (S),2298
2015,,,,,,,,,,,,,,,,,133.0,2.3,487.0,,52800,Derby-West Kimberley (S),2299
2014,,,,,,,,,,,,,,,,,130.0,,492.0,,52800,Derby-West Kimberley (S),2300
2018,104299.3,,,,,,,,,,,,,,,,,,,,58050,Swan (C),2301
2017,,,,,,,,,,,,,,,,,16145.0,16.6,8262.0,5.4,58050,Swan (C),2302
2016,,,3.0,15.0,9.0,27.0,,4499.0,2595.0,4666.0,11760.0,,4.3,2.5,4.5,11.3,13844.0,14.5,7842.0,6.8,58050,Swan (C),2303
2015,,,,,,,,,,,,,,,,,12090.0,15.0,7343.0,9.2,58050,Swan (C),2304
2014,,,,,,,,,,,,,,,,,10510.0,,6727.0,,58050,Swan (C),2305
2018,883343.4,,,,,,,,,,,,,,,,,,,,47800,The Coorong (DC),2306
2017,,,,,,,,,,,,,,,,,933.0,7.2,185.0,2.8,47800,The Coorong (DC),2307
2016,,,1.0,,105.0,106.0,,38663.0,,115342.0,154005.0,,4.4,,13.1,17.4,870.0,8.6,180.0,0.6,47800,The Coorong (DC),2308
2015,,,,,,,,,,,,,,,,,801.0,10.0,179.0,9.1,47800,The Coorong (DC),2309
2014,,,,,,,,,,,,,,,,,728.0,,164.0,,47800,The Coorong (DC),2310
2018,65343.8,,,,,,,,,,,,,,,,,,,,62210,George Town (M),2311
2017,,,,,,,,,,,,,,,,,526.0,10.5,97.0,6.6,62210,George Town (M),2312
2016,,,,,20.0,20.0,,,,7803.0,7803.0,,,,11.9,11.9,476.0,12.5,91.0,3.4,62210,George Town (M),2313
2015,,,,,,,,,,,,,,,,,423.0,11.3,88.0,10.0,62210,George Town (M),2314
2014,,,,,,,,,,,,,,,,,380.0,,80.0,,62210,George Town (M),2315
2018,213159.2,,,,,,,,,,,,,,,,,,,,59370,York (S),2316
2017,,,,,,,,,,,,,,,,,541.0,14.6,460.0,3.1,59370,York (S),2317
2016,,,2.0,6.0,1.0,9.0,,30536.0,421.0,23.0,30980.0,,14.3,0.2,,14.5,472.0,8.8,446.0,2.5,59370,York (S),2318
2015,,,,,,,,,,,,,,,,,434.0,12.4,435.0,6.9,59370,York (S),2319
2018,204089.9,,,,,,,,,,,,,,,,,,,,59100,Wickepin (S),2336
2018,11023.7,,,,,,,,,,,,,,,,,,,,11570,Canterbury-Bankstown (A),2504
2017,,,,,,,,,,,,,,,,,9770.0,9.3,3594.0,2.0,11570,Canterbury-Bankstown (A),2505
2016,,,,,2.0,2.0,,,,237.0,237.0,,,,2.2,2.2,8939.0,7.0,3523.0,2.9,11570,Canterbury-Bankstown (A),2506
2015,,,,,,,,,,,,,,,,,8351.0,9.6,3423.0,2.3,11570,Canterbury-Bankstown (A),2507
2014,,,,,,,,,,,,,,,,,7618.0,,3346.0,,11570,Canterbury-Bankstown (A),2508
2018,5349105.0,,,,,,,,,,,,,,,,,,,,34880,Mareeba (S),2509
2017,,,,,,,,,,,,,,,,,2420.0,14.5,1463.0,4.1,34880,Mareeba (S),2510
2016,,,17.0,,18.0,35.0,,527017.0,,119143.0,646160.0,,9.9,,2.2,12.1,2113.0,7.9,1405.0,4.2,34880,Mareeba (S),2511
2015,,,,,,,,,,,,,,,,,1958.0,8.4,1349.0,4.7,34880,Mareeba (S),2512
2014,,,,,,,,,,,,,,,,,1806.0,,1288.0,,34880,Mareeba (S),2513
2018,66039.5,,,,,,,,,,,,,,,,,,,,65210,Tasman (M),2514
2017,,,,,,,,,,,,,,,,,240.0,7.1,68.0,1.5,65210,Tasman (M),2515
2016,,,2.0,1.0,57.0,60.0,,12257.0,41.0,4860.0,17159.0,,18.6,0.1,7.4,26.0,224.0,10.3,67.0,1.5,65210,Tasman (M),2516
2015,,,,,,,,,,,,,,,,,203.0,9.1,66.0,,65210,Tasman (M),2517
2014,,,,,,,,,,,,,,,,,186.0,,66.0,,65210,Tasman (M),2518
2018,17115.1,,,,,,,,,,,,,,,,,,,,60410,Brighton (M),2519
2017,,,,,,,,,,,,,,,,,1055.0,8.0,153.0,2.7,60410,Brighton (M),2520
2016,,,,1.0,9.0,10.0,,,4.0,938.0,942.0,,,,5.5,5.5,977.0,9.4,149.0,2.1,60410,Brighton (M),2521
2015,,,,,,,,,,,,,,,,,893.0,6.9,146.0,3.5,60410,Brighton (M),2522
2014,,,,,,,,,,,,,,,,,835.0,,141.0,,60410,Brighton (M),2523
2018,5440182.5,,,,,,,,,,,,,,,,,,,,50980,Broome (S),2524
2017,,,,,,,,,,,,,,,,,474.0,1.7,1329.0,2.5,50980,Broome (S),2525
2016,,3.0,5.0,4.0,5.0,17.0,2413232.0,12120.0,46001.0,8080.0,2479433.0,44.4,0.2,0.9,0.2,45.6,466.0,1.3,1297.0,0.6,50980,Broome (S),2526
2015,,,,,,,,,,,,,,,,,460.0,2.0,1289.0,,50980,Broome (S),2527
2014,,,,,,,,,,,,,,,,,451.0,,1335.0,,50980,Broome (S),2528
2018,1005386.3,,,,,,,,,,,,,,,,,,,,15240,Mid-Coast (A),2529
2017,,,,,,,,,,,,,,,,,9708.0,11.3,7595.0,2.9,15240,Mid-Coast (A),2530
2016,,,27.0,39.0,5.0,71.0,,122170.0,24135.0,34304.0,180610.0,,12.2,2.4,3.4,18.0,8724.0,9.8,7382.0,3.3,15240,Mid-Coast (A),2531
2015,,,,,,,,,,,,,,,,,7942.0,12.7,7144.0,3.6,15240,Mid-Coast (A),2532
2017,,,,,,,,,,,,,,,,,81.0,9.5,59.0,1.7,59100,Wickepin (S),2337
2014,,,,,,,,,,,,,,,,,7047.0,,6896.0,,15240,Mid-Coast (A),2533
2018,368239.2,,,,,,,,,,,,,,,,,,,,16380,Port Macquarie-Hastings (A),2534
2017,,,,,,,,,,,,,,,,,8428.0,9.9,9314.0,3.5,16380,Port Macquarie-Hastings (A),2535
2016,,,13.0,14.0,4.0,31.0,,43182.0,10233.0,37674.0,91089.0,,11.7,2.8,10.2,24.7,7671.0,7.4,9003.0,4.4,16380,Port Macquarie-Hastings (A),2536
2015,,,,,,,,,,,,,,,,,7142.0,8.9,8626.0,4.1,16380,Port Macquarie-Hastings (A),2537
2014,,,,,,,,,,,,,,,,,6559.0,,8286.0,,16380,Port Macquarie-Hastings (A),2538
2018,2420124.8,,,,,,,,,,,,,,,,,,,,57770,Shark Bay (S),2539
2017,,,,,,,,,,,,,,,,,103.0,3.0,57.0,3.6,57770,Shark Bay (S),2540
2016,,,6.0,3.0,5.0,14.0,,492615.0,459897.0,165445.0,1117957.0,,20.4,19.0,6.8,46.2,100.0,1.0,55.0,1.9,57770,Shark Bay (S),2541
2015,,,,,,,,,,,,,,,,,99.0,2.1,54.0,1.9,57770,Shark Bay (S),2542
2014,,,,,,,,,,,,,,,,,97.0,,53.0,,57770,Shark Bay (S),2543
2018,398141.7,,,,,,,,,,,,,,,,,,,,12160,Cootamundra-Gundagai Regional (A),2544
2017,,,,,,,,,,,,,,,,,997.0,12.8,186.0,0.5,12160,Cootamundra-Gundagai Regional (A),2545
2016,,,1.0,4.0,1.0,6.0,,1037.0,2250.0,1630.0,4917.0,,0.3,0.6,0.4,1.2,884.0,9.8,185.0,1.1,12160,Cootamundra-Gundagai Regional (A),2546
2015,,,,,,,,,,,,,,,,,805.0,18.0,183.0,1.1,12160,Cootamundra-Gundagai Regional (A),2547
2014,,,,,,,,,,,,,,,,,682.0,,181.0,,12160,Cootamundra-Gundagai Regional (A),2548
2018,15984.3,,,,,,,,,,,,,,,,,,,,47140,Salisbury (C),2549
2017,,,,,,,,,,,,,,,,,17583.0,6.7,3691.0,1.6,47140,Salisbury (C),2550
2016,,,,,1.0,1.0,,,,185.0,185.0,,,,1.2,1.2,16476.0,6.5,3633.0,2.9,47140,Salisbury (C),2551
2015,,,,,,,,,,,,,,,,,15474.0,6.7,3529.0,2.5,47140,Salisbury (C),2552
2014,,,,,,,,,,,,,,,,,14503.0,,3442.0,,47140,Salisbury (C),2553
2018,109171.6,,,,,,,,,,,,,,,,,,,,46860,Robe (DC),2554
2017,,,,,,,,,,,,,,,,,258.0,2.8,46.0,9.5,46860,Robe (DC),2555
2016,,,,,22.0,22.0,,,,9575.0,9575.0,,,,8.8,8.8,251.0,6.8,42.0,7.7,46860,Robe (DC),2556
2015,,,,,,,,,,,,,,,,,235.0,6.3,39.0,2.6,46860,Robe (DC),2557
2014,,,,,,,,,,,,,,,,,221.0,,38.0,,46860,Robe (DC),2558
2018,4657461.0,,,,,,,,,,,,,,,,,,,,51540,Carnarvon (S),2559
2017,,,,,,,,,,,,,,,,,217.0,2.4,961.0,5.8,51540,Carnarvon (S),2560
2016,,,,20.0,4.0,24.0,,,3904.0,529.0,4433.0,,,1.9,0.3,2.2,74.0,19.4,58.0,1.8,59100,Wickepin (S),2338
2016,,,6.0,4.0,5.0,15.0,,282582.0,9047.0,34279.0,325908.0,,6.1,0.2,0.7,7.0,212.0,0.5,908.0,5.0,51540,Carnarvon (S),2561
2015,,,,,,,,,,,,,,,,,211.0,1.9,865.0,7.1,51540,Carnarvon (S),2562
2014,,,,,,,,,,,,,,,,,207.0,,808.0,,51540,Carnarvon (S),2563
2018,111171.0,,,,,,,,,,,,,,,,,,,,33830,Hope Vale (S),2564
2017,,,,,,,,,,,,,,,,,54.0,17.4,31.0,3.3,33830,Hope Vale (S),2565
2016,,,,,,,,,,,,,,,,,46.0,17.9,30.0,,33830,Hope Vale (S),2566
2015,,,,,,,,,,,,,,,,,39.0,8.3,30.0,3.4,33830,Hope Vale (S),2567
2014,,,,,,,,,,,,,,,,,36.0,,29.0,,33830,Hope Vale (S),2568
2018,1978999.8,,,,,,,,,,,,,,,,,,,,79399,Unincorporated NT,2569
2017,,,,,,,,,,,,,,,,,98.0,22.5,246.0,5.1,79399,Unincorporated NT,2570
2016,,2.0,1.0,,7.0,10.0,246.0,2.0,,331376.0,331624.0,,,,16.7,16.8,80.0,73.9,234.0,3.1,79399,Unincorporated NT,2571
2015,,,,,,,,,,,,,,,,,46.0,21.1,227.0,9.7,79399,Unincorporated NT,2572
2014,,,,,,,,,,,,,,,,,38.0,,207.0,,79399,Unincorporated NT,2573
2018,3834.6,,,,,,,,,,,,,,,,,,,,12930,Georges River (A),2574
2017,,,,,,,,,,,,,,,,,3774.0,11.1,1370.0,2.5,12930,Georges River (A),2575
2016,,,,,1.0,1.0,,,,15.0,15.0,,,,0.4,0.4,3398.0,5.8,1337.0,1.9,12930,Georges River (A),2576
2015,,,,,,,,,,,,,,,,,3213.0,7.9,1312.0,2.0,12930,Georges River (A),2577
2014,,,,,,,,,,,,,,,,,2978.0,,1286.0,,12930,Georges River (A),2578
2018,62248948.0,,,,,,,,,,,,,,,,,,,,49399,Unincorporated SA,2579
2017,,,,,,,,,,,,,,,,,276.0,12.7,141.0,0.7,49399,Unincorporated SA,2580
2016,,4.0,7.0,1.0,112.0,124.0,944818.0,1202765.0,2.0,18238925.0,20386510.0,1.5,1.9,,29.3,32.8,245.0,12.4,140.0,4.5,49399,Unincorporated SA,2581
2015,,,,,,,,,,,,,,,,,218.0,29.8,134.0,2.3,49399,Unincorporated SA,2582
2014,,,,,,,,,,,,,,,,,168.0,,131.0,,49399,Unincorporated SA,2583
2018,643100.3,,,,,,,,,,,,,,,,,,,,31820,Bundaberg (R),2584
2017,,,,,,,,,,,,,,,,,14048.0,10.1,5637.0,4.3,31820,Bundaberg (R),2585
2016,,,7.0,,12.0,19.0,,54463.0,,4285.0,58748.0,,8.5,,0.7,9.1,12761.0,6.4,5403.0,4.1,31820,Bundaberg (R),2586
2015,,,,,,,,,,,,,,,,,11995.0,7.8,5189.0,4.7,31820,Bundaberg (R),2587
2014,,,,,,,,,,,,,,,,,11128.0,,4954.0,,31820,Bundaberg (R),2588
2015,,,,,,,,,,,,,,,,,62.0,24.0,57.0,3.6,59100,Wickepin (S),2339
2018,107134.0,,,,,,,,,,,,,,,,,,,,48540,Whyalla (C),2589
2017,,,,,,,,,,,,,,,,,3366.0,3.9,1332.0,2.2,48540,Whyalla (C),2590
2016,,,,,3.0,3.0,,,,2181.0,2181.0,,,,2.0,2.0,3240.0,4.3,1303.0,13.7,48540,Whyalla (C),2591
2015,,,,,,,,,,,,,,,,,3105.0,8.6,1146.0,7.8,48540,Whyalla (C),2592
2014,,,,,,,,,,,,,,,,,2860.0,,1063.0,,48540,Whyalla (C),2593
2018,357549.9,,,,,,,,,,,,,,,,,,,,34570,Lockhart River (S),2594
2017,,,,,,,,,,,,,,,,,3.0,50.0,,,34570,Lockhart River (S),2595
2016,,2.0,,,,2.0,184358.0,,,,184358.0,51.6,,,,51.6,,100.0,,,34570,Lockhart River (S),2596
2018,119558.4,,,,,,,,,,,,,,,,,,,,46090,Port Augusta (C),2597
2017,,,,,,,,,,,,,,,,,2174.0,4.9,903.0,0.9,46090,Port Augusta (C),2598
2016,,,,,1.0,1.0,,,,7891.0,7891.0,,,,6.6,6.6,2072.0,6.5,895.0,9.5,46090,Port Augusta (C),2599
2015,,,,,,,,,,,,,,,,,1946.0,6.9,817.0,15.9,46090,Port Augusta (C),2600
2014,,,,,,,,,,,,,,,,,1820.0,,705.0,,46090,Port Augusta (C),2601
2018,4479754.5,,,,,,,,,,,,,,,,,,,,53290,Esperance (S),2602
2017,,,,,,,,,,,,,,,,,553.0,1.1,669.0,0.9,53290,Esperance (S),2603
2016,,,6.0,63.0,8.0,77.0,,373086.0,626112.0,4105.0,1003304.0,,8.3,14.0,0.1,22.4,547.0,1.3,663.0,0.3,53290,Esperance (S),2604
2015,,,,,,,,,,,,,,,,,540.0,0.7,661.0,3.0,53290,Esperance (S),2605
2014,,,,,,,,,,,,,,,,,536.0,,642.0,,53290,Esperance (S),2606
2018,1186347.8,,,,,,,,,,,,,,,,,,,,15520,Murray River (A),2607
2017,,,,,,,,,,,,,,,,,1314.0,10.2,404.0,9.8,15520,Murray River (A),2608
2016,,,6.0,1.0,4.0,11.0,,103588.0,1937.0,8277.0,113802.0,,8.7,0.2,0.7,9.6,1192.0,12.2,368.0,11.5,15520,Murray River (A),2609
2015,,,,,,,,,,,,,,,,,1062.0,23.9,330.0,11.5,15520,Murray River (A),2610
2014,,,,,,,,,,,,,,,,,857.0,,296.0,,15520,Murray River (A),2611
2018,7155.1,,,,,,,,,,,,,,,,,,,,12380,Cumberland (A),2612
2017,,,,,,,,,,,,,,,,,6221.0,7.8,1520.0,2.3,12380,Cumberland (A),2613
2016,,,,,,,,,,,,,,,,,5772.0,7.3,1486.0,2.6,12380,Cumberland (A),2614
2015,,,,,,,,,,,,,,,,,5380.0,9.0,1448.0,2.5,12380,Cumberland (A),2615
2014,,,,,,,,,,,,,,,,,4937.0,,1413.0,,12380,Cumberland (A),2616
2018,25420.7,,,,,,,,,,,,,,,,,,,,15990,Northern Beaches (A),2617
2014,,,,,,,,,,,,,,,,,50.0,,55.0,,59100,Wickepin (S),2340
2018,9288503.0,,,,,,,,,,,,,,,,,,,,53080,Dundas (S),2341
2017,,,,,,,,,,,,,,,,,41.0,,23.0,,53080,Dundas (S),2342
2016,,,1.0,5.0,,6.0,,3431.0,890862.0,,894293.0,,,9.6,,9.6,41.0,46.4,23.0,,53080,Dundas (S),2343
2015,,,,,,,,,,,,,,,,,28.0,12.0,23.0,4.5,53080,Dundas (S),2344
2014,,,,,,,,,,,,,,,,,25.0,,22.0,,53080,Dundas (S),2345
2018,280878.2,,,,,,,,,,,,,,,,,,,,12350,Cowra (A),2346
2017,,,,,,,,,,,,,,,,,1035.0,15.8,228.0,0.9,12350,Cowra (A),2347
2016,,,1.0,1.0,,2.0,,6187.0,438.0,,6624.0,,2.2,0.2,,2.4,894.0,12.0,226.0,3.2,12350,Cowra (A),2348
2015,,,,,,,,,,,,,,,,,798.0,17.9,219.0,1.9,12350,Cowra (A),2349
2014,,,,,,,,,,,,,,,,,677.0,,215.0,,12350,Cowra (A),2350
2018,8541.0,,,,,,,,,,,,,,,,,,,,14500,Ku-ring-gai (A),2351
2017,,,,,,,,,,,,,,,,,3217.0,13.6,1663.0,3.4,14500,Ku-ring-gai (A),2352
2016,,,3.0,1.0,1.0,5.0,,1695.0,11.0,1.0,1707.0,,19.9,0.1,,20.0,2832.0,8.8,1608.0,3.6,14500,Ku-ring-gai (A),2353
2015,,,,,,,,,,,,,,,,,2603.0,12.8,1552.0,3.1,14500,Ku-ring-gai (A),2354
2014,,,,,,,,,,,,,,,,,2308.0,,1506.0,,14500,Ku-ring-gai (A),2355
2018,255543.4,,,,,,,,,,,,,,,,,,,,18400,Wollondilly (A),2356
2017,,,,,,,,,,,,,,,,,3355.0,12.4,1925.0,3.3,18400,Wollondilly (A),2357
2016,,,8.0,1.0,4.0,13.0,,126991.0,134.0,33505.0,160629.0,,49.7,0.1,13.1,62.9,2985.0,8.3,1864.0,3.6,18400,Wollondilly (A),2358
2015,,,,,,,,,,,,,,,,,2757.0,12.0,1799.0,4.0,18400,Wollondilly (A),2359
2014,,,,,,,,,,,,,,,,,2461.0,,1730.0,,18400,Wollondilly (A),2360
2018,6741465.5,,,,,,,,,,,,,,,,,,,,36150,Quilpie (S),2361
2017,,,,,,,,,,,,,,,,,75.0,25.0,,,36150,Quilpie (S),2362
2016,,,3.0,,2.0,5.0,,141555.0,,85845.0,227400.0,,2.1,,1.3,3.4,60.0,36.4,,,36150,Quilpie (S),2363
2015,,,,,,,,,,,,,,,,,44.0,18.9,,,36150,Quilpie (S),2364
2014,,,,,,,,,,,,,,,,,37.0,,,,36150,Quilpie (S),2365
2018,650859.0,,,,,,,,,,,,,,,,,,,,54130,Jerramungup (S),2366
2017,,,,,,,,,,,,,,,,,79.0,11.3,118.0,2.6,54130,Jerramungup (S),2367
2016,,,3.0,5.0,5.0,13.0,,136158.0,5278.0,2806.0,144243.0,,20.9,0.8,0.4,22.2,71.0,16.4,115.0,2.7,54130,Jerramungup (S),2368
2015,,,,,,,,,,,,,,,,,61.0,10.9,112.0,1.8,54130,Jerramungup (S),2369
2018,1188632.0,,,,,,,,,,,,,,,,,,,,54900,Lake Grace (S),2371
2017,,,,,,,,,,,,,,,,,85.0,10.4,87.0,4.8,54900,Lake Grace (S),2372
2016,,,1.0,37.0,2.0,40.0,,53138.0,145818.0,252.0,199208.0,,4.5,12.3,,16.8,77.0,32.8,83.0,6.4,54900,Lake Grace (S),2373
2015,,,,,,,,,,,,,,,,,58.0,7.4,78.0,2.6,54900,Lake Grace (S),2374
2014,,,,,,,,,,,,,,,,,54.0,,76.0,,54900,Lake Grace (S),2375
