lga_code16,p_1_149_om_uie,p_1_149_cfw,p_1_149_es_ns,p_1_149_tot,p_150_299_e,p_150_299_om_ie,p_150_299_om_uie,p_150_299_cfw,p_150_299_es_ns,p_150_299_tot,p_300_399_e,p_300_399_om_ie,p_300_399_om_uie,p_300_399_cfw,p_300_399_es_ns,p_300_399_tot,p_400_499_e,p_400_499_om_ie,p_400_499_om_uie,p_400_499_cfw,p_400_499_es_ns,p_400_499_tot,p_500_649_e,p_500_649_om_ie,p_500_649_om_uie,p_500_649_cfw,p_500_649_es_ns,p_500_649_tot,p_650_799_e,p_650_799_om_ie,p_650_799_om_uie,p_650_799_cfw,p_650_799_es_ns,p_650_799_tot,p_800_999_e,p_800_999_om_ie,p_800_999_om_uie,p_800_999_cfw,p_800_999_es_ns,p_800_999_tot,p_1000_1249_e,p_1000_1249_om_ie,p_1000_1249_om_uie,p_1000_1249_cfw,p_1000_1249_es_ns,p_1000_1249_tot,p_1250_1499_e,p_1250_1499_om_ie,p_1250_1499_om_uie,p_1250_1499_cfw,p_1250_1499_es_ns,p_1250_1499_tot,p_1500_1749_e,p_1500_1749_om_ie,p_1500_1749_om_uie,p_1500_1749_cfw,p_1500_1749_es_ns,p_1500_1749_tot,p_1750_1999_e,p_1750_1999_om_ie,p_1750_1999_om_uie,p_1750_1999_cfw,p_1750_1999_es_ns,p_1750_1999_tot,p_2000_2999_e,p_2000_2999_om_ie,p_2000_2999_om_uie,p_2000_2999_cfw,p_2000_2999_es_ns,p_2000_2999_tot,p_3000mor_e,p_3000mor_om_ie,p_3000mor_om_uie,p_3000mor_cfw,p_3000mor_es_ns,p_3000mor_tot,p_persinc_ns_e,p_persinc_ns_om_ie,p_persinc_ns_om_uie,p_persinc_ns_cfw,p_persinc_ns_es_ns,p_persinc_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
31000,1083,428,153,19607,20409,561,1760,521,241,23495,20851,971,2104,466,262,24652,25107,1182,2319,400,275,29284,40955,2046,3298,468,436,47198,59100,2516,3283,406,466,65767,79052,3296,3558,383,527,86811,91193,4303,3726,363,444,100034,68528,3507,2530,233,288,75087,60604,4507,2074,212,255,67653,42091,2585,1345,128,161,46298,64896,5151,2029,190,197,72459,32271,7281,3064,269,201,43091,7412,544,497,120,474,9052,631970,39043,33013,5751,4446,714220,Brisbane (C)
31750,0,4,0,7,0,0,0,3,0,4,3,0,0,0,0,3,4,0,5,0,0,6,11,0,3,0,0,14,22,0,3,0,0,26,23,4,3,4,0,28,32,0,3,0,0,34,16,0,0,0,0,16,27,0,5,0,0,33,22,0,0,0,0,23,37,0,3,0,0,43,23,0,0,0,0,24,6,0,0,0,0,7,220,7,26,21,6,283,Bulloo (S)
31820,81,72,19,1279,1076,33,178,125,26,1438,1273,76,210,95,49,1694,1713,92,219,91,25,2141,2934,152,296,76,41,3505,3817,167,307,66,32,4387,4049,183,282,39,31,4585,3616,247,231,33,26,4149,2008,172,148,25,12,2366,1746,183,123,19,5,2070,954,76,62,5,9,1113,930,131,117,16,8,1196,246,160,110,25,0,546,390,34,54,37,32,559,25928,1744,2477,880,319,31342,Bundaberg (R)
31900,16,19,11,292,202,10,33,30,11,281,235,21,41,20,8,329,349,26,49,18,17,460,630,39,99,34,13,814,739,60,82,19,13,908,836,65,89,9,13,1019,838,70,91,27,13,1032,588,72,54,11,3,726,431,61,56,21,9,572,222,26,33,9,0,287,194,24,31,0,0,259,79,38,32,4,3,156,115,12,25,10,11,183,5720,531,738,285,117,7394,Burdekin (S)
31950,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,6,0,0,0,0,7,18,0,0,0,0,16,28,3,0,0,0,31,23,0,0,0,0,23,16,0,0,0,0,16,7,0,0,0,0,7,6,0,0,0,0,13,4,0,0,0,0,6,14,0,0,0,0,14,8,0,0,0,0,8,3,0,0,0,0,3,126,3,3,3,4,148,Burke (S)
32080,107,58,30,2300,1764,62,243,94,47,2208,2106,116,317,92,47,2675,2879,142,406,90,54,3567,5292,282,578,85,64,6299,7442,320,587,68,82,8502,8962,456,573,51,57,10096,8375,559,565,45,72,9612,5460,414,367,31,35,6304,4578,481,329,23,35,5443,2820,271,164,15,15,3284,3163,388,220,25,20,3818,1024,465,230,20,15,1756,829,51,96,38,86,1094,56947,4062,4830,940,673,67459,Cairns (R)
42110,6,14,0,61,32,0,16,20,0,67,44,4,26,25,0,98,40,10,16,11,8,84,89,12,36,17,0,155,106,3,35,16,3,153,128,9,33,15,3,193,107,11,22,11,3,152,71,10,18,0,0,108,51,7,17,10,0,87,40,3,5,4,0,52,25,5,11,0,0,43,3,4,11,0,0,25,7,0,5,6,4,21,780,85,268,180,23,1339,Goyder (DC)
32330,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,11,15,0,0,0,0,20,51,0,0,0,0,53,38,0,0,0,0,38,45,0,0,0,0,41,38,0,0,0,0,41,30,0,0,0,0,27,20,0,0,0,0,20,9,0,0,0,0,15,13,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,284,0,4,0,3,291,Cherbourg (S)
32450,4,0,0,29,41,0,0,0,0,40,24,4,3,3,0,30,43,0,3,3,7,51,92,3,3,3,3,105,140,3,4,3,0,153,182,14,7,0,4,205,246,14,9,0,5,277,236,17,3,0,0,256,287,18,13,0,3,326,308,12,4,0,4,326,841,11,10,0,3,867,239,23,3,0,8,274,53,5,7,3,3,61,2758,136,65,36,32,3022,Cloncurry (S)
32500,7,7,0,36,68,3,13,4,0,95,75,4,5,11,3,93,93,0,15,8,0,122,169,5,26,6,6,216,231,3,14,0,3,256,230,17,16,4,0,272,286,10,25,0,3,332,243,5,11,3,0,263,223,6,6,3,6,245,260,9,7,0,3,275,430,0,11,0,3,447,106,4,5,3,0,118,51,4,3,3,5,75,2499,80,183,74,34,2868,Cook (S)
32600,0,0,0,0,6,0,3,3,0,11,12,0,0,0,0,16,0,0,0,3,0,4,4,0,0,3,0,4,8,0,0,0,0,10,11,0,0,0,0,16,10,0,3,0,0,13,5,0,0,0,0,11,4,0,0,0,0,6,3,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,81,4,13,12,3,112,Croydon (S)
33220,88,68,28,1214,991,36,181,70,29,1303,1171,81,251,99,50,1644,1661,90,266,73,38,2126,2731,169,328,55,35,3320,3530,178,257,45,46,4052,3609,171,268,51,30,4128,3275,243,241,25,28,3813,1934,128,120,21,14,2230,1729,157,101,6,12,2000,939,86,62,4,3,1097,840,109,71,12,3,1028,273,130,56,13,11,477,304,23,40,21,41,428,24069,1624,2376,690,373,29137,Fraser Coast (R)
33360,73,50,19,1058,803,16,110,40,12,978,853,29,122,61,21,1079,985,43,114,37,16,1190,1667,60,145,39,17,1920,1917,79,137,27,19,2180,2124,111,137,25,15,2404,2438,138,110,20,15,2716,2091,87,88,16,11,2295,1950,113,70,10,11,2150,1734,80,48,6,10,1869,3720,124,58,3,24,3922,1973,118,48,8,14,2165,331,16,28,16,17,412,23580,1019,1315,472,214,26594,Gladstone (R)
37300,0,0,0,31,34,0,3,0,0,41,23,0,3,0,0,31,41,0,0,0,0,46,70,5,7,0,0,84,93,0,6,0,3,99,113,7,5,0,0,125,141,4,7,0,0,154,105,6,3,0,0,112,117,9,4,0,0,129,84,5,0,0,0,96,129,3,0,0,0,137,42,7,0,0,0,56,16,0,0,0,3,18,1045,52,42,4,15,1157,Weipa (T)
37310,45,60,14,558,420,17,76,78,10,604,449,33,106,89,9,690,612,31,128,71,15,857,967,71,169,83,26,1318,1230,86,155,56,22,1553,1553,109,194,54,35,1948,1738,125,184,41,28,2119,1126,91,132,21,18,1392,970,110,90,21,9,1208,789,59,51,24,7,925,1457,69,73,12,9,1614,634,118,78,29,7,872,172,31,35,57,15,309,12592,966,1576,873,233,16242,Western Downs (R)
37340,34,25,7,478,341,20,63,40,13,474,485,28,93,31,15,647,692,48,86,30,19,868,1345,64,142,46,18,1616,1842,89,142,29,28,2132,2076,120,142,16,22,2372,1722,136,151,19,21,2051,938,120,86,14,14,1176,758,112,65,16,15,966,414,54,38,7,4,523,773,75,51,11,7,910,299,83,43,11,3,446,223,14,14,22,13,296,12358,975,1161,414,203,15102,Whitsunday (R)
33430,498,276,71,8517,7654,356,1054,367,114,9542,8420,715,1269,395,146,10941,11006,760,1503,311,158,13739,18997,1417,2094,339,259,23115,25832,1805,2131,260,263,30293,29118,2180,2220,258,224,33997,26956,2696,2198,224,206,32282,16691,2186,1464,162,125,20626,13207,2350,1111,122,84,16870,8168,1281,606,63,52,10168,9363,2208,815,96,69,12554,3675,2633,745,128,64,7241,2831,353,288,108,240,3817,190080,21253,18191,3867,2126,235525,Gold Coast (C)
33610,19,25,0,162,129,5,32,31,3,204,139,17,25,36,3,223,183,14,49,19,6,276,360,35,63,23,4,484,478,37,65,22,9,609,565,41,64,16,10,705,559,63,63,13,11,713,326,37,39,3,6,408,241,37,24,4,0,307,117,24,12,3,4,158,136,29,17,3,0,190,43,42,28,14,0,122,58,5,15,15,5,100,3450,407,543,291,67,4761,Goondiwindi (R)
33620,78,49,12,671,536,19,151,69,15,793,641,42,193,87,23,986,864,42,199,65,12,1177,1424,86,275,68,21,1882,1807,105,200,37,23,2167,1797,109,192,40,17,2154,1503,117,175,31,13,1837,985,78,84,6,14,1166,762,96,71,14,5,947,463,45,33,10,0,559,416,63,52,9,7,553,114,69,54,11,3,249,207,26,41,31,21,326,12085,918,1831,676,188,15698,Gympie (R)
33800,7,12,7,184,173,7,13,26,3,226,159,5,28,19,8,223,187,11,41,25,4,266,407,27,44,20,4,507,420,31,56,15,13,533,464,39,49,4,12,574,452,34,48,16,3,559,292,31,27,7,3,370,234,25,37,5,4,306,142,11,11,4,0,167,91,15,22,4,0,141,42,24,25,4,0,93,67,3,6,17,8,106,3300,272,435,223,81,4307,Hinchinbrook (S)
33830,0,0,0,0,23,3,0,0,0,26,32,0,3,0,0,30,18,0,0,0,0,18,41,3,0,0,0,45,23,0,3,0,0,26,26,0,0,0,0,25,27,4,0,0,0,30,24,0,0,0,0,24,24,0,0,0,0,21,22,0,0,0,0,22,29,0,0,0,0,27,4,0,0,0,0,3,12,0,0,0,0,11,285,14,11,3,3,317,Hope Vale (S)
33960,141,56,12,2436,2105,54,256,83,28,2531,2094,120,281,70,37,2591,2582,83,311,52,38,3067,4640,188,394,66,55,5345,6685,241,389,51,80,7446,8111,308,415,32,59,8918,8209,368,420,30,63,9090,5678,278,248,12,29,6244,4798,275,166,25,24,5278,2854,150,113,7,11,3133,3110,228,141,9,13,3505,950,282,125,13,5,1375,760,49,38,24,60,929,54963,2680,3467,681,523,62312,Ipswich (C)
33980,31,19,4,345,253,18,45,32,6,349,259,17,35,22,13,341,299,12,44,16,4,376,512,28,58,33,4,634,668,24,52,12,17,775,915,35,44,23,19,1025,1318,71,73,14,23,1501,1421,64,48,18,15,1560,1751,84,37,10,18,1896,2080,43,17,4,7,2158,5368,119,49,3,24,5564,2722,132,63,13,17,2941,328,15,16,27,15,402,18233,677,616,327,177,20036,Isaac (R)
34420,0,0,0,3,12,0,0,0,0,13,18,0,0,0,0,16,36,0,0,0,0,36,46,0,0,0,0,50,26,0,0,0,0,26,22,0,0,0,0,20,25,0,3,0,0,29,15,0,0,0,0,15,18,0,0,0,0,18,10,0,3,0,0,9,8,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,242,0,12,0,0,260,Kowanyama (S)
34530,39,16,5,444,319,17,64,35,11,443,370,29,98,30,13,533,429,20,93,22,8,574,722,58,123,30,11,953,967,39,104,19,14,1148,993,63,102,31,10,1198,845,73,120,15,15,1063,587,74,81,9,3,753,442,64,56,7,8,575,261,28,36,11,0,340,248,53,44,5,5,356,64,67,39,26,3,205,100,17,17,12,12,156,6758,615,1056,340,110,8883,Livingstone (S)
34570,0,0,0,11,22,0,0,0,0,22,9,0,0,0,0,9,13,0,0,0,0,17,33,0,0,0,0,33,14,0,0,0,0,14,11,0,0,0,0,11,16,0,0,0,0,16,11,0,0,0,0,11,6,6,0,0,0,6,5,0,0,0,0,5,6,0,0,0,0,3,3,0,0,0,0,3,36,0,0,0,0,36,182,6,3,0,0,199,Lockhart River (S)
34580,39,41,15,513,421,16,101,58,10,604,408,23,86,41,15,567,556,42,108,35,13,751,1054,60,115,41,21,1292,1397,70,118,21,28,1632,1385,79,97,24,14,1599,1206,80,105,16,18,1427,762,54,51,15,6,896,557,66,38,7,0,670,287,35,20,4,4,348,334,38,25,0,6,404,90,44,21,5,3,164,137,17,27,16,21,212,9037,633,968,392,169,11199,Lockyer Valley (R)
32750,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,7,0,0,0,0,8,23,0,6,0,0,30,23,3,0,0,0,24,16,3,3,0,0,24,16,0,0,0,0,16,12,0,0,0,0,8,11,0,0,0,0,11,8,0,0,0,0,8,23,0,0,0,0,22,6,0,0,0,0,10,0,0,3,0,0,7,157,7,19,0,0,184,Diamantina (S)
41140,9,12,3,139,134,3,42,17,11,205,143,14,44,21,4,224,210,14,54,12,4,293,383,21,61,17,11,502,425,27,65,24,9,556,451,38,52,7,6,550,423,44,69,9,10,550,239,35,36,10,0,323,164,46,34,8,0,252,104,18,16,3,0,141,109,32,20,5,0,169,24,42,18,9,0,88,46,5,6,3,8,69,2972,339,531,196,75,4114,Clare and Gilbert Valleys (DC)
34590,194,109,41,3430,3043,121,439,164,54,3815,3244,204,485,157,53,4145,3964,237,587,130,77,5004,7094,474,744,158,94,8569,10135,606,792,101,98,11733,11377,763,845,87,111,13179,10731,881,769,76,73,12532,6844,713,496,42,49,8136,5353,704,383,21,35,6497,2987,375,210,16,20,3603,3371,651,253,17,16,4300,1052,637,201,19,19,1933,1097,123,117,50,78,1467,73646,6591,6579,1452,834,89093,Logan (C)
32770,0,0,0,6,26,0,0,0,0,25,24,0,0,0,0,24,17,0,0,0,0,22,57,0,0,0,0,57,55,0,0,0,0,55,29,0,0,0,0,27,27,0,0,0,0,27,22,0,0,0,0,24,15,0,3,0,0,23,12,0,0,0,0,17,15,0,0,0,0,15,9,0,0,0,0,9,3,0,0,0,0,10,317,3,4,0,9,332,Doomadgee (S)
32810,14,9,3,152,117,7,30,17,6,175,177,16,47,18,3,260,300,22,47,18,7,382,506,29,71,11,6,621,720,58,75,18,10,877,824,46,108,13,6,996,666,68,77,7,4,822,287,44,47,3,0,385,221,55,38,3,0,314,123,23,20,3,0,165,108,25,21,0,0,163,41,25,25,3,3,97,67,17,10,14,18,118,4288,430,628,166,75,5585,Douglas (S)
33100,0,3,0,17,9,0,5,5,0,18,9,3,8,4,0,18,15,6,10,7,0,43,15,3,3,5,3,31,29,10,3,0,0,41,31,3,3,3,0,40,39,0,3,3,0,45,20,3,3,3,0,26,11,0,0,0,0,17,7,0,0,0,0,7,12,0,3,0,0,22,5,3,7,9,0,24,3,0,3,3,0,8,217,33,56,66,4,379,Etheridge (S)
33200,5,4,0,25,13,0,8,8,0,35,23,0,11,10,0,38,28,5,9,6,0,45,70,10,16,9,0,104,55,3,23,3,0,82,71,11,21,8,3,112,78,14,10,3,0,98,47,5,9,0,0,60,24,4,6,0,3,35,31,0,0,0,0,33,41,0,4,4,0,48,3,7,12,3,0,24,13,5,4,7,3,29,504,68,139,85,10,802,Flinders (S) (Qld)
37400,0,0,0,6,11,8,6,8,0,30,9,3,3,7,0,20,18,3,7,5,0,32,48,4,3,7,0,62,77,0,6,3,3,97,52,3,9,4,0,66,78,5,14,0,3,101,38,3,8,0,0,52,28,3,0,0,0,35,12,0,0,0,0,15,17,0,0,0,0,23,6,3,4,0,0,15,6,5,0,7,3,16,403,43,71,53,11,581,Winton (S)
40520,12,12,5,123,125,3,29,21,0,177,172,0,19,22,3,219,222,14,26,15,10,292,404,22,53,18,14,504,526,14,55,4,8,607,624,23,47,13,0,701,577,32,35,5,5,657,356,23,25,6,3,408,234,24,26,8,0,289,141,11,5,3,0,166,142,14,18,5,0,183,29,11,14,0,3,63,51,10,9,7,8,86,3720,205,388,161,62,4530,Berri and Barmera (DC)
42250,9,7,0,55,40,4,20,5,0,65,41,4,26,14,4,82,86,8,32,20,0,151,122,12,56,16,3,201,175,26,34,9,6,254,241,22,47,9,3,325,282,36,28,11,0,365,187,22,24,9,3,240,130,21,21,14,0,186,50,7,11,12,0,72,48,15,25,14,0,100,13,20,24,14,0,73,13,3,10,14,5,44,1472,208,378,183,28,2263,Grant (DC)
37550,0,0,0,4,23,0,0,0,0,23,16,0,0,0,0,21,22,0,0,0,0,23,39,0,0,0,0,41,30,0,0,0,0,30,26,0,0,0,0,28,19,0,0,0,0,25,17,0,0,0,0,13,14,0,0,0,0,20,10,0,3,0,0,10,11,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,243,10,7,0,0,264,Woorabinda (S)
40910,39,13,4,479,436,25,80,24,3,569,419,30,99,17,4,564,564,37,83,10,12,701,845,58,138,17,10,1070,929,73,142,11,11,1167,1037,77,117,14,9,1249,904,107,125,15,8,1157,555,84,88,4,8,741,482,81,54,3,3,621,339,45,40,0,3,422,282,54,49,0,0,378,65,53,36,0,3,159,94,8,16,3,3,121,7387,735,1116,165,84,9483,Campbelltown (C) (SA)
41010,8,0,0,36,38,3,7,3,6,55,56,0,8,6,0,69,63,7,11,3,4,88,127,4,16,3,3,164,140,11,16,0,3,169,158,0,14,0,5,180,192,12,36,3,5,256,149,19,10,0,0,178,114,12,22,0,4,152,55,12,8,0,0,72,57,8,3,0,0,70,17,4,9,0,0,32,29,0,11,3,0,42,1224,107,164,45,37,1575,Ceduna (DC)
41060,73,29,27,1576,1578,45,183,48,29,1881,1561,75,209,33,37,1911,2009,102,261,42,29,2441,3348,174,380,54,45,3992,4517,232,351,27,48,5174,5312,286,393,32,58,6081,4778,311,354,24,35,5500,2870,250,183,14,27,3347,2219,279,175,29,9,2704,1456,133,82,8,4,1678,1443,224,123,10,5,1801,608,258,128,6,11,1011,407,36,40,9,33,521,33644,2444,2967,435,388,39879,Charles Sturt (C)
42750,4,11,0,78,55,8,25,10,4,107,99,8,42,20,0,163,104,12,53,18,3,178,188,16,38,12,3,261,214,7,44,10,0,280,210,26,58,4,4,302,169,12,38,3,0,235,87,9,25,3,0,125,63,8,11,3,0,83,36,10,12,3,0,60,43,6,11,3,0,70,9,4,14,0,0,25,23,3,3,3,0,36,1371,137,385,133,22,2048,Kangaroo Island (DC)
43080,4,4,0,13,8,3,13,11,0,37,14,0,6,6,0,27,13,6,10,4,0,34,32,4,24,4,0,63,32,5,21,9,0,66,37,0,29,10,0,80,31,4,13,8,4,59,20,4,3,3,0,30,13,4,0,0,0,21,11,0,0,0,0,12,6,0,3,0,0,14,0,0,4,0,0,10,0,0,0,0,0,0,228,32,137,65,11,468,Karoonda East Murray (DC)
37570,0,0,0,0,13,0,0,0,0,13,10,0,0,0,0,10,8,0,0,0,0,8,12,0,0,0,0,12,9,0,0,0,0,8,12,0,0,0,0,12,15,0,0,0,0,17,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,3,97,0,3,0,0,104,Wujal Wujal (S)
37600,0,0,0,6,28,0,0,0,0,28,22,0,0,0,0,22,21,0,0,0,0,21,75,0,0,0,0,75,63,0,0,0,0,63,59,0,0,0,0,56,33,3,0,0,0,38,32,0,0,0,0,37,35,0,0,0,0,35,23,0,0,0,0,23,25,0,0,0,0,30,8,0,0,0,0,11,4,0,0,0,0,6,437,8,0,0,3,446,Yarrabah (S)
41330,0,0,0,7,12,0,3,0,0,21,17,0,6,4,3,35,27,0,4,6,0,37,45,4,5,0,0,52,67,3,11,0,3,88,82,3,7,0,0,98,80,8,13,0,0,99,62,0,10,0,0,69,47,3,3,0,0,47,34,3,3,0,0,36,34,3,0,0,0,40,7,0,4,0,0,11,12,0,3,0,0,18,542,25,81,23,13,677,Coober Pedy (DC)
41560,19,12,0,227,166,3,37,13,7,226,202,7,46,10,11,281,284,12,54,11,15,370,383,18,71,17,5,496,498,39,65,5,16,612,472,40,60,8,14,594,403,35,52,12,12,515,239,27,29,3,6,300,188,31,25,0,5,245,125,14,9,3,3,158,121,19,24,0,0,167,23,27,15,7,0,68,45,0,8,9,10,69,3363,265,519,115,102,4365,Copper Coast (DC)
41750,4,3,0,17,14,6,5,10,0,28,12,0,7,11,3,32,23,0,4,3,0,33,28,0,16,3,0,51,36,7,4,6,0,58,28,5,0,7,3,43,37,3,22,5,0,63,14,3,13,4,0,37,8,3,8,7,0,25,8,0,0,0,0,11,13,5,4,3,0,20,0,0,15,4,0,21,0,0,3,0,0,10,228,39,106,80,15,460,Elliston (DC)
40070,71,26,28,2439,3222,45,135,60,35,3500,3263,100,157,48,75,3645,4061,121,187,49,58,4472,6471,177,285,49,66,7044,8767,224,244,31,59,9315,13137,305,320,19,83,13867,16686,361,279,30,84,17436,12883,270,205,15,49,13421,11860,361,203,13,57,12488,8105,206,115,13,32,8473,11778,508,266,21,41,12616,5241,934,802,21,33,7030,1128,56,54,17,78,1328,109180,3744,3343,546,792,117609,Adelaide (C)
40120,62,29,3,587,429,24,129,29,8,621,400,51,125,30,12,612,490,48,117,45,9,702,777,83,180,31,13,1085,906,88,166,30,20,1216,925,86,200,20,12,1242,838,118,189,27,12,1178,498,104,103,18,3,724,374,104,89,9,3,571,283,73,54,7,0,424,222,77,73,6,3,379,84,106,45,5,3,254,78,16,15,10,12,130,6802,996,1564,351,119,9836,Adelaide Hills (DC)
40220,32,26,9,294,255,10,91,27,8,397,296,18,94,39,9,451,391,42,103,26,7,574,612,34,147,27,14,827,667,44,123,20,4,863,640,60,133,24,19,875,591,79,108,22,13,812,324,49,67,7,4,458,185,40,41,12,4,279,145,21,18,4,4,202,111,51,43,11,0,211,22,34,32,5,0,99,61,5,27,16,15,124,4548,503,1076,308,104,6542,Alexandrina (DC)
40250,0,0,0,11,95,0,0,0,0,92,30,0,0,0,0,27,47,0,0,0,0,48,49,0,3,0,0,55,51,0,0,0,0,49,32,0,0,0,0,32,49,0,0,0,0,53,64,0,0,0,0,70,33,0,0,0,0,39,42,0,0,0,0,46,56,0,0,0,0,60,8,0,0,0,0,8,35,0,0,0,0,31,603,10,8,0,3,624,Anangu Pitjantjatjara (AC)
40310,30,18,4,415,348,14,78,22,10,474,390,27,81,22,5,522,496,23,67,27,7,633,778,38,113,29,12,964,948,44,104,34,15,1145,1224,51,112,31,19,1431,1263,80,104,9,17,1474,832,68,66,13,7,986,584,52,44,9,8,698,365,32,24,7,3,425,381,45,48,13,7,490,105,58,37,5,3,209,109,7,16,11,6,145,8204,559,922,294,125,10098,Barossa (DC)
40430,3,3,0,24,24,5,8,6,3,34,23,3,3,9,0,40,40,4,3,5,0,50,47,3,13,3,0,72,65,9,19,3,0,98,61,14,17,4,3,93,48,15,10,0,0,75,21,11,16,6,0,53,15,10,15,5,0,54,23,4,9,0,0,35,13,8,21,0,3,46,0,3,12,3,3,18,7,0,4,3,0,21,397,97,160,56,18,720,Barunga West (DC)
40700,49,16,6,728,635,23,61,20,13,745,558,28,85,20,8,696,770,43,104,21,13,941,1114,64,130,17,10,1329,1346,77,130,22,17,1597,1642,98,164,24,9,1932,1956,126,154,21,7,2273,1330,128,100,3,5,1564,1047,142,101,11,3,1306,788,101,55,3,6,945,1021,202,125,24,7,1380,513,296,173,18,0,1002,142,15,15,0,19,196,13537,1371,1454,260,130,16760,Burnside (C)
41190,4,8,0,39,16,0,11,7,0,37,22,0,3,3,0,34,28,0,7,4,0,46,39,4,18,9,5,76,66,10,22,6,3,104,83,6,28,3,3,126,77,7,30,10,0,126,31,3,15,4,0,59,31,9,9,3,0,53,21,3,9,0,0,32,15,4,13,8,0,36,3,3,11,0,0,21,3,0,4,7,3,20,473,64,199,87,18,827,Cleve (DC)
41830,3,3,0,22,17,0,3,0,0,18,25,0,5,5,0,34,22,4,5,3,3,41,37,5,8,0,0,45,47,4,7,7,0,65,47,7,4,3,3,66,34,5,8,5,0,58,26,4,13,0,0,47,23,3,11,4,0,41,9,3,4,0,0,20,13,0,0,0,0,15,7,5,3,3,0,15,3,0,3,0,0,8,332,43,80,38,7,505,Flinders Ranges (DC)
41960,0,0,0,16,18,0,8,0,0,22,21,0,9,3,0,34,23,3,5,0,4,36,36,0,8,3,0,47,41,6,15,10,0,69,38,7,14,0,0,63,30,5,11,0,0,46,21,5,9,0,0,34,10,0,0,0,0,16,14,3,3,0,0,20,15,0,3,0,0,17,3,3,3,0,0,8,3,0,8,3,0,18,286,34,97,28,7,454,Franklin Harbour (DC)
42030,22,7,0,443,326,10,47,9,8,399,339,12,47,4,4,411,394,9,60,4,5,470,690,23,69,6,9,799,738,31,71,9,11,861,698,44,64,3,3,816,603,50,71,3,5,726,375,31,36,0,0,444,277,41,33,3,3,356,222,25,16,0,0,258,163,24,28,0,4,219,51,43,25,0,0,121,87,3,10,0,3,104,5395,342,599,82,69,6484,Gawler (T)
42600,40,14,3,829,647,22,55,14,12,749,629,18,71,22,8,751,814,36,107,16,7,981,1170,71,135,23,10,1416,1270,72,125,15,19,1498,1417,103,158,12,20,1712,1197,129,135,9,7,1475,627,90,86,8,12,816,454,135,82,16,4,693,334,73,35,11,6,452,237,106,85,8,0,430,80,118,68,13,3,284,134,13,13,4,14,176,9813,995,1205,208,125,12348,Holdfast Bay (C)
43220,4,3,0,17,6,0,10,7,0,21,7,3,3,3,0,18,17,5,4,6,0,35,31,3,10,10,0,47,46,7,17,7,0,72,43,3,12,8,3,68,45,11,20,3,0,74,21,6,16,0,0,41,12,3,10,3,0,34,7,4,6,3,0,20,13,3,12,0,0,22,5,3,3,7,3,24,8,0,4,4,0,16,277,60,126,65,9,535,Kimba (DC)
43360,0,3,0,39,33,3,4,3,0,46,30,0,10,3,3,47,56,0,13,10,0,71,70,8,21,10,6,112,76,9,16,6,0,103,97,5,15,3,0,132,70,8,16,9,0,105,41,3,10,0,4,52,32,0,7,9,0,50,21,7,9,4,0,40,24,6,21,3,0,56,10,10,13,0,0,35,6,0,0,3,0,13,594,66,151,83,17,916,Kingston (DC) (SA)
43650,18,14,3,139,119,8,37,22,8,199,148,9,46,10,0,222,197,21,37,15,7,274,313,26,56,19,11,432,449,29,56,13,9,556,533,33,75,24,3,671,595,54,74,15,3,732,367,46,31,8,6,454,331,28,33,7,3,409,215,9,12,0,3,244,207,24,19,10,3,261,66,23,21,6,6,120,49,4,14,8,11,83,3705,315,553,205,67,4843,Light (RegC)
48540,15,5,8,284,325,4,26,9,7,378,328,9,35,5,12,385,426,6,31,4,10,478,625,13,35,8,3,681,593,20,35,4,8,657,788,23,35,3,10,853,786,28,31,0,7,859,586,20,21,0,6,631,588,21,15,0,3,629,457,15,6,0,0,479,470,15,8,0,3,500,130,23,13,0,4,167,103,0,6,0,4,119,6463,208,315,61,87,7135,Whyalla (C)
43710,5,4,0,61,41,3,15,7,0,71,36,11,17,9,3,78,52,8,31,9,0,103,83,11,34,10,0,137,121,15,30,17,0,184,120,18,40,16,7,200,144,23,35,8,0,215,96,10,15,4,0,122,40,14,22,7,0,85,43,6,11,3,0,61,29,19,23,9,0,78,6,12,10,9,3,40,12,4,3,10,0,28,879,155,303,135,30,1494,Lower Eyre Peninsula (DC)
43790,21,16,0,183,135,0,34,26,6,200,170,12,38,30,5,254,252,20,51,23,6,350,436,34,67,19,10,562,526,34,75,16,9,667,585,39,56,21,13,709,443,62,63,12,9,579,238,28,35,4,0,305,128,30,21,4,5,192,97,14,14,0,0,131,78,12,16,6,0,116,24,31,17,11,0,85,47,3,23,13,6,94,3323,324,541,221,74,4486,Loxton Waikerie (DC)
