LGA_MAIN11,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
40220,140,128,268,647,636,1283,37,44,81,285,279,564,969,959,1928,396,389,785,49,32,81,224,257,481,669,678,1347,20,33,53,14,38,52,52,51,103,68,146,214,0,3,3,154,271,425,44,105,149,16,52,68,8,17,25,44,98,142,0,0,0,112,272,384,14,19,33,21,60,81,6,0,6,41,79,120,563,596,1159,2648,2983,5631,Alexandrina (DC)
48540,169,155,324,751,719,1470,253,225,478,47,64,111,1051,1008,2059,425,388,813,235,223,458,14,6,20,674,617,1291,44,59,103,19,71,90,62,62,124,66,162,228,8,5,13,199,359,558,18,55,73,10,41,51,24,20,44,54,88,142,6,5,11,112,209,321,8,8,16,23,35,58,3,4,7,34,47,81,937,880,1817,3176,3275,6451,Whyalla (C)
59340,51,50,101,288,326,614,93,94,187,10,9,19,391,429,820,118,107,225,3,9,12,17,22,39,138,138,276,8,0,8,0,5,5,21,21,42,27,43,70,0,0,0,56,69,125,6,16,22,0,14,14,3,3,6,10,54,64,0,0,0,19,87,106,11,4,15,9,15,24,0,0,0,20,19,39,544,415,959,1219,1207,2426,Wyndham-East Kimberley (S)
40250,38,30,68,170,143,313,0,3,3,0,0,0,170,146,316,85,92,177,0,0,0,0,4,4,85,96,181,0,0,0,0,3,3,5,4,9,3,12,15,0,0,0,8,19,27,0,0,0,0,0,0,0,0,0,4,15,19,0,0,0,4,15,19,0,0,0,0,4,4,0,0,0,0,4,4,69,64,133,374,374,748,Anangu Pitjantjatjara (AC)
40310,171,159,330,719,690,1409,28,23,51,401,394,795,1148,1107,2255,377,366,743,29,24,53,246,256,502,652,646,1298,23,20,43,13,40,53,93,71,164,101,144,245,3,0,3,233,275,508,53,74,127,14,30,44,19,15,34,57,108,165,0,0,0,143,227,370,12,15,27,26,67,93,0,0,0,38,82,120,478,495,973,2863,2991,5854,Barossa (DC)
37400,6,10,16,44,40,84,19,11,30,0,0,0,63,51,114,14,7,21,3,3,6,3,3,6,20,13,33,0,3,3,0,3,3,3,3,6,7,8,15,0,0,0,10,17,27,0,3,3,0,3,3,0,0,0,5,14,19,0,0,0,5,20,25,0,5,5,0,0,0,0,0,0,0,5,5,55,33,88,159,149,308,Winton (S)
40910,280,293,573,1231,1106,2337,765,657,1422,124,137,261,2120,1900,4020,767,690,1457,497,474,971,153,155,308,1417,1319,2736,108,108,216,90,125,215,125,85,210,151,227,378,7,10,17,481,555,1036,724,886,1610,209,252,461,74,71,145,193,297,490,10,9,19,1210,1515,2725,62,72,134,79,145,224,5,5,10,146,222,368,1135,1301,2436,6789,7105,13894,Campbelltown (C)
43710,43,31,74,241,212,453,31,27,58,25,15,40,297,254,551,128,117,245,34,34,68,8,17,25,170,168,338,6,4,10,0,8,8,12,11,23,13,34,47,0,3,3,31,60,91,0,5,5,4,7,11,0,3,3,5,19,24,0,0,0,9,34,43,3,3,6,7,16,23,3,0,3,13,19,32,232,114,346,795,680,1475,Lower Eyre Peninsula (DC)
51400,133,143,276,572,559,1131,139,128,267,230,219,449,941,906,1847,249,253,502,93,108,201,227,200,427,569,561,1130,26,37,63,10,26,36,70,27,97,36,74,110,0,0,0,142,164,306,27,44,71,11,23,34,3,17,20,44,99,143,0,0,0,85,183,268,5,6,11,26,41,67,0,0,0,31,47,78,533,521,1054,2434,2525,4959,Capel (S)
37550,4,4,8,76,83,159,0,0,0,0,0,0,76,83,159,17,15,32,0,3,3,6,3,9,23,21,44,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,3,3,6,25,17,42,134,134,268,Woorabinda (S)
41010,20,32,52,165,170,335,3,0,3,15,23,38,183,193,376,92,88,180,0,0,0,9,9,18,101,97,198,3,0,3,0,4,4,11,7,18,5,23,28,3,0,3,22,34,56,0,3,3,0,5,5,4,0,4,5,7,12,0,0,0,9,15,24,3,6,9,3,9,12,3,0,3,9,15,24,117,120,237,461,506,967,Ceduna (DC)
41060,597,595,1192,2245,2021,4266,1426,1437,2863,320,338,658,3991,3796,7787,1431,1286,2717,921,1034,1955,343,358,701,2695,2678,5373,237,219,456,183,285,468,294,161,455,370,553,923,23,11,34,1107,1229,2336,1196,1334,2530,401,415,816,121,162,283,398,591,989,9,18,27,2125,2520,4645,120,168,288,177,319,496,14,5,19,311,492,803,3389,3333,6722,14215,14643,28858,Charles Sturt (C)
41140,44,68,112,298,236,534,95,109,204,44,55,99,437,400,837,228,230,458,3,5,8,28,39,67,259,274,533,6,12,18,3,13,16,28,20,48,26,57,83,0,0,0,63,102,165,3,28,31,7,7,14,0,5,5,19,34,53,0,0,0,29,74,103,3,11,14,8,24,32,0,0,0,11,35,46,224,243,467,1067,1196,2263,Clare and Gilbert Valleys (DC)
46450,128,121,249,554,536,1090,219,237,456,59,70,129,832,843,1675,350,293,643,197,201,398,52,53,105,599,547,1146,17,32,49,10,30,40,38,26,64,34,75,109,0,3,3,99,166,265,8,20,28,9,11,20,4,9,13,22,57,79,0,0,0,43,97,140,13,18,31,16,29,45,3,3,6,32,50,82,565,558,1123,2298,2382,4680,Port Pirie City and Dists (M)
51610,3,14,17,31,38,69,11,10,21,13,15,28,55,63,118,10,15,25,9,12,21,11,6,17,30,33,63,0,0,0,5,0,5,4,3,7,0,8,8,0,0,0,9,11,20,0,0,0,0,0,0,0,3,3,3,5,8,0,0,0,3,8,11,0,0,0,3,0,3,0,0,0,3,0,3,42,24,66,145,153,298,Chapman Valley (S)
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,6,3,9,
37570,0,4,4,17,11,28,0,0,0,0,0,0,17,11,28,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,18,46,Wujal Wujal (S)
37600,25,22,47,182,199,381,0,0,0,0,4,4,182,203,385,74,78,152,0,0,0,3,3,6,77,81,158,3,0,3,0,0,0,0,3,3,0,3,3,0,0,0,3,6,9,0,3,3,3,0,3,0,0,0,3,4,7,0,0,0,6,7,13,3,3,6,0,3,3,0,0,0,3,6,9,28,29,57,324,354,678,Yarrabah (S)
39399,0,0,0,5,0,5,3,0,3,0,0,0,8,0,8,4,7,11,3,3,6,0,0,0,7,10,17,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,3,4,7,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,6,3,9,3,0,3,0,0,0,0,0,0,3,0,3,52,35,87,79,52,131,
39499,16,25,41,123,126,249,10,17,27,25,29,54,158,172,330,51,48,99,4,11,15,10,16,26,65,75,140,8,21,29,15,17,32,21,12,33,22,26,48,0,0,0,66,76,142,44,73,117,38,34,72,10,10,20,18,43,61,0,5,5,110,165,275,25,20,45,14,28,42,0,0,0,39,48,87,1296,650,1946,1750,1211,2961,
41330,9,12,21,51,37,88,0,0,0,0,4,4,51,41,92,24,27,51,0,0,0,0,6,6,24,33,57,0,3,3,3,0,3,3,5,8,5,8,13,0,0,0,11,16,27,3,0,3,0,0,0,0,0,0,0,6,6,0,0,0,3,6,9,0,0,0,3,3,6,0,0,0,3,3,6,147,113,260,248,224,472,Coober Pedy (DC)
41560,73,60,133,454,409,863,64,57,121,55,57,112,573,523,1096,273,293,566,5,0,5,43,55,98,321,348,669,4,9,13,12,27,39,29,38,67,20,73,93,0,3,3,65,150,215,4,14,18,3,6,9,0,9,9,14,32,46,0,0,0,21,61,82,3,3,6,13,40,53,0,0,0,16,43,59,345,340,685,1414,1525,2939,Copper Coast (DC)
41750,10,8,18,55,49,104,0,0,0,0,0,0,55,49,104,17,24,41,0,5,5,7,4,11,24,33,57,3,3,6,0,3,3,3,3,6,0,6,6,0,0,0,6,15,21,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,9,9,0,3,3,0,0,0,0,0,0,0,3,3,20,13,33,115,130,245,Elliston (DC)
44620,181,184,365,937,943,1880,204,183,387,134,130,264,1275,1256,2531,526,570,1096,138,159,297,70,74,144,734,803,1537,27,56,83,27,55,82,95,84,179,116,171,287,3,3,6,268,369,637,26,59,85,27,63,90,9,30,39,57,134,191,0,0,0,119,286,405,16,17,33,39,45,84,0,0,0,55,62,117,684,733,1417,3316,3693,7009,Mount Gambier (C)
44830,23,22,45,109,97,206,4,7,11,0,9,9,113,113,226,81,78,159,9,5,14,5,0,5,95,83,178,0,0,0,3,3,6,6,5,11,3,12,15,0,0,0,12,20,32,0,9,9,0,0,0,0,0,0,5,14,19,0,0,0,5,23,28,0,3,3,3,7,10,0,0,0,3,10,13,93,106,199,344,377,721,Mount Remarkable (DC)
45040,120,118,238,471,454,925,170,172,342,226,190,416,867,816,1683,335,353,688,20,29,49,194,200,394,549,582,1131,26,34,60,16,26,42,60,58,118,64,129,193,3,4,7,169,251,420,36,65,101,10,26,36,6,11,17,26,70,96,0,0,0,78,172,250,9,18,27,31,61,92,0,4,4,40,83,123,1092,729,1821,2915,2751,5666,Murray Bridge (RC)
64210,106,84,190,618,616,1234,162,153,315,68,64,132,848,833,1681,381,366,747,174,190,364,92,91,183,647,647,1294,61,73,134,18,30,48,68,36,104,58,83,141,3,0,3,208,222,430,52,90,142,17,53,70,6,22,28,45,92,137,0,0,0,120,257,377,22,17,39,23,52,75,0,4,4,45,73,118,418,469,887,2392,2585,4977,Meander Valley (M)
61010,13,11,24,67,81,148,7,6,13,6,5,11,80,92,172,36,32,68,5,9,14,6,4,10,47,45,92,8,4,12,0,4,4,7,3,10,7,8,15,0,0,0,22,19,41,6,5,11,0,8,8,0,0,0,4,4,8,0,0,0,10,17,27,0,4,4,3,3,6,0,0,0,3,7,10,101,70,171,276,261,537,Central Highlands (M)
45400,7,3,10,33,33,66,0,0,0,0,0,0,33,33,66,26,31,57,0,0,0,0,3,3,26,34,60,0,3,3,0,0,0,0,3,3,0,6,6,0,0,0,0,12,12,3,0,3,0,3,3,0,0,0,5,0,5,0,0,0,8,3,11,0,0,0,3,0,3,0,0,0,3,0,3,23,11,34,100,96,196,Orroroo/Carrieton (DC)
47630,46,41,87,351,336,687,0,0,0,7,3,10,358,339,697,221,214,435,0,5,5,11,9,20,232,228,460,0,0,0,0,0,0,26,14,40,17,31,48,0,0,0,43,45,88,0,10,10,0,12,12,4,3,7,8,16,24,0,0,0,12,41,53,14,4,18,6,20,26,3,0,3,23,24,47,146,140,286,860,858,1718,Tatiara (DC)
47700,580,633,1213,2795,2541,5336,836,782,1618,786,742,1528,4417,4065,8482,1619,1518,3137,638,590,1228,689,709,1398,2946,2817,5763,187,222,409,87,171,258,353,226,579,400,561,961,11,8,19,1038,1188,2226,816,1135,1951,266,317,583,77,142,219,352,541,893,9,14,23,1520,2149,3669,83,100,183,194,288,482,4,5,9,281,393,674,2101,2289,4390,12883,13534,26417,Tea Tree Gully (C)
47800,37,19,56,241,217,458,5,8,13,23,21,44,269,246,515,117,111,228,0,4,4,35,32,67,152,147,299,0,4,4,0,3,3,24,10,34,8,34,42,0,0,0,32,51,83,4,8,12,0,13,13,3,3,6,3,15,18,0,0,0,10,39,49,0,3,3,3,9,12,0,0,0,3,12,15,273,229,502,776,743,1519,The Coorong (DC)
47910,20,18,38,111,107,218,0,0,0,0,0,0,111,107,218,68,62,130,3,0,3,0,0,0,71,62,133,3,3,6,0,0,0,4,5,9,4,15,19,0,0,0,11,23,34,0,4,4,0,5,5,0,0,0,0,6,6,0,0,0,0,15,15,3,0,3,3,8,11,0,0,0,6,8,14,43,68,111,262,301,563,Tumby Bay (DC)
40700,236,245,481,1053,991,2044,336,349,685,446,483,929,1835,1823,3658,560,453,1013,264,292,556,620,691,1311,1444,1436,2880,72,62,134,46,70,116,69,41,110,83,166,249,0,0,0,270,339,609,1003,1098,2101,238,283,521,70,93,163,248,372,620,3,6,9,1562,1852,3414,28,30,58,75,120,195,0,0,0,103,150,253,939,1119,2058,6389,6964,13353,Burnside (C)
41190,13,19,32,105,81,186,0,0,0,5,0,5,110,81,191,41,36,77,3,0,3,0,0,0,44,36,80,4,0,4,0,0,0,5,6,11,4,0,4,0,0,0,13,6,19,0,7,7,0,3,3,3,0,3,0,3,3,0,0,0,3,13,16,0,0,0,0,0,0,0,0,0,0,0,0,21,30,51,204,185,389,Cleve (DC)
41830,19,11,30,89,61,150,0,0,0,3,3,6,92,64,156,46,50,96,0,5,5,0,0,0,46,55,101,0,0,0,0,0,0,8,7,15,5,11,16,0,0,0,13,18,31,3,3,6,0,3,3,0,3,3,0,7,7,0,0,0,3,16,19,0,0,0,0,6,6,0,0,0,0,6,6,54,56,110,227,226,453,Flinders Ranges (DC)
41960,13,7,20,62,62,124,0,0,0,0,0,0,62,62,124,34,19,53,0,0,0,0,3,3,34,22,56,4,0,4,0,0,0,0,5,5,0,7,7,0,0,0,4,12,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,9,9,52,60,112,165,175,340,Franklin Harbour (DC)
42750,25,18,43,193,184,377,0,0,0,6,6,12,199,190,389,100,98,198,0,3,3,9,6,15,109,107,216,0,3,3,0,3,3,7,5,12,15,41,56,0,0,0,22,52,74,6,3,9,3,9,12,0,3,3,3,18,21,0,0,0,12,33,45,3,0,3,3,10,13,0,0,0,6,10,16,146,135,281,519,545,1064,Kangaroo Island (DC)
43080,4,14,18,42,47,89,0,0,0,3,3,6,45,50,95,26,33,59,0,0,0,3,3,6,29,36,65,0,3,3,3,3,6,0,0,0,0,3,3,0,0,0,3,9,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,3,3,6,34,26,60,118,141,259,Karoonda East Murray (DC)
50350,107,85,192,354,300,654,119,111,230,65,66,131,538,477,1015,195,160,355,106,126,232,64,57,121,365,343,708,50,46,96,38,32,70,43,17,60,54,69,123,0,0,0,185,164,349,118,131,249,43,46,89,21,21,42,66,111,177,0,0,0,248,309,557,12,9,21,21,41,62,0,0,0,33,50,83,498,499,997,1974,1927,3901,Bassendean (T)
42030,110,137,247,492,434,926,128,126,254,282,319,601,902,879,1781,196,200,396,159,192,351,236,257,493,591,649,1240,28,44,72,15,37,52,76,59,135,100,136,236,3,0,3,222,276,498,97,160,257,29,55,84,8,32,40,61,97,158,0,0,0,195,344,539,7,22,29,34,66,100,3,0,3,44,88,132,592,643,1235,2656,3016,5672,Gawler (T)
42110,20,28,48,135,141,276,13,14,27,53,33,86,201,188,389,117,99,216,0,0,0,9,22,31,126,121,247,7,6,13,0,9,9,11,5,16,8,24,32,0,3,3,26,47,73,3,5,8,0,4,4,0,0,0,5,14,19,0,0,0,8,23,31,4,3,7,3,10,13,3,0,3,10,13,23,132,124,256,523,544,1067,Goyder (DC)
42250,67,55,122,301,346,647,63,50,113,37,45,82,401,441,842,207,204,411,42,46,88,22,24,46,271,274,545,7,11,18,0,15,15,30,28,58,23,53,76,0,0,0,60,107,167,9,23,32,4,11,15,6,3,9,17,26,43,0,0,0,36,63,99,0,5,5,7,12,19,0,0,0,7,17,24,369,190,559,1211,1147,2358,Grant (DC)
43790,70,70,140,409,366,775,45,49,94,114,139,253,568,554,1122,365,345,710,0,0,0,7,9,16,372,354,726,10,15,25,5,18,23,40,14,54,47,80,127,0,3,3,102,130,232,11,17,28,3,23,26,0,12,12,13,35,48,0,0,0,27,87,114,7,16,23,22,26,48,0,0,0,29,42,71,307,293,600,1475,1530,3005,Loxton Waikerie (DC)
43920,58,55,113,258,246,504,68,64,132,108,109,217,434,419,853,145,151,296,58,65,123,78,85,163,281,301,582,10,6,16,3,15,18,27,21,48,24,44,68,3,0,3,67,86,153,22,43,65,3,12,15,5,5,10,6,27,33,0,0,0,36,87,123,4,5,9,4,22,26,0,0,0,8,27,35,262,248,510,1146,1223,2369,Mallala (DC)
50420,400,377,777,1167,1161,2328,528,515,1043,236,241,477,1931,1917,3848,687,589,1276,499,473,972,223,221,444,1409,1283,2692,182,152,334,167,195,362,156,85,241,266,350,616,7,14,21,778,796,1574,641,819,1460,276,284,560,70,119,189,302,468,770,4,7,11,1293,1697,2990,112,82,194,110,171,281,0,3,3,222,256,478,2400,1930,4330,8433,8256,16689,Bayswater (C)
50490,200,189,389,709,608,1317,328,305,633,153,127,280,1190,1040,2230,366,317,683,205,261,466,112,89,201,683,667,1350,98,108,206,97,117,214,93,52,145,143,211,354,7,3,10,438,491,929,313,422,735,168,154,322,34,60,94,151,198,349,5,7,12,671,841,1512,54,59,113,68,120,188,0,3,3,122,182,304,1882,1584,3466,5186,4994,10180,Belmont (C)
42600,141,144,285,536,502,1038,281,249,530,285,254,539,1102,1005,2107,372,384,756,272,287,559,185,214,399,829,885,1714,57,67,124,51,52,103,79,61,140,105,152,257,6,3,9,298,335,633,397,600,997,166,251,417,54,64,118,177,259,436,7,3,10,801,1177,1978,36,30,66,71,98,169,0,3,3,107,131,238,1014,1104,2118,4292,4781,9073,Holdfast Bay (C)
43220,11,9,20,44,47,91,0,0,0,0,0,0,44,47,91,33,25,58,0,4,4,0,4,4,33,33,66,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,3,0,3,0,3,3,0,0,0,3,3,6,34,37,71,125,140,265,Kimba (DC)
43360,17,11,28,91,78,169,0,0,0,0,0,0,91,78,169,59,59,118,0,0,0,4,3,7,63,62,125,0,4,4,0,3,3,8,7,15,7,9,16,0,0,0,15,23,38,0,6,6,0,0,0,0,3,3,3,3,6,0,0,0,3,12,15,0,3,3,3,3,6,3,0,3,6,6,12,87,59,146,282,251,533,Kingston (DC)
43650,108,96,204,569,481,1050,77,92,169,232,197,429,878,770,1648,264,248,512,106,111,217,105,110,215,475,469,944,32,28,60,8,18,26,55,30,85,53,87,140,3,6,9,151,169,320,68,135,203,17,29,46,6,13,19,37,62,99,3,0,3,131,239,370,7,13,20,15,24,39,0,0,0,22,37,59,360,314,674,2125,2094,4219,Light (RegC)
44000,0,0,0,7,4,11,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,17,11,28,Maralinga Tjarutja (AC)
44060,487,489,976,2152,1998,4150,707,665,1372,460,421,881,3319,3084,6403,1327,1342,2669,523,504,1027,389,367,756,2239,2213,4452,181,181,362,114,165,279,255,166,421,343,458,801,15,6,21,908,976,1884,945,1324,2269,436,499,935,90,169,259,372,601,973,13,6,19,1856,2599,4455,80,102,182,170,297,467,7,8,15,257,407,664,2140,2191,4331,11206,11959,23165,Marion (C)
44210,48,30,78,256,224,480,8,10,18,45,48,93,309,282,591,178,174,352,6,4,10,28,39,67,212,217,429,3,7,10,6,5,11,26,17,43,20,49,69,0,0,0,55,78,133,5,10,15,0,12,12,0,0,0,0,15,15,0,3,3,5,40,45,0,10,10,4,13,17,0,0,0,4,23,27,508,297,805,1141,967,2108,Mid Murray (DC)
44340,471,435,906,1835,1720,3555,443,437,880,574,553,1127,2852,2710,5562,872,825,1697,385,377,762,744,725,1469,2001,1927,3928,119,86,205,68,82,150,149,91,240,217,310,527,8,3,11,561,572,1133,1132,1497,2629,471,558,1029,82,136,218,375,563,938,9,15,24,2069,2769,4838,59,51,110,118,209,327,5,6,11,182,266,448,1201,1235,2436,9337,9914,19251,Mitcham (C)
44550,208,215,423,1023,863,1886,246,226,472,476,477,953,1745,1566,3311,466,516,982,151,162,313,307,353,660,924,1031,1955,47,55,102,18,59,77,108,64,172,111,221,332,0,3,3,284,402,686,157,279,436,58,110,168,12,42,54,111,217,328,0,0,0,338,648,986,15,21,36,52,94,146,0,3,3,67,118,185,611,579,1190,4177,4559,8736,Mount Barker (DC)
45340,1148,1030,2178,5346,5052,10398,975,947,1922,1296,1290,2586,7617,7289,14906,3187,3138,6325,643,652,1295,1109,1075,2184,4939,4865,9804,309,323,632,142,317,459,530,360,890,645,945,1590,27,19,46,1653,1964,3617,903,1331,2234,304,573,877,106,203,309,466,916,1382,15,7,22,1794,3030,4824,95,148,243,276,522,798,8,8,16,379,678,1057,4178,4240,8418,21708,23096,44804,Onkaparinga (C)
50560,8,11,19,73,65,138,0,0,0,0,0,0,73,65,138,24,10,34,4,4,8,7,4,11,35,18,53,0,8,8,3,0,3,0,0,0,6,3,9,0,0,0,9,11,20,0,0,0,0,4,4,0,3,3,0,5,5,0,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,3,3,51,47,98,176,167,343,Beverley (S)
50630,16,22,38,83,78,161,0,0,0,0,3,3,83,81,164,42,31,73,0,0,0,3,0,3,45,31,76,3,0,3,0,4,4,9,0,9,7,5,12,0,0,0,19,9,28,0,0,0,0,0,0,3,0,3,10,5,15,0,0,0,13,5,18,5,0,5,0,4,4,0,0,0,5,4,9,334,89,423,515,241,756,Boddington (S)
45090,67,70,137,357,328,685,5,0,5,61,49,110,423,377,800,208,163,371,9,10,19,10,23,33,227,196,423,3,7,10,3,10,13,37,17,54,34,64,98,3,3,6,80,101,181,3,15,18,3,6,9,3,5,8,10,36,46,0,4,4,19,66,85,3,3,6,14,22,36,0,0,0,17,25,42,219,231,450,1052,1066,2118,Naracoorte and Lucindale (DC)
45120,27,37,64,129,122,251,78,68,146,11,9,20,218,199,417,128,102,230,0,4,4,13,11,24,141,117,258,5,4,9,3,6,9,17,10,27,8,18,26,0,0,0,33,38,71,0,3,3,0,3,3,0,0,0,3,17,20,0,0,0,3,23,26,4,3,7,0,16,16,0,0,0,4,19,23,130,99,229,556,532,1088,Northern Areas (DC)
45290,178,207,385,691,630,1321,303,284,587,233,197,430,1227,1111,2338,335,309,644,204,278,482,410,207,617,949,794,1743,71,75,146,68,90,158,51,57,108,115,174,289,3,7,10,308,403,711,776,954,1730,356,366,722,50,72,122,267,354,621,8,7,15,1457,1753,3210,42,60,102,67,112,179,5,0,5,114,172,286,1084,954,2038,5317,5394,10711,Norwood Payneham St Peters (C)
46300,76,101,177,463,389,852,147,175,322,66,96,162,676,660,1336,242,265,507,119,134,253,39,37,76,400,436,836,23,21,44,8,17,25,43,45,88,44,103,147,3,3,6,121,189,310,8,26,34,3,23,26,3,14,17,24,48,72,0,0,0,38,111,149,9,18,27,16,55,71,0,0,0,25,73,98,486,444,930,1822,2014,3836,Port Lincoln (C)
64610,75,65,140,464,442,906,41,32,73,63,66,129,568,540,1108,219,243,462,65,66,131,89,89,178,373,398,771,43,45,88,4,15,19,34,13,47,41,55,96,0,0,0,122,128,250,25,51,76,14,25,39,3,11,14,15,60,75,3,0,3,60,147,207,11,11,22,17,34,51,0,0,0,28,45,73,382,302,684,1608,1625,3233,Northern Midlands (M)
62810,177,145,322,1163,971,2134,208,244,452,347,340,687,1718,1555,3273,568,501,1069,217,308,525,595,573,1168,1380,1382,2762,145,157,302,84,99,183,105,76,181,167,218,385,6,3,9,507,553,1060,1416,1506,2922,558,574,1132,119,121,240,402,658,1060,10,4,14,2505,2863,5368,45,52,97,109,142,251,0,3,3,154,197,351,1505,1338,2843,7946,8033,15979,Hobart (C)
46670,57,53,110,331,295,626,92,94,186,9,10,19,432,399,831,278,283,561,0,0,0,7,0,7,285,283,568,19,16,35,6,30,36,22,15,37,28,52,80,4,0,4,79,113,192,7,12,19,5,14,19,0,6,6,9,40,49,0,3,3,21,75,96,16,6,22,6,19,25,0,0,0,22,25,47,372,368,740,1268,1316,2584,Renmark Paringa (DC)
46860,8,14,22,58,50,108,0,0,0,0,0,0,58,50,108,35,28,63,3,0,3,0,0,0,38,28,66,0,0,0,0,0,0,3,3,6,3,9,12,0,0,0,6,12,18,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,6,6,12,0,0,0,0,6,6,0,0,0,0,6,6,63,40,103,179,156,335,Robe (DC)
46970,42,39,81,165,158,323,65,87,152,6,3,9,236,248,484,94,75,169,5,0,5,6,13,19,105,88,193,10,3,13,3,0,3,23,15,38,40,51,91,3,0,3,79,69,148,3,4,7,0,4,4,3,3,6,37,32,69,0,0,0,43,43,86,0,0,0,6,11,17,0,0,0,6,11,17,391,126,517,902,624,1526,Roxby Downs (M)
