LGA_MAIN11,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot,LGA_NAME11
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,27,7,0,7,0,0,0,0,3,0,0,3,79,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,10,4,17,45,41,25,12,10,8,7,0,0,3,0,0,10,182,Weddin (A)
18150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,4,0,3,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,25,40,17,5,3,4,0,0,0,0,0,0,13,122,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,10,3,3,11,16,10,5,6,3,3,0,0,0,0,0,28,88,6,31,67,80,50,60,33,28,9,6,0,3,0,3,90,466,Wellington (A)
18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,15,33,19,12,8,5,3,0,8,0,0,3,3,119,0,0,0,0,3,3,0,5,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,0,4,0,11,0,0,0,4,3,0,0,0,30,3,20,76,65,39,41,32,15,6,3,18,6,0,3,23,350,Wentworth (A)
18250,0,0,4,15,55,83,60,72,23,18,22,23,15,15,24,429,0,0,11,29,82,151,133,106,20,17,46,14,31,20,19,679,0,0,5,6,10,8,22,4,0,0,0,0,0,0,3,58,0,0,9,4,32,21,38,12,3,0,6,5,13,3,4,150,0,0,0,3,13,54,62,74,27,22,34,24,16,9,18,356,0,0,0,15,40,13,3,9,3,0,6,0,0,0,10,99,21,85,212,441,416,461,486,411,104,98,133,85,134,78,136,3301,4,4,5,29,66,82,84,86,26,27,15,24,55,39,23,569,0,0,0,0,102,65,24,16,0,8,3,8,7,0,6,239,25,115,210,317,494,759,820,477,149,208,226,201,220,102,155,4478,115,369,1051,1915,2571,4726,5433,3826,1039,1189,1555,1253,1530,828,1152,28552,Willoughby (C)
18350,0,0,3,4,7,5,0,4,3,3,0,4,0,0,0,33,0,3,10,9,35,29,44,26,15,4,4,0,3,0,9,191,0,3,8,14,4,0,0,0,0,0,0,0,0,0,0,29,0,0,3,6,3,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,5,5,4,0,0,3,3,0,0,3,26,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,9,45,121,427,1004,578,290,185,153,26,16,17,34,16,18,177,3107,0,0,5,29,42,16,44,23,7,4,3,6,3,0,16,198,0,0,0,0,0,4,0,5,0,3,0,0,0,0,12,24,4,50,103,147,167,86,78,51,16,9,10,16,8,5,42,792,69,314,945,1638,1190,761,556,381,101,77,67,108,66,56,409,6738,Wingecarribee (A)
18400,0,0,0,7,4,3,3,3,3,4,0,0,0,0,0,27,0,0,3,4,23,14,31,11,4,3,10,3,3,0,3,112,0,0,3,29,5,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,16,0,0,0,0,0,3,8,3,3,0,0,6,3,0,0,26,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,7,9,64,266,742,504,285,169,74,19,22,26,4,0,3,101,2288,0,0,4,11,13,13,23,14,5,5,0,4,3,0,3,98,0,0,0,0,7,7,3,0,3,0,0,0,0,3,3,26,3,87,81,147,156,98,59,32,0,0,7,9,5,4,33,721,18,238,724,1355,1026,719,498,231,71,50,75,56,45,20,246,5372,Wollondilly (A)
18450,3,6,4,7,21,7,13,22,3,3,5,6,8,4,0,112,0,3,3,28,65,82,112,105,23,10,22,23,7,4,15,502,0,12,65,176,106,19,80,24,3,0,0,3,0,0,19,507,0,3,3,14,21,37,44,11,5,20,20,13,23,9,4,227,0,0,0,0,16,35,61,80,27,24,51,67,40,44,34,479,0,3,0,34,302,114,69,20,5,3,6,12,5,4,16,593,154,373,1621,3732,1788,953,564,411,112,112,93,98,68,44,483,10606,0,3,3,29,85,74,102,83,30,32,24,28,33,35,23,584,0,0,0,0,195,202,91,34,5,22,25,18,42,23,22,679,13,221,577,1040,1520,802,652,445,172,245,251,317,475,216,306,7252,226,1172,5786,8934,6767,4202,3858,2465,686,898,1205,1532,1539,815,1851,41936,Wollongong (C)
18500,3,0,6,17,21,44,37,25,9,3,10,13,6,7,11,212,3,3,5,48,220,543,548,264,43,61,56,78,39,28,40,1979,0,3,7,6,5,3,18,0,0,0,4,0,0,0,4,50,0,0,0,10,15,19,4,0,0,0,3,3,4,0,0,58,0,0,0,8,6,15,23,15,11,0,9,0,4,0,6,97,0,0,0,0,11,9,0,11,5,0,4,0,5,0,4,49,45,133,201,396,414,386,495,527,140,174,186,197,220,129,176,3819,4,7,16,29,60,84,130,145,31,38,61,43,71,42,34,795,0,0,0,0,12,6,10,3,0,0,3,4,0,3,4,45,59,358,435,267,475,416,418,312,95,119,116,117,105,86,109,3487,241,800,1175,1337,1841,2430,2482,1864,512,557,672,699,760,494,650,16514,Woollahra (A)
18550,0,0,3,8,13,10,3,3,3,0,3,3,0,0,3,52,0,3,7,34,71,80,72,54,10,3,20,12,9,5,9,389,0,9,19,23,15,8,9,3,0,0,0,0,0,0,0,86,0,0,0,14,8,7,4,3,0,0,3,0,0,0,3,42,0,0,0,3,3,21,17,32,6,15,9,7,5,3,10,131,0,0,0,12,6,4,8,3,0,0,0,4,0,3,0,40,99,347,982,2290,1246,814,503,324,105,69,50,65,66,19,404,7383,0,3,8,37,47,48,79,61,9,8,5,11,11,3,12,342,0,0,0,3,13,22,15,0,0,3,5,0,0,3,9,73,13,108,183,361,460,303,249,129,26,20,50,49,27,21,76,2075,164,767,2210,3904,2939,2581,1988,1119,292,251,286,255,254,136,898,18044,Wyong (A)
18710,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,12,0,0,0,3,3,3,0,4,0,3,0,9,3,0,4,32,0,3,0,7,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,89,163,138,72,53,41,6,17,5,3,0,0,40,658,0,0,3,9,17,9,12,11,3,0,3,3,0,0,0,70,0,0,0,0,3,6,3,0,0,0,0,8,0,0,0,20,0,6,19,39,43,21,20,28,0,0,3,3,8,0,14,204,3,60,182,314,295,207,173,125,21,30,38,35,23,9,87,1602,Yass Valley (A)
18750,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,0,0,0,0,3,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,42,72,30,10,4,13,0,0,4,0,5,0,10,216,0,0,6,6,0,0,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,3,14,15,17,3,6,3,4,0,0,3,5,6,85,10,39,106,127,78,87,72,64,9,9,16,11,20,9,41,698,Young (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,5,8,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,4,0,0,0,0,0,0,3,20,0,10,13,31,13,23,16,4,0,3,0,6,4,0,13,136,Unincorporated NSW
19499,0,0,0,0,3,0,3,3,0,0,3,0,3,7,3,25,0,0,0,0,5,18,3,8,0,0,3,0,0,15,13,65,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,4,4,3,3,6,0,0,4,0,24,0,0,0,3,5,6,5,4,0,0,0,0,0,0,6,29,4,15,56,130,83,55,29,22,8,7,21,13,42,126,78,689,0,0,0,0,6,6,13,7,7,3,8,3,10,29,11,103,0,0,0,0,6,22,10,4,5,3,7,0,7,3,17,84,0,8,6,18,50,61,64,56,13,16,25,36,50,84,118,605,7,42,122,246,257,334,280,240,64,91,135,140,218,461,483,3120,
20110,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,6,4,4,3,0,0,0,0,0,0,0,17,0,0,7,4,7,3,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,3,0,9,0,5,0,0,0,0,0,20,0,0,0,3,0,0,3,0,0,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,119,164,87,46,26,15,3,6,0,7,4,3,19,539,0,3,0,5,7,3,5,7,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,15,48,43,36,19,15,15,3,0,9,5,6,4,14,232,17,120,499,401,216,139,98,79,18,20,23,22,32,16,82,1782,Alpine (S)
20260,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,6,0,4,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,9,3,22,55,109,41,16,3,11,3,3,6,5,0,3,30,310,0,0,0,0,3,0,3,3,0,0,3,3,5,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,13,19,10,12,12,6,7,5,0,3,4,0,4,28,123,3,48,145,168,75,83,66,62,23,31,33,39,41,40,127,984,Ararat (RC)
20570,0,0,0,0,9,4,7,11,0,0,4,8,4,0,0,47,0,3,0,6,17,16,35,50,12,6,17,4,4,9,10,189,0,3,11,19,0,3,0,0,0,0,0,0,0,0,0,36,0,4,0,3,3,9,15,5,8,10,8,4,7,3,4,83,0,0,0,3,4,0,11,11,5,3,0,0,0,3,7,47,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,9,16,140,433,749,390,236,146,110,31,35,43,35,34,14,135,2547,3,0,8,8,28,26,35,44,8,4,3,8,3,12,4,194,0,0,0,0,10,20,6,6,4,9,0,0,5,0,0,60,0,79,96,67,98,89,108,189,58,81,89,70,62,26,67,1179,25,376,1334,1182,849,733,715,811,265,302,325,322,289,172,392,8092,Ballarat (C)
20660,0,0,3,12,33,22,60,35,6,10,23,11,11,4,7,237,3,0,3,28,50,79,82,77,13,10,25,24,24,9,8,435,0,8,30,70,27,16,23,3,0,0,0,0,0,0,6,183,0,3,19,37,67,200,144,88,23,22,41,36,22,25,23,750,0,0,0,0,8,40,43,46,3,13,13,20,12,4,8,210,0,0,0,14,20,24,11,6,6,0,0,0,0,0,0,81,47,158,565,1032,576,520,361,276,90,66,93,96,86,58,176,4200,0,3,4,26,52,54,76,49,9,20,14,20,25,24,20,396,0,0,0,4,92,172,67,39,14,7,25,34,46,15,21,536,13,186,269,361,410,475,924,447,133,143,190,220,163,121,143,4198,112,759,3195,3875,2516,3429,3629,2504,703,804,1029,1136,815,570,1109,26185,Banyule (C)
20740,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,12,0,0,0,6,12,17,3,10,4,5,0,3,4,4,0,68,0,3,3,7,7,0,3,0,0,0,0,0,0,0,3,26,0,0,3,10,7,3,3,0,3,0,3,0,0,3,0,35,0,0,0,0,0,0,7,8,0,0,3,3,4,0,9,34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,23,106,388,681,308,140,59,61,12,12,16,15,8,13,108,1950,0,0,0,4,15,10,12,9,0,0,3,4,3,0,0,60,0,0,0,0,6,3,3,3,0,0,3,0,0,0,0,18,0,30,51,67,58,39,26,32,19,14,26,25,16,17,18,438,41,238,930,1038,593,410,221,252,59,78,80,75,97,81,228,4421,Bass Coast (S)
20830,0,0,3,3,4,0,0,3,0,3,0,0,0,0,0,16,0,0,0,3,23,21,20,18,3,0,11,11,3,0,6,119,0,3,0,18,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,7,4,8,5,0,4,0,3,0,0,4,42,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,99,343,586,330,151,78,87,14,9,22,13,22,3,66,1839,0,0,3,5,27,6,22,18,0,3,3,3,3,0,3,96,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,12,4,30,44,76,69,54,25,41,11,5,9,12,29,9,26,444,26,243,893,925,639,471,351,289,66,55,75,101,96,35,190,4455,Baw Baw (S)
20910,0,4,6,4,34,19,49,31,5,18,4,11,10,11,12,218,0,0,5,19,89,179,226,195,40,61,102,30,39,15,28,1028,0,4,20,17,18,12,16,0,0,0,0,0,0,0,0,87,0,9,17,58,61,58,32,10,4,0,7,0,0,3,5,264,0,0,0,0,13,16,25,11,13,13,3,7,3,5,9,118,0,3,3,16,44,30,23,5,0,0,0,0,3,0,6,133,78,231,619,1005,685,687,781,826,244,210,272,249,344,176,289,6696,3,3,14,43,51,76,145,105,52,40,49,56,117,58,32,844,0,0,0,7,42,37,6,8,4,0,5,4,4,5,0,122,19,215,293,299,526,627,808,337,92,124,119,153,110,97,137,3956,185,786,2058,2689,2465,3033,3365,2348,635,688,931,848,984,568,895,22478,Bayside (C)
21010,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,10,0,0,0,0,0,3,0,21,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,83,143,55,16,15,9,3,0,0,4,0,0,25,384,0,0,0,0,10,4,7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,26,21,7,10,15,7,3,4,0,4,4,0,5,132,7,92,239,233,119,99,70,73,18,17,19,20,22,15,54,1097,Benalla (RC)
21110,4,3,18,28,114,151,156,145,28,38,29,38,48,32,33,865,5,0,10,46,136,212,201,172,23,26,44,35,28,13,28,979,0,9,20,38,17,7,23,8,7,0,0,0,0,0,7,136,0,6,18,85,167,274,144,96,53,70,55,56,42,21,37,1124,0,0,0,7,19,31,62,97,36,36,33,63,27,16,24,451,0,0,0,19,43,23,17,3,3,3,5,3,3,0,12,134,114,237,648,1171,802,691,682,525,147,157,185,157,225,138,265,6144,3,3,13,67,120,116,223,149,62,46,52,45,73,56,45,1073,0,0,0,10,463,409,119,62,26,39,69,94,67,25,45,1428,51,346,432,401,538,925,938,522,157,220,282,320,332,257,195,5916,311,1181,3605,4374,4451,6840,6357,4657,1572,1892,2242,2409,2153,1247,1737,45028,Boroondara (C)
21180,0,0,3,3,23,47,35,48,0,9,3,12,6,5,10,204,0,0,8,10,28,44,26,48,7,8,22,5,6,4,8,224,0,11,81,292,178,62,121,27,3,0,0,0,3,0,20,798,0,3,3,42,52,237,284,169,62,102,96,94,114,47,43,1348,0,0,0,3,19,99,81,60,13,31,10,32,31,20,20,419,0,0,3,98,232,130,112,75,9,7,15,8,11,3,27,730,9,98,403,785,430,254,121,79,25,30,33,35,29,19,137,2487,0,3,0,9,10,33,38,37,20,15,14,30,13,3,15,240,0,0,3,8,1406,6728,5100,1262,362,434,553,599,368,197,979,17999,8,310,662,1050,2287,2619,2416,2242,587,611,673,826,614,356,625,15886,37,1300,5753,10254,9520,15420,13909,7789,2400,3061,3794,3794,2226,1210,3824,84291,Brimbank (C)
21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,44,14,11,5,0,0,0,0,0,0,0,6,113,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,3,3,0,0,0,0,0,5,0,28,5,19,54,64,36,32,43,12,14,12,13,15,11,8,21,359,Buloke (S)
21370,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,5,5,0,7,4,0,0,0,3,0,31,0,0,4,10,5,0,0,0,0,0,0,0,0,0,0,19,0,3,0,3,0,0,0,0,0,0,3,0,0,4,0,13,0,0,0,0,3,0,3,3,0,0,3,0,3,0,3,18,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,11,13,58,181,275,99,54,25,12,7,3,0,8,5,0,60,800,3,3,0,0,3,5,7,10,3,3,0,3,0,0,0,40,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,12,0,20,33,38,15,13,29,11,0,5,3,3,8,4,14,196,20,137,466,478,205,204,211,112,57,44,52,62,51,59,139,2297,Campaspe (S)
21450,0,0,0,3,9,6,7,13,3,12,3,3,0,0,5,64,3,0,0,10,28,50,50,55,31,12,18,8,3,0,3,271,0,5,8,42,23,9,7,0,0,0,0,0,0,0,4,98,0,5,3,23,29,55,67,50,14,25,36,17,17,12,11,364,0,0,0,0,3,9,17,12,3,8,3,7,3,3,0,68,0,0,0,5,9,4,0,3,0,0,0,0,0,0,5,26,24,130,533,1276,841,632,255,284,96,128,111,75,36,26,190,4637,0,3,4,10,28,29,26,27,7,3,6,5,11,0,8,167,0,0,0,0,6,15,13,0,4,0,4,0,0,4,0,46,3,33,100,213,227,357,227,278,64,52,70,70,27,19,83,1823,46,308,1438,2143,1629,1832,1205,1214,383,422,459,312,206,127,515,12239,Cardinia (S)
21610,0,0,3,10,25,146,83,157,45,43,28,28,39,24,16,647,3,6,12,35,224,485,282,402,54,76,142,60,73,30,50,1934,3,4,41,323,219,71,176,32,0,0,0,5,0,0,18,892,4,0,11,171,399,1415,1963,1194,346,464,601,409,237,160,176,7550,0,0,0,0,8,126,104,80,26,18,25,15,16,12,27,457,0,3,3,94,273,145,150,52,7,3,9,5,6,0,52,802,63,242,1196,3025,2235,1762,690,642,204,207,252,211,163,99,540,11531,0,5,13,20,52,44,103,91,24,18,19,14,31,15,24,473,0,0,0,7,129,410,353,105,28,26,53,22,17,11,59,1220,3,89,380,1294,2107,4747,4736,3935,1028,1004,894,753,570,415,800,22755,104,687,3948,7933,8353,15538,16660,13231,3686,4052,4119,2965,2205,1350,3278,88109,Casey (C)
21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,129,214,90,39,13,8,5,3,0,0,4,3,26,575,0,0,0,0,8,3,0,3,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,16,14,13,7,7,5,0,0,0,0,0,0,5,75,12,60,236,293,164,108,38,30,14,13,11,12,10,6,45,1052,Central Goldfields (S)
21750,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,40,137,173,66,56,24,31,0,3,3,9,5,0,22,578,0,0,0,3,5,3,3,4,0,0,0,0,0,3,0,21,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,0,6,15,20,9,14,19,41,5,5,10,22,3,7,14,190,15,75,313,283,149,157,96,137,39,42,39,58,34,25,73,1535,Colac-Otway (S)
21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,3,3,5,0,0,0,0,0,16,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,9,21,67,108,51,15,25,15,0,4,0,0,0,0,18,333,0,3,0,0,4,0,3,4,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,7,5,3,15,3,6,3,3,6,3,3,77,9,37,192,157,107,70,133,148,30,44,32,34,26,12,53,1084,Corangamite (S)
21890,0,0,0,3,16,31,36,48,14,15,23,18,19,23,14,260,0,0,0,11,30,75,33,29,16,9,11,14,11,6,7,252,0,7,25,76,39,12,15,8,0,0,0,0,0,3,9,194,0,0,11,31,35,122,162,87,40,58,95,74,55,19,36,825,0,0,0,0,6,53,37,51,14,17,33,29,40,27,18,325,0,0,3,45,93,43,31,11,3,6,7,9,10,0,12,273,35,76,301,618,473,445,348,305,62,82,100,85,77,59,172,3238,3,3,0,25,57,55,90,62,17,13,27,25,26,28,13,444,0,0,0,3,370,791,462,123,34,53,94,118,106,83,97,2334,0,122,188,437,627,773,831,737,259,388,650,580,469,271,286,6618,90,668,5429,8051,4152,4998,4693,3890,1408,1984,2686,2640,1974,1102,2315,46080,Darebin (C)
22110,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,5,6,19,5,23,17,3,0,0,6,0,0,0,84,0,3,5,10,0,0,0,0,0,0,0,0,0,0,3,21,0,0,6,3,4,3,0,3,0,0,0,4,0,0,0,23,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,155,413,694,278,143,65,85,15,15,12,19,16,12,99,2051,0,3,3,7,22,11,10,18,3,0,4,8,4,0,3,96,0,0,0,0,3,8,7,0,3,0,0,0,0,0,0,21,0,39,69,80,69,46,18,38,4,4,8,4,5,4,14,402,46,315,1027,1070,589,394,272,256,66,54,56,82,50,38,230,4545,East Gippsland (S)
