lga_code16,p_m3_trn_and_2_oth_ms_15_24,p_m3_trn_and_2_oth_ms_25_34,p_m3_trn_and_2_oth_ms_35_44,p_m3_trn_and_2_oth_ms_45_54,p_m3_trn_and_2_oth_ms_55_64,p_m3_trn_and_2_oth_ms_65_74,p_m3_trn_and_2_oth_ms_75ov,p_m3_trn_and_2_oth_ms_tot,p_m3_bus2othms_ex_tn_15_24,p_m3_bus2othms_ex_tn_25_34,p_m3_bus2othms_ex_tn_35_44,p_m3_bus2othms_ex_tn_45_54,p_m3_bus2othms_ex_tn_55_64,p_m3_bus2othms_ex_tn_65_74,p_m3_bus2othms_ex_tn_75ov,p_m3_bus2othms_ex_tn_tot,p_m3_other_m3_15_24,p_m3_other_m3_25_34,p_m3_other_m3_35_44,p_m3_other_m3_45_54,p_m3_other_m3_55_64,p_m3_other_m3_65_74,p_m3_other_m3_75ov,p_m3_other_m3_tot,p_m3_tot_m3_15_24,p_m3_tot_m3_25_34,p_m3_tot_m3_35_44,p_m3_tot_m3_45_54,p_m3_tot_m3_55_64,p_m3_tot_m3_65_74,p_m3_tot_m3_75ov,p_m3_tot_m3_tot,p_wkd_at_home_15_24,p_wkd_at_home_25_34,p_wkd_at_home_35_44,p_wkd_at_home_45_54,p_wkd_at_home_55_64,p_wkd_at_home_65_74,p_wkd_at_home_75ov,p_wkd_at_home_tot,p_did_not_go_to_work_15_24,p_did_not_go_to_work_25_34,p_did_not_go_to_work_35_44,p_did_not_go_to_work_45_54,p_did_not_go_to_work_55_64,p_did_not_go_to_work_65_74,p_did_not_go_to_work_75ov,p_did_not_go_to_work_tot,p_mt_ns_15_24,p_mt_ns_25_34,p_mt_ns_35_44,p_mt_ns_45_54,p_mt_ns_55_64,p_mt_ns_65_74,p_mt_ns_75ov,p_mt_ns_tot,p_tot_15_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75ov,p_tot_tot,lga_name16
54200,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,10,22,140,220,257,237,113,32,1030,341,200,179,199,228,97,6,1250,32,14,23,27,20,13,5,138,2319,2768,3003,3186,2414,694,103,14481,Kalamunda (S)
53150,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,15,48,70,62,29,6,235,64,37,37,30,11,6,0,186,3,3,5,3,0,0,0,10,307,358,323,397,296,87,15,1797,East Fremantle (T)
53220,0,6,7,4,0,0,0,19,3,20,12,15,3,0,0,56,0,3,0,0,3,0,0,5,4,32,18,23,10,0,0,89,6,22,23,16,5,5,0,75,146,886,788,668,355,32,0,2884,38,179,159,137,73,6,4,606,905,4409,3738,3122,1636,203,11,14018,East Pilbara (S)
53290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,11,76,106,149,102,58,21,522,110,119,96,119,120,47,12,611,20,13,16,16,17,13,3,97,844,1045,1210,1456,1023,298,67,5935,Esperance (S)
53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,17,12,4,0,67,26,47,46,44,32,8,0,212,10,5,3,0,3,4,0,25,183,311,314,306,219,44,10,1382,Exmouth (S)
53430,22,17,8,7,3,0,0,54,3,4,4,4,0,0,0,14,0,0,3,5,0,0,0,9,22,23,12,10,0,0,0,75,8,105,173,203,187,104,18,814,640,568,468,443,403,169,11,2710,47,39,41,40,25,12,12,219,3698,5645,5047,5324,3896,1125,131,24868,Fremantle (C)
53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,19,37,49,48,24,209,20,28,28,38,37,10,3,170,0,3,9,5,6,3,3,32,208,438,318,407,344,151,48,1910,Gingin (S)
53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,29,18,14,3,87,0,10,5,12,9,10,0,45,0,0,0,0,0,0,0,5,77,127,116,132,131,49,3,643,Gnowangerup (S)
54830,6,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,6,3,7,0,3,0,0,25,12,80,115,83,65,22,0,378,167,225,254,252,220,44,3,1176,25,23,13,25,10,0,0,103,1389,2712,3087,3097,1999,341,30,12657,Kwinana (C)
54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,35,40,47,13,14,166,3,4,11,13,19,14,0,60,3,3,4,0,3,0,0,19,61,123,143,184,164,61,17,760,Lake Grace (S)
54280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,4,0,5,0,0,3,0,0,9,4,54,80,73,60,21,3,291,194,381,261,224,169,44,3,1277,33,46,34,36,28,10,0,188,2216,3685,3287,3161,2037,387,39,14815,Kalgoorlie/Boulder (C)
54310,0,4,0,3,0,0,0,6,0,9,8,4,3,0,0,24,0,4,3,0,0,0,0,14,3,17,11,13,3,0,0,48,13,80,61,43,37,6,0,230,144,559,545,429,235,32,3,1945,33,61,61,69,29,5,0,271,1300,3671,3531,2875,1490,190,23,13086,Karratha (C)
55040,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,11,0,0,3,3,0,0,0,3,3,6,5,3,3,0,0,20,0,0,3,3,4,3,0,16,19,127,137,119,67,7,0,484,3,29,24,11,11,0,0,84,137,688,578,529,293,46,0,2275,Leonora (S)
55110,16,9,4,6,4,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,11,10,6,4,0,0,41,37,145,239,280,264,122,28,1110,622,444,407,429,372,132,14,2421,48,47,38,42,17,21,11,214,4045,3864,4279,4822,3358,823,121,21307,Mandurah (C)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,16,6,3,50,3,8,6,3,12,3,0,33,0,0,4,0,0,0,0,6,18,67,62,71,87,32,17,355,Goomalling (S)
53780,15,9,7,3,3,0,0,42,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,16,21,8,3,3,0,0,51,30,234,340,292,247,123,21,1279,535,413,376,375,365,131,10,2208,47,59,33,34,32,12,5,215,3976,5251,5124,5098,3750,1010,101,24306,Gosnells (C)
53800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,21,51,139,137,153,67,18,587,293,306,279,280,275,96,6,1531,32,30,28,42,25,14,9,179,2426,2857,3225,3818,2676,612,88,15703,Greater Geraldton (C)
53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,12,3,0,0,38,4,29,20,9,17,0,0,82,13,7,4,6,3,3,0,33,115,228,191,185,146,32,0,901,Halls Creek (S)
53990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,101,100,107,72,12,451,137,105,116,141,124,32,4,658,14,15,7,15,11,10,3,77,889,1228,1438,1621,1122,285,48,6632,Harvey (S)
54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,21,36,15,3,109,26,14,29,27,22,13,3,131,3,3,6,6,7,0,0,20,105,144,213,258,220,83,17,1039,Irwin (S)
54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,19,20,14,3,94,15,38,17,14,29,8,6,133,9,3,3,6,9,0,0,25,275,358,340,405,333,90,14,1826,Katanning (S)
54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,6,9,5,49,7,8,10,11,9,4,3,52,0,0,0,4,0,0,0,8,41,73,81,112,82,40,6,432,Kellerberrin (S)
55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,28,54,76,93,56,25,343,74,66,73,92,117,33,3,455,9,9,7,10,18,6,5,65,513,578,740,1036,888,304,75,4129,Manjimup (S)
55250,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,4,0,0,3,7,3,5,0,25,16,62,57,59,28,3,0,229,3,16,18,15,7,3,0,68,78,369,285,284,169,35,0,1227,Meekatharra (S)
55320,46,42,32,38,27,4,0,199,6,3,6,6,0,0,0,17,0,0,0,3,0,0,0,4,54,46,34,44,27,4,0,218,42,238,482,590,579,284,69,2293,1170,1011,815,693,659,184,25,4553,68,82,55,66,51,19,3,340,6803,8823,8131,8418,6175,1548,192,40084,Melville (C)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,19,12,8,0,79,0,4,7,3,7,3,0,19,0,0,5,0,0,0,0,9,18,40,77,67,49,29,10,283,Kent (S)
54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,32,47,46,32,19,208,9,11,7,27,23,5,0,90,0,3,3,5,3,7,3,17,86,144,154,248,207,88,28,949,Kojonup (S)
54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,8,22,10,12,76,6,21,20,14,14,4,0,78,0,11,9,4,5,0,0,25,46,156,167,142,127,46,23,700,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,13,3,3,38,3,4,0,0,0,7,3,17,0,0,0,3,0,0,0,4,12,25,40,33,50,16,7,181,Koorda (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,28,20,18,7,96,0,5,0,4,13,3,0,31,0,0,0,0,0,0,0,0,23,47,80,92,84,41,6,382,Kulin (S)
54970,0,0,0,0,0,0,0,4,0,3,5,4,0,0,0,7,0,0,0,0,0,0,0,4,0,8,5,5,0,0,0,16,0,0,0,4,4,0,0,9,16,132,155,137,74,13,0,523,7,32,31,19,8,4,0,94,140,674,620,577,324,37,4,2378,Laverton (S)
55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,7,11,3,44,0,3,4,0,6,0,0,18,0,0,0,0,0,0,0,3,20,50,48,46,53,21,8,253,Mukinbudin (S)
55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,8,8,3,0,35,0,3,3,3,4,3,0,22,0,0,0,0,0,0,0,7,21,43,50,53,53,18,0,241,Mingenew (S)
56090,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,16,16,74,175,250,214,102,31,865,188,119,147,153,163,63,8,844,20,7,6,20,12,12,0,81,1295,1460,1700,2099,1636,495,61,8739,Mundaring (S)
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,7,6,34,28,26,14,0,0,108,0,9,5,8,9,0,0,28,62,216,163,133,100,11,4,685,Menzies (S)
55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,23,17,17,4,92,32,39,16,40,31,12,0,167,0,5,0,3,0,0,0,12,231,278,259,324,271,89,23,1475,Merredin (S)
56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,10,3,3,9,0,0,28,0,4,3,0,0,0,0,9,30,86,70,71,67,15,0,344,Ngaanyatjarraku (S)
55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,26,25,20,11,120,10,23,14,23,22,6,4,111,0,0,4,3,6,3,0,27,120,177,243,258,238,94,25,1160,Moora (S)
56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,30,63,53,22,8,195,11,8,16,35,30,13,3,122,0,0,3,6,5,0,0,17,100,138,207,302,293,106,12,1155,Northampton (S)
55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,11,7,3,47,5,7,3,4,5,3,0,31,0,0,0,4,0,0,0,3,39,56,54,78,84,24,4,335,Morawa (S)
56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,18,12,3,67,39,18,18,15,14,3,3,110,0,3,0,0,0,0,0,6,236,241,185,219,151,54,10,1094,Peppermint Grove (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,12,17,25,3,0,70,Nungarin (S)
57280,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,8,0,7,3,3,0,0,0,9,0,6,10,5,4,0,0,29,3,39,33,27,14,11,0,118,121,411,349,317,189,26,0,1413,29,55,44,59,30,11,0,229,928,2843,2280,2091,1150,164,15,9476,Port Hedland (T)
57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,23,3,0,46,0,9,4,18,11,8,3,45,0,0,0,0,0,0,0,5,26,52,48,87,108,27,8,354,Quairading (S)
57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,17,24,23,22,0,111,14,33,17,36,24,13,0,135,0,3,7,12,4,0,0,31,77,206,206,240,201,73,10,1020,Ravensthorpe (S)
57490,27,16,16,14,6,3,0,77,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,8,29,15,18,17,7,3,0,91,44,320,405,336,245,93,18,1458,1066,728,590,520,402,102,11,3418,55,52,41,52,31,9,11,243,6360,6455,6187,6431,3772,754,97,30054,Rockingham (C)
65010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,35,53,67,38,15,224,11,14,21,19,22,14,4,100,0,3,0,3,4,5,0,15,86,157,182,271,265,101,20,1089,Southern Midlands (M)
65210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,26,25,5,90,28,16,20,30,32,8,0,134,3,0,3,5,3,0,0,11,81,91,131,161,180,64,10,713,Tasman (M)
65410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,44,64,78,35,10,273,74,80,89,94,97,24,5,476,6,6,5,13,15,6,3,56,560,651,716,927,761,159,28,3808,Waratah/Wynyard (M)
65610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,17,19,14,0,73,50,77,70,88,52,6,0,335,10,9,4,13,8,4,0,45,226,389,376,496,357,68,9,1912,West Coast (M)
65810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,63,105,135,70,13,437,94,67,69,95,104,41,0,481,8,8,7,12,10,9,3,49,552,552,650,900,836,241,31,3762,West Tamar (M)
55740,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,17,54,65,46,43,10,237,60,46,25,32,34,10,8,209,4,5,7,9,0,0,0,21,373,561,417,547,375,131,23,2427,Mosman Park (T)
55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,13,3,17,13,21,8,0,0,67,0,0,3,0,0,0,0,5,22,88,62,85,51,15,0,330,Mount Magnet (S)
55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,20,8,10,5,66,0,0,6,6,7,0,0,21,0,0,0,0,0,0,0,0,18,41,55,73,58,21,11,275,Mount Marshall (S)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,13,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,10,5,21,20,4,0,67,Murchison (S)
56230,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,33,77,85,78,60,20,363,85,116,124,179,142,25,4,671,9,4,3,9,9,7,3,45,664,855,1144,1427,1034,235,48,5406,Murray (S)
56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,16,25,22,4,84,4,0,5,15,7,6,3,50,0,0,0,3,0,0,0,6,35,47,75,117,127,62,10,474,Nannup (S)
73600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,6,3,8,15,13,8,5,0,46,10,42,26,27,15,7,3,133,26,22,18,6,6,0,0,77,223,465,370,390,261,63,9,1778,Roper Gulf (R)
74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,14,0,6,0,0,3,3,0,14,6,3,6,10,3,0,0,27,52,159,131,120,97,13,5,572,Tiwi Islands (R)
74550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,13,9,6,3,38,6,10,5,8,12,4,0,43,10,10,3,0,5,0,0,35,136,176,130,159,134,42,9,790,Victoria Daly (R)
56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,13,16,10,8,76,3,9,5,7,17,0,0,38,0,0,0,0,0,0,0,3,33,97,45,84,95,30,11,395,Narembeen (S)
74660,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,9,0,0,3,7,3,4,0,11,13,39,41,45,29,4,0,170,28,23,22,19,9,6,3,96,220,443,413,400,260,40,8,1780,West Arnhem (R)
74680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,3,7,9,6,3,0,0,30,3,9,3,3,0,0,0,20,58,156,124,119,81,14,0,551,West Daly (R)
79399,0,0,0,3,0,0,0,7,0,8,7,0,0,0,0,15,0,0,3,3,0,0,0,10,0,5,7,8,0,0,0,34,6,24,46,33,15,12,0,133,49,132,113,107,97,15,3,514,10,32,22,17,13,3,0,102,758,1718,1517,1371,856,166,13,6401,Unincorporated NT
56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,32,25,22,4,124,31,52,43,37,52,15,0,225,6,6,3,10,7,3,3,39,279,385,422,559,502,154,25,2332,Narrogin (S)
56580,7,37,37,33,32,0,0,147,0,4,0,0,0,0,0,7,0,4,0,5,0,0,0,4,12,43,40,39,33,0,0,166,23,48,136,214,178,123,33,755,306,570,443,378,359,142,17,2209,23,39,38,29,16,13,8,164,2164,5201,4288,4298,3326,934,120,20327,Nedlands (C)
59340,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,10,4,13,21,26,26,15,0,111,45,86,71,74,51,20,0,354,17,16,16,15,3,4,0,69,460,903,774,795,621,129,15,3693,Wyndham-East Kimberley (S)
59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,3,13,3,37,22,29,14,6,0,109,3,9,13,14,5,3,0,46,50,195,168,178,90,18,4,711,Yalgoo (S)
56730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,19,43,41,63,38,16,231,58,71,61,79,103,32,4,412,10,14,3,11,10,6,3,51,531,720,799,1027,993,257,40,4359,Northam (S)
57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,3,0,13,19,3,0,46,Sandstone (S)
57700,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,21,69,120,160,128,48,13,553,95,86,67,85,86,25,5,451,7,6,13,4,8,0,5,36,715,930,928,1044,739,198,32,4585,Serpentine-Jarrahdale (S)
57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,0,0,23,0,10,12,8,8,0,0,31,0,3,4,3,0,0,0,12,43,83,90,90,86,26,0,420,Shark Bay (S)
57840,12,9,8,6,9,0,0,49,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,14,9,8,9,7,0,0,52,31,100,171,234,252,131,18,945,269,276,214,162,183,69,5,1179,16,24,12,20,19,5,3,93,1883,2902,2599,2644,2115,650,62,12856,South Perth (C)
57910,60,72,47,47,36,6,0,269,10,7,6,3,0,0,0,19,3,3,3,3,0,0,0,17,72,83,59,54,36,4,0,306,94,512,955,933,690,377,88,3656,1620,1412,1146,969,963,400,43,6550,105,136,104,123,84,37,18,611,11205,17921,16095,15695,11106,3082,391,75495,Stirling (C)
57980,54,61,54,46,32,6,0,253,5,7,0,0,0,0,0,12,0,0,0,3,0,0,0,3,59,67,57,45,32,6,0,264,25,85,169,175,159,93,20,723,617,741,581,366,347,144,16,2822,35,52,37,35,29,10,6,201,3582,7143,5917,5021,3440,958,122,26182,Subiaco (C)
58050,29,26,12,3,3,0,0,73,4,4,0,0,0,0,0,6,5,0,0,4,3,0,0,10,36,33,14,10,5,0,0,100,70,368,504,551,400,159,33,2077,1296,1012,846,786,702,238,23,4901,90,106,92,97,75,34,4,496,8882,12413,11711,12311,8043,1860,189,55407,Swan (C)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,4,0,20,0,0,3,3,3,0,0,8,3,0,0,0,0,0,0,5,24,33,29,48,24,3,5,174,Tammin (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,14,7,10,0,44,0,3,3,5,6,0,0,21,0,0,3,3,0,0,0,3,16,54,65,68,49,21,5,281,Three Springs (S)
61410,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,7,3,3,0,3,8,0,0,12,18,78,169,187,197,105,28,790,502,348,288,296,286,92,10,1823,23,24,25,32,20,7,4,130,2463,2885,3098,3513,2749,620,82,15410,Clarence (C)
61510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,22,21,33,33,3,126,54,53,42,52,81,18,4,296,9,4,5,12,3,3,3,39,272,337,451,601,520,123,27,2325,Derwent Valley (M)
61610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,9,8,38,59,59,78,50,13,308,313,234,235,255,242,67,5,1352,18,25,18,29,19,9,12,126,1861,2082,2358,2799,2006,428,59,11591,Devonport (C)
61810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,30,50,67,34,10,220,41,34,34,38,66,13,3,231,10,4,0,4,8,8,3,38,291,352,392,520,524,134,29,2248,Dorset (M)
57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,3,19,14,10,4,53,5,29,20,23,14,3,0,95,0,14,8,9,5,0,0,39,31,209,149,191,145,31,4,770,Perenjori (S)
57080,304,685,567,469,253,31,4,2312,24,34,30,11,8,0,0,105,3,15,12,14,3,0,0,42,331,731,612,488,265,36,4,2463,53,307,454,321,194,104,31,1465,1505,3330,2792,1811,1392,379,25,11225,176,304,262,220,140,57,30,1194,12053,37377,32994,26755,15890,3166,281,128511,Perth (C)
57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,13,16,10,0,68,3,3,7,0,3,3,0,21,0,0,0,0,0,0,0,3,18,51,53,84,87,37,3,336,Pingelly (S)
57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,25,69,71,68,17,282,27,32,25,50,59,21,5,220,4,3,0,7,5,0,3,22,279,261,384,485,414,155,41,2023,Plantagenet (S)
58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,11,42,50,36,3,155,22,16,11,21,28,10,0,105,0,3,0,3,3,0,0,15,107,101,108,209,214,97,18,856,Toodyay (S)
62010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,19,17,3,62,0,0,8,4,13,5,0,32,0,3,0,0,0,0,0,4,33,45,69,92,112,46,9,413,Flinders (M) (Tas.)
62210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,9,21,7,4,76,32,58,53,85,66,8,4,303,6,3,7,8,7,3,0,29,220,424,501,695,522,89,19,2466,George Town (M)
62410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,28,49,23,6,150,22,35,24,39,56,27,3,201,3,0,7,3,0,6,3,29,143,207,263,357,353,117,24,1467,Glamorgan/Spring Bay (M)
